ID;Geslacht;Leeftijd;Maandloon;BedrijfstakkenSBI2008;HerkomstNationaliteit;Perioden;BuitenlandGeborenWerknemersTotaal_1;BuitenlandGeborenWerknemersIngesc_2;BuitenlandGeborenWerknemersNietI_3
159;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A-U Alle economische activiteiten;Spanje;2012, vrijdag 28 september;7.3;6.2;1.1
160;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A-U Alle economische activiteiten;Spanje;2013, vrijdag 28 september;8.3;7.0;1.3
161;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A-U Alle economische activiteiten;Spanje;2014, vrijdag 26 september;8.9;7.7;1.2
162;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A-U Alle economische activiteiten;Verenigd Koninkrijk;2006, vrijdag 29 september;20.0;16.6;3.4
163;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A-U Alle economische activiteiten;Verenigd Koninkrijk;2007, vrijdag 28 september;20.8;17.0;3.8
164;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A-U Alle economische activiteiten;Verenigd Koninkrijk;2008, vrijdag 26 september;21.1;17.3;3.8
165;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A-U Alle economische activiteiten;Verenigd Koninkrijk;2009, vrijdag 25 september;20.1;17.2;2.9
166;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A-U Alle economische activiteiten;Verenigd Koninkrijk;2010, vrijdag 24 september;19.7;17.0;2.7
167;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A-U Alle economische activiteiten;Verenigd Koninkrijk;2011, vrijdag 23 september;20.3;17.3;2.9
168;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A-U Alle economische activiteiten;Verenigd Koninkrijk;2012, vrijdag 28 september;19.7;17.2;2.5
169;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A-U Alle economische activiteiten;Verenigd Koninkrijk;2013, vrijdag 28 september;19.4;17.0;2.4
170;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A-U Alle economische activiteiten;Verenigd Koninkrijk;2014, vrijdag 26 september;19.3;16.9;2.4
171;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Totaal;2006, vrijdag 29 september;15.9;5.7;10.2
172;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Totaal;2007, vrijdag 28 september;18.2;5.5;12.8
173;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Totaal;2008, vrijdag 26 september;19.5;6.2;13.3
174;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Totaal;2009, vrijdag 25 september;22.1;6.6;15.5
175;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Totaal;2010, vrijdag 24 september;23.3;6.6;16.6
176;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Totaal;2011, vrijdag 23 september;23.7;6.9;16.8
177;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Totaal;2012, vrijdag 28 september;23.1;6.8;16.3
178;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Totaal;2013, vrijdag 28 september;25.1;7.4;17.7
179;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Totaal;2014, vrijdag 26 september;22.2;7.3;14.9
180;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Afrika;2006, vrijdag 29 september;1.3;1.2;0.0
181;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Afrika;2007, vrijdag 28 september;1.1;1.1;0.0
182;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Afrika;2008, vrijdag 26 september;1.1;1.1;0.0
183;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Afrika;2009, vrijdag 25 september;1.1;1.1;0.0
184;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Afrika;2010, vrijdag 24 september;0.9;0.9;0.0
185;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Afrika;2011, vrijdag 23 september;0.9;0.8;0.0
186;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Afrika;2012, vrijdag 28 september;0.8;0.8;0.0
187;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Afrika;2013, vrijdag 28 september;0.8;0.8;0.0
188;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Afrika;2014, vrijdag 26 september;0.7;0.7;0.0
189;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Amerika;2006, vrijdag 29 september;0.4;0.4;0.0
190;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Amerika;2007, vrijdag 28 september;0.4;0.4;0.0
191;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Amerika;2008, vrijdag 26 september;0.4;0.4;0.0
192;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Amerika;2009, vrijdag 25 september;0.4;0.4;0.0
193;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Amerika;2010, vrijdag 24 september;0.4;0.4;0.0
194;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Amerika;2011, vrijdag 23 september;0.4;0.4;0.0
195;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Amerika;2012, vrijdag 28 september;0.3;0.3;0.0
196;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Amerika;2013, vrijdag 28 september;0.3;0.3;0.0
197;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Amerika;2014, vrijdag 26 september;0.3;0.3;0.0
198;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Azië;2006, vrijdag 29 september;1.3;1.2;0.0
199;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Azië;2007, vrijdag 28 september;1.1;1.1;0.0
200;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Azië;2008, vrijdag 26 september;1.1;1.1;0.0
201;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Azië;2009, vrijdag 25 september;1.2;1.2;0.0
202;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Azië;2010, vrijdag 24 september;1.0;1.0;0.0
203;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Azië;2011, vrijdag 23 september;1.0;1.0;0.0
204;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Azië;2012, vrijdag 28 september;0.9;0.9;0.0
205;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Azië;2013, vrijdag 28 september;0.9;0.9;0.0
206;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Azië;2014, vrijdag 26 september;0.8;0.8;0.0
207;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Europa;2006, vrijdag 29 september;12.6;2.8;9.8
208;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Europa;2007, vrijdag 28 september;15.6;2.9;12.7
209;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Europa;2008, vrijdag 26 september;16.8;3.6;13.2
210;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Europa;2009, vrijdag 25 september;19.4;3.9;15.4
211;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Europa;2010, vrijdag 24 september;20.8;4.3;16.4
212;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Europa;2011, vrijdag 23 september;21.4;4.7;16.8
213;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Europa;2012, vrijdag 28 september;21.0;4.7;16.3
214;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Europa;2013, vrijdag 28 september;23.0;5.3;17.7
215;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Europa;2014, vrijdag 26 september;20.4;5.6;14.9
216;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Oceanië;2006, vrijdag 29 september;0.0;0.0;0.0
217;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Oceanië;2007, vrijdag 28 september;0.0;0.0;0.0
218;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Oceanië;2008, vrijdag 26 september;0.0;0.0;0.0
219;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Oceanië;2009, vrijdag 25 september;0.0;0.0;0.0
220;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Oceanië;2010, vrijdag 24 september;0.0;0.0;0.0
221;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Oceanië;2011, vrijdag 23 september;0.0;0.0;0.0
222;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Oceanië;2012, vrijdag 28 september;0.0;0.0;0.0
223;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Oceanië;2013, vrijdag 28 september;0.0;0.0;0.0
224;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Oceanië;2014, vrijdag 26 september;0.0;0.0;0.0
225;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;EU 26;2006, vrijdag 29 september;11.1;1.3;9.8
226;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;EU 26;2007, vrijdag 28 september;14.2;1.6;12.7
227;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;EU 26;2008, vrijdag 26 september;15.4;2.2;13.2
228;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;EU 26;2009, vrijdag 25 september;18.0;2.6;15.4
229;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;EU 26;2010, vrijdag 24 september;19.5;3.1;16.4
230;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;EU 26;2011, vrijdag 23 september;20.2;3.5;16.7
231;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;EU 26;2012, vrijdag 28 september;19.9;3.6;16.3
232;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;EU 26;2013, vrijdag 28 september;21.9;4.2;17.7
233;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;EU 26;2014, vrijdag 26 september;19.5;4.7;14.8
234;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;EU 10;2006, vrijdag 29 september;7.6;0.6;6.9
235;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;EU 10;2007, vrijdag 28 september;11.1;1.0;10.1
236;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;EU 10;2008, vrijdag 26 september;12.4;1.5;10.9
237;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;EU 10;2009, vrijdag 25 september;15.0;1.9;13.1
238;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;EU 10;2010, vrijdag 24 september;16.5;2.4;14.1
239;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;EU 10;2011, vrijdag 23 september;17.4;2.8;14.5
240;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;EU 10;2012, vrijdag 28 september;17.2;3.0;14.2
241;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;EU 10;2013, vrijdag 28 september;19.5;3.6;15.9
242;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;EU 10;2014, vrijdag 26 september;17.5;4.0;13.5
243;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;België;2006, vrijdag 29 september;0.3;0.1;0.2
244;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;België;2007, vrijdag 28 september;0.2;0.1;0.1
245;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;België;2008, vrijdag 26 september;0.2;0.1;0.1
246;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;België;2009, vrijdag 25 september;0.2;0.1;0.1
247;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;België;2010, vrijdag 24 september;0.2;0.1;0.1
248;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;België;2011, vrijdag 23 september;0.2;0.1;0.1
249;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;België;2012, vrijdag 28 september;0.2;0.1;0.1
250;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;België;2013, vrijdag 28 september;0.2;0.1;0.1
251;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;België;2014, vrijdag 26 september;0.2;0.1;0.1
252;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Bulgarije;2006, vrijdag 29 september;0.1;0.0;0.1
253;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Bulgarije;2007, vrijdag 28 september;0.2;0.0;0.2
254;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Bulgarije;2008, vrijdag 26 september;0.2;0.0;0.1
255;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Bulgarije;2009, vrijdag 25 september;0.1;0.0;0.1
256;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Bulgarije;2010, vrijdag 24 september;0.1;0.0;0.1
257;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Bulgarije;2011, vrijdag 23 september;0.1;0.0;0.0
258;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Bulgarije;2012, vrijdag 28 september;0.0;0.0;0.0
259;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Bulgarije;2013, vrijdag 28 september;0.1;0.1;0.0
260;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Bulgarije;2014, vrijdag 26 september;0.3;0.1;0.2
261;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Duitsland;2006, vrijdag 29 september;1.3;0.2;1.1
262;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Duitsland;2007, vrijdag 28 september;0.9;0.1;0.8
263;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Duitsland;2008, vrijdag 26 september;1.0;0.2;0.8
264;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Duitsland;2009, vrijdag 25 september;0.7;0.2;0.6
265;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Duitsland;2010, vrijdag 24 september;0.6;0.2;0.5
266;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Duitsland;2011, vrijdag 23 september;0.6;0.2;0.4
267;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Duitsland;2012, vrijdag 28 september;0.4;0.1;0.3
268;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Duitsland;2013, vrijdag 28 september;0.4;0.1;0.3
269;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Duitsland;2014, vrijdag 26 september;0.4;0.1;0.2
270;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Frankrijk;2006, vrijdag 29 september;0.1;0.1;0.0
271;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Frankrijk;2007, vrijdag 28 september;0.1;0.1;0.0
272;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Frankrijk;2008, vrijdag 26 september;0.1;0.1;0.0
273;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Frankrijk;2009, vrijdag 25 september;0.1;0.1;0.0
274;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Frankrijk;2010, vrijdag 24 september;0.1;0.1;0.0
275;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Frankrijk;2011, vrijdag 23 september;0.1;0.1;0.0
276;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Frankrijk;2012, vrijdag 28 september;0.1;0.1;0.0
277;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Frankrijk;2013, vrijdag 28 september;0.1;0.1;0.0
278;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Frankrijk;2014, vrijdag 26 september;0.1;0.1;0.0
279;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Griekenland;2006, vrijdag 29 september;0.0;0.0;0.0
280;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Griekenland;2007, vrijdag 28 september;0.0;0.0;0.0
281;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Griekenland;2008, vrijdag 26 september;0.1;0.0;0.0
282;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Griekenland;2009, vrijdag 25 september;0.1;0.0;0.0
283;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Griekenland;2010, vrijdag 24 september;0.1;0.0;0.0
284;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Griekenland;2011, vrijdag 23 september;0.1;0.0;0.0
285;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Griekenland;2012, vrijdag 28 september;0.1;0.0;0.0
286;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Griekenland;2013, vrijdag 28 september;0.1;0.0;0.0
287;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Griekenland;2014, vrijdag 26 september;0.1;0.0;0.0
288;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Italië;2006, vrijdag 29 september;0.0;0.0;0.0
289;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Italië;2007, vrijdag 28 september;0.1;0.0;0.0
290;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Italië;2008, vrijdag 26 september;0.0;0.0;0.0
291;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Italië;2009, vrijdag 25 september;0.0;0.0;0.0
292;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Italië;2010, vrijdag 24 september;0.0;0.0;0.0
293;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Italië;2011, vrijdag 23 september;0.0;0.0;0.0
294;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Italië;2012, vrijdag 28 september;0.0;0.0;0.0
295;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Italië;2013, vrijdag 28 september;0.0;0.0;0.0
296;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Italië;2014, vrijdag 26 september;0.0;0.0;0.0
297;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;A Landbouw, bosbouw en visserij;Polen;2006, vrijdag 29 september;6.9;0.5;6.4
