ID;Geslacht;Vooropleiding;Startjaar;OpleidingsrichtingEnSectorDiploma;Peilmoment;OnderwijspositieOpPeilmoment;TotaalDeelnemersStartjaar_1;TotaalGediplomeerden_2;Niveau1_3;Niveau2_4;Niveau3_5;Niveau4_6;NietGediplomeerden_7;TotaalGediplomeerden_8;Niveau1_9;Niveau2_10;Niveau3_11;Niveau4_12;NietGediplomeerden_13
1854;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;03 Journalistiek, gedrag en maatschappij;Studievoortgang 3 jaar na startjaar;Totaal deelnemers startjaar;;425.0;0.0;0.0;0.0;425.0;;0.0;0.0;0.0;0.0;0.0;
1855;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;03 Journalistiek, gedrag en maatschappij;Studievoortgang 3 jaar na startjaar;Deelnemers in mbo op peilmoment;;10.0;0.0;0.0;0.0;10.0;;0.0;0.0;0.0;0.0;0.0;
1856;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;03 Journalistiek, gedrag en maatschappij;Studievoortgang 3 jaar na startjaar;Deelnemers uit mbo op peilmoment;;415.0;0.0;0.0;0.0;415.0;;1.0;0.0;0.0;0.0;1.0;
1857;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;03 Journalistiek, gedrag en maatschappij;Studievoortgang 4 jaar na startjaar;Totaal deelnemers startjaar;;540.0;0.0;0.0;0.0;540.0;;1.0;0.0;0.0;0.0;1.0;
1858;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;03 Journalistiek, gedrag en maatschappij;Studievoortgang 4 jaar na startjaar;Deelnemers in mbo op peilmoment;;13.0;0.0;0.0;0.0;13.0;;0.0;0.0;0.0;0.0;0.0;
1859;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;03 Journalistiek, gedrag en maatschappij;Studievoortgang 4 jaar na startjaar;Deelnemers uit mbo op peilmoment;;527.0;0.0;0.0;0.0;527.0;;1.0;0.0;0.0;0.0;1.0;
1860;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;03 Journalistiek, gedrag en maatschappij;Studievoortgang 5 jaar na startjaar;Totaal deelnemers startjaar;;600.0;0.0;0.0;0.0;600.0;;1.0;0.0;0.0;0.0;1.0;
1861;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;03 Journalistiek, gedrag en maatschappij;Studievoortgang 5 jaar na startjaar;Deelnemers in mbo op peilmoment;;11.0;0.0;0.0;0.0;11.0;;0.0;0.0;0.0;0.0;0.0;
1862;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;03 Journalistiek, gedrag en maatschappij;Studievoortgang 5 jaar na startjaar;Deelnemers uit mbo op peilmoment;;589.0;0.0;0.0;0.0;589.0;;1.0;0.0;0.0;0.0;1.0;
1863;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;03 Journalistiek, gedrag en maatschappij;Studievoortgang 6 jaar na startjaar;Totaal deelnemers startjaar;;623.0;0.0;0.0;0.0;623.0;;1.0;0.0;0.0;0.0;1.0;
1864;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;03 Journalistiek, gedrag en maatschappij;Studievoortgang 6 jaar na startjaar;Deelnemers in mbo op peilmoment;;11.0;0.0;0.0;0.0;11.0;;0.0;0.0;0.0;0.0;0.0;
1865;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;03 Journalistiek, gedrag en maatschappij;Studievoortgang 6 jaar na startjaar;Deelnemers uit mbo op peilmoment;;612.0;0.0;0.0;0.0;612.0;;1.0;0.0;0.0;0.0;1.0;
1866;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;03 Journalistiek, gedrag en maatschappij;Studievoortgang 7 jaar na startjaar;Totaal deelnemers startjaar;;;;;;;;;;;;;
1867;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;03 Journalistiek, gedrag en maatschappij;Studievoortgang 7 jaar na startjaar;Deelnemers in mbo op peilmoment;;;;;;;;;;;;;
1868;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;03 Journalistiek, gedrag en maatschappij;Studievoortgang 7 jaar na startjaar;Deelnemers uit mbo op peilmoment;;;;;;;;;;;;;
1869;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;04 Recht, administratie, handel en za...;Studievoortgang 1 jaar na startjaar;Totaal deelnemers startjaar;;1241.0;191.0;656.0;279.0;115.0;;1.0;0.0;1.0;0.0;0.0;
1870;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;04 Recht, administratie, handel en za...;Studievoortgang 1 jaar na startjaar;Deelnemers in mbo op peilmoment;;902.0;152.0;501.0;247.0;2.0;;1.0;0.0;1.0;0.0;0.0;
1871;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;04 Recht, administratie, handel en za...;Studievoortgang 1 jaar na startjaar;Deelnemers uit mbo op peilmoment;;339.0;39.0;155.0;32.0;113.0;;4.0;1.0;2.0;0.0;1.0;
1872;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;04 Recht, administratie, handel en za...;Studievoortgang 2 jaar na startjaar;Totaal deelnemers startjaar;;6670.0;222.0;3009.0;2434.0;1005.0;;7.0;0.0;3.0;3.0;1.0;
1873;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;04 Recht, administratie, handel en za...;Studievoortgang 2 jaar na startjaar;Deelnemers in mbo op peilmoment;;4111.0;139.0;1999.0;1945.0;28.0;;5.0;0.0;3.0;3.0;0.0;
1874;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;04 Recht, administratie, handel en za...;Studievoortgang 2 jaar na startjaar;Deelnemers uit mbo op peilmoment;;2559.0;83.0;1010.0;489.0;977.0;;13.0;0.0;5.0;2.0;5.0;
1875;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;04 Recht, administratie, handel en za...;Studievoortgang 3 jaar na startjaar;Totaal deelnemers startjaar;;13502.0;184.0;3693.0;2992.0;6633.0;;14.0;0.0;4.0;3.0;7.0;
1876;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;04 Recht, administratie, handel en za...;Studievoortgang 3 jaar na startjaar;Deelnemers in mbo op peilmoment;;4060.0;71.0;2139.0;1712.0;138.0;;8.0;0.0;4.0;3.0;0.0;
1877;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;04 Recht, administratie, handel en za...;Studievoortgang 3 jaar na startjaar;Deelnemers uit mbo op peilmoment;;9442.0;113.0;1554.0;1280.0;6495.0;;21.0;0.0;3.0;3.0;15.0;
1878;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;04 Recht, administratie, handel en za...;Studievoortgang 4 jaar na startjaar;Totaal deelnemers startjaar;;16172.0;162.0;3614.0;3413.0;8983.0;;17.0;0.0;4.0;4.0;9.0;
1879;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;04 Recht, administratie, handel en za...;Studievoortgang 4 jaar na startjaar;Deelnemers in mbo op peilmoment;;3452.0;41.0;1740.0;1473.0;198.0;;12.0;0.0;6.0;5.0;1.0;
1880;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;04 Recht, administratie, handel en za...;Studievoortgang 4 jaar na startjaar;Deelnemers uit mbo op peilmoment;;12720.0;121.0;1874.0;1940.0;8785.0;;19.0;0.0;3.0;3.0;13.0;
1881;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;04 Recht, administratie, handel en za...;Studievoortgang 5 jaar na startjaar;Totaal deelnemers startjaar;;17340.0;153.0;3200.0;3630.0;10357.0;;18.0;0.0;3.0;4.0;11.0;
1882;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;04 Recht, administratie, handel en za...;Studievoortgang 5 jaar na startjaar;Deelnemers in mbo op peilmoment;;2489.0;31.0;1095.0;1166.0;197.0;;14.0;0.0;6.0;7.0;1.0;
1883;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;04 Recht, administratie, handel en za...;Studievoortgang 5 jaar na startjaar;Deelnemers uit mbo op peilmoment;;14851.0;122.0;2105.0;2464.0;10160.0;;19.0;0.0;3.0;3.0;13.0;
1884;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;04 Recht, administratie, handel en za...;Studievoortgang 6 jaar na startjaar;Totaal deelnemers startjaar;;17826.0;149.0;2902.0;3592.0;11183.0;;18.0;0.0;3.0;4.0;12.0;
1885;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;04 Recht, administratie, handel en za...;Studievoortgang 6 jaar na startjaar;Deelnemers in mbo op peilmoment;;1608.0;17.0;645.0;767.0;179.0;;15.0;0.0;6.0;7.0;2.0;
1886;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;04 Recht, administratie, handel en za...;Studievoortgang 6 jaar na startjaar;Deelnemers uit mbo op peilmoment;;16218.0;132.0;2257.0;2825.0;11004.0;;19.0;0.0;3.0;3.0;13.0;
1887;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;04 Recht, administratie, handel en za...;Studievoortgang 7 jaar na startjaar;Totaal deelnemers startjaar;;;;;;;;;;;;;
1888;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;04 Recht, administratie, handel en za...;Studievoortgang 7 jaar na startjaar;Deelnemers in mbo op peilmoment;;;;;;;;;;;;;
1889;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;04 Recht, administratie, handel en za...;Studievoortgang 7 jaar na startjaar;Deelnemers uit mbo op peilmoment;;;;;;;;;;;;;
1890;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;05 Wiskunde, natuurwetenschappen;Studievoortgang 1 jaar na startjaar;Totaal deelnemers startjaar;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
1891;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;05 Wiskunde, natuurwetenschappen;Studievoortgang 1 jaar na startjaar;Deelnemers in mbo op peilmoment;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
1892;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;05 Wiskunde, natuurwetenschappen;Studievoortgang 1 jaar na startjaar;Deelnemers uit mbo op peilmoment;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
1893;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;05 Wiskunde, natuurwetenschappen;Studievoortgang 2 jaar na startjaar;Totaal deelnemers startjaar;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
1894;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;05 Wiskunde, natuurwetenschappen;Studievoortgang 2 jaar na startjaar;Deelnemers in mbo op peilmoment;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
1895;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;05 Wiskunde, natuurwetenschappen;Studievoortgang 2 jaar na startjaar;Deelnemers uit mbo op peilmoment;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
1896;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;05 Wiskunde, natuurwetenschappen;Studievoortgang 3 jaar na startjaar;Totaal deelnemers startjaar;;41.0;0.0;0.0;0.0;41.0;;0.0;0.0;0.0;0.0;0.0;
1897;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;05 Wiskunde, natuurwetenschappen;Studievoortgang 3 jaar na startjaar;Deelnemers in mbo op peilmoment;;1.0;0.0;0.0;0.0;1.0;;0.0;0.0;0.0;0.0;0.0;
1898;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;05 Wiskunde, natuurwetenschappen;Studievoortgang 3 jaar na startjaar;Deelnemers uit mbo op peilmoment;;40.0;0.0;0.0;0.0;40.0;;0.0;0.0;0.0;0.0;0.0;
1899;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;05 Wiskunde, natuurwetenschappen;Studievoortgang 4 jaar na startjaar;Totaal deelnemers startjaar;;288.0;0.0;0.0;0.0;288.0;;0.0;0.0;0.0;0.0;0.0;
1900;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;05 Wiskunde, natuurwetenschappen;Studievoortgang 4 jaar na startjaar;Deelnemers in mbo op peilmoment;;4.0;0.0;0.0;0.0;4.0;;0.0;0.0;0.0;0.0;0.0;
1901;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;05 Wiskunde, natuurwetenschappen;Studievoortgang 4 jaar na startjaar;Deelnemers uit mbo op peilmoment;;284.0;0.0;0.0;0.0;284.0;;0.0;0.0;0.0;0.0;0.0;
1902;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;05 Wiskunde, natuurwetenschappen;Studievoortgang 5 jaar na startjaar;Totaal deelnemers startjaar;;385.0;0.0;0.0;0.0;385.0;;0.0;0.0;0.0;0.0;0.0;
1903;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;05 Wiskunde, natuurwetenschappen;Studievoortgang 5 jaar na startjaar;Deelnemers in mbo op peilmoment;;4.0;0.0;0.0;0.0;4.0;;0.0;0.0;0.0;0.0;0.0;
1904;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;05 Wiskunde, natuurwetenschappen;Studievoortgang 5 jaar na startjaar;Deelnemers uit mbo op peilmoment;;381.0;0.0;0.0;0.0;381.0;;0.0;0.0;0.0;0.0;0.0;
1905;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;05 Wiskunde, natuurwetenschappen;Studievoortgang 6 jaar na startjaar;Totaal deelnemers startjaar;;440.0;0.0;0.0;0.0;440.0;;0.0;0.0;0.0;0.0;0.0;
1906;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;05 Wiskunde, natuurwetenschappen;Studievoortgang 6 jaar na startjaar;Deelnemers in mbo op peilmoment;;4.0;0.0;0.0;0.0;4.0;;0.0;0.0;0.0;0.0;0.0;
1907;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;05 Wiskunde, natuurwetenschappen;Studievoortgang 6 jaar na startjaar;Deelnemers uit mbo op peilmoment;;436.0;0.0;0.0;0.0;436.0;;1.0;0.0;0.0;0.0;1.0;
1908;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;05 Wiskunde, natuurwetenschappen;Studievoortgang 7 jaar na startjaar;Totaal deelnemers startjaar;;;;;;;;;;;;;
1909;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;05 Wiskunde, natuurwetenschappen;Studievoortgang 7 jaar na startjaar;Deelnemers in mbo op peilmoment;;;;;;;;;;;;;
1910;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;05 Wiskunde, natuurwetenschappen;Studievoortgang 7 jaar na startjaar;Deelnemers uit mbo op peilmoment;;;;;;;;;;;;;
1911;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;06 Informatica;Studievoortgang 1 jaar na startjaar;Totaal deelnemers startjaar;;112.0;0.0;94.0;17.0;1.0;;0.0;0.0;0.0;0.0;0.0;
1912;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;06 Informatica;Studievoortgang 1 jaar na startjaar;Deelnemers in mbo op peilmoment;;98.0;0.0;81.0;17.0;0.0;;0.0;0.0;0.0;0.0;0.0;
1913;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;06 Informatica;Studievoortgang 1 jaar na startjaar;Deelnemers uit mbo op peilmoment;;14.0;0.0;13.0;0.0;1.0;;0.0;0.0;0.0;0.0;0.0;
1914;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;06 Informatica;Studievoortgang 2 jaar na startjaar;Totaal deelnemers startjaar;;792.0;0.0;433.0;342.0;17.0;;1.0;0.0;0.0;0.0;0.0;
1915;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;06 Informatica;Studievoortgang 2 jaar na startjaar;Deelnemers in mbo op peilmoment;;616.0;0.0;326.0;290.0;0.0;;1.0;0.0;0.0;0.0;0.0;
1916;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;06 Informatica;Studievoortgang 2 jaar na startjaar;Deelnemers uit mbo op peilmoment;;176.0;0.0;107.0;52.0;17.0;;1.0;0.0;1.0;0.0;0.0;
1917;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;06 Informatica;Studievoortgang 3 jaar na startjaar;Totaal deelnemers startjaar;;1701.0;0.0;524.0;700.0;477.0;;2.0;0.0;1.0;1.0;0.0;
1918;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;06 Informatica;Studievoortgang 3 jaar na startjaar;Deelnemers in mbo op peilmoment;;874.0;0.0;353.0;514.0;7.0;;2.0;0.0;1.0;1.0;0.0;
1919;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;06 Informatica;Studievoortgang 3 jaar na startjaar;Deelnemers uit mbo op peilmoment;;827.0;0.0;171.0;186.0;470.0;;2.0;0.0;0.0;0.0;1.0;
1920;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;06 Informatica;Studievoortgang 4 jaar na startjaar;Totaal deelnemers startjaar;;2452.0;0.0;495.0;734.0;1223.0;;3.0;0.0;1.0;1.0;1.0;
1921;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;06 Informatica;Studievoortgang 4 jaar na startjaar;Deelnemers in mbo op peilmoment;;708.0;0.0;265.0;435.0;8.0;;2.0;0.0;1.0;2.0;0.0;
1922;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;06 Informatica;Studievoortgang 4 jaar na startjaar;Deelnemers uit mbo op peilmoment;;1744.0;0.0;230.0;299.0;1215.0;;3.0;0.0;0.0;0.0;2.0;
1923;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;06 Informatica;Studievoortgang 5 jaar na startjaar;Totaal deelnemers startjaar;;2764.0;0.0;427.0;711.0;1626.0;;3.0;0.0;0.0;1.0;2.0;
1924;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;06 Informatica;Studievoortgang 5 jaar na startjaar;Deelnemers in mbo op peilmoment;;514.0;0.0;179.0;319.0;16.0;;3.0;0.0;1.0;2.0;0.0;
1925;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;06 Informatica;Studievoortgang 5 jaar na startjaar;Deelnemers uit mbo op peilmoment;;2250.0;0.0;248.0;392.0;1610.0;;3.0;0.0;0.0;0.0;2.0;
1926;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;06 Informatica;Studievoortgang 6 jaar na startjaar;Totaal deelnemers startjaar;;2904.0;0.0;380.0;686.0;1838.0;;3.0;0.0;0.0;1.0;2.0;
1927;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;06 Informatica;Studievoortgang 6 jaar na startjaar;Deelnemers in mbo op peilmoment;;332.0;0.0;100.0;212.0;20.0;;3.0;0.0;1.0;2.0;0.0;
1928;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;06 Informatica;Studievoortgang 6 jaar na startjaar;Deelnemers uit mbo op peilmoment;;2572.0;0.0;280.0;474.0;1818.0;;3.0;0.0;0.0;1.0;2.0;
1929;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;06 Informatica;Studievoortgang 7 jaar na startjaar;Totaal deelnemers startjaar;;;;;;;;;;;;;
1930;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;06 Informatica;Studievoortgang 7 jaar na startjaar;Deelnemers in mbo op peilmoment;;;;;;;;;;;;;
1931;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;06 Informatica;Studievoortgang 7 jaar na startjaar;Deelnemers uit mbo op peilmoment;;;;;;;;;;;;;
1932;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;07 Techniek, industrie en bouwkunde;Studievoortgang 1 jaar na startjaar;Totaal deelnemers startjaar;;571.0;436.0;130.0;5.0;0.0;;1.0;0.0;0.0;0.0;0.0;
1933;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;07 Techniek, industrie en bouwkunde;Studievoortgang 1 jaar na startjaar;Deelnemers in mbo op peilmoment;;471.0;361.0;110.0;0.0;0.0;;1.0;0.0;0.0;0.0;0.0;
1934;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;07 Techniek, industrie en bouwkunde;Studievoortgang 1 jaar na startjaar;Deelnemers uit mbo op peilmoment;;100.0;75.0;20.0;5.0;0.0;;1.0;1.0;0.0;0.0;0.0;
1935;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;07 Techniek, industrie en bouwkunde;Studievoortgang 2 jaar na startjaar;Totaal deelnemers startjaar;;4805.0;559.0;4019.0;201.0;26.0;;5.0;1.0;4.0;0.0;0.0;
1936;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;07 Techniek, industrie en bouwkunde;Studievoortgang 2 jaar na startjaar;Deelnemers in mbo op peilmoment;;3248.0;382.0;2757.0;109.0;0.0;;4.0;1.0;4.0;0.0;0.0;
1937;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;07 Techniek, industrie en bouwkunde;Studievoortgang 2 jaar na startjaar;Deelnemers uit mbo op peilmoment;;1557.0;177.0;1262.0;92.0;26.0;;8.0;1.0;6.0;0.0;0.0;
1938;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;07 Techniek, industrie en bouwkunde;Studievoortgang 3 jaar na startjaar;Totaal deelnemers startjaar;;7809.0;414.0;5763.0;1194.0;438.0;;8.0;0.0;6.0;1.0;0.0;
1939;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;07 Techniek, industrie en bouwkunde;Studievoortgang 3 jaar na startjaar;Deelnemers in mbo op peilmoment;;4361.0;199.0;3601.0;554.0;7.0;;8.0;0.0;7.0;1.0;0.0;
1940;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;07 Techniek, industrie en bouwkunde;Studievoortgang 3 jaar na startjaar;Deelnemers uit mbo op peilmoment;;3448.0;215.0;2162.0;640.0;431.0;;8.0;0.0;5.0;1.0;1.0;
1941;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;07 Techniek, industrie en bouwkunde;Studievoortgang 4 jaar na startjaar;Totaal deelnemers startjaar;;11465.0;331.0;4825.0;2960.0;3349.0;;12.0;0.0;5.0;3.0;3.0;
1942;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;07 Techniek, industrie en bouwkunde;Studievoortgang 4 jaar na startjaar;Deelnemers in mbo op peilmoment;;3497.0;95.0;2294.0;1031.0;77.0;;12.0;0.0;8.0;4.0;0.0;
1943;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;07 Techniek, industrie en bouwkunde;Studievoortgang 4 jaar na startjaar;Deelnemers uit mbo op peilmoment;;7968.0;236.0;2531.0;1929.0;3272.0;;12.0;0.0;4.0;3.0;5.0;
1944;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;07 Techniek, industrie en bouwkunde;Studievoortgang 5 jaar na startjaar;Totaal deelnemers startjaar;;12466.0;291.0;4151.0;3784.0;4240.0;;13.0;0.0;4.0;4.0;4.0;
1945;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;07 Techniek, industrie en bouwkunde;Studievoortgang 5 jaar na startjaar;Deelnemers in mbo op peilmoment;;2620.0;43.0;1378.0;1082.0;117.0;;15.0;0.0;8.0;6.0;1.0;
1946;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;07 Techniek, industrie en bouwkunde;Studievoortgang 5 jaar na startjaar;Deelnemers uit mbo op peilmoment;;9846.0;248.0;2773.0;2702.0;4123.0;;12.0;0.0;4.0;3.0;5.0;
1947;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;07 Techniek, industrie en bouwkunde;Studievoortgang 6 jaar na startjaar;Totaal deelnemers startjaar;;12745.0;271.0;3665.0;4003.0;4806.0;;13.0;0.0;4.0;4.0;5.0;
1948;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;07 Techniek, industrie en bouwkunde;Studievoortgang 6 jaar na startjaar;Deelnemers in mbo op peilmoment;;1700.0;22.0;792.0;774.0;112.0;;16.0;0.0;7.0;7.0;1.0;
1949;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;07 Techniek, industrie en bouwkunde;Studievoortgang 6 jaar na startjaar;Deelnemers uit mbo op peilmoment;;11045.0;249.0;2873.0;3229.0;4694.0;;13.0;0.0;3.0;4.0;5.0;
1950;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;07 Techniek, industrie en bouwkunde;Studievoortgang 7 jaar na startjaar;Totaal deelnemers startjaar;;;;;;;;;;;;;
1951;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;07 Techniek, industrie en bouwkunde;Studievoortgang 7 jaar na startjaar;Deelnemers in mbo op peilmoment;;;;;;;;;;;;;
1952;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;07 Techniek, industrie en bouwkunde;Studievoortgang 7 jaar na startjaar;Deelnemers uit mbo op peilmoment;;;;;;;;;;;;;
1953;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;08 Landbouw, diergeneeskunde en -verz...;Studievoortgang 1 jaar na startjaar;Totaal deelnemers startjaar;;165.0;111.0;54.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
1954;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;08 Landbouw, diergeneeskunde en -verz...;Studievoortgang 1 jaar na startjaar;Deelnemers in mbo op peilmoment;;120.0;78.0;42.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
1955;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;08 Landbouw, diergeneeskunde en -verz...;Studievoortgang 1 jaar na startjaar;Deelnemers uit mbo op peilmoment;;45.0;33.0;12.0;0.0;0.0;;1.0;0.0;0.0;0.0;0.0;
1956;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;08 Landbouw, diergeneeskunde en -verz...;Studievoortgang 2 jaar na startjaar;Totaal deelnemers startjaar;;1070.0;136.0;847.0;36.0;51.0;;1.0;0.0;1.0;0.0;0.0;
1957;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;08 Landbouw, diergeneeskunde en -verz...;Studievoortgang 2 jaar na startjaar;Deelnemers in mbo op peilmoment;;553.0;68.0;466.0;16.0;3.0;;1.0;0.0;1.0;0.0;0.0;
