ID;Geslacht;Leeftijd;Nationaliteit;Perioden;BevolkingOp1Januari_1
366;Totaal mannen en vrouwen;Totaal;Benins;2017;94.0
367;Totaal mannen en vrouwen;Totaal;Benins;2018;95.0
368;Totaal mannen en vrouwen;Totaal;Benins;2019;86.0
369;Totaal mannen en vrouwen;Totaal;Benins;2020;89.0
370;Totaal mannen en vrouwen;Totaal;Benins;2021;94.0
371;Totaal mannen en vrouwen;Totaal;Benins;2022;86.0
372;Totaal mannen en vrouwen;Totaal;Benins;2023;85.0
373;Totaal mannen en vrouwen;Totaal;Benins;2024;89.0
374;Totaal mannen en vrouwen;Totaal;Bhutaans;2014;40.0
375;Totaal mannen en vrouwen;Totaal;Bhutaans;2015;36.0
376;Totaal mannen en vrouwen;Totaal;Bhutaans;2016;38.0
377;Totaal mannen en vrouwen;Totaal;Bhutaans;2017;39.0
378;Totaal mannen en vrouwen;Totaal;Bhutaans;2018;31.0
379;Totaal mannen en vrouwen;Totaal;Bhutaans;2019;44.0
380;Totaal mannen en vrouwen;Totaal;Bhutaans;2020;44.0
381;Totaal mannen en vrouwen;Totaal;Bhutaans;2021;33.0
382;Totaal mannen en vrouwen;Totaal;Bhutaans;2022;35.0
383;Totaal mannen en vrouwen;Totaal;Bhutaans;2023;31.0
384;Totaal mannen en vrouwen;Totaal;Bhutaans;2024;30.0
385;Totaal mannen en vrouwen;Totaal;Boliviaans;2014;210.0
386;Totaal mannen en vrouwen;Totaal;Boliviaans;2015;217.0
387;Totaal mannen en vrouwen;Totaal;Boliviaans;2016;213.0
388;Totaal mannen en vrouwen;Totaal;Boliviaans;2017;200.0
389;Totaal mannen en vrouwen;Totaal;Boliviaans;2018;205.0
390;Totaal mannen en vrouwen;Totaal;Boliviaans;2019;228.0
391;Totaal mannen en vrouwen;Totaal;Boliviaans;2020;250.0
392;Totaal mannen en vrouwen;Totaal;Boliviaans;2021;225.0
393;Totaal mannen en vrouwen;Totaal;Boliviaans;2022;235.0
394;Totaal mannen en vrouwen;Totaal;Boliviaans;2023;252.0
395;Totaal mannen en vrouwen;Totaal;Boliviaans;2024;251.0
396;Totaal mannen en vrouwen;Totaal;Burger van Bosnië-Herzegovina;2014;2235.0
397;Totaal mannen en vrouwen;Totaal;Burger van Bosnië-Herzegovina;2015;2170.0
398;Totaal mannen en vrouwen;Totaal;Burger van Bosnië-Herzegovina;2016;2119.0
399;Totaal mannen en vrouwen;Totaal;Burger van Bosnië-Herzegovina;2017;2122.0
400;Totaal mannen en vrouwen;Totaal;Burger van Bosnië-Herzegovina;2018;2114.0
401;Totaal mannen en vrouwen;Totaal;Burger van Bosnië-Herzegovina;2019;2165.0
402;Totaal mannen en vrouwen;Totaal;Burger van Bosnië-Herzegovina;2020;2208.0
403;Totaal mannen en vrouwen;Totaal;Burger van Bosnië-Herzegovina;2021;2099.0
404;Totaal mannen en vrouwen;Totaal;Burger van Bosnië-Herzegovina;2022;2037.0
405;Totaal mannen en vrouwen;Totaal;Burger van Bosnië-Herzegovina;2023;2022.0
406;Totaal mannen en vrouwen;Totaal;Burger van Bosnië-Herzegovina;2024;1949.0
407;Totaal mannen en vrouwen;Totaal;Botswaans;2014;36.0
408;Totaal mannen en vrouwen;Totaal;Botswaans;2015;36.0
409;Totaal mannen en vrouwen;Totaal;Botswaans;2016;36.0
410;Totaal mannen en vrouwen;Totaal;Botswaans;2017;37.0
411;Totaal mannen en vrouwen;Totaal;Botswaans;2018;37.0
412;Totaal mannen en vrouwen;Totaal;Botswaans;2019;37.0
413;Totaal mannen en vrouwen;Totaal;Botswaans;2020;44.0
414;Totaal mannen en vrouwen;Totaal;Botswaans;2021;41.0
415;Totaal mannen en vrouwen;Totaal;Botswaans;2022;46.0
416;Totaal mannen en vrouwen;Totaal;Botswaans;2023;47.0
417;Totaal mannen en vrouwen;Totaal;Botswaans;2024;50.0
418;Totaal mannen en vrouwen;Totaal;Braziliaans;2014;6241.0
419;Totaal mannen en vrouwen;Totaal;Braziliaans;2015;6354.0
420;Totaal mannen en vrouwen;Totaal;Braziliaans;2016;6948.0
421;Totaal mannen en vrouwen;Totaal;Braziliaans;2017;6856.0
422;Totaal mannen en vrouwen;Totaal;Braziliaans;2018;7836.0
423;Totaal mannen en vrouwen;Totaal;Braziliaans;2019;9381.0
424;Totaal mannen en vrouwen;Totaal;Braziliaans;2020;10867.0
425;Totaal mannen en vrouwen;Totaal;Braziliaans;2021;11187.0
426;Totaal mannen en vrouwen;Totaal;Braziliaans;2022;12306.0
427;Totaal mannen en vrouwen;Totaal;Braziliaans;2023;13791.0
428;Totaal mannen en vrouwen;Totaal;Braziliaans;2024;14526.0
429;Totaal mannen en vrouwen;Totaal;Brits;2014;42309.0
430;Totaal mannen en vrouwen;Totaal;Brits;2015;43004.0
431;Totaal mannen en vrouwen;Totaal;Brits;2016;44224.0
432;Totaal mannen en vrouwen;Totaal;Brits;2017;45286.0
433;Totaal mannen en vrouwen;Totaal;Brits;2018;46013.0
434;Totaal mannen en vrouwen;Totaal;Brits;2019;47291.0
435;Totaal mannen en vrouwen;Totaal;Brits;2020;47930.0
436;Totaal mannen en vrouwen;Totaal;Brits;2021;48802.0
437;Totaal mannen en vrouwen;Totaal;Brits;2022;47086.0
438;Totaal mannen en vrouwen;Totaal;Brits;2023;45929.0
439;Totaal mannen en vrouwen;Totaal;Brits;2024;45325.0
440;Totaal mannen en vrouwen;Totaal;Bruneis;2014;45.0
441;Totaal mannen en vrouwen;Totaal;Bruneis;2015;51.0
442;Totaal mannen en vrouwen;Totaal;Bruneis;2016;55.0
443;Totaal mannen en vrouwen;Totaal;Bruneis;2017;43.0
444;Totaal mannen en vrouwen;Totaal;Bruneis;2018;34.0
445;Totaal mannen en vrouwen;Totaal;Bruneis;2019;41.0
446;Totaal mannen en vrouwen;Totaal;Bruneis;2020;40.0
447;Totaal mannen en vrouwen;Totaal;Bruneis;2021;35.0
448;Totaal mannen en vrouwen;Totaal;Bruneis;2022;27.0
449;Totaal mannen en vrouwen;Totaal;Bruneis;2023;31.0
450;Totaal mannen en vrouwen;Totaal;Bruneis;2024;35.0
451;Totaal mannen en vrouwen;Totaal;Bulgaars;2014;17846.0
452;Totaal mannen en vrouwen;Totaal;Bulgaars;2015;19843.0
453;Totaal mannen en vrouwen;Totaal;Bulgaars;2016;21941.0
454;Totaal mannen en vrouwen;Totaal;Bulgaars;2017;24106.0
455;Totaal mannen en vrouwen;Totaal;Bulgaars;2018;27280.0
456;Totaal mannen en vrouwen;Totaal;Bulgaars;2019;31208.0
457;Totaal mannen en vrouwen;Totaal;Bulgaars;2020;36834.0
458;Totaal mannen en vrouwen;Totaal;Bulgaars;2021;41793.0
459;Totaal mannen en vrouwen;Totaal;Bulgaars;2022;47699.0
460;Totaal mannen en vrouwen;Totaal;Bulgaars;2023;54918.0
461;Totaal mannen en vrouwen;Totaal;Bulgaars;2024;60494.0
462;Totaal mannen en vrouwen;Totaal;Burkinees;2014;107.0
463;Totaal mannen en vrouwen;Totaal;Burkinees;2015;101.0
464;Totaal mannen en vrouwen;Totaal;Burkinees;2016;97.0
465;Totaal mannen en vrouwen;Totaal;Burkinees;2017;98.0
466;Totaal mannen en vrouwen;Totaal;Burkinees;2018;102.0
467;Totaal mannen en vrouwen;Totaal;Burkinees;2019;106.0
468;Totaal mannen en vrouwen;Totaal;Burkinees;2020;118.0
469;Totaal mannen en vrouwen;Totaal;Burkinees;2021;121.0
470;Totaal mannen en vrouwen;Totaal;Burkinees;2022;124.0
471;Totaal mannen en vrouwen;Totaal;Burkinees;2023;134.0
472;Totaal mannen en vrouwen;Totaal;Burkinees;2024;134.0
473;Totaal mannen en vrouwen;Totaal;Burundees;2014;326.0
474;Totaal mannen en vrouwen;Totaal;Burundees;2015;309.0
475;Totaal mannen en vrouwen;Totaal;Burundees;2016;303.0
476;Totaal mannen en vrouwen;Totaal;Burundees;2017;310.0
477;Totaal mannen en vrouwen;Totaal;Burundees;2018;333.0
478;Totaal mannen en vrouwen;Totaal;Burundees;2019;338.0
479;Totaal mannen en vrouwen;Totaal;Burundees;2020;335.0
480;Totaal mannen en vrouwen;Totaal;Burundees;2021;321.0
481;Totaal mannen en vrouwen;Totaal;Burundees;2022;310.0
482;Totaal mannen en vrouwen;Totaal;Burundees;2023;303.0
483;Totaal mannen en vrouwen;Totaal;Burundees;2024;307.0
484;Totaal mannen en vrouwen;Totaal;Cambodjaans;2014;69.0
485;Totaal mannen en vrouwen;Totaal;Cambodjaans;2015;86.0
486;Totaal mannen en vrouwen;Totaal;Cambodjaans;2016;93.0
487;Totaal mannen en vrouwen;Totaal;Cambodjaans;2017;93.0
488;Totaal mannen en vrouwen;Totaal;Cambodjaans;2018;92.0
489;Totaal mannen en vrouwen;Totaal;Cambodjaans;2019;106.0
490;Totaal mannen en vrouwen;Totaal;Cambodjaans;2020;121.0
491;Totaal mannen en vrouwen;Totaal;Cambodjaans;2021;116.0
492;Totaal mannen en vrouwen;Totaal;Cambodjaans;2022;112.0
493;Totaal mannen en vrouwen;Totaal;Cambodjaans;2023;114.0
494;Totaal mannen en vrouwen;Totaal;Cambodjaans;2024;120.0
495;Totaal mannen en vrouwen;Totaal;Canadees;2014;3792.0
496;Totaal mannen en vrouwen;Totaal;Canadees;2015;3958.0
497;Totaal mannen en vrouwen;Totaal;Canadees;2016;4167.0
498;Totaal mannen en vrouwen;Totaal;Canadees;2017;4255.0
499;Totaal mannen en vrouwen;Totaal;Canadees;2018;4444.0
500;Totaal mannen en vrouwen;Totaal;Canadees;2019;4642.0
501;Totaal mannen en vrouwen;Totaal;Canadees;2020;4814.0
502;Totaal mannen en vrouwen;Totaal;Canadees;2021;4604.0
503;Totaal mannen en vrouwen;Totaal;Canadees;2022;4723.0
504;Totaal mannen en vrouwen;Totaal;Canadees;2023;5159.0
505;Totaal mannen en vrouwen;Totaal;Canadees;2024;5483.0
506;Totaal mannen en vrouwen;Totaal;Centraal-Afrikaans;2014;3.0
507;Totaal mannen en vrouwen;Totaal;Centraal-Afrikaans;2015;5.0
508;Totaal mannen en vrouwen;Totaal;Centraal-Afrikaans;2016;8.0
509;Totaal mannen en vrouwen;Totaal;Centraal-Afrikaans;2017;10.0
510;Totaal mannen en vrouwen;Totaal;Centraal-Afrikaans;2018;17.0
511;Totaal mannen en vrouwen;Totaal;Centraal-Afrikaans;2019;23.0
512;Totaal mannen en vrouwen;Totaal;Centraal-Afrikaans;2020;30.0
513;Totaal mannen en vrouwen;Totaal;Centraal-Afrikaans;2021;26.0
514;Totaal mannen en vrouwen;Totaal;Centraal-Afrikaans;2022;29.0
515;Totaal mannen en vrouwen;Totaal;Centraal-Afrikaans;2023;27.0
516;Totaal mannen en vrouwen;Totaal;Centraal-Afrikaans;2024;21.0
517;Totaal mannen en vrouwen;Totaal;Chileens;2014;907.0
518;Totaal mannen en vrouwen;Totaal;Chileens;2015;925.0
519;Totaal mannen en vrouwen;Totaal;Chileens;2016;969.0
520;Totaal mannen en vrouwen;Totaal;Chileens;2017;1052.0
521;Totaal mannen en vrouwen;Totaal;Chileens;2018;1132.0
522;Totaal mannen en vrouwen;Totaal;Chileens;2019;1203.0
523;Totaal mannen en vrouwen;Totaal;Chileens;2020;1282.0
524;Totaal mannen en vrouwen;Totaal;Chileens;2021;1237.0
525;Totaal mannen en vrouwen;Totaal;Chileens;2022;1374.0
526;Totaal mannen en vrouwen;Totaal;Chileens;2023;1504.0
527;Totaal mannen en vrouwen;Totaal;Chileens;2024;1597.0
528;Totaal mannen en vrouwen;Totaal;Chinees;2014;27192.0
529;Totaal mannen en vrouwen;Totaal;Chinees;2015;28220.0
530;Totaal mannen en vrouwen;Totaal;Chinees;2016;29746.0
531;Totaal mannen en vrouwen;Totaal;Chinees;2017;31437.0
532;Totaal mannen en vrouwen;Totaal;Chinees;2018;33860.0
533;Totaal mannen en vrouwen;Totaal;Chinees;2019;36491.0
534;Totaal mannen en vrouwen;Totaal;Chinees;2020;39352.0
535;Totaal mannen en vrouwen;Totaal;Chinees;2021;38851.0
536;Totaal mannen en vrouwen;Totaal;Chinees;2022;40896.0
537;Totaal mannen en vrouwen;Totaal;Chinees;2023;43656.0
538;Totaal mannen en vrouwen;Totaal;Chinees;2024;47369.0
539;Totaal mannen en vrouwen;Totaal;Colombiaans;2014;2206.0
540;Totaal mannen en vrouwen;Totaal;Colombiaans;2015;2144.0
541;Totaal mannen en vrouwen;Totaal;Colombiaans;2016;2142.0
542;Totaal mannen en vrouwen;Totaal;Colombiaans;2017;2230.0
543;Totaal mannen en vrouwen;Totaal;Colombiaans;2018;2325.0
544;Totaal mannen en vrouwen;Totaal;Colombiaans;2019;2619.0
545;Totaal mannen en vrouwen;Totaal;Colombiaans;2020;3060.0
546;Totaal mannen en vrouwen;Totaal;Colombiaans;2021;3139.0
547;Totaal mannen en vrouwen;Totaal;Colombiaans;2022;3597.0
548;Totaal mannen en vrouwen;Totaal;Colombiaans;2023;4035.0
549;Totaal mannen en vrouwen;Totaal;Colombiaans;2024;4655.0
550;Totaal mannen en vrouwen;Totaal;Comorees;2014;0.0
551;Totaal mannen en vrouwen;Totaal;Comorees;2015;0.0
552;Totaal mannen en vrouwen;Totaal;Comorees;2016;0.0
553;Totaal mannen en vrouwen;Totaal;Comorees;2017;1.0
554;Totaal mannen en vrouwen;Totaal;Comorees;2018;2.0
555;Totaal mannen en vrouwen;Totaal;Comorees;2019;1.0
556;Totaal mannen en vrouwen;Totaal;Comorees;2020;4.0
557;Totaal mannen en vrouwen;Totaal;Comorees;2021;2.0
558;Totaal mannen en vrouwen;Totaal;Comorees;2022;2.0
559;Totaal mannen en vrouwen;Totaal;Comorees;2023;4.0
560;Totaal mannen en vrouwen;Totaal;Comorees;2024;1.0
561;Totaal mannen en vrouwen;Totaal;Burger van Congo;2014;534.0
562;Totaal mannen en vrouwen;Totaal;Burger van Congo;2015;479.0
563;Totaal mannen en vrouwen;Totaal;Burger van Congo;2016;542.0
564;Totaal mannen en vrouwen;Totaal;Burger van Congo;2017;501.0
565;Totaal mannen en vrouwen;Totaal;Burger van Congo;2018;502.0
566;Totaal mannen en vrouwen;Totaal;Burger van Congo;2019;505.0
567;Totaal mannen en vrouwen;Totaal;Burger van Congo;2020;496.0
568;Totaal mannen en vrouwen;Totaal;Burger van Congo;2021;446.0
569;Totaal mannen en vrouwen;Totaal;Burger van Congo;2022;416.0
570;Totaal mannen en vrouwen;Totaal;Burger van Congo;2023;362.0
571;Totaal mannen en vrouwen;Totaal;Burger van Congo;2024;334.0
572;Totaal mannen en vrouwen;Totaal;Burger van Democratische Republiek Congo;2014;809.0
573;Totaal mannen en vrouwen;Totaal;Burger van Democratische Republiek Congo;2015;692.0
574;Totaal mannen en vrouwen;Totaal;Burger van Democratische Republiek Congo;2016;727.0
575;Totaal mannen en vrouwen;Totaal;Burger van Democratische Republiek Congo;2017;804.0
576;Totaal mannen en vrouwen;Totaal;Burger van Democratische Republiek Congo;2018;826.0
577;Totaal mannen en vrouwen;Totaal;Burger van Democratische Republiek Congo;2019;988.0
578;Totaal mannen en vrouwen;Totaal;Burger van Democratische Republiek Congo;2020;1134.0
579;Totaal mannen en vrouwen;Totaal;Burger van Democratische Republiek Congo;2021;1139.0
580;Totaal mannen en vrouwen;Totaal;Burger van Democratische Republiek Congo;2022;1139.0
581;Totaal mannen en vrouwen;Totaal;Burger van Democratische Republiek Congo;2023;1316.0
582;Totaal mannen en vrouwen;Totaal;Burger van Democratische Republiek Congo;2024;1415.0
583;Totaal mannen en vrouwen;Totaal;Costa Ricaans;2014;189.0
584;Totaal mannen en vrouwen;Totaal;Costa Ricaans;2015;208.0
585;Totaal mannen en vrouwen;Totaal;Costa Ricaans;2016;225.0
586;Totaal mannen en vrouwen;Totaal;Costa Ricaans;2017;244.0
587;Totaal mannen en vrouwen;Totaal;Costa Ricaans;2018;271.0
588;Totaal mannen en vrouwen;Totaal;Costa Ricaans;2019;317.0
589;Totaal mannen en vrouwen;Totaal;Costa Ricaans;2020;369.0
590;Totaal mannen en vrouwen;Totaal;Costa Ricaans;2021;383.0
591;Totaal mannen en vrouwen;Totaal;Costa Ricaans;2022;417.0
592;Totaal mannen en vrouwen;Totaal;Costa Ricaans;2023;501.0
593;Totaal mannen en vrouwen;Totaal;Costa Ricaans;2024;535.0
594;Totaal mannen en vrouwen;Totaal;Cubaans;2014;458.0
595;Totaal mannen en vrouwen;Totaal;Cubaans;2015;425.0
596;Totaal mannen en vrouwen;Totaal;Cubaans;2016;412.0
597;Totaal mannen en vrouwen;Totaal;Cubaans;2017;374.0
598;Totaal mannen en vrouwen;Totaal;Cubaans;2018;367.0
599;Totaal mannen en vrouwen;Totaal;Cubaans;2019;433.0
600;Totaal mannen en vrouwen;Totaal;Cubaans;2020;461.0
601;Totaal mannen en vrouwen;Totaal;Cubaans;2021;489.0
602;Totaal mannen en vrouwen;Totaal;Cubaans;2022;513.0
603;Totaal mannen en vrouwen;Totaal;Cubaans;2023;523.0
604;Totaal mannen en vrouwen;Totaal;Cubaans;2024;539.0
605;Totaal mannen en vrouwen;Totaal;Cyprisch;2014;319.0
606;Totaal mannen en vrouwen;Totaal;Cyprisch;2015;356.0
607;Totaal mannen en vrouwen;Totaal;Cyprisch;2016;421.0
608;Totaal mannen en vrouwen;Totaal;Cyprisch;2017;519.0
609;Totaal mannen en vrouwen;Totaal;Cyprisch;2018;676.0
610;Totaal mannen en vrouwen;Totaal;Cyprisch;2019;843.0
611;Totaal mannen en vrouwen;Totaal;Cyprisch;2020;1040.0
612;Totaal mannen en vrouwen;Totaal;Cyprisch;2021;1128.0
613;Totaal mannen en vrouwen;Totaal;Cyprisch;2022;1515.0
614;Totaal mannen en vrouwen;Totaal;Cyprisch;2023;1938.0
615;Totaal mannen en vrouwen;Totaal;Cyprisch;2024;2313.0
616;Totaal mannen en vrouwen;Totaal;Deens;2014;2832.0
617;Totaal mannen en vrouwen;Totaal;Deens;2015;2960.0
618;Totaal mannen en vrouwen;Totaal;Deens;2016;2987.0
619;Totaal mannen en vrouwen;Totaal;Deens;2017;3149.0
620;Totaal mannen en vrouwen;Totaal;Deens;2018;3290.0
621;Totaal mannen en vrouwen;Totaal;Deens;2019;3370.0
622;Totaal mannen en vrouwen;Totaal;Deens;2020;3502.0
623;Totaal mannen en vrouwen;Totaal;Deens;2021;3431.0
624;Totaal mannen en vrouwen;Totaal;Deens;2022;3577.0
625;Totaal mannen en vrouwen;Totaal;Deens;2023;3568.0
626;Totaal mannen en vrouwen;Totaal;Deens;2024;3703.0
627;Totaal mannen en vrouwen;Totaal;Djiboutiaans;2014;12.0
628;Totaal mannen en vrouwen;Totaal;Djiboutiaans;2015;14.0
629;Totaal mannen en vrouwen;Totaal;Djiboutiaans;2016;17.0
630;Totaal mannen en vrouwen;Totaal;Djiboutiaans;2017;18.0
631;Totaal mannen en vrouwen;Totaal;Djiboutiaans;2018;20.0
632;Totaal mannen en vrouwen;Totaal;Djiboutiaans;2019;23.0
633;Totaal mannen en vrouwen;Totaal;Djiboutiaans;2020;30.0
634;Totaal mannen en vrouwen;Totaal;Djiboutiaans;2021;32.0
635;Totaal mannen en vrouwen;Totaal;Djiboutiaans;2022;42.0
636;Totaal mannen en vrouwen;Totaal;Djiboutiaans;2023;42.0
637;Totaal mannen en vrouwen;Totaal;Djiboutiaans;2024;48.0
638;Totaal mannen en vrouwen;Totaal;Burger van Dominica;2014;11.0
639;Totaal mannen en vrouwen;Totaal;Burger van Dominica;2015;10.0
640;Totaal mannen en vrouwen;Totaal;Burger van Dominica;2016;10.0
641;Totaal mannen en vrouwen;Totaal;Burger van Dominica;2017;9.0
642;Totaal mannen en vrouwen;Totaal;Burger van Dominica;2018;7.0
643;Totaal mannen en vrouwen;Totaal;Burger van Dominica;2019;8.0
644;Totaal mannen en vrouwen;Totaal;Burger van Dominica;2020;9.0
645;Totaal mannen en vrouwen;Totaal;Burger van Dominica;2021;10.0
646;Totaal mannen en vrouwen;Totaal;Burger van Dominica;2022;12.0
647;Totaal mannen en vrouwen;Totaal;Burger van Dominica;2023;15.0
648;Totaal mannen en vrouwen;Totaal;Burger van Dominica;2024;18.0
649;Totaal mannen en vrouwen;Totaal;Dominicaans;2014;1053.0
650;Totaal mannen en vrouwen;Totaal;Dominicaans;2015;1000.0
651;Totaal mannen en vrouwen;Totaal;Dominicaans;2016;961.0
652;Totaal mannen en vrouwen;Totaal;Dominicaans;2017;927.0
653;Totaal mannen en vrouwen;Totaal;Dominicaans;2018;877.0
654;Totaal mannen en vrouwen;Totaal;Dominicaans;2019;926.0
655;Totaal mannen en vrouwen;Totaal;Dominicaans;2020;979.0
656;Totaal mannen en vrouwen;Totaal;Dominicaans;2021;995.0
657;Totaal mannen en vrouwen;Totaal;Dominicaans;2022;1043.0
658;Totaal mannen en vrouwen;Totaal;Dominicaans;2023;1072.0
659;Totaal mannen en vrouwen;Totaal;Dominicaans;2024;1106.0
660;Totaal mannen en vrouwen;Totaal;Burger van Bondsrepubliek Duitsland;2014;72240.0
661;Totaal mannen en vrouwen;Totaal;Burger van Bondsrepubliek Duitsland;2015;71751.0
662;Totaal mannen en vrouwen;Totaal;Burger van Bondsrepubliek Duitsland;2016;72283.0
663;Totaal mannen en vrouwen;Totaal;Burger van Bondsrepubliek Duitsland;2017;73277.0
664;Totaal mannen en vrouwen;Totaal;Burger van Bondsrepubliek Duitsland;2018;75037.0
665;Totaal mannen en vrouwen;Totaal;Burger van Bondsrepubliek Duitsland;2019;77092.0
666;Totaal mannen en vrouwen;Totaal;Burger van Bondsrepubliek Duitsland;2020;79470.0
667;Totaal mannen en vrouwen;Totaal;Burger van Bondsrepubliek Duitsland;2021;80586.0
668;Totaal mannen en vrouwen;Totaal;Burger van Bondsrepubliek Duitsland;2022;82932.0
669;Totaal mannen en vrouwen;Totaal;Burger van Bondsrepubliek Duitsland;2023;84388.0
670;Totaal mannen en vrouwen;Totaal;Burger van Bondsrepubliek Duitsland;2024;85176.0
671;Totaal mannen en vrouwen;Totaal;Ecuadoraans;2014;639.0
672;Totaal mannen en vrouwen;Totaal;Ecuadoraans;2015;648.0
673;Totaal mannen en vrouwen;Totaal;Ecuadoraans;2016;665.0
674;Totaal mannen en vrouwen;Totaal;Ecuadoraans;2017;671.0
675;Totaal mannen en vrouwen;Totaal;Ecuadoraans;2018;655.0
676;Totaal mannen en vrouwen;Totaal;Ecuadoraans;2019;742.0
677;Totaal mannen en vrouwen;Totaal;Ecuadoraans;2020;798.0
678;Totaal mannen en vrouwen;Totaal;Ecuadoraans;2021;718.0
679;Totaal mannen en vrouwen;Totaal;Ecuadoraans;2022;759.0
680;Totaal mannen en vrouwen;Totaal;Ecuadoraans;2023;790.0
681;Totaal mannen en vrouwen;Totaal;Ecuadoraans;2024;814.0
682;Totaal mannen en vrouwen;Totaal;Egyptisch;2014;2556.0
683;Totaal mannen en vrouwen;Totaal;Egyptisch;2015;2632.0
684;Totaal mannen en vrouwen;Totaal;Egyptisch;2016;2687.0
685;Totaal mannen en vrouwen;Totaal;Egyptisch;2017;2891.0
686;Totaal mannen en vrouwen;Totaal;Egyptisch;2018;3293.0
687;Totaal mannen en vrouwen;Totaal;Egyptisch;2019;3836.0
688;Totaal mannen en vrouwen;Totaal;Egyptisch;2020;4498.0
689;Totaal mannen en vrouwen;Totaal;Egyptisch;2021;4701.0
690;Totaal mannen en vrouwen;Totaal;Egyptisch;2022;5217.0
691;Totaal mannen en vrouwen;Totaal;Egyptisch;2023;6062.0
692;Totaal mannen en vrouwen;Totaal;Egyptisch;2024;6449.0
693;Totaal mannen en vrouwen;Totaal;Equatoriaal-Guinees;2014;2.0
694;Totaal mannen en vrouwen;Totaal;Equatoriaal-Guinees;2015;5.0
695;Totaal mannen en vrouwen;Totaal;Equatoriaal-Guinees;2016;5.0
696;Totaal mannen en vrouwen;Totaal;Equatoriaal-Guinees;2017;5.0
697;Totaal mannen en vrouwen;Totaal;Equatoriaal-Guinees;2018;5.0
698;Totaal mannen en vrouwen;Totaal;Equatoriaal-Guinees;2019;5.0
699;Totaal mannen en vrouwen;Totaal;Equatoriaal-Guinees;2020;5.0
700;Totaal mannen en vrouwen;Totaal;Equatoriaal-Guinees;2021;5.0
701;Totaal mannen en vrouwen;Totaal;Equatoriaal-Guinees;2022;5.0
702;Totaal mannen en vrouwen;Totaal;Equatoriaal-Guinees;2023;4.0
703;Totaal mannen en vrouwen;Totaal;Equatoriaal-Guinees;2024;5.0
704;Totaal mannen en vrouwen;Totaal;Eritrees;2014;369.0
705;Totaal mannen en vrouwen;Totaal;Eritrees;2015;3230.0
706;Totaal mannen en vrouwen;Totaal;Eritrees;2016;9077.0
707;Totaal mannen en vrouwen;Totaal;Eritrees;2017;15658.0
708;Totaal mannen en vrouwen;Totaal;Eritrees;2018;20967.0
709;Totaal mannen en vrouwen;Totaal;Eritrees;2019;26049.0
710;Totaal mannen en vrouwen;Totaal;Eritrees;2020;30351.0
711;Totaal mannen en vrouwen;Totaal;Eritrees;2021;30005.0
712;Totaal mannen en vrouwen;Totaal;Eritrees;2022;25262.0
713;Totaal mannen en vrouwen;Totaal;Eritrees;2023;21517.0
714;Totaal mannen en vrouwen;Totaal;Eritrees;2024;18472.0
715;Totaal mannen en vrouwen;Totaal;Estisch;2014;971.0
716;Totaal mannen en vrouwen;Totaal;Estisch;2015;1065.0
