ID;Geslacht;Leeftijd;Marges;Perioden;ZiekteverzuimpercentageWerknemers_1;AandeelWerknemersDieHebbenVerzuimd_2;AantalKeerVerzuimd_3;AantalWerkdagenVerzuimd_4;AantalWerkdagenMeestRecenteVerzuim_5;k_1Tot5Werkdagen_6;k_5Tot20Werkdagen_7;k_20Tot210Werkdagen_8;k_210WerkdagenOfMeer_9;Rug_10;NekSchoudersArmenPolsenHanden_11;HeupBenenKnieenVoeten_12;HartEnVaatstelsel_13;PsychischOverspannenheidBurnOut_14;VermoeidheidOfConcentratieproblemen_15;ConflictOpHetWerk_16;Luchtwegen_17;BuikMaagOfDarmen_18;Huid_19;OrenOfOgen_20;GriepOfVerkoudheid_21;Hoofdpijn_22;KlachtenInVerbandMetZwangerschap_23;OverigeKlachten_24;GriepVerkoudheidOfAnderVirus_25;Hoofdpijn_26;PsychischOverspannenheidBurnOut_27;VermoeidheidOfConcentratieproblemen_28;Rug_29;NekSchoudersArmenPolsenHanden_30;HeupBenenKnieenVoeten_31;HartEnVaatstelsel_32;BuikMaagOfDarmen_33;Luchtwegen_34;Huid_35;OrenOfOgen_36;OverigeKlachten_37;Zwangerschapsklachten_38;Menstruatieklachten_39;Overgangsklachten_40;MenstruatieOfOvergangsklachten_41;JaHoofdzakelijkGevolgVanMijnWerk_42;JaVoorEenDeelGevolgVanMijnWerk_43;NeeGeenGevolgVanMijnWerk_44;WeetNiet_45;WerkdrukWerkstress_46;EmotioneelTeZwaar_47;LichamelijkTeZwaar_48;LangdurigDezelfdeHandelingOfPcWerk_49;TeMoeilijkWerk_50;ProblemenMetLeidingWerkgever_51;ProblemenMetCollegaOfOndergeschikte_52;ProblemenMetKlanten_53;GevaarlijkWerkBedrijfsongeval_54;GevaarlijkeStoffen_55;AndereReden_56;TeHogeWerkdruk_57;LangDezelfdeBewegingenDoen_58;LangAchterDeComputerWerken_59;SlechteFysiekeWerkomstandigheden_60;LichamelijkTeZwaarWerk_61;EmotioneelTeZwaarWerk_62;RuzieConflictOngewenstGedrag_63;ArbeidsongevalOfOngeluk_64;BesmettingOpHetWerk_65;AndereReden_66
227;Totaal mannen en vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2021;6.1;30.3;4.6;39.2;42.4;45.0;37.9;26.6;7.6;9.6;11.2;13.4;5.8;9.9;6.7;1.7;6.0;9.0;2.1;2.9;24.8;3.8;;29.9;;;;;;;;;;;;;;;;;;15.3;18.6;68.5;12.5;30.9;11.7;39.0;16.3;5.8;12.9;0.9;0.8;;;32.8;;;;;;;;;;
228;Totaal mannen en vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2022;6.0;42.4;3.4;27.0;26.8;54.3;32.5;20.2;3.9;;;;;;;;;;;;;;;;55.0;1.7;4.8;2.8;6.5;5.6;8.9;5.8;5.5;4.1;1.0;2.1;17.1;;;4.1;4.1;10.1;12.2;78.1;8.7;;;;;;;;;;;;24.3;12.4;9.3;1.1;28.5;10.4;5.2;10.9;32.5;19.8
229;Totaal mannen en vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2023;6.2;37.6;3.8;30.6;30.7;54.0;30.6;22.0;4.6;;;;;;;;;;;;;;;;41.4;2.4;6.5;3.8;9.5;8.5;12.7;6.2;6.6;4.0;1.5;3.3;16.7;;;8.0;8.0;13.7;16.2;69.7;10.9;;;;;;;;;;;;24.1;17.2;6.9;7.3;26.6;8.5;12.2;9.7;17.8;20.4
230;Totaal mannen en vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2024;5.6;38.1;3.9;29.1;25.2;56.4;28.0;23.2;2.5;;;;;;;;;;;;;;;;43.3;2.0;6.4;3.6;8.9;7.5;11.5;5.1;5.7;3.5;0.9;3.4;19.1;;5.7;3.2;5.3;10.4;15.0;73.0;10.9;;;;;;;;;;;;22.7;14.3;10.0;3.7;30.3;10.0;9.6;6.0;17.6;26.1
231;Mannen;15 tot 75 jaar;Waarde;2014;3.1;40.0;2.2;14.9;13.6;67.1;21.4;10.3;1.2;7.6;5.0;5.8;2.0;5.1;2.7;0.5;2.7;8.7;0.6;1.1;45.3;4.0;0.1;10.7;;;;;;;;;;;;;;;;;;9.4;16.3;69.2;5.1;37.5;2.8;16.2;11.0;0.4;7.4;1.2;0.8;2.7;0.7;19.5;;;;;;;;;;
232;Mannen;15 tot 75 jaar;Waarde;2015;3.4;42.3;2.2;15.5;13.6;66.1;22.0;10.9;0.9;7.6;5.1;6.5;2.0;5.5;2.1;0.5;2.1;7.1;0.6;1.1;48.1;4.0;0.0;9.6;;;;;;;;;;;;;;;;;;9.6;15.3;69.3;5.8;35.0;3.3;18.1;11.6;0.5;5.4;1.8;0.6;2.6;0.8;20.2;;;;;;;;;;
233;Mannen;15 tot 75 jaar;Waarde;2016;3.2;42.5;2.3;15.1;13.1;67.6;21.1;10.4;0.9;7.3;4.6;5.5;1.9;5.6;2.6;0.5;2.2;7.8;0.7;1.1;48.0;4.0;0.0;10.1;;;;;;;;;;;;;;;;;;9.7;15.4;69.7;5.2;35.6;2.7;18.9;10.4;0.6;5.6;1.2;0.5;2.3;1.1;21.2;;;;;;;;;;
234;Mannen;15 tot 75 jaar;Waarde;2017;3.3;40.9;2.2;15.7;13.9;67.2;20.8;10.9;1.0;7.0;5.4;5.7;1.9;6.3;2.5;0.5;2.3;8.0;0.7;1.0;46.7;3.9;0.0;9.9;;;;;;;;;;;;;;;;;;11.1;16.0;67.7;5.2;36.8;2.7;19.2;10.6;0.4;5.9;1.2;0.7;2.3;0.8;19.4;;;;;;;;;;
235;Mannen;15 tot 75 jaar;Waarde;2018;3.5;45.2;2.5;15.4;12.6;66.6;22.4;10.2;0.9;6.6;4.5;5.3;2.2;5.8;2.3;0.5;2.1;7.8;0.7;1.3;49.4;3.9;0.0;9.5;;;;;;;;;;;;;;;;;;9.9;15.2;69.5;5.3;36.4;2.6;18.4;10.2;0.4;5.5;2.0;0.6;2.6;1.1;20.2;;;;;;;;;;
236;Mannen;15 tot 75 jaar;Waarde;2019;3.7;44.4;2.5;16.5;14.1;67.3;20.6;10.9;1.1;6.4;5.1;5.8;1.9;6.8;2.3;0.5;2.2;7.4;0.6;1.1;47.8;3.9;0.0;10.0;;;;;;;;;;;;;;;;;;10.3;15.7;67.9;6.1;35.9;3.0;17.7;10.2;0.4;6.4;1.6;0.9;2.7;0.9;20.2;;;;;;;;;;
237;Mannen;15 tot 75 jaar;Waarde;2020;3.7;40.7;2.6;18.2;15.5;60.5;26.3;11.9;1.3;6.8;5.1;4.8;1.9;6.5;2.5;0.5;2.8;6.9;0.5;1.3;44.5;4.9;0.0;13.2;;;;;;;;;;;;;;;;;;10.1;14.3;68.4;7.1;33.3;2.1;18.7;10.0;0.4;5.4;1.6;1.4;2.8;0.9;23.4;;;;;;;;;;
238;Mannen;15 tot 75 jaar;Waarde;2021;3.8;41.1;2.6;18.4;16.3;60.8;25.6;12.2;1.5;6.6;4.0;4.6;1.8;7.5;2.9;0.6;2.3;6.7;0.4;1.0;41.9;4.3;0.0;17.2;;;;;;;;;;;;;;;;;;10.5;15.1;66.9;7.5;35.4;2.8;17.7;9.3;1.0;5.6;1.7;0.7;2.9;0.3;22.7;;;;;;;;;;
239;Mannen;15 tot 75 jaar;Waarde;2022;4.2;54.1;2.5;15.6;12.6;61.1;29.2;8.7;1.0;;;;;;;;;;;;;;;;65.1;3.0;5.7;1.6;4.0;3.0;3.2;1.5;3.4;1.2;0.3;0.7;7.2;;;;;7.5;12.0;73.8;6.7;;;;;;;;;;;;26.7;6.1;6.6;2.6;12.2;4.2;4.4;4.2;16.7;16.4
240;Mannen;15 tot 75 jaar;Waarde;2023;3.9;47.7;2.6;16.1;13.6;68.4;20.7;9.7;1.2;;;;;;;;;;;;;;;;58.4;4.2;6.5;2.1;4.5;3.4;4.2;1.5;4.4;1.1;0.5;0.9;8.3;;;;;7.7;13.2;72.5;6.7;;;;;;;;;;;;27.8;6.5;6.2;4.2;13.4;5.0;5.5;4.2;10.1;17.1
241;Mannen;15 tot 75 jaar;Waarde;2024;4.0;48.2;2.8;16.6;14.1;70.4;18.7;9.6;1.3;;;;;;;;;;;;;;;;58.0;4.3;6.8;2.1;4.6;3.4;4.2;1.4;4.4;1.2;0.4;1.1;8.0;;;;;8.0;13.2;72.6;6.2;;;;;;;;;;;;24.4;6.4;6.7;3.9;15.2;4.9;5.7;4.5;10.2;18.2
242;Mannen;15 tot 75 jaar;Ondergrens 95%-interval;2014;2.9;39.3;2.1;14.1;12.6;65.9;20.4;9.6;1.0;7.0;4.5;5.2;1.7;4.6;2.3;0.4;2.3;8.0;0.4;0.9;44.1;3.5;0.0;10.0;;;;;;;;;;;;;;;;;;8.8;15.5;68.0;4.6;35.3;2.0;14.5;9.6;0.2;6.2;0.8;0.4;2.1;0.4;17.6;;;;;;;;;;
243;Mannen;15 tot 75 jaar;Ondergrens 95%-interval;2015;3.2;41.6;2.1;14.8;12.8;65.1;21.2;10.3;0.7;7.1;4.7;6.0;1.7;5.0;1.8;0.4;1.9;6.6;0.5;0.9;47.1;3.6;0.0;9.0;;;;;;;;;;;;;;;;;;9.0;14.5;68.3;5.3;33.0;2.5;16.5;10.3;0.3;4.5;1.3;0.4;2.0;0.5;18.5;;;;;;;;;;
244;Mannen;15 tot 75 jaar;Ondergrens 95%-interval;2016;3.1;41.8;2.2;14.4;12.2;66.6;20.3;9.8;0.8;6.8;4.1;5.0;1.6;5.1;2.3;0.4;2.0;7.3;0.5;0.9;47.0;3.6;0.0;9.5;;;;;;;;;;;;;;;;;;9.1;14.7;68.7;4.7;33.6;2.1;17.3;9.1;0.3;4.7;0.8;0.3;1.7;0.7;19.5;;;;;;;;;;
245;Mannen;15 tot 75 jaar;Ondergrens 95%-interval;2017;3.1;40.2;2.1;15.0;13.1;66.2;19.9;10.3;0.9;6.5;4.9;5.2;1.6;5.8;2.2;0.4;2.0;7.4;0.5;0.9;45.5;3.5;0.0;9.3;;;;;;;;;;;;;;;;;;10.4;15.2;66.7;4.8;34.8;2.0;17.6;9.4;0.2;5.0;0.8;0.4;1.7;0.5;17.8;;;;;;;;;;
246;Mannen;15 tot 75 jaar;Ondergrens 95%-interval;2018;3.4;44.7;2.4;14.8;11.9;65.8;21.6;9.6;0.7;6.2;4.2;4.9;2.0;5.4;2.0;0.4;1.8;7.3;0.6;1.1;48.5;3.6;0.0;9.0;;;;;;;;;;;;;;;;;;9.4;14.6;68.7;4.9;34.7;2.0;17.1;9.1;0.2;4.8;1.6;0.4;2.1;0.8;18.8;;;;;;;;;;
247;Mannen;15 tot 75 jaar;Ondergrens 95%-interval;2019;3.6;43.8;2.4;15.8;13.3;66.4;19.8;10.4;0.9;5.9;4.7;5.3;1.7;6.4;2.0;0.4;2.0;6.9;0.5;0.9;46.8;3.5;0.0;9.5;;;;;;;;;;;;;;;;;;9.7;15.0;67.0;5.7;34.2;2.4;16.3;9.2;0.2;5.5;1.2;0.6;2.1;0.6;18.8;;;;;;;;;;
248;Mannen;15 tot 75 jaar;Ondergrens 95%-interval;2020;3.6;40.1;2.5;17.4;14.6;59.5;25.4;11.3;1.1;6.3;4.7;4.4;1.7;6.0;2.2;0.4;2.5;6.4;0.4;1.1;43.5;4.5;0.0;12.6;;;;;;;;;;;;;;;;;;9.5;13.7;67.5;6.6;31.4;1.6;17.1;8.9;0.2;4.6;1.1;1.0;2.2;0.6;21.7;;;;;;;;;;
249;Mannen;15 tot 75 jaar;Ondergrens 95%-interval;2021;3.7;40.4;2.5;17.7;15.4;59.7;24.7;11.5;1.2;6.1;3.6;4.2;1.5;6.9;2.6;0.4;2.0;6.2;0.3;0.9;40.8;3.9;0.0;16.4;;;;;;;;;;;;;;;;;;9.8;14.3;65.9;6.9;33.4;2.2;16.1;8.1;0.6;4.7;1.2;0.4;2.2;0.1;20.9;;;;;;;;;;
250;Mannen;15 tot 75 jaar;Ondergrens 95%-interval;2022;4.1;53.5;2.5;15.0;12.0;60.3;28.4;8.2;0.9;;;;;;;;;;;;;;;;64.3;2.8;5.3;1.4;3.7;2.8;2.9;1.3;3.1;1.0;0.2;0.6;6.8;;;;;7.1;11.4;73.0;6.3;;;;;;;;;;;;25.0;5.2;5.6;2.0;11.0;3.5;3.7;3.4;15.3;15.0
251;Mannen;15 tot 75 jaar;Ondergrens 95%-interval;2023;3.7;47.1;2.6;15.5;12.8;67.5;20.0;9.2;1.0;;;;;;;;;;;;;;;;57.5;3.9;6.0;1.9;4.2;3.1;3.9;1.3;4.0;1.0;0.3;0.7;7.9;;;;;7.2;12.6;71.7;6.2;;;;;;;;;;;;26.0;5.6;5.3;3.4;12.1;4.1;4.7;3.5;8.9;15.6
252;Mannen;15 tot 75 jaar;Ondergrens 95%-interval;2024;3.8;47.6;2.7;16.0;13.3;69.6;18.0;9.1;1.2;;;;;;;;;;;;;;;;57.2;4.0;6.4;1.8;4.2;3.1;3.9;1.2;4.1;1.0;0.3;0.9;7.6;;;;;7.5;12.6;71.8;5.8;;;;;;;;;;;;22.8;5.4;5.8;3.1;13.8;4.1;4.8;3.8;9.1;16.7
253;Mannen;15 tot 75 jaar;Bovengrens 95%-interval;2014;3.2;40.8;2.3;15.7;14.7;68.2;22.4;11.1;1.5;8.3;5.5;6.3;2.3;5.6;3.1;0.7;3.1;9.4;0.8;1.4;46.5;4.5;0.2;11.4;;;;;;;;;;;;;;;;;;10.1;17.2;70.3;5.6;39.8;3.8;18.0;12.5;0.8;8.7;1.7;1.3;3.6;1.2;21.4;;;;;;;;;;
254;Mannen;15 tot 75 jaar;Bovengrens 95%-interval;2015;3.5;43.0;2.2;16.2;14.5;67.1;22.9;11.6;1.1;8.2;5.6;7.0;2.3;6.0;2.4;0.7;2.5;7.7;0.8;1.3;49.2;4.5;0.1;10.2;;;;;;;;;;;;;;;;;;10.2;16.1;70.3;6.3;37.1;4.2;19.8;13.0;0.9;6.4;2.5;1.1;3.4;1.4;22.0;;;;;;;;;;
255;Mannen;15 tot 75 jaar;Bovengrens 95%-interval;2016;3.4;43.2;2.3;15.8;13.9;68.6;22.0;11.0;1.2;7.9;5.0;5.9;2.2;6.1;3.0;0.6;2.6;8.4;0.9;1.3;49.1;4.5;0.1;10.8;;;;;;;;;;;;;;;;;;10.4;16.2;70.7;5.7;37.6;3.5;20.7;11.7;1.1;6.6;1.7;0.9;3.1;1.6;23.0;;;;;;;;;;
256;Mannen;15 tot 75 jaar;Bovengrens 95%-interval;2017;3.4;41.6;2.3;16.5;14.8;68.2;21.7;11.6;1.3;7.6;5.9;6.2;2.2;6.9;2.9;0.7;2.6;8.6;0.9;1.3;47.8;4.4;0.1;10.6;;;;;;;;;;;;;;;;;;11.8;16.8;68.7;5.7;38.9;3.4;21.0;12.0;0.7;7.0;1.7;1.2;3.1;1.2;21.2;;;;;;;;;;
257;Mannen;15 tot 75 jaar;Bovengrens 95%-interval;2018;3.7;45.8;2.6;16.0;13.3;67.5;23.1;10.7;1.1;7.1;4.9;5.7;2.4;6.2;2.6;0.7;2.3;8.3;0.9;1.5;50.3;4.3;;10.1;;;;;;;;;;;;;;;;;;10.5;15.9;70.3;5.8;38.1;3.2;19.8;11.3;0.7;6.4;2.6;1.0;3.3;1.6;21.6;;;;;;;;;;
258;Mannen;15 tot 75 jaar;Bovengrens 95%-interval;2019;3.9;45.0;2.6;17.1;14.9;68.2;21.4;11.5;1.3;6.9;5.5;6.2;2.1;7.3;2.6;0.7;2.5;7.9;0.8;1.3;48.8;4.2;;10.6;;;;;;;;;;;;;;;;;;10.9;16.4;68.8;6.6;37.7;3.8;19.2;11.4;0.8;7.3;2.1;1.4;3.4;1.4;21.8;;;;;;;;;;
259;Mannen;15 tot 75 jaar;Bovengrens 95%-interval;2020;3.9;41.4;2.7;19.0;16.4;61.5;27.2;12.5;1.5;7.3;5.6;5.2;2.2;7.0;2.8;0.7;3.1;7.4;0.7;1.5;45.5;5.4;;13.9;;;;;;;;;;;;;;;;;;10.7;15.0;69.4;7.7;35.2;2.8;20.3;11.3;0.8;6.4;2.2;2.0;3.6;1.4;25.1;;;;;;;;;;
260;Mannen;15 tot 75 jaar;Bovengrens 95%-interval;2021;4.0;41.8;2.6;19.2;17.3;61.8;26.6;12.9;1.7;7.2;4.4;5.0;2.1;8.0;3.3;0.8;2.7;7.3;0.5;1.3;43.0;4.8;;18.0;;;;;;;;;;;;;;;;;;11.2;15.9;67.9;8.1;37.5;3.7;19.4;10.6;1.7;6.7;2.4;1.1;3.7;0.6;24.6;;;;;;;;;;
261;Mannen;15 tot 75 jaar;Bovengrens 95%-interval;2022;4.4;54.7;2.6;16.1;13.3;61.9;30.0;9.1;1.2;;;;;;;;;;;;;;;;65.9;3.4;6.1;1.9;4.4;3.3;3.5;1.6;3.7;1.4;0.4;0.9;7.7;;;;;8.0;12.6;74.5;7.2;;;;;;;;;;;;28.4;7.2;7.6;3.3;13.6;5.1;5.3;5.0;18.2;17.9
262;Mannen;15 tot 75 jaar;Bovengrens 95%-interval;2023;4.0;48.3;2.7;16.8;14.3;69.2;21.5;10.3;1.4;;;;;;;;;;;;;;;;59.3;4.6;6.9;2.4;4.9;3.7;4.6;1.7;4.7;1.3;0.6;1.1;8.8;;;;;8.2;13.8;73.3;7.1;;;;;;;;;;;;29.6;7.6;7.3;5.1;14.9;6.0;6.5;5.1;11.3;18.7
263;Mannen;15 tot 75 jaar;Bovengrens 95%-interval;2024;4.1;48.8;2.8;17.2;14.9;71.2;19.3;10.1;1.6;;;;;;;;;;;;;;;;58.9;4.7;7.3;2.3;4.9;3.7;4.6;1.6;4.8;1.4;0.5;1.3;8.5;;;;;8.5;13.8;73.4;6.7;;;;;;;;;;;;26.1;7.4;7.8;4.7;16.6;5.8;6.6;5.4;11.4;19.8
264;Mannen;15 tot 25 jaar;Waarde;2014;1.7;31.7;2.8;6.0;5.0;88.5;8.5;2.5;0.5;3.4;3.4;6.8;0.5;1.6;3.0;0.5;2.7;8.5;0.3;0.8;51.6;6.4;0.1;14.0;;;;;;;;;;;;;;;;;;4.6;9.4;82.6;3.4;;;;;;;;;;;;;;;;;;;;;
265;Mannen;15 tot 25 jaar;Waarde;2015;1.5;34.3;2.4;5.4;3.4;88.5;9.0;2.4;0.0;5.0;4.4;6.8;0.6;1.4;2.4;0.5;1.4;8.6;0.7;0.8;52.8;7.1;0.0;11.3;;;;;;;;;;;;;;;;;;4.3;9.2;80.3;6.3;17.6;2.3;18.5;16.2;0.7;5.1;1.9;0.6;4.0;1.5;31.7;;;;;;;;;;
266;Mannen;15 tot 25 jaar;Waarde;2016;1.8;35.3;2.6;6.8;3.7;87.7;9.4;2.9;0.0;5.7;3.0;5.6;0.2;2.1;2.8;0.0;2.3;6.0;0.7;0.6;58.0;8.3;0.0;9.6;;;;;;;;;;;;;;;;;;5.1;10.8;80.0;4.0;23.5;4.1;32.7;6.9;1.7;1.5;1.5;1.2;4.9;0.0;22.0;;;;;;;;;;
267;Mannen;15 tot 25 jaar;Waarde;2017;1.5;35.1;2.4;5.3;3.4;89.2;8.2;2.6;0.0;4.6;4.6;6.5;0.3;2.6;2.2;0.1;2.0;7.6;0.9;0.8;53.2;6.9;0.0;11.2;;;;;;;;;;;;;;;;;;3.9;11.2;80.5;4.3;17.4;3.3;29.6;10.5;0.8;2.5;0.7;2.8;2.4;0.6;29.4;;;;;;;;;;
268;Mannen;15 tot 25 jaar;Waarde;2018;2.1;40.8;2.8;6.3;3.6;85.9;11.2;2.9;0.0;4.7;3.8;5.5;0.3;2.5;2.7;0.2;1.2;9.0;0.6;1.0;54.3;9.2;0.0;10.0;;;;;;;;;;;;;;;;;;5.6;10.4;77.3;6.7;23.0;3.7;24.1;7.5;0.4;2.2;0.9;0.4;6.6;1.6;29.6;;;;;;;;;;
269;Mannen;15 tot 25 jaar;Waarde;2019;2.1;40.4;2.8;6.7;3.9;87.6;9.4;2.8;0.1;3.6;3.8;6.5;0.3;2.8;2.3;0.6;1.8;6.5;0.7;0.6;56.2;7.1;0.0;11.3;;;;;;;;;;;;;;;;;;4.7;9.7;78.4;7.2;21.9;2.3;21.5;13.2;0.4;2.6;4.1;1.2;5.3;1.5;26.1;;;;;;;;;;
270;Mannen;15 tot 25 jaar;Waarde;2020;2.2;39.8;2.6;6.7;4.2;82.0;14.4;3.5;0.1;3.8;4.3;4.1;0.3;2.0;1.8;0.3;2.3;8.0;0.6;0.4;54.2;8.8;0.0;14.0;;;;;;;;;;;;;;;;;;4.4;8.8;77.6;9.3;16.1;1.4;17.9;8.3;0.5;3.0;1.1;3.3;5.3;0.5;42.5;;;;;;;;;;
271;Mannen;15 tot 25 jaar;Waarde;2021;2.2;41.9;2.8;6.8;4.2;82.0;14.8;3.1;0.1;3.3;3.0;5.3;0.1;1.9;1.6;0.3;1.7;6.1;0.3;0.7;57.8;5.9;0.0;15.4;;;;;;;;;;;;;;;;;;3.3;11.0;76.4;9.4;20.5;1.1;17.4;6.2;2.5;2.5;0.5;1.0;5.4;0.0;42.9;;;;;;;;;;
272;Mannen;15 tot 25 jaar;Waarde;2022;2.6;50.3;2.8;7.0;3.8;82.2;16.1;1.7;0.1;;;;;;;;;;;;;;;;68.0;6.8;2.9;1.7;1.6;2.3;3.0;0.2;4.1;1.5;0.4;0.8;6.7;;;;;3.1;9.3;79.3;8.3;;;;;;;;;;;;20.5;5.3;3.8;5.9;11.9;4.2;1.6;6.0;20.9;19.9
273;Mannen;15 tot 25 jaar;Waarde;2023;2.3;46.1;2.9;6.7;3.6;87.8;9.3;2.8;0.1;;;;;;;;;;;;;;;;65.8;7.9;2.5;1.5;2.0;2.3;5.0;0.2;4.3;0.8;0.4;0.3;7.1;;;;;3.0;9.1;80.6;7.3;;;;;;;;;;;;16.5;6.3;2.7;12.4;13.2;5.6;2.3;7.4;14.5;19.1
274;Mannen;15 tot 25 jaar;Waarde;2024;2.4;46.0;3.0;7.1;3.6;88.3;9.0;2.7;0.0;;;;;;;;;;;;;;;;62.7;9.3;3.5;2.0;2.5;2.1;5.0;0.2;4.7;1.2;0.4;0.3;6.2;;;;;3.2;9.5;80.9;6.4;;;;;;;;;;;;12.0;7.9;2.3;10.8;16.7;5.3;2.9;3.8;13.6;24.7
275;Mannen;15 tot 25 jaar;Ondergrens 95%-interval;2014;1.3;29.5;2.3;4.5;2.5;85.3;6.5;1.3;0.1;2.2;2.2;4.9;0.1;0.8;1.8;0.2;1.7;6.4;0.1;0.4;47.1;4.5;0.0;11.2;;;;;;;;;;;;;;;;;;3.2;7.2;79.1;2.1;;;;;;;;;;;;;;;;;;;;;
276;Mannen;15 tot 25 jaar;Ondergrens 95%-interval;2015;1.3;32.5;2.2;4.7;2.8;86.3;7.3;1.7;0.0;3.7;3.3;5.4;0.2;0.8;1.6;0.2;0.9;7.0;0.3;0.4;49.5;5.5;0.0;9.3;;;;;;;;;;;;;;;;;;3.1;7.5;77.5;4.7;11.9;0.8;12.8;10.9;0.1;2.2;0.6;0.1;1.8;0.4;24.1;;;;;;;;;;
277;Mannen;15 tot 25 jaar;Ondergrens 95%-interval;2016;1.5;33.4;2.3;5.4;2.9;85.2;7.6;2.0;0.0;4.2;2.1;4.3;0.1;1.3;1.9;0.0;1.5;4.7;0.3;0.2;54.5;6.6;0.0;7.8;;;;;;;;;;;;;;;;;;3.8;8.9;77.0;2.8;17.2;1.6;25.0;3.8;0.2;0.5;0.4;0.3;2.2;0.0;15.8;;;;;;;;;;
278;Mannen;15 tot 25 jaar;Ondergrens 95%-interval;2017;1.3;33.2;2.2;4.7;2.6;87.0;6.5;1.7;0.0;3.3;3.4;5.0;0.1;1.7;1.4;0.0;1.2;6.1;0.5;0.4;49.8;5.4;0.0;9.3;;;;;;;;;;;;;;;;;;2.8;9.3;77.7;3.1;11.9;1.0;22.3;5.9;0.1;0.8;0.1;0.8;0.9;0.1;22.2;;;;;;;;;;
279;Mannen;15 tot 25 jaar;Ondergrens 95%-interval;2018;1.9;39.2;2.6;5.6;3.1;83.9;9.7;2.1;0.0;3.7;2.9;4.5;0.1;1.8;2.0;0.1;0.8;7.6;0.3;0.6;51.7;7.8;0.0;8.5;;;;;;;;;;;;;;;;;;4.6;9.0;75.0;5.4;18.0;1.9;19.2;4.7;0.1;0.9;0.3;0.1;3.8;0.6;24.1;;;;;;;;;;
280;Mannen;15 tot 25 jaar;Ondergrens 95%-interval;2019;1.9;38.8;2.6;5.8;3.1;85.8;8.0;2.1;0.0;2.7;2.9;5.4;0.1;2.1;1.7;0.3;1.2;5.3;0.3;0.3;53.5;5.8;0.0;9.7;;;;;;;;;;;;;;;;;;3.7;8.2;76.1;5.9;16.6;0.9;16.4;9.0;0.1;1.2;1.7;0.4;3.1;0.6;20.5;;;;;;;;;;
281;Mannen;15 tot 25 jaar;Ondergrens 95%-interval;2020;2.0;38.1;2.5;6.0;3.4;79.8;12.5;2.5;0.0;2.8;3.2;3.1;0.1;1.3;1.2;0.1;1.6;6.6;0.3;0.2;51.3;7.3;0.0;12.2;;;;;;;;;;;;;;;;;;3.3;7.3;75.2;7.7;11.2;0.5;12.9;4.8;0.1;1.3;0.2;1.5;2.6;0.1;35.0;;;;;;;;;;
282;Mannen;15 tot 25 jaar;Ondergrens 95%-interval;2021;2.0;40.0;2.6;6.0;3.5;79.5;12.7;2.2;0.0;2.2;2.1;4.1;0.0;1.3;0.9;0.1;1.1;4.8;0.1;0.3;54.7;4.6;0.0;13.3;;;;;;;;;;;;;;;;;;2.3;9.0;73.6;7.7;14.6;0.3;11.7;3.2;0.7;0.7;0.1;0.2;2.5;0.0;34.3;;;;;;;;;;
283;Mannen;15 tot 25 jaar;Ondergrens 95%-interval;2022;2.4;48.6;2.7;6.4;3.1;80.2;14.3;1.2;0.0;;;;;;;;;;;;;;;;65.6;5.6;2.2;1.2;1.1;1.7;2.3;0.1;3.2;0.9;0.2;0.5;5.6;;;;;2.3;7.9;77.2;7.0;;;;;;;;;;;;15.2;2.7;1.8;3.2;7.9;2.2;0.5;3.4;15.7;14.9
284;Mannen;15 tot 25 jaar;Ondergrens 95%-interval;2023;2.1;44.5;2.7;6.1;2.9;86.0;7.9;2.0;0.0;;;;;;;;;;;;;;;;63.4;6.7;1.8;1.0;1.4;1.6;4.0;0.1;3.3;0.5;0.2;0.1;5.9;;;;;2.2;7.7;78.5;6.1;;;;;;;;;;;;11.6;3.6;1.1;7.9;8.8;2.9;0.9;4.1;10.0;13.7
285;Mannen;15 tot 25 jaar;Ondergrens 95%-interval;2024;2.2;44.4;2.8;6.3;3.0;86.6;7.6;2.0;0.0;;;;;;;;;;;;;;;;60.3;8.0;2.6;1.4;1.8;1.5;4.1;0.1;3.8;0.7;0.2;0.1;5.1;;;;;2.5;8.1;78.8;5.3;;;;;;;;;;;;7.9;4.8;0.9;7.1;12.2;2.9;1.3;1.9;9.4;19.0
286;Mannen;15 tot 25 jaar;Bovengrens 95%-interval;2014;2.1;34.0;3.4;7.6;7.6;91.1;11.2;4.9;2.4;5.3;5.2;9.3;1.8;3.0;5.0;1.5;4.2;11.2;1.1;1.8;56.0;8.9;0.7;17.3;;;;;;;;;;;;;;;;;;6.6;12.3;85.6;5.5;;;;;;;;;;;;;;;;;;;;;
287;Mannen;15 tot 25 jaar;Bovengrens 95%-interval;2015;1.7;36.1;2.7;6.2;3.9;90.4;11.1;3.6;;6.7;5.8;8.6;1.2;2.4;3.5;1.3;2.4;10.6;1.6;1.7;56.2;9.0;;13.6;;;;;;;;;;;;;;;;;;5.7;11.2;82.8;8.4;25.3;6.1;26.1;23.4;4.9;11.3;5.7;3.8;8.8;5.9;40.4;;;;;;;;;;
