ID;Geslacht;Leeftijd;HoogstBehaaldOnderwijsniveau;Onderwijsrichting;CaribischNederland;Perioden;Bevolking_1
238;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;00 Algemeen;Saba;2020;510
239;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;00 Algemeen;Saba;2022;410
240;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;01 Onderwijs;Caribisch Nederland;2016;20
241;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;01 Onderwijs;Caribisch Nederland;2018;80
242;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;01 Onderwijs;Caribisch Nederland;2020;20
243;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;01 Onderwijs;Caribisch Nederland;2022;30
244;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;01 Onderwijs;Bonaire;2016;0
245;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;01 Onderwijs;Bonaire;2018;50
246;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;01 Onderwijs;Bonaire;2020;10
247;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;01 Onderwijs;Bonaire;2022;20
248;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;01 Onderwijs;Sint Eustatius;2016;0
249;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;01 Onderwijs;Sint Eustatius;2018;20
250;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;01 Onderwijs;Sint Eustatius;2020;0
251;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;01 Onderwijs;Sint Eustatius;2022;0
252;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;01 Onderwijs;Saba;2016;20
253;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;01 Onderwijs;Saba;2018;0
254;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;01 Onderwijs;Saba;2020;0
255;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;01 Onderwijs;Saba;2022;10
256;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;02 Vormgeving, kunst, talen en gesch...;Caribisch Nederland;2016;30
257;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;02 Vormgeving, kunst, talen en gesch...;Caribisch Nederland;2018;70
258;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;02 Vormgeving, kunst, talen en gesch...;Caribisch Nederland;2020;30
259;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;02 Vormgeving, kunst, talen en gesch...;Caribisch Nederland;2022;180
260;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;02 Vormgeving, kunst, talen en gesch...;Bonaire;2016;30
261;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;02 Vormgeving, kunst, talen en gesch...;Bonaire;2018;70
262;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;02 Vormgeving, kunst, talen en gesch...;Bonaire;2020;10
263;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;02 Vormgeving, kunst, talen en gesch...;Bonaire;2022;30
264;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;02 Vormgeving, kunst, talen en gesch...;Sint Eustatius;2016;0
265;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;02 Vormgeving, kunst, talen en gesch...;Sint Eustatius;2018;0
266;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;02 Vormgeving, kunst, talen en gesch...;Sint Eustatius;2020;10
267;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;02 Vormgeving, kunst, talen en gesch...;Sint Eustatius;2022;140
268;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;02 Vormgeving, kunst, talen en gesch...;Saba;2016;0
269;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;02 Vormgeving, kunst, talen en gesch...;Saba;2018;0
270;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;02 Vormgeving, kunst, talen en gesch...;Saba;2020;10
271;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;02 Vormgeving, kunst, talen en gesch...;Saba;2022;10
272;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;03 Journalistiek, gedrag en maatschappij;Caribisch Nederland;2016;10
273;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;03 Journalistiek, gedrag en maatschappij;Caribisch Nederland;2018;0
274;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;03 Journalistiek, gedrag en maatschappij;Caribisch Nederland;2020;10
275;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;03 Journalistiek, gedrag en maatschappij;Caribisch Nederland;2022;10
276;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;03 Journalistiek, gedrag en maatschappij;Bonaire;2016;0
277;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;03 Journalistiek, gedrag en maatschappij;Bonaire;2018;0
278;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;03 Journalistiek, gedrag en maatschappij;Bonaire;2020;0
279;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;03 Journalistiek, gedrag en maatschappij;Bonaire;2022;0
280;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;03 Journalistiek, gedrag en maatschappij;Sint Eustatius;2016;10
281;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;03 Journalistiek, gedrag en maatschappij;Sint Eustatius;2018;0
282;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;03 Journalistiek, gedrag en maatschappij;Sint Eustatius;2020;10
283;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;03 Journalistiek, gedrag en maatschappij;Sint Eustatius;2022;10
284;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;03 Journalistiek, gedrag en maatschappij;Saba;2016;0
285;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;03 Journalistiek, gedrag en maatschappij;Saba;2018;0
286;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;03 Journalistiek, gedrag en maatschappij;Saba;2020;0
287;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;03 Journalistiek, gedrag en maatschappij;Saba;2022;0
288;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;04 Recht, administratie, handel en za...;Caribisch Nederland;2016;430
289;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;04 Recht, administratie, handel en za...;Caribisch Nederland;2018;320
290;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;04 Recht, administratie, handel en za...;Caribisch Nederland;2020;550
291;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;04 Recht, administratie, handel en za...;Caribisch Nederland;2022;370
292;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;04 Recht, administratie, handel en za...;Bonaire;2016;360
293;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;04 Recht, administratie, handel en za...;Bonaire;2018;250
294;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;04 Recht, administratie, handel en za...;Bonaire;2020;470
295;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;04 Recht, administratie, handel en za...;Bonaire;2022;300
296;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;04 Recht, administratie, handel en za...;Sint Eustatius;2016;60
297;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;04 Recht, administratie, handel en za...;Sint Eustatius;2018;50
298;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;04 Recht, administratie, handel en za...;Sint Eustatius;2020;60
299;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;04 Recht, administratie, handel en za...;Sint Eustatius;2022;50
300;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;04 Recht, administratie, handel en za...;Saba;2016;10
301;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;04 Recht, administratie, handel en za...;Saba;2018;20
302;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;04 Recht, administratie, handel en za...;Saba;2020;20
303;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;04 Recht, administratie, handel en za...;Saba;2022;20
304;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;05 Wiskunde, natuurwetenschappen;Caribisch Nederland;2016;40
305;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;05 Wiskunde, natuurwetenschappen;Caribisch Nederland;2018;0
306;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;05 Wiskunde, natuurwetenschappen;Caribisch Nederland;2020;10
307;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;05 Wiskunde, natuurwetenschappen;Caribisch Nederland;2022;20
308;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;05 Wiskunde, natuurwetenschappen;Bonaire;2016;40
309;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;05 Wiskunde, natuurwetenschappen;Bonaire;2018;0
310;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;05 Wiskunde, natuurwetenschappen;Bonaire;2020;0
311;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;05 Wiskunde, natuurwetenschappen;Bonaire;2022;20
312;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;05 Wiskunde, natuurwetenschappen;Sint Eustatius;2016;0
313;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;05 Wiskunde, natuurwetenschappen;Sint Eustatius;2018;0
314;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;05 Wiskunde, natuurwetenschappen;Sint Eustatius;2020;10
315;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;05 Wiskunde, natuurwetenschappen;Sint Eustatius;2022;0
316;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;05 Wiskunde, natuurwetenschappen;Saba;2016;10
317;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;05 Wiskunde, natuurwetenschappen;Saba;2018;0
318;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;05 Wiskunde, natuurwetenschappen;Saba;2020;0
319;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;05 Wiskunde, natuurwetenschappen;Saba;2022;0
320;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;06 Informatica;Caribisch Nederland;2016;10
321;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;06 Informatica;Caribisch Nederland;2018;20
322;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;06 Informatica;Caribisch Nederland;2020;60
323;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;06 Informatica;Caribisch Nederland;2022;10
324;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;06 Informatica;Bonaire;2016;0
325;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;06 Informatica;Bonaire;2018;20
326;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;06 Informatica;Bonaire;2020;50
327;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;06 Informatica;Bonaire;2022;0
328;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;06 Informatica;Sint Eustatius;2016;10
329;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;06 Informatica;Sint Eustatius;2018;10
330;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;06 Informatica;Sint Eustatius;2020;10
331;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;06 Informatica;Sint Eustatius;2022;0
332;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;06 Informatica;Saba;2016;10
333;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;06 Informatica;Saba;2018;0
334;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;06 Informatica;Saba;2020;0
335;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;06 Informatica;Saba;2022;0
336;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;07 Techniek, industrie en bouwkunde;Caribisch Nederland;2016;1630
337;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;07 Techniek, industrie en bouwkunde;Caribisch Nederland;2018;1470
338;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;07 Techniek, industrie en bouwkunde;Caribisch Nederland;2020;1400
339;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;07 Techniek, industrie en bouwkunde;Caribisch Nederland;2022;1970
340;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;07 Techniek, industrie en bouwkunde;Bonaire;2016;1370
341;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;07 Techniek, industrie en bouwkunde;Bonaire;2018;1230
342;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;07 Techniek, industrie en bouwkunde;Bonaire;2020;1140
343;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;07 Techniek, industrie en bouwkunde;Bonaire;2022;1710
344;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;07 Techniek, industrie en bouwkunde;Sint Eustatius;2016;150
345;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;07 Techniek, industrie en bouwkunde;Sint Eustatius;2018;170
346;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;07 Techniek, industrie en bouwkunde;Sint Eustatius;2020;200
347;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;07 Techniek, industrie en bouwkunde;Sint Eustatius;2022;200
348;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;07 Techniek, industrie en bouwkunde;Saba;2016;110
349;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;07 Techniek, industrie en bouwkunde;Saba;2018;70
350;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;07 Techniek, industrie en bouwkunde;Saba;2020;60
351;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;07 Techniek, industrie en bouwkunde;Saba;2022;70
352;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;08 Landbouw, diergeneeskunde en -verz...;Caribisch Nederland;2016;40
353;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;08 Landbouw, diergeneeskunde en -verz...;Caribisch Nederland;2018;30
354;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;08 Landbouw, diergeneeskunde en -verz...;Caribisch Nederland;2020;10
355;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;08 Landbouw, diergeneeskunde en -verz...;Caribisch Nederland;2022;50
356;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;08 Landbouw, diergeneeskunde en -verz...;Bonaire;2016;40
357;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;08 Landbouw, diergeneeskunde en -verz...;Bonaire;2018;30
358;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;08 Landbouw, diergeneeskunde en -verz...;Bonaire;2020;0
359;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;08 Landbouw, diergeneeskunde en -verz...;Bonaire;2022;40
360;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;08 Landbouw, diergeneeskunde en -verz...;Sint Eustatius;2016;10
361;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;08 Landbouw, diergeneeskunde en -verz...;Sint Eustatius;2018;0
362;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;08 Landbouw, diergeneeskunde en -verz...;Sint Eustatius;2020;10
363;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;08 Landbouw, diergeneeskunde en -verz...;Sint Eustatius;2022;10
364;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;08 Landbouw, diergeneeskunde en -verz...;Saba;2016;0
365;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;08 Landbouw, diergeneeskunde en -verz...;Saba;2018;0
366;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;08 Landbouw, diergeneeskunde en -verz...;Saba;2020;0
367;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;08 Landbouw, diergeneeskunde en -verz...;Saba;2022;0
368;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;09 Gezondheidszorg en welzijn;Caribisch Nederland;2016;230
369;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;09 Gezondheidszorg en welzijn;Caribisch Nederland;2018;170
370;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;09 Gezondheidszorg en welzijn;Caribisch Nederland;2020;150
371;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;09 Gezondheidszorg en welzijn;Caribisch Nederland;2022;330
372;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;09 Gezondheidszorg en welzijn;Bonaire;2016;190
373;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;09 Gezondheidszorg en welzijn;Bonaire;2018;150
374;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;09 Gezondheidszorg en welzijn;Bonaire;2020;120
375;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;09 Gezondheidszorg en welzijn;Bonaire;2022;280
376;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;09 Gezondheidszorg en welzijn;Sint Eustatius;2016;30
377;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;09 Gezondheidszorg en welzijn;Sint Eustatius;2018;10
378;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;09 Gezondheidszorg en welzijn;Sint Eustatius;2020;20
379;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;09 Gezondheidszorg en welzijn;Sint Eustatius;2022;40
380;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;09 Gezondheidszorg en welzijn;Saba;2016;20
381;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;09 Gezondheidszorg en welzijn;Saba;2018;10
382;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;09 Gezondheidszorg en welzijn;Saba;2020;20
383;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;09 Gezondheidszorg en welzijn;Saba;2022;20
384;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;10 Dienstverlening;Caribisch Nederland;2016;440
385;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;10 Dienstverlening;Caribisch Nederland;2018;490
386;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;10 Dienstverlening;Caribisch Nederland;2020;540
387;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;10 Dienstverlening;Caribisch Nederland;2022;570
388;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;10 Dienstverlening;Bonaire;2016;350
389;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;10 Dienstverlening;Bonaire;2018;420
390;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;10 Dienstverlening;Bonaire;2020;480
391;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;10 Dienstverlening;Bonaire;2022;510
392;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;10 Dienstverlening;Sint Eustatius;2016;60
393;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;10 Dienstverlening;Sint Eustatius;2018;50
394;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;10 Dienstverlening;Sint Eustatius;2020;60
395;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;10 Dienstverlening;Sint Eustatius;2022;40
396;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;10 Dienstverlening;Saba;2016;30
397;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;10 Dienstverlening;Saba;2018;20
398;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;10 Dienstverlening;Saba;2020;10
399;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;10 Dienstverlening;Saba;2022;30
400;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;Onderwijsrichting onbekend;Caribisch Nederland;2016;540
401;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;Onderwijsrichting onbekend;Caribisch Nederland;2018;540
402;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;Onderwijsrichting onbekend;Caribisch Nederland;2020;650
403;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;Onderwijsrichting onbekend;Caribisch Nederland;2022;510
404;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;Onderwijsrichting onbekend;Bonaire;2016;380
405;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;Onderwijsrichting onbekend;Bonaire;2018;390
406;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;Onderwijsrichting onbekend;Bonaire;2020;530
407;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;Onderwijsrichting onbekend;Bonaire;2022;420
408;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;Onderwijsrichting onbekend;Sint Eustatius;2016;100
409;Totaal mannen en vrouwen;15 jaar of ouder;100 Laag onderwijsniveau;Onderwijsrichting onbekend;Sint Eustatius;2018;90
