ID;Sex;PersonalCharacteristics;SIC2008;Periods;EmployedLabourForce_1
393;Total male and female;Total persons;O-Q Government and care;2019 4th quarter;2582
394;Total male and female;Total persons;O-Q Government and care;2019;2534
395;Total male and female;Total persons;O-Q Government and care;2020 1st quarter;2597
396;Total male and female;Total persons;O-Q Government and care;2020 2nd quarter;2567
397;Total male and female;Total persons;O-Q Government and care;2020 3rd quarter;2570
398;Total male and female;Total persons;O-Q Government and care;2020 4th quarter;2653
399;Total male and female;Total persons;O-Q Government and care;2020;2597
400;Total male and female;Total persons;O-Q Government and care;2021 1st quarter;2841
401;Total male and female;Total persons;O-Q Government and care;2021 2nd quarter;2829
402;Total male and female;Total persons;O-Q Government and care;2021 3rd quarter;2930
403;Total male and female;Total persons;O-Q Government and care;2021 4th quarter;2980
404;Total male and female;Total persons;O-Q Government and care;2021;2895
405;Total male and female;Total persons;O-Q Government and care;2022 1st quarter;2997
406;Total male and female;Total persons;O-Q Government and care;2022 2nd quarter;3013
407;Total male and female;Total persons;O-Q Government and care;2022 3rd quarter;3012
408;Total male and female;Total persons;O-Q Government and care;2022 4th quarter;3037
409;Total male and female;Total persons;O-Q Government and care;2022;3015
410;Total male and female;Total persons;O-Q Government and care;2023 1st quarter;3047
411;Total male and female;Total persons;O-Q Government and care;2023 2nd quarter;3051
412;Total male and female;Total persons;O-Q Government and care;2023 3rd quarter;3085
413;Total male and female;Total persons;O-Q Government and care;2023 4th quarter;3159
414;Total male and female;Total persons;O-Q Government and care;2023;3085
415;Total male and female;Total persons;O-Q Government and care;2024 1st quarter;3146
416;Total male and female;Total persons;O-Q Government and care;2024 2nd quarter;3170
417;Total male and female;Total persons;O-Q Government and care;2024 3rd quarter;3127
418;Total male and female;Total persons;O-Q Government and care;2024 4th quarter;3174
419;Total male and female;Total persons;O-Q Government and care;2024;3154
420;Total male and female;Total persons;O-U Noncommercial services;2013 1st quarter;2825
421;Total male and female;Total persons;O-U Noncommercial services;2013 2nd quarter;2826
422;Total male and female;Total persons;O-U Noncommercial services;2013 3rd quarter;2765
423;Total male and female;Total persons;O-U Noncommercial services;2013 4th quarter;2770
424;Total male and female;Total persons;O-U Noncommercial services;2013;2796
425;Total male and female;Total persons;O-U Noncommercial services;2014 1st quarter;2724
426;Total male and female;Total persons;O-U Noncommercial services;2014 2nd quarter;2720
427;Total male and female;Total persons;O-U Noncommercial services;2014 3rd quarter;2692
428;Total male and female;Total persons;O-U Noncommercial services;2014 4th quarter;2712
429;Total male and female;Total persons;O-U Noncommercial services;2014;2712
430;Total male and female;Total persons;O-U Noncommercial services;2015 1st quarter;2753
431;Total male and female;Total persons;O-U Noncommercial services;2015 2nd quarter;2766
432;Total male and female;Total persons;O-U Noncommercial services;2015 3rd quarter;2747
433;Total male and female;Total persons;O-U Noncommercial services;2015 4th quarter;2745
434;Total male and female;Total persons;O-U Noncommercial services;2015;2753
435;Total male and female;Total persons;O-U Noncommercial services;2016 1st quarter;2729
436;Total male and female;Total persons;O-U Noncommercial services;2016 2nd quarter;2735
437;Total male and female;Total persons;O-U Noncommercial services;2016 3rd quarter;2737
438;Total male and female;Total persons;O-U Noncommercial services;2016 4th quarter;2731
439;Total male and female;Total persons;O-U Noncommercial services;2016;2733
440;Total male and female;Total persons;O-U Noncommercial services;2017 1st quarter;2725
441;Total male and female;Total persons;O-U Noncommercial services;2017 2nd quarter;2705
442;Total male and female;Total persons;O-U Noncommercial services;2017 3rd quarter;2743
443;Total male and female;Total persons;O-U Noncommercial services;2017 4th quarter;2754
444;Total male and female;Total persons;O-U Noncommercial services;2017;2732
445;Total male and female;Total persons;O-U Noncommercial services;2018 1st quarter;2740
446;Total male and female;Total persons;O-U Noncommercial services;2018 2nd quarter;2840
447;Total male and female;Total persons;O-U Noncommercial services;2018 3rd quarter;2823
448;Total male and female;Total persons;O-U Noncommercial services;2018 4th quarter;2875
449;Total male and female;Total persons;O-U Noncommercial services;2018;2820
450;Total male and female;Total persons;O-U Noncommercial services;2019 1st quarter;2897
451;Total male and female;Total persons;O-U Noncommercial services;2019 2nd quarter;2928
452;Total male and female;Total persons;O-U Noncommercial services;2019 3rd quarter;2912
453;Total male and female;Total persons;O-U Noncommercial services;2019 4th quarter;2983
454;Total male and female;Total persons;O-U Noncommercial services;2019;2930
455;Total male and female;Total persons;O-U Noncommercial services;2020 1st quarter;3015
456;Total male and female;Total persons;O-U Noncommercial services;2020 2nd quarter;2975
457;Total male and female;Total persons;O-U Noncommercial services;2020 3rd quarter;2973
458;Total male and female;Total persons;O-U Noncommercial services;2020 4th quarter;3043
459;Total male and female;Total persons;O-U Noncommercial services;2020;3001
460;Total male and female;Total persons;O-U Noncommercial services;2021 1st quarter;3272
461;Total male and female;Total persons;O-U Noncommercial services;2021 2nd quarter;3242
462;Total male and female;Total persons;O-U Noncommercial services;2021 3rd quarter;3341
463;Total male and female;Total persons;O-U Noncommercial services;2021 4th quarter;3410
464;Total male and female;Total persons;O-U Noncommercial services;2021;3316
465;Total male and female;Total persons;O-U Noncommercial services;2022 1st quarter;3415
466;Total male and female;Total persons;O-U Noncommercial services;2022 2nd quarter;3442
467;Total male and female;Total persons;O-U Noncommercial services;2022 3rd quarter;3441
468;Total male and female;Total persons;O-U Noncommercial services;2022 4th quarter;3478
469;Total male and female;Total persons;O-U Noncommercial services;2022;3444
470;Total male and female;Total persons;O-U Noncommercial services;2023 1st quarter;3494
471;Total male and female;Total persons;O-U Noncommercial services;2023 2nd quarter;3481
472;Total male and female;Total persons;O-U Noncommercial services;2023 3rd quarter;3537
473;Total male and female;Total persons;O-U Noncommercial services;2023 4th quarter;3593
474;Total male and female;Total persons;O-U Noncommercial services;2023;3526
475;Total male and female;Total persons;O-U Noncommercial services;2024 1st quarter;3572
476;Total male and female;Total persons;O-U Noncommercial services;2024 2nd quarter;3615
477;Total male and female;Total persons;O-U Noncommercial services;2024 3rd quarter;3576
478;Total male and female;Total persons;O-U Noncommercial services;2024 4th quarter;3614
479;Total male and female;Total persons;O-U Noncommercial services;2024;3594
480;Total male and female;Total persons;R-U Culture, recreation, other services;2013 1st quarter;372
481;Total male and female;Total persons;R-U Culture, recreation, other services;2013 2nd quarter;381
482;Total male and female;Total persons;R-U Culture, recreation, other services;2013 3rd quarter;374
483;Total male and female;Total persons;R-U Culture, recreation, other services;2013 4th quarter;388
484;Total male and female;Total persons;R-U Culture, recreation, other services;2013;379
485;Total male and female;Total persons;R-U Culture, recreation, other services;2014 1st quarter;377
486;Total male and female;Total persons;R-U Culture, recreation, other services;2014 2nd quarter;371
487;Total male and female;Total persons;R-U Culture, recreation, other services;2014 3rd quarter;372
488;Total male and female;Total persons;R-U Culture, recreation, other services;2014 4th quarter;368
489;Total male and female;Total persons;R-U Culture, recreation, other services;2014;372
490;Total male and female;Total persons;R-U Culture, recreation, other services;2015 1st quarter;387
491;Total male and female;Total persons;R-U Culture, recreation, other services;2015 2nd quarter;385
492;Total male and female;Total persons;R-U Culture, recreation, other services;2015 3rd quarter;377
493;Total male and female;Total persons;R-U Culture, recreation, other services;2015 4th quarter;367
494;Total male and female;Total persons;R-U Culture, recreation, other services;2015;379
495;Total male and female;Total persons;R-U Culture, recreation, other services;2016 1st quarter;367
496;Total male and female;Total persons;R-U Culture, recreation, other services;2016 2nd quarter;373
497;Total male and female;Total persons;R-U Culture, recreation, other services;2016 3rd quarter;388
498;Total male and female;Total persons;R-U Culture, recreation, other services;2016 4th quarter;375
499;Total male and female;Total persons;R-U Culture, recreation, other services;2016;376
500;Total male and female;Total persons;R-U Culture, recreation, other services;2017 1st quarter;381
501;Total male and female;Total persons;R-U Culture, recreation, other services;2017 2nd quarter;378
502;Total male and female;Total persons;R-U Culture, recreation, other services;2017 3rd quarter;381
503;Total male and female;Total persons;R-U Culture, recreation, other services;2017 4th quarter;370
504;Total male and female;Total persons;R-U Culture, recreation, other services;2017;378
505;Total male and female;Total persons;R-U Culture, recreation, other services;2018 1st quarter;369
506;Total male and female;Total persons;R-U Culture, recreation, other services;2018 2nd quarter;380
