ID;MunicipalLevies;Regions;Periods;MunicipalTaxesIn1000Euros_1;MunicipalTaxesEuroInhabitant_2
494;Total municipal tax;Boxmeer;2025;;
495;Total municipal tax;Boxtel;2017;14209.0;463.0
496;Total municipal tax;Boxtel;2018;14540.0;474.0
497;Total municipal tax;Boxtel;2019;14652.0;477.0
498;Total municipal tax;Boxtel;2020;15459.0;502.0
499;Total municipal tax;Boxtel;2021;16353.0;496.0
500;Total municipal tax;Boxtel;2022;17918.0;541.0
501;Total municipal tax;Boxtel;2023;18622.0;552.0
502;Total municipal tax;Boxtel;2024;19367.0;571.0
503;Total municipal tax;Boxtel;2025;19936.0;582.0
504;Total municipal tax;Breda;2017;95611.0;523.0
505;Total municipal tax;Breda;2018;98991.0;539.0
506;Total municipal tax;Breda;2019;99962.0;543.0
507;Total municipal tax;Breda;2020;102183.0;555.0
508;Total municipal tax;Breda;2021;115531.0;628.0
509;Total municipal tax;Breda;2022;117084.0;634.0
510;Total municipal tax;Breda;2023;114720.0;615.0
511;Total municipal tax;Breda;2024;121740.0;647.0
512;Total municipal tax;Breda;2025;135394.0;717.0
513;Total municipal tax;Brielle;2017;6670.0;396.0
514;Total municipal tax;Brielle;2018;6799.0;399.0
515;Total municipal tax;Brielle;2019;6843.0;398.0
516;Total municipal tax;Brielle;2020;7784.0;450.0
517;Total municipal tax;Brielle;2021;8188.0;470.0
518;Total municipal tax;Brielle;2022;9040.0;510.0
519;Total municipal tax;Brielle;2023;;
520;Total municipal tax;Brielle;2024;;
521;Total municipal tax;Brielle;2025;;
522;Total municipal tax;Bronckhorst;2017;16426.0;451.0
523;Total municipal tax;Bronckhorst;2018;16701.0;459.0
524;Total municipal tax;Bronckhorst;2019;16868.0;466.0
525;Total municipal tax;Bronckhorst;2020;17687.0;491.0
526;Total municipal tax;Bronckhorst;2021;19468.0;540.0
527;Total municipal tax;Bronckhorst;2022;18538.0;514.0
528;Total municipal tax;Bronckhorst;2023;19049.0;525.0
529;Total municipal tax;Bronckhorst;2024;18969.0;525.0
530;Total municipal tax;Bronckhorst;2025;21456.0;596.0
531;Total municipal tax;Brummen;2017;9716.0;466.0
532;Total municipal tax;Brummen;2018;9472.0;456.0
533;Total municipal tax;Brummen;2019;9282.0;449.0
534;Total municipal tax;Brummen;2020;10871.0;524.0
535;Total municipal tax;Brummen;2021;11632.0;557.0
536;Total municipal tax;Brummen;2022;11930.0;571.0
537;Total municipal tax;Brummen;2023;12608.0;597.0
538;Total municipal tax;Brummen;2024;14639.0;688.0
539;Total municipal tax;Brummen;2025;15547.0;727.0
540;Total municipal tax;Brunssum;2017;13254.0;467.0
541;Total municipal tax;Brunssum;2018;13119.0;465.0
542;Total municipal tax;Brunssum;2019;13620.0;484.0
543;Total municipal tax;Brunssum;2020;14473.0;520.0
544;Total municipal tax;Brunssum;2021;14646.0;529.0
545;Total municipal tax;Brunssum;2022;14826.0;536.0
546;Total municipal tax;Brunssum;2023;15229.0;550.0
547;Total municipal tax;Brunssum;2024;16677.0;600.0
548;Total municipal tax;Brunssum;2025;16962.0;615.0
549;Total municipal tax;Bunnik;2017;8061.0;532.0
550;Total municipal tax;Bunnik;2018;9081.0;597.0
551;Total municipal tax;Bunnik;2019;9471.0;624.0
552;Total municipal tax;Bunnik;2020;9567.0;630.0
553;Total municipal tax;Bunnik;2021;10471.0;682.0
554;Total municipal tax;Bunnik;2022;10106.0;648.0
555;Total municipal tax;Bunnik;2023;10801.0;674.0
556;Total municipal tax;Bunnik;2024;11923.0;740.0
557;Total municipal tax;Bunnik;2025;14772.0;907.0
558;Total municipal tax;Bunschoten;2017;8636.0;411.0
559;Total municipal tax;Bunschoten;2018;8776.0;413.0
560;Total municipal tax;Bunschoten;2019;8989.0;416.0
561;Total municipal tax;Bunschoten;2020;9484.0;434.0
562;Total municipal tax;Bunschoten;2021;10271.0;466.0
563;Total municipal tax;Bunschoten;2022;9875.0;442.0
564;Total municipal tax;Bunschoten;2023;10710.0;476.0
565;Total municipal tax;Bunschoten;2024;11556.0;511.0
566;Total municipal tax;Bunschoten;2025;12581.0;554.0
567;Total municipal tax;Buren;2017;11426.0;434.0
568;Total municipal tax;Buren;2018;11448.0;434.0
569;Total municipal tax;Buren;2019;11630.0;438.0
570;Total municipal tax;Buren;2020;11829.0;442.0
571;Total municipal tax;Buren;2021;13437.0;497.0
572;Total municipal tax;Buren;2022;12440.0;458.0
573;Total municipal tax;Buren;2023;13108.0;473.0
574;Total municipal tax;Buren;2024;14590.0;525.0
575;Total municipal tax;Buren;2025;15089.0;541.0
576;Total municipal tax;Capelle aan den IJssel;2017;25304.0;381.0
577;Total municipal tax;Capelle aan den IJssel;2018;24856.0;372.0
578;Total municipal tax;Capelle aan den IJssel;2019;24800.0;371.0
579;Total municipal tax;Capelle aan den IJssel;2020;25039.0;373.0
580;Total municipal tax;Capelle aan den IJssel;2021;26278.0;390.0
581;Total municipal tax;Capelle aan den IJssel;2022;26718.0;398.0
582;Total municipal tax;Capelle aan den IJssel;2023;27376.0;405.0
583;Total municipal tax;Capelle aan den IJssel;2024;30233.0;445.0
584;Total municipal tax;Capelle aan den IJssel;2025;31586.0;461.0
585;Total municipal tax;Castricum;2017;16717.0;475.0
586;Total municipal tax;Castricum;2018;17115.0;481.0
587;Total municipal tax;Castricum;2019;17613.0;493.0
588;Total municipal tax;Castricum;2020;18184.0;505.0
589;Total municipal tax;Castricum;2021;18752.0;520.0
590;Total municipal tax;Castricum;2022;17933.0;495.0
591;Total municipal tax;Castricum;2023;18318.0;504.0
592;Total municipal tax;Castricum;2024;20274.0;557.0
593;Total municipal tax;Castricum;2025;21107.0;576.0
594;Total municipal tax;Coevorden;2017;19484.0;552.0
595;Total municipal tax;Coevorden;2018;20199.0;572.0
596;Total municipal tax;Coevorden;2019;20231.0;570.0
597;Total municipal tax;Coevorden;2020;20006.0;567.0
598;Total municipal tax;Coevorden;2021;21042.0;596.0
599;Total municipal tax;Coevorden;2022;21196.0;597.0
600;Total municipal tax;Coevorden;2023;21902.0;613.0
601;Total municipal tax;Coevorden;2024;22752.0;637.0
602;Total municipal tax;Coevorden;2025;23987.0;670.0
603;Total municipal tax;Cranendonck;2017;9288.0;449.0
604;Total municipal tax;Cranendonck;2018;9618.0;473.0
605;Total municipal tax;Cranendonck;2019;10187.0;498.0
606;Total municipal tax;Cranendonck;2020;10712.0;506.0
607;Total municipal tax;Cranendonck;2021;11235.0;535.0
608;Total municipal tax;Cranendonck;2022;11226.0;543.0
609;Total municipal tax;Cranendonck;2023;11483.0;550.0
610;Total municipal tax;Cranendonck;2024;11828.0;567.0
611;Total municipal tax;Cranendonck;2025;12614.0;580.0
612;Total municipal tax;Cromstrijen;2017;5533.0;432.0
613;Total municipal tax;Cromstrijen;2018;5508.0;429.0
614;Total municipal tax;Cromstrijen;2019;;
615;Total municipal tax;Cromstrijen;2020;;
616;Total municipal tax;Cromstrijen;2021;;
617;Total municipal tax;Cromstrijen;2022;;
618;Total municipal tax;Cromstrijen;2023;;
619;Total municipal tax;Cromstrijen;2024;;
620;Total municipal tax;Cromstrijen;2025;;
621;Total municipal tax;Cuijk;2017;9686.0;392.0
622;Total municipal tax;Cuijk;2018;10052.0;403.0
623;Total municipal tax;Cuijk;2019;10501.0;421.0
624;Total municipal tax;Cuijk;2020;12901.0;513.0
625;Total municipal tax;Cuijk;2021;13770.0;542.0
626;Total municipal tax;Cuijk;2022;;
627;Total municipal tax;Cuijk;2023;;
628;Total municipal tax;Cuijk;2024;;
629;Total municipal tax;Cuijk;2025;;
630;Total municipal tax;Culemborg;2017;12077.0;433.0
631;Total municipal tax;Culemborg;2018;12259.0;435.0
632;Total municipal tax;Culemborg;2019;12133.0;425.0
633;Total municipal tax;Culemborg;2020;13440.0;464.0
634;Total municipal tax;Culemborg;2021;14708.0;505.0
635;Total municipal tax;Culemborg;2022;12917.0;440.0
636;Total municipal tax;Culemborg;2023;13266.0;446.0
637;Total municipal tax;Culemborg;2024;13835.0;462.0
638;Total municipal tax;Culemborg;2025;16342.0;540.0
639;Total municipal tax;Dalfsen;2017;9868.0;352.0
640;Total municipal tax;Dalfsen;2018;10113.0;358.0
641;Total municipal tax;Dalfsen;2019;10979.0;385.0
642;Total municipal tax;Dalfsen;2020;11858.0;415.0
643;Total municipal tax;Dalfsen;2021;13005.0;450.0
644;Total municipal tax;Dalfsen;2022;13811.0;474.0
645;Total municipal tax;Dalfsen;2023;14009.0;473.0
646;Total municipal tax;Dalfsen;2024;15635.0;527.0
647;Total municipal tax;Dalfsen;2025;16199.0;539.0
648;Total municipal tax;Dantumadiel;2017;6336.0;334.0
649;Total municipal tax;Dantumadiel;2018;6448.0;341.0
650;Total municipal tax;Dantumadiel;2019;6924.0;366.0
651;Total municipal tax;Dantumadiel;2020;7129.0;377.0
652;Total municipal tax;Dantumadiel;2021;7943.0;419.0
653;Total municipal tax;Dantumadiel;2022;8613.0;454.0
654;Total municipal tax;Dantumadiel;2023;8640.0;450.0
655;Total municipal tax;Dantumadiel;2024;8778.0;459.0
656;Total municipal tax;Dantumadiel;2025;9007.0;470.0
657;Total municipal tax;Delft;2017;63476.0;626.0
658;Total municipal tax;Delft;2018;63783.0;624.0
659;Total municipal tax;Delft;2019;65548.0;635.0
660;Total municipal tax;Delft;2020;67910.0;655.0
661;Total municipal tax;Delft;2021;70596.0;682.0
662;Total municipal tax;Delft;2022;72904.0;697.0
663;Total municipal tax;Delft;2023;77455.0;730.0
664;Total municipal tax;Delft;2024;83046.0;758.0
665;Total municipal tax;Delft;2025;85899.0;778.0
666;Total municipal tax;Delfzijl;2017;18450.0;739.0
667;Total municipal tax;Delfzijl;2018;18169.0;730.0
668;Total municipal tax;Delfzijl;2019;18222.0;737.0
669;Total municipal tax;Delfzijl;2020;18898.0;766.0
670;Total municipal tax;Delfzijl;2021;;
671;Total municipal tax;Delfzijl;2022;;
672;Total municipal tax;Delfzijl;2023;;
673;Total municipal tax;Delfzijl;2024;;
674;Total municipal tax;Delfzijl;2025;;
675;Total municipal tax;Deurne;2017;16120.0;505.0
676;Total municipal tax;Deurne;2018;15936.0;496.0
677;Total municipal tax;Deurne;2019;16290.0;503.0
678;Total municipal tax;Deurne;2020;16867.0;519.0
679;Total municipal tax;Deurne;2021;17857.0;551.0
680;Total municipal tax;Deurne;2022;18145.0;557.0
681;Total municipal tax;Deurne;2023;18728.0;568.0
682;Total municipal tax;Deurne;2024;19704.0;594.0
683;Total municipal tax;Deurne;2025;20642.0;618.0
684;Total municipal tax;Deventer;2017;53637.0;540.0
685;Total municipal tax;Deventer;2018;55140.0;554.0
686;Total municipal tax;Deventer;2019;56099.0;561.0
687;Total municipal tax;Deventer;2020;59498.0;591.0
688;Total municipal tax;Deventer;2021;62163.0;614.0
689;Total municipal tax;Deventer;2022;63467.0;626.0
690;Total municipal tax;Deventer;2023;64138.0;624.0
691;Total municipal tax;Deventer;2024;68650.0;664.0
692;Total municipal tax;Deventer;2025;73957.0;710.0
693;Total municipal tax;Diemen;2017;16096.0;591.0
694;Total municipal tax;Diemen;2018;16142.0;573.0
695;Total municipal tax;Diemen;2019;16300.0;558.0
696;Total municipal tax;Diemen;2020;17772.0;577.0
697;Total municipal tax;Diemen;2021;18275.0;583.0
698;Total municipal tax;Diemen;2022;18567.0;584.0
699;Total municipal tax;Diemen;2023;19035.0;581.0
700;Total municipal tax;Diemen;2024;22380.0;678.0
701;Total municipal tax;Diemen;2025;23313.0;702.0
702;Total municipal tax;Dijk en Waard;2017;;
703;Total municipal tax;Dijk en Waard;2018;;
704;Total municipal tax;Dijk en Waard;2019;;
705;Total municipal tax;Dijk en Waard;2020;;
706;Total municipal tax;Dijk en Waard;2021;;
707;Total municipal tax;Dijk en Waard;2022;43087.0;492.0
708;Total municipal tax;Dijk en Waard;2023;45251.0;508.0
709;Total municipal tax;Dijk en Waard;2024;48699.0;541.0
710;Total municipal tax;Dijk en Waard;2025;53293.0;587.0
711;Total municipal tax;Dinkelland;2017;12922.0;492.0
712;Total municipal tax;Dinkelland;2018;12446.0;473.0
713;Total municipal tax;Dinkelland;2019;12321.0;468.0
714;Total municipal tax;Dinkelland;2020;12742.0;481.0
715;Total municipal tax;Dinkelland;2021;12998.0;489.0
716;Total municipal tax;Dinkelland;2022;13480.0;507.0
717;Total municipal tax;Dinkelland;2023;13885.0;519.0
718;Total municipal tax;Dinkelland;2024;14944.0;559.0
719;Total municipal tax;Dinkelland;2025;15737.0;590.0
720;Total municipal tax;Doesburg;2017;5480.0;483.0
721;Total municipal tax;Doesburg;2018;5362.0;473.0
722;Total municipal tax;Doesburg;2019;5798.0;520.0
723;Total municipal tax;Doesburg;2020;6402.0;578.0
724;Total municipal tax;Doesburg;2021;7011.0;634.0
725;Total municipal tax;Doesburg;2022;6578.0;596.0
726;Total municipal tax;Doesburg;2023;7031.0;635.0
727;Total municipal tax;Doesburg;2024;7082.0;639.0
728;Total municipal tax;Doesburg;2025;7963.0;715.0
729;Total municipal tax;Doetinchem;2017;30389.0;533.0
730;Total municipal tax;Doetinchem;2018;30041.0;524.0
731;Total municipal tax;Doetinchem;2019;30164.0;524.0
732;Total municipal tax;Doetinchem;2020;31236.0;538.0
733;Total municipal tax;Doetinchem;2021;34458.0;591.0
734;Total municipal tax;Doetinchem;2022;35629.0;609.0
735;Total municipal tax;Doetinchem;2023;33602.0;567.0
736;Total municipal tax;Doetinchem;2024;38082.0;639.0
737;Total municipal tax;Doetinchem;2025;39205.0;653.0
738;Total municipal tax;Dongen;2017;10014.0;393.0
739;Total municipal tax;Dongen;2018;10138.0;393.0
740;Total municipal tax;Dongen;2019;10321.0;396.0
741;Total municipal tax;Dongen;2020;11418.0;435.0
742;Total municipal tax;Dongen;2021;12860.0;488.0
743;Total municipal tax;Dongen;2022;13383.0;505.0
744;Total municipal tax;Dongen;2023;13704.0;504.0
745;Total municipal tax;Dongen;2024;14411.0;532.0
746;Total municipal tax;Dongen;2025;15611.0;568.0
747;Total municipal tax;Dongeradeel;2017;13203.0;552.0
748;Total municipal tax;Dongeradeel;2018;13379.0;562.0
749;Total municipal tax;Dongeradeel;2019;;
750;Total municipal tax;Dongeradeel;2020;;
751;Total municipal tax;Dongeradeel;2021;;
752;Total municipal tax;Dongeradeel;2022;;
753;Total municipal tax;Dongeradeel;2023;;
754;Total municipal tax;Dongeradeel;2024;;
755;Total municipal tax;Dongeradeel;2025;;
756;Total municipal tax;Dordrecht;2017;72488.0;611.0
757;Total municipal tax;Dordrecht;2018;74042.0;625.0
758;Total municipal tax;Dordrecht;2019;76116.0;641.0
759;Total municipal tax;Dordrecht;2020;78367.0;657.0
760;Total municipal tax;Dordrecht;2021;79989.0;672.0
761;Total municipal tax;Dordrecht;2022;76652.0;641.0
762;Total municipal tax;Dordrecht;2023;83019.0;684.0
763;Total municipal tax;Dordrecht;2024;91454.0;749.0
764;Total municipal tax;Dordrecht;2025;98062.0;798.0
765;Total municipal tax;Drechterland;2017;7176.0;370.0
766;Total municipal tax;Drechterland;2018;7352.0;378.0
767;Total municipal tax;Drechterland;2019;7378.0;376.0
768;Total municipal tax;Drechterland;2020;7307.0;371.0
769;Total municipal tax;Drechterland;2021;7912.0;399.0
770;Total municipal tax;Drechterland;2022;8407.0;421.0
771;Total municipal tax;Drechterland;2023;9413.0;462.0
772;Total municipal tax;Drechterland;2024;9838.0;480.0
773;Total municipal tax;Drechterland;2025;10234.0;500.0
774;Total municipal tax;Drimmelen;2017;11149.0;415.0
775;Total municipal tax;Drimmelen;2018;11024.0;407.0
776;Total municipal tax;Drimmelen;2019;11537.0;425.0
777;Total municipal tax;Drimmelen;2020;11735.0;430.0
778;Total municipal tax;Drimmelen;2021;11553.0;423.0
779;Total municipal tax;Drimmelen;2022;11309.0;412.0
780;Total municipal tax;Drimmelen;2023;12388.0;443.0
781;Total municipal tax;Drimmelen;2024;14955.0;530.0
782;Total municipal tax;Drimmelen;2025;16047.0;567.0
783;Total municipal tax;Dronten;2017;20048.0;492.0
784;Total municipal tax;Dronten;2018;20400.0;500.0
785;Total municipal tax;Dronten;2019;20547.0;504.0
786;Total municipal tax;Dronten;2020;20496.0;493.0
787;Total municipal tax;Dronten;2021;22089.0;526.0
788;Total municipal tax;Dronten;2022;21299.0;496.0
789;Total municipal tax;Dronten;2023;24787.0;569.0
790;Total municipal tax;Dronten;2024;26990.0;609.0
791;Total municipal tax;Dronten;2025;29948.0;668.0
792;Total municipal tax;Druten;2017;6828.0;368.0
793;Total municipal tax;Druten;2018;7051.0;377.0
794;Total municipal tax;Druten;2019;7268.0;387.0
795;Total municipal tax;Druten;2020;7658.0;405.0
796;Total municipal tax;Druten;2021;7954.0;419.0
797;Total municipal tax;Druten;2022;8157.0;425.0
798;Total municipal tax;Druten;2023;9451.0;484.0
799;Total municipal tax;Druten;2024;10224.0;522.0
800;Total municipal tax;Druten;2025;11455.0;580.0
801;Total municipal tax;Duiven;2017;11774.0;464.0
802;Total municipal tax;Duiven;2018;12290.0;483.0
803;Total municipal tax;Duiven;2019;12116.0;478.0
804;Total municipal tax;Duiven;2020;12218.0;486.0
805;Total municipal tax;Duiven;2021;13466.0;537.0
806;Total municipal tax;Duiven;2022;13587.0;545.0
807;Total municipal tax;Duiven;2023;13779.0;553.0
808;Total municipal tax;Duiven;2024;14242.0;573.0
809;Total municipal tax;Duiven;2025;15368.0;616.0
810;Total municipal tax;Echt-Susteren;2017;15472.0;486.0
811;Total municipal tax;Echt-Susteren;2018;15460.0;487.0
812;Total municipal tax;Echt-Susteren;2019;15213.0;481.0
813;Total municipal tax;Echt-Susteren;2020;15397.0;487.0
814;Total municipal tax;Echt-Susteren;2021;15788.0;497.0
815;Total municipal tax;Echt-Susteren;2022;15919.0;502.0
816;Total municipal tax;Echt-Susteren;2023;16603.0;519.0
817;Total municipal tax;Echt-Susteren;2024;18568.0;580.0
818;Total municipal tax;Echt-Susteren;2025;20971.0;650.0
819;Total municipal tax;Edam-Volendam;2017;14413.0;403.0
820;Total municipal tax;Edam-Volendam;2018;14935.0;415.0
821;Total municipal tax;Edam-Volendam;2019;15305.0;424.0
822;Total municipal tax;Edam-Volendam;2020;16393.0;453.0
823;Total municipal tax;Edam-Volendam;2021;18441.0;509.0
824;Total municipal tax;Edam-Volendam;2022;19402.0;532.0
825;Total municipal tax;Edam-Volendam;2023;19664.0;535.0
826;Total municipal tax;Edam-Volendam;2024;19741.0;535.0
827;Total municipal tax;Edam-Volendam;2025;23356.0;629.0
828;Total municipal tax;Ede;2017;59928.0;528.0
829;Total municipal tax;Ede;2018;61416.0;536.0
830;Total municipal tax;Ede;2019;64576.0;558.0
831;Total municipal tax;Ede;2020;64116.0;547.0
832;Total municipal tax;Ede;2021;65440.0;552.0
833;Total municipal tax;Ede;2022;60237.0;502.0
834;Total municipal tax;Ede;2023;63077.0;517.0
835;Total municipal tax;Ede;2024;70229.0;569.0
836;Total municipal tax;Ede;2025;75723.0;610.0
837;Total municipal tax;Eemnes;2017;5104.0;567.0
838;Total municipal tax;Eemnes;2018;5335.0;586.0
839;Total municipal tax;Eemnes;2019;5629.0;617.0
840;Total municipal tax;Eemnes;2020;6030.0;652.0
841;Total municipal tax;Eemnes;2021;6173.0;659.0
842;Total municipal tax;Eemnes;2022;6149.0;651.0
843;Total municipal tax;Eemnes;2023;6835.0;712.0
844;Total municipal tax;Eemnes;2024;7507.0;769.0
845;Total municipal tax;Eemnes;2025;8134.0;822.0
846;Total municipal tax;Eemsdelta;2017;;
847;Total municipal tax;Eemsdelta;2018;;
848;Total municipal tax;Eemsdelta;2019;;
849;Total municipal tax;Eemsdelta;2020;;
850;Total municipal tax;Eemsdelta;2021;31820.0;699.0
851;Total municipal tax;Eemsdelta;2022;32168.0;708.0
852;Total municipal tax;Eemsdelta;2023;35571.0;783.0
853;Total municipal tax;Eemsdelta;2024;36876.0;818.0
854;Total municipal tax;Eemsdelta;2025;38196.0;851.0
855;Total municipal tax;Eemsmond;2017;14637.0;935.0
856;Total municipal tax;Eemsmond;2018;15433.0;992.0
857;Total municipal tax;Eemsmond;2019;;
858;Total municipal tax;Eemsmond;2020;;
859;Total municipal tax;Eemsmond;2021;;
860;Total municipal tax;Eemsmond;2022;;
861;Total municipal tax;Eemsmond;2023;;
862;Total municipal tax;Eemsmond;2024;;
863;Total municipal tax;Eemsmond;2025;;
864;Total municipal tax;Eersel;2017;7696.0;415.0
865;Total municipal tax;Eersel;2018;7749.0;413.0
866;Total municipal tax;Eersel;2019;8079.0;423.0
867;Total municipal tax;Eersel;2020;8234.0;426.0
868;Total municipal tax;Eersel;2021;8853.0;453.0
869;Total municipal tax;Eersel;2022;9146.0;461.0
870;Total municipal tax;Eersel;2023;9345.0;467.0
871;Total municipal tax;Eersel;2024;10092.0;500.0
872;Total municipal tax;Eersel;2025;10891.0;535.0
873;Total municipal tax;Eijsden-Margraten;2017;12216.0;483.0
874;Total municipal tax;Eijsden-Margraten;2018;12276.0;480.0
875;Total municipal tax;Eijsden-Margraten;2019;12227.0;477.0
876;Total municipal tax;Eijsden-Margraten;2020;12944.0;503.0
877;Total municipal tax;Eijsden-Margraten;2021;13685.0;528.0
