ID;Geslacht;Leeftijd;DoodsoorzakenUitgebreideLijst;Perioden;Overledenen_1
276;Totaal mannen en vrouwen;Totaal alle leeftijden;A07 Ov. intestinale zktn door protozoën;2020;0
277;Totaal mannen en vrouwen;Totaal alle leeftijden;A07 Ov. intestinale zktn door protozoën;2021;1
278;Totaal mannen en vrouwen;Totaal alle leeftijden;A07 Ov. intestinale zktn door protozoën;2022;0
279;Totaal mannen en vrouwen;Totaal alle leeftijden;A07 Ov. intestinale zktn door protozoën;2023;0
280;Totaal mannen en vrouwen;Totaal alle leeftijden;A08 Virale/ov. gespec. intestinale inf..;1996;26
281;Totaal mannen en vrouwen;Totaal alle leeftijden;A08 Virale/ov. gespec. intestinale inf..;1997;5
282;Totaal mannen en vrouwen;Totaal alle leeftijden;A08 Virale/ov. gespec. intestinale inf..;1998;16
283;Totaal mannen en vrouwen;Totaal alle leeftijden;A08 Virale/ov. gespec. intestinale inf..;1999;9
284;Totaal mannen en vrouwen;Totaal alle leeftijden;A08 Virale/ov. gespec. intestinale inf..;2000;12
285;Totaal mannen en vrouwen;Totaal alle leeftijden;A08 Virale/ov. gespec. intestinale inf..;2001;17
286;Totaal mannen en vrouwen;Totaal alle leeftijden;A08 Virale/ov. gespec. intestinale inf..;2002;24
287;Totaal mannen en vrouwen;Totaal alle leeftijden;A08 Virale/ov. gespec. intestinale inf..;2003;36
288;Totaal mannen en vrouwen;Totaal alle leeftijden;A08 Virale/ov. gespec. intestinale inf..;2004;38
289;Totaal mannen en vrouwen;Totaal alle leeftijden;A08 Virale/ov. gespec. intestinale inf..;2005;39
290;Totaal mannen en vrouwen;Totaal alle leeftijden;A08 Virale/ov. gespec. intestinale inf..;2006;40
291;Totaal mannen en vrouwen;Totaal alle leeftijden;A08 Virale/ov. gespec. intestinale inf..;2007;37
292;Totaal mannen en vrouwen;Totaal alle leeftijden;A08 Virale/ov. gespec. intestinale inf..;2008;58
293;Totaal mannen en vrouwen;Totaal alle leeftijden;A08 Virale/ov. gespec. intestinale inf..;2009;54
294;Totaal mannen en vrouwen;Totaal alle leeftijden;A08 Virale/ov. gespec. intestinale inf..;2010;67
295;Totaal mannen en vrouwen;Totaal alle leeftijden;A08 Virale/ov. gespec. intestinale inf..;2011;71
296;Totaal mannen en vrouwen;Totaal alle leeftijden;A08 Virale/ov. gespec. intestinale inf..;2012;76
297;Totaal mannen en vrouwen;Totaal alle leeftijden;A08 Virale/ov. gespec. intestinale inf..;2013;87
298;Totaal mannen en vrouwen;Totaal alle leeftijden;A08 Virale/ov. gespec. intestinale inf..;2014;75
299;Totaal mannen en vrouwen;Totaal alle leeftijden;A08 Virale/ov. gespec. intestinale inf..;2015;95
300;Totaal mannen en vrouwen;Totaal alle leeftijden;A08 Virale/ov. gespec. intestinale inf..;2016;108
301;Totaal mannen en vrouwen;Totaal alle leeftijden;A08 Virale/ov. gespec. intestinale inf..;2017;89
302;Totaal mannen en vrouwen;Totaal alle leeftijden;A08 Virale/ov. gespec. intestinale inf..;2018;119
303;Totaal mannen en vrouwen;Totaal alle leeftijden;A08 Virale/ov. gespec. intestinale inf..;2019;103
304;Totaal mannen en vrouwen;Totaal alle leeftijden;A08 Virale/ov. gespec. intestinale inf..;2020;60
305;Totaal mannen en vrouwen;Totaal alle leeftijden;A08 Virale/ov. gespec. intestinale inf..;2021;81
306;Totaal mannen en vrouwen;Totaal alle leeftijden;A08 Virale/ov. gespec. intestinale inf..;2022;120
307;Totaal mannen en vrouwen;Totaal alle leeftijden;A08 Virale/ov. gespec. intestinale inf..;2023;141
308;Totaal mannen en vrouwen;Totaal alle leeftijden;A09 Ov. gastro-enteritis/colitis...;1996;25
309;Totaal mannen en vrouwen;Totaal alle leeftijden;A09 Ov. gastro-enteritis/colitis...;1997;12
310;Totaal mannen en vrouwen;Totaal alle leeftijden;A09 Ov. gastro-enteritis/colitis...;1998;9
311;Totaal mannen en vrouwen;Totaal alle leeftijden;A09 Ov. gastro-enteritis/colitis...;1999;20
312;Totaal mannen en vrouwen;Totaal alle leeftijden;A09 Ov. gastro-enteritis/colitis...;2000;11
313;Totaal mannen en vrouwen;Totaal alle leeftijden;A09 Ov. gastro-enteritis/colitis...;2001;29
314;Totaal mannen en vrouwen;Totaal alle leeftijden;A09 Ov. gastro-enteritis/colitis...;2002;39
315;Totaal mannen en vrouwen;Totaal alle leeftijden;A09 Ov. gastro-enteritis/colitis...;2003;35
316;Totaal mannen en vrouwen;Totaal alle leeftijden;A09 Ov. gastro-enteritis/colitis...;2004;52
317;Totaal mannen en vrouwen;Totaal alle leeftijden;A09 Ov. gastro-enteritis/colitis...;2005;45
318;Totaal mannen en vrouwen;Totaal alle leeftijden;A09 Ov. gastro-enteritis/colitis...;2006;52
319;Totaal mannen en vrouwen;Totaal alle leeftijden;A09 Ov. gastro-enteritis/colitis...;2007;67
320;Totaal mannen en vrouwen;Totaal alle leeftijden;A09 Ov. gastro-enteritis/colitis...;2008;84
321;Totaal mannen en vrouwen;Totaal alle leeftijden;A09 Ov. gastro-enteritis/colitis...;2009;51
322;Totaal mannen en vrouwen;Totaal alle leeftijden;A09 Ov. gastro-enteritis/colitis...;2010;61
323;Totaal mannen en vrouwen;Totaal alle leeftijden;A09 Ov. gastro-enteritis/colitis...;2011;65
324;Totaal mannen en vrouwen;Totaal alle leeftijden;A09 Ov. gastro-enteritis/colitis...;2012;89
325;Totaal mannen en vrouwen;Totaal alle leeftijden;A09 Ov. gastro-enteritis/colitis...;2013;429
326;Totaal mannen en vrouwen;Totaal alle leeftijden;A09 Ov. gastro-enteritis/colitis...;2014;388
327;Totaal mannen en vrouwen;Totaal alle leeftijden;A09 Ov. gastro-enteritis/colitis...;2015;442
328;Totaal mannen en vrouwen;Totaal alle leeftijden;A09 Ov. gastro-enteritis/colitis...;2016;384
329;Totaal mannen en vrouwen;Totaal alle leeftijden;A09 Ov. gastro-enteritis/colitis...;2017;401
330;Totaal mannen en vrouwen;Totaal alle leeftijden;A09 Ov. gastro-enteritis/colitis...;2018;467
331;Totaal mannen en vrouwen;Totaal alle leeftijden;A09 Ov. gastro-enteritis/colitis...;2019;426
332;Totaal mannen en vrouwen;Totaal alle leeftijden;A09 Ov. gastro-enteritis/colitis...;2020;388
333;Totaal mannen en vrouwen;Totaal alle leeftijden;A09 Ov. gastro-enteritis/colitis...;2021;365
334;Totaal mannen en vrouwen;Totaal alle leeftijden;A09 Ov. gastro-enteritis/colitis...;2022;430
335;Totaal mannen en vrouwen;Totaal alle leeftijden;A09 Ov. gastro-enteritis/colitis...;2023;501
336;Totaal mannen en vrouwen;Totaal alle leeftijden;A15 Tuberculose ademhalingsstels. bact..;1996;2
337;Totaal mannen en vrouwen;Totaal alle leeftijden;A15 Tuberculose ademhalingsstels. bact..;1997;0
338;Totaal mannen en vrouwen;Totaal alle leeftijden;A15 Tuberculose ademhalingsstels. bact..;1998;1
339;Totaal mannen en vrouwen;Totaal alle leeftijden;A15 Tuberculose ademhalingsstels. bact..;1999;2
340;Totaal mannen en vrouwen;Totaal alle leeftijden;A15 Tuberculose ademhalingsstels. bact..;2000;1
341;Totaal mannen en vrouwen;Totaal alle leeftijden;A15 Tuberculose ademhalingsstels. bact..;2001;1
342;Totaal mannen en vrouwen;Totaal alle leeftijden;A15 Tuberculose ademhalingsstels. bact..;2002;0
343;Totaal mannen en vrouwen;Totaal alle leeftijden;A15 Tuberculose ademhalingsstels. bact..;2003;0
344;Totaal mannen en vrouwen;Totaal alle leeftijden;A15 Tuberculose ademhalingsstels. bact..;2004;1
345;Totaal mannen en vrouwen;Totaal alle leeftijden;A15 Tuberculose ademhalingsstels. bact..;2005;2
346;Totaal mannen en vrouwen;Totaal alle leeftijden;A15 Tuberculose ademhalingsstels. bact..;2006;2
347;Totaal mannen en vrouwen;Totaal alle leeftijden;A15 Tuberculose ademhalingsstels. bact..;2007;0
348;Totaal mannen en vrouwen;Totaal alle leeftijden;A15 Tuberculose ademhalingsstels. bact..;2008;0
349;Totaal mannen en vrouwen;Totaal alle leeftijden;A15 Tuberculose ademhalingsstels. bact..;2009;1
350;Totaal mannen en vrouwen;Totaal alle leeftijden;A15 Tuberculose ademhalingsstels. bact..;2010;1
351;Totaal mannen en vrouwen;Totaal alle leeftijden;A15 Tuberculose ademhalingsstels. bact..;2011;1
352;Totaal mannen en vrouwen;Totaal alle leeftijden;A15 Tuberculose ademhalingsstels. bact..;2012;0
353;Totaal mannen en vrouwen;Totaal alle leeftijden;A15 Tuberculose ademhalingsstels. bact..;2013;0
354;Totaal mannen en vrouwen;Totaal alle leeftijden;A15 Tuberculose ademhalingsstels. bact..;2014;0
355;Totaal mannen en vrouwen;Totaal alle leeftijden;A15 Tuberculose ademhalingsstels. bact..;2015;0
356;Totaal mannen en vrouwen;Totaal alle leeftijden;A15 Tuberculose ademhalingsstels. bact..;2016;0
357;Totaal mannen en vrouwen;Totaal alle leeftijden;A15 Tuberculose ademhalingsstels. bact..;2017;0
358;Totaal mannen en vrouwen;Totaal alle leeftijden;A15 Tuberculose ademhalingsstels. bact..;2018;0
359;Totaal mannen en vrouwen;Totaal alle leeftijden;A15 Tuberculose ademhalingsstels. bact..;2019;1
360;Totaal mannen en vrouwen;Totaal alle leeftijden;A15 Tuberculose ademhalingsstels. bact..;2020;0
361;Totaal mannen en vrouwen;Totaal alle leeftijden;A15 Tuberculose ademhalingsstels. bact..;2021;0
362;Totaal mannen en vrouwen;Totaal alle leeftijden;A15 Tuberculose ademhalingsstels. bact..;2022;0
363;Totaal mannen en vrouwen;Totaal alle leeftijden;A15 Tuberculose ademhalingsstels. bact..;2023;0
364;Totaal mannen en vrouwen;Totaal alle leeftijden;A16 Tuberculose ademhalingsstels. niet..;1996;26
365;Totaal mannen en vrouwen;Totaal alle leeftijden;A16 Tuberculose ademhalingsstels. niet..;1997;21
366;Totaal mannen en vrouwen;Totaal alle leeftijden;A16 Tuberculose ademhalingsstels. niet..;1998;20
367;Totaal mannen en vrouwen;Totaal alle leeftijden;A16 Tuberculose ademhalingsstels. niet..;1999;27
368;Totaal mannen en vrouwen;Totaal alle leeftijden;A16 Tuberculose ademhalingsstels. niet..;2000;20
369;Totaal mannen en vrouwen;Totaal alle leeftijden;A16 Tuberculose ademhalingsstels. niet..;2001;23
370;Totaal mannen en vrouwen;Totaal alle leeftijden;A16 Tuberculose ademhalingsstels. niet..;2002;27
371;Totaal mannen en vrouwen;Totaal alle leeftijden;A16 Tuberculose ademhalingsstels. niet..;2003;19
372;Totaal mannen en vrouwen;Totaal alle leeftijden;A16 Tuberculose ademhalingsstels. niet..;2004;27
373;Totaal mannen en vrouwen;Totaal alle leeftijden;A16 Tuberculose ademhalingsstels. niet..;2005;24
374;Totaal mannen en vrouwen;Totaal alle leeftijden;A16 Tuberculose ademhalingsstels. niet..;2006;23
375;Totaal mannen en vrouwen;Totaal alle leeftijden;A16 Tuberculose ademhalingsstels. niet..;2007;12
376;Totaal mannen en vrouwen;Totaal alle leeftijden;A16 Tuberculose ademhalingsstels. niet..;2008;21
377;Totaal mannen en vrouwen;Totaal alle leeftijden;A16 Tuberculose ademhalingsstels. niet..;2009;29
378;Totaal mannen en vrouwen;Totaal alle leeftijden;A16 Tuberculose ademhalingsstels. niet..;2010;23
379;Totaal mannen en vrouwen;Totaal alle leeftijden;A16 Tuberculose ademhalingsstels. niet..;2011;13
380;Totaal mannen en vrouwen;Totaal alle leeftijden;A16 Tuberculose ademhalingsstels. niet..;2012;12
381;Totaal mannen en vrouwen;Totaal alle leeftijden;A16 Tuberculose ademhalingsstels. niet..;2013;20
382;Totaal mannen en vrouwen;Totaal alle leeftijden;A16 Tuberculose ademhalingsstels. niet..;2014;13
383;Totaal mannen en vrouwen;Totaal alle leeftijden;A16 Tuberculose ademhalingsstels. niet..;2015;9
384;Totaal mannen en vrouwen;Totaal alle leeftijden;A16 Tuberculose ademhalingsstels. niet..;2016;12
385;Totaal mannen en vrouwen;Totaal alle leeftijden;A16 Tuberculose ademhalingsstels. niet..;2017;12
386;Totaal mannen en vrouwen;Totaal alle leeftijden;A16 Tuberculose ademhalingsstels. niet..;2018;15
387;Totaal mannen en vrouwen;Totaal alle leeftijden;A16 Tuberculose ademhalingsstels. niet..;2019;8
388;Totaal mannen en vrouwen;Totaal alle leeftijden;A16 Tuberculose ademhalingsstels. niet..;2020;10
389;Totaal mannen en vrouwen;Totaal alle leeftijden;A16 Tuberculose ademhalingsstels. niet..;2021;12
390;Totaal mannen en vrouwen;Totaal alle leeftijden;A16 Tuberculose ademhalingsstels. niet..;2022;10
391;Totaal mannen en vrouwen;Totaal alle leeftijden;A16 Tuberculose ademhalingsstels. niet..;2023;12
392;Totaal mannen en vrouwen;Totaal alle leeftijden;A17 Tuberculose van zenuwstelsel;1996;1
393;Totaal mannen en vrouwen;Totaal alle leeftijden;A17 Tuberculose van zenuwstelsel;1997;4
394;Totaal mannen en vrouwen;Totaal alle leeftijden;A17 Tuberculose van zenuwstelsel;1998;4
395;Totaal mannen en vrouwen;Totaal alle leeftijden;A17 Tuberculose van zenuwstelsel;1999;2
396;Totaal mannen en vrouwen;Totaal alle leeftijden;A17 Tuberculose van zenuwstelsel;2000;3
397;Totaal mannen en vrouwen;Totaal alle leeftijden;A17 Tuberculose van zenuwstelsel;2001;5
398;Totaal mannen en vrouwen;Totaal alle leeftijden;A17 Tuberculose van zenuwstelsel;2002;5
399;Totaal mannen en vrouwen;Totaal alle leeftijden;A17 Tuberculose van zenuwstelsel;2003;3
400;Totaal mannen en vrouwen;Totaal alle leeftijden;A17 Tuberculose van zenuwstelsel;2004;1
401;Totaal mannen en vrouwen;Totaal alle leeftijden;A17 Tuberculose van zenuwstelsel;2005;1
402;Totaal mannen en vrouwen;Totaal alle leeftijden;A17 Tuberculose van zenuwstelsel;2006;2
403;Totaal mannen en vrouwen;Totaal alle leeftijden;A17 Tuberculose van zenuwstelsel;2007;0
404;Totaal mannen en vrouwen;Totaal alle leeftijden;A17 Tuberculose van zenuwstelsel;2008;1
405;Totaal mannen en vrouwen;Totaal alle leeftijden;A17 Tuberculose van zenuwstelsel;2009;2
406;Totaal mannen en vrouwen;Totaal alle leeftijden;A17 Tuberculose van zenuwstelsel;2010;2
407;Totaal mannen en vrouwen;Totaal alle leeftijden;A17 Tuberculose van zenuwstelsel;2011;1
408;Totaal mannen en vrouwen;Totaal alle leeftijden;A17 Tuberculose van zenuwstelsel;2012;2
409;Totaal mannen en vrouwen;Totaal alle leeftijden;A17 Tuberculose van zenuwstelsel;2013;1
410;Totaal mannen en vrouwen;Totaal alle leeftijden;A17 Tuberculose van zenuwstelsel;2014;3
411;Totaal mannen en vrouwen;Totaal alle leeftijden;A17 Tuberculose van zenuwstelsel;2015;2
412;Totaal mannen en vrouwen;Totaal alle leeftijden;A17 Tuberculose van zenuwstelsel;2016;1
413;Totaal mannen en vrouwen;Totaal alle leeftijden;A17 Tuberculose van zenuwstelsel;2017;0
414;Totaal mannen en vrouwen;Totaal alle leeftijden;A17 Tuberculose van zenuwstelsel;2018;0
415;Totaal mannen en vrouwen;Totaal alle leeftijden;A17 Tuberculose van zenuwstelsel;2019;1
416;Totaal mannen en vrouwen;Totaal alle leeftijden;A17 Tuberculose van zenuwstelsel;2020;0
417;Totaal mannen en vrouwen;Totaal alle leeftijden;A17 Tuberculose van zenuwstelsel;2021;0
418;Totaal mannen en vrouwen;Totaal alle leeftijden;A17 Tuberculose van zenuwstelsel;2022;1
419;Totaal mannen en vrouwen;Totaal alle leeftijden;A17 Tuberculose van zenuwstelsel;2023;0
420;Totaal mannen en vrouwen;Totaal alle leeftijden;A18 Tuberculose van overige organen;1996;2
421;Totaal mannen en vrouwen;Totaal alle leeftijden;A18 Tuberculose van overige organen;1997;1
422;Totaal mannen en vrouwen;Totaal alle leeftijden;A18 Tuberculose van overige organen;1998;1
423;Totaal mannen en vrouwen;Totaal alle leeftijden;A18 Tuberculose van overige organen;1999;3
424;Totaal mannen en vrouwen;Totaal alle leeftijden;A18 Tuberculose van overige organen;2000;2
425;Totaal mannen en vrouwen;Totaal alle leeftijden;A18 Tuberculose van overige organen;2001;11
426;Totaal mannen en vrouwen;Totaal alle leeftijden;A18 Tuberculose van overige organen;2002;6
427;Totaal mannen en vrouwen;Totaal alle leeftijden;A18 Tuberculose van overige organen;2003;3
428;Totaal mannen en vrouwen;Totaal alle leeftijden;A18 Tuberculose van overige organen;2004;3
429;Totaal mannen en vrouwen;Totaal alle leeftijden;A18 Tuberculose van overige organen;2005;3
430;Totaal mannen en vrouwen;Totaal alle leeftijden;A18 Tuberculose van overige organen;2006;2
431;Totaal mannen en vrouwen;Totaal alle leeftijden;A18 Tuberculose van overige organen;2007;5
432;Totaal mannen en vrouwen;Totaal alle leeftijden;A18 Tuberculose van overige organen;2008;2
433;Totaal mannen en vrouwen;Totaal alle leeftijden;A18 Tuberculose van overige organen;2009;0
434;Totaal mannen en vrouwen;Totaal alle leeftijden;A18 Tuberculose van overige organen;2010;2
435;Totaal mannen en vrouwen;Totaal alle leeftijden;A18 Tuberculose van overige organen;2011;3
436;Totaal mannen en vrouwen;Totaal alle leeftijden;A18 Tuberculose van overige organen;2012;0
437;Totaal mannen en vrouwen;Totaal alle leeftijden;A18 Tuberculose van overige organen;2013;2
438;Totaal mannen en vrouwen;Totaal alle leeftijden;A18 Tuberculose van overige organen;2014;2
439;Totaal mannen en vrouwen;Totaal alle leeftijden;A18 Tuberculose van overige organen;2015;1
440;Totaal mannen en vrouwen;Totaal alle leeftijden;A18 Tuberculose van overige organen;2016;1
441;Totaal mannen en vrouwen;Totaal alle leeftijden;A18 Tuberculose van overige organen;2017;1
442;Totaal mannen en vrouwen;Totaal alle leeftijden;A18 Tuberculose van overige organen;2018;1
443;Totaal mannen en vrouwen;Totaal alle leeftijden;A18 Tuberculose van overige organen;2019;0
444;Totaal mannen en vrouwen;Totaal alle leeftijden;A18 Tuberculose van overige organen;2020;2
445;Totaal mannen en vrouwen;Totaal alle leeftijden;A18 Tuberculose van overige organen;2021;3
446;Totaal mannen en vrouwen;Totaal alle leeftijden;A18 Tuberculose van overige organen;2022;0
447;Totaal mannen en vrouwen;Totaal alle leeftijden;A18 Tuberculose van overige organen;2023;0
448;Totaal mannen en vrouwen;Totaal alle leeftijden;A19 Miliaire tuberculose;1996;2
449;Totaal mannen en vrouwen;Totaal alle leeftijden;A19 Miliaire tuberculose;1997;12
450;Totaal mannen en vrouwen;Totaal alle leeftijden;A19 Miliaire tuberculose;1998;3
451;Totaal mannen en vrouwen;Totaal alle leeftijden;A19 Miliaire tuberculose;1999;8
452;Totaal mannen en vrouwen;Totaal alle leeftijden;A19 Miliaire tuberculose;2000;6
453;Totaal mannen en vrouwen;Totaal alle leeftijden;A19 Miliaire tuberculose;2001;4
454;Totaal mannen en vrouwen;Totaal alle leeftijden;A19 Miliaire tuberculose;2002;1
455;Totaal mannen en vrouwen;Totaal alle leeftijden;A19 Miliaire tuberculose;2003;8
456;Totaal mannen en vrouwen;Totaal alle leeftijden;A19 Miliaire tuberculose;2004;2
457;Totaal mannen en vrouwen;Totaal alle leeftijden;A19 Miliaire tuberculose;2005;2
458;Totaal mannen en vrouwen;Totaal alle leeftijden;A19 Miliaire tuberculose;2006;2
459;Totaal mannen en vrouwen;Totaal alle leeftijden;A19 Miliaire tuberculose;2007;3
460;Totaal mannen en vrouwen;Totaal alle leeftijden;A19 Miliaire tuberculose;2008;1
461;Totaal mannen en vrouwen;Totaal alle leeftijden;A19 Miliaire tuberculose;2009;5
462;Totaal mannen en vrouwen;Totaal alle leeftijden;A19 Miliaire tuberculose;2010;4
463;Totaal mannen en vrouwen;Totaal alle leeftijden;A19 Miliaire tuberculose;2011;1
464;Totaal mannen en vrouwen;Totaal alle leeftijden;A19 Miliaire tuberculose;2012;1
465;Totaal mannen en vrouwen;Totaal alle leeftijden;A19 Miliaire tuberculose;2013;0
466;Totaal mannen en vrouwen;Totaal alle leeftijden;A19 Miliaire tuberculose;2014;1
467;Totaal mannen en vrouwen;Totaal alle leeftijden;A19 Miliaire tuberculose;2015;4
468;Totaal mannen en vrouwen;Totaal alle leeftijden;A19 Miliaire tuberculose;2016;1
469;Totaal mannen en vrouwen;Totaal alle leeftijden;A19 Miliaire tuberculose;2017;1
470;Totaal mannen en vrouwen;Totaal alle leeftijden;A19 Miliaire tuberculose;2018;0
471;Totaal mannen en vrouwen;Totaal alle leeftijden;A19 Miliaire tuberculose;2019;0
472;Totaal mannen en vrouwen;Totaal alle leeftijden;A19 Miliaire tuberculose;2020;1
473;Totaal mannen en vrouwen;Totaal alle leeftijden;A19 Miliaire tuberculose;2021;1
474;Totaal mannen en vrouwen;Totaal alle leeftijden;A19 Miliaire tuberculose;2022;0
475;Totaal mannen en vrouwen;Totaal alle leeftijden;A19 Miliaire tuberculose;2023;1
476;Totaal mannen en vrouwen;Totaal alle leeftijden;A20 Pest;1996;0
477;Totaal mannen en vrouwen;Totaal alle leeftijden;A20 Pest;1997;0
478;Totaal mannen en vrouwen;Totaal alle leeftijden;A20 Pest;1998;0
479;Totaal mannen en vrouwen;Totaal alle leeftijden;A20 Pest;1999;0
480;Totaal mannen en vrouwen;Totaal alle leeftijden;A20 Pest;2000;0
481;Totaal mannen en vrouwen;Totaal alle leeftijden;A20 Pest;2001;0
482;Totaal mannen en vrouwen;Totaal alle leeftijden;A20 Pest;2002;0
483;Totaal mannen en vrouwen;Totaal alle leeftijden;A20 Pest;2003;0
484;Totaal mannen en vrouwen;Totaal alle leeftijden;A20 Pest;2004;0
485;Totaal mannen en vrouwen;Totaal alle leeftijden;A20 Pest;2005;0
486;Totaal mannen en vrouwen;Totaal alle leeftijden;A20 Pest;2006;0
487;Totaal mannen en vrouwen;Totaal alle leeftijden;A20 Pest;2007;0
