ID;Geslacht;OnderwijsniveauPaar;Perioden;Personen25JaarEnOuderMetPartner_1
1467;Vrouwen;Hbo-, wo-master - partner basisonderwijs;2012;4
1468;Vrouwen;Hbo-, wo-master - partner basisonderwijs;2013;5
1469;Vrouwen;Hbo-, wo-master - partner basisonderwijs;2014;5
1470;Vrouwen;Hbo-, wo-master - partner basisonderwijs;2015;6
1471;Vrouwen;Hbo-, wo-master - partner basisonderwijs;2016;5
1472;Vrouwen;Hbo-, wo-master - partner basisonderwijs;2017;4
1473;Vrouwen;Hbo-, wo-master - partner basisonderwijs;2018;4
1474;Vrouwen;Hbo-, wo-master - partner basisonderwijs;2019;5
1475;Vrouwen;Hbo-, wo-master - partner basisonderwijs;2020;6
1476;Vrouwen;Hbo-, wo-master - partner vmbo/mbo1;2003;6
1477;Vrouwen;Hbo-, wo-master - partner vmbo/mbo1;2004;8
1478;Vrouwen;Hbo-, wo-master - partner vmbo/mbo1;2005;9
1479;Vrouwen;Hbo-, wo-master - partner vmbo/mbo1;2006;8
1480;Vrouwen;Hbo-, wo-master - partner vmbo/mbo1;2007;8
1481;Vrouwen;Hbo-, wo-master - partner vmbo/mbo1;2008;11
1482;Vrouwen;Hbo-, wo-master - partner vmbo/mbo1;2009;13
1483;Vrouwen;Hbo-, wo-master - partner vmbo/mbo1;2010;14
1484;Vrouwen;Hbo-, wo-master - partner vmbo/mbo1;2011;14
1485;Vrouwen;Hbo-, wo-master - partner vmbo/mbo1;2012;13
1486;Vrouwen;Hbo-, wo-master - partner vmbo/mbo1;2013;12
1487;Vrouwen;Hbo-, wo-master - partner vmbo/mbo1;2014;13
1488;Vrouwen;Hbo-, wo-master - partner vmbo/mbo1;2015;12
1489;Vrouwen;Hbo-, wo-master - partner vmbo/mbo1;2016;15
1490;Vrouwen;Hbo-, wo-master - partner vmbo/mbo1;2017;14
1491;Vrouwen;Hbo-, wo-master - partner vmbo/mbo1;2018;16
1492;Vrouwen;Hbo-, wo-master - partner vmbo/mbo1;2019;15
1493;Vrouwen;Hbo-, wo-master - partner vmbo/mbo1;2020;14
1494;Vrouwen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2003;41
1495;Vrouwen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2004;55
1496;Vrouwen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2005;56
1497;Vrouwen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2006;62
1498;Vrouwen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2007;63
1499;Vrouwen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2008;55
1500;Vrouwen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2009;59
1501;Vrouwen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2010;65
1502;Vrouwen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2011;62
1503;Vrouwen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2012;61
1504;Vrouwen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2013;77
1505;Vrouwen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2014;77
1506;Vrouwen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2015;83
1507;Vrouwen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2016;85
1508;Vrouwen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2017;91
1509;Vrouwen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2018;91
1510;Vrouwen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2019;99
1511;Vrouwen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2020;101
1512;Vrouwen;Hbo-, wo-master - partner hbo-, wo-bach.;2003;51
1513;Vrouwen;Hbo-, wo-master - partner hbo-, wo-bach.;2004;60
1514;Vrouwen;Hbo-, wo-master - partner hbo-, wo-bach.;2005;65
1515;Vrouwen;Hbo-, wo-master - partner hbo-, wo-bach.;2006;71
1516;Vrouwen;Hbo-, wo-master - partner hbo-, wo-bach.;2007;70
1517;Vrouwen;Hbo-, wo-master - partner hbo-, wo-bach.;2008;81
1518;Vrouwen;Hbo-, wo-master - partner hbo-, wo-bach.;2009;83
1519;Vrouwen;Hbo-, wo-master - partner hbo-, wo-bach.;2010;84
1520;Vrouwen;Hbo-, wo-master - partner hbo-, wo-bach.;2011;90
1521;Vrouwen;Hbo-, wo-master - partner hbo-, wo-bach.;2012;95
1522;Vrouwen;Hbo-, wo-master - partner hbo-, wo-bach.;2013;108
1523;Vrouwen;Hbo-, wo-master - partner hbo-, wo-bach.;2014;105
1524;Vrouwen;Hbo-, wo-master - partner hbo-, wo-bach.;2015;113
1525;Vrouwen;Hbo-, wo-master - partner hbo-, wo-bach.;2016;119
1526;Vrouwen;Hbo-, wo-master - partner hbo-, wo-bach.;2017;131
1527;Vrouwen;Hbo-, wo-master - partner hbo-, wo-bach.;2018;143
1528;Vrouwen;Hbo-, wo-master - partner hbo-, wo-bach.;2019;152
1529;Vrouwen;Hbo-, wo-master - partner hbo-, wo-bach.;2020;163
1530;Vrouwen;Beiden hbo-, wo-master;2003;123
1531;Vrouwen;Beiden hbo-, wo-master;2004;139
1532;Vrouwen;Beiden hbo-, wo-master;2005;155
1533;Vrouwen;Beiden hbo-, wo-master;2006;167
1534;Vrouwen;Beiden hbo-, wo-master;2007;172
1535;Vrouwen;Beiden hbo-, wo-master;2008;186
1536;Vrouwen;Beiden hbo-, wo-master;2009;181
1537;Vrouwen;Beiden hbo-, wo-master;2010;181
1538;Vrouwen;Beiden hbo-, wo-master;2011;171
1539;Vrouwen;Beiden hbo-, wo-master;2012;185
1540;Vrouwen;Beiden hbo-, wo-master;2013;199
1541;Vrouwen;Beiden hbo-, wo-master;2014;222
1542;Vrouwen;Beiden hbo-, wo-master;2015;222
1543;Vrouwen;Beiden hbo-, wo-master;2016;228
1544;Vrouwen;Beiden hbo-, wo-master;2017;246
1545;Vrouwen;Beiden hbo-, wo-master;2018;256
1546;Vrouwen;Beiden hbo-, wo-master;2019;269
1547;Vrouwen;Beiden hbo-, wo-master;2020;290
1548;Vrouwen;Lager onderwijsniveau dan partner;2003;1502
1549;Vrouwen;Lager onderwijsniveau dan partner;2004;1501
1550;Vrouwen;Lager onderwijsniveau dan partner;2005;1495
1551;Vrouwen;Lager onderwijsniveau dan partner;2006;1496
1552;Vrouwen;Lager onderwijsniveau dan partner;2007;1463
1553;Vrouwen;Lager onderwijsniveau dan partner;2008;1512
1554;Vrouwen;Lager onderwijsniveau dan partner;2009;1516
1555;Vrouwen;Lager onderwijsniveau dan partner;2010;1503
1556;Vrouwen;Lager onderwijsniveau dan partner;2011;1465
1557;Vrouwen;Lager onderwijsniveau dan partner;2012;1449
1558;Vrouwen;Lager onderwijsniveau dan partner;2013;1426
1559;Vrouwen;Lager onderwijsniveau dan partner;2014;1400
1560;Vrouwen;Lager onderwijsniveau dan partner;2015;1418
1561;Vrouwen;Lager onderwijsniveau dan partner;2016;1371
1562;Vrouwen;Lager onderwijsniveau dan partner;2017;1341
1563;Vrouwen;Lager onderwijsniveau dan partner;2018;1345
1564;Vrouwen;Lager onderwijsniveau dan partner;2019;1342
1565;Vrouwen;Lager onderwijsniveau dan partner;2020;1345
1566;Vrouwen;Gelijk onderwijsniveau;2003;1622
1567;Vrouwen;Gelijk onderwijsniveau;2004;1595
1568;Vrouwen;Gelijk onderwijsniveau;2005;1599
1569;Vrouwen;Gelijk onderwijsniveau;2006;1624
1570;Vrouwen;Gelijk onderwijsniveau;2007;1634
1571;Vrouwen;Gelijk onderwijsniveau;2008;1630
1572;Vrouwen;Gelijk onderwijsniveau;2009;1620
1573;Vrouwen;Gelijk onderwijsniveau;2010;1609
1574;Vrouwen;Gelijk onderwijsniveau;2011;1615
1575;Vrouwen;Gelijk onderwijsniveau;2012;1610
1576;Vrouwen;Gelijk onderwijsniveau;2013;1654
1577;Vrouwen;Gelijk onderwijsniveau;2014;1685
1578;Vrouwen;Gelijk onderwijsniveau;2015;1667
1579;Vrouwen;Gelijk onderwijsniveau;2016;1693
1580;Vrouwen;Gelijk onderwijsniveau;2017;1706
1581;Vrouwen;Gelijk onderwijsniveau;2018;1717
1582;Vrouwen;Gelijk onderwijsniveau;2019;1731
1583;Vrouwen;Gelijk onderwijsniveau;2020;1751
1584;Vrouwen;Hoger onderwijsniveau dan partner;2003;851
1585;Vrouwen;Hoger onderwijsniveau dan partner;2004;868
1586;Vrouwen;Hoger onderwijsniveau dan partner;2005;865
1587;Vrouwen;Hoger onderwijsniveau dan partner;2006;874
1588;Vrouwen;Hoger onderwijsniveau dan partner;2007;883
1589;Vrouwen;Hoger onderwijsniveau dan partner;2008;924
1590;Vrouwen;Hoger onderwijsniveau dan partner;2009;954
1591;Vrouwen;Hoger onderwijsniveau dan partner;2010;966
1592;Vrouwen;Hoger onderwijsniveau dan partner;2011;1004
1593;Vrouwen;Hoger onderwijsniveau dan partner;2012;999
1594;Vrouwen;Hoger onderwijsniveau dan partner;2013;922
1595;Vrouwen;Hoger onderwijsniveau dan partner;2014;954
1596;Vrouwen;Hoger onderwijsniveau dan partner;2015;976
1597;Vrouwen;Hoger onderwijsniveau dan partner;2016;979
1598;Vrouwen;Hoger onderwijsniveau dan partner;2017;1016
1599;Vrouwen;Hoger onderwijsniveau dan partner;2018;1016
1600;Vrouwen;Hoger onderwijsniveau dan partner;2019;1014
1601;Vrouwen;Hoger onderwijsniveau dan partner;2020;1021
1602;Vrouwen;Onderwijsniveau onbekend;2003;42
1603;Vrouwen;Onderwijsniveau onbekend;2004;68
1604;Vrouwen;Onderwijsniveau onbekend;2005;67
1605;Vrouwen;Onderwijsniveau onbekend;2006;64
1606;Vrouwen;Onderwijsniveau onbekend;2007;64
1607;Vrouwen;Onderwijsniveau onbekend;2008;45
1608;Vrouwen;Onderwijsniveau onbekend;2009;39
1609;Vrouwen;Onderwijsniveau onbekend;2010;50
1610;Vrouwen;Onderwijsniveau onbekend;2011;54
1611;Vrouwen;Onderwijsniveau onbekend;2012;63
1612;Vrouwen;Onderwijsniveau onbekend;2013;128
1613;Vrouwen;Onderwijsniveau onbekend;2014;93
1614;Vrouwen;Onderwijsniveau onbekend;2015;93
1615;Vrouwen;Onderwijsniveau onbekend;2016;116
1616;Vrouwen;Onderwijsniveau onbekend;2017;123
1617;Vrouwen;Onderwijsniveau onbekend;2018;120
1618;Vrouwen;Onderwijsniveau onbekend;2019;124
1619;Vrouwen;Onderwijsniveau onbekend;2020;131
