ID;Afzet;BedrijfstakkenBranchesSBI2008;Perioden;ProducentenprijsindexPPI_1;MaandmutatiePPI_2;JaarmutatiePPI_3;Wegingscoefficient_4
310;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2023 december;;;;11985
311;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2023;299.8;;;11985
312;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2012 januari;100.7;;;596
313;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2012 februari;100.5;-0.1;;596
314;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2012 maart;100.3;-0.2;;596
315;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2012 april;101.1;0.8;;596
316;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2012 mei;101.3;0.2;;596
317;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2012 juni;102.3;0.9;;596
318;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2012 juli;101.4;-0.9;;596
319;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2012 augustus;102.0;0.6;;596
320;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2012 september;101.7;-0.4;;596
321;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2012 oktober;102.2;0.5;;596
322;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2012 november;102.4;0.2;;596
323;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2012 december;102.2;-0.2;;596
324;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2012;101.5;;;596
325;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2013 januari;101.6;-0.6;1.0;596
326;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2013 februari;101.6;0.0;1.1;596
327;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2013 maart;101.9;0.3;1.6;596
328;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2013 april;102.2;0.3;1.0;596
329;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2013 mei;102.1;-0.1;0.8;596
330;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2013 juni;101.6;-0.4;-0.6;596
331;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2013 juli;99.0;-2.6;-2.3;596
332;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2013 augustus;99.5;0.5;-2.5;596
333;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2013 september;99.0;-0.6;-2.7;596
334;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2013 oktober;100.4;1.5;-1.8;596
335;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2013 november;99.8;-0.6;-2.5;596
336;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2013 december;100.0;0.2;-2.1;596
337;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2013;100.7;;-0.8;596
338;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2014 januari;100.6;0.6;-1.0;596
339;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2014 februari;99.5;-1.1;-2.1;596
340;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2014 maart;100.0;0.5;-1.9;596
341;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2014 april;100.5;0.5;-1.6;596
342;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2014 mei;100.7;0.3;-1.3;596
343;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2014 juni;100.8;0.0;-0.9;596
344;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2014 juli;98.6;-2.1;-0.4;596
345;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2014 augustus;98.2;-0.4;-1.3;596
346;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2014 september;98.0;-0.2;-0.9;596
347;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2014 oktober;96.4;-1.7;-4.0;596
348;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2014 november;96.0;-0.4;-3.8;596
349;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2014 december;97.7;1.7;-2.4;596
350;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2014;98.9;;-1.8;596
351;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2015 januari;98.4;0.7;-2.2;596
352;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2015 februari;98.8;0.5;-0.7;596
353;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2015 maart;99.1;0.2;-0.9;596
354;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2015 april;99.4;0.4;-1.0;596
355;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2015 mei;100.7;1.2;-0.1;596
356;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2015 juni;100.4;-0.2;-0.3;596
357;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2015 juli;101.7;1.2;3.1;596
358;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2015 augustus;101.8;0.1;3.7;596
359;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2015 september;101.1;-0.7;3.1;596
360;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2015 oktober;100.0;-1.0;3.7;596
361;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2015 november;99.6;-0.4;3.7;596
362;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2015 december;99.0;-0.6;1.3;596
363;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2015;100.0;;1.1;596
364;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2016 januari;98.7;-0.3;0.3;596
365;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2016 februari;98.7;0.0;-0.1;596
366;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2016 maart;98.8;0.1;-0.3;596
367;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2016 april;99.3;0.6;-0.1;596
368;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2016 mei;98.9;-0.4;-1.8;596
369;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2016 juni;98.6;-0.3;-1.9;596
370;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2016 juli;98.7;0.2;-2.9;596
371;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2016 augustus;98.8;0.0;-3.0;596
372;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2016 september;97.3;-1.5;-3.7;596
373;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2016 oktober;97.6;0.4;-2.4;596
374;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2016 november;97.7;0.1;-1.8;596
375;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2016 december;97.9;0.1;-1.1;596
376;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2016;98.4;;-1.6;596
377;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2017 januari;98.6;0.8;0.0;596
378;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2017 februari;99.8;1.2;1.1;596
379;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2017 maart;99.6;-0.2;0.8;596
380;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2017 april;100.3;0.6;0.9;596
381;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2017 mei;99.9;-0.4;1.0;596
382;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2017 juni;99.2;-0.7;0.6;596
383;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2017 juli;98.5;-0.8;-0.3;596
384;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2017 augustus;98.4;-0.1;-0.4;596
385;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2017 september;98.5;0.1;1.3;596
386;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2017 oktober;98.3;-0.2;0.7;596
387;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2017 november;98.8;0.5;1.1;596
388;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2017 december;98.9;0.1;1.1;596
389;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2017;99.1;;0.7;596
390;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2018 januari;102.3;3.5;3.8;596
391;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2018 februari;102.3;0.0;2.5;596
392;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2018 maart;103.1;0.7;3.5;596
393;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2018 april;102.6;-0.5;2.3;596
394;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2018 mei;102.5;-0.1;2.7;596
395;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2018 juni;102.3;-0.2;3.1;596
396;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2018 juli;103.7;1.3;5.3;596
397;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2018 augustus;103.3;-0.3;5.0;596
398;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2018 september;103.7;0.3;5.2;596
399;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2018 oktober;104.9;1.2;6.7;596
400;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2018 november;105.2;0.3;6.5;596
401;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2018 december;105.1;-0.1;6.3;596
402;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2018;103.4;;4.4;596
403;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2019 januari;105.9;0.7;3.5;596
404;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2019 februari;106.1;0.2;3.6;596
405;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2019 maart;105.5;-0.5;2.3;596
406;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2019 april;109.1;3.4;6.3;596
407;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2019 mei;110.0;0.9;7.3;596
408;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2019 juni;109.1;-0.9;6.6;596
409;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2019 juli;108.3;-0.7;4.5;596
410;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2019 augustus;108.8;0.5;5.4;596
411;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2019 september;111.7;2.6;7.7;596
412;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2019 oktober;112.6;0.8;7.3;596
413;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2019 november;112.3;-0.2;6.8;596
414;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2019 december;113.3;0.8;7.8;596
415;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2019;109.3;;5.7;596
416;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2020 januari;112.4;-0.8;6.1;596
417;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2020 februari;113.4;0.9;6.9;596
418;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2020 maart;112.8;-0.5;6.9;596
419;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2020 april;113.5;0.7;4.1;596
420;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2020 mei;112.2;-1.2;2.0;596
421;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2020 juni;112.1;-0.1;2.8;596
422;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2020 juli;109.6;-2.2;1.2;596
423;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2020 augustus;110.3;0.7;1.3;596
424;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2020 september;109.2;-1.0;-2.3;596
425;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2020 oktober;111.2;1.9;-1.2;596
426;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2020 november;111.2;0.0;-1.0;596
427;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2020 december;111.4;0.2;-1.6;596
428;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2020;111.6;;2.0;596
429;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2021 januari;111.4;0.0;-0.9;596
430;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2021 februari;111.8;0.4;-1.4;596
431;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2021 maart;112.4;0.5;-0.3;596
432;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2021 april;113.8;1.3;0.3;596
433;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2021 mei;113.6;-0.2;1.3;596
434;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2021 juni;113.6;0.0;1.4;596
435;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2021 juli;116.7;2.7;6.5;596
436;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2021 augustus;117.4;0.7;6.5;596
437;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2021 september;117.6;0.1;7.7;596
438;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2021 oktober;121.4;3.2;9.1;596
439;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2021 november;122.0;0.5;9.7;596
440;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2021 december;123.8;1.5;11.2;596
441;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2021;116.3;;4.2;596
442;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2022 januari;129.4;4.5;16.2;596
443;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2022 februari;131.7;1.8;17.8;596
444;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2022 maart;133.1;1.0;18.4;596
445;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2022 april;137.8;3.5;21.0;596
446;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2022 mei;138.1;0.2;21.5;596
447;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2022 juni;137.8;-0.2;21.3;596
448;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2022 juli;138.7;0.6;18.9;596
449;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2022 augustus;140.3;1.2;19.4;596
450;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2022 september;142.0;1.2;20.7;596
451;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2022 oktober;141.9;-0.1;16.9;596
452;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2022 november;156.6;10.4;28.4;596
453;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2022 december ;155.9;-0.4;25.9;596
454;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2022;140.3;;20.6;596
455;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2023 januari;150.0;-3.8;15.9;596
456;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2023 februari;143.9;-4.1;9.2;596
457;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2023 maart;140.7;-2.2;5.7;596
458;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2023 april;142.1;1.0;3.1;596
459;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2023 mei;141.4;-0.5;2.4;596
460;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2023 juni;140.7;-0.5;2.1;596
461;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2023 juli;145.2;3.2;4.7;596
462;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2023 augustus;144.7;-0.3;3.1;596
463;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2023 september;145.6;0.6;2.6;596
464;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2023 oktober;145.8;0.2;2.8;596
465;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2023 november;144.9;-0.6;-7.5;596
466;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2023 december;144.5;-0.3;-7.3;596
467;Totaal afzetprijzen;08 Delfstoffenwinning (geen olie en gas);2023;144.1;;2.7;596
468;Totaal afzetprijzen;C Industrie;2012 januari;107.0;;;247932
469;Totaal afzetprijzen;C Industrie;2012 februari;108.0;0.9;;247932
470;Totaal afzetprijzen;C Industrie;2012 maart;108.9;0.8;;247932
471;Totaal afzetprijzen;C Industrie;2012 april;108.9;0.0;;247932
472;Totaal afzetprijzen;C Industrie;2012 mei;108.1;-0.7;;247932
473;Totaal afzetprijzen;C Industrie;2012 juni;106.4;-1.5;;247932
474;Totaal afzetprijzen;C Industrie;2012 juli;107.4;0.9;;247932
475;Totaal afzetprijzen;C Industrie;2012 augustus;109.0;1.5;;247932
476;Totaal afzetprijzen;C Industrie;2012 september;109.5;0.4;;247932
477;Totaal afzetprijzen;C Industrie;2012 oktober;109.1;-0.4;;247932
478;Totaal afzetprijzen;C Industrie;2012 november;108.4;-0.6;;247932
479;Totaal afzetprijzen;C Industrie;2012 december;107.8;-0.6;;247932
480;Totaal afzetprijzen;C Industrie;2012;108.2;;;247932
481;Totaal afzetprijzen;C Industrie;2013 januari;108.0;0.2;0.9;247932
482;Totaal afzetprijzen;C Industrie;2013 februari;108.8;0.8;0.8;247932
483;Totaal afzetprijzen;C Industrie;2013 maart;108.0;-0.7;-0.8;247932
484;Totaal afzetprijzen;C Industrie;2013 april;107.0;-1.0;-1.7;247932
485;Totaal afzetprijzen;C Industrie;2013 mei;106.7;-0.3;-1.3;247932
486;Totaal afzetprijzen;C Industrie;2013 juni;106.3;-0.3;-0.1;247932
487;Totaal afzetprijzen;C Industrie;2013 juli;106.9;0.5;-0.5;247932
488;Totaal afzetprijzen;C Industrie;2013 augustus;107.0;0.1;-1.9;247932
489;Totaal afzetprijzen;C Industrie;2013 september;106.9;-0.1;-2.4;247932
490;Totaal afzetprijzen;C Industrie;2013 oktober;105.9;-0.9;-2.9;247932
491;Totaal afzetprijzen;C Industrie;2013 november;105.9;0.0;-2.3;247932
492;Totaal afzetprijzen;C Industrie;2013 december;106.2;0.2;-1.5;247932
493;Totaal afzetprijzen;C Industrie;2013;107.0;;-1.1;247932
494;Totaal afzetprijzen;C Industrie;2014 januari;106.2;0.0;-1.7;247932
495;Totaal afzetprijzen;C Industrie;2014 februari;106.2;0.0;-2.4;247932
496;Totaal afzetprijzen;C Industrie;2014 maart;105.6;-0.5;-2.2;247932
497;Totaal afzetprijzen;C Industrie;2014 april;106.1;0.4;-0.9;247932
498;Totaal afzetprijzen;C Industrie;2014 mei;106.2;0.2;-0.4;247932
499;Totaal afzetprijzen;C Industrie;2014 juni;106.4;0.2;0.1;247932
500;Totaal afzetprijzen;C Industrie;2014 juli;106.4;-0.1;-0.5;247932
501;Totaal afzetprijzen;C Industrie;2014 augustus;105.9;-0.4;-1.0;247932
502;Totaal afzetprijzen;C Industrie;2014 september;105.7;-0.1;-1.0;247932
503;Totaal afzetprijzen;C Industrie;2014 oktober;104.6;-1.1;-1.2;247932
504;Totaal afzetprijzen;C Industrie;2014 november;103.2;-1.3;-2.6;247932
505;Totaal afzetprijzen;C Industrie;2014 december;100.1;-2.9;-5.7;247932
506;Totaal afzetprijzen;C Industrie;2014;105.2;;-1.6;247932
507;Totaal afzetprijzen;C Industrie;2015 januari;98.2;-2.0;-7.5;247932
508;Totaal afzetprijzen;C Industrie;2015 februari;99.7;1.6;-6.1;247932
509;Totaal afzetprijzen;C Industrie;2015 maart;100.9;1.2;-4.5;247932
510;Totaal afzetprijzen;C Industrie;2015 april;102.0;1.2;-3.8;247932
511;Totaal afzetprijzen;C Industrie;2015 mei;102.7;0.6;-3.3;247932
512;Totaal afzetprijzen;C Industrie;2015 juni;102.7;0.0;-3.5;247932
513;Totaal afzetprijzen;C Industrie;2015 juli;102.0;-0.7;-4.1;247932
514;Totaal afzetprijzen;C Industrie;2015 augustus;99.9;-2.1;-5.7;247932
515;Totaal afzetprijzen;C Industrie;2015 september;98.8;-1.0;-6.5;247932
516;Totaal afzetprijzen;C Industrie;2015 oktober;98.0;-0.8;-6.2;247932
517;Totaal afzetprijzen;C Industrie;2015 november;98.3;0.3;-4.7;247932
518;Totaal afzetprijzen;C Industrie;2015 december;96.8;-1.5;-3.3;247932
519;Totaal afzetprijzen;C Industrie;2015;100.0;;-5.0;247932
520;Totaal afzetprijzen;C Industrie;2016 januari;95.5;-1.4;-2.7;247932
521;Totaal afzetprijzen;C Industrie;2016 februari;94.7;-0.8;-5.0;247932
522;Totaal afzetprijzen;C Industrie;2016 maart;95.5;0.8;-5.4;247932
523;Totaal afzetprijzen;C Industrie;2016 april;96.0;0.6;-5.9;247932
524;Totaal afzetprijzen;C Industrie;2016 mei;97.2;1.3;-5.3;247932
525;Totaal afzetprijzen;C Industrie;2016 juni;98.1;0.9;-4.5;247932
526;Totaal afzetprijzen;C Industrie;2016 juli;97.7;-0.4;-4.2;247932
527;Totaal afzetprijzen;C Industrie;2016 augustus;97.6;-0.1;-2.2;247932
528;Totaal afzetprijzen;C Industrie;2016 september;98.1;0.5;-0.7;247932
529;Totaal afzetprijzen;C Industrie;2016 oktober;99.5;1.4;1.5;247932
530;Totaal afzetprijzen;C Industrie;2016 november;99.3;-0.1;1.0;247932
531;Totaal afzetprijzen;C Industrie;2016 december;101.0;1.7;4.4;247932
532;Totaal afzetprijzen;C Industrie;2016;97.5;;-2.5;247932
533;Totaal afzetprijzen;C Industrie;2017 januari;102.2;1.1;7.0;247932
534;Totaal afzetprijzen;C Industrie;2017 februari;102.9;0.7;8.6;247932
535;Totaal afzetprijzen;C Industrie;2017 maart;102.8;-0.1;7.7;247932
536;Totaal afzetprijzen;C Industrie;2017 april;103.2;0.3;7.5;247932
537;Totaal afzetprijzen;C Industrie;2017 mei;102.0;-1.2;4.9;247932
538;Totaal afzetprijzen;C Industrie;2017 juni;101.1;-0.9;3.0;247932
539;Totaal afzetprijzen;C Industrie;2017 juli;100.7;-0.3;3.1;247932
540;Totaal afzetprijzen;C Industrie;2017 augustus;101.1;0.4;3.6;247932
541;Totaal afzetprijzen;C Industrie;2017 september;102.1;1.0;4.1;247932
542;Totaal afzetprijzen;C Industrie;2017 oktober;102.3;0.1;2.8;247932
543;Totaal afzetprijzen;C Industrie;2017 november;103.1;0.8;3.8;247932
544;Totaal afzetprijzen;C Industrie;2017 december;103.1;0.0;2.1;247932
545;Totaal afzetprijzen;C Industrie;2017;102.2;;4.8;247932
546;Totaal afzetprijzen;C Industrie;2018 januari;103.7;0.6;1.5;247932
547;Totaal afzetprijzen;C Industrie;2018 februari;103.2;-0.5;0.3;247932
548;Totaal afzetprijzen;C Industrie;2018 maart;103.5;0.3;0.6;247932
