ID;KenmerkenPersonen;Marges;Perioden;TotaalOnlineAankopenVoorPrive_1;MinderDan3MaandenGeleden_2;k_3Tot12MandenGeleden_3;MeerDan12MaandenGeleden_4;NooitGoederenBesteldOfGekocht_5;LevensmiddelenCosmeticaEnSchoonmaak_6;Medicijnen_7;KledingOfSportArtikelen_8;DigitaleStudieOfLeermaterialen_9;FilmMuziek_10;BoekenTijdschriftenEnKranten_11;TelecommunicatiedienstenAbonn_12;SoftHardwareEnElektronischeBenodig_13;HuishoudelijkeGoederenEnApparaten_14;ReizenEnAccommodaties_15;FinancieleProductenOfDiensten_16;KaartjesVoorEvenementen_17;AndereAankopen_18;Films_19;Muziek_20;BoekenTijdschriftenEtcEnStudieOf_21;ComputerSoftwareEnSpellenUpgrades_22;Nederland_23;AndereEULanden_24;AndereLandenVanDeWereld_25;OnbekendLand_26;k_1Of2Keer_27;k_35Keer_28;k_610Keer_29;MeerDan10Keer_30;WeetNiet_31;MinderDan50Euro_32;k_50Tot100Euro_33;k_100Tot500Euro_34;k_500Tot1000Euro_35;k_1000EuroOfMeer_36;WeetNiet_37
298;Leeftijd: 55 tot 65 jaar;Ondergrens 95%-interval;2014;61.7;43.9;11.1;2.8;16.9;9.1;4.3;26.6;2.9;9.5;25.8;15.0;12.5;18.1;37.7;3.3;24.8;13.1;2.3;4.1;8.1;5.5;54.0;11.3;5.8;;;;;;;;;;;;
299;Leeftijd: 55 tot 65 jaar;Ondergrens 95%-interval;2015;64.7;46.9;11.0;2.9;13.8;11.0;4.6;28.2;3.7;9.2;25.4;15.4;19.5;19.7;37.1;4.6;26.7;18.6;2.3;4.7;9.1;8.7;55.5;12.9;6.6;0.2;20.8;16.1;3.9;1.3;;6.9;11.8;14.6;4.3;2.1;0.4
300;Leeftijd: 55 tot 65 jaar;Ondergrens 95%-interval;2016;69.2;48.4;11.5;5.2;13.7;12.1;6.8;33.0;3.7;8.5;24.4;14.9;18.7;24.4;41.9;;30.1;17.7;2.5;3.6;7.2;8.0;58.2;12.6;7.6;0.0;21.4;16.3;4.0;2.1;;5.1;12.2;15.9;4.1;3.4;1.1
301;Leeftijd: 55 tot 65 jaar;Ondergrens 95%-interval;2017;71.4;54.4;10.0;2.9;12.5;19.1;8.5;37.2;5.4;12.4;24.2;16.9;20.8;31.8;43.8;28.2;33.4;22.0;3.4;4.7;9.6;12.4;63.2;16.9;10.6;0.3;22.2;19.3;5.7;2.1;;4.1;13.4;20.3;4.6;3.4;1.4
302;Leeftijd: 55 tot 65 jaar;Ondergrens 95%-interval;2018;74.2;55.0;10.5;4.4;10.8;7.1;9.2;40.9;6.8;10.4;26.8;17.6;16.7;34.3;47.5;25.1;35.3;20.5;;;;;63.6;21.2;12.6;1.7;20.7;19.8;5.8;3.7;;6.0;11.7;20.5;4.6;3.7;1.7
303;Leeftijd: 55 tot 65 jaar;Ondergrens 95%-interval;2019;78.1;59.5;9.9;4.5;10.2;22.5;9.2;41.1;3.7;9.4;27.0;16.0;18.5;30.9;48.1;28.5;36.4;19.0;;;;;67.1;20.7;13.4;1.6;24.4;21.4;5.9;3.1;;7.0;13.9;20.9;4.1;3.6;2.9
304;Leeftijd: 55 tot 65 jaar;Bovengrens 95%-interval;2012;58.6;43.7;10.7;7.9;31.8;6.7;4.9;17.9;4.3;13.6;24.0;10.3;12.6;16.9;34.9;3.8;23.4;13.2;1.9;3.5;5.0;7.3;48.4;12.3;6.6;;;;;;;7.6;14.1;17.0;4.6;3.5;0.8
305;Leeftijd: 55 tot 65 jaar;Bovengrens 95%-interval;2013;63.2;43.6;16.0;7.7;27.1;10.0;6.2;23.5;4.7;14.8;29.5;15.5;18.1;17.8;38.3;5.7;27.4;20.0;4.1;5.3;9.7;12.0;54.9;13.0;8.6;1.3;;;;;;7.1;13.7;17.2;5.3;4.2;1.1
306;Leeftijd: 55 tot 65 jaar;Bovengrens 95%-interval;2014;68.7;51.0;16.1;5.5;22.8;13.8;7.6;33.1;5.9;13.9;32.1;20.4;17.4;23.9;44.7;6.4;31.1;18.1;4.7;7.2;12.3;8.9;61.2;16.0;9.7;;;;;;;;;;;;
307;Leeftijd: 55 tot 65 jaar;Bovengrens 95%-interval;2015;71.2;53.7;15.7;5.7;19.1;15.7;7.8;34.4;6.7;13.5;31.5;20.6;25.1;25.3;43.7;7.7;32.8;24.1;4.8;8.1;13.3;12.9;62.3;17.9;10.3;1.3;26.5;21.3;7.0;3.2;;10.8;16.4;19.7;7.5;4.4;1.7
308;Leeftijd: 55 tot 65 jaar;Bovengrens 95%-interval;2016;75.2;54.9;15.9;8.5;18.7;16.5;10.5;39.1;6.5;12.3;30.0;19.7;23.9;30.1;48.3;;36.0;22.7;4.7;6.1;10.6;11.8;64.6;17.1;11.4;0.8;26.9;21.1;6.9;4.2;;8.4;16.7;20.6;7.0;6.1;2.7
309;Leeftijd: 55 tot 65 jaar;Bovengrens 95%-interval;2017;77.6;61.2;14.5;5.9;17.8;24.7;12.5;43.8;9.0;17.0;30.1;22.1;26.4;38.2;50.6;34.4;39.8;27.7;6.2;7.8;13.8;17.0;69.8;22.1;14.9;1.5;28.0;24.8;9.3;4.3;;7.4;18.2;26.0;7.6;6.0;3.3
310;Leeftijd: 55 tot 65 jaar;Bovengrens 95%-interval;2018;79.7;61.4;14.9;7.6;15.1;10.6;13.1;47.2;10.3;14.6;32.4;22.7;21.5;40.4;53.8;30.6;41.4;25.8;;;;;69.8;26.5;17.1;3.6;26.0;24.9;9.1;6.3;;9.3;16.0;25.7;7.5;6.2;3.6
311;Leeftijd: 55 tot 65 jaar;Bovengrens 95%-interval;2019;83.1;65.5;13.8;7.8;14.4;27.7;12.9;47.1;6.2;13.1;32.3;20.7;23.3;36.6;54.1;34.0;42.2;23.8;;;;;72.9;25.8;17.7;3.5;29.7;26.4;8.9;5.3;;10.5;18.3;25.9;6.7;6.1;5.3
312;Leeftijd: 65 tot 75 jaar;Waarde;2012;36.4;22.0;9.3;5.1;33.0;2.9;1.5;7.9;1.0;7.1;14.5;4.7;4.9;7.6;18.4;1.3;9.7;7.0;;1.0;3.9;2.8;28.2;3.5;3.3;;;;;;;4.8;5.5;7.1;2.1;1.4;0.6
313;Leeftijd: 65 tot 75 jaar;Waarde;2013;41.8;29.0;7.5;5.3;33.4;3.7;3.1;10.1;2.2;8.2;18.1;9.2;9.9;11.0;22.5;2.2;12.5;10.0;1.4;2.9;6.0;6.0;35.1;6.3;3.8;;;;;;;5.6;7.5;9.0;1.8;2.0;1.0
314;Leeftijd: 65 tot 75 jaar;Waarde;2014;43.6;26.9;11.1;5.6;30.2;6.5;3.2;15.6;1.4;5.5;15.7;12.8;11.8;12.3;23.5;4.0;15.7;10.6;1.2;1.8;4.9;4.7;34.9;7.5;3.4;;;;;;;;;;;;
315;Leeftijd: 65 tot 75 jaar;Waarde;2015;44.9;31.2;8.3;5.5;28.7;5.9;4.6;17.3;2.3;6.3;18.6;12.5;13.7;12.4;25.2;3.6;15.5;11.5;1.5;3.0;7.4;7.0;36.9;9.1;3.7;;16.9;10.4;2.8;1.0;;5.7;10.0;11.1;2.0;2.0;0.4
316;Leeftijd: 65 tot 75 jaar;Waarde;2016;49.8;34.4;11.0;4.5;25.8;9.7;6.3;25.4;1.2;5.6;18.2;11.3;11.6;19.2;27.5;;17.2;12.2;1.4;2.2;6.2;4.5;42.5;10.7;5.4;;17.5;11.9;3.5;1.4;;6.4;9.3;14.8;1.2;1.8;0.8
317;Leeftijd: 65 tot 75 jaar;Waarde;2017;52.4;36.8;11.8;3.7;24.0;13.5;8.2;24.6;2.1;5.0;19.3;12.6;13.8;23.8;31.3;24.6;20.0;13.3;0.9;1.8;8.3;9.8;45.3;10.9;6.4;;18.3;14.3;3.3;0.9;;5.9;9.5;13.7;3.4;2.5;1.8
318;Leeftijd: 65 tot 75 jaar;Waarde;2018;56.5;39.0;12.1;5.4;22.7;4.8;9.8;28.1;1.9;6.1;21.5;15.2;13.0;23.7;32.0;18.2;23.4;13.5;;;;;45.3;14.2;8.2;1.1;18.9;14.1;4.5;1.4;;8.4;10.2;13.8;3.0;2.4;1.1
319;Leeftijd: 65 tot 75 jaar;Waarde;2019;62.5;44.6;12.5;5.3;18.7;15.1;8.7;29.2;2.7;6.0;22.7;15.1;13.4;23.6;36.3;24.8;26.1;14.9;;;;;51.8;11.3;9.0;1.3;24.3;15.2;2.9;2.2;;7.7;12.2;17.5;3.0;1.7;2.5
320;Leeftijd: 65 tot 75 jaar;Ondergrens 95%-interval;2012;32.6;18.8;7.0;3.4;29.4;1.6;0.6;5.8;0.3;4.9;11.8;3.1;3.3;5.6;15.4;0.5;7.4;5.0;;0.2;2.3;1.4;24.7;2.1;1.8;;;;;;;3.0;3.9;5.2;1.0;0.3;0.1
321;Leeftijd: 65 tot 75 jaar;Ondergrens 95%-interval;2013;38.0;25.5;5.5;3.5;29.8;2.3;1.8;7.9;1.1;5.9;15.0;7.0;7.5;8.5;19.3;1.1;9.9;7.6;0.3;1.5;4.0;4.2;31.4;4.4;2.3;;;;;;;3.8;5.4;6.7;0.8;1.0;0.3
322;Leeftijd: 65 tot 75 jaar;Ondergrens 95%-interval;2014;39.7;23.5;8.7;3.8;26.5;4.7;2.0;12.9;0.5;3.9;13.1;10.2;9.3;9.9;20.3;2.6;13.0;8.2;0.5;0.9;3.3;3.2;31.1;5.7;2.1;;;;;;;;;;;;
323;Leeftijd: 65 tot 75 jaar;Ondergrens 95%-interval;2015;41.4;28.0;6.4;3.9;25.5;4.4;3.2;14.8;1.2;4.7;16.0;10.3;11.4;10.2;22.3;2.4;13.1;9.3;0.7;1.9;5.6;5.2;33.6;7.1;2.4;;14.3;8.4;1.7;0.3;;4.1;7.9;9.0;1.1;1.1;0.0
324;Leeftijd: 65 tot 75 jaar;Ondergrens 95%-interval;2016;45.7;30.5;8.4;2.8;22.2;7.3;4.3;21.8;0.4;3.8;15.1;8.7;9.0;16.0;23.9;;14.2;9.6;0.5;1.0;4.3;2.9;38.4;8.2;3.6;;14.4;9.3;2.0;0.5;;4.3;7.0;11.9;0.4;0.8;0.1
325;Leeftijd: 65 tot 75 jaar;Ondergrens 95%-interval;2017;48.4;33.1;9.3;2.3;20.5;10.9;6.1;21.3;0.9;3.4;16.3;10.1;11.2;20.6;27.7;21.3;17.0;10.7;0.1;0.8;6.2;7.5;41.4;8.6;4.4;;15.3;11.6;2.0;0.3;;4.1;7.3;11.1;2.0;1.3;0.8
326;Leeftijd: 65 tot 75 jaar;Ondergrens 95%-interval;2018;52.5;35.1;9.5;3.6;19.3;3.1;7.4;24.5;0.9;4.3;18.3;12.3;10.3;20.2;28.3;15.1;20.0;10.8;;;;;41.2;11.4;6.0;0.2;15.8;11.3;2.9;0.5;;6.2;7.8;11.0;1.7;1.2;0.3
327;Leeftijd: 65 tot 75 jaar;Ondergrens 95%-interval;2019;58.7;40.8;10.0;3.6;15.5;12.4;6.5;25.7;1.4;4.2;19.5;12.4;10.9;20.4;32.6;21.5;22.8;12.2;;;;;48.0;8.9;6.8;0.4;21.0;12.5;1.6;1.1;;5.7;9.7;14.6;1.7;0.7;1.3
328;Leeftijd: 65 tot 75 jaar;Bovengrens 95%-interval;2012;40.1;25.2;11.6;6.8;36.7;4.2;2.4;10.0;1.7;9.3;17.2;6.4;6.6;9.6;21.5;2.2;12.1;9.0;;1.9;5.4;4.1;31.7;4.8;4.8;;;;;;;6.5;7.2;9.0;3.2;2.5;1.1
329;Leeftijd: 65 tot 75 jaar;Bovengrens 95%-interval;2013;45.6;32.5;9.5;7.1;36.9;5.2;4.4;12.4;3.3;10.5;21.2;11.5;12.3;13.5;25.7;3.3;15.1;12.3;2.5;4.4;8.0;7.9;38.8;8.2;5.4;;;;;;;7.5;9.7;11.2;2.7;2.9;1.6
330;Leeftijd: 65 tot 75 jaar;Bovengrens 95%-interval;2014;47.6;30.4;13.4;7.5;34.0;8.4;4.4;18.3;2.3;7.2;18.4;15.4;14.3;14.8;26.7;5.4;18.4;13.0;2.0;2.8;6.5;6.3;38.6;9.4;4.7;;;;;;;;;;;;
331;Leeftijd: 65 tot 75 jaar;Bovengrens 95%-interval;2015;48.4;34.3;10.2;7.0;31.9;7.4;6.0;19.9;3.4;7.9;21.2;14.8;16.1;14.5;28.2;4.8;17.9;13.7;2.3;4.2;9.2;8.7;40.2;11.1;5.0;;19.5;12.4;3.8;1.8;;7.3;12.0;13.1;2.9;2.9;0.9
332;Leeftijd: 65 tot 75 jaar;Bovengrens 95%-interval;2016;54.0;38.3;13.5;6.2;29.5;12.1;8.3;28.9;2.0;7.4;21.3;13.8;14.1;22.4;31.1;;20.1;14.8;2.3;3.3;8.1;6.2;46.5;13.1;7.2;;20.7;14.5;5.0;2.3;;8.4;11.7;17.7;2.1;2.8;1.5
333;Leeftijd: 65 tot 75 jaar;Bovengrens 95%-interval;2017;56.3;40.6;14.3;5.2;27.5;16.2;10.3;27.9;3.2;6.5;22.3;15.0;16.4;27.0;34.8;27.8;23.0;15.9;1.6;2.8;10.5;12.1;49.1;13.2;8.3;;21.3;17.0;4.6;1.6;;7.7;11.8;16.4;4.8;3.6;2.7
334;Leeftijd: 65 tot 75 jaar;Bovengrens 95%-interval;2018;60.5;42.9;14.7;7.2;26.1;6.5;12.2;31.7;2.9;7.9;24.8;18.1;15.6;27.1;35.7;21.2;26.7;16.3;;;;;49.3;17.1;10.5;1.9;22.0;16.9;6.2;2.4;;10.7;12.6;16.5;4.4;3.6;2.0
335;Leeftijd: 65 tot 75 jaar;Bovengrens 95%-interval;2019;66.3;48.5;15.0;7.1;21.8;17.8;10.8;32.7;3.9;7.7;25.8;17.9;16.0;26.8;39.9;28.1;29.5;17.6;;;;;55.7;13.7;11.2;2.2;27.6;17.9;4.2;3.4;;9.8;14.8;20.4;4.3;2.6;3.7
336;Leeftijd: 75 jaar of ouder;Waarde;2012;9.7;5.0;1.9;2.9;22.7;;;2.5;;;3.0;1.3;;2.1;3.4;;;1.3;;;;;6.6;1.3;;;;;;;;0.9;1.8;1.6;;;
337;Leeftijd: 75 jaar of ouder;Waarde;2013;11.4;6.3;3.1;2.0;26.2;2.1;1.6;3.0;;1.6;5.1;1.6;2.6;2.8;4.5;;3.2;1.7;;;;1.9;8.8;1.7;;;;;;;;;1.3;2.4;;;
338;Leeftijd: 75 jaar of ouder;Waarde;2014;15.6;7.9;4.4;3.3;23.1;1.4;1.6;4.2;;1.4;5.7;4.3;4.0;2.8;5.8;;2.8;2.1;;;2.2;2.3;11.0;3.1;0.7;;;;;;;;;;;;
339;Leeftijd: 75 jaar of ouder;Waarde;2015;17.2;8.7;5.6;2.9;27.6;2.4;1.7;4.2;;1.0;6.3;2.0;4.0;2.9;7.0;0.9;3.6;2.8;;;2.6;2.1;12.5;1.9;1.5;;6.4;1.5;0.8;;;2.8;2.9;1.8;0.8;;
340;Leeftijd: 75 jaar of ouder;Waarde;2016;18.1;11.8;3.9;2.5;27.5;4.3;3.5;6.7;;1.7;6.2;6.4;4.5;3.4;7.1;;3.5;4.4;;;2.4;2.3;14.0;2.5;1.9;;8.0;3.3;;;;2.3;4.6;3.8;;;
341;Leeftijd: 75 jaar of ouder;Waarde;2017;24.6;12.4;7.1;5.2;31.6;4.7;3.9;8.9;;1.1;7.3;6.0;5.0;8.7;8.2;10.0;4.6;6.4;;;4.5;3.3;17.3;3.5;1.6;;5.3;6.2;;;;1.6;3.4;5.5;1.2;;
342;Leeftijd: 75 jaar of ouder;Waarde;2018;29.2;18.8;7.3;3.1;26.7;3.9;4.3;13.1;1.7;1.7;7.7;8.5;4.2;8.1;14.4;8.1;7.4;3.9;;;;;21.6;3.3;1.8;;11.8;5.4;;;;4.3;6.4;5.9;;;
343;Leeftijd: 75 jaar of ouder;Waarde;2019;29.9;17.5;7.2;5.3;26.0;6.1;3.8;12.2;0.6;2.0;8.5;7.4;5.3;9.4;11.7;9.8;7.4;6.5;;;;;21.7;4.1;2.1;;9.6;6.3;0.8;;;3.1;5.5;7.5;;;
344;Leeftijd: 75 jaar of ouder;Ondergrens 95%-interval;2012;6.8;2.9;0.5;1.2;18.3;;;1.0;;;1.3;0.2;;0.7;1.6;;;0.2;;;;;4.2;0.2;;;;;;;;0.0;0.5;0.4;;;
345;Leeftijd: 75 jaar of ouder;Ondergrens 95%-interval;2013;8.1;3.8;1.3;0.5;21.7;0.5;0.2;1.1;;0.3;2.8;0.3;1.0;1.1;2.4;;1.4;0.4;;;;0.5;5.9;0.3;;;;;;;;;0.1;0.8;;;
346;Leeftijd: 75 jaar of ouder;Ondergrens 95%-interval;2014;12.1;5.4;2.5;1.5;19.1;0.3;0.4;2.2;;0.2;3.6;2.3;2.1;1.2;3.6;;1.4;0.8;;;0.8;0.9;8.1;1.4;0.0;;;;;;;;;;;;
347;Leeftijd: 75 jaar of ouder;Ondergrens 95%-interval;2015;13.6;6.1;3.4;1.3;23.0;1.0;0.5;2.3;;0.1;4.1;0.7;2.2;1.4;4.6;0.0;1.9;1.3;;;1.2;0.7;9.4;0.6;0.4;;4.1;0.4;0.0;;;1.2;1.4;0.6;0.0;;
348;Leeftijd: 75 jaar of ouder;Ondergrens 95%-interval;2016;14.3;8.7;1.9;0.9;22.9;2.2;1.6;4.3;;0.7;3.8;4.0;2.5;1.7;4.7;;1.8;2.4;;;0.9;0.8;10.6;1.0;0.5;;5.4;1.5;;;;0.9;2.5;2.0;;;
349;Leeftijd: 75 jaar of ouder;Ondergrens 95%-interval;2017;20.2;9.0;4.4;2.9;26.6;2.6;2.0;6.0;;0.1;4.7;3.7;2.9;5.9;5.5;7.0;2.6;4.0;;;2.4;1.5;13.4;1.6;0.4;;3.0;3.7;;;;0.4;1.5;3.2;0.1;;
350;Leeftijd: 75 jaar of ouder;Ondergrens 95%-interval;2018;24.3;14.7;4.6;1.3;21.7;1.8;2.2;9.5;0.4;0.5;5.0;5.7;2.3;5.3;10.7;5.3;4.7;1.9;;;;;17.3;1.5;0.5;;8.5;3.1;;;;2.2;3.8;3.4;;;
351;Leeftijd: 75 jaar of ouder;Ondergrens 95%-interval;2019;25.7;14.0;4.7;3.2;21.9;4.0;2.2;9.0;0.0;0.7;6.0;5.1;3.3;6.7;8.8;7.3;5.0;4.4;;;;;17.9;2.1;0.7;;7.0;4.0;0.1;;;1.6;3.5;5.0;;;
352;Leeftijd: 75 jaar of ouder;Bovengrens 95%-interval;2012;12.7;7.0;3.3;4.7;27.0;;;4.1;;;4.7;2.3;;3.4;5.1;;;2.4;;;;;9.0;2.4;;;;;;;;1.7;3.0;2.8;;;
353;Leeftijd: 75 jaar of ouder;Bovengrens 95%-interval;2013;14.7;8.8;5.0;3.4;30.8;3.7;3.0;4.9;;3.0;7.5;3.0;4.3;4.5;6.7;;5.1;3.1;;;;3.3;11.8;3.0;;;;;;;;;2.5;4.0;;;
354;Leeftijd: 75 jaar of ouder;Bovengrens 95%-interval;2014;19.0;10.5;6.2;5.1;27.2;2.6;2.8;6.2;;2.6;7.9;6.3;5.9;4.5;7.9;;4.3;3.4;;;3.7;3.8;14.0;4.8;1.5;;;;;;;;;;;;
355;Leeftijd: 75 jaar of ouder;Bovengrens 95%-interval;2015;20.7;11.3;7.8;4.4;32.1;3.7;2.9;6.1;;1.8;8.5;3.3;5.9;4.4;9.4;1.7;5.2;4.4;;;4.0;3.5;15.6;3.1;2.6;;8.7;2.5;1.6;;;4.3;4.5;2.9;1.5;;
356;Leeftijd: 75 jaar of ouder;Bovengrens 95%-interval;2016;21.9;14.9;5.9;4.0;32.0;6.3;5.4;9.1;;2.7;8.6;8.9;6.5;5.1;9.5;;5.3;6.5;;;4.0;3.8;17.4;3.9;3.2;;10.6;5.1;;;;3.7;6.6;5.6;;;
357;Leeftijd: 75 jaar of ouder;Bovengrens 95%-interval;2017;29.0;15.7;9.7;7.4;36.6;6.7;5.9;11.7;;2.2;9.9;8.4;7.2;11.5;10.9;12.9;6.7;8.7;;;6.5;5.0;21.2;5.3;2.8;;7.6;8.6;;;;2.8;5.3;7.8;2.2;;
358;Leeftijd: 75 jaar of ouder;Bovengrens 95%-interval;2018;34.1;22.9;10.0;5.0;31.7;6.0;6.5;16.8;3.0;2.9;10.3;11.3;6.0;10.9;18.0;11.0;10.2;5.9;;;;;25.9;5.1;3.1;;15.2;7.8;;;;6.4;9.0;8.3;;;
359;Leeftijd: 75 jaar of ouder;Bovengrens 95%-interval;2019;34.2;20.9;9.6;7.4;30.1;8.2;5.4;15.4;1.1;3.3;11.1;9.8;7.2;12.1;14.6;12.4;9.9;8.7;;;;;25.5;6.0;3.4;;12.2;8.6;1.5;;;4.6;7.5;9.9;;;
360;Leeftijd: 12 tot 15 jaar;Waarde;2012;34.6;18.7;10.9;5.0;56.2;;;16.5;1.5;3.3;3.5;8.0;4.6;1.7;;;4.4;16.9;;1.8;;6.1;24.6;2.2;3.8;;;;;;;6.8;6.8;2.5;;;
361;Leeftijd: 12 tot 15 jaar;Waarde;2013;41.3;20.9;13.1;7.3;54.7;;;17.4;2.7;7.4;5.2;7.0;2.5;4.5;;;5.2;16.0;2.6;3.9;;4.6;32.5;3.8;2.4;;;;;;;5.4;7.2;5.3;;;
362;Leeftijd: 12 tot 15 jaar;Waarde;2014;46.7;30.5;12.2;4.0;47.7;7.5;;27.2;8.3;9.9;8.7;12.3;7.9;9.5;12.6;;13.9;21.9;5.2;4.2;2.8;5.0;36.9;7.0;6.8;;;;;;;;;;;;
363;Leeftijd: 12 tot 15 jaar;Waarde;2015;44.8;27.7;13.4;3.7;48.7;4.2;;28.9;3.9;5.4;9.3;14.9;17.0;3.3;5.3;;11.1;23.6;4.9;3.5;4.2;3.3;33.6;10.5;6.9;2.6;21.8;3.3;2.2;;;11.4;7.4;7.3;;;
364;Leeftijd: 12 tot 15 jaar;Waarde;2016;58.4;36.0;17.2;5.1;35.7;7.4;2.7;35.2;8.4;13.7;11.9;12.7;28.1;11.9;11.8;;15.8;31.3;8.1;8.2;5.3;6.8;42.0;11.5;16.3;5.8;25.4;8.4;1.9;;;11.6;11.7;9.4;;;
365;Leeftijd: 12 tot 15 jaar;Waarde;2017;58.0;41.0;14.3;2.6;37.3;10.3;;37.5;5.1;6.0;3.3;8.9;24.8;11.9;5.8;;15.0;30.1;3.5;3.7;;16.4;47.2;9.7;17.0;;29.0;8.4;2.3;;;20.5;10.5;7.9;;;
366;Leeftijd: 12 tot 15 jaar;Waarde;2018;54.2;35.1;15.1;4.0;37.6;5.2;;32.9;10.4;8.3;8.5;7.2;6.5;14.8;7.7;;14.5;31.3;;;;;36.9;14.6;14.2;4.0;27.0;5.3;;;;15.8;12.3;4.6;;;
367;Leeftijd: 12 tot 15 jaar;Waarde;2019;60.6;39.7;16.6;4.4;34.5;12.4;3.8;34.4;10.2;9.9;9.0;15.8;25.0;16.4;6.8;;24.6;32.7;;;;;45.8;18.1;20.1;7.0;25.7;11.5;;;;18.1;11.8;7.2;;;
368;Leeftijd: 12 tot 15 jaar;Ondergrens 95%-interval;2012;28.4;13.7;7.0;2.2;49.6;;;11.7;0.0;1.1;1.2;4.5;2.0;0.0;;;1.8;12.1;;0.2;;3.1;19.0;0.4;1.5;;;;;;;3.6;3.5;0.5;;;
369;Leeftijd: 12 tot 15 jaar;Ondergrens 95%-interval;2013;34.5;15.2;8.5;3.8;47.9;;;12.1;0.5;3.7;1.9;3.4;0.7;1.6;;;2.1;10.9;0.5;1.3;;1.8;26.0;1.1;0.1;;;;;;;2.6;3.5;1.9;;;
370;Leeftijd: 12 tot 15 jaar;Ondergrens 95%-interval;2014;39.4;23.9;7.6;1.4;40.2;3.9;;20.9;4.5;5.4;4.4;7.9;4.1;4.9;7.6;;8.6;16.1;1.9;1.6;0.2;1.7;29.9;3.4;3.6;;;;;;;;;;;;
371;Leeftijd: 12 tot 15 jaar;Ondergrens 95%-interval;2015;37.6;21.4;8.5;1.0;41.4;1.5;;22.4;1.1;2.2;5.2;9.8;11.7;0.9;1.4;;6.7;17.5;1.7;0.9;1.3;0.9;26.9;6.2;3.6;0.5;15.9;1.2;0.2;;;7.1;3.7;3.6;;;
372;Leeftijd: 12 tot 15 jaar;Ondergrens 95%-interval;2016;51.1;28.8;11.4;2.4;28.7;3.1;0.2;28.0;3.8;7.9;6.6;7.5;21.1;6.5;6.2;;10.0;24.2;3.2;3.2;1.2;2.6;34.6;7.0;10.5;2.2;18.8;3.9;0.0;;;6.9;6.8;4.8;;;
373;Leeftijd: 12 tot 15 jaar;Ondergrens 95%-interval;2017;50.6;33.9;8.8;0.1;30.1;6.1;;30.3;2.1;3.0;1.1;4.8;18.8;7.3;2.3;;9.9;23.5;1.2;1.3;;11.4;39.8;5.6;11.7;;22.4;4.7;0.3;;;14.6;6.2;4.4;;;
374;Leeftijd: 12 tot 15 jaar;Ondergrens 95%-interval;2018;46.8;28.1;9.7;0.7;30.4;2.1;;26.1;5.8;4.1;4.4;3.4;3.2;9.4;3.8;;9.6;24.4;;;;;29.9;9.5;9.2;0.9;20.5;2.5;;;;10.6;7.5;1.7;;;
375;Leeftijd: 12 tot 15 jaar;Ondergrens 95%-interval;2019;53.7;32.7;11.3;1.2;27.8;7.8;0.7;27.6;5.7;5.8;5.0;10.5;18.9;10.8;3.0;;18.5;26.1;;;;;38.7;12.5;14.3;3.5;19.5;6.8;;;;12.7;6.9;3.7;;;
376;Leeftijd: 12 tot 15 jaar;Bovengrens 95%-interval;2012;40.7;23.7;14.8;7.8;62.8;;;21.2;3.0;5.4;5.7;11.6;7.2;3.4;;;6.9;21.7;;3.3;;9.0;30.1;4.0;6.1;;;;;;;9.9;10.0;4.5;;;
377;Leeftijd: 12 tot 15 jaar;Bovengrens 95%-interval;2013;48.1;26.6;17.6;10.8;61.6;;;22.7;5.0;11.1;8.4;10.6;4.3;7.5;;;8.3;21.1;4.7;6.5;;7.5;39.0;6.5;4.6;;;;;;;8.3;10.9;8.7;;;
378;Leeftijd: 12 tot 15 jaar;Bovengrens 95%-interval;2014;54.1;37.1;16.8;6.6;55.2;11.2;;33.5;12.0;14.4;12.9;16.8;11.8;14.1;17.6;;19.2;27.7;8.4;6.7;5.5;8.4;43.8;10.7;10.0;;;;;;;;;;;;
379;Leeftijd: 12 tot 15 jaar;Bovengrens 95%-interval;2015;52.0;34.1;18.2;6.4;56.1;6.8;;35.4;6.8;8.6;13.5;19.9;22.2;5.7;9.3;;15.4;29.6;8.2;6.1;7.0;5.7;40.4;14.7;10.3;4.8;27.7;5.4;4.2;;;15.8;11.1;11.0;;;
380;Leeftijd: 12 tot 15 jaar;Bovengrens 95%-interval;2016;65.7;43.3;23.0;7.9;42.6;11.7;5.3;42.4;13.1;19.5;17.3;17.8;35.2;17.2;17.4;;21.5;38.5;13.1;13.2;9.4;11.0;49.4;16.0;22.1;9.4;32.1;12.9;3.7;;;16.4;16.7;14.1;;;
381;Leeftijd: 12 tot 15 jaar;Bovengrens 95%-interval;2017;65.4;48.2;19.7;5.1;44.6;14.4;;44.6;8.2;9.1;5.6;13.1;30.9;16.5;9.2;;20.2;36.7;5.8;6.1;;21.5;54.6;13.8;22.2;;35.7;12.0;4.2;;;26.5;14.8;11.4;;;
382;Leeftijd: 12 tot 15 jaar;Bovengrens 95%-interval;2018;61.7;42.0;20.5;7.4;44.8;8.2;;39.7;15.0;12.4;12.7;10.9;9.9;20.1;11.5;;19.5;38.1;;;;;43.8;19.7;19.3;7.2;33.5;8.1;;;;21.0;17.1;7.5;;;
383;Leeftijd: 12 tot 15 jaar;Bovengrens 95%-interval;2019;67.6;46.7;21.9;7.5;41.1;17.1;6.9;41.2;14.8;14.0;13.0;21.0;31.0;21.9;10.6;;30.6;39.3;;;;;53.0;23.7;25.9;10.4;32.0;16.2;;;;23.4;16.7;10.8;;;
