ID;Geslacht;Leeftijden;SociaalEconomischeCategorie;Migratieachtergrond;LandVanBestemming;Perioden;Emigranten_1
275;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Suriname;2011;1.3
276;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Turkije;2000;1.2
277;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Turkije;2001;1.0
278;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Turkije;2002;0.9
279;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Turkije;2003;1.1
280;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Turkije;2004;2.0
281;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Turkije;2005;2.0
282;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Turkije;2006;2.2
283;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Turkije;2007;2.4
284;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Turkije;2008;2.3
285;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Turkije;2009;2.3
286;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Turkije;2010;2.6
287;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Turkije;2011;3.3
288;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Verenigd Koninkrijk;2000;6.2
289;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Verenigd Koninkrijk;2001;6.5
290;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Verenigd Koninkrijk;2002;6.1
291;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Verenigd Koninkrijk;2003;7.0
292;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Verenigd Koninkrijk;2004;9.0
293;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Verenigd Koninkrijk;2005;8.5
294;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Verenigd Koninkrijk;2006;9.1
295;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Verenigd Koninkrijk;2007;8.3
296;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Verenigd Koninkrijk;2008;7.2
297;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Verenigd Koninkrijk;2009;6.9
298;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Verenigd Koninkrijk;2010;7.4
299;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Verenigd Koninkrijk;2011;8.2
300;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Verenigde Staten van Amerika;2000;5.4
301;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Verenigde Staten van Amerika;2001;5.0
302;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Verenigde Staten van Amerika;2002;4.7
303;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Verenigde Staten van Amerika;2003;4.1
304;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Verenigde Staten van Amerika;2004;4.2
305;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Verenigde Staten van Amerika;2005;4.5
306;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Verenigde Staten van Amerika;2006;5.0
307;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Verenigde Staten van Amerika;2007;5.2
308;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Verenigde Staten van Amerika;2008;4.7
309;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Verenigde Staten van Amerika;2009;4.5
310;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Verenigde Staten van Amerika;2010;4.8
311;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Verenigde Staten van Amerika;2011;5.8
312;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Onbekend;2000;19.7
313;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Onbekend;2001;20.1
314;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Onbekend;2002;28.6
315;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Onbekend;2003;33.9
316;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Onbekend;2004;35.6
317;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Onbekend;2005;36.8
318;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Onbekend;2006;41.1
319;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Onbekend;2007;34.7
320;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Onbekend;2008;34.6
321;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Onbekend;2009;35.7
322;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Onbekend;2010;37.0
323;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Onbekend;2011;29.2
324;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Totaal landen;2000;29.7
325;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Totaal landen;2001;31.0
326;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Totaal landen;2002;32.9
327;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Totaal landen;2003;32.7
328;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Totaal landen;2004;33.4
329;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Totaal landen;2005;39.4
330;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Totaal landen;2006;42.6
331;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Totaal landen;2007;41.1
332;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Totaal landen;2008;39.3
333;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Totaal landen;2009;32.2
334;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Totaal landen;2010;31.0
335;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Totaal landen;2011;33.5
336;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Totaal westerse landen;2000;21.7
337;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Totaal westerse landen;2001;23.1
338;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Totaal westerse landen;2002;24.4
339;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Totaal westerse landen;2003;23.1
340;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Totaal westerse landen;2004;23.9
341;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Totaal westerse landen;2005;27.8
342;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Totaal westerse landen;2006;29.7
343;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Totaal westerse landen;2007;28.7
344;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Totaal westerse landen;2008;27.4
345;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Totaal westerse landen;2009;21.5
346;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Totaal westerse landen;2010;20.4
347;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Totaal westerse landen;2011;22.8
348;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Totaal niet-westerse landen;2000;4.6
349;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Totaal niet-westerse landen;2001;4.3
350;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Totaal niet-westerse landen;2002;4.3
351;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Totaal niet-westerse landen;2003;4.7
352;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Totaal niet-westerse landen;2004;4.8
353;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Totaal niet-westerse landen;2005;6.4
354;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Totaal niet-westerse landen;2006;7.2
355;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Totaal niet-westerse landen;2007;7.0
356;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Totaal niet-westerse landen;2008;6.9
357;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Totaal niet-westerse landen;2009;6.1
358;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Totaal niet-westerse landen;2010;6.0
359;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Totaal niet-westerse landen;2011;7.0
360;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Afrika;2000;1.0
361;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Afrika;2001;0.9
362;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Afrika;2002;0.9
363;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Afrika;2003;1.0
364;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Afrika;2004;1.0
365;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Afrika;2005;1.1
366;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Afrika;2006;1.3
367;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Afrika;2007;1.2
368;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Afrika;2008;1.2
369;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Afrika;2009;1.1
370;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Afrika;2010;1.0
371;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Afrika;2011;1.2
372;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Amerika;2000;5.1
373;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Amerika;2001;4.8
374;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Amerika;2002;4.7
375;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Amerika;2003;4.4
376;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Amerika;2004;4.6
377;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Amerika;2005;5.8
378;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Amerika;2006;6.1
379;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Amerika;2007;5.6
380;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Amerika;2008;5.5
381;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Amerika;2009;4.8
382;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Amerika;2010;4.9
383;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Amerika;2011;5.8
384;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Azië;2000;1.8
385;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Azië;2001;1.6
386;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Azië;2002;1.4
387;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Azië;2003;1.5
388;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Azië;2004;1.8
389;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Azië;2005;2.4
390;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Azië;2006;2.9
391;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Azië;2007;3.1
392;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Azië;2008;2.9
393;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Azië;2009;2.4
394;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Azië;2010;2.4
395;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Azië;2011;3.0
396;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Oceanië;2000;1.2
397;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Oceanië;2001;1.2
398;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Oceanië;2002;1.1
399;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Oceanië;2003;1.2
400;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Oceanië;2004;1.2
401;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Oceanië;2005;1.8
402;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Oceanië;2006;2.4
403;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Oceanië;2007;1.9
404;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Oceanië;2008;1.9
405;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Oceanië;2009;1.4
406;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Oceanië;2010;1.3
407;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Oceanië;2011;1.5
408;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Europa (exclusief Nederland);2000;17.3
409;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Europa (exclusief Nederland);2001;18.9
410;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Europa (exclusief Nederland);2002;20.5
411;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Europa (exclusief Nederland);2003;19.6
412;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Europa (exclusief Nederland);2004;20.1
413;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Europa (exclusief Nederland);2005;23.0
414;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Europa (exclusief Nederland);2006;24.2
415;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Europa (exclusief Nederland);2007;23.8
416;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Europa (exclusief Nederland);2008;22.9
417;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Europa (exclusief Nederland);2009;17.9
418;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Europa (exclusief Nederland);2010;16.7
419;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Europa (exclusief Nederland);2011;18.2
420;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Europese Unie (exclusief Nederland);2000;16.2
421;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Europese Unie (exclusief Nederland);2001;17.8
422;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Europese Unie (exclusief Nederland);2002;19.4
423;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Europese Unie (exclusief Nederland);2003;18.5
424;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Europese Unie (exclusief Nederland);2004;18.9
425;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Europese Unie (exclusief Nederland);2005;21.4
426;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Europese Unie (exclusief Nederland);2006;22.3
427;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Europese Unie (exclusief Nederland);2007;21.8
428;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Europese Unie (exclusief Nederland);2008;21.0
429;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Europese Unie (exclusief Nederland);2009;16.3
430;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Europese Unie (exclusief Nederland);2010;15.3
431;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Europese Unie (exclusief Nederland);2011;16.6
432;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Midden- en Oost-Europese landen in de EU;2000;0.3
433;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Midden- en Oost-Europese landen in de EU;2001;0.3
434;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Midden- en Oost-Europese landen in de EU;2002;0.3
435;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Midden- en Oost-Europese landen in de EU;2003;0.3
436;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Midden- en Oost-Europese landen in de EU;2004;0.4
437;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Midden- en Oost-Europese landen in de EU;2005;0.6
438;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Midden- en Oost-Europese landen in de EU;2006;0.6
439;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Midden- en Oost-Europese landen in de EU;2007;0.6
440;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Midden- en Oost-Europese landen in de EU;2008;0.6
441;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Midden- en Oost-Europese landen in de EU;2009;0.6
442;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Midden- en Oost-Europese landen in de EU;2010;0.5
443;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Midden- en Oost-Europese landen in de EU;2011;0.6
444;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;België;2000;5.3
445;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;België;2001;6.0
446;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;België;2002;6.3
447;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;België;2003;6.1
448;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;België;2004;6.1
449;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;België;2005;6.3
450;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;België;2006;6.4
451;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;België;2007;6.1
452;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;België;2008;5.8
453;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;België;2009;4.4
454;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;België;2010;3.9
455;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;België;2011;3.9
456;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Canada;2000;0.9
457;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Canada;2001;0.8
458;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Canada;2002;0.8
459;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Canada;2003;0.6
460;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Canada;2004;0.8
461;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Canada;2005;0.9
462;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Canada;2006;0.9
463;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Canada;2007;0.9
464;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Canada;2008;0.8
465;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Canada;2009;0.6
466;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Canada;2010;0.5
467;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Canada;2011;0.7
468;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;China;2000;0.2
469;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;China;2001;0.2
470;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;China;2002;0.2
471;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;China;2003;0.3
472;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;China;2004;0.3
473;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;China;2005;0.4
474;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;China;2006;0.5
475;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;China;2007;0.5
476;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;China;2008;0.5
477;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;China;2009;0.4
478;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;China;2010;0.4
479;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;China;2011;0.5
480;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Duitsland;2000;3.2
481;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Duitsland;2001;4.5
482;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Duitsland;2002;5.8
483;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Duitsland;2003;5.3
484;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Duitsland;2004;4.9
485;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Duitsland;2005;5.5
486;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Duitsland;2006;5.8
487;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Duitsland;2007;6.2
488;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Duitsland;2008;6.2
489;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Duitsland;2009;4.6
490;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Duitsland;2010;4.2
491;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Duitsland;2011;4.3
492;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Frankrijk;2000;1.7
493;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Frankrijk;2001;1.8
494;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Frankrijk;2002;1.8
495;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Frankrijk;2003;1.7
496;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Frankrijk;2004;1.8
497;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Frankrijk;2005;2.1
498;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Frankrijk;2006;2.2
499;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Frankrijk;2007;1.9
500;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Frankrijk;2008;1.8
501;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;Frankrijk;2009;1.4
