ID;InstitutionalSectors;NotConsolidatedConsolidated;BalanceSheetsAndTransactions;Periods;Total_1;Total_2;MonetaryGold_3;SpecialDrawingRightsSDRs_4;Total_5;Currency_6;TransferableDeposits_7;Total_8;SavingsDeposits_9;OtherDeposits_10;Total_11;ShortTermSecurities_12;LongTermSecurities_13;Total_14;ShortTermLoans_15;LongTermLoans_16;Total_17;Total_18;ListedShares_19;UnlistedShares_20;OtherEquity_21;Total_22;MoneyMarketFundMMFSharesOrUnits_23;NonMMFInvestmentFundSharesUnits_24;Total_25;NonLifeInsuranceTechnicalReserves_26;LifeInsuranceAndAnnuityEntitlements_27;PensionEntitlementsAndClaims_28;ProvisionsForCallsUnderGuarantees_29;Total_30;Total_31;Options_32;Forwards_33;EmployeeStockOptions_34;Total_35;TradeCreditsAndAdvances_36;OtherReceivablePayable_37;Totaal_38;Total_39;MonetaryGold_40;SpecialDrawingRightsSDRs_41;Total_42;Currency_43;TransferableDeposits_44;Total_45;SavingsDeposits_46;OtherDeposits_47;Total_48;ShortTermSecurities_49;LongTermSecurities_50;Total_51;ShortTermLoans_52;LongTermLoans_53;Total_54;Total_55;ListedShares_56;UnlistedShares_57;OtherEquity_58;Total_59;MoneyMarketFundMMFSharesOrUnits_60;NonMMFInvestmentFundSharesUnits_61;Total_62;NonLifeInsuranceTechnicalReserves_63;LifeInsuranceAndAnnuityEntitlements_64;PensionEntitlementsAndClaims_65;ProvisionsForCallsUnderGuarantees_66;Total_67;Total_68;Options_69;Forwards_70;EmployeeStock_71;Total_72;TradeCreditsAndAdvances_73;OtherReceivablePayable_74;NetWorth_75
32;Total domestic sectors;Not consolidated;Opening balance sheet;2004 4th quarter;6462675.0;8484.0;8093.0;391.0;859863.0;21143.0;214719.0;624001.0;;;649710.0;46645.0;603065.0;2049069.0;419708.0;1629361.0;1854421.0;1776694.0;419471.0;1316701.0;40522.0;77727.0;4115.0;73612.0;724730.0;36682.0;118561.0;568381.0;1106.0;14808.0;14301.0;;;;301590.0;54914.0;246676.0;6656796.0;609.0;;609.0;1010068.0;24608.0;233202.0;752258.0;;;1042718.0;83195.0;959523.0;1891547.0;462681.0;1428866.0;1610731.0;1531334.0;355933.0;1151096.0;24305.0;79397.0;1812.0;77585.0;727321.0;36817.0;120078.0;569320.0;1106.0;19778.0;19271.0;;;;354024.0;88560.0;265464.0;-194121.0
33;Total domestic sectors;Not consolidated;Opening balance sheet;2004;6233196.0;8718.0;8258.0;460.0;814903.0;21664.0;217455.0;575784.0;200458.0;375326.0;594658.0;34703.0;559955.0;1993240.0;401484.0;1591756.0;1768670.0;1690420.0;396354.0;1251475.0;42591.0;78250.0;4182.0;74068.0;720620.0;35277.0;111546.0;572692.0;1105.0;10705.0;10198.0;;;;321682.0;47204.0;274478.0;6470545.0;625.0;;625.0;925622.0;21917.0;239857.0;663848.0;195526.0;468322.0;1003049.0;74406.0;928643.0;1854742.0;431218.0;1423524.0;1564507.0;1484507.0;364015.0;1096196.0;24296.0;80000.0;1817.0;78183.0;723202.0;35412.0;113063.0;573622.0;1105.0;19778.0;19271.0;;;;379020.0;82728.0;296292.0;-237349.0
34;Total domestic sectors;Not consolidated;Opening balance sheet;2005 1st quarter;6555376.0;8428.0;8038.0;390.0;863063.0;21537.0;229532.0;611994.0;;;664079.0;44385.0;619694.0;2068167.0;428790.0;1639377.0;1899428.0;1819705.0;434722.0;1345089.0;39894.0;79723.0;4111.0;75612.0;731923.0;37285.0;124717.0;568814.0;1107.0;10189.0;9682.0;20360.0;-10678.0;507.0;310099.0;56975.0;253124.0;6755788.0;604.0;;604.0;1015386.0;26472.0;232688.0;756226.0;;;1059058.0;71727.0;987331.0;1906691.0;464323.0;1442368.0;1652221.0;1570735.0;380544.0;1165883.0;24308.0;81486.0;1799.0;79687.0;734549.0;37420.0;126268.0;569754.0;1107.0;19778.0;19271.0;19271.0;;507.0;367501.0;89989.0;277512.0;-200412.0
35;Total domestic sectors;Not consolidated;Opening balance sheet;2005 2nd quarter;6809604.0;8066.0;7659.0;407.0;929114.0;20544.0;244039.0;664531.0;;;700027.0;52419.0;647608.0;2114730.0;456496.0;1658234.0;1966807.0;1886094.0;455822.0;1389803.0;40469.0;80713.0;4222.0;76491.0;752660.0;38255.0;129504.0;583793.0;1108.0;10417.0;9910.0;20360.0;-10450.0;507.0;327783.0;59708.0;268075.0;6981405.0;618.0;;618.0;1080163.0;26417.0;260445.0;793301.0;;;1078267.0;75933.0;1002334.0;1956984.0;483972.0;1473012.0;1701377.0;1618689.0;414899.0;1179514.0;24276.0;82688.0;1959.0;80729.0;755264.0;38390.0;131107.0;584659.0;1108.0;19778.0;19271.0;19271.0;;507.0;388954.0;92049.0;296905.0;-171801.0
36;Total domestic sectors;Not consolidated;Opening balance sheet;2005 3rd quarter;7065061.0;8806.0;8391.0;415.0;972830.0;21813.0;271532.0;679485.0;;;753277.0;58737.0;694540.0;2155411.0;476256.0;1679155.0;2045353.0;1963812.0;487923.0;1435414.0;40475.0;81541.0;4364.0;77177.0;783844.0;39371.0;138993.0;604370.0;1110.0;8336.0;7829.0;20360.0;-12531.0;507.0;337204.0;62170.0;275034.0;7232727.0;640.0;;640.0;1099790.0;27648.0;269935.0;802207.0;;;1139639.0;72609.0;1067030.0;2020231.0;499946.0;1520285.0;1769543.0;1686128.0;442288.0;1219532.0;24308.0;83415.0;2126.0;81289.0;786387.0;39506.0;140615.0;605156.0;1110.0;19778.0;19271.0;19271.0;;507.0;396719.0;93851.0;302868.0;-167666.0
37;Total domestic sectors;Not consolidated;Opening balance sheet;2005 4th quarter;7303461.0;9532.0;9132.0;400.0;1017093.0;22092.0;276385.0;718616.0;;;770918.0;61703.0;709215.0;2195632.0;486241.0;1709391.0;2155428.0;2074497.0;512121.0;1520933.0;41443.0;80931.0;4986.0;75945.0;805607.0;40386.0;139854.0;624256.0;1111.0;5917.0;5410.0;20360.0;-14950.0;507.0;343334.0;64339.0;278995.0;7444059.0;638.0;;638.0;1136857.0;28115.0;280683.0;828059.0;;;1139176.0;69769.0;1069407.0;2078833.0;515551.0;1563282.0;1854897.0;1772835.0;534241.0;1214266.0;24328.0;82062.0;2299.0;79763.0;808091.0;40521.0;141495.0;624964.0;1111.0;19778.0;19271.0;19271.0;;507.0;405789.0;95371.0;310418.0;-140598.0
38;Total domestic sectors;Not consolidated;Opening balance sheet;2005;6555376.0;8428.0;8038.0;390.0;863063.0;21537.0;229532.0;611994.0;215420.0;396574.0;664079.0;44385.0;619694.0;2068167.0;428790.0;1639377.0;1899428.0;1819705.0;434722.0;1345089.0;39894.0;79723.0;4111.0;75612.0;731923.0;37285.0;124717.0;568814.0;1107.0;10189.0;9682.0;20360.0;-10678.0;507.0;310099.0;56975.0;253124.0;6755788.0;604.0;;604.0;1015386.0;26472.0;232688.0;756226.0;210651.0;545575.0;1059058.0;71727.0;987331.0;1906691.0;464323.0;1442368.0;1652221.0;1570735.0;380544.0;1165883.0;24308.0;81486.0;1799.0;79687.0;734549.0;37420.0;126268.0;569754.0;1107.0;19778.0;19271.0;19271.0;;507.0;367501.0;89989.0;277512.0;-200412.0
39;Total domestic sectors;Not consolidated;Opening balance sheet;2006 1st quarter;7509817.0;10100.0;9716.0;384.0;1009058.0;22409.0;265678.0;720971.0;;;810694.0;64712.0;745982.0;2258317.0;493265.0;1765052.0;2197069.0;2013968.0;433556.0;1537785.0;42627.0;183101.0;14293.0;168808.0;822322.0;41376.0;140653.0;639181.0;1112.0;7620.0;7113.0;20360.0;-13247.0;507.0;394637.0;66003.0;328634.0;7691966.0;642.0;;642.0;1137613.0;29699.0;268590.0;839324.0;;;1155616.0;67115.0;1088501.0;2140588.0;530322.0;1610266.0;1919587.0;1832212.0;554294.0;1253603.0;24315.0;87375.0;2479.0;84896.0;824735.0;41511.0;142315.0;639797.0;1112.0;19778.0;19271.0;19271.0;;507.0;493407.0;96390.0;397017.0;-182149.0
40;Total domestic sectors;Not consolidated;Opening balance sheet;2006 2nd quarter;7729021.0;10593.0;10188.0;405.0;1098161.0;21009.0;311635.0;765517.0;;;808029.0;63945.0;744084.0;2336243.0;542043.0;1794200.0;2272593.0;2081839.0;447123.0;1591729.0;42987.0;190754.0;12084.0;178670.0;817214.0;42537.0;143971.0;629595.0;1111.0;20344.0;19837.0;27346.0;-7509.0;507.0;365844.0;68749.0;297095.0;7889538.0;632.0;;632.0;1232844.0;29282.0;330251.0;873311.0;;;1172640.0;76003.0;1096637.0;2188475.0;572898.0;1615577.0;1980956.0;1889784.0;585536.0;1279708.0;24540.0;91172.0;2728.0;88444.0;819384.0;42499.0;145568.0;630206.0;1111.0;24755.0;24248.0;24248.0;;507.0;469852.0;98847.0;371005.0;-160517.0
41;Total domestic sectors;Not consolidated;Opening balance sheet;2006 3rd quarter;7855896.0;10357.0;9944.0;413.0;1092167.0;22170.0;305417.0;764580.0;;;800442.0;59682.0;740760.0;2355484.0;546592.0;1808892.0;2389253.0;2197759.0;435866.0;1718083.0;43810.0;191494.0;15064.0;176430.0;802967.0;42012.0;135742.0;624102.0;1111.0;29835.0;29328.0;34510.0;-5182.0;507.0;375391.0;70997.0;304394.0;8021845.0;617.0;;617.0;1195917.0;30461.0;311622.0;853834.0;;;1192812.0;71300.0;1121512.0;2200339.0;567791.0;1632548.0;2096646.0;2008723.0;569189.0;1415778.0;23756.0;87923.0;2974.0;84949.0;805066.0;41888.0;137335.0;624732.0;1111.0;27266.0;26759.0;26759.0;;507.0;503182.0;100786.0;402396.0;-165949.0
42;Total domestic sectors;Not consolidated;Opening balance sheet;2006 4th quarter;8065632.0;10555.0;10009.0;546.0;1127460.0;21836.0;304599.0;801025.0;;;813542.0;62141.0;751401.0;2405128.0;563749.0;1841379.0;2473808.0;2269874.0;440720.0;1785484.0;43670.0;203934.0;13277.0;190657.0;820654.0;42331.0;144583.0;632629.0;1111.0;26565.0;26058.0;35584.0;-9526.0;507.0;387920.0;72392.0;315528.0;8238265.0;618.0;;618.0;1243156.0;30928.0;315523.0;896705.0;;;1213898.0;75384.0;1138514.0;2235525.0;587581.0;1647944.0;2183547.0;2091016.0;596965.0;1470124.0;23927.0;92531.0;3229.0;89302.0;822887.0;42245.0;146271.0;633260.0;1111.0;32117.0;31610.0;31610.0;;507.0;506517.0;101797.0;404720.0;-172633.0
43;Total domestic sectors;Not consolidated;Opening balance sheet;2006;7509817.0;10100.0;9716.0;384.0;1009058.0;22409.0;265678.0;720971.0;226756.0;494215.0;810694.0;64712.0;745982.0;2258317.0;493265.0;1765052.0;2197069.0;2013968.0;433556.0;1537785.0;42627.0;183101.0;14293.0;168808.0;822322.0;41376.0;140653.0;639181.0;1112.0;7620.0;7113.0;20360.0;-13247.0;507.0;394637.0;66003.0;328634.0;7691966.0;642.0;;642.0;1137613.0;29699.0;268590.0;839324.0;222150.0;617174.0;1155616.0;67115.0;1088501.0;2140588.0;530322.0;1610266.0;1919587.0;1832212.0;554294.0;1253603.0;24315.0;87375.0;2479.0;84896.0;824735.0;41511.0;142315.0;639797.0;1112.0;19778.0;19271.0;19271.0;;507.0;493407.0;96390.0;397017.0;-182149.0
44;Total domestic sectors;Not consolidated;Opening balance sheet;2007 1st quarter;8229110.0;10385.0;9947.0;438.0;1152506.0;22377.0;307644.0;822485.0;;;812689.0;57351.0;755338.0;2472578.0;588479.0;1884099.0;2524699.0;2304113.0;447078.0;1812099.0;44936.0;220586.0;13960.0;206626.0;839320.0;41976.0;152257.0;643977.0;1110.0;34513.0;34006.0;37571.0;-3565.0;507.0;382420.0;73623.0;308797.0;8388729.0;605.0;;605.0;1295053.0;32925.0;328151.0;933977.0;;;1236510.0;59335.0;1177175.0;2262820.0;595030.0;1667790.0;2217717.0;2119392.0;623856.0;1473997.0;21539.0;98325.0;3480.0;94845.0;841622.0;41954.0;153971.0;644587.0;1110.0;33459.0;32952.0;32952.0;;507.0;500943.0;102633.0;398310.0;-159619.0
45;Total domestic sectors;Not consolidated;Opening balance sheet;2007 2nd quarter;8529350.0;10738.0;10266.0;472.0;1245722.0;21284.0;354603.0;869835.0;;;815097.0;58455.0;756642.0;2574650.0;634214.0;1940436.0;2582351.0;2352307.0;447203.0;1859873.0;45231.0;230044.0;13839.0;216205.0;844055.0;42857.0;159089.0;641001.0;1108.0;41618.0;41111.0;42178.0;-1067.0;507.0;415119.0;80465.0;334654.0;8614072.0;602.0;;602.0;1379991.0;32243.0;368022.0;979726.0;;;1296599.0;80337.0;1216262.0;2300005.0;624355.0;1675650.0;2231823.0;2130165.0;613673.0;1495632.0;20860.0;101658.0;3410.0;98248.0;846215.0;42684.0;160805.0;641618.0;1108.0;36159.0;35652.0;35652.0;;507.0;522678.0;102851.0;419827.0;-84722.0
46;Total domestic sectors;Not consolidated;Opening balance sheet;2007 3rd quarter;8745181.0;10404.0;9891.0;513.0;1287293.0;23780.0;339781.0;923732.0;;;835874.0;60626.0;775248.0;2626960.0;645521.0;1981439.0;2657921.0;2432014.0;460871.0;1931525.0;39618.0;225907.0;13524.0;212383.0;844367.0;42013.0;163047.0;638201.0;1106.0;64296.0;63789.0;64234.0;-445.0;507.0;418066.0;86035.0;332031.0;8863593.0;595.0;;595.0;1444107.0;33247.0;361968.0;1048892.0;;;1311208.0;76714.0;1234494.0;2327449.0;630213.0;1697236.0;2355635.0;2260545.0;649812.0;1590043.0;20690.0;95090.0;3424.0;91666.0;846498.0;41777.0;164776.0;638839.0;1106.0;47467.0;46960.0;46960.0;;507.0;530634.0;101841.0;428793.0;-118412.0
47;Total domestic sectors;Not consolidated;Opening balance sheet;2007 4th quarter;8910669.0;11221.0;10718.0;503.0;1314507.0;21837.0;356456.0;936214.0;;;853398.0;62795.0;790603.0;2761630.0;660958.0;2100672.0;2650131.0;2425077.0;450815.0;1934743.0;39519.0;225054.0;13227.0;211827.0;842260.0;41184.0;162676.0;637296.0;1104.0;64412.0;63905.0;62187.0;1718.0;507.0;413110.0;91298.0;321812.0;9055034.0;582.0;;582.0;1455824.0;33464.0;343169.0;1079191.0;;;1313410.0;83099.0;1230311.0;2475072.0;669932.0;1805140.0;2399228.0;2306764.0;618102.0;1667774.0;20888.0;92464.0;3254.0;89210.0;844469.0;40833.0;164589.0;637943.0;1104.0;53215.0;52708.0;52708.0;;507.0;513234.0;100572.0;412662.0;-144365.0
48;Total domestic sectors;Not consolidated;Opening balance sheet;2007;8229110.0;10385.0;9947.0;438.0;1152506.0;22377.0;307644.0;822485.0;237682.0;584803.0;812689.0;57351.0;755338.0;2472578.0;588479.0;1884099.0;2524699.0;2304113.0;447078.0;1812099.0;44936.0;220586.0;13960.0;206626.0;839320.0;41976.0;152257.0;643977.0;1110.0;34513.0;34006.0;37571.0;-3565.0;507.0;382420.0;73623.0;308797.0;8388729.0;605.0;;605.0;1295053.0;32925.0;328151.0;933977.0;232909.0;701068.0;1236510.0;59335.0;1177175.0;2262820.0;595030.0;1667790.0;2217717.0;2119392.0;623856.0;1473997.0;21539.0;98325.0;3480.0;94845.0;841622.0;41954.0;153971.0;644587.0;1110.0;33459.0;32952.0;32952.0;;507.0;500943.0;102633.0;398310.0;-159619.0
49;Total domestic sectors;Not consolidated;Opening balance sheet;2008 1st quarter;9182648.0;11971.0;11353.0;618.0;1370804.0;22648.0;338596.0;1009560.0;;;901157.0;60721.0;840436.0;2780512.0;632207.0;2148305.0;2787065.0;2562995.0;498230.0;2024589.0;40176.0;224070.0;15718.0;208352.0;837769.0;43571.0;155327.0;637769.0;1102.0;83300.0;82793.0;86119.0;-3326.0;507.0;410070.0;93441.0;316629.0;9354753.0;569.0;;569.0;1529670.0;35489.0;347118.0;1147063.0;;;1378227.0;68590.0;1309637.0;2508422.0;661965.0;1846457.0;2571904.0;2486964.0;617762.0;1848430.0;20772.0;84940.0;3147.0;81793.0;839574.0;42484.0;157573.0;638415.0;1102.0;57683.0;57176.0;57176.0;;507.0;468704.0;96106.0;372598.0;-172105.0
50;Total domestic sectors;Not consolidated;Opening balance sheet;2008 2nd quarter;9273098.0;12222.0;11842.0;380.0;1382476.0;21621.0;348172.0;1012683.0;;;867524.0;56888.0;810636.0;2886592.0;695573.0;2191019.0;2763547.0;2549626.0;427554.0;2081388.0;40684.0;213921.0;17129.0;196792.0;847265.0;45540.0;150199.0;650408.0;1118.0;89017.0;88510.0;93704.0;-5194.0;507.0;424455.0;95437.0;329018.0;9412569.0;551.0;;551.0;1533478.0;34573.0;336493.0;1162412.0;;;1398052.0;93040.0;1305012.0;2600950.0;714932.0;1886018.0;2491567.0;2412102.0;517101.0;1874295.0;20706.0;79465.0;2937.0;76528.0;849566.0;44320.0;153086.0;651042.0;1118.0;54516.0;54009.0;54009.0;;507.0;483889.0;98097.0;385792.0;-139471.0
51;Total domestic sectors;Not consolidated;Opening balance sheet;2008 3rd quarter;9408292.0;12197.0;11821.0;376.0;1426721.0;22753.0;424754.0;979214.0;;;878989.0;63618.0;815371.0;2968229.0;714845.0;2253384.0;2755686.0;2544359.0;330407.0;2173493.0;40459.0;211327.0;16013.0;195314.0;834716.0;44682.0;148970.0;639931.0;1133.0;99780.0;99273.0;108267.0;-8994.0;507.0;431974.0;94962.0;337012.0;9549636.0;549.0;;549.0;1609717.0;35493.0;384785.0;1189439.0;;;1453775.0;94950.0;1358825.0;2640127.0;706647.0;1933480.0;2468053.0;2392787.0;421257.0;1950863.0;20667.0;75266.0;2726.0;72540.0;836652.0;43499.0;151435.0;640585.0;1133.0;54488.0;53981.0;53981.0;;507.0;486275.0;97616.0;388659.0;-141344.0
52;Total domestic sectors;Not consolidated;Opening balance sheet;2008 4th quarter;9491564.0;13235.0;12530.0;705.0;1440361.0;23455.0;386972.0;1029934.0;;;875618.0;63132.0;812486.0;3026844.0;713117.0;2313727.0;2785321.0;2582415.0;297737.0;2244164.0;40514.0;202906.0;16780.0;186126.0;853855.0;43756.0;150014.0;658936.0;1149.0;82250.0;81743.0;95481.0;-13738.0;507.0;414080.0;93394.0;320686.0;9615077.0;577.0;;577.0;1667178.0;35768.0;398595.0;1232815.0;;;1462113.0;110885.0;1351228.0;2676028.0;705566.0;1970462.0;2429649.0;2359554.0;343078.0;1995687.0;20789.0;70095.0;2524.0;67571.0;856563.0;42675.0;153169.0;659570.0;1149.0;39999.0;39492.0;39492.0;;507.0;482970.0;96106.0;386864.0;-123513.0
53;Total domestic sectors;Not consolidated;Opening balance sheet;2008;9182648.0;11971.0;11353.0;618.0;1370804.0;22648.0;338596.0;1009560.0;256954.0;752606.0;901157.0;60721.0;840436.0;2780512.0;632207.0;2148305.0;2787065.0;2562995.0;498230.0;2024589.0;40176.0;224070.0;15718.0;208352.0;837769.0;43571.0;155327.0;637769.0;1102.0;83300.0;82793.0;86119.0;-3326.0;507.0;410070.0;93441.0;316629.0;9354753.0;569.0;;569.0;1529670.0;35489.0;347118.0;1147063.0;252491.0;894572.0;1378227.0;68590.0;1309637.0;2508422.0;661965.0;1846457.0;2571904.0;2486964.0;617762.0;1848430.0;20772.0;84940.0;3147.0;81793.0;839574.0;42484.0;157573.0;638415.0;1102.0;57683.0;57176.0;57176.0;;507.0;468704.0;96106.0;372598.0;-172105.0
54;Total domestic sectors;Not consolidated;Opening balance sheet;2009 1st quarter;9537862.0;12969.0;12239.0;730.0;1337939.0;23687.0;313904.0;1000348.0;;;948808.0;57432.0;891376.0;3000074.0;695785.0;2304289.0;2821650.0;2519566.0;248547.0;2242169.0;28850.0;302084.0;14112.0;287972.0;930977.0;45356.0;162151.0;722306.0;1164.0;74046.0;73539.0;69156.0;4383.0;507.0;411399.0;93893.0;317506.0;9606185.0;586.0;;586.0;1486825.0;39817.0;313282.0;1133726.0;;;1547951.0;159802.0;1388149.0;2683050.0;718501.0;1964549.0;2445761.0;2258354.0;276567.0;1960802.0;20985.0;187407.0;2032.0;185375.0;935291.0;44409.0;166792.0;722926.0;1164.0;35456.0;34949.0;34949.0;;507.0;471265.0;96697.0;374568.0;-68323.0
55;Total domestic sectors;Not consolidated;Opening balance sheet;2009 2nd quarter;9620499.0;14361.0;13591.0;770.0;1315573.0;21889.0;336016.0;957668.0;;;986535.0;57174.0;929361.0;3063839.0;695714.0;2368125.0;2847439.0;2551024.0;233650.0;2288089.0;29285.0;296415.0;15485.0;280930.0;910047.0;44665.0;149209.0;714987.0;1186.0;58373.0;57866.0;68348.0;-10482.0;507.0;424332.0;96203.0;328129.0;9702242.0;650.0;;650.0;1475662.0;39890.0;332180.0;1103592.0;;;1608904.0;150548.0;1458356.0;2730004.0;725969.0;2004035.0;2458661.0;2279717.0;256437.0;2002277.0;21003.0;178944.0;1835.0;177109.0;914343.0;43712.0;153848.0;715597.0;1186.0;33230.0;32723.0;32723.0;;507.0;480788.0;95928.0;384860.0;-81743.0
56;Total domestic sectors;Not consolidated;Opening balance sheet;2009 3rd quarter;9722845.0;13765.0;13110.0;655.0;1325201.0;22636.0;345051.0;957514.0;;;1036046.0;63456.0;972590.0;2977780.0;702609.0;2275171.0;3011417.0;2626244.0;267804.0;2328769.0;29671.0;385173.0;14608.0;370565.0;890819.0;45292.0;145554.0;698764.0;1209.0;45041.0;44534.0;61489.0;-16955.0;507.0;422776.0;97873.0;324903.0;9761083.0;550.0;;550.0;1497778.0;40767.0;352224.0;1104787.0;;;1637506.0;134705.0;1502801.0;2629605.0;706081.0;1923524.0;2601650.0;2335099.0;282829.0;2031064.0;21206.0;266551.0;1633.0;264918.0;894696.0;44353.0;149776.0;699358.0;1209.0;31141.0;30634.0;30634.0;;507.0;468157.0;94480.0;373677.0;-38238.0
57;Total domestic sectors;Not consolidated;Opening balance sheet;2009 4th quarter;9904558.0;18748.0;13464.0;5284.0;1302979.0;22188.0;339114.0;941677.0;;;1045881.0;66001.0;979880.0;2957938.0;678339.0;2279599.0;3187462.0;2671645.0;305864.0;2335745.0;30036.0;515817.0;14713.0;501104.0;918277.0;44528.0;148515.0;724002.0;1232.0;54361.0;53854.0;68605.0;-14751.0;507.0;418912.0;98573.0;320339.0;9916568.0;5203.0;;5203.0;1447231.0;40949.0;359853.0;1046429.0;;;1645027.0;153099.0;1491928.0;2637293.0;713518.0;1923775.0;2779062.0;2390391.0;332689.0;2036142.0;21560.0;388671.0;1443.0;387228.0;922143.0;43519.0;152769.0;724623.0;1232.0;38424.0;37917.0;37917.0;;507.0;442185.0;92093.0;350092.0;-12010.0
58;Total domestic sectors;Not consolidated;Opening balance sheet;2009;9537862.0;12969.0;12239.0;730.0;1337939.0;23687.0;313904.0;1000348.0;276422.0;723926.0;948808.0;57432.0;891376.0;3000074.0;695785.0;2304289.0;2821650.0;2519566.0;248547.0;2242169.0;28850.0;302084.0;14112.0;287972.0;930977.0;45356.0;162151.0;722306.0;1164.0;74046.0;73539.0;69156.0;4383.0;507.0;411399.0;93893.0;317506.0;9606185.0;586.0;;586.0;1486825.0;39817.0;313282.0;1133726.0;272261.0;861465.0;1547951.0;159802.0;1388149.0;2683050.0;718501.0;1964549.0;2445761.0;2258354.0;276567.0;1960802.0;20985.0;187407.0;2032.0;185375.0;935291.0;44409.0;166792.0;722926.0;1164.0;35456.0;34949.0;34949.0;;507.0;471265.0;96697.0;374568.0;-68323.0
59;Total domestic sectors;Not consolidated;Opening balance sheet;2010 1st quarter;10358007.0;20408.0;15090.0;5318.0;1296757.0;22010.0;325664.0;949083.0;294674.0;654409.0;1049214.0;53256.0;995958.0;3026625.0;711248.0;2315377.0;3539204.0;2990558.0;331065.0;2629317.0;30176.0;548646.0;16935.0;531711.0;950142.0;45292.0;153814.0;749782.0;1254.0;57490.0;56983.0;74550.0;-17567.0;507.0;418167.0;99045.0;319122.0;10376866.0;5265.0;;5265.0;1442021.0;42923.0;350508.0;1048590.0;291946.0;756644.0;1677805.0;143753.0;1534052.0;2703507.0;738056.0;1965451.0;3107206.0;2694463.0;372421.0;2299937.0;22105.0;412743.0;1244.0;411499.0;953948.0;44349.0;157925.0;750420.0;1254.0;44005.0;43498.0;43498.0;;507.0;443109.0;89549.0;353560.0;-18859.0
60;Total domestic sectors;Not consolidated;Opening balance sheet;2010 2nd quarter;10616333.0;21713.0;16207.0;5506.0;1337814.0;20628.0;363661.0;953525.0;301310.0;652215.0;1070678.0;50742.0;1019936.0;3043268.0;726817.0;2316451.0;3675015.0;3069273.0;344204.0;2695054.0;30015.0;605742.0;15961.0;589781.0;987562.0;47877.0;151579.0;786817.0;1289.0;64506.0;63977.0;73315.0;-9338.0;529.0;415777.0;99097.0;316680.0;10617458.0;5448.0;;5448.0;1504387.0;42415.0;389323.0;1072649.0;298488.0;774161.0;1721645.0;144781.0;1576864.0;2707147.0;727783.0;1979364.0;3221417.0;2759947.0;403339.0;2334221.0;22387.0;461470.0;1754.0;459716.0;991746.0;46821.0;155980.0;787656.0;1289.0;41059.0;40530.0;40530.0;;529.0;424609.0;87886.0;336723.0;-1125.0
61;Total domestic sectors;Not consolidated;Opening balance sheet;2010 3rd quarter;10851582.0;25797.0;19906.0;5891.0;1373997.0;20661.0;349283.0;1004053.0;307640.0;696413.0;1055459.0;40422.0;1015037.0;3100219.0;750576.0;2349643.0;3748907.0;3153689.0;326113.0;2796812.0;30764.0;595218.0;17132.0;578086.0;1027702.0;46039.0;146875.0;833464.0;1324.0;68716.0;68164.0;74640.0;-6476.0;552.0;450785.0;101306.0;349479.0;10863704.0;5826.0;;5826.0;1536078.0;43185.0;401514.0;1091379.0;304786.0;786593.0;1731694.0;136441.0;1595253.0;2781935.0;758429.0;2023506.0;3286583.0;2840320.0;392558.0;2425071.0;22691.0;446263.0;1815.0;444448.0;1033470.0;45067.0;152733.0;834346.0;1324.0;39670.0;39118.0;39118.0;;552.0;448448.0;91277.0;357171.0;-12122.0
62;Total domestic sectors;Not consolidated;Opening balance sheet;2010 4th quarter;10983560.0;24495.0;18915.0;5580.0;1333402.0;20524.0;348457.0;964421.0;306921.0;657500.0;1068905.0;40575.0;1028330.0;3100157.0;766524.0;2333633.0;3851983.0;3244693.0;343021.0;2870748.0;30924.0;607290.0;18862.0;588428.0;1092747.0;46153.0;151004.0;894231.0;1359.0;90645.0;90069.0;78003.0;12066.0;576.0;421226.0;98467.0;322759.0;10960722.0;5514.0;;5514.0;1457601.0;43234.0;387441.0;1026926.0;304070.0;722856.0;1754653.0;153959.0;1600694.0;2775058.0;762997.0;2012061.0;3366016.0;2908137.0;412202.0;2473010.0;22925.0;457879.0;2014.0;455865.0;1098925.0;45292.0;157119.0;895155.0;1359.0;39215.0;38639.0;38639.0;;576.0;463740.0;86566.0;377174.0;22838.0
63;Total domestic sectors;Not consolidated;Opening balance sheet;2010;10358007.0;20408.0;15090.0;5318.0;1296757.0;22010.0;325664.0;949083.0;294674.0;654409.0;1049214.0;53256.0;995958.0;3026625.0;711248.0;2315377.0;3539204.0;2990558.0;331065.0;2629317.0;30176.0;548646.0;16935.0;531711.0;950142.0;45292.0;153814.0;749782.0;1254.0;57490.0;56983.0;74550.0;-17567.0;507.0;418167.0;99045.0;319122.0;10376866.0;5265.0;;5265.0;1442021.0;42923.0;350508.0;1048590.0;291946.0;756644.0;1677805.0;143753.0;1534052.0;2703507.0;738056.0;1965451.0;3107206.0;2694463.0;372421.0;2299937.0;22105.0;412743.0;1244.0;411499.0;953948.0;44349.0;157925.0;750420.0;1254.0;44005.0;43498.0;43498.0;;507.0;443109.0;89549.0;353560.0;-18859.0
