ID;Geslacht;Onderwijssoort;Opleidingsfase;Opleidingsvorm;Perioden;TotaalIngeschrevenen_1
995;Mannen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Duaal;2012/'13;130
996;Mannen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Duaal;2013/'14;130
997;Mannen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Duaal;2014/'15;130
998;Mannen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Duaal;2015/'16;150
999;Mannen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Duaal;2016/'17;140
1000;Mannen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Duaal;2017/'18;170
1001;Mannen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Duaal;2018/'19;170
1002;Mannen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Duaal;2019/'20;180
1003;Mannen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Duaal;2020/'21;180
1004;Mannen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Duaal;2021/'22;170
1005;Mannen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Duaal;2022/'23;140
1006;Mannen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Duaal;2023/'24;140
1007;Mannen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Duaal;2024/'25;140
1008;Vrouwen;Hoger onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2011/'12;345030
1009;Vrouwen;Hoger onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2012/'13;340900
1010;Vrouwen;Hoger onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2013/'14;353500
1011;Vrouwen;Hoger onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2014/'15;358780
1012;Vrouwen;Hoger onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2015/'16;358630
1013;Vrouwen;Hoger onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2016/'17;364380
1014;Vrouwen;Hoger onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2017/'18;373530
1015;Vrouwen;Hoger onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2018/'19;384320
1016;Vrouwen;Hoger onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2019/'20;398130
1017;Vrouwen;Hoger onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2020/'21;428120
1018;Vrouwen;Hoger onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2021/'22;440390
1019;Vrouwen;Hoger onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2022/'23;434200
1020;Vrouwen;Hoger onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2023/'24;427460
1021;Vrouwen;Hoger onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2024/'25;421000
1022;Vrouwen;Hoger onderwijs;Opleidingsfase totaal;Voltijd;2011/'12;299950
1023;Vrouwen;Hoger onderwijs;Opleidingsfase totaal;Voltijd;2012/'13;301300
1024;Vrouwen;Hoger onderwijs;Opleidingsfase totaal;Voltijd;2013/'14;316280
1025;Vrouwen;Hoger onderwijs;Opleidingsfase totaal;Voltijd;2014/'15;324280
1026;Vrouwen;Hoger onderwijs;Opleidingsfase totaal;Voltijd;2015/'16;325260
1027;Vrouwen;Hoger onderwijs;Opleidingsfase totaal;Voltijd;2016/'17;331190
1028;Vrouwen;Hoger onderwijs;Opleidingsfase totaal;Voltijd;2017/'18;339070
1029;Vrouwen;Hoger onderwijs;Opleidingsfase totaal;Voltijd;2018/'19;347880
1030;Vrouwen;Hoger onderwijs;Opleidingsfase totaal;Voltijd;2019/'20;358710
1031;Vrouwen;Hoger onderwijs;Opleidingsfase totaal;Voltijd;2020/'21;384780
1032;Vrouwen;Hoger onderwijs;Opleidingsfase totaal;Voltijd;2021/'22;393740
1033;Vrouwen;Hoger onderwijs;Opleidingsfase totaal;Voltijd;2022/'23;387640
1034;Vrouwen;Hoger onderwijs;Opleidingsfase totaal;Voltijd;2023/'24;381380
1035;Vrouwen;Hoger onderwijs;Opleidingsfase totaal;Voltijd;2024/'25;375690
1036;Vrouwen;Hoger onderwijs;Opleidingsfase totaal;Deeltijd;2011/'12;38890
1037;Vrouwen;Hoger onderwijs;Opleidingsfase totaal;Deeltijd;2012/'13;33550
1038;Vrouwen;Hoger onderwijs;Opleidingsfase totaal;Deeltijd;2013/'14;31350
1039;Vrouwen;Hoger onderwijs;Opleidingsfase totaal;Deeltijd;2014/'15;29000
1040;Vrouwen;Hoger onderwijs;Opleidingsfase totaal;Deeltijd;2015/'16;27740
1041;Vrouwen;Hoger onderwijs;Opleidingsfase totaal;Deeltijd;2016/'17;27340
1042;Vrouwen;Hoger onderwijs;Opleidingsfase totaal;Deeltijd;2017/'18;28050
1043;Vrouwen;Hoger onderwijs;Opleidingsfase totaal;Deeltijd;2018/'19;29480
1044;Vrouwen;Hoger onderwijs;Opleidingsfase totaal;Deeltijd;2019/'20;31680
1045;Vrouwen;Hoger onderwijs;Opleidingsfase totaal;Deeltijd;2020/'21;34790
1046;Vrouwen;Hoger onderwijs;Opleidingsfase totaal;Deeltijd;2021/'22;37850
1047;Vrouwen;Hoger onderwijs;Opleidingsfase totaal;Deeltijd;2022/'23;37430
1048;Vrouwen;Hoger onderwijs;Opleidingsfase totaal;Deeltijd;2023/'24;36660
1049;Vrouwen;Hoger onderwijs;Opleidingsfase totaal;Deeltijd;2024/'25;35840
1050;Vrouwen;Hoger onderwijs;Opleidingsfase totaal;Duaal;2011/'12;6200
1051;Vrouwen;Hoger onderwijs;Opleidingsfase totaal;Duaal;2012/'13;6060
1052;Vrouwen;Hoger onderwijs;Opleidingsfase totaal;Duaal;2013/'14;5880
1053;Vrouwen;Hoger onderwijs;Opleidingsfase totaal;Duaal;2014/'15;5500
1054;Vrouwen;Hoger onderwijs;Opleidingsfase totaal;Duaal;2015/'16;5620
1055;Vrouwen;Hoger onderwijs;Opleidingsfase totaal;Duaal;2016/'17;5840
1056;Vrouwen;Hoger onderwijs;Opleidingsfase totaal;Duaal;2017/'18;6400
1057;Vrouwen;Hoger onderwijs;Opleidingsfase totaal;Duaal;2018/'19;6970
1058;Vrouwen;Hoger onderwijs;Opleidingsfase totaal;Duaal;2019/'20;7740
1059;Vrouwen;Hoger onderwijs;Opleidingsfase totaal;Duaal;2020/'21;8550
1060;Vrouwen;Hoger onderwijs;Opleidingsfase totaal;Duaal;2021/'22;8800
1061;Vrouwen;Hoger onderwijs;Opleidingsfase totaal;Duaal;2022/'23;9130
1062;Vrouwen;Hoger onderwijs;Opleidingsfase totaal;Duaal;2023/'24;9420
1063;Vrouwen;Hoger onderwijs;Opleidingsfase totaal;Duaal;2024/'25;9470
1064;Vrouwen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2011/'12;293810
1065;Vrouwen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2012/'13;288630
1066;Vrouwen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2013/'14;297870
1067;Vrouwen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2014/'15;301370
1068;Vrouwen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2015/'16;299100
1069;Vrouwen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2016/'17;303490
1070;Vrouwen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2017/'18;310960
1071;Vrouwen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2018/'19;319810
1072;Vrouwen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2019/'20;331190
1073;Vrouwen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2020/'21;355190
1074;Vrouwen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2021/'22;362640
1075;Vrouwen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2022/'23;358240
1076;Vrouwen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2023/'24;352060
1077;Vrouwen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2024/'25;344210
1078;Vrouwen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2011/'12;258970
1079;Vrouwen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2012/'13;258050
1080;Vrouwen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2013/'14;269800
1081;Vrouwen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2014/'15;276010
1082;Vrouwen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2015/'16;274900
1083;Vrouwen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2016/'17;279220
1084;Vrouwen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2017/'18;284940
1085;Vrouwen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2018/'19;291760
1086;Vrouwen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2019/'20;300410
1087;Vrouwen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2020/'21;320570
1088;Vrouwen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2021/'22;325330
1089;Vrouwen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2022/'23;320800
1090;Vrouwen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2023/'24;314750
1091;Vrouwen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2024/'25;307620
1092;Vrouwen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2011/'12;29740
1093;Vrouwen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2012/'13;25690
1094;Vrouwen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2013/'14;23380
1095;Vrouwen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2014/'15;21040
1096;Vrouwen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2015/'16;19820
1097;Vrouwen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2016/'17;19820
1098;Vrouwen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2017/'18;21200
1099;Vrouwen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2018/'19;22810
1100;Vrouwen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2019/'20;24960
1101;Vrouwen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2020/'21;28070
1102;Vrouwen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2021/'22;30500
1103;Vrouwen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2022/'23;30320
1104;Vrouwen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2023/'24;29920
1105;Vrouwen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2024/'25;29160
1106;Vrouwen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2011/'12;5100
1107;Vrouwen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2012/'13;4890
1108;Vrouwen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2013/'14;4690
1109;Vrouwen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2014/'15;4320
1110;Vrouwen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2015/'16;4380
1111;Vrouwen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2016/'17;4450
1112;Vrouwen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2017/'18;4830
1113;Vrouwen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2018/'19;5240
1114;Vrouwen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2019/'20;5830
1115;Vrouwen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2020/'21;6560
1116;Vrouwen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2021/'22;6810
1117;Vrouwen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2022/'23;7120
1118;Vrouwen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2023/'24;7390
1119;Vrouwen;Hoger onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2024/'25;7440
1120;Vrouwen;Hoger onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2011/'12;51230
1121;Vrouwen;Hoger onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2012/'13;52280
1122;Vrouwen;Hoger onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2013/'14;55630
1123;Vrouwen;Hoger onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2014/'15;57410
1124;Vrouwen;Hoger onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2015/'16;59530
1125;Vrouwen;Hoger onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2016/'17;60890
1126;Vrouwen;Hoger onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2017/'18;62560
1127;Vrouwen;Hoger onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2018/'19;64520
1128;Vrouwen;Hoger onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2019/'20;66950
1129;Vrouwen;Hoger onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2020/'21;72930
1130;Vrouwen;Hoger onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2021/'22;77750
1131;Vrouwen;Hoger onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2022/'23;75960
1132;Vrouwen;Hoger onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2023/'24;75400
1133;Vrouwen;Hoger onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2024/'25;76790
1134;Vrouwen;Hoger onderwijs;Master- en vervolgopleidingen;Voltijd;2011/'12;40980
1135;Vrouwen;Hoger onderwijs;Master- en vervolgopleidingen;Voltijd;2012/'13;43250
1136;Vrouwen;Hoger onderwijs;Master- en vervolgopleidingen;Voltijd;2013/'14;46470
1137;Vrouwen;Hoger onderwijs;Master- en vervolgopleidingen;Voltijd;2014/'15;48270
1138;Vrouwen;Hoger onderwijs;Master- en vervolgopleidingen;Voltijd;2015/'16;50370
1139;Vrouwen;Hoger onderwijs;Master- en vervolgopleidingen;Voltijd;2016/'17;51970
1140;Vrouwen;Hoger onderwijs;Master- en vervolgopleidingen;Voltijd;2017/'18;54140
1141;Vrouwen;Hoger onderwijs;Master- en vervolgopleidingen;Voltijd;2018/'19;56120
1142;Vrouwen;Hoger onderwijs;Master- en vervolgopleidingen;Voltijd;2019/'20;58310
1143;Vrouwen;Hoger onderwijs;Master- en vervolgopleidingen;Voltijd;2020/'21;64220
1144;Vrouwen;Hoger onderwijs;Master- en vervolgopleidingen;Voltijd;2021/'22;68410
1145;Vrouwen;Hoger onderwijs;Master- en vervolgopleidingen;Voltijd;2022/'23;66830
1146;Vrouwen;Hoger onderwijs;Master- en vervolgopleidingen;Voltijd;2023/'24;66630
1147;Vrouwen;Hoger onderwijs;Master- en vervolgopleidingen;Voltijd;2024/'25;68080
1148;Vrouwen;Hoger onderwijs;Master- en vervolgopleidingen;Deeltijd;2011/'12;9150
1149;Vrouwen;Hoger onderwijs;Master- en vervolgopleidingen;Deeltijd;2012/'13;7860
1150;Vrouwen;Hoger onderwijs;Master- en vervolgopleidingen;Deeltijd;2013/'14;7970
1151;Vrouwen;Hoger onderwijs;Master- en vervolgopleidingen;Deeltijd;2014/'15;7960
1152;Vrouwen;Hoger onderwijs;Master- en vervolgopleidingen;Deeltijd;2015/'16;7920
1153;Vrouwen;Hoger onderwijs;Master- en vervolgopleidingen;Deeltijd;2016/'17;7530
1154;Vrouwen;Hoger onderwijs;Master- en vervolgopleidingen;Deeltijd;2017/'18;6860
1155;Vrouwen;Hoger onderwijs;Master- en vervolgopleidingen;Deeltijd;2018/'19;6670
1156;Vrouwen;Hoger onderwijs;Master- en vervolgopleidingen;Deeltijd;2019/'20;6730
1157;Vrouwen;Hoger onderwijs;Master- en vervolgopleidingen;Deeltijd;2020/'21;6730
1158;Vrouwen;Hoger onderwijs;Master- en vervolgopleidingen;Deeltijd;2021/'22;7350
1159;Vrouwen;Hoger onderwijs;Master- en vervolgopleidingen;Deeltijd;2022/'23;7110
1160;Vrouwen;Hoger onderwijs;Master- en vervolgopleidingen;Deeltijd;2023/'24;6740
1161;Vrouwen;Hoger onderwijs;Master- en vervolgopleidingen;Deeltijd;2024/'25;6680
1162;Vrouwen;Hoger onderwijs;Master- en vervolgopleidingen;Duaal;2011/'12;1100
1163;Vrouwen;Hoger onderwijs;Master- en vervolgopleidingen;Duaal;2012/'13;1170
1164;Vrouwen;Hoger onderwijs;Master- en vervolgopleidingen;Duaal;2013/'14;1190
1165;Vrouwen;Hoger onderwijs;Master- en vervolgopleidingen;Duaal;2014/'15;1180
1166;Vrouwen;Hoger onderwijs;Master- en vervolgopleidingen;Duaal;2015/'16;1240
1167;Vrouwen;Hoger onderwijs;Master- en vervolgopleidingen;Duaal;2016/'17;1400
1168;Vrouwen;Hoger onderwijs;Master- en vervolgopleidingen;Duaal;2017/'18;1570
1169;Vrouwen;Hoger onderwijs;Master- en vervolgopleidingen;Duaal;2018/'19;1730
1170;Vrouwen;Hoger onderwijs;Master- en vervolgopleidingen;Duaal;2019/'20;1910
1171;Vrouwen;Hoger onderwijs;Master- en vervolgopleidingen;Duaal;2020/'21;1990
1172;Vrouwen;Hoger onderwijs;Master- en vervolgopleidingen;Duaal;2021/'22;1990
1173;Vrouwen;Hoger onderwijs;Master- en vervolgopleidingen;Duaal;2022/'23;2010
1174;Vrouwen;Hoger onderwijs;Master- en vervolgopleidingen;Duaal;2023/'24;2030
1175;Vrouwen;Hoger onderwijs;Master- en vervolgopleidingen;Duaal;2024/'25;2040
1176;Vrouwen;Hoger beroepsonderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2011/'12;219970
1177;Vrouwen;Hoger beroepsonderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2012/'13;218110
1178;Vrouwen;Hoger beroepsonderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2013/'14;226670
1179;Vrouwen;Hoger beroepsonderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2014/'15;229230
1180;Vrouwen;Hoger beroepsonderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2015/'16;227000
1181;Vrouwen;Hoger beroepsonderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2016/'17;228910
1182;Vrouwen;Hoger beroepsonderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2017/'18;231290
1183;Vrouwen;Hoger beroepsonderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2018/'19;233250
1184;Vrouwen;Hoger beroepsonderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2019/'20;239120
1185;Vrouwen;Hoger beroepsonderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2020/'21;255110
1186;Vrouwen;Hoger beroepsonderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2021/'22;258330
1187;Vrouwen;Hoger beroepsonderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2022/'23;251930
1188;Vrouwen;Hoger beroepsonderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2023/'24;244350
1189;Vrouwen;Hoger beroepsonderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2024/'25;238750
1190;Vrouwen;Hoger beroepsonderwijs;Opleidingsfase totaal;Voltijd;2011/'12;179770
1191;Vrouwen;Hoger beroepsonderwijs;Opleidingsfase totaal;Voltijd;2012/'13;182350
1192;Vrouwen;Hoger beroepsonderwijs;Opleidingsfase totaal;Voltijd;2013/'14;192950
1193;Vrouwen;Hoger beroepsonderwijs;Opleidingsfase totaal;Voltijd;2014/'15;197880
1194;Vrouwen;Hoger beroepsonderwijs;Opleidingsfase totaal;Voltijd;2015/'16;196550
1195;Vrouwen;Hoger beroepsonderwijs;Opleidingsfase totaal;Voltijd;2016/'17;198530
1196;Vrouwen;Hoger beroepsonderwijs;Opleidingsfase totaal;Voltijd;2017/'18;199710
1197;Vrouwen;Hoger beroepsonderwijs;Opleidingsfase totaal;Voltijd;2018/'19;199650
1198;Vrouwen;Hoger beroepsonderwijs;Opleidingsfase totaal;Voltijd;2019/'20;202450
1199;Vrouwen;Hoger beroepsonderwijs;Opleidingsfase totaal;Voltijd;2020/'21;214650
1200;Vrouwen;Hoger beroepsonderwijs;Opleidingsfase totaal;Voltijd;2021/'22;214700
1201;Vrouwen;Hoger beroepsonderwijs;Opleidingsfase totaal;Voltijd;2022/'23;208260
1202;Vrouwen;Hoger beroepsonderwijs;Opleidingsfase totaal;Voltijd;2023/'24;201030
1203;Vrouwen;Hoger beroepsonderwijs;Opleidingsfase totaal;Voltijd;2024/'25;196080
1204;Vrouwen;Hoger beroepsonderwijs;Opleidingsfase totaal;Deeltijd;2011/'12;34300
1205;Vrouwen;Hoger beroepsonderwijs;Opleidingsfase totaal;Deeltijd;2012/'13;29980
1206;Vrouwen;Hoger beroepsonderwijs;Opleidingsfase totaal;Deeltijd;2013/'14;28130
1207;Vrouwen;Hoger beroepsonderwijs;Opleidingsfase totaal;Deeltijd;2014/'15;26140
1208;Vrouwen;Hoger beroepsonderwijs;Opleidingsfase totaal;Deeltijd;2015/'16;25130
1209;Vrouwen;Hoger beroepsonderwijs;Opleidingsfase totaal;Deeltijd;2016/'17;24870
1210;Vrouwen;Hoger beroepsonderwijs;Opleidingsfase totaal;Deeltijd;2017/'18;25530
1211;Vrouwen;Hoger beroepsonderwijs;Opleidingsfase totaal;Deeltijd;2018/'19;27000
1212;Vrouwen;Hoger beroepsonderwijs;Opleidingsfase totaal;Deeltijd;2019/'20;29300
1213;Vrouwen;Hoger beroepsonderwijs;Opleidingsfase totaal;Deeltijd;2020/'21;32300
1214;Vrouwen;Hoger beroepsonderwijs;Opleidingsfase totaal;Deeltijd;2021/'22;35240
1215;Vrouwen;Hoger beroepsonderwijs;Opleidingsfase totaal;Deeltijd;2022/'23;34960
1216;Vrouwen;Hoger beroepsonderwijs;Opleidingsfase totaal;Deeltijd;2023/'24;34320
1217;Vrouwen;Hoger beroepsonderwijs;Opleidingsfase totaal;Deeltijd;2024/'25;33630
1218;Vrouwen;Hoger beroepsonderwijs;Opleidingsfase totaal;Duaal;2011/'12;5910
1219;Vrouwen;Hoger beroepsonderwijs;Opleidingsfase totaal;Duaal;2012/'13;5780
1220;Vrouwen;Hoger beroepsonderwijs;Opleidingsfase totaal;Duaal;2013/'14;5590
1221;Vrouwen;Hoger beroepsonderwijs;Opleidingsfase totaal;Duaal;2014/'15;5210
1222;Vrouwen;Hoger beroepsonderwijs;Opleidingsfase totaal;Duaal;2015/'16;5320
1223;Vrouwen;Hoger beroepsonderwijs;Opleidingsfase totaal;Duaal;2016/'17;5510
1224;Vrouwen;Hoger beroepsonderwijs;Opleidingsfase totaal;Duaal;2017/'18;6050
1225;Vrouwen;Hoger beroepsonderwijs;Opleidingsfase totaal;Duaal;2018/'19;6600
1226;Vrouwen;Hoger beroepsonderwijs;Opleidingsfase totaal;Duaal;2019/'20;7370
1227;Vrouwen;Hoger beroepsonderwijs;Opleidingsfase totaal;Duaal;2020/'21;8160
1228;Vrouwen;Hoger beroepsonderwijs;Opleidingsfase totaal;Duaal;2021/'22;8390
1229;Vrouwen;Hoger beroepsonderwijs;Opleidingsfase totaal;Duaal;2022/'23;8710
1230;Vrouwen;Hoger beroepsonderwijs;Opleidingsfase totaal;Duaal;2023/'24;9000
1231;Vrouwen;Hoger beroepsonderwijs;Opleidingsfase totaal;Duaal;2024/'25;9040
1232;Vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2011/'12;211350
1233;Vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2012/'13;210330
1234;Vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2013/'14;218640
1235;Vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2014/'15;221000
1236;Vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2015/'16;218730
1237;Vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2016/'17;220790
1238;Vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2017/'18;223520
1239;Vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2018/'19;225250
1240;Vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2019/'20;230670
1241;Vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2020/'21;246340
1242;Vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2021/'22;248830
1243;Vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2022/'23;242650
1244;Vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2023/'24;235100
1245;Vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2024/'25;229300
1246;Vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2011/'12;178770
1247;Vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2012/'13;181350
1248;Vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2013/'14;191810
1249;Vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2014/'15;196660
1250;Vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2015/'16;195420
1251;Vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2016/'17;197320
1252;Vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2017/'18;198340
1253;Vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2018/'19;198060
1254;Vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2019/'20;200690
1255;Vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2020/'21;212530
1256;Vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2021/'22;212380
1257;Vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2022/'23;205990
1258;Vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2023/'24;198520
1259;Vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2024/'25;193370
