ID;Bedrijfsgroep;Geslacht;BurgerlijkeStaat;Personen_1
536;305;Mannen;Weduwstaat;33
537;305;Mannen;Gescheiden van echt;24
538;305;Mannen;Burgerlijke staat onbekend;0
539;305;Vrouwen;Totaal alle burgerlijke staten;196
540;305;Vrouwen;Ongehuwd;163
541;305;Vrouwen;Gehuwd;25
542;305;Vrouwen;Gescheiden van tafel en bed;1
543;305;Vrouwen;Weduwstaat;6
544;305;Vrouwen;Gescheiden van echt;1
545;305;Vrouwen;Burgerlijke staat onbekend;0
546;306;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;158
547;306;Totaal mannen en vrouwen;Ongehuwd;92
548;306;Totaal mannen en vrouwen;Gehuwd;63
549;306;Totaal mannen en vrouwen;Gescheiden van tafel en bed;0
550;306;Totaal mannen en vrouwen;Weduwstaat;1
551;306;Totaal mannen en vrouwen;Gescheiden van echt;2
552;306;Totaal mannen en vrouwen;Burgerlijke staat onbekend;0
553;306;Mannen;Totaal alle burgerlijke staten;121
554;306;Mannen;Ongehuwd;57
555;306;Mannen;Gehuwd;61
556;306;Mannen;Gescheiden van tafel en bed;0
557;306;Mannen;Weduwstaat;1
558;306;Mannen;Gescheiden van echt;2
559;306;Mannen;Burgerlijke staat onbekend;0
560;306;Vrouwen;Totaal alle burgerlijke staten;37
561;306;Vrouwen;Ongehuwd;35
562;306;Vrouwen;Gehuwd;2
563;306;Vrouwen;Gescheiden van tafel en bed;0
564;306;Vrouwen;Weduwstaat;0
565;306;Vrouwen;Gescheiden van echt;0
566;306;Vrouwen;Burgerlijke staat onbekend;0
567;400;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;257466
568;400;Totaal mannen en vrouwen;Ongehuwd;95404
569;400;Totaal mannen en vrouwen;Gehuwd;153191
570;400;Totaal mannen en vrouwen;Gescheiden van tafel en bed;380
571;400;Totaal mannen en vrouwen;Weduwstaat;7241
572;400;Totaal mannen en vrouwen;Gescheiden van echt;1250
573;400;Totaal mannen en vrouwen;Burgerlijke staat onbekend;0
574;400;Mannen;Totaal alle burgerlijke staten;254497
575;400;Mannen;Ongehuwd;93846
576;400;Mannen;Gehuwd;152215
577;400;Mannen;Gescheiden van tafel en bed;365
578;400;Mannen;Weduwstaat;6916
579;400;Mannen;Gescheiden van echt;1155
580;400;Mannen;Burgerlijke staat onbekend;0
581;400;Vrouwen;Totaal alle burgerlijke staten;2969
582;400;Vrouwen;Ongehuwd;1558
583;400;Vrouwen;Gehuwd;976
584;400;Vrouwen;Gescheiden van tafel en bed;15
585;400;Vrouwen;Weduwstaat;325
586;400;Vrouwen;Gescheiden van echt;95
587;400;Vrouwen;Burgerlijke staat onbekend;0
588;402;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;2853
589;402;Totaal mannen en vrouwen;Ongehuwd;522
590;402;Totaal mannen en vrouwen;Gehuwd;2216
591;402;Totaal mannen en vrouwen;Gescheiden van tafel en bed;2
592;402;Totaal mannen en vrouwen;Weduwstaat;107
593;402;Totaal mannen en vrouwen;Gescheiden van echt;6
594;402;Totaal mannen en vrouwen;Burgerlijke staat onbekend;0
595;402;Mannen;Totaal alle burgerlijke staten;2736
596;402;Mannen;Ongehuwd;434
597;402;Mannen;Gehuwd;2201
598;402;Mannen;Gescheiden van tafel en bed;2
599;402;Mannen;Weduwstaat;95
600;402;Mannen;Gescheiden van echt;4
601;402;Mannen;Burgerlijke staat onbekend;0
602;402;Vrouwen;Totaal alle burgerlijke staten;117
603;402;Vrouwen;Ongehuwd;88
604;402;Vrouwen;Gehuwd;15
605;402;Vrouwen;Gescheiden van tafel en bed;0
606;402;Vrouwen;Weduwstaat;12
607;402;Vrouwen;Gescheiden van echt;2
608;402;Vrouwen;Burgerlijke staat onbekend;0
609;403;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;123934
610;403;Totaal mannen en vrouwen;Ongehuwd;49335
611;403;Totaal mannen en vrouwen;Gehuwd;70661
612;403;Totaal mannen en vrouwen;Gescheiden van tafel en bed;148
613;403;Totaal mannen en vrouwen;Weduwstaat;3369
614;403;Totaal mannen en vrouwen;Gescheiden van echt;421
615;403;Totaal mannen en vrouwen;Burgerlijke staat onbekend;0
616;403;Mannen;Totaal alle burgerlijke staten;123490
617;403;Mannen;Ongehuwd;49044
618;403;Mannen;Gehuwd;70620
619;403;Mannen;Gescheiden van tafel en bed;147
620;403;Mannen;Weduwstaat;3265
621;403;Mannen;Gescheiden van echt;414
622;403;Mannen;Burgerlijke staat onbekend;0
623;403;Vrouwen;Totaal alle burgerlijke staten;444
624;403;Vrouwen;Ongehuwd;291
625;403;Vrouwen;Gehuwd;41
626;403;Vrouwen;Gescheiden van tafel en bed;1
627;403;Vrouwen;Weduwstaat;104
628;403;Vrouwen;Gescheiden van echt;7
629;403;Vrouwen;Burgerlijke staat onbekend;0
630;405;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;6684
631;405;Totaal mannen en vrouwen;Ongehuwd;2076
632;405;Totaal mannen en vrouwen;Gehuwd;4422
633;405;Totaal mannen en vrouwen;Gescheiden van tafel en bed;14
634;405;Totaal mannen en vrouwen;Weduwstaat;124
635;405;Totaal mannen en vrouwen;Gescheiden van echt;48
636;405;Totaal mannen en vrouwen;Burgerlijke staat onbekend;0
637;405;Mannen;Totaal alle burgerlijke staten;6625
638;405;Mannen;Ongehuwd;2023
639;405;Mannen;Gehuwd;4418
640;405;Mannen;Gescheiden van tafel en bed;14
641;405;Mannen;Weduwstaat;122
642;405;Mannen;Gescheiden van echt;48
643;405;Mannen;Burgerlijke staat onbekend;0
644;405;Vrouwen;Totaal alle burgerlijke staten;59
645;405;Vrouwen;Ongehuwd;53
646;405;Vrouwen;Gehuwd;4
647;405;Vrouwen;Gescheiden van tafel en bed;0
648;405;Vrouwen;Weduwstaat;2
649;405;Vrouwen;Gescheiden van echt;0
650;405;Vrouwen;Burgerlijke staat onbekend;0
651;406;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;510
652;406;Totaal mannen en vrouwen;Ongehuwd;164
653;406;Totaal mannen en vrouwen;Gehuwd;316
654;406;Totaal mannen en vrouwen;Gescheiden van tafel en bed;4
655;406;Totaal mannen en vrouwen;Weduwstaat;20
656;406;Totaal mannen en vrouwen;Gescheiden van echt;6
657;406;Totaal mannen en vrouwen;Burgerlijke staat onbekend;0
658;406;Mannen;Totaal alle burgerlijke staten;505
659;406;Mannen;Ongehuwd;161
660;406;Mannen;Gehuwd;315
661;406;Mannen;Gescheiden van tafel en bed;4
662;406;Mannen;Weduwstaat;19
663;406;Mannen;Gescheiden van echt;6
664;406;Mannen;Burgerlijke staat onbekend;0
665;406;Vrouwen;Totaal alle burgerlijke staten;5
666;406;Vrouwen;Ongehuwd;3
667;406;Vrouwen;Gehuwd;1
668;406;Vrouwen;Gescheiden van tafel en bed;0
669;406;Vrouwen;Weduwstaat;1
670;406;Vrouwen;Gescheiden van echt;0
671;406;Vrouwen;Burgerlijke staat onbekend;0
672;407;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;36403
673;407;Totaal mannen en vrouwen;Ongehuwd;11501
674;407;Totaal mannen en vrouwen;Gehuwd;23525
675;407;Totaal mannen en vrouwen;Gescheiden van tafel en bed;53
676;407;Totaal mannen en vrouwen;Weduwstaat;1116
677;407;Totaal mannen en vrouwen;Gescheiden van echt;208
678;407;Totaal mannen en vrouwen;Burgerlijke staat onbekend;0
679;407;Mannen;Totaal alle burgerlijke staten;36282
680;407;Mannen;Ongehuwd;11405
681;407;Mannen;Gehuwd;23503
682;407;Mannen;Gescheiden van tafel en bed;53
683;407;Mannen;Weduwstaat;1113
684;407;Mannen;Gescheiden van echt;208
685;407;Mannen;Burgerlijke staat onbekend;0
686;407;Vrouwen;Totaal alle burgerlijke staten;121
687;407;Vrouwen;Ongehuwd;96
688;407;Vrouwen;Gehuwd;22
689;407;Vrouwen;Gescheiden van tafel en bed;0
690;407;Vrouwen;Weduwstaat;3
691;407;Vrouwen;Gescheiden van echt;0
692;407;Vrouwen;Burgerlijke staat onbekend;0
693;408;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;220
694;408;Totaal mannen en vrouwen;Ongehuwd;65
695;408;Totaal mannen en vrouwen;Gehuwd;144
696;408;Totaal mannen en vrouwen;Gescheiden van tafel en bed;0
697;408;Totaal mannen en vrouwen;Weduwstaat;11
698;408;Totaal mannen en vrouwen;Gescheiden van echt;0
699;408;Totaal mannen en vrouwen;Burgerlijke staat onbekend;0
700;408;Mannen;Totaal alle burgerlijke staten;219
701;408;Mannen;Ongehuwd;64
702;408;Mannen;Gehuwd;144
703;408;Mannen;Gescheiden van tafel en bed;0
704;408;Mannen;Weduwstaat;11
705;408;Mannen;Gescheiden van echt;0
706;408;Mannen;Burgerlijke staat onbekend;0
707;408;Vrouwen;Totaal alle burgerlijke staten;1
708;408;Vrouwen;Ongehuwd;1
709;408;Vrouwen;Gehuwd;0
710;408;Vrouwen;Gescheiden van tafel en bed;0
711;408;Vrouwen;Weduwstaat;0
712;408;Vrouwen;Gescheiden van echt;0
713;408;Vrouwen;Burgerlijke staat onbekend;0
714;409;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;4754
715;409;Totaal mannen en vrouwen;Ongehuwd;1451
716;409;Totaal mannen en vrouwen;Gehuwd;3171
717;409;Totaal mannen en vrouwen;Gescheiden van tafel en bed;11
718;409;Totaal mannen en vrouwen;Weduwstaat;100
719;409;Totaal mannen en vrouwen;Gescheiden van echt;21
720;409;Totaal mannen en vrouwen;Burgerlijke staat onbekend;0
721;409;Mannen;Totaal alle burgerlijke staten;4752
722;409;Mannen;Ongehuwd;1449
723;409;Mannen;Gehuwd;3171
724;409;Mannen;Gescheiden van tafel en bed;11
725;409;Mannen;Weduwstaat;100
726;409;Mannen;Gescheiden van echt;21
727;409;Mannen;Burgerlijke staat onbekend;0
728;409;Vrouwen;Totaal alle burgerlijke staten;2
729;409;Vrouwen;Ongehuwd;2
730;409;Vrouwen;Gehuwd;0
731;409;Vrouwen;Gescheiden van tafel en bed;0
732;409;Vrouwen;Weduwstaat;0
733;409;Vrouwen;Gescheiden van echt;0
734;409;Vrouwen;Burgerlijke staat onbekend;0
735;410;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;7534
736;410;Totaal mannen en vrouwen;Ongehuwd;1667
737;410;Totaal mannen en vrouwen;Gehuwd;5537
738;410;Totaal mannen en vrouwen;Gescheiden van tafel en bed;6
739;410;Totaal mannen en vrouwen;Weduwstaat;303
740;410;Totaal mannen en vrouwen;Gescheiden van echt;21
741;410;Totaal mannen en vrouwen;Burgerlijke staat onbekend;0
742;410;Mannen;Totaal alle burgerlijke staten;7519
743;410;Mannen;Ongehuwd;1656
744;410;Mannen;Gehuwd;5535
745;410;Mannen;Gescheiden van tafel en bed;6
746;410;Mannen;Weduwstaat;302
747;410;Mannen;Gescheiden van echt;20
748;410;Mannen;Burgerlijke staat onbekend;0
749;410;Vrouwen;Totaal alle burgerlijke staten;15
750;410;Vrouwen;Ongehuwd;11
751;410;Vrouwen;Gehuwd;2
752;410;Vrouwen;Gescheiden van tafel en bed;0
753;410;Vrouwen;Weduwstaat;1
754;410;Vrouwen;Gescheiden van echt;1
755;410;Vrouwen;Burgerlijke staat onbekend;0
756;411;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;8337
757;411;Totaal mannen en vrouwen;Ongehuwd;2846
758;411;Totaal mannen en vrouwen;Gehuwd;5171
759;411;Totaal mannen en vrouwen;Gescheiden van tafel en bed;19
760;411;Totaal mannen en vrouwen;Weduwstaat;243
761;411;Totaal mannen en vrouwen;Gescheiden van echt;58
762;411;Totaal mannen en vrouwen;Burgerlijke staat onbekend;0
763;411;Mannen;Totaal alle burgerlijke staten;8334
764;411;Mannen;Ongehuwd;2845
765;411;Mannen;Gehuwd;5171
766;411;Mannen;Gescheiden van tafel en bed;19
767;411;Mannen;Weduwstaat;241
768;411;Mannen;Gescheiden van echt;58
769;411;Mannen;Burgerlijke staat onbekend;0
770;411;Vrouwen;Totaal alle burgerlijke staten;3
771;411;Vrouwen;Ongehuwd;1
772;411;Vrouwen;Gehuwd;0
773;411;Vrouwen;Gescheiden van tafel en bed;0
774;411;Vrouwen;Weduwstaat;2
775;411;Vrouwen;Gescheiden van echt;0
776;411;Vrouwen;Burgerlijke staat onbekend;0
777;412;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;39320
778;412;Totaal mannen en vrouwen;Ongehuwd;17406
779;412;Totaal mannen en vrouwen;Gehuwd;20667
780;412;Totaal mannen en vrouwen;Gescheiden van tafel en bed;50
781;412;Totaal mannen en vrouwen;Weduwstaat;1002
782;412;Totaal mannen en vrouwen;Gescheiden van echt;195
783;412;Totaal mannen en vrouwen;Burgerlijke staat onbekend;0
784;412;Mannen;Totaal alle burgerlijke staten;39224
785;412;Mannen;Ongehuwd;17366
786;412;Mannen;Gehuwd;20662
787;412;Mannen;Gescheiden van tafel en bed;50
788;412;Mannen;Weduwstaat;951
789;412;Mannen;Gescheiden van echt;195
790;412;Mannen;Burgerlijke staat onbekend;0
791;412;Vrouwen;Totaal alle burgerlijke staten;96
792;412;Vrouwen;Ongehuwd;40
793;412;Vrouwen;Gehuwd;5
794;412;Vrouwen;Gescheiden van tafel en bed;0
795;412;Vrouwen;Weduwstaat;51
796;412;Vrouwen;Gescheiden van echt;0
797;412;Vrouwen;Burgerlijke staat onbekend;0
798;413;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;2462
799;413;Totaal mannen en vrouwen;Ongehuwd;764
800;413;Totaal mannen en vrouwen;Gehuwd;1584
801;413;Totaal mannen en vrouwen;Gescheiden van tafel en bed;8
802;413;Totaal mannen en vrouwen;Weduwstaat;91
803;413;Totaal mannen en vrouwen;Gescheiden van echt;15
804;413;Totaal mannen en vrouwen;Burgerlijke staat onbekend;0
805;413;Mannen;Totaal alle burgerlijke staten;2425
806;413;Mannen;Ongehuwd;739
807;413;Mannen;Gehuwd;1584
808;413;Mannen;Gescheiden van tafel en bed;8
809;413;Mannen;Weduwstaat;80
810;413;Mannen;Gescheiden van echt;14
811;413;Mannen;Burgerlijke staat onbekend;0
812;413;Vrouwen;Totaal alle burgerlijke staten;37
813;413;Vrouwen;Ongehuwd;25
814;413;Vrouwen;Gehuwd;0
815;413;Vrouwen;Gescheiden van tafel en bed;0
816;413;Vrouwen;Weduwstaat;11
817;413;Vrouwen;Gescheiden van echt;1
818;413;Vrouwen;Burgerlijke staat onbekend;0
819;414;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;1932
820;414;Totaal mannen en vrouwen;Ongehuwd;588
821;414;Totaal mannen en vrouwen;Gehuwd;1243
822;414;Totaal mannen en vrouwen;Gescheiden van tafel en bed;3
823;414;Totaal mannen en vrouwen;Weduwstaat;89
824;414;Totaal mannen en vrouwen;Gescheiden van echt;9
825;414;Totaal mannen en vrouwen;Burgerlijke staat onbekend;0
826;414;Mannen;Totaal alle burgerlijke staten;1927
827;414;Mannen;Ongehuwd;587
828;414;Mannen;Gehuwd;1243
829;414;Mannen;Gescheiden van tafel en bed;3
830;414;Mannen;Weduwstaat;85
831;414;Mannen;Gescheiden van echt;9
832;414;Mannen;Burgerlijke staat onbekend;0
833;414;Vrouwen;Totaal alle burgerlijke staten;5
834;414;Vrouwen;Ongehuwd;1
835;414;Vrouwen;Gehuwd;0
836;414;Vrouwen;Gescheiden van tafel en bed;0
837;414;Vrouwen;Weduwstaat;4
838;414;Vrouwen;Gescheiden van echt;0
839;414;Vrouwen;Burgerlijke staat onbekend;0
840;415;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;1237
841;415;Totaal mannen en vrouwen;Ongehuwd;507
842;415;Totaal mannen en vrouwen;Gehuwd;706
843;415;Totaal mannen en vrouwen;Gescheiden van tafel en bed;3
844;415;Totaal mannen en vrouwen;Weduwstaat;13
845;415;Totaal mannen en vrouwen;Gescheiden van echt;8
846;415;Totaal mannen en vrouwen;Burgerlijke staat onbekend;0
847;415;Mannen;Totaal alle burgerlijke staten;1231
848;415;Mannen;Ongehuwd;501
849;415;Mannen;Gehuwd;706
850;415;Mannen;Gescheiden van tafel en bed;3
851;415;Mannen;Weduwstaat;13
852;415;Mannen;Gescheiden van echt;8
853;415;Mannen;Burgerlijke staat onbekend;0
854;415;Vrouwen;Totaal alle burgerlijke staten;6
855;415;Vrouwen;Ongehuwd;6
856;415;Vrouwen;Gehuwd;0
857;415;Vrouwen;Gescheiden van tafel en bed;0
858;415;Vrouwen;Weduwstaat;0
859;415;Vrouwen;Gescheiden van echt;0
860;415;Vrouwen;Burgerlijke staat onbekend;0
861;416;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;10308
862;416;Totaal mannen en vrouwen;Ongehuwd;4763
863;416;Totaal mannen en vrouwen;Gehuwd;5191
864;416;Totaal mannen en vrouwen;Gescheiden van tafel en bed;23
865;416;Totaal mannen en vrouwen;Weduwstaat;252
866;416;Totaal mannen en vrouwen;Gescheiden van echt;79
867;416;Totaal mannen en vrouwen;Burgerlijke staat onbekend;0
868;416;Mannen;Totaal alle burgerlijke staten;9710
869;416;Mannen;Ongehuwd;4205
870;416;Mannen;Gehuwd;5173
871;416;Mannen;Gescheiden van tafel en bed;22
872;416;Mannen;Weduwstaat;237
873;416;Mannen;Gescheiden van echt;73
874;416;Mannen;Burgerlijke staat onbekend;0
875;416;Vrouwen;Totaal alle burgerlijke staten;598
876;416;Vrouwen;Ongehuwd;558
877;416;Vrouwen;Gehuwd;18
878;416;Vrouwen;Gescheiden van tafel en bed;1
879;416;Vrouwen;Weduwstaat;15
880;416;Vrouwen;Gescheiden van echt;6
881;416;Vrouwen;Burgerlijke staat onbekend;0
882;417;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;3232
883;417;Totaal mannen en vrouwen;Ongehuwd;693
884;417;Totaal mannen en vrouwen;Gehuwd;2263
885;417;Totaal mannen en vrouwen;Gescheiden van tafel en bed;21
886;417;Totaal mannen en vrouwen;Weduwstaat;140
887;417;Totaal mannen en vrouwen;Gescheiden van echt;115
888;417;Totaal mannen en vrouwen;Burgerlijke staat onbekend;0
889;417;Mannen;Totaal alle burgerlijke staten;1882
890;417;Mannen;Ongehuwd;354
891;417;Mannen;Gehuwd;1426
892;417;Mannen;Gescheiden van tafel en bed;9
893;417;Mannen;Weduwstaat;48
894;417;Mannen;Gescheiden van echt;45
895;417;Mannen;Burgerlijke staat onbekend;0
896;417;Vrouwen;Totaal alle burgerlijke staten;1350
897;417;Vrouwen;Ongehuwd;339
898;417;Vrouwen;Gehuwd;837
899;417;Vrouwen;Gescheiden van tafel en bed;12
900;417;Vrouwen;Weduwstaat;92
901;417;Vrouwen;Gescheiden van echt;70
902;417;Vrouwen;Burgerlijke staat onbekend;0
903;418;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;390
904;418;Totaal mannen en vrouwen;Ongehuwd;110
905;418;Totaal mannen en vrouwen;Gehuwd;248
906;418;Totaal mannen en vrouwen;Gescheiden van tafel en bed;2
907;418;Totaal mannen en vrouwen;Weduwstaat;25
908;418;Totaal mannen en vrouwen;Gescheiden van echt;5
909;418;Totaal mannen en vrouwen;Burgerlijke staat onbekend;0
910;418;Mannen;Totaal alle burgerlijke staten;383
911;418;Mannen;Ongehuwd;109
912;418;Mannen;Gehuwd;248
913;418;Mannen;Gescheiden van tafel en bed;2
914;418;Mannen;Weduwstaat;20
915;418;Mannen;Gescheiden van echt;4
916;418;Mannen;Burgerlijke staat onbekend;0
917;418;Vrouwen;Totaal alle burgerlijke staten;7
918;418;Vrouwen;Ongehuwd;1
919;418;Vrouwen;Gehuwd;0
920;418;Vrouwen;Gescheiden van tafel en bed;0
921;418;Vrouwen;Weduwstaat;5
922;418;Vrouwen;Gescheiden van echt;1
923;418;Vrouwen;Burgerlijke staat onbekend;0
924;419;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;64
925;419;Totaal mannen en vrouwen;Ongehuwd;13
926;419;Totaal mannen en vrouwen;Gehuwd;48
927;419;Totaal mannen en vrouwen;Gescheiden van tafel en bed;0
928;419;Totaal mannen en vrouwen;Weduwstaat;0
929;419;Totaal mannen en vrouwen;Gescheiden van echt;3
930;419;Totaal mannen en vrouwen;Burgerlijke staat onbekend;0
931;419;Mannen;Totaal alle burgerlijke staten;63
932;419;Mannen;Ongehuwd;12
933;419;Mannen;Gehuwd;48
934;419;Mannen;Gescheiden van tafel en bed;0
935;419;Mannen;Weduwstaat;0
936;419;Mannen;Gescheiden van echt;3
937;419;Mannen;Burgerlijke staat onbekend;0
938;419;Vrouwen;Totaal alle burgerlijke staten;1
939;419;Vrouwen;Ongehuwd;1
940;419;Vrouwen;Gehuwd;0
941;419;Vrouwen;Gescheiden van tafel en bed;0
942;419;Vrouwen;Weduwstaat;0
943;419;Vrouwen;Gescheiden van echt;0
944;419;Vrouwen;Burgerlijke staat onbekend;0
945;420;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;7292
946;420;Totaal mannen en vrouwen;Ongehuwd;933
947;420;Totaal mannen en vrouwen;Gehuwd;6078
948;420;Totaal mannen en vrouwen;Gescheiden van tafel en bed;13
949;420;Totaal mannen en vrouwen;Weduwstaat;236
950;420;Totaal mannen en vrouwen;Gescheiden van echt;32
951;420;Totaal mannen en vrouwen;Burgerlijke staat onbekend;0
952;420;Mannen;Totaal alle burgerlijke staten;7190
953;420;Mannen;Ongehuwd;892
954;420;Mannen;Gehuwd;6047
955;420;Mannen;Gescheiden van tafel en bed;12
956;420;Mannen;Weduwstaat;214
957;420;Mannen;Gescheiden van echt;25
958;420;Mannen;Burgerlijke staat onbekend;0
959;420;Vrouwen;Totaal alle burgerlijke staten;102
960;420;Vrouwen;Ongehuwd;41
961;420;Vrouwen;Gehuwd;31
962;420;Vrouwen;Gescheiden van tafel en bed;1
963;420;Vrouwen;Weduwstaat;22
964;420;Vrouwen;Gescheiden van echt;7
965;420;Vrouwen;Burgerlijke staat onbekend;0
966;500;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;25956
967;500;Totaal mannen en vrouwen;Ongehuwd;12476
968;500;Totaal mannen en vrouwen;Gehuwd;12829
969;500;Totaal mannen en vrouwen;Gescheiden van tafel en bed;35
970;500;Totaal mannen en vrouwen;Weduwstaat;502
971;500;Totaal mannen en vrouwen;Gescheiden van echt;114
972;500;Totaal mannen en vrouwen;Burgerlijke staat onbekend;0
973;500;Mannen;Totaal alle burgerlijke staten;20415
974;500;Mannen;Ongehuwd;7299
975;500;Mannen;Gehuwd;12586
976;500;Mannen;Gescheiden van tafel en bed;30
977;500;Mannen;Weduwstaat;410
978;500;Mannen;Gescheiden van echt;90
979;500;Mannen;Burgerlijke staat onbekend;0
980;500;Vrouwen;Totaal alle burgerlijke staten;5541
981;500;Vrouwen;Ongehuwd;5177
982;500;Vrouwen;Gehuwd;243
983;500;Vrouwen;Gescheiden van tafel en bed;5
984;500;Vrouwen;Weduwstaat;92
985;500;Vrouwen;Gescheiden van echt;24
986;500;Vrouwen;Burgerlijke staat onbekend;0
987;501;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;438
988;501;Totaal mannen en vrouwen;Ongehuwd;103
989;501;Totaal mannen en vrouwen;Gehuwd;322
990;501;Totaal mannen en vrouwen;Gescheiden van tafel en bed;2
991;501;Totaal mannen en vrouwen;Weduwstaat;10
992;501;Totaal mannen en vrouwen;Gescheiden van echt;1
993;501;Totaal mannen en vrouwen;Burgerlijke staat onbekend;0
994;501;Mannen;Totaal alle burgerlijke staten;431
995;501;Mannen;Ongehuwd;97
996;501;Mannen;Gehuwd;321
997;501;Mannen;Gescheiden van tafel en bed;2
998;501;Mannen;Weduwstaat;10
999;501;Mannen;Gescheiden van echt;1
1000;501;Mannen;Burgerlijke staat onbekend;0
1001;501;Vrouwen;Totaal alle burgerlijke staten;7
1002;501;Vrouwen;Ongehuwd;6
1003;501;Vrouwen;Gehuwd;1
1004;501;Vrouwen;Gescheiden van tafel en bed;0
1005;501;Vrouwen;Weduwstaat;0
1006;501;Vrouwen;Gescheiden van echt;0
1007;501;Vrouwen;Burgerlijke staat onbekend;0
1008;502;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;26
1009;502;Totaal mannen en vrouwen;Ongehuwd;7
1010;502;Totaal mannen en vrouwen;Gehuwd;18
1011;502;Totaal mannen en vrouwen;Gescheiden van tafel en bed;1
1012;502;Totaal mannen en vrouwen;Weduwstaat;0
1013;502;Totaal mannen en vrouwen;Gescheiden van echt;0
1014;502;Totaal mannen en vrouwen;Burgerlijke staat onbekend;0
1015;502;Mannen;Totaal alle burgerlijke staten;25
1016;502;Mannen;Ongehuwd;6
1017;502;Mannen;Gehuwd;18
1018;502;Mannen;Gescheiden van tafel en bed;1
1019;502;Mannen;Weduwstaat;0
1020;502;Mannen;Gescheiden van echt;0
1021;502;Mannen;Burgerlijke staat onbekend;0
1022;502;Vrouwen;Totaal alle burgerlijke staten;1
1023;502;Vrouwen;Ongehuwd;1
1024;502;Vrouwen;Gehuwd;0
1025;502;Vrouwen;Gescheiden van tafel en bed;0
1026;502;Vrouwen;Weduwstaat;0
1027;502;Vrouwen;Gescheiden van echt;0
1028;502;Vrouwen;Burgerlijke staat onbekend;0
1029;503;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;1257
1030;503;Totaal mannen en vrouwen;Ongehuwd;299
1031;503;Totaal mannen en vrouwen;Gehuwd;929
1032;503;Totaal mannen en vrouwen;Gescheiden van tafel en bed;1
