ID;SamenstellingVanHetHuishouden;HerkomstlandHuishouden;GeboortelandReferentiepersoon;GeboortelandPartner;Perioden;ParticuliereHuishoudens_1
277;Totaal particuliere huishoudens;Nederlandse Cariben;Geboren buiten Nederland;Totaal;2023;69908.0
278;Totaal particuliere huishoudens;Nederlandse Cariben;Geboren buiten Nederland;Totaal;2024;70933.0
279;Totaal particuliere huishoudens;Nederlandse Cariben;Geboren buiten Nederland;Zelfde land als referentiepersoon;2022;6199.0
280;Totaal particuliere huishoudens;Nederlandse Cariben;Geboren buiten Nederland;Zelfde land als referentiepersoon;2023;6454.0
281;Totaal particuliere huishoudens;Nederlandse Cariben;Geboren buiten Nederland;Zelfde land als referentiepersoon;2024;6684.0
282;Totaal particuliere huishoudens;Nederlandse Cariben;Geboren buiten Nederland;Ander land dan referentiepersoon;2022;13932.0
283;Totaal particuliere huishoudens;Nederlandse Cariben;Geboren buiten Nederland;Ander land dan referentiepersoon;2023;14140.0
284;Totaal particuliere huishoudens;Nederlandse Cariben;Geboren buiten Nederland;Ander land dan referentiepersoon;2024;14232.0
285;Totaal particuliere huishoudens;Nederlandse Cariben;Geboren buiten Nederland;Overig;2022;48098.0
286;Totaal particuliere huishoudens;Nederlandse Cariben;Geboren buiten Nederland;Overig;2023;49314.0
287;Totaal particuliere huishoudens;Nederlandse Cariben;Geboren buiten Nederland;Overig;2024;50017.0
288;Totaal particuliere huishoudens;Suriname;Totaal;Totaal;2022;206295.0
289;Totaal particuliere huishoudens;Suriname;Totaal;Totaal;2023;208988.0
290;Totaal particuliere huishoudens;Suriname;Totaal;Totaal;2024;211803.0
291;Totaal particuliere huishoudens;Suriname;Totaal;Zelfde land als referentiepersoon;2022;52303.0
292;Totaal particuliere huishoudens;Suriname;Totaal;Zelfde land als referentiepersoon;2023;53191.0
293;Totaal particuliere huishoudens;Suriname;Totaal;Zelfde land als referentiepersoon;2024;54075.0
294;Totaal particuliere huishoudens;Suriname;Totaal;Ander land dan referentiepersoon;2022;31758.0
295;Totaal particuliere huishoudens;Suriname;Totaal;Ander land dan referentiepersoon;2023;31870.0
296;Totaal particuliere huishoudens;Suriname;Totaal;Ander land dan referentiepersoon;2024;32060.0
297;Totaal particuliere huishoudens;Suriname;Totaal;Overig;2022;122234.0
298;Totaal particuliere huishoudens;Suriname;Totaal;Overig;2023;123927.0
299;Totaal particuliere huishoudens;Suriname;Totaal;Overig;2024;125668.0
300;Totaal particuliere huishoudens;Suriname;Geboren in Nederland;Totaal;2022;86360.0
301;Totaal particuliere huishoudens;Suriname;Geboren in Nederland;Totaal;2023;88973.0
302;Totaal particuliere huishoudens;Suriname;Geboren in Nederland;Totaal;2024;91705.0
303;Totaal particuliere huishoudens;Suriname;Geboren in Nederland;Zelfde land als referentiepersoon;2022;28239.0
304;Totaal particuliere huishoudens;Suriname;Geboren in Nederland;Zelfde land als referentiepersoon;2023;29343.0
305;Totaal particuliere huishoudens;Suriname;Geboren in Nederland;Zelfde land als referentiepersoon;2024;30289.0
306;Totaal particuliere huishoudens;Suriname;Geboren in Nederland;Ander land dan referentiepersoon;2022;15609.0
307;Totaal particuliere huishoudens;Suriname;Geboren in Nederland;Ander land dan referentiepersoon;2023;15777.0
308;Totaal particuliere huishoudens;Suriname;Geboren in Nederland;Ander land dan referentiepersoon;2024;15925.0
309;Totaal particuliere huishoudens;Suriname;Geboren in Nederland;Overig;2022;42512.0
310;Totaal particuliere huishoudens;Suriname;Geboren in Nederland;Overig;2023;43853.0
311;Totaal particuliere huishoudens;Suriname;Geboren in Nederland;Overig;2024;45491.0
312;Totaal particuliere huishoudens;Suriname;Geboren buiten Nederland;Totaal;2022;119935.0
313;Totaal particuliere huishoudens;Suriname;Geboren buiten Nederland;Totaal;2023;120015.0
314;Totaal particuliere huishoudens;Suriname;Geboren buiten Nederland;Totaal;2024;120098.0
315;Totaal particuliere huishoudens;Suriname;Geboren buiten Nederland;Zelfde land als referentiepersoon;2022;24064.0
316;Totaal particuliere huishoudens;Suriname;Geboren buiten Nederland;Zelfde land als referentiepersoon;2023;23848.0
317;Totaal particuliere huishoudens;Suriname;Geboren buiten Nederland;Zelfde land als referentiepersoon;2024;23786.0
318;Totaal particuliere huishoudens;Suriname;Geboren buiten Nederland;Ander land dan referentiepersoon;2022;16149.0
319;Totaal particuliere huishoudens;Suriname;Geboren buiten Nederland;Ander land dan referentiepersoon;2023;16093.0
320;Totaal particuliere huishoudens;Suriname;Geboren buiten Nederland;Ander land dan referentiepersoon;2024;16135.0
321;Totaal particuliere huishoudens;Suriname;Geboren buiten Nederland;Overig;2022;79722.0
322;Totaal particuliere huishoudens;Suriname;Geboren buiten Nederland;Overig;2023;80074.0
323;Totaal particuliere huishoudens;Suriname;Geboren buiten Nederland;Overig;2024;80177.0
324;Totaal particuliere huishoudens;Turkije;Totaal;Totaal;2022;178554.0
325;Totaal particuliere huishoudens;Turkije;Totaal;Totaal;2023;187834.0
326;Totaal particuliere huishoudens;Turkije;Totaal;Totaal;2024;195555.0
327;Totaal particuliere huishoudens;Turkije;Totaal;Zelfde land als referentiepersoon;2022;74926.0
328;Totaal particuliere huishoudens;Turkije;Totaal;Zelfde land als referentiepersoon;2023;77991.0
329;Totaal particuliere huishoudens;Turkije;Totaal;Zelfde land als referentiepersoon;2024;80709.0
330;Totaal particuliere huishoudens;Turkije;Totaal;Ander land dan referentiepersoon;2022;31415.0
331;Totaal particuliere huishoudens;Turkije;Totaal;Ander land dan referentiepersoon;2023;32596.0
332;Totaal particuliere huishoudens;Turkije;Totaal;Ander land dan referentiepersoon;2024;33657.0
333;Totaal particuliere huishoudens;Turkije;Totaal;Overig;2022;72213.0
334;Totaal particuliere huishoudens;Turkije;Totaal;Overig;2023;77247.0
335;Totaal particuliere huishoudens;Turkije;Totaal;Overig;2024;81189.0
336;Totaal particuliere huishoudens;Turkije;Geboren in Nederland;Totaal;2022;58858.0
337;Totaal particuliere huishoudens;Turkije;Geboren in Nederland;Totaal;2023;62286.0
338;Totaal particuliere huishoudens;Turkije;Geboren in Nederland;Totaal;2024;65444.0
339;Totaal particuliere huishoudens;Turkije;Geboren in Nederland;Zelfde land als referentiepersoon;2022;22231.0
340;Totaal particuliere huishoudens;Turkije;Geboren in Nederland;Zelfde land als referentiepersoon;2023;23911.0
341;Totaal particuliere huishoudens;Turkije;Geboren in Nederland;Zelfde land als referentiepersoon;2024;25389.0
342;Totaal particuliere huishoudens;Turkije;Geboren in Nederland;Ander land dan referentiepersoon;2022;11334.0
343;Totaal particuliere huishoudens;Turkije;Geboren in Nederland;Ander land dan referentiepersoon;2023;11674.0
344;Totaal particuliere huishoudens;Turkije;Geboren in Nederland;Ander land dan referentiepersoon;2024;12086.0
345;Totaal particuliere huishoudens;Turkije;Geboren in Nederland;Overig;2022;25293.0
346;Totaal particuliere huishoudens;Turkije;Geboren in Nederland;Overig;2023;26701.0
347;Totaal particuliere huishoudens;Turkije;Geboren in Nederland;Overig;2024;27969.0
348;Totaal particuliere huishoudens;Turkije;Geboren buiten Nederland;Totaal;2022;119696.0
349;Totaal particuliere huishoudens;Turkije;Geboren buiten Nederland;Totaal;2023;125548.0
350;Totaal particuliere huishoudens;Turkije;Geboren buiten Nederland;Totaal;2024;130111.0
351;Totaal particuliere huishoudens;Turkije;Geboren buiten Nederland;Zelfde land als referentiepersoon;2022;52695.0
352;Totaal particuliere huishoudens;Turkije;Geboren buiten Nederland;Zelfde land als referentiepersoon;2023;54080.0
353;Totaal particuliere huishoudens;Turkije;Geboren buiten Nederland;Zelfde land als referentiepersoon;2024;55320.0
354;Totaal particuliere huishoudens;Turkije;Geboren buiten Nederland;Ander land dan referentiepersoon;2022;20081.0
355;Totaal particuliere huishoudens;Turkije;Geboren buiten Nederland;Ander land dan referentiepersoon;2023;20922.0
356;Totaal particuliere huishoudens;Turkije;Geboren buiten Nederland;Ander land dan referentiepersoon;2024;21571.0
357;Totaal particuliere huishoudens;Turkije;Geboren buiten Nederland;Overig;2022;46920.0
358;Totaal particuliere huishoudens;Turkije;Geboren buiten Nederland;Overig;2023;50546.0
359;Totaal particuliere huishoudens;Turkije;Geboren buiten Nederland;Overig;2024;53220.0
360;Totaal particuliere huishoudens;Afrika (exclusief Marokko);Totaal;Totaal;2022;161445.0
361;Totaal particuliere huishoudens;Afrika (exclusief Marokko);Totaal;Totaal;2023;171932.0
362;Totaal particuliere huishoudens;Afrika (exclusief Marokko);Totaal;Totaal;2024;179240.0
363;Totaal particuliere huishoudens;Afrika (exclusief Marokko);Totaal;Zelfde land als referentiepersoon;2022;31013.0
364;Totaal particuliere huishoudens;Afrika (exclusief Marokko);Totaal;Zelfde land als referentiepersoon;2023;33613.0
365;Totaal particuliere huishoudens;Afrika (exclusief Marokko);Totaal;Zelfde land als referentiepersoon;2024;36169.0
366;Totaal particuliere huishoudens;Afrika (exclusief Marokko);Totaal;Ander land dan referentiepersoon;2022;34288.0
367;Totaal particuliere huishoudens;Afrika (exclusief Marokko);Totaal;Ander land dan referentiepersoon;2023;35487.0
368;Totaal particuliere huishoudens;Afrika (exclusief Marokko);Totaal;Ander land dan referentiepersoon;2024;36677.0
369;Totaal particuliere huishoudens;Afrika (exclusief Marokko);Totaal;Overig;2022;96144.0
370;Totaal particuliere huishoudens;Afrika (exclusief Marokko);Totaal;Overig;2023;102832.0
371;Totaal particuliere huishoudens;Afrika (exclusief Marokko);Totaal;Overig;2024;106394.0
372;Totaal particuliere huishoudens;Afrika (exclusief Marokko);Geboren in Nederland;Totaal;2022;36135.0
373;Totaal particuliere huishoudens;Afrika (exclusief Marokko);Geboren in Nederland;Totaal;2023;37963.0
374;Totaal particuliere huishoudens;Afrika (exclusief Marokko);Geboren in Nederland;Totaal;2024;39887.0
375;Totaal particuliere huishoudens;Afrika (exclusief Marokko);Geboren in Nederland;Zelfde land als referentiepersoon;2022;9902.0
376;Totaal particuliere huishoudens;Afrika (exclusief Marokko);Geboren in Nederland;Zelfde land als referentiepersoon;2023;10479.0
377;Totaal particuliere huishoudens;Afrika (exclusief Marokko);Geboren in Nederland;Zelfde land als referentiepersoon;2024;11080.0
378;Totaal particuliere huishoudens;Afrika (exclusief Marokko);Geboren in Nederland;Ander land dan referentiepersoon;2022;11495.0
379;Totaal particuliere huishoudens;Afrika (exclusief Marokko);Geboren in Nederland;Ander land dan referentiepersoon;2023;11770.0
380;Totaal particuliere huishoudens;Afrika (exclusief Marokko);Geboren in Nederland;Ander land dan referentiepersoon;2024;12053.0
381;Totaal particuliere huishoudens;Afrika (exclusief Marokko);Geboren in Nederland;Overig;2022;14738.0
382;Totaal particuliere huishoudens;Afrika (exclusief Marokko);Geboren in Nederland;Overig;2023;15714.0
383;Totaal particuliere huishoudens;Afrika (exclusief Marokko);Geboren in Nederland;Overig;2024;16754.0
384;Totaal particuliere huishoudens;Afrika (exclusief Marokko);Geboren buiten Nederland;Totaal;2022;125310.0
385;Totaal particuliere huishoudens;Afrika (exclusief Marokko);Geboren buiten Nederland;Totaal;2023;133969.0
386;Totaal particuliere huishoudens;Afrika (exclusief Marokko);Geboren buiten Nederland;Totaal;2024;139353.0
387;Totaal particuliere huishoudens;Afrika (exclusief Marokko);Geboren buiten Nederland;Zelfde land als referentiepersoon;2022;21111.0
388;Totaal particuliere huishoudens;Afrika (exclusief Marokko);Geboren buiten Nederland;Zelfde land als referentiepersoon;2023;23134.0
389;Totaal particuliere huishoudens;Afrika (exclusief Marokko);Geboren buiten Nederland;Zelfde land als referentiepersoon;2024;25089.0
390;Totaal particuliere huishoudens;Afrika (exclusief Marokko);Geboren buiten Nederland;Ander land dan referentiepersoon;2022;22793.0
391;Totaal particuliere huishoudens;Afrika (exclusief Marokko);Geboren buiten Nederland;Ander land dan referentiepersoon;2023;23717.0
392;Totaal particuliere huishoudens;Afrika (exclusief Marokko);Geboren buiten Nederland;Ander land dan referentiepersoon;2024;24624.0
393;Totaal particuliere huishoudens;Afrika (exclusief Marokko);Geboren buiten Nederland;Overig;2022;81406.0
394;Totaal particuliere huishoudens;Afrika (exclusief Marokko);Geboren buiten Nederland;Overig;2023;87118.0
395;Totaal particuliere huishoudens;Afrika (exclusief Marokko);Geboren buiten Nederland;Overig;2024;89640.0
396;Totaal particuliere huishoudens;Amerika en Oceanië (ex. Suriname en N...;Totaal;Totaal;2022;152444.0
397;Totaal particuliere huishoudens;Amerika en Oceanië (ex. Suriname en N...;Totaal;Totaal;2023;161473.0
398;Totaal particuliere huishoudens;Amerika en Oceanië (ex. Suriname en N...;Totaal;Totaal;2024;169458.0
399;Totaal particuliere huishoudens;Amerika en Oceanië (ex. Suriname en N...;Totaal;Zelfde land als referentiepersoon;2022;27018.0
400;Totaal particuliere huishoudens;Amerika en Oceanië (ex. Suriname en N...;Totaal;Zelfde land als referentiepersoon;2023;29174.0
401;Totaal particuliere huishoudens;Amerika en Oceanië (ex. Suriname en N...;Totaal;Zelfde land als referentiepersoon;2024;31131.0
402;Totaal particuliere huishoudens;Amerika en Oceanië (ex. Suriname en N...;Totaal;Ander land dan referentiepersoon;2022;58275.0
403;Totaal particuliere huishoudens;Amerika en Oceanië (ex. Suriname en N...;Totaal;Ander land dan referentiepersoon;2023;60188.0
404;Totaal particuliere huishoudens;Amerika en Oceanië (ex. Suriname en N...;Totaal;Ander land dan referentiepersoon;2024;62185.0
405;Totaal particuliere huishoudens;Amerika en Oceanië (ex. Suriname en N...;Totaal;Overig;2022;67151.0
406;Totaal particuliere huishoudens;Amerika en Oceanië (ex. Suriname en N...;Totaal;Overig;2023;72111.0
407;Totaal particuliere huishoudens;Amerika en Oceanië (ex. Suriname en N...;Totaal;Overig;2024;76142.0
408;Totaal particuliere huishoudens;Amerika en Oceanië (ex. Suriname en N...;Geboren in Nederland;Totaal;2022;63662.0
409;Totaal particuliere huishoudens;Amerika en Oceanië (ex. Suriname en N...;Geboren in Nederland;Totaal;2023;65639.0
410;Totaal particuliere huishoudens;Amerika en Oceanië (ex. Suriname en N...;Geboren in Nederland;Totaal;2024;68207.0
411;Totaal particuliere huishoudens;Amerika en Oceanië (ex. Suriname en N...;Geboren in Nederland;Zelfde land als referentiepersoon;2022;17764.0
412;Totaal particuliere huishoudens;Amerika en Oceanië (ex. Suriname en N...;Geboren in Nederland;Zelfde land als referentiepersoon;2023;18435.0
413;Totaal particuliere huishoudens;Amerika en Oceanië (ex. Suriname en N...;Geboren in Nederland;Zelfde land als referentiepersoon;2024;19100.0
414;Totaal particuliere huishoudens;Amerika en Oceanië (ex. Suriname en N...;Geboren in Nederland;Ander land dan referentiepersoon;2022;31977.0
415;Totaal particuliere huishoudens;Amerika en Oceanië (ex. Suriname en N...;Geboren in Nederland;Ander land dan referentiepersoon;2023;32838.0
416;Totaal particuliere huishoudens;Amerika en Oceanië (ex. Suriname en N...;Geboren in Nederland;Ander land dan referentiepersoon;2024;33702.0
417;Totaal particuliere huishoudens;Amerika en Oceanië (ex. Suriname en N...;Geboren in Nederland;Overig;2022;13921.0
418;Totaal particuliere huishoudens;Amerika en Oceanië (ex. Suriname en N...;Geboren in Nederland;Overig;2023;14366.0
419;Totaal particuliere huishoudens;Amerika en Oceanië (ex. Suriname en N...;Geboren in Nederland;Overig;2024;15405.0
420;Totaal particuliere huishoudens;Amerika en Oceanië (ex. Suriname en N...;Geboren buiten Nederland;Totaal;2022;88782.0
421;Totaal particuliere huishoudens;Amerika en Oceanië (ex. Suriname en N...;Geboren buiten Nederland;Totaal;2023;95834.0
422;Totaal particuliere huishoudens;Amerika en Oceanië (ex. Suriname en N...;Geboren buiten Nederland;Totaal;2024;101251.0
423;Totaal particuliere huishoudens;Amerika en Oceanië (ex. Suriname en N...;Geboren buiten Nederland;Zelfde land als referentiepersoon;2022;9254.0
424;Totaal particuliere huishoudens;Amerika en Oceanië (ex. Suriname en N...;Geboren buiten Nederland;Zelfde land als referentiepersoon;2023;10739.0
425;Totaal particuliere huishoudens;Amerika en Oceanië (ex. Suriname en N...;Geboren buiten Nederland;Zelfde land als referentiepersoon;2024;12031.0
426;Totaal particuliere huishoudens;Amerika en Oceanië (ex. Suriname en N...;Geboren buiten Nederland;Ander land dan referentiepersoon;2022;26298.0
427;Totaal particuliere huishoudens;Amerika en Oceanië (ex. Suriname en N...;Geboren buiten Nederland;Ander land dan referentiepersoon;2023;27350.0
428;Totaal particuliere huishoudens;Amerika en Oceanië (ex. Suriname en N...;Geboren buiten Nederland;Ander land dan referentiepersoon;2024;28483.0
429;Totaal particuliere huishoudens;Amerika en Oceanië (ex. Suriname en N...;Geboren buiten Nederland;Overig;2022;53230.0
430;Totaal particuliere huishoudens;Amerika en Oceanië (ex. Suriname en N...;Geboren buiten Nederland;Overig;2023;57745.0
431;Totaal particuliere huishoudens;Amerika en Oceanië (ex. Suriname en N...;Geboren buiten Nederland;Overig;2024;60737.0
432;Totaal particuliere huishoudens;Azië (exclusief Indonesië en Turkije);Totaal;Totaal;2022;328567.0
