ID;Zorgfuncties;Zorgaanbieders;Perioden;UitgavenGezondheidsEnWelzijnszorg_1
298;Totaal uitgaven aan zorg en welzijn;HP32: Tandheelkundige praktijken;2021;3276
299;Totaal uitgaven aan zorg en welzijn;HP32: Tandheelkundige praktijken;2022;3381
300;Totaal uitgaven aan zorg en welzijn;HP34: Ambulante zorgcentra;1998;118
301;Totaal uitgaven aan zorg en welzijn;HP34: Ambulante zorgcentra;1999;135
302;Totaal uitgaven aan zorg en welzijn;HP34: Ambulante zorgcentra;2000;169
303;Totaal uitgaven aan zorg en welzijn;HP34: Ambulante zorgcentra;2001;198
304;Totaal uitgaven aan zorg en welzijn;HP34: Ambulante zorgcentra;2002;246
305;Totaal uitgaven aan zorg en welzijn;HP34: Ambulante zorgcentra;2003;253
306;Totaal uitgaven aan zorg en welzijn;HP34: Ambulante zorgcentra;2004;276
307;Totaal uitgaven aan zorg en welzijn;HP34: Ambulante zorgcentra;2005;335
308;Totaal uitgaven aan zorg en welzijn;HP34: Ambulante zorgcentra;2006;351
309;Totaal uitgaven aan zorg en welzijn;HP34: Ambulante zorgcentra;2007;397
310;Totaal uitgaven aan zorg en welzijn;HP34: Ambulante zorgcentra;2008;460
311;Totaal uitgaven aan zorg en welzijn;HP34: Ambulante zorgcentra;2009;506
312;Totaal uitgaven aan zorg en welzijn;HP34: Ambulante zorgcentra;2010;588
313;Totaal uitgaven aan zorg en welzijn;HP34: Ambulante zorgcentra;2011;710
314;Totaal uitgaven aan zorg en welzijn;HP34: Ambulante zorgcentra;2012;763
315;Totaal uitgaven aan zorg en welzijn;HP34: Ambulante zorgcentra;2013;767
316;Totaal uitgaven aan zorg en welzijn;HP34: Ambulante zorgcentra;2014;807
317;Totaal uitgaven aan zorg en welzijn;HP34: Ambulante zorgcentra;2015;1279
318;Totaal uitgaven aan zorg en welzijn;HP34: Ambulante zorgcentra;2016;1385
319;Totaal uitgaven aan zorg en welzijn;HP34: Ambulante zorgcentra;2017;1543
320;Totaal uitgaven aan zorg en welzijn;HP34: Ambulante zorgcentra;2018;1645
321;Totaal uitgaven aan zorg en welzijn;HP34: Ambulante zorgcentra;2019;1769
322;Totaal uitgaven aan zorg en welzijn;HP34: Ambulante zorgcentra;2020;1903
323;Totaal uitgaven aan zorg en welzijn;HP34: Ambulante zorgcentra;2021;2097
324;Totaal uitgaven aan zorg en welzijn;HP34: Ambulante zorgcentra;2022;2193
325;Totaal uitgaven aan zorg en welzijn;HP33: Overige praktijken gezondheidszorg;1998;1262
326;Totaal uitgaven aan zorg en welzijn;HP33: Overige praktijken gezondheidszorg;1999;1376
327;Totaal uitgaven aan zorg en welzijn;HP33: Overige praktijken gezondheidszorg;2000;1471
328;Totaal uitgaven aan zorg en welzijn;HP33: Overige praktijken gezondheidszorg;2001;1598
329;Totaal uitgaven aan zorg en welzijn;HP33: Overige praktijken gezondheidszorg;2002;1716
330;Totaal uitgaven aan zorg en welzijn;HP33: Overige praktijken gezondheidszorg;2003;1858
331;Totaal uitgaven aan zorg en welzijn;HP33: Overige praktijken gezondheidszorg;2004;1893
332;Totaal uitgaven aan zorg en welzijn;HP33: Overige praktijken gezondheidszorg;2005;1974
333;Totaal uitgaven aan zorg en welzijn;HP33: Overige praktijken gezondheidszorg;2006;2184
334;Totaal uitgaven aan zorg en welzijn;HP33: Overige praktijken gezondheidszorg;2007;2417
335;Totaal uitgaven aan zorg en welzijn;HP33: Overige praktijken gezondheidszorg;2008;2622
336;Totaal uitgaven aan zorg en welzijn;HP33: Overige praktijken gezondheidszorg;2009;2773
337;Totaal uitgaven aan zorg en welzijn;HP33: Overige praktijken gezondheidszorg;2010;2834
338;Totaal uitgaven aan zorg en welzijn;HP33: Overige praktijken gezondheidszorg;2011;2996
339;Totaal uitgaven aan zorg en welzijn;HP33: Overige praktijken gezondheidszorg;2012;2974
340;Totaal uitgaven aan zorg en welzijn;HP33: Overige praktijken gezondheidszorg;2013;3013
341;Totaal uitgaven aan zorg en welzijn;HP33: Overige praktijken gezondheidszorg;2014;3066
342;Totaal uitgaven aan zorg en welzijn;HP33: Overige praktijken gezondheidszorg;2015;2975
343;Totaal uitgaven aan zorg en welzijn;HP33: Overige praktijken gezondheidszorg;2016;3154
344;Totaal uitgaven aan zorg en welzijn;HP33: Overige praktijken gezondheidszorg;2017;3188
345;Totaal uitgaven aan zorg en welzijn;HP33: Overige praktijken gezondheidszorg;2018;3240
346;Totaal uitgaven aan zorg en welzijn;HP33: Overige praktijken gezondheidszorg;2019;3274
347;Totaal uitgaven aan zorg en welzijn;HP33: Overige praktijken gezondheidszorg;2020;3100
348;Totaal uitgaven aan zorg en welzijn;HP33: Overige praktijken gezondheidszorg;2021;3415
349;Totaal uitgaven aan zorg en welzijn;HP33: Overige praktijken gezondheidszorg;2022;3514
350;Totaal uitgaven aan zorg en welzijn;HP4: Ondersteunende diensten;1998;319
351;Totaal uitgaven aan zorg en welzijn;HP4: Ondersteunende diensten;1999;381
352;Totaal uitgaven aan zorg en welzijn;HP4: Ondersteunende diensten;2000;371
353;Totaal uitgaven aan zorg en welzijn;HP4: Ondersteunende diensten;2001;479
354;Totaal uitgaven aan zorg en welzijn;HP4: Ondersteunende diensten;2002;604
355;Totaal uitgaven aan zorg en welzijn;HP4: Ondersteunende diensten;2003;623
356;Totaal uitgaven aan zorg en welzijn;HP4: Ondersteunende diensten;2004;691
357;Totaal uitgaven aan zorg en welzijn;HP4: Ondersteunende diensten;2005;744
358;Totaal uitgaven aan zorg en welzijn;HP4: Ondersteunende diensten;2006;753
359;Totaal uitgaven aan zorg en welzijn;HP4: Ondersteunende diensten;2007;834
360;Totaal uitgaven aan zorg en welzijn;HP4: Ondersteunende diensten;2008;878
361;Totaal uitgaven aan zorg en welzijn;HP4: Ondersteunende diensten;2009;956
362;Totaal uitgaven aan zorg en welzijn;HP4: Ondersteunende diensten;2010;993
363;Totaal uitgaven aan zorg en welzijn;HP4: Ondersteunende diensten;2011;1017
364;Totaal uitgaven aan zorg en welzijn;HP4: Ondersteunende diensten;2012;1043
365;Totaal uitgaven aan zorg en welzijn;HP4: Ondersteunende diensten;2013;1052
366;Totaal uitgaven aan zorg en welzijn;HP4: Ondersteunende diensten;2014;1096
367;Totaal uitgaven aan zorg en welzijn;HP4: Ondersteunende diensten;2015;1115
368;Totaal uitgaven aan zorg en welzijn;HP4: Ondersteunende diensten;2016;1110
369;Totaal uitgaven aan zorg en welzijn;HP4: Ondersteunende diensten;2017;1125
370;Totaal uitgaven aan zorg en welzijn;HP4: Ondersteunende diensten;2018;1205
371;Totaal uitgaven aan zorg en welzijn;HP4: Ondersteunende diensten;2019;1242
372;Totaal uitgaven aan zorg en welzijn;HP4: Ondersteunende diensten;2020;1489
373;Totaal uitgaven aan zorg en welzijn;HP4: Ondersteunende diensten;2021;2121
374;Totaal uitgaven aan zorg en welzijn;HP4: Ondersteunende diensten;2022;1816
375;Totaal uitgaven aan zorg en welzijn;HP41: Ambulance, ziekenvervoer;1998;135
376;Totaal uitgaven aan zorg en welzijn;HP41: Ambulance, ziekenvervoer;1999;137
377;Totaal uitgaven aan zorg en welzijn;HP41: Ambulance, ziekenvervoer;2000;144
378;Totaal uitgaven aan zorg en welzijn;HP41: Ambulance, ziekenvervoer;2001;160
379;Totaal uitgaven aan zorg en welzijn;HP41: Ambulance, ziekenvervoer;2002;183
380;Totaal uitgaven aan zorg en welzijn;HP41: Ambulance, ziekenvervoer;2003;209
381;Totaal uitgaven aan zorg en welzijn;HP41: Ambulance, ziekenvervoer;2004;211
382;Totaal uitgaven aan zorg en welzijn;HP41: Ambulance, ziekenvervoer;2005;205
383;Totaal uitgaven aan zorg en welzijn;HP41: Ambulance, ziekenvervoer;2006;218
384;Totaal uitgaven aan zorg en welzijn;HP41: Ambulance, ziekenvervoer;2007;221
385;Totaal uitgaven aan zorg en welzijn;HP41: Ambulance, ziekenvervoer;2008;234
386;Totaal uitgaven aan zorg en welzijn;HP41: Ambulance, ziekenvervoer;2009;281
387;Totaal uitgaven aan zorg en welzijn;HP41: Ambulance, ziekenvervoer;2010;298
388;Totaal uitgaven aan zorg en welzijn;HP41: Ambulance, ziekenvervoer;2011;301
389;Totaal uitgaven aan zorg en welzijn;HP41: Ambulance, ziekenvervoer;2012;313
390;Totaal uitgaven aan zorg en welzijn;HP41: Ambulance, ziekenvervoer;2013;347
391;Totaal uitgaven aan zorg en welzijn;HP41: Ambulance, ziekenvervoer;2014;358
392;Totaal uitgaven aan zorg en welzijn;HP41: Ambulance, ziekenvervoer;2015;350
393;Totaal uitgaven aan zorg en welzijn;HP41: Ambulance, ziekenvervoer;2016;365
394;Totaal uitgaven aan zorg en welzijn;HP41: Ambulance, ziekenvervoer;2017;379
395;Totaal uitgaven aan zorg en welzijn;HP41: Ambulance, ziekenvervoer;2018;405
396;Totaal uitgaven aan zorg en welzijn;HP41: Ambulance, ziekenvervoer;2019;435
397;Totaal uitgaven aan zorg en welzijn;HP41: Ambulance, ziekenvervoer;2020;509
398;Totaal uitgaven aan zorg en welzijn;HP41: Ambulance, ziekenvervoer;2021;528
399;Totaal uitgaven aan zorg en welzijn;HP41: Ambulance, ziekenvervoer;2022;549
400;Totaal uitgaven aan zorg en welzijn;HP42-49: Laboratoria en ov ondersteunend;1998;184
401;Totaal uitgaven aan zorg en welzijn;HP42-49: Laboratoria en ov ondersteunend;1999;245
402;Totaal uitgaven aan zorg en welzijn;HP42-49: Laboratoria en ov ondersteunend;2000;227
403;Totaal uitgaven aan zorg en welzijn;HP42-49: Laboratoria en ov ondersteunend;2001;319
404;Totaal uitgaven aan zorg en welzijn;HP42-49: Laboratoria en ov ondersteunend;2002;421
405;Totaal uitgaven aan zorg en welzijn;HP42-49: Laboratoria en ov ondersteunend;2003;414
406;Totaal uitgaven aan zorg en welzijn;HP42-49: Laboratoria en ov ondersteunend;2004;480
407;Totaal uitgaven aan zorg en welzijn;HP42-49: Laboratoria en ov ondersteunend;2005;539
408;Totaal uitgaven aan zorg en welzijn;HP42-49: Laboratoria en ov ondersteunend;2006;535
409;Totaal uitgaven aan zorg en welzijn;HP42-49: Laboratoria en ov ondersteunend;2007;612
410;Totaal uitgaven aan zorg en welzijn;HP42-49: Laboratoria en ov ondersteunend;2008;644
411;Totaal uitgaven aan zorg en welzijn;HP42-49: Laboratoria en ov ondersteunend;2009;675
412;Totaal uitgaven aan zorg en welzijn;HP42-49: Laboratoria en ov ondersteunend;2010;696
413;Totaal uitgaven aan zorg en welzijn;HP42-49: Laboratoria en ov ondersteunend;2011;716
414;Totaal uitgaven aan zorg en welzijn;HP42-49: Laboratoria en ov ondersteunend;2012;729
415;Totaal uitgaven aan zorg en welzijn;HP42-49: Laboratoria en ov ondersteunend;2013;705
416;Totaal uitgaven aan zorg en welzijn;HP42-49: Laboratoria en ov ondersteunend;2014;738
417;Totaal uitgaven aan zorg en welzijn;HP42-49: Laboratoria en ov ondersteunend;2015;765
418;Totaal uitgaven aan zorg en welzijn;HP42-49: Laboratoria en ov ondersteunend;2016;745
419;Totaal uitgaven aan zorg en welzijn;HP42-49: Laboratoria en ov ondersteunend;2017;746
420;Totaal uitgaven aan zorg en welzijn;HP42-49: Laboratoria en ov ondersteunend;2018;800
421;Totaal uitgaven aan zorg en welzijn;HP42-49: Laboratoria en ov ondersteunend;2019;807
422;Totaal uitgaven aan zorg en welzijn;HP42-49: Laboratoria en ov ondersteunend;2020;980
423;Totaal uitgaven aan zorg en welzijn;HP42-49: Laboratoria en ov ondersteunend;2021;1593
424;Totaal uitgaven aan zorg en welzijn;HP42-49: Laboratoria en ov ondersteunend;2022;1267
425;Totaal uitgaven aan zorg en welzijn;HP5: Leveranciers genees-en hulpmiddelen;1998;5496
426;Totaal uitgaven aan zorg en welzijn;HP5: Leveranciers genees-en hulpmiddelen;1999;5926
427;Totaal uitgaven aan zorg en welzijn;HP5: Leveranciers genees-en hulpmiddelen;2000;6243
428;Totaal uitgaven aan zorg en welzijn;HP5: Leveranciers genees-en hulpmiddelen;2001;6794
429;Totaal uitgaven aan zorg en welzijn;HP5: Leveranciers genees-en hulpmiddelen;2002;7352
430;Totaal uitgaven aan zorg en welzijn;HP5: Leveranciers genees-en hulpmiddelen;2003;7870
431;Totaal uitgaven aan zorg en welzijn;HP5: Leveranciers genees-en hulpmiddelen;2004;8134
432;Totaal uitgaven aan zorg en welzijn;HP5: Leveranciers genees-en hulpmiddelen;2005;8294
433;Totaal uitgaven aan zorg en welzijn;HP5: Leveranciers genees-en hulpmiddelen;2006;8407
434;Totaal uitgaven aan zorg en welzijn;HP5: Leveranciers genees-en hulpmiddelen;2007;8867
435;Totaal uitgaven aan zorg en welzijn;HP5: Leveranciers genees-en hulpmiddelen;2008;9078
436;Totaal uitgaven aan zorg en welzijn;HP5: Leveranciers genees-en hulpmiddelen;2009;8943
437;Totaal uitgaven aan zorg en welzijn;HP5: Leveranciers genees-en hulpmiddelen;2010;9181
438;Totaal uitgaven aan zorg en welzijn;HP5: Leveranciers genees-en hulpmiddelen;2011;9470
439;Totaal uitgaven aan zorg en welzijn;HP5: Leveranciers genees-en hulpmiddelen;2012;8993
440;Totaal uitgaven aan zorg en welzijn;HP5: Leveranciers genees-en hulpmiddelen;2013;8558
441;Totaal uitgaven aan zorg en welzijn;HP5: Leveranciers genees-en hulpmiddelen;2014;8558
442;Totaal uitgaven aan zorg en welzijn;HP5: Leveranciers genees-en hulpmiddelen;2015;8581
443;Totaal uitgaven aan zorg en welzijn;HP5: Leveranciers genees-en hulpmiddelen;2016;8574
444;Totaal uitgaven aan zorg en welzijn;HP5: Leveranciers genees-en hulpmiddelen;2017;8707
445;Totaal uitgaven aan zorg en welzijn;HP5: Leveranciers genees-en hulpmiddelen;2018;8789
446;Totaal uitgaven aan zorg en welzijn;HP5: Leveranciers genees-en hulpmiddelen;2019;9220
447;Totaal uitgaven aan zorg en welzijn;HP5: Leveranciers genees-en hulpmiddelen;2020;9433
448;Totaal uitgaven aan zorg en welzijn;HP5: Leveranciers genees-en hulpmiddelen;2021;10065
449;Totaal uitgaven aan zorg en welzijn;HP5: Leveranciers genees-en hulpmiddelen;2022;10310
450;Totaal uitgaven aan zorg en welzijn;HP51: Leveranciers geneesmiddelen;1998;3284
451;Totaal uitgaven aan zorg en welzijn;HP51: Leveranciers geneesmiddelen;1999;3600
452;Totaal uitgaven aan zorg en welzijn;HP51: Leveranciers geneesmiddelen;2000;3844
453;Totaal uitgaven aan zorg en welzijn;HP51: Leveranciers geneesmiddelen;2001;4211
454;Totaal uitgaven aan zorg en welzijn;HP51: Leveranciers geneesmiddelen;2002;4559
455;Totaal uitgaven aan zorg en welzijn;HP51: Leveranciers geneesmiddelen;2003;4878
456;Totaal uitgaven aan zorg en welzijn;HP51: Leveranciers geneesmiddelen;2004;4997
457;Totaal uitgaven aan zorg en welzijn;HP51: Leveranciers geneesmiddelen;2005;5198
458;Totaal uitgaven aan zorg en welzijn;HP51: Leveranciers geneesmiddelen;2006;5261
459;Totaal uitgaven aan zorg en welzijn;HP51: Leveranciers geneesmiddelen;2007;5689
460;Totaal uitgaven aan zorg en welzijn;HP51: Leveranciers geneesmiddelen;2008;5583
461;Totaal uitgaven aan zorg en welzijn;HP51: Leveranciers geneesmiddelen;2009;5633
462;Totaal uitgaven aan zorg en welzijn;HP51: Leveranciers geneesmiddelen;2010;5769
463;Totaal uitgaven aan zorg en welzijn;HP51: Leveranciers geneesmiddelen;2011;5838
464;Totaal uitgaven aan zorg en welzijn;HP51: Leveranciers geneesmiddelen;2012;5266
465;Totaal uitgaven aan zorg en welzijn;HP51: Leveranciers geneesmiddelen;2013;5030
466;Totaal uitgaven aan zorg en welzijn;HP51: Leveranciers geneesmiddelen;2014;5029
467;Totaal uitgaven aan zorg en welzijn;HP51: Leveranciers geneesmiddelen;2015;5098
468;Totaal uitgaven aan zorg en welzijn;HP51: Leveranciers geneesmiddelen;2016;5222
469;Totaal uitgaven aan zorg en welzijn;HP51: Leveranciers geneesmiddelen;2017;5379
470;Totaal uitgaven aan zorg en welzijn;HP51: Leveranciers geneesmiddelen;2018;5359
471;Totaal uitgaven aan zorg en welzijn;HP51: Leveranciers geneesmiddelen;2019;5645
472;Totaal uitgaven aan zorg en welzijn;HP51: Leveranciers geneesmiddelen;2020;5774
473;Totaal uitgaven aan zorg en welzijn;HP51: Leveranciers geneesmiddelen;2021;5702
474;Totaal uitgaven aan zorg en welzijn;HP51: Leveranciers geneesmiddelen;2022;6077
475;Totaal uitgaven aan zorg en welzijn;HP52-59: Leveranciers hulpmiddelen;1998;2212
476;Totaal uitgaven aan zorg en welzijn;HP52-59: Leveranciers hulpmiddelen;1999;2327
477;Totaal uitgaven aan zorg en welzijn;HP52-59: Leveranciers hulpmiddelen;2000;2399
478;Totaal uitgaven aan zorg en welzijn;HP52-59: Leveranciers hulpmiddelen;2001;2583
479;Totaal uitgaven aan zorg en welzijn;HP52-59: Leveranciers hulpmiddelen;2002;2793
480;Totaal uitgaven aan zorg en welzijn;HP52-59: Leveranciers hulpmiddelen;2003;2992
481;Totaal uitgaven aan zorg en welzijn;HP52-59: Leveranciers hulpmiddelen;2004;3137
482;Totaal uitgaven aan zorg en welzijn;HP52-59: Leveranciers hulpmiddelen;2005;3097
483;Totaal uitgaven aan zorg en welzijn;HP52-59: Leveranciers hulpmiddelen;2006;3146
484;Totaal uitgaven aan zorg en welzijn;HP52-59: Leveranciers hulpmiddelen;2007;3178
485;Totaal uitgaven aan zorg en welzijn;HP52-59: Leveranciers hulpmiddelen;2008;3495
486;Totaal uitgaven aan zorg en welzijn;HP52-59: Leveranciers hulpmiddelen;2009;3310
487;Totaal uitgaven aan zorg en welzijn;HP52-59: Leveranciers hulpmiddelen;2010;3412
488;Totaal uitgaven aan zorg en welzijn;HP52-59: Leveranciers hulpmiddelen;2011;3632
489;Totaal uitgaven aan zorg en welzijn;HP52-59: Leveranciers hulpmiddelen;2012;3727
490;Totaal uitgaven aan zorg en welzijn;HP52-59: Leveranciers hulpmiddelen;2013;3528
491;Totaal uitgaven aan zorg en welzijn;HP52-59: Leveranciers hulpmiddelen;2014;3530
492;Totaal uitgaven aan zorg en welzijn;HP52-59: Leveranciers hulpmiddelen;2015;3483
493;Totaal uitgaven aan zorg en welzijn;HP52-59: Leveranciers hulpmiddelen;2016;3353
494;Totaal uitgaven aan zorg en welzijn;HP52-59: Leveranciers hulpmiddelen;2017;3329
495;Totaal uitgaven aan zorg en welzijn;HP52-59: Leveranciers hulpmiddelen;2018;3429
496;Totaal uitgaven aan zorg en welzijn;HP52-59: Leveranciers hulpmiddelen;2019;3575
497;Totaal uitgaven aan zorg en welzijn;HP52-59: Leveranciers hulpmiddelen;2020;3659
498;Totaal uitgaven aan zorg en welzijn;HP52-59: Leveranciers hulpmiddelen;2021;4363
499;Totaal uitgaven aan zorg en welzijn;HP52-59: Leveranciers hulpmiddelen;2022;4233
500;Totaal uitgaven aan zorg en welzijn;HP6: Aanbieders van preventieve zorg;1998;1189
501;Totaal uitgaven aan zorg en welzijn;HP6: Aanbieders van preventieve zorg;1999;1320
502;Totaal uitgaven aan zorg en welzijn;HP6: Aanbieders van preventieve zorg;2000;1474
503;Totaal uitgaven aan zorg en welzijn;HP6: Aanbieders van preventieve zorg;2001;1633
504;Totaal uitgaven aan zorg en welzijn;HP6: Aanbieders van preventieve zorg;2002;1972
505;Totaal uitgaven aan zorg en welzijn;HP6: Aanbieders van preventieve zorg;2003;2066
506;Totaal uitgaven aan zorg en welzijn;HP6: Aanbieders van preventieve zorg;2004;2038
507;Totaal uitgaven aan zorg en welzijn;HP6: Aanbieders van preventieve zorg;2005;2002
508;Totaal uitgaven aan zorg en welzijn;HP6: Aanbieders van preventieve zorg;2006;1858
509;Totaal uitgaven aan zorg en welzijn;HP6: Aanbieders van preventieve zorg;2007;1990
510;Totaal uitgaven aan zorg en welzijn;HP6: Aanbieders van preventieve zorg;2008;2139
511;Totaal uitgaven aan zorg en welzijn;HP6: Aanbieders van preventieve zorg;2009;2103
512;Totaal uitgaven aan zorg en welzijn;HP6: Aanbieders van preventieve zorg;2010;2166
513;Totaal uitgaven aan zorg en welzijn;HP6: Aanbieders van preventieve zorg;2011;2148
514;Totaal uitgaven aan zorg en welzijn;HP6: Aanbieders van preventieve zorg;2012;2136
515;Totaal uitgaven aan zorg en welzijn;HP6: Aanbieders van preventieve zorg;2013;2061
516;Totaal uitgaven aan zorg en welzijn;HP6: Aanbieders van preventieve zorg;2014;2074
517;Totaal uitgaven aan zorg en welzijn;HP6: Aanbieders van preventieve zorg;2015;2036
518;Totaal uitgaven aan zorg en welzijn;HP6: Aanbieders van preventieve zorg;2016;2098
519;Totaal uitgaven aan zorg en welzijn;HP6: Aanbieders van preventieve zorg;2017;2159
520;Totaal uitgaven aan zorg en welzijn;HP6: Aanbieders van preventieve zorg;2018;2180
521;Totaal uitgaven aan zorg en welzijn;HP6: Aanbieders van preventieve zorg;2019;2375
522;Totaal uitgaven aan zorg en welzijn;HP6: Aanbieders van preventieve zorg;2020;3460
523;Totaal uitgaven aan zorg en welzijn;HP6: Aanbieders van preventieve zorg;2021;6837
524;Totaal uitgaven aan zorg en welzijn;HP6: Aanbieders van preventieve zorg;2022;4533
525;Totaal uitgaven aan zorg en welzijn;HP7: Organisaties beheer en financiering;1998;2063
526;Totaal uitgaven aan zorg en welzijn;HP7: Organisaties beheer en financiering;1999;2197
527;Totaal uitgaven aan zorg en welzijn;HP7: Organisaties beheer en financiering;2000;2301
528;Totaal uitgaven aan zorg en welzijn;HP7: Organisaties beheer en financiering;2001;2492
529;Totaal uitgaven aan zorg en welzijn;HP7: Organisaties beheer en financiering;2002;2713
530;Totaal uitgaven aan zorg en welzijn;HP7: Organisaties beheer en financiering;2003;2808
531;Totaal uitgaven aan zorg en welzijn;HP7: Organisaties beheer en financiering;2004;2860
532;Totaal uitgaven aan zorg en welzijn;HP7: Organisaties beheer en financiering;2005;3286
533;Totaal uitgaven aan zorg en welzijn;HP7: Organisaties beheer en financiering;2006;3543
534;Totaal uitgaven aan zorg en welzijn;HP7: Organisaties beheer en financiering;2007;3718
