ID;Sales;Products;Periods;IndexNumbers_1;MonthOnMonthDevelopment_2;YearOnYearDevelopment_3;IndexNumbers_4;MonthOnMonthDevelopment_5;YearOnYearDevelopment_6
1052;Total sales;13200000 Non-ferrous metal ores, exc. Ur;2008;;;;;;
1053;Total sales;14100000 Quarrying of stone;2000 January;;;;;;
1054;Total sales;14100000 Quarrying of stone;2000 February;;;;;;
1055;Total sales;14100000 Quarrying of stone;2000 March;;;;;;
1056;Total sales;14100000 Quarrying of stone;2000 April;;;;;;
1057;Total sales;14100000 Quarrying of stone;2000 May;;;;;;
1058;Total sales;14100000 Quarrying of stone;2000 June;;;;;;
1059;Total sales;14100000 Quarrying of stone;2000 July;;;;;;
1060;Total sales;14100000 Quarrying of stone;2000 August;;;;;;
1061;Total sales;14100000 Quarrying of stone;2000 September;;;;;;
1062;Total sales;14100000 Quarrying of stone;2000 October;;;;;;
1063;Total sales;14100000 Quarrying of stone;2000 November;;;;;;
1064;Total sales;14100000 Quarrying of stone;2000 December;;;;;;
1065;Total sales;14100000 Quarrying of stone;2000;100.0;;;100.0;;
1066;Total sales;14100000 Quarrying of stone;2001 January;;;;;;
1067;Total sales;14100000 Quarrying of stone;2001 February;;;;;;
1068;Total sales;14100000 Quarrying of stone;2001 March;;;;;;
1069;Total sales;14100000 Quarrying of stone;2001 April;;;;;;
1070;Total sales;14100000 Quarrying of stone;2001 May;;;;;;
1071;Total sales;14100000 Quarrying of stone;2001 June;;;;;;
1072;Total sales;14100000 Quarrying of stone;2001 July;;;;;;
1073;Total sales;14100000 Quarrying of stone;2001 August;;;;;;
1074;Total sales;14100000 Quarrying of stone;2001 September;;;;;;
1075;Total sales;14100000 Quarrying of stone;2001 October;;;;;;
1076;Total sales;14100000 Quarrying of stone;2001 November;;;;;;
1077;Total sales;14100000 Quarrying of stone;2001 December;;;;;;
1078;Total sales;14100000 Quarrying of stone;2001;;;;;;
1079;Total sales;14100000 Quarrying of stone;2002 January;;;;;;
1080;Total sales;14100000 Quarrying of stone;2002 February;;;;;;
1081;Total sales;14100000 Quarrying of stone;2002 March;;;;;;
1082;Total sales;14100000 Quarrying of stone;2002 April;;;;;;
1083;Total sales;14100000 Quarrying of stone;2002 May;;;;;;
1084;Total sales;14100000 Quarrying of stone;2002 June;;;;;;
1085;Total sales;14100000 Quarrying of stone;2002 July;;;;;;
1086;Total sales;14100000 Quarrying of stone;2002 August;;;;;;
1087;Total sales;14100000 Quarrying of stone;2002 September;;;;;;
1088;Total sales;14100000 Quarrying of stone;2002 October;;;;;;
1089;Total sales;14100000 Quarrying of stone;2002 November;;;;;;
1090;Total sales;14100000 Quarrying of stone;2002 December;;;;;;
1091;Total sales;14100000 Quarrying of stone;2002;;;;;;
1092;Total sales;14100000 Quarrying of stone;2003 January;;;;;;
1093;Total sales;14100000 Quarrying of stone;2003 February;;;;;;
1094;Total sales;14100000 Quarrying of stone;2003 March;;;;;;
1095;Total sales;14100000 Quarrying of stone;2003 April;;;;;;
1096;Total sales;14100000 Quarrying of stone;2003 May;;;;;;
1097;Total sales;14100000 Quarrying of stone;2003 June;;;;;;
1098;Total sales;14100000 Quarrying of stone;2003 July;;;;;;
1099;Total sales;14100000 Quarrying of stone;2003 August;;;;;;
1100;Total sales;14100000 Quarrying of stone;2003 September;;;;;;
1101;Total sales;14100000 Quarrying of stone;2003 October;;;;;;
1102;Total sales;14100000 Quarrying of stone;2003 November;;;;;;
1103;Total sales;14100000 Quarrying of stone;2003 December;;;;;;
1104;Total sales;14100000 Quarrying of stone;2003;;;;;;
1105;Total sales;14100000 Quarrying of stone;2004 January;;;;;;
1106;Total sales;14100000 Quarrying of stone;2004 February;;;;;;
1107;Total sales;14100000 Quarrying of stone;2004 March;;;;;;
1108;Total sales;14100000 Quarrying of stone;2004 April;;;;;;
1109;Total sales;14100000 Quarrying of stone;2004 May;;;;;;
1110;Total sales;14100000 Quarrying of stone;2004 June;;;;;;
1111;Total sales;14100000 Quarrying of stone;2004 July;;;;;;
1112;Total sales;14100000 Quarrying of stone;2004 August;;;;;;
1113;Total sales;14100000 Quarrying of stone;2004 September;;;;;;
1114;Total sales;14100000 Quarrying of stone;2004 October;;;;;;
1115;Total sales;14100000 Quarrying of stone;2004 November;;;;;;
1116;Total sales;14100000 Quarrying of stone;2004 December;;;;;;
1117;Total sales;14100000 Quarrying of stone;2004;;;;;;
1118;Total sales;14100000 Quarrying of stone;2005 January;;;;;;
1119;Total sales;14100000 Quarrying of stone;2005 February;;;;;;
1120;Total sales;14100000 Quarrying of stone;2005 March;;;;;;
1121;Total sales;14100000 Quarrying of stone;2005 April;;;;;;
1122;Total sales;14100000 Quarrying of stone;2005 May;;;;;;
1123;Total sales;14100000 Quarrying of stone;2005 June;;;;;;
1124;Total sales;14100000 Quarrying of stone;2005 July;;;;;;
1125;Total sales;14100000 Quarrying of stone;2005 August;;;;;;
1126;Total sales;14100000 Quarrying of stone;2005 September;;;;;;
1127;Total sales;14100000 Quarrying of stone;2005 October;;;;;;
1128;Total sales;14100000 Quarrying of stone;2005 November;;;;;;
1129;Total sales;14100000 Quarrying of stone;2005 December;;;;;;
1130;Total sales;14100000 Quarrying of stone;2005;;;;;;
1131;Total sales;14100000 Quarrying of stone;2006 January;;;;;;
1132;Total sales;14100000 Quarrying of stone;2006 February;;;;;;
1133;Total sales;14100000 Quarrying of stone;2006 March;;;;;;
1134;Total sales;14100000 Quarrying of stone;2006 April;;;;;;
1135;Total sales;14100000 Quarrying of stone;2006 May;;;;;;
1136;Total sales;14100000 Quarrying of stone;2006 June;;;;;;
1137;Total sales;14100000 Quarrying of stone;2006 July;;;;;;
1138;Total sales;14100000 Quarrying of stone;2006 August;;;;;;
1139;Total sales;14100000 Quarrying of stone;2006 September;;;;;;
1140;Total sales;14100000 Quarrying of stone;2006 October;;;;;;
1141;Total sales;14100000 Quarrying of stone;2006 November;;;;;;
1142;Total sales;14100000 Quarrying of stone;2006 December;;;;;;
1143;Total sales;14100000 Quarrying of stone;2006;;;;;;
1144;Total sales;14100000 Quarrying of stone;2007 January;;;;;;
1145;Total sales;14100000 Quarrying of stone;2007 February;;;;;;
1146;Total sales;14100000 Quarrying of stone;2007 March;;;;;;
1147;Total sales;14100000 Quarrying of stone;2007 April;;;;;;
1148;Total sales;14100000 Quarrying of stone;2007 May;;;;;;
1149;Total sales;14100000 Quarrying of stone;2007 June;;;;;;
1150;Total sales;14100000 Quarrying of stone;2007 July;;;;;;
1151;Total sales;14100000 Quarrying of stone;2007 August;;;;;;
1152;Total sales;14100000 Quarrying of stone;2007 September;;;;;;
1153;Total sales;14100000 Quarrying of stone;2007 October;;;;;;
1154;Total sales;14100000 Quarrying of stone;2007 November;;;;;;
1155;Total sales;14100000 Quarrying of stone;2007 December;;;;;;
1156;Total sales;14100000 Quarrying of stone;2007;;;;;;
1157;Total sales;14100000 Quarrying of stone;2008 January;;;;;;
1158;Total sales;14100000 Quarrying of stone;2008 February;;;;;;
1159;Total sales;14100000 Quarrying of stone;2008 March;;;;;;
1160;Total sales;14100000 Quarrying of stone;2008 April;;;;;;
1161;Total sales;14100000 Quarrying of stone;2008 May;;;;;;
1162;Total sales;14100000 Quarrying of stone;2008 June;;;;;;
1163;Total sales;14100000 Quarrying of stone;2008 July;;;;;;
1164;Total sales;14100000 Quarrying of stone;2008 August;;;;;;
1165;Total sales;14100000 Quarrying of stone;2008 September;;;;;;
1166;Total sales;14100000 Quarrying of stone;2008 October;;;;;;
1167;Total sales;14100000 Quarrying of stone;2008 November;;;;;;
1168;Total sales;14100000 Quarrying of stone;2008 December;;;;;;
1169;Total sales;14100000 Quarrying of stone;2008;;;;;;
1170;Total sales;14110000 Monumental or building stone;2000 January;;;;;;
1171;Total sales;14110000 Monumental or building stone;2000 February;;;;;;
1172;Total sales;14110000 Monumental or building stone;2000 March;;;;;;
1173;Total sales;14110000 Monumental or building stone;2000 April;;;;;;
1174;Total sales;14110000 Monumental or building stone;2000 May;;;;;;
1175;Total sales;14110000 Monumental or building stone;2000 June;;;;;;
1176;Total sales;14110000 Monumental or building stone;2000 July;;;;;;
1177;Total sales;14110000 Monumental or building stone;2000 August;;;;;;
1178;Total sales;14110000 Monumental or building stone;2000 September;;;;;;
1179;Total sales;14110000 Monumental or building stone;2000 October;;;;;;
1180;Total sales;14110000 Monumental or building stone;2000 November;;;;;;
1181;Total sales;14110000 Monumental or building stone;2000 December;;;;;;
1182;Total sales;14110000 Monumental or building stone;2000;100.0;;;100.0;;
1183;Total sales;14110000 Monumental or building stone;2001 January;;;;;;
1184;Total sales;14110000 Monumental or building stone;2001 February;;;;;;
1185;Total sales;14110000 Monumental or building stone;2001 March;;;;;;
1186;Total sales;14110000 Monumental or building stone;2001 April;;;;;;
1187;Total sales;14110000 Monumental or building stone;2001 May;;;;;;
1188;Total sales;14110000 Monumental or building stone;2001 June;;;;;;
1189;Total sales;14110000 Monumental or building stone;2001 July;;;;;;
1190;Total sales;14110000 Monumental or building stone;2001 August;;;;;;
1191;Total sales;14110000 Monumental or building stone;2001 September;;;;;;
1192;Total sales;14110000 Monumental or building stone;2001 October;;;;;;
1193;Total sales;14110000 Monumental or building stone;2001 November;;;;;;
1194;Total sales;14110000 Monumental or building stone;2001 December;;;;;;
1195;Total sales;14110000 Monumental or building stone;2001;;;;;;
1196;Total sales;14110000 Monumental or building stone;2002 January;;;;;;
1197;Total sales;14110000 Monumental or building stone;2002 February;;;;;;
1198;Total sales;14110000 Monumental or building stone;2002 March;;;;;;
1199;Total sales;14110000 Monumental or building stone;2002 April;;;;;;
1200;Total sales;14110000 Monumental or building stone;2002 May;;;;;;
1201;Total sales;14110000 Monumental or building stone;2002 June;;;;;;
1202;Total sales;14110000 Monumental or building stone;2002 July;;;;;;
1203;Total sales;14110000 Monumental or building stone;2002 August;;;;;;
1204;Total sales;14110000 Monumental or building stone;2002 September;;;;;;
1205;Total sales;14110000 Monumental or building stone;2002 October;;;;;;
1206;Total sales;14110000 Monumental or building stone;2002 November;;;;;;
1207;Total sales;14110000 Monumental or building stone;2002 December;;;;;;
1208;Total sales;14110000 Monumental or building stone;2002;;;;;;
1209;Total sales;14110000 Monumental or building stone;2003 January;;;;;;
1210;Total sales;14110000 Monumental or building stone;2003 February;;;;;;
1211;Total sales;14110000 Monumental or building stone;2003 March;;;;;;
1212;Total sales;14110000 Monumental or building stone;2003 April;;;;;;
1213;Total sales;14110000 Monumental or building stone;2003 May;;;;;;
1214;Total sales;14110000 Monumental or building stone;2003 June;;;;;;
1215;Total sales;14110000 Monumental or building stone;2003 July;;;;;;
1216;Total sales;14110000 Monumental or building stone;2003 August;;;;;;
1217;Total sales;14110000 Monumental or building stone;2003 September;;;;;;
1218;Total sales;14110000 Monumental or building stone;2003 October;;;;;;
1219;Total sales;14110000 Monumental or building stone;2003 November;;;;;;
1220;Total sales;14110000 Monumental or building stone;2003 December;;;;;;
1221;Total sales;14110000 Monumental or building stone;2003;;;;;;
1222;Total sales;14110000 Monumental or building stone;2004 January;;;;;;
1223;Total sales;14110000 Monumental or building stone;2004 February;;;;;;
1224;Total sales;14110000 Monumental or building stone;2004 March;;;;;;
1225;Total sales;14110000 Monumental or building stone;2004 April;;;;;;
1226;Total sales;14110000 Monumental or building stone;2004 May;;;;;;
1227;Total sales;14110000 Monumental or building stone;2004 June;;;;;;
1228;Total sales;14110000 Monumental or building stone;2004 July;;;;;;
1229;Total sales;14110000 Monumental or building stone;2004 August;;;;;;
1230;Total sales;14110000 Monumental or building stone;2004 September;;;;;;
1231;Total sales;14110000 Monumental or building stone;2004 October;;;;;;
1232;Total sales;14110000 Monumental or building stone;2004 November;;;;;;
1233;Total sales;14110000 Monumental or building stone;2004 December;;;;;;
1234;Total sales;14110000 Monumental or building stone;2004;;;;;;
1235;Total sales;14110000 Monumental or building stone;2005 January;;;;;;
1236;Total sales;14110000 Monumental or building stone;2005 February;;;;;;
1237;Total sales;14110000 Monumental or building stone;2005 March;;;;;;
1238;Total sales;14110000 Monumental or building stone;2005 April;;;;;;
1239;Total sales;14110000 Monumental or building stone;2005 May;;;;;;
1240;Total sales;14110000 Monumental or building stone;2005 June;;;;;;
1241;Total sales;14110000 Monumental or building stone;2005 July;;;;;;
1242;Total sales;14110000 Monumental or building stone;2005 August;;;;;;
1243;Total sales;14110000 Monumental or building stone;2005 September;;;;;;
1244;Total sales;14110000 Monumental or building stone;2005 October;;;;;;
1245;Total sales;14110000 Monumental or building stone;2005 November;;;;;;
1246;Total sales;14110000 Monumental or building stone;2005 December;;;;;;
1247;Total sales;14110000 Monumental or building stone;2005;;;;;;
1248;Total sales;14110000 Monumental or building stone;2006 January;;;;;;
1249;Total sales;14110000 Monumental or building stone;2006 February;;;;;;
1250;Total sales;14110000 Monumental or building stone;2006 March;;;;;;
1251;Total sales;14110000 Monumental or building stone;2006 April;;;;;;
1252;Total sales;14110000 Monumental or building stone;2006 May;;;;;;
1253;Total sales;14110000 Monumental or building stone;2006 June;;;;;;
1254;Total sales;14110000 Monumental or building stone;2006 July;;;;;;
1255;Total sales;14110000 Monumental or building stone;2006 August;;;;;;
1256;Total sales;14110000 Monumental or building stone;2006 September;;;;;;
1257;Total sales;14110000 Monumental or building stone;2006 October;;;;;;
1258;Total sales;14110000 Monumental or building stone;2006 November;;;;;;
1259;Total sales;14110000 Monumental or building stone;2006 December;;;;;;
1260;Total sales;14110000 Monumental or building stone;2006;;;;;;
1261;Total sales;14110000 Monumental or building stone;2007 January;;;;;;
1262;Total sales;14110000 Monumental or building stone;2007 February;;;;;;
1263;Total sales;14110000 Monumental or building stone;2007 March;;;;;;
1264;Total sales;14110000 Monumental or building stone;2007 April;;;;;;
1265;Total sales;14110000 Monumental or building stone;2007 May;;;;;;
1266;Total sales;14110000 Monumental or building stone;2007 June;;;;;;
1267;Total sales;14110000 Monumental or building stone;2007 July;;;;;;
1268;Total sales;14110000 Monumental or building stone;2007 August;;;;;;
1269;Total sales;14110000 Monumental or building stone;2007 September;;;;;;
1270;Total sales;14110000 Monumental or building stone;2007 October;;;;;;
1271;Total sales;14110000 Monumental or building stone;2007 November;;;;;;
1272;Total sales;14110000 Monumental or building stone;2007 December;;;;;;
1273;Total sales;14110000 Monumental or building stone;2007;;;;;;
1274;Total sales;14110000 Monumental or building stone;2008 January;;;;;;
1275;Total sales;14110000 Monumental or building stone;2008 February;;;;;;
1276;Total sales;14110000 Monumental or building stone;2008 March;;;;;;
1277;Total sales;14110000 Monumental or building stone;2008 April;;;;;;
1278;Total sales;14110000 Monumental or building stone;2008 May;;;;;;
1279;Total sales;14110000 Monumental or building stone;2008 June;;;;;;
1280;Total sales;14110000 Monumental or building stone;2008 July;;;;;;
1281;Total sales;14110000 Monumental or building stone;2008 August;;;;;;
1282;Total sales;14110000 Monumental or building stone;2008 September;;;;;;
1283;Total sales;14110000 Monumental or building stone;2008 October;;;;;;
1284;Total sales;14110000 Monumental or building stone;2008 November;;;;;;
1285;Total sales;14110000 Monumental or building stone;2008 December;;;;;;
1286;Total sales;14110000 Monumental or building stone;2008;;;;;;
1287;Total sales;14120000 Limestone, gypsum and chalk;2000 January;;;;;;
1288;Total sales;14120000 Limestone, gypsum and chalk;2000 February;;;;;;
1289;Total sales;14120000 Limestone, gypsum and chalk;2000 March;;;;;;
1290;Total sales;14120000 Limestone, gypsum and chalk;2000 April;;;;;;
1291;Total sales;14120000 Limestone, gypsum and chalk;2000 May;;;;;;
1292;Total sales;14120000 Limestone, gypsum and chalk;2000 June;;;;;;
1293;Total sales;14120000 Limestone, gypsum and chalk;2000 July;;;;;;
1294;Total sales;14120000 Limestone, gypsum and chalk;2000 August;;;;;;
1295;Total sales;14120000 Limestone, gypsum and chalk;2000 September;;;;;;
1296;Total sales;14120000 Limestone, gypsum and chalk;2000 October;;;;;;
1297;Total sales;14120000 Limestone, gypsum and chalk;2000 November;;;;;;
1298;Total sales;14120000 Limestone, gypsum and chalk;2000 December;;;;;;
1299;Total sales;14120000 Limestone, gypsum and chalk;2000;100.0;;;100.0;;
1300;Total sales;14120000 Limestone, gypsum and chalk;2001 January;;;;;;
1301;Total sales;14120000 Limestone, gypsum and chalk;2001 February;;;;;;
1302;Total sales;14120000 Limestone, gypsum and chalk;2001 March;;;;;;
1303;Total sales;14120000 Limestone, gypsum and chalk;2001 April;;;;;;
1304;Total sales;14120000 Limestone, gypsum and chalk;2001 May;;;;;;
1305;Total sales;14120000 Limestone, gypsum and chalk;2001 June;;;;;;
1306;Total sales;14120000 Limestone, gypsum and chalk;2001 July;;;;;;
1307;Total sales;14120000 Limestone, gypsum and chalk;2001 August;;;;;;
1308;Total sales;14120000 Limestone, gypsum and chalk;2001 September;;;;;;
1309;Total sales;14120000 Limestone, gypsum and chalk;2001 October;;;;;;
1310;Total sales;14120000 Limestone, gypsum and chalk;2001 November;;;;;;
1311;Total sales;14120000 Limestone, gypsum and chalk;2001 December;;;;;;
1312;Total sales;14120000 Limestone, gypsum and chalk;2001;;;;;;
1313;Total sales;14120000 Limestone, gypsum and chalk;2002 January;;;;;;
1314;Total sales;14120000 Limestone, gypsum and chalk;2002 February;;;;;;
1315;Total sales;14120000 Limestone, gypsum and chalk;2002 March;;;;;;
1316;Total sales;14120000 Limestone, gypsum and chalk;2002 April;;;;;;
1317;Total sales;14120000 Limestone, gypsum and chalk;2002 May;;;;;;
1318;Total sales;14120000 Limestone, gypsum and chalk;2002 June;;;;;;
1319;Total sales;14120000 Limestone, gypsum and chalk;2002 July;;;;;;
1320;Total sales;14120000 Limestone, gypsum and chalk;2002 August;;;;;;
1321;Total sales;14120000 Limestone, gypsum and chalk;2002 September;;;;;;
1322;Total sales;14120000 Limestone, gypsum and chalk;2002 October;;;;;;
1323;Total sales;14120000 Limestone, gypsum and chalk;2002 November;;;;;;
1324;Total sales;14120000 Limestone, gypsum and chalk;2002 December;;;;;;
1325;Total sales;14120000 Limestone, gypsum and chalk;2002;;;;;;
1326;Total sales;14120000 Limestone, gypsum and chalk;2003 January;;;;;;
1327;Total sales;14120000 Limestone, gypsum and chalk;2003 February;;;;;;
1328;Total sales;14120000 Limestone, gypsum and chalk;2003 March;;;;;;
1329;Total sales;14120000 Limestone, gypsum and chalk;2003 April;;;;;;
1330;Total sales;14120000 Limestone, gypsum and chalk;2003 May;;;;;;
1331;Total sales;14120000 Limestone, gypsum and chalk;2003 June;;;;;;
1332;Total sales;14120000 Limestone, gypsum and chalk;2003 July;;;;;;
1333;Total sales;14120000 Limestone, gypsum and chalk;2003 August;;;;;;
1334;Total sales;14120000 Limestone, gypsum and chalk;2003 September;;;;;;
1335;Total sales;14120000 Limestone, gypsum and chalk;2003 October;;;;;;
1336;Total sales;14120000 Limestone, gypsum and chalk;2003 November;;;;;;
1337;Total sales;14120000 Limestone, gypsum and chalk;2003 December;;;;;;
1338;Total sales;14120000 Limestone, gypsum and chalk;2003;;;;;;
1339;Total sales;14120000 Limestone, gypsum and chalk;2004 January;;;;;;
1340;Total sales;14120000 Limestone, gypsum and chalk;2004 February;;;;;;
1341;Total sales;14120000 Limestone, gypsum and chalk;2004 March;;;;;;
1342;Total sales;14120000 Limestone, gypsum and chalk;2004 April;;;;;;
1343;Total sales;14120000 Limestone, gypsum and chalk;2004 May;;;;;;
1344;Total sales;14120000 Limestone, gypsum and chalk;2004 June;;;;;;
1345;Total sales;14120000 Limestone, gypsum and chalk;2004 July;;;;;;
1346;Total sales;14120000 Limestone, gypsum and chalk;2004 August;;;;;;
1347;Total sales;14120000 Limestone, gypsum and chalk;2004 September;;;;;;
1348;Total sales;14120000 Limestone, gypsum and chalk;2004 October;;;;;;
1349;Total sales;14120000 Limestone, gypsum and chalk;2004 November;;;;;;
1350;Total sales;14120000 Limestone, gypsum and chalk;2004 December;;;;;;
1351;Total sales;14120000 Limestone, gypsum and chalk;2004;;;;;;
1352;Total sales;14120000 Limestone, gypsum and chalk;2005 January;;;;;;
1353;Total sales;14120000 Limestone, gypsum and chalk;2005 February;;;;;;
1354;Total sales;14120000 Limestone, gypsum and chalk;2005 March;;;;;;
1355;Total sales;14120000 Limestone, gypsum and chalk;2005 April;;;;;;
1356;Total sales;14120000 Limestone, gypsum and chalk;2005 May;;;;;;
1357;Total sales;14120000 Limestone, gypsum and chalk;2005 June;;;;;;
1358;Total sales;14120000 Limestone, gypsum and chalk;2005 July;;;;;;
1359;Total sales;14120000 Limestone, gypsum and chalk;2005 August;;;;;;
1360;Total sales;14120000 Limestone, gypsum and chalk;2005 September;;;;;;
