ID;Geslacht;Leeftijd;RegioS;Perioden;Bevolking_1;k_1BasisonderwijsVmboMbo1_2;k_2HavoVwoMbo24_3;k_3HboWo_4;k_11Basisonderwijs_5;k_12VmboHavoVwoOnderbouwMbo1_6;k_21HavoVwoMbo24_7;k_31HboWoBachelor_8;k_32HboWoMasterDoctor_9;k_111Basisonderwijs_10;k_121VmboBKMbo1_11;k_122VmboGTHavoVwoOnderbouw_12;k_211Mbo2EnMbo3_13;k_212Mbo4_14;k_213HavoVwo_15;k_311HboWoBachelor_16;k_321HboWoMasterDoctor_17
123;Totaal mannen en vrouwen;15 tot 75 jaar;Utrecht (PV);2015;957000.0;26.3;37.5;36.2;8.8;17.5;37.5;20.4;15.8;8.8;9.6;7.8;13.8;13.0;10.7;20.4;15.8
124;Totaal mannen en vrouwen;15 tot 75 jaar;Utrecht (PV);2016;966500.0;25.9;37.5;36.6;8.6;17.3;37.5;20.6;16.1;8.6;9.5;7.8;13.7;13.1;10.7;20.6;16.1
125;Totaal mannen en vrouwen;15 tot 75 jaar;Utrecht (PV);2017;976700.0;25.3;37.5;37.3;8.3;16.9;37.5;20.9;16.4;8.3;9.3;7.7;13.5;13.2;10.7;20.9;16.4
126;Totaal mannen en vrouwen;15 tot 75 jaar;Utrecht (PV);2018;985900.0;24.8;36.9;38.4;8.0;16.7;36.9;21.6;16.7;8.0;9.1;7.6;13.4;13.2;10.3;21.6;16.7
127;Totaal mannen en vrouwen;15 tot 75 jaar;Utrecht (PV);2019;1021700.0;24.5;36.9;38.6;8.1;16.4;36.9;21.6;17.0;8.1;8.7;7.6;13.4;13.2;10.4;21.6;17.0
128;Totaal mannen en vrouwen;15 tot 75 jaar;Utrecht (PV);2020;1028600.0;23.6;36.9;39.5;7.7;15.8;36.9;22.1;17.4;7.7;8.4;7.4;13.2;13.3;10.4;22.1;17.4
129;Totaal mannen en vrouwen;15 tot 75 jaar;Utrecht (PV);2021;1031000.0;22.9;36.6;40.6;7.4;15.4;36.6;22.2;18.4;7.4;7.9;7.5;12.9;13.5;10.3;22.2;18.4
130;Totaal mannen en vrouwen;15 tot 75 jaar;Utrecht (PV);2022;1041300.0;22.7;36.7;40.6;7.4;15.3;36.7;22.2;18.4;7.4;7.8;7.5;12.7;13.6;10.4;22.2;18.4
131;Totaal mannen en vrouwen;15 tot 75 jaar;Utrecht (PV);2023;1050800.0;22.7;36.1;41.2;7.6;15.0;36.1;22.2;19.0;7.6;7.9;7.1;12.6;13.4;10.2;22.2;19.0
132;Totaal mannen en vrouwen;15 tot 75 jaar;Noord-Holland (PV);2013;2089600.0;29.0;39.5;31.5;9.8;19.2;39.5;18.4;13.1;9.8;11.2;8.0;15.3;12.7;11.5;18.4;13.1
133;Totaal mannen en vrouwen;15 tot 75 jaar;Noord-Holland (PV);2014;2106200.0;28.5;39.1;32.4;9.8;18.7;39.1;18.7;13.7;9.8;10.7;7.9;15.1;12.8;11.2;18.7;13.7
134;Totaal mannen en vrouwen;15 tot 75 jaar;Noord-Holland (PV);2015;2125100.0;28.1;38.9;33.0;9.7;18.4;38.9;19.0;14.0;9.7;10.5;8.0;15.1;12.8;11.0;19.0;14.0
135;Totaal mannen en vrouwen;15 tot 75 jaar;Noord-Holland (PV);2016;2147500.0;27.7;38.5;33.8;9.8;17.9;38.5;19.4;14.4;9.8;10.1;7.8;14.9;12.9;10.8;19.4;14.4
136;Totaal mannen en vrouwen;15 tot 75 jaar;Noord-Holland (PV);2017;2166900.0;27.1;38.8;34.2;9.3;17.7;38.8;19.8;14.4;9.3;9.8;7.9;14.7;13.0;11.0;19.8;14.4
137;Totaal mannen en vrouwen;15 tot 75 jaar;Noord-Holland (PV);2018;2186100.0;26.4;38.1;35.5;9.0;17.4;38.1;20.5;15.0;9.0;9.6;7.8;14.4;13.1;10.6;20.5;15.0
138;Totaal mannen en vrouwen;15 tot 75 jaar;Noord-Holland (PV);2019;2205400.0;25.8;38.1;36.1;9.0;16.8;38.1;20.8;15.3;9.0;9.1;7.7;14.4;13.0;10.7;20.8;15.3
139;Totaal mannen en vrouwen;15 tot 75 jaar;Noord-Holland (PV);2020;2214900.0;25.0;38.0;36.9;8.6;16.4;38.0;21.2;15.7;8.6;8.8;7.6;14.1;13.0;10.9;21.2;15.7
140;Totaal mannen en vrouwen;15 tot 75 jaar;Noord-Holland (PV);2021;2220200.0;24.3;38.3;37.4;8.2;16.1;38.3;21.3;16.1;8.2;8.6;7.5;13.9;13.4;11.0;21.3;16.1
141;Totaal mannen en vrouwen;15 tot 75 jaar;Noord-Holland (PV);2022;2248600.0;24.0;38.2;37.7;8.2;15.8;38.2;21.4;16.3;8.2;8.4;7.4;13.8;13.5;11.0;21.4;16.3
142;Totaal mannen en vrouwen;15 tot 75 jaar;Noord-Holland (PV);2023;2266800.0;24.0;37.7;38.3;8.3;15.7;37.7;21.6;16.7;8.3;8.5;7.2;13.5;13.2;10.9;21.6;16.7
143;Totaal mannen en vrouwen;15 tot 75 jaar;Zuid-Holland (PV);2013;2702300.0;32.9;40.5;26.6;11.5;21.4;40.5;16.5;10.1;11.5;13.1;8.3;16.8;13.4;10.3;16.5;10.1
144;Totaal mannen en vrouwen;15 tot 75 jaar;Zuid-Holland (PV);2014;2718400.0;32.5;40.3;27.2;11.5;21.0;40.3;16.7;10.5;11.5;12.7;8.3;16.6;13.4;10.2;16.7;10.5
145;Totaal mannen en vrouwen;15 tot 75 jaar;Zuid-Holland (PV);2015;2734700.0;32.0;40.3;27.7;11.4;20.6;40.3;17.0;10.6;11.4;12.3;8.3;16.7;13.5;10.2;17.0;10.6
146;Totaal mannen en vrouwen;15 tot 75 jaar;Zuid-Holland (PV);2016;2756900.0;31.5;40.7;27.8;11.4;20.1;40.7;17.1;10.7;11.4;12.0;8.2;16.7;13.7;10.3;17.1;10.7
147;Totaal mannen en vrouwen;15 tot 75 jaar;Zuid-Holland (PV);2017;2781600.0;30.7;40.7;28.5;10.9;19.8;40.7;17.6;11.0;10.9;11.7;8.2;16.6;13.9;10.3;17.6;11.0
148;Totaal mannen en vrouwen;15 tot 75 jaar;Zuid-Holland (PV);2018;2806000.0;29.9;40.6;29.5;10.5;19.4;40.6;18.3;11.2;10.5;11.4;8.0;16.4;14.0;10.2;18.3;11.2
149;Totaal mannen en vrouwen;15 tot 75 jaar;Zuid-Holland (PV);2019;2805800.0;29.2;40.4;30.4;10.5;18.7;40.4;18.6;11.7;10.5;10.7;8.0;16.3;14.0;10.2;18.6;11.7
150;Totaal mannen en vrouwen;15 tot 75 jaar;Zuid-Holland (PV);2020;2822300.0;28.4;40.5;31.1;10.1;18.3;40.5;19.0;12.1;10.1;10.4;7.9;16.1;14.1;10.3;19.0;12.1
151;Totaal mannen en vrouwen;15 tot 75 jaar;Zuid-Holland (PV);2021;2833200.0;27.6;40.6;31.8;9.7;17.9;40.6;19.1;12.7;9.7;10.0;7.9;15.9;14.4;10.2;19.1;12.7
152;Totaal mannen en vrouwen;15 tot 75 jaar;Zuid-Holland (PV);2022;2861200.0;27.5;40.4;32.0;9.8;17.7;40.4;19.3;12.7;9.8;9.8;7.9;15.6;14.5;10.3;19.3;12.7
153;Totaal mannen en vrouwen;15 tot 75 jaar;Zuid-Holland (PV);2023;2885900.0;27.5;40.0;32.5;10.0;17.5;40.0;19.4;13.2;10.0;9.8;7.7;15.4;14.4;10.2;19.4;13.2
154;Totaal mannen en vrouwen;15 tot 75 jaar;Zeeland (PV);2013;283500.0;33.6;46.1;20.3;9.5;24.1;46.1;15.3;5.0;9.5;15.8;8.4;22.7;16.3;7.2;15.3;5.0
155;Totaal mannen en vrouwen;15 tot 75 jaar;Zeeland (PV);2014;283500.0;33.7;45.8;20.5;9.3;24.5;45.8;15.4;5.1;9.3;16.0;8.5;22.2;16.4;7.3;15.4;5.1
156;Totaal mannen en vrouwen;15 tot 75 jaar;Zeeland (PV);2015;284000.0;33.1;46.1;20.8;9.3;23.8;46.1;15.5;5.3;9.3;15.4;8.3;22.0;16.5;7.5;15.5;5.3
157;Totaal mannen en vrouwen;15 tot 75 jaar;Zeeland (PV);2016;284400.0;32.3;46.9;20.9;9.1;23.2;46.9;15.6;5.3;9.1;15.1;8.0;22.4;16.9;7.6;15.6;5.3
158;Totaal mannen en vrouwen;15 tot 75 jaar;Zeeland (PV);2017;284900.0;31.8;47.0;21.2;8.6;23.2;47.0;15.9;5.3;8.6;15.0;8.2;22.2;17.0;7.8;15.9;5.3
159;Totaal mannen en vrouwen;15 tot 75 jaar;Zeeland (PV);2018;285400.0;31.4;46.7;21.9;8.3;23.1;46.7;16.4;5.5;8.3;14.5;8.5;22.1;16.9;7.7;16.4;5.5
160;Totaal mannen en vrouwen;15 tot 75 jaar;Zeeland (PV);2019;285100.0;30.5;47.2;22.3;8.6;21.9;47.2;16.6;5.7;8.6;13.8;8.1;22.1;17.1;8.0;16.6;5.7
161;Totaal mannen en vrouwen;15 tot 75 jaar;Zeeland (PV);2020;285800.0;29.6;47.7;22.8;8.1;21.5;47.7;16.9;5.9;8.1;13.4;8.1;22.2;17.4;8.1;16.9;5.9
162;Totaal mannen en vrouwen;15 tot 75 jaar;Zeeland (PV);2021;285600.0;28.5;47.7;23.8;7.8;20.7;47.7;17.3;6.4;7.8;12.6;8.1;21.9;17.2;8.6;17.3;6.4
163;Totaal mannen en vrouwen;15 tot 75 jaar;Zeeland (PV);2022;287000.0;28.3;47.8;23.9;8.1;20.2;47.8;17.5;6.4;8.1;12.4;7.8;22.0;17.2;8.6;17.5;6.4
164;Totaal mannen en vrouwen;15 tot 75 jaar;Zeeland (PV);2023;286100.0;28.7;47.1;24.2;8.8;20.0;47.1;17.6;6.6;8.8;12.3;7.7;21.5;17.3;8.3;17.6;6.6
165;Totaal mannen en vrouwen;15 tot 75 jaar;Noord-Brabant (PV);2013;1883300.0;32.9;41.7;25.4;10.0;22.9;41.7;17.4;8.1;10.0;14.7;8.2;17.9;15.2;8.6;17.4;8.1
166;Totaal mannen en vrouwen;15 tot 75 jaar;Noord-Brabant (PV);2014;1891500.0;32.5;41.7;25.9;10.1;22.4;41.7;17.6;8.3;10.1;14.3;8.1;17.8;15.3;8.5;17.6;8.3
167;Totaal mannen en vrouwen;15 tot 75 jaar;Noord-Brabant (PV);2015;1900100.0;31.8;41.6;26.6;9.9;21.9;41.6;18.0;8.6;9.9;13.8;8.0;17.7;15.4;8.5;18.0;8.6
168;Totaal mannen en vrouwen;15 tot 75 jaar;Noord-Brabant (PV);2016;1911500.0;31.2;41.9;27.0;9.8;21.3;41.9;18.1;8.9;9.8;13.4;7.9;17.6;15.6;8.7;18.1;8.9
169;Totaal mannen en vrouwen;15 tot 75 jaar;Noord-Brabant (PV);2017;1924700.0;30.7;41.9;27.4;9.7;21.0;41.9;18.5;9.0;9.7;13.1;7.9;17.4;15.7;8.7;18.5;9.0
170;Totaal mannen en vrouwen;15 tot 75 jaar;Noord-Brabant (PV);2018;1937800.0;29.9;41.8;28.4;9.4;20.5;41.8;19.2;9.1;9.4;12.6;7.8;17.3;15.8;8.6;19.2;9.1
171;Totaal mannen en vrouwen;15 tot 75 jaar;Noord-Brabant (PV);2019;1950700.0;29.1;41.8;29.0;9.3;19.9;41.8;19.7;9.4;9.3;12.0;7.8;17.1;15.9;8.8;19.7;9.4
172;Totaal mannen en vrouwen;15 tot 75 jaar;Noord-Brabant (PV);2020;1959200.0;28.1;42.0;29.9;8.8;19.3;42.0;20.1;9.8;8.8;11.7;7.6;17.0;16.1;8.9;20.1;9.8
173;Totaal mannen en vrouwen;15 tot 75 jaar;Noord-Brabant (PV);2021;1965800.0;27.3;42.1;30.6;8.6;18.7;42.1;20.4;10.3;8.6;11.1;7.6;16.8;16.5;8.7;20.4;10.3
174;Totaal mannen en vrouwen;15 tot 75 jaar;Noord-Brabant (PV);2022;1982900.0;27.0;42.0;31.0;8.7;18.3;42.0;20.6;10.5;8.7;10.7;7.5;16.6;16.6;8.8;20.6;10.5
175;Totaal mannen en vrouwen;15 tot 75 jaar;Noord-Brabant (PV);2023;1993600.0;26.8;41.7;31.5;8.8;18.0;41.7;20.8;10.7;8.8;10.8;7.2;16.5;16.5;8.6;20.8;10.7
176;Totaal mannen en vrouwen;15 tot 75 jaar;Limburg (PV);2013;863900.0;35.5;41.7;22.8;11.9;23.7;41.7;15.9;6.9;11.9;15.6;8.1;18.5;15.0;8.2;15.9;6.9
177;Totaal mannen en vrouwen;15 tot 75 jaar;Limburg (PV);2014;861700.0;34.8;41.9;23.3;11.8;23.0;41.9;16.3;7.0;11.8;14.9;8.1;18.4;15.2;8.3;16.3;7.0
178;Totaal mannen en vrouwen;15 tot 75 jaar;Limburg (PV);2015;860500.0;34.2;42.1;23.8;11.5;22.7;42.1;16.6;7.2;11.5;14.6;8.1;18.4;15.3;8.4;16.6;7.2
179;Totaal mannen en vrouwen;15 tot 75 jaar;Limburg (PV);2016;860700.0;33.7;42.5;23.9;11.5;22.2;42.5;16.5;7.3;11.5;14.2;8.0;18.3;15.5;8.6;16.5;7.3
180;Totaal mannen en vrouwen;15 tot 75 jaar;Limburg (PV);2017;860300.0;32.8;42.6;24.6;11.0;21.8;42.6;17.1;7.5;11.0;13.9;7.9;18.4;15.8;8.5;17.1;7.5
181;Totaal mannen en vrouwen;15 tot 75 jaar;Limburg (PV);2018;858300.0;31.9;42.6;25.5;10.7;21.2;42.6;17.7;7.8;10.7;13.5;7.7;18.1;15.8;8.7;17.7;7.8
182;Totaal mannen en vrouwen;15 tot 75 jaar;Limburg (PV);2019;857900.0;31.4;42.8;25.9;10.7;20.7;42.8;18.1;7.8;10.7;13.0;7.7;17.9;16.0;8.8;18.1;7.8
183;Totaal mannen en vrouwen;15 tot 75 jaar;Limburg (PV);2020;854500.0;30.5;43.0;26.6;10.4;20.1;43.0;18.4;8.2;10.4;12.6;7.5;17.8;16.3;8.9;18.4;8.2
184;Totaal mannen en vrouwen;15 tot 75 jaar;Limburg (PV);2021;853100.0;29.0;43.7;27.3;9.7;19.3;43.7;18.6;8.7;9.7;12.0;7.3;18.0;16.8;8.9;18.6;8.7
185;Totaal mannen en vrouwen;15 tot 75 jaar;Limburg (PV);2022;855200.0;29.0;43.6;27.4;10.0;19.1;43.6;18.7;8.6;10.0;11.7;7.4;18.0;16.7;8.9;18.7;8.6
186;Totaal mannen en vrouwen;15 tot 75 jaar;Limburg (PV);2023;856500.0;29.3;43.0;27.8;10.2;19.1;43.0;19.0;8.8;10.2;11.8;7.3;17.6;16.5;8.8;19.0;8.8
187;Totaal mannen en vrouwen;15 tot 75 jaar;Oost-Groningen (CR);2013;112500.0;38.2;46.2;15.5;13.1;25.1;46.2;12.3;3.2;13.1;17.6;7.6;24.2;16.7;5.4;12.3;3.2
188;Totaal mannen en vrouwen;15 tot 75 jaar;Oost-Groningen (CR);2014;112300.0;38.0;46.4;15.6;13.0;25.0;46.4;12.4;3.2;13.0;17.3;7.7;24.1;17.0;5.4;12.4;3.2
189;Totaal mannen en vrouwen;15 tot 75 jaar;Oost-Groningen (CR);2015;112100.0;37.4;46.7;15.9;13.2;24.2;46.7;12.5;3.4;13.2;16.4;7.8;24.2;17.3;5.3;12.5;3.4
190;Totaal mannen en vrouwen;15 tot 75 jaar;Oost-Groningen (CR);2016;111700.0;36.5;47.6;15.9;12.7;23.7;47.6;12.4;3.5;12.7;16.2;7.5;24.3;17.8;5.4;12.4;3.5
191;Totaal mannen en vrouwen;15 tot 75 jaar;Oost-Groningen (CR);2017;111100.0;36.7;47.0;16.2;12.1;24.7;47.0;12.7;3.5;12.1;16.4;8.3;24.0;17.6;5.4;12.7;3.5
192;Totaal mannen en vrouwen;15 tot 75 jaar;Oost-Groningen (CR);2018;101700.0;36.3;47.2;16.5;12.1;24.2;47.2;12.8;3.7;12.1;16.4;7.8;24.1;17.8;5.3;12.8;3.7
193;Totaal mannen en vrouwen;15 tot 75 jaar;Oost-Groningen (CR);2019;101500.0;35.4;47.7;16.9;11.9;23.5;47.7;13.0;3.9;11.9;15.8;7.7;24.1;18.3;5.3;13.0;3.9
194;Totaal mannen en vrouwen;15 tot 75 jaar;Oost-Groningen (CR);2020;101400.0;34.6;48.3;17.1;11.2;23.4;48.3;13.3;3.9;11.2;15.7;7.7;24.2;18.7;5.4;13.3;3.9
195;Totaal mannen en vrouwen;15 tot 75 jaar;Oost-Groningen (CR);2021;101900.0;32.8;49.9;17.3;10.3;22.5;49.9;13.5;3.9;10.3;14.9;7.6;24.6;19.6;5.6;13.5;3.9
196;Totaal mannen en vrouwen;15 tot 75 jaar;Oost-Groningen (CR);2022;102400.0;32.3;50.1;17.6;10.5;21.8;50.1;13.6;4.0;10.5;14.3;7.6;24.6;19.5;6.0;13.6;4.0
197;Totaal mannen en vrouwen;15 tot 75 jaar;Oost-Groningen (CR);2023;102000.0;32.5;49.4;18.1;10.2;22.3;49.4;14.1;4.0;10.2;14.7;7.6;24.0;19.9;5.6;14.1;4.0
198;Totaal mannen en vrouwen;15 tot 75 jaar;Delfzijl en omgeving (CR);2013;36000.0;33.0;49.7;17.4;10.1;22.9;49.7;13.0;4.4;10.1;14.8;8.1;26.6;16.6;6.4;13.0;4.4
199;Totaal mannen en vrouwen;15 tot 75 jaar;Delfzijl en omgeving (CR);2014;35600.0;32.3;49.3;18.4;9.7;22.6;49.3;14.0;4.3;9.7;14.8;7.8;26.1;17.0;6.2;14.0;4.3
200;Totaal mannen en vrouwen;15 tot 75 jaar;Delfzijl en omgeving (CR);2015;35300.0;31.3;50.1;18.5;9.2;22.1;50.1;14.1;4.4;9.2;14.3;7.8;26.2;17.5;6.4;14.1;4.4
201;Totaal mannen en vrouwen;15 tot 75 jaar;Delfzijl en omgeving (CR);2016;35300.0;31.6;50.4;18.1;9.9;21.6;50.4;13.9;4.1;9.9;13.9;7.7;26.2;17.9;6.2;13.9;4.1
202;Totaal mannen en vrouwen;15 tot 75 jaar;Delfzijl en omgeving (CR);2017;34800.0;31.4;50.9;17.8;9.5;21.9;50.9;14.0;3.8;9.5;13.6;8.2;26.6;18.0;6.2;14.0;3.8
203;Totaal mannen en vrouwen;15 tot 75 jaar;Delfzijl en omgeving (CR);2018;34600.0;31.9;50.4;17.7;9.3;22.5;50.4;13.7;4.0;9.3;14.5;8.0;26.0;18.1;6.3;13.7;4.0
204;Totaal mannen en vrouwen;15 tot 75 jaar;Delfzijl en omgeving (CR);2019;34400.0;31.1;51.1;17.8;9.6;21.6;51.1;13.9;3.9;9.6;13.5;8.1;25.9;18.5;6.6;13.9;3.9
205;Totaal mannen en vrouwen;15 tot 75 jaar;Delfzijl en omgeving (CR);2020;34200.0;30.4;51.4;18.2;9.0;21.4;51.4;14.3;3.9;9.0;13.5;7.9;25.6;19.0;6.8;14.3;3.9
206;Totaal mannen en vrouwen;15 tot 75 jaar;Delfzijl en omgeving (CR);2021;33700.0;29.4;52.3;18.3;8.5;20.9;52.3;14.4;3.9;8.5;12.8;8.0;25.6;19.9;6.8;14.4;3.9
207;Totaal mannen en vrouwen;15 tot 75 jaar;Delfzijl en omgeving (CR);2022;33700.0;30.8;51.3;17.9;8.4;22.4;51.3;14.0;4.0;8.4;13.0;9.4;24.8;19.8;6.6;14.0;4.0
208;Totaal mannen en vrouwen;15 tot 75 jaar;Delfzijl en omgeving (CR);2023;33400.0;30.4;50.6;19.0;8.7;21.7;50.6;14.8;4.2;8.7;12.4;9.3;25.0;19.5;6.2;14.8;4.2
209;Totaal mannen en vrouwen;15 tot 75 jaar;Overig Groningen (CR);2013;302200.0;24.8;43.8;31.4;7.9;16.9;43.8;19.7;11.7;7.9;10.5;6.3;14.7;14.3;14.9;19.7;11.7
210;Totaal mannen en vrouwen;15 tot 75 jaar;Overig Groningen (CR);2014;304100.0;24.2;43.4;32.3;7.9;16.4;43.4;20.4;11.9;7.9;10.0;6.4;14.6;14.3;14.5;20.4;11.9
211;Totaal mannen en vrouwen;15 tot 75 jaar;Overig Groningen (CR);2015;305100.0;23.6;43.7;32.7;7.7;15.9;43.7;20.8;11.9;7.7;9.5;6.4;14.6;14.4;14.7;20.8;11.9
212;Totaal mannen en vrouwen;15 tot 75 jaar;Overig Groningen (CR);2016;306500.0;23.2;44.0;32.8;7.5;15.7;44.0;20.3;12.5;7.5;9.3;6.4;14.6;14.7;14.6;20.3;12.5
213;Totaal mannen en vrouwen;15 tot 75 jaar;Overig Groningen (CR);2017;307100.0;23.0;43.7;33.3;7.3;15.7;43.7;20.9;12.4;7.3;9.4;6.3;14.7;14.9;14.1;20.9;12.4
214;Totaal mannen en vrouwen;15 tot 75 jaar;Overig Groningen (CR);2018;318000.0;22.8;43.5;33.7;7.3;15.5;43.5;21.0;12.7;7.3;9.2;6.2;14.6;15.1;13.8;21.0;12.7
215;Totaal mannen en vrouwen;15 tot 75 jaar;Overig Groningen (CR);2019;318900.0;22.4;42.9;34.8;7.3;15.1;42.9;21.8;13.0;7.3;8.9;6.2;14.4;15.1;13.4;21.8;13.0
216;Totaal mannen en vrouwen;15 tot 75 jaar;Overig Groningen (CR);2020;319400.0;21.5;43.0;35.5;6.8;14.7;43.0;22.3;13.3;6.8;8.6;6.1;14.4;15.2;13.3;22.3;13.3
217;Totaal mannen en vrouwen;15 tot 75 jaar;Overig Groningen (CR);2021;320400.0;20.6;43.1;36.3;6.3;14.3;43.1;22.5;13.8;6.3;8.3;6.0;14.2;15.4;13.5;22.5;13.8
218;Totaal mannen en vrouwen;15 tot 75 jaar;Overig Groningen (CR);2022;322900.0;20.5;43.1;36.5;6.3;14.1;43.1;22.6;13.9;6.3;8.2;5.9;14.1;15.5;13.4;22.6;13.9
219;Totaal mannen en vrouwen;15 tot 75 jaar;Overig Groningen (CR);2023;328000.0;20.2;43.1;36.6;6.4;13.9;43.1;22.4;14.2;6.4;8.2;5.7;13.8;15.1;14.2;22.4;14.2
220;Totaal mannen en vrouwen;15 tot 75 jaar;Noord-Friesland (CR);2013;250100.0;33.0;45.2;21.9;10.1;22.9;45.2;16.5;5.3;10.1;15.2;7.6;19.9;17.0;8.2;16.5;5.3
221;Totaal mannen en vrouwen;15 tot 75 jaar;Noord-Friesland (CR);2014;244100.0;32.7;45.5;21.8;10.5;22.2;45.5;16.5;5.3;10.5;14.5;7.7;19.9;17.3;8.3;16.5;5.3
222;Totaal mannen en vrouwen;15 tot 75 jaar;Noord-Friesland (CR);2015;244000.0;31.9;45.8;22.3;10.5;21.4;45.8;16.7;5.6;10.5;13.7;7.6;20.0;17.7;8.2;16.7;5.6
223;Totaal mannen en vrouwen;15 tot 75 jaar;Noord-Friesland (CR);2016;244500.0;32.2;45.7;22.1;10.7;21.4;45.7;16.7;5.4;10.7;13.9;7.5;19.7;17.9;8.1;16.7;5.4
224;Totaal mannen en vrouwen;15 tot 75 jaar;Noord-Friesland (CR);2017;244700.0;31.1;45.9;22.9;9.8;21.3;45.9;17.4;5.5;9.8;13.8;7.6;19.7;18.1;8.1;17.4;5.5
225;Totaal mannen en vrouwen;15 tot 75 jaar;Noord-Friesland (CR);2018;241100.0;30.1;46.1;23.7;9.3;20.9;46.1;18.0;5.7;9.3;13.3;7.6;19.6;18.5;8.1;18.0;5.7
226;Totaal mannen en vrouwen;15 tot 75 jaar;Noord-Friesland (CR);2019;242100.0;29.4;46.4;24.2;9.3;20.2;46.4;18.5;5.6;9.3;12.6;7.5;19.5;18.6;8.2;18.5;5.6
227;Totaal mannen en vrouwen;15 tot 75 jaar;Noord-Friesland (CR);2020;242500.0;28.4;46.9;24.7;8.7;19.8;46.9;18.8;5.9;8.7;12.2;7.5;19.6;19.0;8.4;18.8;5.9
228;Totaal mannen en vrouwen;15 tot 75 jaar;Noord-Friesland (CR);2021;242900.0;27.2;47.7;25.1;7.8;19.4;47.7;19.1;6.0;7.8;11.8;7.6;19.5;19.8;8.5;19.1;6.0
229;Totaal mannen en vrouwen;15 tot 75 jaar;Noord-Friesland (CR);2022;244500.0;26.8;47.8;25.4;7.8;19.0;47.8;19.4;5.9;7.8;11.5;7.5;19.4;19.9;8.6;19.4;5.9
230;Totaal mannen en vrouwen;15 tot 75 jaar;Noord-Friesland (CR);2023;245700.0;26.8;47.2;26.0;8.0;18.8;47.2;19.9;6.1;8.0;11.6;7.2;19.1;19.7;8.4;19.9;6.1
231;Totaal mannen en vrouwen;15 tot 75 jaar;Zuidwest-Friesland (CR);2013;78400.0;32.6;45.8;21.5;9.5;23.2;45.8;16.7;4.9;9.5;15.0;8.1;20.9;18.9;6.0;16.7;4.9
232;Totaal mannen en vrouwen;15 tot 75 jaar;Zuidwest-Friesland (CR);2014;100000.0;32.0;46.3;21.7;9.0;23.1;46.3;16.6;5.1;9.0;14.6;8.5;20.8;19.3;6.1;16.6;5.1
233;Totaal mannen en vrouwen;15 tot 75 jaar;Zuidwest-Friesland (CR);2015;100200.0;31.7;46.4;21.9;9.1;22.6;46.4;16.7;5.2;9.1;14.0;8.6;20.5;19.7;6.2;16.7;5.2
234;Totaal mannen en vrouwen;15 tot 75 jaar;Zuidwest-Friesland (CR);2016;100400.0;31.3;46.6;22.1;8.8;22.4;46.6;16.7;5.5;8.8;14.0;8.5;20.5;19.8;6.3;16.7;5.5
235;Totaal mannen en vrouwen;15 tot 75 jaar;Zuidwest-Friesland (CR);2017;100800.0;30.5;46.7;22.8;8.3;22.2;46.7;17.3;5.5;8.3;13.7;8.5;20.2;20.0;6.6;17.3;5.5
236;Totaal mannen en vrouwen;15 tot 75 jaar;Zuidwest-Friesland (CR);2018;104900.0;29.7;47.0;23.3;7.9;21.8;47.0;17.7;5.6;7.9;13.4;8.4;20.1;20.2;6.8;17.7;5.6
237;Totaal mannen en vrouwen;15 tot 75 jaar;Zuidwest-Friesland (CR);2019;105000.0;29.3;47.1;23.6;8.0;21.3;47.1;18.0;5.6;8.0;13.0;8.3;19.9;20.4;6.8;18.0;5.6
238;Totaal mannen en vrouwen;15 tot 75 jaar;Zuidwest-Friesland (CR);2020;104900.0;28.1;47.4;24.5;7.3;20.8;47.4;18.7;5.8;7.3;12.7;8.1;19.8;20.6;7.0;18.7;5.8
239;Totaal mannen en vrouwen;15 tot 75 jaar;Zuidwest-Friesland (CR);2021;104800.0;27.2;47.9;25.0;6.8;20.4;47.9;19.0;6.0;6.8;12.2;8.2;19.7;21.3;6.9;19.0;6.0
240;Totaal mannen en vrouwen;15 tot 75 jaar;Zuidwest-Friesland (CR);2022;105000.0;26.5;48.1;25.4;6.7;19.8;48.1;19.4;6.0;6.7;11.7;8.1;19.6;21.5;6.9;19.4;6.0
241;Totaal mannen en vrouwen;15 tot 75 jaar;Zuidwest-Friesland (CR);2023;104100.0;26.7;47.0;26.3;7.2;19.5;47.0;19.9;6.4;7.2;11.7;7.8;19.3;21.3;6.4;19.9;6.4
242;Totaal mannen en vrouwen;15 tot 75 jaar;Zuidoost-Friesland (CR);2013;153400.0;32.4;45.5;22.1;8.8;23.6;45.5;16.9;5.3;8.8;15.4;8.2;20.9;18.4;6.1;16.9;5.3
243;Totaal mannen en vrouwen;15 tot 75 jaar;Zuidoost-Friesland (CR);2014;138400.0;32.2;45.1;22.7;9.1;23.1;45.1;17.2;5.5;9.1;15.1;8.1;20.7;18.3;6.0;17.2;5.5
244;Totaal mannen en vrouwen;15 tot 75 jaar;Zuidoost-Friesland (CR);2015;138400.0;31.5;45.6;22.9;9.1;22.4;45.6;17.1;5.7;9.1;14.4;8.0;20.8;18.8;6.0;17.1;5.7
245;Totaal mannen en vrouwen;15 tot 75 jaar;Zuidoost-Friesland (CR);2016;138800.0;31.1;45.7;23.2;9.2;22.0;45.7;17.4;5.8;9.2;14.1;7.8;20.4;19.1;6.2;17.4;5.8
