ID;Geslacht;Leeftijd;DiagnosenGGZHoofdgroepen;GestandaardiseerdInkomen;Verblijf;Perioden;PrimaireDiagnosen_1;PrimaireOfNevendiagnosen_2;PrimaireDiagnosen_3;PrimaireOfNevendiagnosen_4
165;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;7e 10%-groep (personen);Personen met verblijf;2019;2800.0;2800.0;198;198.0
166;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;7e 10%-groep (personen);Personen met verblijf;2020;2605.0;2605.0;182;182.0
167;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;7e 10%-groep (personen);Personen met verblijf;2021;2990.0;2990.0;209;209.0
168;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;8e 10%-groep (personen);Totaal met en zonder verblijf;2015;50455.0;50455.0;3579;3579.0
169;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;8e 10%-groep (personen);Totaal met en zonder verblijf;2016;50250.0;50250.0;3553;3553.0
170;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;8e 10%-groep (personen);Totaal met en zonder verblijf;2017;51470.0;51470.0;3623;3623.0
171;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;8e 10%-groep (personen);Totaal met en zonder verblijf;2018;54825.0;54825.0;3825;3825.0
172;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;8e 10%-groep (personen);Totaal met en zonder verblijf;2019;54120.0;54120.0;3740;3740.0
173;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;8e 10%-groep (personen);Totaal met en zonder verblijf;2020;54645.0;54645.0;3737;3737.0
174;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;8e 10%-groep (personen);Totaal met en zonder verblijf;2021;56590.0;56590.0;3869;3869.0
175;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;8e 10%-groep (personen);Personen zonder verblijf;2015;47600.0;47600.0;3377;3377.0
176;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;8e 10%-groep (personen);Personen zonder verblijf;2016;47695.0;47695.0;3372;3372.0
177;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;8e 10%-groep (personen);Personen zonder verblijf;2017;48955.0;48955.0;3446;3446.0
178;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;8e 10%-groep (personen);Personen zonder verblijf;2018;52025.0;52025.0;3629;3629.0
179;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;8e 10%-groep (personen);Personen zonder verblijf;2019;51480.0;51480.0;3558;3558.0
180;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;8e 10%-groep (personen);Personen zonder verblijf;2020;52305.0;52305.0;3577;3577.0
181;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;8e 10%-groep (personen);Personen zonder verblijf;2021;54135.0;54135.0;3701;3701.0
182;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;8e 10%-groep (personen);Personen met verblijf;2015;2855.0;2855.0;202;202.0
183;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;8e 10%-groep (personen);Personen met verblijf;2016;2555.0;2555.0;180;180.0
184;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;8e 10%-groep (personen);Personen met verblijf;2017;2515.0;2515.0;177;177.0
185;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;8e 10%-groep (personen);Personen met verblijf;2018;2800.0;2800.0;195;195.0
186;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;8e 10%-groep (personen);Personen met verblijf;2019;2640.0;2640.0;182;182.0
187;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;8e 10%-groep (personen);Personen met verblijf;2020;2335.0;2335.0;159;159.0
188;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;8e 10%-groep (personen);Personen met verblijf;2021;2460.0;2460.0;168;168.0
189;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;9e 10%-groep (personen);Totaal met en zonder verblijf;2015;47815.0;47815.0;3315;3315.0
190;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;9e 10%-groep (personen);Totaal met en zonder verblijf;2016;48115.0;48115.0;3318;3318.0
191;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;9e 10%-groep (personen);Totaal met en zonder verblijf;2017;48510.0;48510.0;3335;3335.0
192;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;9e 10%-groep (personen);Totaal met en zonder verblijf;2018;52205.0;52205.0;3559;3559.0
193;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;9e 10%-groep (personen);Totaal met en zonder verblijf;2019;51540.0;51540.0;3486;3486.0
194;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;9e 10%-groep (personen);Totaal met en zonder verblijf;2020;51755.0;51755.0;3463;3463.0
195;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;9e 10%-groep (personen);Totaal met en zonder verblijf;2021;53975.0;53975.0;3614;3614.0
196;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;9e 10%-groep (personen);Personen zonder verblijf;2015;45340.0;45340.0;3144;3144.0
197;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;9e 10%-groep (personen);Personen zonder verblijf;2016;45760.0;45760.0;3156;3156.0
198;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;9e 10%-groep (personen);Personen zonder verblijf;2017;46370.0;46370.0;3187;3187.0
199;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;9e 10%-groep (personen);Personen zonder verblijf;2018;49815.0;49815.0;3396;3396.0
200;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;9e 10%-groep (personen);Personen zonder verblijf;2019;49225.0;49225.0;3329;3329.0
201;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;9e 10%-groep (personen);Personen zonder verblijf;2020;49760.0;49760.0;3330;3330.0
202;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;9e 10%-groep (personen);Personen zonder verblijf;2021;51710.0;51710.0;3462;3462.0
203;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;9e 10%-groep (personen);Personen met verblijf;2015;2470.0;2470.0;171;171.0
204;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;9e 10%-groep (personen);Personen met verblijf;2016;2355.0;2355.0;162;162.0
205;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;9e 10%-groep (personen);Personen met verblijf;2017;2140.0;2140.0;147;147.0
206;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;9e 10%-groep (personen);Personen met verblijf;2018;2390.0;2390.0;163;163.0
207;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;9e 10%-groep (personen);Personen met verblijf;2019;2315.0;2315.0;156;156.0
208;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;9e 10%-groep (personen);Personen met verblijf;2020;1995.0;1995.0;133;133.0
209;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;9e 10%-groep (personen);Personen met verblijf;2021;2270.0;2270.0;151;151.0
210;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;10e 10%-groep (personen) (hoog inkomen);Totaal met en zonder verblijf;2015;43095.0;43095.0;3031;3031.0
211;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;10e 10%-groep (personen) (hoog inkomen);Totaal met en zonder verblijf;2016;42970.0;42970.0;2983;2983.0
212;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;10e 10%-groep (personen) (hoog inkomen);Totaal met en zonder verblijf;2017;43485.0;43485.0;3012;3012.0
213;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;10e 10%-groep (personen) (hoog inkomen);Totaal met en zonder verblijf;2018;46610.0;46610.0;3212;3212.0
214;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;10e 10%-groep (personen) (hoog inkomen);Totaal met en zonder verblijf;2019;46470.0;46470.0;3185;3185.0
215;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;10e 10%-groep (personen) (hoog inkomen);Totaal met en zonder verblijf;2020;46300.0;46300.0;3153;3153.0
216;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;10e 10%-groep (personen) (hoog inkomen);Totaal met en zonder verblijf;2021;49360.0;49360.0;3340;3340.0
217;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;10e 10%-groep (personen) (hoog inkomen);Personen zonder verblijf;2015;41160.0;41160.0;2894;2894.0
218;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;10e 10%-groep (personen) (hoog inkomen);Personen zonder verblijf;2016;41190.0;41190.0;2860;2860.0
219;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;10e 10%-groep (personen) (hoog inkomen);Personen zonder verblijf;2017;41855.0;41855.0;2899;2899.0
220;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;10e 10%-groep (personen) (hoog inkomen);Personen zonder verblijf;2018;44635.0;44635.0;3076;3076.0
221;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;10e 10%-groep (personen) (hoog inkomen);Personen zonder verblijf;2019;44585.0;44585.0;3056;3056.0
222;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;10e 10%-groep (personen) (hoog inkomen);Personen zonder verblijf;2020;44740.0;44740.0;3047;3047.0
223;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;10e 10%-groep (personen) (hoog inkomen);Personen zonder verblijf;2021;47530.0;47530.0;3217;3217.0
224;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;10e 10%-groep (personen) (hoog inkomen);Personen met verblijf;2015;1940.0;1940.0;136;136.0
225;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;10e 10%-groep (personen) (hoog inkomen);Personen met verblijf;2016;1780.0;1780.0;123;123.0
226;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;10e 10%-groep (personen) (hoog inkomen);Personen met verblijf;2017;1630.0;1630.0;112;112.0
227;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;10e 10%-groep (personen) (hoog inkomen);Personen met verblijf;2018;1975.0;1975.0;135;135.0
228;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;10e 10%-groep (personen) (hoog inkomen);Personen met verblijf;2019;1885.0;1885.0;129;129.0
229;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;10e 10%-groep (personen) (hoog inkomen);Personen met verblijf;2020;1560.0;1560.0;106;106.0
230;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;10e 10%-groep (personen) (hoog inkomen);Personen met verblijf;2021;1830.0;1830.0;123;123.0
231;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Totaal alle inkomens (personen);Totaal met en zonder verblijf;2015;71545.0;105030.0;525;772.0
232;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Totaal alle inkomens (personen);Totaal met en zonder verblijf;2016;69465.0;105330.0;506;768.0
233;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Totaal alle inkomens (personen);Totaal met en zonder verblijf;2017;75395.0;114425.0;545;827.0
234;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Totaal alle inkomens (personen);Totaal met en zonder verblijf;2018;81175.0;123725.0;581;886.0
235;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Totaal alle inkomens (personen);Totaal met en zonder verblijf;2019;78640.0;121370.0;557;861.0
236;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Totaal alle inkomens (personen);Totaal met en zonder verblijf;2020;80205.0;124450.0;564;875.0
237;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Totaal alle inkomens (personen);Totaal met en zonder verblijf;2021;85655.0;133025.0;598;928.0
238;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Totaal alle inkomens (personen);Personen zonder verblijf;2015;69510.0;99380.0;510;730.0
239;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Totaal alle inkomens (personen);Personen zonder verblijf;2016;67510.0;99510.0;492;725.0
240;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Totaal alle inkomens (personen);Personen zonder verblijf;2017;73420.0;108460.0;530;784.0
241;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Totaal alle inkomens (personen);Personen zonder verblijf;2018;79015.0;117290.0;566;840.0
242;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Totaal alle inkomens (personen);Personen zonder verblijf;2019;76535.0;114965.0;542;815.0
243;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Totaal alle inkomens (personen);Personen zonder verblijf;2020;78070.0;118280.0;549;832.0
244;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Totaal alle inkomens (personen);Personen zonder verblijf;2021;83280.0;126105.0;581;880.0
245;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Totaal alle inkomens (personen);Personen met verblijf;2015;2035.0;5650.0;14;41.0
246;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Totaal alle inkomens (personen);Personen met verblijf;2016;1955.0;5825.0;14;42.0
247;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Totaal alle inkomens (personen);Personen met verblijf;2017;1975.0;5965.0;14;43.0
248;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Totaal alle inkomens (personen);Personen met verblijf;2018;2160.0;6435.0;15;46.0
249;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Totaal alle inkomens (personen);Personen met verblijf;2019;2105.0;6405.0;14;45.0
250;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Totaal alle inkomens (personen);Personen met verblijf;2020;2135.0;6170.0;15;43.0
251;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Totaal alle inkomens (personen);Personen met verblijf;2021;2375.0;6920.0;16;48.0
252;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;1e 10%-groep (personen) (laag inkomen);Totaal met en zonder verblijf;2015;14225.0;22565.0;1128;1789.0
253;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;1e 10%-groep (personen) (laag inkomen);Totaal met en zonder verblijf;2016;13830.0;22315.0;1085;1751.0
254;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;1e 10%-groep (personen) (laag inkomen);Totaal met en zonder verblijf;2017;14915.0;24110.0;1155;1867.0
255;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;1e 10%-groep (personen) (laag inkomen);Totaal met en zonder verblijf;2018;15610.0;25520.0;1195;1954.0
256;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;1e 10%-groep (personen) (laag inkomen);Totaal met en zonder verblijf;2019;15005.0;24830.0;1134;1877.0
257;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;1e 10%-groep (personen) (laag inkomen);Totaal met en zonder verblijf;2020;15245.0;25540.0;1140;1910.0
258;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;1e 10%-groep (personen) (laag inkomen);Totaal met en zonder verblijf;2021;17350.0;28770.0;1276;2117.0
259;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;1e 10%-groep (personen) (laag inkomen);Personen zonder verblijf;2015;13640.0;20825.0;1081;1651.0
260;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;1e 10%-groep (personen) (laag inkomen);Personen zonder verblijf;2016;13215.0;20450.0;1037;1605.0
261;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;1e 10%-groep (personen) (laag inkomen);Personen zonder verblijf;2017;14295.0;22285.0;1107;1726.0
262;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;1e 10%-groep (personen) (laag inkomen);Personen zonder verblijf;2018;14935.0;23620.0;1143;1809.0
263;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;1e 10%-groep (personen) (laag inkomen);Personen zonder verblijf;2019;14395.0;22920.0;1088;1732.0
264;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;1e 10%-groep (personen) (laag inkomen);Personen zonder verblijf;2020;14565.0;23550.0;1089;1762.0
265;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;1e 10%-groep (personen) (laag inkomen);Personen zonder verblijf;2021;16590.0;26495.0;1220;1949.0
266;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;1e 10%-groep (personen) (laag inkomen);Personen met verblijf;2015;590.0;1745.0;46;138.0
267;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;1e 10%-groep (personen) (laag inkomen);Personen met verblijf;2016;615.0;1865.0;48;146.0
268;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;1e 10%-groep (personen) (laag inkomen);Personen met verblijf;2017;620.0;1825.0;48;141.0
269;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;1e 10%-groep (personen) (laag inkomen);Personen met verblijf;2018;675.0;1900.0;51;145.0
270;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;1e 10%-groep (personen) (laag inkomen);Personen met verblijf;2019;610.0;1910.0;46;144.0
271;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;1e 10%-groep (personen) (laag inkomen);Personen met verblijf;2020;680.0;1990.0;50;148.0
272;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;1e 10%-groep (personen) (laag inkomen);Personen met verblijf;2021;760.0;2270.0;56;167.0
273;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;2e 10%-groep (personen);Totaal met en zonder verblijf;2015;10215.0;16510.0;769;1244.0
274;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;2e 10%-groep (personen);Totaal met en zonder verblijf;2016;10280.0;17170.0;764;1277.0
275;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;2e 10%-groep (personen);Totaal met en zonder verblijf;2017;11105.0;18395.0;814;1350.0
276;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;2e 10%-groep (personen);Totaal met en zonder verblijf;2018;11985.0;19640.0;866;1420.0
277;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;2e 10%-groep (personen);Totaal met en zonder verblijf;2019;11145.0;18670.0;790;1323.0
278;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;2e 10%-groep (personen);Totaal met en zonder verblijf;2020;10885.0;18150.0;762;1270.0
279;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;2e 10%-groep (personen);Totaal met en zonder verblijf;2021;11270.0;18880.0;779;1305.0
280;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;2e 10%-groep (personen);Personen zonder verblijf;2015;9830.0;15410.0;740;1161.0
281;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;2e 10%-groep (personen);Personen zonder verblijf;2016;9910.0;16005.0;737;1191.0
282;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;2e 10%-groep (personen);Personen zonder verblijf;2017;10735.0;17205.0;787;1262.0
283;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;2e 10%-groep (personen);Personen zonder verblijf;2018;11560.0;18350.0;836;1327.0
284;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;2e 10%-groep (personen);Personen zonder verblijf;2019;10725.0;17415.0;760;1234.0
285;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;2e 10%-groep (personen);Personen zonder verblijf;2020;10505.0;17065.0;735;1194.0
286;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;2e 10%-groep (personen);Personen zonder verblijf;2021;10835.0;17635.0;749;1219.0
287;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;2e 10%-groep (personen);Personen met verblijf;2015;385.0;1100.0;28;82.0
