ID;Geslacht;LeeftijdOp31December;Onderwijsniveau;Marges;Perioden;Levensverwachting_1;Sterftekans_2;LevensverwInAlsGoedErvarenGezondh_3;LevensverwZonderLichBeperkingen_4;LevensverwZonderChronischeZiektes_5;LevensverwInGoedeGeestelijkeGezondh_6
792;Mannen;50 jaar;Middelbaar onderwijsniveau;Waarde;2011/2014;31.8;0.0031;21.4;25.6;10.0;29.2
793;Mannen;50 jaar;Middelbaar onderwijsniveau;Waarde;2013/2016;32.0;0.0025;22.1;26.0;9.8;29.5
794;Mannen;50 jaar;Middelbaar onderwijsniveau;Waarde;2015/2018;32.3;0.0027;22.4;27.1;9.9;30.0
795;Mannen;50 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2011/2014;31.6;;20.8;24.9;9.4;28.7
796;Mannen;50 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2013/2016;31.8;;21.5;25.4;9.3;29.1
797;Mannen;50 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2015/2018;32.0;;21.8;26.5;9.4;29.5
798;Mannen;50 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2011/2014;32.1;;22.0;26.2;10.7;29.6
799;Mannen;50 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2013/2016;32.2;;22.7;26.6;10.4;29.9
800;Mannen;50 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2015/2018;32.6;;23.0;27.6;10.4;30.4
801;Mannen;50 jaar;Hoog onderwijsniveau;Waarde;2011/2014;34.7;0.0019;26.2;29.2;12.9;32.7
802;Mannen;50 jaar;Hoog onderwijsniveau;Waarde;2013/2016;34.8;0.0022;25.9;29.3;12.2;32.6
803;Mannen;50 jaar;Hoog onderwijsniveau;Waarde;2015/2018;35.8;0.0019;26.8;31.3;11.8;33.7
804;Mannen;50 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2011/2014;34.3;;25.4;28.3;12.0;32.1
805;Mannen;50 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2013/2016;34.5;;25.0;28.5;11.4;32.1
806;Mannen;50 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2015/2018;35.4;;25.9;30.5;11.1;33.2
807;Mannen;50 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2011/2014;35.0;;27.0;30.0;13.7;33.2
808;Mannen;50 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2013/2016;35.1;;26.7;30.2;13.0;33.1
809;Mannen;50 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2015/2018;36.1;;27.7;32.1;12.6;34.2
810;Mannen;55 jaar;Laag onderwijsniveau;Waarde;2011/2014;25.2;0.0071;14.2;18.8;6.4;22.5
811;Mannen;55 jaar;Laag onderwijsniveau;Waarde;2013/2016;25.4;0.007;14.3;18.5;6.4;22.8
812;Mannen;55 jaar;Laag onderwijsniveau;Waarde;2015/2018;25.4;0.0066;14.3;18.2;5.9;22.6
813;Mannen;55 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2011/2014;25.1;;13.7;18.2;5.9;22.1
814;Mannen;55 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2013/2016;25.2;;13.8;18.0;5.9;22.4
815;Mannen;55 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2015/2018;25.2;;13.8;17.7;5.4;22.2
816;Mannen;55 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2011/2014;25.3;;14.7;19.3;6.9;22.9
817;Mannen;55 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2013/2016;25.6;;14.9;19.1;6.9;23.2
818;Mannen;55 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2015/2018;25.6;;14.9;18.7;6.4;22.9
819;Mannen;55 jaar;Middelbaar onderwijsniveau;Waarde;2011/2014;27.3;0.0055;17.7;21.5;7.5;25.0
820;Mannen;55 jaar;Middelbaar onderwijsniveau;Waarde;2013/2016;27.4;0.0053;18.3;21.8;7.3;25.2
821;Mannen;55 jaar;Middelbaar onderwijsniveau;Waarde;2015/2018;27.7;0.0053;18.7;22.9;7.4;25.7
822;Mannen;55 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2011/2014;27.0;;17.1;20.9;6.9;24.5
823;Mannen;55 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2013/2016;27.1;;17.8;21.2;6.8;24.8
824;Mannen;55 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2015/2018;27.4;;18.1;22.3;6.9;25.3
825;Mannen;55 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2011/2014;27.6;;18.3;22.1;8.1;25.4
826;Mannen;55 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2013/2016;27.6;;18.9;22.4;7.8;25.6
827;Mannen;55 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2015/2018;28.0;;19.3;23.4;7.9;26.2
828;Mannen;55 jaar;Hoog onderwijsniveau;Waarde;2011/2014;30.0;0.0038;22.1;24.7;10.0;28.2
829;Mannen;55 jaar;Hoog onderwijsniveau;Waarde;2013/2016;30.1;0.0033;21.8;24.9;9.3;28.3
830;Mannen;55 jaar;Hoog onderwijsniveau;Waarde;2015/2018;31.1;0.0036;22.8;26.8;9.2;29.4
831;Mannen;55 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2011/2014;29.6;;21.3;23.9;9.2;27.6
832;Mannen;55 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2013/2016;29.8;;21.0;24.0;8.5;27.8
833;Mannen;55 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2015/2018;30.7;;22.0;26.0;8.5;28.9
834;Mannen;55 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2011/2014;30.4;;22.9;25.6;10.8;28.7
835;Mannen;55 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2013/2016;30.4;;22.6;25.7;10.1;28.8
836;Mannen;55 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2015/2018;31.5;;23.7;27.6;9.9;29.9
837;Mannen;60 jaar;Laag onderwijsniveau;Waarde;2011/2014;21.0;0.0113;11.6;15.5;4.8;18.9
838;Mannen;60 jaar;Laag onderwijsniveau;Waarde;2013/2016;21.2;0.011;11.8;15.2;4.7;19.2
839;Mannen;60 jaar;Laag onderwijsniveau;Waarde;2015/2018;21.1;0.0121;11.8;14.8;4.4;19.0
840;Mannen;60 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2011/2014;20.9;;11.2;15.1;4.3;18.5
841;Mannen;60 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2013/2016;21.0;;11.3;14.7;4.2;18.8
842;Mannen;60 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2015/2018;20.9;;11.3;14.4;4.0;18.6
843;Mannen;60 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2011/2014;21.1;;12.1;16.0;5.2;19.3
844;Mannen;60 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2013/2016;21.4;;12.3;15.7;5.1;19.5
845;Mannen;60 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2015/2018;21.3;;12.4;15.3;4.8;19.3
846;Mannen;60 jaar;Middelbaar onderwijsniveau;Waarde;2011/2014;23.0;0.0078;14.6;17.9;5.7;21.2
847;Mannen;60 jaar;Middelbaar onderwijsniveau;Waarde;2013/2016;23.0;0.0087;15.1;18.0;5.6;21.3
848;Mannen;60 jaar;Middelbaar onderwijsniveau;Waarde;2015/2018;23.4;0.0083;15.5;19.0;5.6;21.8
849;Mannen;60 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2011/2014;22.7;;14.0;17.3;5.2;20.7
850;Mannen;60 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2013/2016;22.8;;14.6;17.5;5.2;20.9
851;Mannen;60 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2015/2018;23.1;;14.9;18.5;5.2;21.4
852;Mannen;60 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2011/2014;23.3;;15.2;18.5;6.3;21.6
853;Mannen;60 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2013/2016;23.2;;15.7;18.6;6.1;21.7
854;Mannen;60 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2015/2018;23.7;;16.1;19.6;6.1;22.2
855;Mannen;60 jaar;Hoog onderwijsniveau;Waarde;2011/2014;25.5;0.0066;18.4;20.7;7.6;24.1
856;Mannen;60 jaar;Hoog onderwijsniveau;Waarde;2013/2016;25.6;0.0059;18.0;20.6;6.9;24.1
857;Mannen;60 jaar;Hoog onderwijsniveau;Waarde;2015/2018;26.6;0.0062;19.0;22.5;6.8;25.3
858;Mannen;60 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2011/2014;25.2;;17.7;19.8;6.8;23.6
859;Mannen;60 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2013/2016;25.3;;17.2;19.7;6.2;23.7
860;Mannen;60 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2015/2018;26.2;;18.2;21.7;6.1;24.8
861;Mannen;60 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2011/2014;25.9;;19.2;21.5;8.4;24.6
862;Mannen;60 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2013/2016;25.9;;18.8;21.4;7.7;24.6
863;Mannen;60 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2015/2018;27.0;;19.9;23.3;7.5;25.8
864;Mannen;65 jaar;Laag onderwijsniveau;Waarde;2011/2014;17.1;0.0182;9.5;12.3;3.5;15.5
865;Mannen;65 jaar;Laag onderwijsniveau;Waarde;2013/2016;17.3;0.0185;9.7;12.0;3.5;15.8
866;Mannen;65 jaar;Laag onderwijsniveau;Waarde;2015/2018;17.3;0.0174;10.0;12.0;3.2;15.8
867;Mannen;65 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2011/2014;17.0;;9.1;11.9;3.1;15.1
868;Mannen;65 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2013/2016;17.1;;9.3;11.5;3.1;15.5
869;Mannen;65 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2015/2018;17.1;;9.5;11.6;2.9;15.5
870;Mannen;65 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2011/2014;17.2;;9.9;12.8;3.9;15.8
871;Mannen;65 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2013/2016;17.5;;10.2;12.5;3.9;16.1
872;Mannen;65 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2015/2018;17.5;;10.4;12.5;3.6;16.1
873;Mannen;65 jaar;Middelbaar onderwijsniveau;Waarde;2011/2014;18.8;0.0142;11.7;14.3;4.2;17.4
874;Mannen;65 jaar;Middelbaar onderwijsniveau;Waarde;2013/2016;18.9;0.0131;12.3;14.6;4.2;17.6
875;Mannen;65 jaar;Middelbaar onderwijsniveau;Waarde;2015/2018;19.3;0.014;12.6;15.4;4.3;18.0
876;Mannen;65 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2011/2014;18.5;;11.1;13.7;3.7;17.0
877;Mannen;65 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2013/2016;18.7;;11.8;14.0;3.8;17.2
878;Mannen;65 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2015/2018;19.0;;12.0;14.8;3.9;17.6
879;Mannen;65 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2011/2014;19.1;;12.3;14.9;4.7;17.9
880;Mannen;65 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2013/2016;19.2;;12.8;15.1;4.7;18.0
881;Mannen;65 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2015/2018;19.6;;13.1;15.9;4.8;18.4
882;Mannen;65 jaar;Hoog onderwijsniveau;Waarde;2011/2014;21.3;0.0098;15.0;16.8;5.8;20.2
883;Mannen;65 jaar;Hoog onderwijsniveau;Waarde;2013/2016;21.3;0.0094;14.5;16.6;5.1;20.2
884;Mannen;65 jaar;Hoog onderwijsniveau;Waarde;2015/2018;22.4;0.0104;15.7;18.5;5.0;21.4
885;Mannen;65 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2011/2014;20.9;;14.3;15.9;5.0;19.7
886;Mannen;65 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2013/2016;21.0;;13.7;15.7;4.3;19.7
887;Mannen;65 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2015/2018;22.0;;14.8;17.7;4.4;20.9
888;Mannen;65 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2011/2014;21.7;;15.8;17.6;6.5;20.8
889;Mannen;65 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2013/2016;21.6;;15.3;17.4;5.8;20.7
890;Mannen;65 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2015/2018;22.7;;16.6;19.3;5.7;21.9
891;Mannen;70 jaar;Laag onderwijsniveau;Waarde;2011/2014;13.5;0.0304;7.3;9.3;2.5;12.0
892;Mannen;70 jaar;Laag onderwijsniveau;Waarde;2013/2016;13.7;0.0305;7.5;9.0;2.5;12.5
893;Mannen;70 jaar;Laag onderwijsniveau;Waarde;2015/2018;13.6;0.0311;7.5;8.8;2.2;12.5
894;Mannen;70 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2011/2014;13.4;;6.9;8.8;2.2;11.6
895;Mannen;70 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2013/2016;13.5;;7.1;8.5;2.2;12.1
896;Mannen;70 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2015/2018;13.4;;7.0;8.4;1.9;12.2
897;Mannen;70 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2011/2014;13.6;;7.7;9.8;2.9;12.4
898;Mannen;70 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2013/2016;13.9;;8.0;9.4;2.9;12.8
899;Mannen;70 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2015/2018;13.8;;8.0;9.3;2.6;12.8
900;Mannen;70 jaar;Middelbaar onderwijsniveau;Waarde;2011/2014;15.0;0.0211;9.0;10.9;3.0;13.7
901;Mannen;70 jaar;Middelbaar onderwijsniveau;Waarde;2013/2016;15.0;0.0219;9.2;10.9;3.0;13.8
902;Mannen;70 jaar;Middelbaar onderwijsniveau;Waarde;2015/2018;15.5;0.0217;9.5;11.7;3.1;14.4
903;Mannen;70 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2011/2014;14.7;;8.4;10.2;2.4;13.2
904;Mannen;70 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2013/2016;14.8;;8.7;10.4;2.5;13.4
905;Mannen;70 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2015/2018;15.2;;8.9;11.1;2.6;14.0
906;Mannen;70 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2011/2014;15.3;;9.5;11.5;3.5;14.2
907;Mannen;70 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2013/2016;15.3;;9.8;11.5;3.5;14.2
908;Mannen;70 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2015/2018;15.8;;10.1;12.3;3.5;14.8
909;Mannen;70 jaar;Hoog onderwijsniveau;Waarde;2011/2014;17.2;0.0181;11.8;12.9;4.3;16.3
910;Mannen;70 jaar;Hoog onderwijsniveau;Waarde;2013/2016;17.2;0.0154;11.2;12.5;3.5;16.3
911;Mannen;70 jaar;Hoog onderwijsniveau;Waarde;2015/2018;18.4;0.0142;12.4;14.7;3.4;17.7
912;Mannen;70 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2011/2014;16.9;;11.1;12.0;3.5;15.8
913;Mannen;70 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2013/2016;16.9;;10.4;11.6;2.8;15.8
914;Mannen;70 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2015/2018;18.0;;11.5;13.8;2.7;17.1
915;Mannen;70 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2011/2014;17.6;;12.6;13.7;5.0;16.9
916;Mannen;70 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2013/2016;17.5;;12.0;13.4;4.2;16.8
917;Mannen;70 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2015/2018;18.8;;13.3;15.5;4.0;18.2
918;Mannen;75 jaar;Laag onderwijsniveau;Waarde;2011/2014;10.3;0.0483;5.1;6.5;1.8;9.0
919;Mannen;75 jaar;Laag onderwijsniveau;Waarde;2013/2016;10.5;0.0479;5.5;6.2;1.7;9.6
920;Mannen;75 jaar;Laag onderwijsniveau;Waarde;2015/2018;10.5;0.0422;5.6;6.1;1.5;9.6
921;Mannen;75 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2011/2014;10.2;;4.7;6.1;1.4;8.6
922;Mannen;75 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2013/2016;10.4;;5.1;5.7;1.3;9.2
923;Mannen;75 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2015/2018;10.3;;5.1;5.6;1.2;9.3
924;Mannen;75 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2011/2014;10.4;;5.5;7.0;2.2;9.3
925;Mannen;75 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2013/2016;10.7;;6.0;6.7;2.1;9.9
926;Mannen;75 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2015/2018;10.7;;6.1;6.6;1.8;10.0
927;Mannen;75 jaar;Middelbaar onderwijsniveau;Waarde;2011/2014;11.4;0.0434;6.6;7.9;2.1;10.4
928;Mannen;75 jaar;Middelbaar onderwijsniveau;Waarde;2013/2016;11.5;0.0373;6.8;7.9;1.9;10.6
929;Mannen;75 jaar;Middelbaar onderwijsniveau;Waarde;2015/2018;12.0;0.0432;7.1;8.5;1.9;11.1
930;Mannen;75 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2011/2014;11.2;;6.0;7.2;1.6;9.9
931;Mannen;75 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2013/2016;11.3;;6.3;7.3;1.5;10.2
932;Mannen;75 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2015/2018;11.7;;6.5;7.9;1.5;10.7
933;Mannen;75 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2011/2014;11.7;;7.1;8.5;2.7;10.8
934;Mannen;75 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2013/2016;11.7;;7.4;8.5;2.3;11.0
935;Mannen;75 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2015/2018;12.3;;7.7;9.1;2.4;11.5
936;Mannen;75 jaar;Hoog onderwijsniveau;Waarde;2011/2014;13.6;0.0285;9.0;9.5;3.0;12.9
937;Mannen;75 jaar;Hoog onderwijsniveau;Waarde;2013/2016;13.4;0.0316;8.4;9.0;2.5;12.7
938;Mannen;75 jaar;Hoog onderwijsniveau;Waarde;2015/2018;14.6;0.0301;9.7;11.0;2.3;14.0
939;Mannen;75 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2011/2014;13.3;;8.2;8.6;2.2;12.4
940;Mannen;75 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2013/2016;13.1;;7.6;8.0;1.8;12.2
941;Mannen;75 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2015/2018;14.2;;8.8;10.1;1.6;13.5
942;Mannen;75 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2011/2014;14.0;;9.8;10.5;3.8;13.4
943;Mannen;75 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2013/2016;13.6;;9.2;9.9;3.2;13.2
944;Mannen;75 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2015/2018;15.0;;10.6;11.9;2.9;14.5
945;Mannen;80 jaar;Laag onderwijsniveau;Waarde;2011/2014;7.4;0.1344;3.4;4.1;1.2;6.2
946;Mannen;80 jaar;Laag onderwijsniveau;Waarde;2013/2016;7.7;0.1293;3.6;3.5;1.1;6.8
947;Mannen;80 jaar;Laag onderwijsniveau;Waarde;2015/2018;7.4;0.1349;3.6;3.3;1.0;6.7
948;Mannen;80 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2011/2014;7.4;;3.0;3.6;0.8;5.8
949;Mannen;80 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2013/2016;7.6;;3.1;3.0;0.8;6.4
950;Mannen;80 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2015/2018;7.3;;3.2;2.8;0.7;6.4
951;Mannen;80 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2011/2014;7.5;;3.9;4.6;1.6;6.6
952;Mannen;80 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2013/2016;7.8;;4.1;4.0;1.5;7.1
953;Mannen;80 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2015/2018;7.5;;4.1;3.8;1.3;7.0
954;Mannen;80 jaar;Middelbaar onderwijsniveau;Waarde;2011/2014;8.6;0.1166;4.8;5.6;1.6;7.7
955;Mannen;80 jaar;Middelbaar onderwijsniveau;Waarde;2013/2016;8.3;0.12;4.9;5.3;1.4;7.6
956;Mannen;80 jaar;Middelbaar onderwijsniveau;Waarde;2015/2018;9.3;0.1076;5.1;6.0;1.3;8.6
957;Mannen;80 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2011/2014;8.4;;4.2;4.9;1.1;7.3
958;Mannen;80 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2013/2016;8.2;;4.3;4.7;1.0;7.2
959;Mannen;80 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2015/2018;9.1;;4.5;5.4;0.8;8.2
960;Mannen;80 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2011/2014;8.7;;5.4;6.2;2.2;8.2
961;Mannen;80 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2013/2016;8.5;;5.4;5.9;1.9;8.0
962;Mannen;80 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2015/2018;9.5;;5.8;6.6;1.7;9.0
963;Mannen;80 jaar;Hoog onderwijsniveau;Waarde;2011/2014;10.4;0.0965;6.4;6.4;2.3;9.8
964;Mannen;80 jaar;Hoog onderwijsniveau;Waarde;2013/2016;10.2;0.0978;6.4;6.1;2.0;9.8
965;Mannen;80 jaar;Hoog onderwijsniveau;Waarde;2015/2018;11.6;0.0865;7.4;8.1;1.4;11.1
966;Mannen;80 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2011/2014;10.2;;5.6;5.4;1.5;9.3
967;Mannen;80 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2013/2016;10.0;;5.5;5.1;1.3;9.3
968;Mannen;80 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2015/2018;11.3;;6.5;7.1;0.8;10.6
969;Mannen;80 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2011/2014;10.6;;7.2;7.4;3.1;10.3
970;Mannen;80 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2013/2016;10.4;;7.2;7.1;2.8;10.2
971;Mannen;80 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2015/2018;11.8;;8.4;9.1;2.0;11.5
972;Vrouwen;0 jaar;Laag onderwijsniveau;Waarde;2011/2014;81.3;0.0053;57.4;64.7;38.8;69.8
973;Vrouwen;0 jaar;Laag onderwijsniveau;Waarde;2013/2016;81.1;0.0085;56.7;63.5;36.4;68.8
974;Vrouwen;0 jaar;Laag onderwijsniveau;Waarde;2015/2018;80.9;0.0044;56.3;64.1;35.1;68.5
975;Vrouwen;0 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2011/2014;80.9;;56.5;;37.5;
976;Vrouwen;0 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2013/2016;80.7;;55.6;;35.2;
977;Vrouwen;0 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2015/2018;80.5;;55.1;;33.8;
978;Vrouwen;0 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2011/2014;81.7;;58.4;;40.2;
979;Vrouwen;0 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2013/2016;81.6;;57.7;;37.7;
980;Vrouwen;0 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2015/2018;81.3;;57.5;;36.4;
981;Vrouwen;0 jaar;Middelbaar onderwijsniveau;Waarde;2011/2014;84.5;0.0035;65.9;72.3;40.1;74.8
982;Vrouwen;0 jaar;Middelbaar onderwijsniveau;Waarde;2013/2016;84.4;0.0022;65.6;71.8;39.9;73.9
983;Vrouwen;0 jaar;Middelbaar onderwijsniveau;Waarde;2015/2018;84.5;0.0042;64.5;71.9;38.9;73.6
984;Vrouwen;0 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2011/2014;84.1;;65.0;;39.1;
985;Vrouwen;0 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2013/2016;84.0;;64.7;;39.0;
986;Vrouwen;0 jaar;Middelbaar onderwijsniveau;Ondergrens 95%-interval;2015/2018;84.1;;63.5;;38.0;
987;Vrouwen;0 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2011/2014;84.8;;66.8;;41.1;
988;Vrouwen;0 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2013/2016;84.7;;66.5;;40.8;
989;Vrouwen;0 jaar;Middelbaar onderwijsniveau;Bovengrens 95%-interval;2015/2018;84.9;;65.5;;39.8;
990;Vrouwen;0 jaar;Hoog onderwijsniveau;Waarde;2011/2014;85.5;0.0019;70.7;76.0;44.9;76.0
991;Vrouwen;0 jaar;Hoog onderwijsniveau;Waarde;2013/2016;86.5;0.002;72.2;77.8;46.9;77.6
992;Vrouwen;0 jaar;Hoog onderwijsniveau;Waarde;2015/2018;87.1;0.0021;71.9;78.5;46.5;77.5
993;Vrouwen;0 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2011/2014;85.1;;69.4;;43.7;
994;Vrouwen;0 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2013/2016;86.2;;70.8;;45.6;
995;Vrouwen;0 jaar;Hoog onderwijsniveau;Ondergrens 95%-interval;2015/2018;86.7;;70.5;;45.2;
996;Vrouwen;0 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2011/2014;86.0;;72.1;;46.2;
997;Vrouwen;0 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2013/2016;86.9;;73.6;;48.3;
998;Vrouwen;0 jaar;Hoog onderwijsniveau;Bovengrens 95%-interval;2015/2018;87.6;;73.3;;47.8;
999;Vrouwen;1 jaar;Laag onderwijsniveau;Waarde;2011/2014;81.3;0.0003;57.2;64.5;38.5;69.6
1000;Vrouwen;1 jaar;Laag onderwijsniveau;Waarde;2013/2016;81.3;0.0001;56.7;63.5;36.3;68.9
1001;Vrouwen;1 jaar;Laag onderwijsniveau;Waarde;2015/2018;80.8;0.0002;56.1;63.9;34.8;68.4
1002;Vrouwen;1 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2011/2014;81.0;;56.3;;37.2;
1003;Vrouwen;1 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2013/2016;81.1;;55.6;;35.0;
1004;Vrouwen;1 jaar;Laag onderwijsniveau;Ondergrens 95%-interval;2015/2018;80.5;;54.9;;33.5;
1005;Vrouwen;1 jaar;Laag onderwijsniveau;Bovengrens 95%-interval;2011/2014;81.6;;58.2;;39.9;
