ID;Sectors;TypeOfNonFinancialAsset;Periods;OpeningBalanceSheet_1;Revaluation_2;CapitalFormation_3;OtherChangesInVolume_4;StatisticalDiscrepancy_5;ClosingBalanceSheet_6;VolumeIndices2010100_7
279;All sectors;Computers;2010;10892.0;-408.0;530.0;0.0;0.0;11014.0;100.0
280;All sectors;Computers;2011;11014.0;-529.0;627.0;0.0;0.0;11112.0;106.0
281;All sectors;Computers;2012;11112.0;-225.0;472.0;0.0;0.0;11359.0;110.6
282;All sectors;Computers;2013;11359.0;-15.0;282.0;0.0;0.0;11626.0;113.3
283;All sectors;Computers;2014;11626.0;-44.0;109.0;0.0;0.0;11692.0;114.4
284;All sectors;Computers;2015;11692.0;-279.0;977.0;0.0;0.0;12390.0;124.2
285;All sectors;Computers;2016;12390.0;-167.0;1129.0;0.0;-153.0;13198.0;134.1
286;All sectors;Telecommunications equipment;1995;;;;;;951.0;53.7
287;All sectors;Telecommunications equipment;1996;951.0;4.0;66.0;0.0;12.0;1034.0;58.2
288;All sectors;Telecommunications equipment;1997;1034.0;-34.0;87.0;0.0;11.0;1098.0;63.9
289;All sectors;Telecommunications equipment;1998;1098.0;12.0;183.0;0.0;-86.0;1206.0;69.4
290;All sectors;Telecommunications equipment;1999;1206.0;-10.0;205.0;0.0;-74.0;1327.0;77.0
291;All sectors;Telecommunications equipment;2000;1327.0;21.0;118.0;0.0;-49.0;1418.0;81.0
292;All sectors;Telecommunications equipment;2001;1418.0;-2.0;-5.0;0.0;0.0;1411.0;80.7
293;All sectors;Telecommunications equipment;2002;1411.0;-1.0;-82.0;0.0;4.0;1332.0;76.2
294;All sectors;Telecommunications equipment;2003;1332.0;-12.0;-24.0;0.0;2.0;1298.0;75.0
295;All sectors;Telecommunications equipment;2004;1298.0;-48.0;-10.0;0.0;2.0;1242.0;74.5
296;All sectors;Telecommunications equipment;2005;1242.0;-36.0;25.0;0.0;2.0;1233.0;76.1
297;All sectors;Telecommunications equipment;2006;1233.0;-51.0;104.0;0.0;-1.0;1285.0;82.8
298;All sectors;Telecommunications equipment;2007;1285.0;-31.0;127.0;0.0;-1.0;1380.0;91.1
299;All sectors;Telecommunications equipment;2008;1380.0;9.0;49.0;0.0;0.0;1438.0;94.3
300;All sectors;Telecommunications equipment;2009;1438.0;-1.0;1.0;0.0;0.0;1438.0;94.4
301;All sectors;Telecommunications equipment;2010;1438.0;-13.0;85.0;0.0;0.0;1510.0;100.0
302;All sectors;Telecommunications equipment;2011;1510.0;-55.0;246.0;0.0;0.0;1701.0;116.9
303;All sectors;Telecommunications equipment;2012;1701.0;-20.0;182.0;0.0;0.0;1864.0;129.6
304;All sectors;Telecommunications equipment;2013;1864.0;-4.0;111.0;0.0;0.0;1970.0;137.3
305;All sectors;Telecommunications equipment;2014;1970.0;-17.0;121.0;0.0;0.0;2074.0;145.8
306;All sectors;Telecommunications equipment;2015;2074.0;-181.0;259.0;0.0;0.0;2152.0;165.8
307;All sectors;Telecommunications equipment;2016;2152.0;-39.0;162.0;0.0;72.0;2347.0;184.1
308;All sectors;Machinery and equipment;1995;;;;;;112383.0;80.0
309;All sectors;Machinery and equipment;1996;112383.0;-1121.0;2779.0;0.0;644.0;114685.0;82.5
310;All sectors;Machinery and equipment;1997;114685.0;9.0;4147.0;0.0;775.0;119616.0;86.1
311;All sectors;Machinery and equipment;1998;119616.0;137.0;3497.0;0.0;936.0;124185.0;89.2
312;All sectors;Machinery and equipment;1999;124185.0;213.0;5375.0;2.0;-402.0;129373.0;92.8
313;All sectors;Machinery and equipment;2000;129373.0;2160.0;3558.0;0.0;-512.0;134580.0;95.0
314;All sectors;Machinery and equipment;2001;134580.0;1267.0;2578.0;0.0;-544.0;137881.0;96.4
315;All sectors;Machinery and equipment;2002;137881.0;3133.0;1332.0;0.0;-404.0;141942.0;97.0
316;All sectors;Machinery and equipment;2003;141942.0;-399.0;401.0;0.0;-272.0;141672.0;97.1
317;All sectors;Machinery and equipment;2004;141672.0;1498.0;-126.0;0.0;-576.0;142468.0;96.6
318;All sectors;Machinery and equipment;2005;142468.0;1818.0;-775.0;0.0;-536.0;142975.0;95.7
319;All sectors;Machinery and equipment;2006;142975.0;2068.0;817.0;0.0;-316.0;145544.0;96.1
320;All sectors;Machinery and equipment;2007;145544.0;2506.0;2283.0;0.0;-316.0;150017.0;97.4
321;All sectors;Machinery and equipment;2008;150017.0;4046.0;3603.0;0.0;-707.0;156959.0;99.2
322;All sectors;Machinery and equipment;2009;156959.0;3083.0;1744.0;60.0;-728.0;161118.0;99.9
323;All sectors;Machinery and equipment;2010;161118.0;2176.0;242.0;0.0;0.0;163537.0;100.0
324;All sectors;Machinery and equipment;2011;163537.0;1220.0;2782.0;0.0;0.0;167539.0;101.7
325;All sectors;Machinery and equipment;2012;167539.0;3210.0;1244.0;0.0;0.0;171993.0;102.4
326;All sectors;Machinery and equipment;2013;171993.0;776.0;119.0;0.0;0.0;172887.0;102.5
327;All sectors;Machinery and equipment;2014;172887.0;700.0;929.0;0.0;0.0;174517.0;103.0
328;All sectors;Machinery and equipment;2015;174517.0;3523.0;1729.0;0.0;0.0;179768.0;104.0
329;All sectors;Machinery and equipment;2016;179768.0;1300.0;2066.0;0.0;-8.0;183126.0;105.2
330;All sectors;Other tangible fixed assets;1995;;;;;;15266.0;72.6
331;All sectors;Other tangible fixed assets;1996;15266.0;269.0;344.0;0.0;63.0;15941.0;74.5
332;All sectors;Other tangible fixed assets;1997;15941.0;255.0;903.0;0.0;79.0;17178.0;79.0
333;All sectors;Other tangible fixed assets;1998;17178.0;349.0;1193.0;0.0;65.0;18785.0;84.6
334;All sectors;Other tangible fixed assets;1999;18785.0;230.0;1205.0;0.0;46.0;20266.0;90.2
335;All sectors;Other tangible fixed assets;2000;20266.0;476.0;1007.0;0.0;11.0;21760.0;94.6
336;All sectors;Other tangible fixed assets;2001;21760.0;656.0;775.0;0.0;-12.0;23178.0;97.9
337;All sectors;Other tangible fixed assets;2002;23178.0;658.0;289.0;0.0;19.0;24144.0;99.1
338;All sectors;Other tangible fixed assets;2003;24144.0;231.0;56.0;0.0;11.0;24442.0;99.4
339;All sectors;Other tangible fixed assets;2004;24442.0;521.0;-171.0;0.0;31.0;24823.0;98.8
340;All sectors;Other tangible fixed assets;2005;24823.0;344.0;-106.0;0.0;-5.0;25056.0;98.4
341;All sectors;Other tangible fixed assets;2006;25056.0;355.0;64.0;0.0;-25.0;25450.0;98.6
342;All sectors;Other tangible fixed assets;2007;25450.0;532.0;735.0;0.0;-27.0;26690.0;101.2
343;All sectors;Other tangible fixed assets;2008;26690.0;592.0;778.0;0.0;-34.0;28026.0;104.0
344;All sectors;Other tangible fixed assets;2009;28026.0;775.0;-332.0;0.0;-16.0;28453.0;102.7
345;All sectors;Other tangible fixed assets;2010;28453.0;452.0;-770.0;0.0;0.0;28134.0;100.0
346;All sectors;Other tangible fixed assets;2011;28134.0;508.0;-377.0;0.0;0.0;28265.0;98.7
347;All sectors;Other tangible fixed assets;2012;28265.0;590.0;-895.0;0.0;0.0;27960.0;95.6
348;All sectors;Other tangible fixed assets;2013;27960.0;164.0;-1046.0;0.0;0.0;27077.0;92.1
349;All sectors;Other tangible fixed assets;2014;27077.0;144.0;-813.0;0.0;0.0;26408.0;89.3
350;All sectors;Other tangible fixed assets;2015;26408.0;283.0;-456.0;0.0;0.0;26236.0;87.8
351;All sectors;Other tangible fixed assets;2016;26236.0;246.0;-178.0;0.0;113.0;26417.0;87.6
352;All sectors;Cultivated assets;1995;;;;;;3099.0;98.6
353;All sectors;Cultivated assets;1996;3099.0;-362.0;274.0;-242.0;19.0;2788.0;100.4
354;All sectors;Cultivated assets;1997;2788.0;60.0;676.0;-611.0;-33.0;2880.0;101.6
355;All sectors;Cultivated assets;1998;2880.0;-62.0;194.0;-218.0;30.0;2824.0;101.8
356;All sectors;Cultivated assets;1999;2824.0;-133.0;292.0;-257.0;46.0;2772.0;104.8
357;All sectors;Cultivated assets;2000;2772.0;201.0;185.0;-215.0;61.0;3004.0;105.9
358;All sectors;Cultivated assets;2001;3004.0;-42.0;182.0;-240.0;75.0;2979.0;106.5
359;All sectors;Cultivated assets;2002;2979.0;70.0;145.0;-135.0;42.0;3101.0;108.4
360;All sectors;Cultivated assets;2003;3101.0;48.0;88.0;-131.0;59.0;3165.0;108.9
361;All sectors;Cultivated assets;2004;3165.0;-14.0;129.0;-174.0;49.0;3155.0;109.1
362;All sectors;Cultivated assets;2005;3155.0;72.0;90.0;-173.0;54.0;3198.0;108.1
363;All sectors;Cultivated assets;2006;3198.0;-171.0;50.0;-155.0;58.0;2980.0;106.4
364;All sectors;Cultivated assets;2007;2980.0;61.0;151.0;-182.0;64.0;3074.0;107.6
365;All sectors;Cultivated assets;2008;3074.0;30.0;89.0;-150.0;58.0;3101.0;107.4
366;All sectors;Cultivated assets;2009;3101.0;-5.0;91.0;-209.0;59.0;3037.0;105.4
367;All sectors;Cultivated assets;2010;3037.0;-11.0;40.0;-194.0;0.0;2871.0;100.0
368;All sectors;Cultivated assets;2011;2871.0;464.0;-14.0;-160.0;0.0;3161.0;94.8
369;All sectors;Cultivated assets;2012;3161.0;-164.0;82.0;-159.0;0.0;2920.0;92.3
370;All sectors;Cultivated assets;2013;2920.0;-244.0;152.0;-189.0;0.0;2640.0;91.1
371;All sectors;Cultivated assets;2014;2640.0;123.0;176.0;-186.0;0.0;2753.0;90.8
372;All sectors;Cultivated assets;2015;2753.0;-43.0;204.0;-190.0;0.0;2725.0;91.3
373;All sectors;Cultivated assets;2016;2725.0;-13.0;171.0;-184.0;1.0;2699.0;90.8
374;All sectors;Research and development;1995;;;;;;33561.0;82.3
375;All sectors;Research and development;1996;33561.0;935.0;330.0;0.0;12.0;34838.0;83.1
376;All sectors;Research and development;1997;34838.0;661.0;685.0;0.0;6.0;36190.0;84.7
377;All sectors;Research and development;1998;36190.0;1033.0;533.0;0.0;6.0;37762.0;85.9
378;All sectors;Research and development;1999;37762.0;1025.0;1076.0;0.0;-22.0;39840.0;88.3
379;All sectors;Research and development;2000;39840.0;1821.0;1048.0;0.0;-45.0;42664.0;90.4
380;All sectors;Research and development;2001;42664.0;2038.0;1072.0;0.0;11.0;45785.0;92.6
381;All sectors;Research and development;2002;45785.0;1867.0;618.0;0.0;-83.0;48187.0;93.6
382;All sectors;Research and development;2003;48187.0;1360.0;527.0;0.0;-10.0;50064.0;94.6
383;All sectors;Research and development;2004;50064.0;729.0;752.0;0.0;-70.0;51475.0;95.9
384;All sectors;Research and development;2005;51475.0;1054.0;717.0;0.0;-80.0;53166.0;97.0
385;All sectors;Research and development;2006;53166.0;1493.0;596.0;0.0;12.0;55267.0;98.1
386;All sectors;Research and development;2007;55267.0;1162.0;437.0;0.0;-21.0;56845.0;98.8
387;All sectors;Research and development;2008;56845.0;1728.0;164.0;0.0;81.0;58818.0;99.3
388;All sectors;Research and development;2009;58818.0;1617.0;-4.0;0.0;-39.0;60392.0;99.2
389;All sectors;Research and development;2010;60392.0;465.0;501.0;0.0;0.0;61358.0;100.0
390;All sectors;Research and development;2011;61358.0;814.0;720.0;0.0;0.0;62892.0;101.2
391;All sectors;Research and development;2012;62892.0;696.0;489.0;0.0;0.0;64077.0;101.9
392;All sectors;Research and development;2013;64077.0;515.0;618.0;0.0;0.0;65209.0;102.9
393;All sectors;Research and development;2014;65209.0;544.0;719.0;0.0;0.0;66472.0;104.0
394;All sectors;Research and development;2015;66472.0;995.0;767.0;0.0;0.0;68234.0;105.2
395;All sectors;Research and development;2016;68234.0;1023.0;908.0;0.0;-9.0;70156.0;106.6
396;All sectors;Computer software and databases;1995;;;;;;9535.0;34.7
397;All sectors;Computer software and databases;1996;9535.0;42.0;597.0;0.0;-27.0;10147.0;36.7
398;All sectors;Computer software and databases;1997;10147.0;-52.0;809.0;0.0;-48.0;10855.0;39.5
399;All sectors;Computer software and databases;1998;10855.0;-6.0;2225.0;0.0;12.0;13086.0;47.6
400;All sectors;Computer software and databases;1999;13086.0;366.0;2349.0;0.0;-26.0;15775.0;55.9
401;All sectors;Computer software and databases;2000;15775.0;475.0;2044.0;0.0;-10.0;18284.0;62.9
402;All sectors;Computer software and databases;2001;18284.0;558.0;1403.0;0.0;-29.0;20216.0;67.4
403;All sectors;Computer software and databases;2002;20216.0;453.0;548.0;0.0;7.0;21224.0;69.3
404;All sectors;Computer software and databases;2003;21224.0;228.0;250.0;0.0;18.0;21720.0;70.1
405;All sectors;Computer software and databases;2004;21720.0;255.0;700.0;0.0;-19.0;22656.0;72.3
406;All sectors;Computer software and databases;2005;22656.0;456.0;1287.0;0.0;-42.0;24357.0;76.2
407;All sectors;Computer software and databases;2006;24357.0;549.0;2108.0;0.0;-41.0;26973.0;82.5
408;All sectors;Computer software and databases;2007;26973.0;957.0;2192.0;0.0;-158.0;29964.0;88.5
409;All sectors;Computer software and databases;2008;29964.0;400.0;2032.0;0.0;-220.0;32176.0;93.8
410;All sectors;Computer software and databases;2009;32176.0;-143.0;956.0;60.0;-266.0;32783.0;96.0
411;All sectors;Computer software and databases;2010;32783.0;568.0;1391.0;0.0;0.0;34742.0;100.0
412;All sectors;Computer software and databases;2011;34742.0;-752.0;1225.0;0.0;0.0;35215.0;103.6
413;All sectors;Computer software and databases;2012;35215.0;-262.0;1280.0;0.0;0.0;36232.0;107.4
414;All sectors;Computer software and databases;2013;36232.0;275.0;1055.0;0.0;0.0;37562.0;110.5
415;All sectors;Computer software and databases;2014;37562.0;3.0;1693.0;0.0;0.0;39257.0;115.5
416;All sectors;Computer software and databases;2015;39257.0;590.0;2665.0;0.0;0.0;42512.0;123.2
417;All sectors;Computer software and databases;2016;42512.0;377.0;2490.0;0.0;-206.0;45173.0;129.8
418;All sectors;Other intangible fixed assets;1995;;;;;;3585.0;84.8
419;All sectors;Other intangible fixed assets;1996;3585.0;114.0;163.0;0.0;60.0;3922.0;89.9
420;All sectors;Other intangible fixed assets;1997;3922.0;164.0;178.0;0.0;61.0;4325.0;95.2
421;All sectors;Other intangible fixed assets;1998;4325.0;131.0;191.0;0.0;66.0;4712.0;100.6
422;All sectors;Other intangible fixed assets;1999;4712.0;133.0;50.0;0.0;45.0;4940.0;102.6
423;All sectors;Other intangible fixed assets;2000;4940.0;112.0;-21.0;0.0;36.0;5067.0;102.9
424;All sectors;Other intangible fixed assets;2001;5067.0;223.0;68.0;0.0;36.0;5394.0;104.9
425;All sectors;Other intangible fixed assets;2002;5394.0;197.0;142.0;0.0;-38.0;5695.0;106.9
426;All sectors;Other intangible fixed assets;2003;5695.0;26.0;45.0;0.0;-101.0;5665.0;105.8
427;All sectors;Other intangible fixed assets;2004;5665.0;34.0;116.0;0.0;-157.0;5658.0;105.1
428;All sectors;Other intangible fixed assets;2005;5658.0;108.0;17.0;0.0;-208.0;5575.0;101.6
429;All sectors;Other intangible fixed assets;2006;5575.0;237.0;80.0;0.0;-107.0;5785.0;101.1
430;All sectors;Other intangible fixed assets;2007;5785.0;120.0;-22.0;0.0;-113.0;5770.0;98.8
431;All sectors;Other intangible fixed assets;2008;5770.0;191.0;5.0;0.0;-76.0;5890.0;97.6
432;All sectors;Other intangible fixed assets;2009;5890.0;89.0;-83.0;0.0;68.0;5964.0;97.4
433;All sectors;Other intangible fixed assets;2010;5964.0;53.0;162.0;0.0;0.0;6179.0;100.0
434;All sectors;Other intangible fixed assets;2011;6179.0;111.0;98.0;0.0;0.0;6388.0;101.6
435;All sectors;Other intangible fixed assets;2012;6388.0;103.0;300.0;0.0;0.0;6791.0;106.3
436;All sectors;Other intangible fixed assets;2013;6791.0;152.0;271.0;0.0;0.0;7214.0;110.4
437;All sectors;Other intangible fixed assets;2014;7214.0;143.0;280.0;0.0;0.0;7636.0;114.6
438;All sectors;Other intangible fixed assets;2015;7636.0;95.0;232.0;-15.0;0.0;7948.0;117.8
439;All sectors;Other intangible fixed assets;2016;7948.0;100.0;73.0;0.0;-5.0;8116.0;118.8
440;All sectors;Inventories;1995;;;;;;53772.0;74.1
441;All sectors;Inventories;1996;53772.0;155.0;2176.0;0.0;427.0;56530.0;77.7
442;All sectors;Inventories;1997;56530.0;1196.0;2981.0;-185.0;-1114.0;59409.0;80.0
443;All sectors;Inventories;1998;59409.0;-458.0;2883.0;0.0;840.0;62674.0;85.0
444;All sectors;Inventories;1999;62674.0;-383.0;1447.0;14.0;199.0;63950.0;87.3
445;All sectors;Inventories;2000;63950.0;3297.0;386.0;4.0;-692.0;66946.0;86.9
446;All sectors;Inventories;2001;66946.0;697.0;1657.0;-4.0;253.0;69549.0;89.3
447;All sectors;Inventories;2002;69549.0;-323.0;-725.0;-13.0;-515.0;67974.0;87.7
448;All sectors;Inventories;2003;67974.0;40.0;-451.0;5.0;-1467.0;66101.0;85.3
449;All sectors;Inventories;2004;66101.0;1327.0;640.0;0.0;1276.0;69345.0;87.7
450;All sectors;Inventories;2005;69345.0;1908.0;1496.0;12.0;-8.0;72753.0;89.5
451;All sectors;Inventories;2006;72753.0;2327.0;1195.0;8.0;4892.0;81176.0;96.8
452;All sectors;Inventories;2007;81176.0;2281.0;2515.0;23.0;-385.0;85610.0;99.3
453;All sectors;Inventories;2008;85610.0;3524.0;96.0;0.0;5165.0;94395.0;105.1
454;All sectors;Inventories;2009;94395.0;-4530.0;-2530.0;17.0;-5419.0;81933.0;95.9
455;All sectors;Inventories;2010;81933.0;4009.0;3867.0;-163.0;0.0;89646.0;100.0
456;All sectors;Inventories;2011;89646.0;5407.0;1174.0;8.0;1008.0;97243.0;102.3
457;All sectors;Inventories;2012;97243.0;1780.0;1287.0;6.0;2342.0;102658.0;106.1
458;All sectors;Inventories;2013;102658.0;-259.0;1488.0;-61.0;-2413.0;101413.0;105.0
459;All sectors;Inventories;2014;101413.0;-1096.0;2633.0;9.0;-2168.0;100792.0;105.5
460;All sectors;Inventories;2015;100792.0;-1625.0;3349.0;18.0;-1426.0;101108.0;107.6
461;All sectors;Inventories;2016;101108.0;-1342.0;585.0;23.0;-41.0;100334.0;108.2
462;All sectors;Total land;1995;;;;;;207739.0;86.9
463;All sectors;Total land;1996;207739.0;62446.0;0.0;1907.0;0.0;272093.0;87.5
464;All sectors;Total land;1997;272093.0;84636.0;0.0;2464.0;0.0;359193.0;88.1
465;All sectors;Total land;1998;359193.0;83169.0;0.0;7658.0;0.0;450021.0;89.7
466;All sectors;Total land;1999;450021.0;139400.0;0.0;7767.0;0.0;597188.0;90.9
467;All sectors;Total land;2000;597188.0;164554.0;0.0;7641.0;0.0;769382.0;91.8
468;All sectors;Total land;2001;769382.0;93883.0;0.0;7832.0;0.0;871098.0;92.6
469;All sectors;Total land;2002;871098.0;41160.0;0.0;9056.0;0.0;921314.0;93.5
470;All sectors;Total land;2003;921314.0;16029.0;0.0;10191.0;0.0;947534.0;94.5
471;All sectors;Total land;2004;947534.0;44362.0;0.0;8467.0;0.0;1000364.0;95.3
472;All sectors;Total land;2005;1000364.0;44680.0;0.0;7235.0;0.0;1052279.0;96.0
473;All sectors;Total land;2006;1052279.0;50604.0;0.0;10423.0;0.0;1113307.0;96.9
474;All sectors;Total land;2007;1113307.0;72572.0;0.0;12961.0;0.0;1198839.0;98.0
475;All sectors;Total land;2008;1198839.0;43937.0;0.0;8007.0;0.0;1250783.0;98.6
476;All sectors;Total land;2009;1250783.0;-100839.0;0.0;9488.0;0.0;1159432.0;99.4
477;All sectors;Total land;2010;1159432.0;-58233.0;0.0;6558.0;0.0;1107758.0;100.0
478;All sectors;Total land;2011;1107758.0;-27963.0;0.0;10469.0;0.0;1090264.0;101.0
479;All sectors;Total land;2012;1090264.0;-114258.0;0.0;8407.0;0.0;984413.0;101.8
480;All sectors;Total land;2013;984413.0;-109051.0;0.0;10665.0;0.0;886026.0;103.1
481;All sectors;Total land;2014;886026.0;27880.0;0.0;10989.0;0.0;924895.0;104.3
482;All sectors;Total land;2015;924895.0;76182.0;0.0;4898.0;0.0;1005974.0;104.8
483;All sectors;Total land;2016;1005974.0;79194.0;0.0;4545.0;0.0;1089714.0;105.3
484;All sectors;Land underlying dwellings;1995;;;;;;129519.0;86.9
485;All sectors;Land underlying dwellings;1996;129519.0;44709.0;0.0;1322.0;0.0;175550.0;87.6
486;All sectors;Land underlying dwellings;1997;175550.0;62893.0;0.0;1541.0;0.0;239984.0;88.2
487;All sectors;Land underlying dwellings;1998;239984.0;62056.0;0.0;6432.0;0.0;308472.0;90.0
488;All sectors;Land underlying dwellings;1999;308472.0;107850.0;0.0;6197.0;0.0;422519.0;91.4
489;All sectors;Land underlying dwellings;2000;422519.0;139540.0;0.0;5924.0;0.0;567983.0;92.3
490;All sectors;Land underlying dwellings;2001;567983.0;89707.0;0.0;4622.0;0.0;662313.0;93.0
491;All sectors;Land underlying dwellings;2002;662313.0;44951.0;0.0;7217.0;0.0;714481.0;93.9
492;All sectors;Land underlying dwellings;2003;714481.0;18688.0;0.0;7246.0;0.0;740415.0;94.9
493;All sectors;Land underlying dwellings;2004;740415.0;40667.0;0.0;6442.0;0.0;787524.0;95.7
494;All sectors;Land underlying dwellings;2005;787524.0;40685.0;0.0;5315.0;0.0;833524.0;96.3
495;All sectors;Land underlying dwellings;2006;833524.0;45451.0;0.0;8343.0;0.0;887318.0;97.2
496;All sectors;Land underlying dwellings;2007;887318.0;56358.0;0.0;9482.0;0.0;953157.0;98.2
497;All sectors;Land underlying dwellings;2008;953157.0;29466.0;0.0;3769.0;0.0;986392.0;98.5
498;All sectors;Land underlying dwellings;2009;986392.0;-93060.0;0.0;7379.0;0.0;900710.0;99.3
499;All sectors;Land underlying dwellings;2010;900710.0;-49691.0;0.0;5581.0;0.0;856600.0;100.0
500;All sectors;Land underlying dwellings;2011;856600.0;-23679.0;0.0;8329.0;0.0;841250.0;101.0
501;All sectors;Land underlying dwellings;2012;841250.0;-99727.0;0.0;5994.0;0.0;747516.0;101.8
502;All sectors;Land underlying dwellings;2013;747516.0;-92690.0;0.0;9245.0;0.0;664072.0;103.3
503;All sectors;Land underlying dwellings;2014;664072.0;39200.0;0.0;8804.0;0.0;712076.0;104.5
504;All sectors;Land underlying dwellings;2015;712076.0;71961.0;0.0;6836.0;0.0;790874.0;105.5
505;All sectors;Land underlying dwellings;2016;790874.0;82119.0;0.0;5338.0;0.0;878331.0;106.1
506;All sectors;Land underlying non-residential building;1995;;;;;;39680.0;76.7
507;All sectors;Land underlying non-residential building;1996;39680.0;12875.0;0.0;622.0;0.0;53177.0;77.6
508;All sectors;Land underlying non-residential building;1997;53177.0;17653.0;0.0;941.0;0.0;71770.0;78.6
509;All sectors;Land underlying non-residential building;1998;71770.0;15511.0;0.0;1549.0;0.0;88830.0;80.0
510;All sectors;Land underlying non-residential building;1999;88830.0;19772.0;0.0;2243.0;0.0;110845.0;81.7
511;All sectors;Land underlying non-residential building;2000;110845.0;13287.0;0.0;2925.0;0.0;127056.0;83.6
512;All sectors;Land underlying non-residential building;2001;127056.0;1485.0;0.0;3013.0;0.0;131553.0;85.5
513;All sectors;Land underlying non-residential building;2002;131553.0;91.0;0.0;2792.0;0.0;134435.0;87.4
514;All sectors;Land underlying non-residential building;2003;134435.0;3787.0;0.0;2582.0;0.0;140804.0;89.0
515;All sectors;Land underlying non-residential building;2004;140804.0;9073.0;0.0;2270.0;0.0;152148.0;90.3
516;All sectors;Land underlying non-residential building;2005;152148.0;4657.0;0.0;2188.0;0.0;158992.0;91.6
517;All sectors;Land underlying non-residential building;2006;158992.0;3383.0;0.0;2322.0;0.0;164697.0;92.9
518;All sectors;Land underlying non-residential building;2007;164697.0;8749.0;0.0;3127.0;0.0;176574.0;94.6
