ID;Overheidslaag;StandMutatie;Perioden;EMUSaldo_1;VorderingenTotaal_2;TotaalLanglopendeVorderingen_3;EffectenEnDeelnemingen_4;DeelnemInEigenBedrijfsmDiensten_5;OverigeLanglopendeVorderingen_6;TotaalKortlopendeVorderingen_7;RCOpEigenBedrijfsmatigDienst_8;RCOpDerdenNietFinancieleInstell_9;KasEnDaggeldleningTermijndepositoS_10;LiquideMiddelen_11;OverigeKortlopendeVorderingen_12;SchuldenTotaal_13;TotaalLanglopendeSchulden_14;ObligatiesEnMediumTermNotes_15;BelegdeResDoorEigBedrijfsmDienst_16;BelegdeReservesDoorDerden_17;Waarborgsommen_18;OverigeLanglopendeSchulden_19;KortlopendeSchuldenTotaal_20;RCBijEigenBedrijfsmatigeDiensten_21;RCBijDerdenNietFinancieleInstell_22;KasEnDaggeldleningTermijndepositoS_23;OverigeKortlopendeSchulden_24
432;Gemeenten 50.000 tot 100.000 inwoners;Stand;2003 beginstand*;;5.1;3.4;0.2;0.0;3.3;1.6;0.0;0.0;0.1;0.4;1.2;6.5;4.6;0.0;0.0;0.1;0.0;4.6;1.9;0.0;0.0;0.6;1.3
433;Gemeenten 50.000 tot 100.000 inwoners;Stand;2003 1e kwartaal*;;5.1;3.2;0.2;0.0;3.1;1.9;0.0;0.0;0.0;0.4;1.5;7.0;5.3;0.0;0.1;0.0;0.0;5.2;1.7;0.0;0.0;0.6;1.1
434;Gemeenten 50.000 tot 100.000 inwoners;Stand;2003 2e kwartaal*;;4.8;3.1;0.1;0.0;2.9;1.8;0.0;0.0;0.0;0.4;1.4;6.7;5.2;0.0;0.1;0.0;0.0;5.1;1.5;0.0;0.0;0.5;1.0
435;Gemeenten 50.000 tot 100.000 inwoners;Stand;2003 3e kwartaal*;;4.7;2.9;0.1;0.0;2.7;1.8;0.0;0.0;0.0;0.5;1.3;6.1;4.8;0.0;0.2;0.0;0.0;4.7;1.3;0.0;0.1;0.5;0.8
436;Gemeenten 50.000 tot 100.000 inwoners;Stand;2003 4e kwartaal*;;4.7;3.0;0.1;0.0;2.9;1.7;0.0;0.0;0.1;0.3;1.3;6.3;4.6;0.0;0.0;0.1;0.0;4.6;1.7;0.0;0.1;0.5;1.2
437;Gemeenten 50.000 tot 100.000 inwoners;Stand;2003 eindstand*;;4.7;3.0;0.1;0.0;2.9;1.7;0.0;0.0;0.1;0.3;1.3;6.3;4.6;0.0;0.0;0.1;0.0;4.6;1.7;0.0;0.1;0.5;1.2
438;Gemeenten 50.000 tot 100.000 inwoners;Stand;2004 beginstand*;;4.9;3.3;0.1;0.0;3.1;1.6;0.0;0.0;0.1;0.1;1.3;6.5;4.7;0.0;0.0;0.0;0.0;4.7;1.8;0.0;0.1;0.5;1.2
439;Gemeenten 50.000 tot 100.000 inwoners;Stand;2004 1e kwartaal*;;5.0;3.2;0.2;0.0;3.0;1.8;0.0;0.0;0.1;0.2;1.6;6.4;4.7;0.0;0.0;0.0;0.0;4.7;1.8;0.0;0.1;0.5;1.1
440;Gemeenten 50.000 tot 100.000 inwoners;Stand;2004 2e kwartaal*;;4.7;2.9;0.1;0.0;2.8;1.8;0.0;0.0;0.1;0.2;1.5;6.3;4.7;0.0;0.0;0.0;0.0;4.7;1.6;0.0;0.1;0.5;1.0
441;Gemeenten 50.000 tot 100.000 inwoners;Stand;2004 3e kwartaal*;;4.7;3.0;0.1;0.0;2.8;1.7;0.0;0.0;0.1;0.1;1.5;6.3;4.8;0.0;0.0;0.0;0.0;4.8;1.5;0.0;0.1;0.5;0.9
442;Gemeenten 50.000 tot 100.000 inwoners;Stand;2004 4e kwartaal*;;4.3;2.9;0.1;0.0;2.7;1.4;0.0;0.0;0.0;0.1;1.3;6.4;4.7;0.0;0.0;0.0;0.0;4.7;1.7;0.0;0.2;0.6;0.9
443;Gemeenten 50.000 tot 100.000 inwoners;Stand;2004 eindstand*;;4.3;2.9;0.1;0.0;2.7;1.4;0.0;0.0;0.0;0.1;1.3;6.4;4.7;0.0;0.0;0.0;0.0;4.7;1.7;0.0;0.2;0.6;0.9
444;Gemeenten 50.000 tot 100.000 inwoners;Stand;2005 beginstand*;;4.3;2.9;0.1;0.0;2.7;1.4;0.0;0.0;0.0;0.1;1.3;6.4;4.7;0.0;0.0;0.0;0.0;4.7;1.7;0.0;0.2;0.6;0.9
445;Gemeenten 50.000 tot 100.000 inwoners;Stand;2005 1e kwartaal*;;4.6;2.8;0.1;0.0;2.7;1.7;0.0;0.0;0.0;0.1;1.6;6.6;4.8;0.0;0.0;0.0;0.0;4.9;1.8;0.0;0.2;0.7;0.8
446;Gemeenten 50.000 tot 100.000 inwoners;Stand;2005 2e kwartaal*;;4.5;2.8;0.1;0.0;2.6;1.8;0.0;0.0;0.0;0.3;1.4;6.4;5.0;0.0;0.0;0.0;0.0;5.0;1.5;0.0;0.2;0.5;0.8
447;Gemeenten 50.000 tot 100.000 inwoners;Stand;2005 3e kwartaal*;;4.1;2.8;0.1;0.0;2.7;1.3;0.0;0.0;0.1;0.1;1.2;6.2;4.9;-0.1;0.0;0.0;0.0;5.1;1.2;0.0;0.1;0.5;0.6
448;Gemeenten 50.000 tot 100.000 inwoners;Stand;2005 4e kwartaal*;;3.8;2.5;0.1;0.0;2.4;1.3;0.0;0.0;0.1;0.2;1.0;6.4;4.9;0.0;0.0;0.0;0.0;4.9;1.4;0.0;0.1;0.6;0.7
449;Gemeenten 50.000 tot 100.000 inwoners;Stand;2005 eindstand*;;3.8;2.5;0.1;0.0;2.4;1.3;0.0;0.0;0.1;0.2;1.0;6.4;4.9;0.0;0.0;0.0;0.0;4.9;1.4;0.0;0.1;0.6;0.7
450;Gemeenten 50.000 tot 100.000 inwoners;Mutatie;2001 beginstand;;;;;;;;;;;;;;;;;;;;;;;;
451;Gemeenten 50.000 tot 100.000 inwoners;Mutatie;2001 1e kwartaal;0.0;-0.1;-0.1;0.0;0.0;-0.1;0.0;0.0;0.0;-0.2;0.0;0.2;0.0;-0.1;0.0;0.0;0.0;0.0;-0.1;0.0;0.0;0.0;0.0;0.0
452;Gemeenten 50.000 tot 100.000 inwoners;Mutatie;2001 2e kwartaal;0.2;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.1;0.0;0.0;0.0;0.0;0.0;-0.1;-0.1;0.0;0.0;0.0;-0.1
453;Gemeenten 50.000 tot 100.000 inwoners;Mutatie;2001 3e kwartaal;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;-0.1;0.0;0.0;0.0;0.0;-0.1;0.1;0.0;0.0;0.0;0.1
454;Gemeenten 50.000 tot 100.000 inwoners;Mutatie;2001 4e kwartaal;-0.1;-0.1;-0.1;0.0;0.0;-0.1;0.0;0.0;0.0;0.0;0.0;-0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0
455;Gemeenten 50.000 tot 100.000 inwoners;Mutatie;2001 eindstand;0.1;-0.1;-0.2;0.0;0.0;-0.2;0.1;0.0;0.0;-0.1;0.0;0.1;-0.2;-0.2;0.0;0.0;0.0;0.0;-0.2;0.0;0.0;0.0;0.0;0.0
456;Gemeenten 50.000 tot 100.000 inwoners;Mutatie;2002 beginstand;;;;;;;;;;;;;;;;;;;;;;;;
457;Gemeenten 50.000 tot 100.000 inwoners;Mutatie;2002 1e kwartaal;-0.1;0.2;-0.1;-0.1;0.0;0.0;0.3;0.0;0.0;0.0;0.1;0.2;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.1;0.1
458;Gemeenten 50.000 tot 100.000 inwoners;Mutatie;2002 2e kwartaal;-0.1;0.0;-0.1;0.0;0.0;-0.1;0.2;0.0;0.0;0.0;0.0;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.1
459;Gemeenten 50.000 tot 100.000 inwoners;Mutatie;2002 3e kwartaal;-0.1;-0.3;0.0;0.0;0.0;0.0;-0.3;0.0;0.0;0.0;-0.1;-0.2;-0.3;0.0;0.0;0.0;0.0;0.0;0.0;-0.2;0.0;0.0;-0.1;-0.1
460;Gemeenten 50.000 tot 100.000 inwoners;Mutatie;2002 4e kwartaal;-0.2;-0.1;0.0;0.0;0.0;0.0;-0.1;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.1;0.0
461;Gemeenten 50.000 tot 100.000 inwoners;Mutatie;2002 eindstand;-0.4;-0.2;-0.2;0.0;0.0;-0.2;0.0;0.0;0.0;-0.1;0.1;0.0;0.1;-0.1;0.0;0.0;0.0;0.0;-0.1;0.2;0.0;0.0;0.2;0.1
462;Gemeenten 50.000 tot 100.000 inwoners;Mutatie;2003 beginstand*;;;;;;;;;;;;;;;;;;;;;;;;
463;Gemeenten 50.000 tot 100.000 inwoners;Mutatie;2003 1e kwartaal*;-0.4;0.0;-0.2;0.0;0.0;-0.2;0.3;0.0;0.0;-0.1;0.1;0.3;0.5;0.6;0.0;0.1;0.0;0.0;0.6;-0.2;0.0;0.0;0.0;-0.2
464;Gemeenten 50.000 tot 100.000 inwoners;Mutatie;2003 2e kwartaal*;0.1;-0.3;-0.2;0.0;0.0;-0.1;-0.1;0.0;0.0;0.0;0.0;-0.1;-0.3;-0.1;0.0;0.1;0.0;0.0;-0.1;-0.2;0.0;0.0;-0.1;-0.1
465;Gemeenten 50.000 tot 100.000 inwoners;Mutatie;2003 3e kwartaal*;0.4;-0.1;-0.2;0.0;0.0;-0.2;0.0;0.0;0.0;0.0;0.1;-0.1;-0.5;-0.4;0.0;0.1;0.0;0.0;-0.4;-0.2;0.0;0.0;0.0;-0.2
466;Gemeenten 50.000 tot 100.000 inwoners;Mutatie;2003 4e kwartaal*;-0.2;0.0;0.1;0.0;0.0;0.1;-0.1;0.0;0.0;0.0;-0.2;0.0;0.2;-0.2;0.0;-0.2;0.1;0.0;-0.1;0.3;0.0;0.0;0.0;0.3
467;Gemeenten 50.000 tot 100.000 inwoners;Mutatie;2003 eindstand*;-0.2;-0.4;-0.4;0.0;0.0;-0.4;0.0;0.0;0.0;0.0;0.0;0.1;-0.2;0.0;0.0;0.0;0.0;0.0;0.0;-0.2;0.0;0.0;-0.1;-0.2
468;Gemeenten 50.000 tot 100.000 inwoners;Mutatie;2004 beginstand*;;;;;;;;;;;;;;;;;;;;;;;;
469;Gemeenten 50.000 tot 100.000 inwoners;Mutatie;2004 1e kwartaal*;0.1;0.1;-0.1;0.0;0.0;-0.1;0.2;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
470;Gemeenten 50.000 tot 100.000 inwoners;Mutatie;2004 2e kwartaal*;-0.2;-0.3;-0.3;0.0;0.0;-0.2;0.0;0.0;0.0;0.1;0.0;-0.1;-0.2;0.1;0.0;0.0;0.0;0.0;0.0;-0.2;0.0;0.0;-0.1;-0.1
471;Gemeenten 50.000 tot 100.000 inwoners;Mutatie;2004 3e kwartaal*;0.1;0.0;0.1;0.0;0.0;0.1;-0.1;0.0;0.0;0.0;-0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.1;-0.1
472;Gemeenten 50.000 tot 100.000 inwoners;Mutatie;2004 4e kwartaal*;-0.5;-0.4;-0.1;0.0;0.0;-0.1;-0.3;0.0;0.0;-0.1;0.0;-0.2;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.1;0.1;0.0
473;Gemeenten 50.000 tot 100.000 inwoners;Mutatie;2004 eindstand*;-0.5;-0.6;-0.4;0.0;0.0;-0.4;-0.2;0.0;0.0;-0.1;-0.1;0.0;-0.1;0.0;0.0;0.0;0.0;0.0;0.0;-0.1;0.0;0.1;0.1;-0.3
474;Gemeenten 50.000 tot 100.000 inwoners;Mutatie;2005 beginstand*;;;;;;;;;;;;;;;;;;;;;;;;
475;Gemeenten 50.000 tot 100.000 inwoners;Mutatie;2005 1e kwartaal*;0.1;0.3;0.0;0.0;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.3;0.2;0.1;0.0;0.0;0.0;0.0;0.1;0.1;0.0;0.0;0.1;0.0
476;Gemeenten 50.000 tot 100.000 inwoners;Mutatie;2005 2e kwartaal*;0.1;0.0;-0.1;0.0;0.0;-0.1;0.0;0.0;0.0;0.0;0.2;-0.2;-0.2;0.1;0.0;0.0;0.0;0.0;0.1;-0.3;0.0;0.0;-0.2;-0.1
477;Gemeenten 50.000 tot 100.000 inwoners;Mutatie;2005 3e kwartaal*;-0.1;-0.4;0.0;0.0;0.0;0.0;-0.4;0.0;0.0;0.0;-0.2;-0.2;-0.3;0.0;-0.1;0.0;0.0;0.0;0.1;-0.2;0.0;-0.1;0.0;-0.1
478;Gemeenten 50.000 tot 100.000 inwoners;Mutatie;2005 4e kwartaal*;-0.5;-0.3;-0.3;0.0;0.0;-0.3;0.0;0.0;-0.1;0.0;0.2;-0.1;0.2;0.0;0.1;0.0;0.0;0.0;-0.1;0.2;0.0;0.0;0.1;0.1
479;Gemeenten 50.000 tot 100.000 inwoners;Mutatie;2005 eindstand*;-0.5;-0.5;-0.4;0.0;0.0;-0.4;-0.1;0.0;0.0;0.0;0.1;-0.2;0.0;0.2;0.0;0.0;0.0;0.0;0.2;-0.2;0.0;0.0;-0.1;-0.1
480;Gemeenten 20.000 tot 50.000 inwoners;Stand;2001 beginstand;;6.1;3.8;0.3;0.0;3.6;2.2;0.0;0.0;0.7;0.4;1.1;6.9;5.0;0.0;0.0;0.0;0.0;5.0;1.8;0.0;0.0;0.3;1.5
481;Gemeenten 20.000 tot 50.000 inwoners;Stand;2001 1e kwartaal;;6.8;3.8;0.3;0.0;3.6;3.0;0.0;0.0;0.5;0.4;2.0;6.9;5.1;0.0;0.0;0.0;0.0;5.0;1.8;0.0;0.0;0.3;1.5
482;Gemeenten 20.000 tot 50.000 inwoners;Stand;2001 2e kwartaal;;6.6;3.8;0.3;0.0;3.6;2.7;0.0;0.0;0.5;0.3;1.8;6.9;5.1;0.0;0.0;0.0;0.0;5.0;1.8;0.0;0.0;0.3;1.5
483;Gemeenten 20.000 tot 50.000 inwoners;Stand;2001 3e kwartaal;;6.3;3.8;0.4;0.0;3.5;2.5;0.0;0.0;0.5;0.4;1.5;6.8;5.1;0.0;0.0;0.0;0.1;5.0;1.7;0.0;0.0;0.3;1.4
484;Gemeenten 20.000 tot 50.000 inwoners;Stand;2001 4e kwartaal;;5.9;3.9;0.3;0.0;3.6;2.0;0.0;0.0;0.5;0.3;1.2;7.1;5.2;0.0;0.0;0.0;0.0;5.2;1.9;0.0;0.0;0.4;1.5
485;Gemeenten 20.000 tot 50.000 inwoners;Stand;2001 eindstand;;5.9;3.9;0.3;0.0;3.6;2.0;0.0;0.0;0.5;0.3;1.2;7.1;5.2;0.0;0.0;0.0;0.0;5.2;1.9;0.0;0.0;0.4;1.5
486;Gemeenten 20.000 tot 50.000 inwoners;Stand;2002 beginstand;;6.0;4.0;0.4;0.0;3.6;1.9;0.0;0.0;0.5;0.3;1.1;7.2;5.2;0.0;0.0;0.0;0.0;5.2;1.9;0.0;0.0;0.4;1.5
487;Gemeenten 20.000 tot 50.000 inwoners;Stand;2002 1e kwartaal;;7.0;3.9;0.4;0.0;3.6;3.1;0.0;0.0;0.4;0.4;2.3;7.7;5.3;0.0;0.0;0.0;0.0;5.3;2.5;0.0;0.0;0.5;1.9
488;Gemeenten 20.000 tot 50.000 inwoners;Stand;2002 2e kwartaal;;7.0;3.9;0.4;0.0;3.6;3.1;0.0;0.0;0.5;0.4;2.2;7.8;5.3;0.0;0.0;0.0;0.0;5.3;2.5;0.0;0.1;0.5;1.9
489;Gemeenten 20.000 tot 50.000 inwoners;Stand;2002 3e kwartaal;;6.4;3.9;0.4;0.0;3.5;2.5;0.0;0.0;0.5;0.4;1.6;7.6;5.4;0.0;0.0;0.0;0.0;5.4;2.2;0.0;0.0;0.4;1.8
490;Gemeenten 20.000 tot 50.000 inwoners;Stand;2002 4e kwartaal;;5.8;3.8;0.4;0.0;3.4;2.1;0.0;0.0;0.4;0.3;1.2;7.7;5.6;0.0;0.0;0.0;0.0;5.6;2.1;0.0;0.0;0.4;1.7
491;Gemeenten 20.000 tot 50.000 inwoners;Stand;2002 eindstand;;5.8;3.8;0.4;0.0;3.4;2.1;0.0;0.0;0.4;0.3;1.2;7.7;5.6;0.0;0.0;0.0;0.0;5.6;2.1;0.0;0.0;0.4;1.7
492;Gemeenten 20.000 tot 50.000 inwoners;Stand;2003 beginstand*;;6.1;3.9;0.4;0.0;3.5;2.1;0.0;0.0;0.2;0.7;1.3;7.8;5.7;0.0;0.0;0.0;0.0;5.7;2.1;0.0;0.0;0.4;1.7
493;Gemeenten 20.000 tot 50.000 inwoners;Stand;2003 1e kwartaal*;;7.4;4.0;0.3;0.0;3.6;3.4;0.0;0.1;0.2;0.7;2.5;8.4;5.7;0.0;0.0;0.0;0.0;5.7;2.7;0.0;0.0;0.6;2.1
494;Gemeenten 20.000 tot 50.000 inwoners;Stand;2003 2e kwartaal*;;8.2;4.7;0.2;0.0;4.4;3.5;0.0;0.1;0.2;0.8;2.4;9.4;6.0;0.0;0.0;0.0;0.0;6.0;3.4;0.0;0.0;0.8;2.5
495;Gemeenten 20.000 tot 50.000 inwoners;Stand;2003 3e kwartaal*;;8.0;5.0;0.2;0.0;4.8;2.9;0.0;0.0;0.1;0.8;1.9;10.2;6.3;0.0;0.0;0.0;0.0;6.2;4.0;0.0;0.0;1.0;2.9
496;Gemeenten 20.000 tot 50.000 inwoners;Stand;2003 4e kwartaal*;;6.0;3.5;0.3;0.0;3.3;2.5;0.0;0.0;0.1;0.7;1.6;8.2;6.0;0.0;0.0;0.0;0.0;6.0;2.2;0.0;0.0;0.5;1.7
497;Gemeenten 20.000 tot 50.000 inwoners;Stand;2003 eindstand*;;6.0;3.5;0.3;0.0;3.3;2.5;0.0;0.0;0.1;0.7;1.6;8.2;6.0;0.0;0.0;0.0;0.0;6.0;2.2;0.0;0.0;0.5;1.7
498;Gemeenten 20.000 tot 50.000 inwoners;Stand;2004 beginstand*;;5.6;3.3;0.3;0.0;3.0;2.3;0.0;0.0;0.2;0.5;1.6;7.7;5.8;0.0;0.0;0.0;0.0;5.8;1.9;0.0;0.0;0.4;1.5
499;Gemeenten 20.000 tot 50.000 inwoners;Stand;2004 1e kwartaal*;;6.8;3.3;0.3;0.0;3.0;3.5;0.0;0.0;0.2;0.5;2.8;7.9;5.9;0.0;0.0;0.0;0.0;5.9;2.0;0.0;0.0;0.5;1.5
500;Gemeenten 20.000 tot 50.000 inwoners;Stand;2004 2e kwartaal*;;6.5;3.1;0.3;0.0;2.8;3.4;0.0;0.0;0.2;0.8;2.3;7.8;5.9;0.0;0.0;0.0;0.0;5.9;1.9;0.0;0.0;0.4;1.5
501;Gemeenten 20.000 tot 50.000 inwoners;Stand;2004 3e kwartaal*;;5.9;3.2;0.3;0.0;2.9;2.6;0.0;0.0;0.3;0.6;1.8;7.9;6.2;0.0;0.0;0.0;0.0;6.2;1.7;0.0;0.0;0.4;1.3
502;Gemeenten 20.000 tot 50.000 inwoners;Stand;2004 4e kwartaal*;;5.4;3.1;0.3;0.0;2.8;2.3;0.0;0.0;0.2;0.4;1.7;8.4;6.4;0.0;0.0;0.0;0.0;6.4;2.0;0.0;0.0;0.6;1.4
503;Gemeenten 20.000 tot 50.000 inwoners;Stand;2004 eindstand*;;5.4;3.1;0.3;0.0;2.8;2.3;0.0;0.0;0.2;0.4;1.7;8.4;6.4;0.0;0.0;0.0;0.0;6.4;2.0;0.0;0.0;0.6;1.4
504;Gemeenten 20.000 tot 50.000 inwoners;Stand;2005 beginstand*;;5.4;3.1;0.3;0.0;2.8;2.3;0.0;0.0;0.2;0.4;1.7;8.4;6.4;0.0;0.0;0.0;0.0;6.4;2.0;0.0;0.0;0.6;1.4
505;Gemeenten 20.000 tot 50.000 inwoners;Stand;2005 1e kwartaal*;;6.6;3.0;0.3;0.0;2.8;3.6;0.0;0.0;0.2;0.4;3.0;8.5;6.5;0.0;0.0;0.0;0.0;6.5;2.0;0.0;0.0;0.6;1.3
506;Gemeenten 20.000 tot 50.000 inwoners;Stand;2005 2e kwartaal*;;6.4;3.1;0.3;0.0;2.9;3.3;0.0;0.0;0.3;0.8;2.2;8.9;7.0;0.0;0.0;0.0;0.0;7.0;1.9;0.0;0.1;0.6;1.3
507;Gemeenten 20.000 tot 50.000 inwoners;Stand;2005 3e kwartaal*;;5.9;3.1;0.2;0.0;2.9;2.8;0.0;0.0;0.3;0.7;1.8;8.5;6.9;0.0;0.0;0.0;0.0;6.9;1.6;0.0;0.1;0.5;1.1
508;Gemeenten 20.000 tot 50.000 inwoners;Stand;2005 4e kwartaal*;;5.4;2.9;0.3;0.0;2.6;2.5;0.0;0.0;0.2;0.6;1.7;8.9;7.1;0.0;0.0;0.0;0.0;7.1;1.8;0.0;0.1;0.6;1.1
509;Gemeenten 20.000 tot 50.000 inwoners;Stand;2005 eindstand*;;5.4;2.9;0.3;0.0;2.6;2.5;0.0;0.0;0.2;0.6;1.7;8.9;7.1;0.0;0.0;0.0;0.0;7.1;1.8;0.0;0.1;0.6;1.1
510;Gemeenten 20.000 tot 50.000 inwoners;Mutatie;2001 beginstand;;;;;;;;;;;;;;;;;;;;;;;;
511;Gemeenten 20.000 tot 50.000 inwoners;Mutatie;2001 1e kwartaal;0.7;0.7;0.0;0.0;0.0;0.0;0.7;0.0;0.0;-0.2;0.0;0.9;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;-0.1
512;Gemeenten 20.000 tot 50.000 inwoners;Mutatie;2001 2e kwartaal;-0.2;-0.2;0.0;0.0;0.0;0.0;-0.2;0.0;0.0;0.0;-0.1;-0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
513;Gemeenten 20.000 tot 50.000 inwoners;Mutatie;2001 3e kwartaal;-0.3;-0.3;0.0;0.1;0.0;-0.1;-0.3;0.0;0.0;0.0;0.1;-0.4;0.0;0.1;0.0;0.0;0.0;0.1;-0.1;-0.1;0.0;0.0;0.0;-0.1
514;Gemeenten 20.000 tot 50.000 inwoners;Mutatie;2001 4e kwartaal;-0.7;-0.4;0.0;0.0;0.0;0.1;-0.4;0.0;0.0;0.0;-0.1;-0.3;0.3;0.1;0.0;0.0;0.0;-0.1;0.3;0.2;0.0;0.0;0.0;0.1
515;Gemeenten 20.000 tot 50.000 inwoners;Mutatie;2001 eindstand;-0.4;-0.2;0.0;0.1;0.0;0.0;-0.2;0.0;0.0;-0.2;-0.1;0.1;0.3;0.2;0.0;0.0;0.0;0.0;0.2;0.1;0.0;0.0;0.1;0.0
516;Gemeenten 20.000 tot 50.000 inwoners;Mutatie;2002 beginstand;;;;;;;;;;;;;;;;;;;;;;;;
517;Gemeenten 20.000 tot 50.000 inwoners;Mutatie;2002 1e kwartaal;0.5;1.1;-0.1;-0.1;0.0;-0.1;1.2;0.0;0.0;-0.1;0.1;1.2;0.6;0.1;0.0;0.0;0.0;0.0;0.1;0.5;0.0;0.0;0.1;0.4
518;Gemeenten 20.000 tot 50.000 inwoners;Mutatie;2002 2e kwartaal;-0.1;0.0;0.0;0.0;0.0;0.0;-0.1;0.0;0.0;0.1;0.0;-0.1;0.1;0.1;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.1;0.0;0.0
519;Gemeenten 20.000 tot 50.000 inwoners;Mutatie;2002 3e kwartaal;-0.4;-0.6;0.0;0.0;0.0;0.0;-0.6;0.0;0.0;0.0;0.0;-0.6;-0.2;0.1;0.0;0.0;0.0;0.0;0.1;-0.3;0.0;-0.1;-0.1;-0.1
520;Gemeenten 20.000 tot 50.000 inwoners;Mutatie;2002 4e kwartaal;-0.6;-0.6;-0.1;0.0;0.0;-0.1;-0.4;0.0;0.0;-0.1;0.0;-0.4;0.1;0.2;0.0;0.0;0.0;0.0;0.2;-0.1;0.0;0.0;0.0;-0.1
521;Gemeenten 20.000 tot 50.000 inwoners;Mutatie;2002 eindstand;-0.6;-0.1;-0.3;-0.1;0.0;-0.2;0.1;0.0;0.0;-0.1;0.0;0.2;0.5;0.4;0.0;0.0;0.0;0.0;0.4;0.2;0.0;0.0;0.0;0.2
522;Gemeenten 20.000 tot 50.000 inwoners;Mutatie;2003 beginstand*;;;;;;;;;;;;;;;;;;;;;;;;
523;Gemeenten 20.000 tot 50.000 inwoners;Mutatie;2003 1e kwartaal*;0.7;1.3;0.1;0.0;0.0;0.1;1.3;0.0;0.0;0.0;0.0;1.2;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.2;0.4
524;Gemeenten 20.000 tot 50.000 inwoners;Mutatie;2003 2e kwartaal*;-0.2;0.8;0.7;-0.1;0.0;0.8;0.1;0.0;0.0;0.0;0.1;0.0;1.0;0.3;0.0;0.0;0.0;0.0;0.3;0.7;0.0;0.0;0.2;0.5
525;Gemeenten 20.000 tot 50.000 inwoners;Mutatie;2003 3e kwartaal*;-1.0;-0.2;0.3;-0.1;0.0;0.4;-0.5;0.0;0.0;-0.1;0.0;-0.5;0.8;0.3;0.0;0.0;0.0;0.0;0.3;0.5;0.0;0.0;0.2;0.3
526;Gemeenten 20.000 tot 50.000 inwoners;Mutatie;2003 4e kwartaal*;0.1;-2.0;-1.5;0.1;0.0;-1.6;-0.5;0.0;0.0;0.0;-0.1;-0.3;-2.0;-0.2;0.0;0.0;0.0;0.0;-0.2;-1.8;0.0;0.0;-0.6;-1.2
527;Gemeenten 20.000 tot 50.000 inwoners;Mutatie;2003 eindstand*;-0.4;0.0;-0.4;-0.1;0.0;-0.3;0.3;0.0;0.0;0.0;0.0;0.3;0.4;0.3;0.0;0.0;0.0;0.0;0.3;0.1;0.0;0.0;0.0;0.0
528;Gemeenten 20.000 tot 50.000 inwoners;Mutatie;2004 beginstand*;;;;;;;;;;;;;;;;;;;;;;;;
529;Gemeenten 20.000 tot 50.000 inwoners;Mutatie;2004 1e kwartaal*;1.0;1.2;0.0;0.0;0.0;0.0;1.2;0.0;0.0;0.0;0.0;1.3;0.2;0.1;0.0;0.0;0.0;0.0;0.1;0.1;0.0;0.0;0.1;0.0
530;Gemeenten 20.000 tot 50.000 inwoners;Mutatie;2004 2e kwartaal*;-1.2;-0.3;-0.2;0.0;0.0;-0.2;-0.1;0.0;0.0;0.0;0.3;-0.5;-0.1;0.0;0.0;0.0;0.0;0.0;0.0;-0.1;0.0;0.0;-0.1;0.0
531;Gemeenten 20.000 tot 50.000 inwoners;Mutatie;2004 3e kwartaal*;-0.6;-0.6;0.1;0.0;0.0;0.1;-0.7;0.0;0.0;0.0;-0.1;-0.6;0.1;0.3;0.0;0.0;0.0;0.0;0.3;-0.2;0.0;0.0;0.0;-0.2
532;Gemeenten 20.000 tot 50.000 inwoners;Mutatie;2004 4e kwartaal*;-0.3;-0.5;-0.1;0.0;0.0;-0.1;-0.4;0.0;0.0;0.0;-0.2;-0.1;0.5;0.3;0.0;0.0;0.0;0.0;0.2;0.3;0.0;0.0;0.1;0.1
533;Gemeenten 20.000 tot 50.000 inwoners;Mutatie;2004 eindstand*;-1.0;-0.2;-0.2;0.0;0.0;-0.2;0.0;0.0;0.0;0.0;-0.1;0.1;0.7;0.6;0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.2;-0.1
534;Gemeenten 20.000 tot 50.000 inwoners;Mutatie;2005 beginstand*;;;;;;;;;;;;;;;;;;;;;;;;
