ID;Geslacht;Niveau;Leerweg;Studierichting;Migratieachtergrond;Perioden;GediplomeerdenMbo_1
209;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);03 Journalistiek, gedrag en maatschappij;Nederlandse achtergrond;2020/'21;292
210;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);03 Journalistiek, gedrag en maatschappij;Met migratieachtergrond;2015/'16;175
211;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);03 Journalistiek, gedrag en maatschappij;Met migratieachtergrond;2016/'17;197
212;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);03 Journalistiek, gedrag en maatschappij;Met migratieachtergrond;2017/'18;196
213;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);03 Journalistiek, gedrag en maatschappij;Met migratieachtergrond;2018/'19;79
214;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);03 Journalistiek, gedrag en maatschappij;Met migratieachtergrond;2019/'20;72
215;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);03 Journalistiek, gedrag en maatschappij;Met migratieachtergrond;2020/'21;63
216;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);03 Journalistiek, gedrag en maatschappij;Westerse migratieachtergrond;2015/'16;43
217;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);03 Journalistiek, gedrag en maatschappij;Westerse migratieachtergrond;2016/'17;53
218;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);03 Journalistiek, gedrag en maatschappij;Westerse migratieachtergrond;2017/'18;63
219;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);03 Journalistiek, gedrag en maatschappij;Westerse migratieachtergrond;2018/'19;17
220;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);03 Journalistiek, gedrag en maatschappij;Westerse migratieachtergrond;2019/'20;19
221;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);03 Journalistiek, gedrag en maatschappij;Westerse migratieachtergrond;2020/'21;24
222;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);03 Journalistiek, gedrag en maatschappij;Niet-westerse migratieachtergrond;2015/'16;132
223;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);03 Journalistiek, gedrag en maatschappij;Niet-westerse migratieachtergrond;2016/'17;144
224;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);03 Journalistiek, gedrag en maatschappij;Niet-westerse migratieachtergrond;2017/'18;133
225;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);03 Journalistiek, gedrag en maatschappij;Niet-westerse migratieachtergrond;2018/'19;62
226;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);03 Journalistiek, gedrag en maatschappij;Niet-westerse migratieachtergrond;2019/'20;53
227;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);03 Journalistiek, gedrag en maatschappij;Niet-westerse migratieachtergrond;2020/'21;39
228;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);03 Journalistiek, gedrag en maatschappij;Turkije;2015/'16;25
229;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);03 Journalistiek, gedrag en maatschappij;Turkije;2016/'17;16
230;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);03 Journalistiek, gedrag en maatschappij;Turkije;2017/'18;21
231;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);03 Journalistiek, gedrag en maatschappij;Turkije;2018/'19;8
232;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);03 Journalistiek, gedrag en maatschappij;Turkije;2019/'20;5
233;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);03 Journalistiek, gedrag en maatschappij;Turkije;2020/'21;7
234;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);03 Journalistiek, gedrag en maatschappij;Marokko;2015/'16;20
235;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);03 Journalistiek, gedrag en maatschappij;Marokko;2016/'17;20
236;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);03 Journalistiek, gedrag en maatschappij;Marokko;2017/'18;24
237;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);03 Journalistiek, gedrag en maatschappij;Marokko;2018/'19;8
238;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);03 Journalistiek, gedrag en maatschappij;Marokko;2019/'20;7
239;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);03 Journalistiek, gedrag en maatschappij;Marokko;2020/'21;4
240;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);03 Journalistiek, gedrag en maatschappij;Suriname;2015/'16;36
241;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);03 Journalistiek, gedrag en maatschappij;Suriname;2016/'17;30
242;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);03 Journalistiek, gedrag en maatschappij;Suriname;2017/'18;34
243;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);03 Journalistiek, gedrag en maatschappij;Suriname;2018/'19;19
244;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);03 Journalistiek, gedrag en maatschappij;Suriname;2019/'20;17
245;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);03 Journalistiek, gedrag en maatschappij;Suriname;2020/'21;10
246;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);03 Journalistiek, gedrag en maatschappij;(voormalige) Nederlandse Antillen, Aruba;2015/'16;11
247;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);03 Journalistiek, gedrag en maatschappij;(voormalige) Nederlandse Antillen, Aruba;2016/'17;9
248;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);03 Journalistiek, gedrag en maatschappij;(voormalige) Nederlandse Antillen, Aruba;2017/'18;11
249;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);03 Journalistiek, gedrag en maatschappij;(voormalige) Nederlandse Antillen, Aruba;2018/'19;6
250;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);03 Journalistiek, gedrag en maatschappij;(voormalige) Nederlandse Antillen, Aruba;2019/'20;5
251;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);03 Journalistiek, gedrag en maatschappij;(voormalige) Nederlandse Antillen, Aruba;2020/'21;2
252;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);03 Journalistiek, gedrag en maatschappij;Overige niet-westerse migratieachterg...;2015/'16;40
253;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);03 Journalistiek, gedrag en maatschappij;Overige niet-westerse migratieachterg...;2016/'17;69
254;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);03 Journalistiek, gedrag en maatschappij;Overige niet-westerse migratieachterg...;2017/'18;43
255;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);03 Journalistiek, gedrag en maatschappij;Overige niet-westerse migratieachterg...;2018/'19;21
256;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);03 Journalistiek, gedrag en maatschappij;Overige niet-westerse migratieachterg...;2019/'20;19
257;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);03 Journalistiek, gedrag en maatschappij;Overige niet-westerse migratieachterg...;2020/'21;16
258;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);03 Journalistiek, gedrag en maatschappij;Onbekende migratieachtergrond;2015/'16;1
259;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);03 Journalistiek, gedrag en maatschappij;Onbekende migratieachtergrond;2016/'17;1
260;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);03 Journalistiek, gedrag en maatschappij;Onbekende migratieachtergrond;2017/'18;1
261;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);03 Journalistiek, gedrag en maatschappij;Onbekende migratieachtergrond;2018/'19;0
262;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);03 Journalistiek, gedrag en maatschappij;Onbekende migratieachtergrond;2019/'20;0
263;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);03 Journalistiek, gedrag en maatschappij;Onbekende migratieachtergrond;2020/'21;0
264;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);04 Recht, administratie, handel en za...;Totaal;2015/'16;29961
265;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);04 Recht, administratie, handel en za...;Totaal;2016/'17;29934
266;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);04 Recht, administratie, handel en za...;Totaal;2017/'18;28651
267;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);04 Recht, administratie, handel en za...;Totaal;2018/'19;27526
268;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);04 Recht, administratie, handel en za...;Totaal;2019/'20;26931
269;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);04 Recht, administratie, handel en za...;Totaal;2020/'21;26723
270;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);04 Recht, administratie, handel en za...;Nederlandse achtergrond;2015/'16;17662
271;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);04 Recht, administratie, handel en za...;Nederlandse achtergrond;2016/'17;17957
272;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);04 Recht, administratie, handel en za...;Nederlandse achtergrond;2017/'18;17047
273;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);04 Recht, administratie, handel en za...;Nederlandse achtergrond;2018/'19;16206
274;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);04 Recht, administratie, handel en za...;Nederlandse achtergrond;2019/'20;16119
275;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);04 Recht, administratie, handel en za...;Nederlandse achtergrond;2020/'21;15592
276;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);04 Recht, administratie, handel en za...;Met migratieachtergrond;2015/'16;12285
277;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);04 Recht, administratie, handel en za...;Met migratieachtergrond;2016/'17;11966
278;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);04 Recht, administratie, handel en za...;Met migratieachtergrond;2017/'18;11593
279;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);04 Recht, administratie, handel en za...;Met migratieachtergrond;2018/'19;11315
280;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);04 Recht, administratie, handel en za...;Met migratieachtergrond;2019/'20;10799
281;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);04 Recht, administratie, handel en za...;Met migratieachtergrond;2020/'21;11124
282;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);04 Recht, administratie, handel en za...;Westerse migratieachtergrond;2015/'16;2108
283;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);04 Recht, administratie, handel en za...;Westerse migratieachtergrond;2016/'17;1936
284;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);04 Recht, administratie, handel en za...;Westerse migratieachtergrond;2017/'18;1903
285;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);04 Recht, administratie, handel en za...;Westerse migratieachtergrond;2018/'19;1749
286;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);04 Recht, administratie, handel en za...;Westerse migratieachtergrond;2019/'20;1712
287;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);04 Recht, administratie, handel en za...;Westerse migratieachtergrond;2020/'21;1731
288;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);04 Recht, administratie, handel en za...;Niet-westerse migratieachtergrond;2015/'16;10177
289;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);04 Recht, administratie, handel en za...;Niet-westerse migratieachtergrond;2016/'17;10030
290;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);04 Recht, administratie, handel en za...;Niet-westerse migratieachtergrond;2017/'18;9690
291;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);04 Recht, administratie, handel en za...;Niet-westerse migratieachtergrond;2018/'19;9566
292;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);04 Recht, administratie, handel en za...;Niet-westerse migratieachtergrond;2019/'20;9087
293;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);04 Recht, administratie, handel en za...;Niet-westerse migratieachtergrond;2020/'21;9393
294;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);04 Recht, administratie, handel en za...;Turkije;2015/'16;2457
295;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);04 Recht, administratie, handel en za...;Turkije;2016/'17;2375
296;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);04 Recht, administratie, handel en za...;Turkije;2017/'18;2258
297;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);04 Recht, administratie, handel en za...;Turkije;2018/'19;2064
298;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);04 Recht, administratie, handel en za...;Turkije;2019/'20;1907
299;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);04 Recht, administratie, handel en za...;Turkije;2020/'21;1829
300;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);04 Recht, administratie, handel en za...;Marokko;2015/'16;2136
301;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);04 Recht, administratie, handel en za...;Marokko;2016/'17;2190
302;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);04 Recht, administratie, handel en za...;Marokko;2017/'18;2079
303;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);04 Recht, administratie, handel en za...;Marokko;2018/'19;1990
304;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);04 Recht, administratie, handel en za...;Marokko;2019/'20;1841
305;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);04 Recht, administratie, handel en za...;Marokko;2020/'21;1832
306;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);04 Recht, administratie, handel en za...;Suriname;2015/'16;1692
307;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);04 Recht, administratie, handel en za...;Suriname;2016/'17;1533
308;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);04 Recht, administratie, handel en za...;Suriname;2017/'18;1473
309;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);04 Recht, administratie, handel en za...;Suriname;2018/'19;1317
310;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);04 Recht, administratie, handel en za...;Suriname;2019/'20;1269
311;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);04 Recht, administratie, handel en za...;Suriname;2020/'21;1179
312;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);04 Recht, administratie, handel en za...;(voormalige) Nederlandse Antillen, Aruba;2015/'16;754
313;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);04 Recht, administratie, handel en za...;(voormalige) Nederlandse Antillen, Aruba;2016/'17;710
314;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);04 Recht, administratie, handel en za...;(voormalige) Nederlandse Antillen, Aruba;2017/'18;659
315;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);04 Recht, administratie, handel en za...;(voormalige) Nederlandse Antillen, Aruba;2018/'19;606
316;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);04 Recht, administratie, handel en za...;(voormalige) Nederlandse Antillen, Aruba;2019/'20;568
317;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);04 Recht, administratie, handel en za...;(voormalige) Nederlandse Antillen, Aruba;2020/'21;628
318;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);04 Recht, administratie, handel en za...;Overige niet-westerse migratieachterg...;2015/'16;3138
319;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);04 Recht, administratie, handel en za...;Overige niet-westerse migratieachterg...;2016/'17;3222
320;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);04 Recht, administratie, handel en za...;Overige niet-westerse migratieachterg...;2017/'18;3221
321;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);04 Recht, administratie, handel en za...;Overige niet-westerse migratieachterg...;2018/'19;3589
322;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);04 Recht, administratie, handel en za...;Overige niet-westerse migratieachterg...;2019/'20;3502
323;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);04 Recht, administratie, handel en za...;Overige niet-westerse migratieachterg...;2020/'21;3925
324;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);04 Recht, administratie, handel en za...;Onbekende migratieachtergrond;2015/'16;14
325;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);04 Recht, administratie, handel en za...;Onbekende migratieachtergrond;2016/'17;11
326;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);04 Recht, administratie, handel en za...;Onbekende migratieachtergrond;2017/'18;11
327;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);04 Recht, administratie, handel en za...;Onbekende migratieachtergrond;2018/'19;5
328;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);04 Recht, administratie, handel en za...;Onbekende migratieachtergrond;2019/'20;13
329;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);04 Recht, administratie, handel en za...;Onbekende migratieachtergrond;2020/'21;7
330;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);05 Wiskunde, natuurwetenschappen;Totaal;2015/'16;642
331;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);05 Wiskunde, natuurwetenschappen;Totaal;2016/'17;729
332;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);05 Wiskunde, natuurwetenschappen;Totaal;2017/'18;815
333;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);05 Wiskunde, natuurwetenschappen;Totaal;2018/'19;859
334;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);05 Wiskunde, natuurwetenschappen;Totaal;2019/'20;593
335;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);05 Wiskunde, natuurwetenschappen;Totaal;2020/'21;578
336;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);05 Wiskunde, natuurwetenschappen;Nederlandse achtergrond;2015/'16;498
337;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);05 Wiskunde, natuurwetenschappen;Nederlandse achtergrond;2016/'17;608
338;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);05 Wiskunde, natuurwetenschappen;Nederlandse achtergrond;2017/'18;668
339;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);05 Wiskunde, natuurwetenschappen;Nederlandse achtergrond;2018/'19;706
340;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);05 Wiskunde, natuurwetenschappen;Nederlandse achtergrond;2019/'20;490
341;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);05 Wiskunde, natuurwetenschappen;Nederlandse achtergrond;2020/'21;490
342;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);05 Wiskunde, natuurwetenschappen;Met migratieachtergrond;2015/'16;144
343;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);05 Wiskunde, natuurwetenschappen;Met migratieachtergrond;2016/'17;121
344;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);05 Wiskunde, natuurwetenschappen;Met migratieachtergrond;2017/'18;147
345;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);05 Wiskunde, natuurwetenschappen;Met migratieachtergrond;2018/'19;153
346;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);05 Wiskunde, natuurwetenschappen;Met migratieachtergrond;2019/'20;103
347;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);05 Wiskunde, natuurwetenschappen;Met migratieachtergrond;2020/'21;88
348;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);05 Wiskunde, natuurwetenschappen;Westerse migratieachtergrond;2015/'16;43
349;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);05 Wiskunde, natuurwetenschappen;Westerse migratieachtergrond;2016/'17;28
350;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);05 Wiskunde, natuurwetenschappen;Westerse migratieachtergrond;2017/'18;38
351;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);05 Wiskunde, natuurwetenschappen;Westerse migratieachtergrond;2018/'19;43
352;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);05 Wiskunde, natuurwetenschappen;Westerse migratieachtergrond;2019/'20;37
353;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl extranei);05 Wiskunde, natuurwetenschappen;Westerse migratieachtergrond;2020/'21;27
