ID;Geslacht;Leeftijd;Marges;Perioden;ErgSnelWerken_1;HeelVeelWerkDoen_2;ExtraHardWerken_3;ZelfBeslissen_4;VolgordeWerkzaamhedenBepalen_5;WerktempoBepalen_6;OplossingenBedenken_7;VerlofNemen_8;WerktijdenBepalen_9;WerkplekBepalen_10;EmotioneelMoeilijkeWerksituaties_11;EmotioneelVeeleisendWerk_12;EmotioneelBetrokkenBijWerk_13;VanKlantenTot2022_14;VanLeidinggevendenOfCollegaS_15;DoorKlantenTot2022_16;DoorLeidinggevendenOfCollegaS_17;DoorKlantenTot2022_18;DoorLeidinggevendenOfCollegaS_19;DoorKlantenTot2022_20;DoorLeidinggevendenOfCollegaS_21;VanKlantLeidinggevendeOfCollega_22;VanKlantenVanaf2022_23;VanLeidinggevenden_24;VanCollegaS_25;DoorKlantLeidinggevendeOfCollega_26;DoorKlantenVanaf2022_27;DoorLeidinggevenden_28;DoorCollegaS_29;DoorKlantLeidinggevendeOfCollega_30;DoorKlantenVanaf2022_31;DoorLeidinggevenden_32;DoorCollegaS_33;DoorKlantLeidinggevendeOfCollega_34;DoorKlantenVanaf2022_35;DoorLeidinggevenden_36;DoorCollegaS_37;GediscrimineerdGevoeld_38;OmGeslacht_39;OmAfkomstHuidskleurNationaliteit_40;OmGodsdienstOfLevensovertuiging_41;OmSeksueleGeaardheidVoorkeur_42;OmLeeftijd_43;OmLangdurigeZiekteAandoeningHandicap_44;OmWerktijdenOfContractvorm_45;OmPolitiekeVoorkeur_46;OmAndereReden_47;PsychischeVermoeidheidDoorHetWerk_48;EmotioneelUitgeput_49;LeegVoelen_50;SOchtendsMoeVoelen_51;VergtVeelOmMetMensenTeWerken_52;UitgeputDoorWerk_53
277;Mannen;15 tot 25 jaar;Ondergrens 95%-interval;2016;35.0;31.3;22.3;37.3;34.2;37.1;43.6;40.9;21.0;;2.2;3.3;5.9;2.3;0.9;14.1;6.5;2.6;0.8;4.9;6.2;;;;;;;;;;;;;;;;;;;;;;;;;;;8.2;5.3;20.8;15.6;6.1;9.5
278;Mannen;15 tot 25 jaar;Ondergrens 95%-interval;2017;33.6;30.3;22.4;35.5;32.7;37.4;41.8;42.9;21.3;;2.2;3.6;5.0;2.8;1.3;14.4;6.0;2.9;0.9;4.8;5.9;;;;;;;;;;;;;;;;;;;;;;;;;;;7.1;4.6;18.1;13.7;5.5;8.4
279;Mannen;15 tot 25 jaar;Ondergrens 95%-interval;2018;31.0;30.1;19.7;36.8;34.9;39.3;42.8;45.3;24.2;;3.5;4.2;6.5;2.7;1.6;14.5;6.2;3.3;1.3;5.1;5.2;;;;;;;;;;;;;;;;;;;;;;;;;;;11.1;8.3;23.3;17.3;7.8;11.4
280;Mannen;15 tot 25 jaar;Ondergrens 95%-interval;2019;31.0;30.5;20.7;38.7;35.8;40.6;43.0;48.0;26.0;;2.6;3.8;6.5;5.2;2.4;19.5;9.3;4.2;1.4;6.9;7.3;;;;;;;;;;;;;;;;;;;;;;;;;;;9.0;5.3;21.1;15.6;7.6;11.2
281;Mannen;15 tot 25 jaar;Ondergrens 95%-interval;2020;29.0;25.6;16.5;34.5;34.0;39.1;40.3;48.2;25.6;;2.3;3.5;5.5;2.8;1.2;16.2;4.7;3.0;1.1;5.2;4.7;;;;;;;;;;;;;;;;;;;;;;;;;;;8.1;6.5;20.6;13.6;6.6;9.0
282;Mannen;15 tot 25 jaar;Ondergrens 95%-interval;2021;29.0;28.6;18.8;33.9;32.5;37.7;40.2;47.4;26.9;;2.3;3.6;5.9;2.8;1.7;15.6;4.8;3.2;1.0;5.2;4.7;;;;;;;;;;;;;;;;;;;;;;;;;;;8.3;5.8;20.0;15.5;7.8;8.6
283;Mannen;15 tot 25 jaar;Ondergrens 95%-interval;2022;28.6;29.6;18.4;40.7;37.0;42.5;42.9;51.6;30.1;16.0;1.8;3.5;4.1;;;;;;;;;2.6;1.4;0.3;0.3;7.4;5.7;0.2;0.8;2.1;1.1;0.1;0.2;2.9;0.9;0.5;0.9;5.0;0.3;1.2;0.4;0.2;1.7;0.3;0.4;0.0;0.5;12.8;11.2;26.2;19.2;10.3;12.0
284;Mannen;15 tot 25 jaar;Ondergrens 95%-interval;2023;29.2;27.7;18.1;39.0;36.3;41.0;43.8;53.7;31.1;15.8;2.8;5.0;5.2;;;;;;;;;3.1;1.4;0.4;0.6;9.7;7.0;0.8;0.8;2.2;0.9;0.1;0.3;3.7;0.9;0.7;1.3;6.0;0.1;1.5;0.4;0.3;1.8;0.4;0.3;0.1;0.9;13.2;11.2;26.8;19.3;11.0;12.4
285;Mannen;15 tot 25 jaar;Ondergrens 95%-interval;2024;30.0;27.1;17.7;37.0;34.1;39.7;41.6;54.8;30.3;14.3;2.2;4.2;4.0;;;;;;;;;3.3;1.5;0.3;0.9;9.1;7.1;0.4;0.7;2.5;1.6;0.1;0.3;4.0;1.3;0.5;1.7;7.6;0.3;2.4;0.4;0.6;2.3;0.6;0.5;0.4;0.9;13.9;11.1;25.7;20.3;11.9;12.7
286;Mannen;15 tot 25 jaar;Bovengrens 95%-interval;2014;34.4;33.2;22.3;40.8;41.0;40.2;47.0;43.4;19.4;;3.1;4.4;7.2;3.4;1.8;16.3;7.3;4.6;2.1;6.2;7.9;;;;;;;;;;;;;;;;;;;;;;;;;;;9.0;6.2;23.1;16.2;6.5;12.2
287;Mannen;15 tot 25 jaar;Bovengrens 95%-interval;2015;37.3;34.9;24.3;39.0;38.4;41.2;45.3;46.4;19.7;;3.7;5.1;7.0;3.0;1.8;15.5;7.3;4.0;1.4;6.1;7.4;;;;;;;;;;;;;;;;;;;;;;;;;;;8.5;5.6;20.2;14.3;6.2;10.8
288;Mannen;15 tot 25 jaar;Bovengrens 95%-interval;2016;38.8;35.1;25.7;41.2;37.9;41.0;47.5;44.8;24.3;;3.5;4.7;7.8;3.8;1.9;17.0;8.6;4.1;1.8;6.9;8.3;;;;;;;;;;;;;;;;;;;;;;;;;;;10.6;7.4;24.1;18.6;8.2;12.0
289;Mannen;15 tot 25 jaar;Bovengrens 95%-interval;2017;37.3;33.9;25.8;39.2;36.4;41.2;45.6;46.8;24.5;;3.6;5.3;6.8;4.2;2.4;17.2;8.0;4.3;1.8;6.6;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;9.3;6.5;21.2;16.5;7.5;10.8
290;Mannen;15 tot 25 jaar;Bovengrens 95%-interval;2018;34.1;33.1;22.3;39.9;38.0;42.5;46.0;48.5;27.0;;4.9;5.7;8.2;3.8;2.6;16.8;7.9;4.6;2.2;6.7;6.8;;;;;;;;;;;;;;;;;;;;;;;;;;;13.2;10.2;26.1;19.8;9.6;13.5
291;Mannen;15 tot 25 jaar;Bovengrens 95%-interval;2019;34.1;33.6;23.4;42.0;39.0;43.9;46.3;51.3;28.9;;3.8;5.2;8.1;6.8;3.6;22.2;11.3;5.7;2.4;8.7;9.1;;;;;;;;;;;;;;;;;;;;;;;;;;;11.0;6.9;23.9;18.1;9.5;13.4
292;Mannen;15 tot 25 jaar;Bovengrens 95%-interval;2020;32.3;28.8;19.2;37.9;37.4;42.6;43.8;51.8;28.8;;3.5;4.9;7.2;4.1;2.1;18.8;6.3;4.4;2.0;6.9;6.3;;;;;;;;;;;;;;;;;;;;;;;;;;;10.1;8.4;23.5;16.1;8.5;11.1
293;Mannen;15 tot 25 jaar;Bovengrens 95%-interval;2021;32.6;32.2;22.0;37.6;36.2;41.5;44.0;51.3;30.5;;3.7;5.1;7.9;4.3;2.9;18.5;6.7;4.7;2.0;7.1;6.7;;;;;;;;;;;;;;;;;;;;;;;;;;;10.6;7.8;23.3;18.5;10.0;11.1
294;Mannen;15 tot 25 jaar;Bovengrens 95%-interval;2022;31.7;32.8;21.2;44.1;40.4;45.9;46.3;55.0;33.3;18.6;3.3;5.5;6.3;;;;;;;;;4.5;2.8;1.2;1.1;10.2;8.2;0.9;1.8;3.9;2.4;0.7;1.0;5.0;2.1;1.4;2.2;7.4;1.0;2.7;1.5;0.8;3.2;1.0;1.2;0.5;1.4;15.3;13.5;29.3;22.0;12.5;14.3
295;Mannen;15 tot 25 jaar;Bovengrens 95%-interval;2023;32.2;30.8;20.7;42.3;39.5;44.3;47.1;57.1;34.2;18.3;4.6;7.3;7.6;;;;;;;;;5.0;2.9;1.3;1.6;12.7;9.6;2.1;1.9;3.9;2.2;0.9;1.1;5.8;2.1;1.6;2.6;8.5;0.7;3.0;1.4;1.0;3.4;1.2;1.2;0.7;2.2;15.6;13.5;29.8;22.0;13.3;14.7
296;Mannen;15 tot 25 jaar;Bovengrens 95%-interval;2024;32.9;30.0;20.3;40.1;37.2;42.9;44.8;58.0;33.3;16.7;3.8;6.2;6.0;;;;;;;;;5.2;2.9;1.0;2.1;12.0;9.7;1.2;1.7;4.3;3.0;0.7;1.0;6.2;2.6;1.4;3.2;10.2;1.1;4.2;1.3;1.6;3.8;1.5;1.4;1.2;1.9;16.3;13.3;28.6;23.0;14.1;14.9
297;Mannen;25 tot 35 jaar;Waarde;2014;35.5;45.0;30.8;63.6;63.7;57.7;73.9;49.9;21.0;;7.0;10.7;14.3;1.9;1.1;13.8;9.9;4.1;0.8;4.9;9.2;;;;;;;;;;;;;;;;;;;;;;;;;;;17.0;14.5;34.9;23.2;12.3;14.7
298;Mannen;25 tot 35 jaar;Waarde;2015;35.7;44.9;31.2;62.8;63.4;59.0;75.1;49.4;21.2;;7.0;10.3;13.2;2.1;1.1;14.3;9.7;4.1;0.6;4.3;8.5;;;;;;;;;;;;;;;;;;;;;;;;;;;13.4;10.2;28.9;19.6;9.2;13.2
299;Mannen;25 tot 35 jaar;Waarde;2016;34.4;45.2;31.2;63.1;62.2;57.7;74.5;49.1;21.1;;8.0;10.8;14.6;1.7;1.1;15.5;9.1;4.5;0.8;5.1;9.0;;;;;;;;;;;;;;;;;;;;;;;;;;;16.0;13.7;31.8;21.7;11.6;14.0
300;Mannen;25 tot 35 jaar;Waarde;2017;36.4;47.0;32.6;61.7;61.6;56.7;73.3;49.5;21.8;;8.6;11.8;16.8;2.5;1.2;14.8;11.0;4.7;0.6;5.1;9.7;;;;;;;;;;;;;;;;;;;;;;;;;;;18.0;14.2;32.2;23.1;13.2;16.1
301;Mannen;25 tot 35 jaar;Waarde;2018;35.9;47.8;30.7;63.5;63.4;57.2;74.1;52.8;23.5;;9.3;12.8;17.5;2.6;1.6;14.9;9.7;4.6;0.9;5.8;8.9;;;;;;;;;;;;;;;;;;;;;;;;;;;20.1;19.0;35.4;24.5;15.0;17.8
302;Mannen;25 tot 35 jaar;Waarde;2019;34.6;45.9;30.4;63.9;62.9;58.5;75.3;54.2;25.5;;9.6;12.8;17.1;3.9;2.2;19.9;11.3;5.5;1.4;7.8;11.0;;;;;;;;;;;;;;;;;;;;;;;;;;;19.3;16.5;34.7;24.4;15.4;17.5
303;Mannen;25 tot 35 jaar;Waarde;2020;31.3;44.2;28.3;63.4;63.7;59.3;72.9;55.2;24.5;;8.1;12.1;17.4;1.8;1.3;13.6;7.8;4.2;0.8;4.7;7.5;;;;;;;;;;;;;;;;;;;;;;;;;;;19.8;18.9;34.5;24.9;15.4;17.3
304;Mannen;25 tot 35 jaar;Waarde;2021;32.6;45.5;29.8;63.0;62.8;58.0;74.6;54.4;25.9;;10.9;13.6;18.9;2.4;1.3;14.3;8.6;3.9;1.0;5.9;8.3;;;;;;;;;;;;;;;;;;;;;;;;;;;21.0;17.3;35.1;26.0;17.5;19.1
305;Mannen;25 tot 35 jaar;Waarde;2022;29.2;42.9;27.5;66.3;64.9;58.5;72.3;58.4;26.6;30.3;6.6;9.4;13.9;;;;;;;;;2.2;0.8;0.4;0.8;10.4;6.7;1.3;2.2;2.6;1.8;0.0;0.5;5.3;0.9;1.2;3.3;9.4;0.5;3.2;1.2;1.1;1.5;1.1;1.8;0.6;2.2;24.3;22.2;39.4;28.3;19.7;18.8
306;Mannen;25 tot 35 jaar;Waarde;2023;28.7;40.3;25.4;66.2;64.1;59.2;73.4;60.0;27.3;29.5;6.8;10.7;15.0;;;;;;;;;2.0;1.0;0.2;0.6;8.7;6.0;1.2;1.3;2.8;2.1;0.1;0.3;5.2;0.9;1.2;3.2;10.6;0.5;4.8;1.5;1.1;1.7;1.0;1.3;1.4;2.0;23.2;22.7;37.6;27.3;18.9;17.1
307;Mannen;25 tot 35 jaar;Waarde;2024;29.3;41.2;25.6;66.9;65.7;58.2;72.7;59.7;27.8;29.6;7.0;11.2;15.1;;;;;;;;;2.1;1.2;0.1;0.7;10.3;7.1;1.3;1.9;2.2;1.8;0.0;0.3;6.1;1.4;1.5;3.4;11.1;0.8;4.8;1.3;0.9;2.2;0.9;1.3;1.2;2.7;23.0;22.3;37.8;26.7;19.7;18.0
308;Mannen;25 tot 35 jaar;Ondergrens 95%-interval;2014;33.7;43.1;29.1;61.7;61.8;55.8;72.2;48.0;19.6;;6.1;9.6;13.0;1.5;0.8;12.5;8.8;3.4;0.5;4.1;8.1;;;;;;;;;;;;;;;;;;;;;;;;;;;15.6;13.2;33.1;21.6;11.1;13.3
309;Mannen;25 tot 35 jaar;Ondergrens 95%-interval;2015;34.1;43.2;29.7;61.1;61.7;57.3;73.5;47.7;19.8;;6.2;9.3;12.1;1.7;0.8;13.2;8.8;3.4;0.4;3.7;7.6;;;;;;;;;;;;;;;;;;;;;;;;;;;12.3;9.2;27.4;18.3;8.3;12.0
310;Mannen;25 tot 35 jaar;Ondergrens 95%-interval;2016;32.8;43.5;29.6;61.4;60.5;56.0;72.9;47.4;19.8;;7.1;9.8;13.4;1.3;0.8;14.3;8.1;3.8;0.5;4.4;8.1;;;;;;;;;;;;;;;;;;;;;;;;;;;14.8;12.6;30.3;20.3;10.5;12.8
311;Mannen;25 tot 35 jaar;Ondergrens 95%-interval;2017;34.8;45.3;31.0;60.0;59.9;55.0;71.7;47.8;20.5;;7.6;10.8;15.5;2.0;0.8;13.6;10.0;4.0;0.4;4.3;8.7;;;;;;;;;;;;;;;;;;;;;;;;;;;16.7;13.0;30.6;21.7;12.1;14.8
312;Mannen;25 tot 35 jaar;Ondergrens 95%-interval;2018;34.5;46.3;29.3;62.0;61.9;55.7;72.8;51.3;22.3;;8.5;11.9;16.4;2.1;1.2;13.9;8.9;4.0;0.6;5.1;8.1;;;;;;;;;;;;;;;;;;;;;;;;;;;18.9;17.9;34.0;23.2;13.9;16.6
313;Mannen;25 tot 35 jaar;Ondergrens 95%-interval;2019;33.2;44.4;28.9;62.4;61.4;57.0;73.9;52.6;24.2;;8.7;11.8;16.0;3.3;1.7;18.7;10.3;4.8;1.1;7.0;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;18.1;15.3;33.3;23.1;14.3;16.3
314;Mannen;25 tot 35 jaar;Ondergrens 95%-interval;2020;29.8;42.6;26.9;61.9;62.1;57.7;71.5;53.7;23.2;;7.2;11.1;16.3;1.4;1.0;12.6;7.0;3.6;0.6;4.0;6.7;;;;;;;;;;;;;;;;;;;;;;;;;;;18.6;17.7;33.1;23.6;14.3;16.2
315;Mannen;25 tot 35 jaar;Ondergrens 95%-interval;2021;31.0;43.8;28.3;61.3;61.1;56.3;73.0;52.7;24.5;;9.8;12.5;17.6;1.9;0.9;13.2;7.6;3.3;0.7;5.1;7.3;;;;;;;;;;;;;;;;;;;;;;;;;;;19.6;16.0;33.5;24.6;16.2;17.8
316;Mannen;25 tot 35 jaar;Ondergrens 95%-interval;2022;27.9;41.5;26.2;64.9;63.5;57.0;71.0;56.9;25.3;28.9;5.6;8.3;12.5;;;;;;;;;1.6;0.5;0.2;0.5;9.2;5.7;0.9;1.7;2.0;1.3;0.0;0.2;4.4;0.5;0.8;2.6;8.2;0.3;2.5;0.8;0.7;1.1;0.7;1.3;0.3;1.7;23.1;21.0;38.0;27.0;18.5;17.7
317;Mannen;25 tot 35 jaar;Ondergrens 95%-interval;2023;27.4;38.8;24.1;64.8;62.7;57.8;72.1;58.5;26.0;28.2;5.8;9.5;13.6;;;;;;;;;1.5;0.7;0.1;0.4;7.6;5.1;0.8;0.9;2.2;1.6;0.1;0.1;4.4;0.6;0.8;2.5;9.3;0.3;3.9;1.0;0.7;1.2;0.6;0.9;1.0;1.5;22.0;21.5;36.2;26.0;17.7;16.0
318;Mannen;25 tot 35 jaar;Ondergrens 95%-interval;2024;28.0;39.8;24.4;65.5;64.4;56.8;71.4;58.3;26.6;28.4;6.1;10.0;13.8;;;;;;;;;1.6;0.8;0.0;0.4;9.1;6.1;0.9;1.4;1.7;1.4;0.0;0.2;5.2;1.0;1.0;2.7;9.9;0.5;3.9;0.9;0.6;1.6;0.6;0.9;0.8;2.0;21.8;21.1;36.5;25.5;18.6;16.9
319;Mannen;25 tot 35 jaar;Bovengrens 95%-interval;2014;37.3;46.9;32.6;65.4;65.5;59.6;75.6;51.7;22.5;;8.1;12.0;15.6;2.5;1.6;15.1;11.1;5.0;1.3;5.8;10.3;;;;;;;;;;;;;;;;;;;;;;;;;;;18.5;16.0;36.7;24.8;13.7;16.1
320;Mannen;25 tot 35 jaar;Bovengrens 95%-interval;2015;37.4;46.6;32.8;64.4;65.0;60.6;76.5;51.1;22.6;;8.0;11.4;14.4;2.7;1.5;15.5;10.8;4.8;0.9;5.1;9.6;;;;;;;;;;;;;;;;;;;;;;;;;;;14.7;11.3;30.5;21.0;10.3;14.4
321;Mannen;25 tot 35 jaar;Bovengrens 95%-interval;2016;36.0;46.9;32.8;64.7;63.8;59.4;75.9;50.8;22.5;;9.0;11.9;15.8;2.1;1.5;16.7;10.1;5.2;1.2;5.9;10.1;;;;;;;;;;;;;;;;;;;;;;;;;;;17.3;14.9;33.4;23.2;12.7;15.2
322;Mannen;25 tot 35 jaar;Bovengrens 95%-interval;2017;38.1;48.7;34.2;63.4;63.2;58.4;74.8;51.2;23.2;;9.6;13.0;18.1;3.1;1.6;16.0;12.2;5.5;1.0;5.9;10.8;;;;;;;;;;;;;;;;;;;;;;;;;;;19.4;15.4;33.9;24.6;14.5;17.4
323;Mannen;25 tot 35 jaar;Bovengrens 95%-interval;2018;37.3;49.3;32.1;64.9;64.8;58.7;75.4;54.2;24.8;;10.3;13.9;18.7;3.1;2.0;16.0;10.6;5.3;1.2;6.5;9.8;;;;;;;;;;;;;;;;;;;;;;;;;;;21.3;20.2;36.9;25.8;16.1;18.9
324;Mannen;25 tot 35 jaar;Bovengrens 95%-interval;2019;36.1;47.4;31.8;65.4;64.4;60.1;76.6;55.7;26.9;;10.6;13.9;18.3;4.5;2.7;21.2;12.3;6.2;1.9;8.7;12.0;;;;;;;;;;;;;;;;;;;;;;;;;;;20.5;17.7;36.2;25.8;16.6;18.7
325;Mannen;25 tot 35 jaar;Bovengrens 95%-interval;2020;32.7;45.7;29.7;64.9;65.2;60.8;74.3;56.8;25.8;;9.0;13.2;18.6;2.3;1.8;14.7;8.6;4.9;1.2;5.4;8.4;;;;;;;;;;;;;;;;;;;;;;;;;;;21.1;20.1;36.0;26.3;16.6;18.5
326;Mannen;25 tot 35 jaar;Bovengrens 95%-interval;2021;34.2;47.2;31.4;64.7;64.4;59.7;76.1;56.1;27.4;;12.0;14.8;20.3;3.0;1.7;15.6;9.6;4.6;1.4;6.8;9.3;;;;;;;;;;;;;;;;;;;;;;;;;;;22.4;18.6;36.7;27.6;18.8;20.5
327;Mannen;25 tot 35 jaar;Bovengrens 95%-interval;2022;30.6;44.4;28.8;67.7;66.3;59.9;73.7;59.8;27.9;31.6;7.8;10.8;15.4;;;;;;;;;2.9;1.3;0.8;1.3;11.8;7.9;1.8;3.0;3.4;2.5;0.3;0.9;6.4;1.4;1.8;4.2;10.8;0.9;4.2;1.8;1.6;2.1;1.6;2.4;1.0;2.9;25.7;23.5;40.9;29.7;20.9;20.0
328;Mannen;25 tot 35 jaar;Bovengrens 95%-interval;2023;30.0;41.7;26.6;67.6;65.5;60.7;74.7;61.4;28.6;30.9;7.9;12.0;16.6;;;;;;;;;2.7;1.5;0.5;1.1;9.9;7.1;1.7;1.8;3.5;2.8;0.4;0.7;6.2;1.4;1.7;4.0;12.0;0.9;5.8;2.1;1.6;2.3;1.5;2.0;2.0;2.7;24.5;23.9;39.0;28.6;20.0;18.3
329;Mannen;25 tot 35 jaar;Bovengrens 95%-interval;2024;30.6;42.6;26.8;68.2;67.1;59.6;74.0;61.1;29.1;30.9;8.2;12.5;16.6;;;;;;;;;2.8;1.7;0.4;1.1;11.6;8.1;1.9;2.5;2.9;2.4;0.1;0.7;7.2;2.0;2.0;4.2;12.5;1.2;5.8;1.9;1.4;2.8;1.4;1.8;1.7;3.4;24.2;23.5;39.2;28.0;20.9;19.1
330;Mannen;35 tot 45 jaar;Waarde;2014;38.3;48.6;33.3;71.8;71.4;64.7;79.1;55.5;27.4;;7.4;10.9;14.4;1.3;0.9;14.0;13.4;3.1;0.6;5.3;9.6;;;;;;;;;;;;;;;;;;;;;;;;;;;15.2;14.5;32.5;18.9;10.6;12.4
331;Mannen;35 tot 45 jaar;Waarde;2015;36.4;48.1;32.0;70.2;70.5;64.7;79.0;55.1;27.1;;7.1;10.3;13.9;1.0;0.7;14.1;12.2;3.4;0.5;4.6;9.4;;;;;;;;;;;;;;;;;;;;;;;;;;;13.5;11.5;30.1;18.5;9.4;12.4
332;Mannen;35 tot 45 jaar;Waarde;2016;36.1;46.7;31.3;70.1;70.3;65.0;79.0;56.3;27.0;;7.6;10.3;12.7;1.7;0.9;13.3;12.2;3.5;0.6;4.9;9.8;;;;;;;;;;;;;;;;;;;;;;;;;;;14.3;13.1;30.4;20.1;10.0;12.7
333;Mannen;35 tot 45 jaar;Waarde;2017;36.2;47.9;33.3;70.7;70.2;64.9;79.0;56.4;27.5;;7.4;10.6;14.2;1.7;1.0;13.4;12.3;3.4;0.6;4.1;9.2;;;;;;;;;;;;;;;;;;;;;;;;;;;14.7;12.8;30.0;19.1;10.9;12.9
334;Mannen;35 tot 45 jaar;Waarde;2018;38.3;50.3;33.1;70.9;70.2;64.7;78.6;58.1;29.3;;8.6;11.5;16.3;1.3;1.0;13.8;11.5;3.4;0.8;5.1;9.4;;;;;;;;;;;;;;;;;;;;;;;;;;;17.8;17.8;34.2;21.6;13.4;15.2
335;Mannen;35 tot 45 jaar;Waarde;2019;36.0;48.4;31.2;72.8;71.9;66.2;79.8;60.7;30.9;;8.9;12.2;16.3;2.4;1.6;16.9;13.9;5.1;1.1;7.0;11.1;;;;;;;;;;;;;;;;;;;;;;;;;;;17.0;15.4;31.2;20.9;14.6;14.8
336;Mannen;35 tot 45 jaar;Waarde;2020;33.2;45.2;28.9;73.2;72.0;69.1;79.9;60.9;33.5;;8.0;10.9;16.9;1.0;0.7;11.3;9.1;3.3;0.6;4.4;8.2;;;;;;;;;;;;;;;;;;;;;;;;;;;16.4;15.5;31.5;20.1;14.0;13.9
337;Mannen;35 tot 45 jaar;Waarde;2021;33.2;48.4;31.0;71.5;71.3;66.0;78.7;61.1;31.3;;9.3;12.2;16.7;1.6;0.8;13.1;8.4;3.5;0.5;5.0;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;17.4;16.0;31.3;21.7;15.0;15.3
338;Mannen;35 tot 45 jaar;Waarde;2022;29.6;44.3;27.9;73.5;71.4;67.4;77.4;61.6;32.0;33.2;6.1;9.3;13.2;;;;;;;;;1.5;0.5;0.1;0.7;9.9;6.0;2.5;1.8;2.2;1.9;0.1;0.1;5.3;1.1;1.8;2.9;9.3;0.6;4.4;1.1;0.5;0.6;1.2;1.1;0.5;3.0;20.4;19.7;35.5;23.4;17.4;17.0
339;Mannen;35 tot 45 jaar;Waarde;2023;29.9;43.9;26.8;73.6;72.0;67.1;77.6;63.3;31.6;33.7;6.3;9.0;13.1;;;;;;;;;1.4;0.5;0.1;0.8;8.4;5.0;1.8;1.8;1.4;1.0;0.0;0.1;6.1;0.8;1.8;3.4;8.9;0.6;3.9;1.0;0.2;0.6;1.0;1.5;0.5;2.7;19.2;18.8;34.4;22.2;17.1;15.2
340;Mannen;35 tot 45 jaar;Waarde;2024;29.6;44.0;27.4;73.2;71.1;67.0;77.3;64.5;31.6;32.4;6.6;10.0;13.2;;;;;;;;;1.5;0.6;0.2;0.6;9.5;5.5;1.8;1.9;1.9;1.4;0.1;0.2;5.7;0.9;1.9;3.4;10.8;0.8;5.0;1.1;0.5;0.7;1.6;1.2;0.7;3.5;20.4;19.6;34.1;23.2;18.1;16.4
341;Mannen;35 tot 45 jaar;Ondergrens 95%-interval;2014;36.7;47.0;31.8;70.3;69.8;63.1;77.7;53.8;26.1;;6.6;9.9;13.3;1.0;0.6;12.9;12.3;2.5;0.4;4.5;8.6;;;;;;;;;;;;;;;;;;;;;;;;;;;14.1;13.4;31.0;17.6;9.6;11.4
342;Mannen;35 tot 45 jaar;Ondergrens 95%-interval;2015;34.9;46.6;30.6;68.7;69.1;63.2;77.6;53.6;25.8;;6.3;9.4;12.9;0.7;0.5;13.1;11.2;2.9;0.3;4.0;8.5;;;;;;;;;;;;;;;;;;;;;;;;;;;12.5;10.5;28.7;17.3;8.5;11.4
343;Mannen;35 tot 45 jaar;Ondergrens 95%-interval;2016;34.6;45.1;29.9;68.6;68.8;63.5;77.6;54.7;25.7;;6.8;9.4;11.7;1.3;0.7;12.3;11.2;3.0;0.4;4.3;8.9;;;;;;;;;;;;;;;;;;;;;;;;;;;13.3;12.1;29.0;18.8;9.1;11.7
344;Mannen;35 tot 45 jaar;Ondergrens 95%-interval;2017;34.7;46.3;31.9;69.2;68.7;63.4;77.6;54.8;26.1;;6.6;9.7;13.1;1.3;0.7;12.3;11.3;2.9;0.4;3.5;8.3;;;;;;;;;;;;;;;;;;;;;;;;;;;13.6;11.7;28.6;17.9;9.9;11.8
345;Mannen;35 tot 45 jaar;Ondergrens 95%-interval;2018;37.0;49.0;31.8;69.6;68.9;63.3;77.4;56.7;28.1;;7.8;10.6;15.3;1.0;0.7;12.9;10.6;2.9;0.5;4.5;8.7;;;;;;;;;;;;;;;;;;;;;;;;;;;16.8;16.8;32.9;20.5;12.5;14.2
346;Mannen;35 tot 45 jaar;Ondergrens 95%-interval;2019;34.6;46.9;29.9;71.4;70.6;64.8;78.5;59.3;29.6;;8.1;11.3;15.2;1.9;1.3;15.8;13.0;4.5;0.8;6.3;10.2;;;;;;;;;;;;;;;;;;;;;;;;;;;15.9;14.4;29.9;19.8;13.6;13.7
347;Mannen;35 tot 45 jaar;Ondergrens 95%-interval;2020;31.8;43.8;27.6;71.8;70.6;67.7;78.7;59.5;32.1;;7.2;10.0;15.8;0.7;0.5;10.4;8.3;2.8;0.4;3.8;7.4;;;;;;;;;;;;;;;;;;;;;;;;;;;15.4;14.5;30.2;18.9;13.0;12.9
348;Mannen;35 tot 45 jaar;Ondergrens 95%-interval;2021;31.7;46.8;29.5;70.0;69.8;64.4;77.3;59.6;29.9;;8.4;11.2;15.5;1.3;0.6;12.1;7.6;3.0;0.3;4.4;7.1;;;;;;;;;;;;;;;;;;;;;;;;;;;16.2;14.9;29.8;20.4;13.9;14.2
349;Mannen;35 tot 45 jaar;Ondergrens 95%-interval;2022;28.4;42.9;26.6;72.2;70.1;66.0;76.1;60.2;30.7;31.9;5.1;8.2;11.9;;;;;;;;;1.1;0.3;0.0;0.4;8.7;5.1;1.9;1.4;1.7;1.4;0.0;0.0;4.4;0.7;1.3;2.3;8.1;0.4;3.5;0.7;0.2;0.3;0.8;0.7;0.3;2.4;19.2;18.5;34.1;22.2;16.3;16.0
