ID;CharRegionalBusinessClassification;Periods;SicknessAbsenceRateTotal_1;SicknessAbsenceRate1stYear_2;SicknessAbsenceRate2ndYear_3;SicknessAbsenceRateTotal_4;SicknessAbsenceRate17Days_5;SicknessAbsenceRate842Days_6;SicknessAbsenceRate4391Days_7;SicknessAbsenceRate92182Days_8;SicknessAbsenceRate183365Days_9;SicknessAbsenceRate366730Days_10;SickLeaveFrequency_11;AverageDurationOfAbsenceTotal_12;AverageDurationOfAbsence1Year_13;AvgDurationOfAbsence1YrAnd2yr_14
186;Age category 30 - 35 yrs;2003 2nd quarter*;4.7;4.7;;4.7;0.9;1.5;1.1;0.9;0.4;;1.29;14.6;14.6;
187;Age category 30 - 35 yrs;2003 3rd quarter*;4.5;4.5;;4.5;0.8;1.3;0.9;1.0;0.5;;1.19;14.9;14.9;
188;Age category 30 - 35 yrs;2003 4th quarter*;5.8;5.8;;5.8;1.2;1.6;1.2;1.1;0.7;;1.71;12.2;12.2;
189;Age category 30 - 35 yrs;2003 annual figure*;5.0;5.0;;5.0;1.0;1.2;0.7;0.7;1.4;;1.49;13.5;13.5;
190;Age category 30 - 35 yrs;2004 1st quarter*;4.6;4.6;;4.6;1.1;1.4;1.0;0.7;0.5;;1.45;14.0;14.0;
191;Age category 30 - 35 yrs;2004 2nd quarter*;4.0;4.0;;4.0;0.7;1.2;1.0;0.7;0.4;;1.1;14.9;14.9;
192;Age category 30 - 35 yrs;2004 3rd quarter*;3.5;3.5;;3.5;0.6;1.0;0.7;0.7;0.4;;0.95;16.1;16.1;
193;Age category 30 - 35 yrs;2004 4th quarter*;4.1;4.1;;4.1;1.0;1.3;0.9;0.5;0.3;;1.41;14.9;14.9;
194;Age category 30 - 35 yrs;2004 annual figure*;4.0;4.0;;4.0;0.8;1.1;0.8;0.7;0.7;;1.23;14.9;14.9;
195;Age category 30 - 35 yrs;2005 1st quarter*;4.4;4.4;0.1;4.4;1.2;1.3;0.8;0.6;0.4;0.1;1.5;11.0;11.0;0.0
196;Age category 30 - 35 yrs;2005 2nd quarter*;3.5;3.4;0.0;3.5;0.6;1.0;0.7;0.6;0.4;0.2;0.93;14.1;14.0;0.1
197;Age category 30 - 35 yrs;2005 3rd quarter*;3.1;3.1;0.0;3.1;0.5;0.8;0.6;0.5;0.4;0.2;0.82;16.5;16.1;0.4
198;Age category 30 - 35 yrs;2005 4th quarter*;3.6;3.6;0.0;3.6;0.8;1.0;0.8;0.5;0.3;0.2;1.1;19.9;18.7;1.3
199;Age category 30 - 35 yrs;2005 annual figure*;3.7;3.6;0.0;3.7;0.8;0.9;0.6;0.5;0.5;0.3;1.09;15.4;14.9;0.5
200;Age category 35 - 40 yrs;2002 1st quarter*;6.5;6.5;;6.5;1.3;2.0;1.3;1.2;0.8;;1.69;17.2;17.2;
201;Age category 35 - 40 yrs;2002 2nd quarter*;5.6;5.6;;5.6;0.9;1.7;1.1;1.1;0.8;;1.27;18.6;18.6;
202;Age category 35 - 40 yrs;2002 3rd quarter*;4.9;4.9;;4.9;0.7;1.4;0.9;1.0;0.9;;1.06;20.5;20.5;
203;Age category 35 - 40 yrs;2002 4th quarter*;5.6;5.6;;5.6;1.1;1.7;1.1;0.9;0.7;;1.54;15.2;15.2;
204;Age category 35 - 40 yrs;2002 annual figure*;5.6;5.6;;5.6;0.9;1.4;0.8;0.9;1.5;;1.39;17.6;17.6;
205;Age category 35 - 40 yrs;2003 1st quarter*;5.2;5.2;;5.2;1.3;1.7;1.0;0.7;0.5;;1.76;14.0;14.0;
206;Age category 35 - 40 yrs;2003 2nd quarter*;4.8;4.8;;4.8;0.9;1.5;1.0;0.9;0.5;;1.26;15.6;15.6;
207;Age category 35 - 40 yrs;2003 3rd quarter*;4.3;4.3;;4.3;0.8;1.3;0.8;0.9;0.6;;1.12;15.9;15.9;
208;Age category 35 - 40 yrs;2003 4th quarter*;5.5;5.5;;5.5;1.2;1.7;1.1;0.9;0.7;;1.62;12.7;12.7;
209;Age category 35 - 40 yrs;2003 annual figure*;5.0;5.0;;5.0;1.0;1.3;0.7;0.7;1.4;;1.44;14.4;14.4;
210;Age category 35 - 40 yrs;2004 1st quarter*;4.9;4.9;;4.9;1.0;1.5;1.0;0.8;0.5;;1.41;15.2;15.2;
211;Age category 35 - 40 yrs;2004 2nd quarter*;4.3;4.3;;4.3;0.7;1.3;1.0;0.8;0.5;;1.06;16.0;16.0;
212;Age category 35 - 40 yrs;2004 3rd quarter*;3.7;3.7;;3.7;0.6;1.1;0.8;0.8;0.5;;0.88;18.0;18.0;
213;Age category 35 - 40 yrs;2004 4th quarter*;4.3;4.3;;4.3;1.0;1.4;0.9;0.6;0.4;;1.35;16.8;16.8;
214;Age category 35 - 40 yrs;2004 annual figure*;4.3;4.3;;4.3;0.8;1.2;0.8;0.7;0.8;;1.18;16.4;16.4;
215;Age category 35 - 40 yrs;2005 1st quarter*;5.1;5.1;0.1;5.1;1.2;1.6;0.9;0.8;0.6;0.1;1.59;11.9;11.9;0.0
216;Age category 35 - 40 yrs;2005 2nd quarter*;4.1;4.0;0.1;4.1;0.7;1.1;0.8;0.7;0.6;0.2;0.97;15.8;15.6;0.2
217;Age category 35 - 40 yrs;2005 3rd quarter*;3.5;3.5;0.1;3.5;0.5;1.0;0.7;0.6;0.5;0.3;0.81;18.2;17.7;0.5
218;Age category 35 - 40 yrs;2005 4th quarter*;4.1;4.0;0.1;4.1;0.8;1.2;0.8;0.6;0.4;0.3;1.12;22.1;20.5;1.6
219;Age category 35 - 40 yrs;2005 annual figure*;4.2;4.1;0.1;4.2;0.8;1.1;0.7;0.6;0.6;0.4;1.12;17.0;16.4;0.6
220;Age category 35 - 45 yrs;2002 1st quarter*;6.6;6.6;;6.6;1.2;2.0;1.3;1.2;0.9;;1.67;17.9;17.9;
221;Age category 35 - 45 yrs;2002 2nd quarter*;5.7;5.7;;5.7;0.8;1.7;1.1;1.2;0.9;;1.25;19.2;19.2;
222;Age category 35 - 45 yrs;2002 3rd quarter*;4.9;4.9;;4.9;0.7;1.4;0.9;1.0;0.9;;1.03;21.3;21.3;
223;Age category 35 - 45 yrs;2002 4th quarter*;5.7;5.7;;5.7;1.1;1.8;1.2;0.9;0.8;;1.51;15.7;15.7;
224;Age category 35 - 45 yrs;2002 annual figure*;5.7;5.7;;5.7;0.9;1.4;0.8;0.9;1.6;;1.36;18.2;18.2;
225;Age category 35 - 45 yrs;2003 1st quarter*;5.3;5.3;;5.3;1.3;1.8;1.0;0.7;0.5;;1.74;14.4;14.4;
226;Age category 35 - 45 yrs;2003 2nd quarter*;4.9;4.9;;4.9;0.9;1.6;1.1;0.9;0.5;;1.25;16.0;16.0;
227;Age category 35 - 45 yrs;2003 3rd quarter*;4.4;4.4;;4.4;0.7;1.3;0.9;0.9;0.6;;1.09;16.7;16.7;
228;Age category 35 - 45 yrs;2003 4th quarter*;5.5;5.5;;5.5;1.1;1.7;1.1;0.9;0.7;;1.6;13.0;13.0;
229;Age category 35 - 45 yrs;2003 annual figure*;5.0;5.0;;5.0;1.0;1.3;0.7;0.7;1.4;;1.42;14.8;14.8;
230;Age category 35 - 45 yrs;2004 1st quarter*;5.1;5.1;;5.1;1.0;1.6;1.1;0.8;0.6;;1.41;16.0;16.0;
231;Age category 35 - 45 yrs;2004 2nd quarter*;4.4;4.4;;4.4;0.7;1.4;1.0;0.9;0.5;;1.05;16.8;16.8;
232;Age category 35 - 45 yrs;2004 3rd quarter*;3.8;3.8;;3.8;0.6;1.1;0.8;0.8;0.6;;0.88;19.0;19.0;
233;Age category 35 - 45 yrs;2004 4th quarter*;4.4;4.4;;4.4;1.0;1.5;1.0;0.6;0.4;;1.33;17.6;17.6;
234;Age category 35 - 45 yrs;2004 annual figure*;4.4;4.4;;4.4;0.8;1.3;0.8;0.8;0.8;;1.17;17.2;17.2;
235;Age category 35 - 45 yrs;2005 1st quarter*;5.4;5.3;0.1;5.4;1.2;1.7;0.9;0.8;0.6;0.2;1.58;12.4;12.4;0.0
236;Age category 35 - 45 yrs;2005 2nd quarter*;4.3;4.2;0.1;4.3;0.6;1.2;0.8;0.7;0.6;0.3;0.98;16.5;16.2;0.2
237;Age category 35 - 45 yrs;2005 3rd quarter*;3.7;3.7;0.1;3.7;0.5;1.0;0.7;0.7;0.5;0.3;0.8;19.2;18.7;0.5
238;Age category 35 - 45 yrs;2005 4th quarter*;4.3;4.2;0.1;4.3;0.8;1.3;0.9;0.6;0.4;0.4;1.12;23.8;21.9;1.9
239;Age category 35 - 45 yrs;2005 annual figure*;4.4;4.3;0.1;4.4;0.8;1.2;0.7;0.7;0.7;0.5;1.12;18.0;17.3;0.7
240;Age category 40 - 45 yrs;2002 1st quarter*;6.7;6.7;;6.7;1.2;2.0;1.4;1.2;0.9;;1.64;18.6;18.6;
241;Age category 40 - 45 yrs;2002 2nd quarter*;5.8;5.8;;5.8;0.8;1.7;1.2;1.2;0.9;;1.23;19.9;19.9;
242;Age category 40 - 45 yrs;2002 3rd quarter*;5.0;5.0;;5.0;0.7;1.4;0.9;1.0;1.0;;1.0;22.2;22.2;
243;Age category 40 - 45 yrs;2002 4th quarter*;5.7;5.7;;5.7;1.0;1.8;1.2;0.9;0.8;;1.48;16.2;16.2;
244;Age category 40 - 45 yrs;2002 annual figure*;5.8;5.8;;5.8;0.9;1.5;0.8;0.9;1.7;;1.33;18.9;18.9;
245;Age category 40 - 45 yrs;2003 1st quarter*;5.4;5.4;;5.4;1.2;1.8;1.1;0.8;0.6;;1.73;14.9;14.9;
246;Age category 40 - 45 yrs;2003 2nd quarter*;5.0;5.0;;5.0;0.8;1.6;1.1;1.0;0.5;;1.24;16.4;16.4;
247;Age category 40 - 45 yrs;2003 3rd quarter*;4.5;4.5;;4.5;0.7;1.3;0.9;0.9;0.7;;1.06;17.6;17.6;
248;Age category 40 - 45 yrs;2003 4th quarter*;5.5;5.5;;5.5;1.1;1.7;1.1;0.9;0.7;;1.57;13.4;13.4;
249;Age category 40 - 45 yrs;2003 annual figure*;5.1;5.1;;5.1;0.9;1.3;0.7;0.7;1.5;;1.4;15.3;15.3;
250;Age category 40 - 45 yrs;2004 1st quarter*;5.3;5.3;;5.3;1.0;1.7;1.1;0.9;0.6;;1.41;16.9;16.9;
251;Age category 40 - 45 yrs;2004 2nd quarter*;4.6;4.6;;4.6;0.7;1.4;1.1;0.9;0.5;;1.04;17.8;17.8;
252;Age category 40 - 45 yrs;2004 3rd quarter*;3.9;3.9;;3.9;0.5;1.2;0.8;0.8;0.6;;0.87;20.0;20.0;
253;Age category 40 - 45 yrs;2004 4th quarter*;4.6;4.6;;4.6;0.9;1.5;1.0;0.6;0.5;;1.31;18.5;18.5;
254;Age category 40 - 45 yrs;2004 annual figure*;4.6;4.6;;4.6;0.8;1.3;0.8;0.8;0.9;;1.16;18.1;18.1;
255;Age category 40 - 45 yrs;2005 1st quarter*;5.6;5.5;0.1;5.6;1.2;1.7;1.0;0.9;0.7;0.2;1.58;13.0;13.0;0.0
256;Age category 40 - 45 yrs;2005 2nd quarter*;4.5;4.5;0.1;4.5;0.6;1.3;0.9;0.8;0.7;0.3;0.98;17.2;17.0;0.2
257;Age category 40 - 45 yrs;2005 3rd quarter*;3.9;3.8;0.1;3.9;0.5;1.1;0.7;0.7;0.6;0.4;0.79;20.3;19.7;0.6
258;Age category 40 - 45 yrs;2005 4th quarter*;4.5;4.4;0.1;4.5;0.8;1.3;0.9;0.6;0.5;0.4;1.11;25.6;23.5;2.2
259;Age category 40 - 45 yrs;2005 annual figure*;4.6;4.6;0.1;4.6;0.7;1.2;0.7;0.7;0.7;0.5;1.11;19.0;18.3;0.8
260;Age category 45 - 50 yrs;2002 1st quarter*;7.1;7.1;;7.1;1.1;2.1;1.5;1.3;1.0;;1.57;20.3;20.3;
261;Age category 45 - 50 yrs;2002 2nd quarter*;6.1;6.1;;6.1;0.8;1.7;1.2;1.3;1.1;;1.16;21.9;21.9;
262;Age category 45 - 50 yrs;2002 3rd quarter*;5.2;5.2;;5.2;0.6;1.4;1.0;1.1;1.1;;0.94;25.1;25.1;
263;Age category 45 - 50 yrs;2002 4th quarter*;6.0;6.0;;6.0;1.0;1.8;1.3;1.0;0.9;;1.42;17.9;17.9;
264;Age category 45 - 50 yrs;2002 annual figure*;6.1;6.1;;6.1;0.8;1.5;0.9;1.0;2.0;;1.27;20.9;20.9;
265;Age category 45 - 50 yrs;2003 1st quarter*;5.7;5.7;;5.7;1.2;1.9;1.1;0.8;0.7;;1.68;16.0;16.0;
266;Age category 45 - 50 yrs;2003 2nd quarter*;5.2;5.2;;5.2;0.8;1.6;1.1;1.0;0.6;;1.18;18.0;18.0;
267;Age category 45 - 50 yrs;2003 3rd quarter*;4.6;4.6;;4.6;0.7;1.3;0.9;1.0;0.7;;1.02;19.1;19.1;
268;Age category 45 - 50 yrs;2003 4th quarter*;5.7;5.7;;5.7;1.1;1.8;1.1;1.0;0.8;;1.53;14.4;14.4;
269;Age category 45 - 50 yrs;2003 annual figure*;5.3;5.3;;5.3;0.9;1.4;0.7;0.7;1.6;;1.35;16.6;16.6;
270;Age category 45 - 50 yrs;2004 1st quarter*;5.8;5.8;;5.8;1.0;1.8;1.3;1.0;0.7;;1.41;18.6;18.6;
271;Age category 45 - 50 yrs;2004 2nd quarter*;5.0;5.0;;5.0;0.6;1.5;1.2;1.0;0.6;;1.03;19.4;19.4;
272;Age category 45 - 50 yrs;2004 3rd quarter*;4.3;4.3;;4.3;0.5;1.3;0.9;0.9;0.7;;0.86;22.3;22.3;
273;Age category 45 - 50 yrs;2004 4th quarter*;5.0;5.0;;5.0;0.9;1.7;1.1;0.7;0.5;;1.28;20.7;20.7;
274;Age category 45 - 50 yrs;2004 annual figure*;5.0;5.0;;5.0;0.7;1.4;0.9;0.9;1.1;;1.14;20.1;20.1;
275;Age category 45 - 50 yrs;2005 1st quarter*;6.2;6.1;0.1;6.2;1.2;1.9;1.1;1.0;0.8;0.2;1.58;14.0;14.0;0.0
276;Age category 45 - 50 yrs;2005 2nd quarter*;5.1;5.0;0.1;5.1;0.6;1.4;1.0;0.9;0.8;0.4;0.99;19.0;18.7;0.2
277;Age category 45 - 50 yrs;2005 3rd quarter*;4.4;4.3;0.1;4.4;0.5;1.1;0.8;0.8;0.7;0.5;0.8;22.0;21.3;0.7
278;Age category 45 - 50 yrs;2005 4th quarter*;5.0;4.9;0.1;5.0;0.7;1.5;1.0;0.7;0.6;0.5;1.1;29.7;27.0;2.7
279;Age category 45 - 50 yrs;2005 annual figure*;5.2;5.1;0.1;5.2;0.7;1.3;0.8;0.8;0.8;0.7;1.12;21.2;20.3;0.9
280;Age category 45 - 55 yrs;2002 1st quarter*;7.2;7.2;;7.2;1.1;2.1;1.5;1.4;1.1;;1.52;21.7;21.7;
281;Age category 45 - 55 yrs;2002 2nd quarter*;6.2;6.2;;6.2;0.7;1.7;1.2;1.4;1.1;;1.11;23.3;23.3;
282;Age category 45 - 55 yrs;2002 3rd quarter*;5.4;5.4;;5.4;0.6;1.4;1.0;1.1;1.2;;0.91;26.7;26.7;
283;Age category 45 - 55 yrs;2002 4th quarter*;6.2;6.2;;6.2;0.9;1.9;1.3;1.1;1.0;;1.36;19.0;19.0;
284;Age category 45 - 55 yrs;2002 annual figure*;6.2;6.2;;6.2;0.8;1.5;0.9;1.0;2.1;;1.22;22.2;22.2;
285;Age category 45 - 55 yrs;2003 1st quarter*;5.8;5.8;;5.8;1.2;1.9;1.2;0.9;0.7;;1.63;17.0;17.0;
286;Age category 45 - 55 yrs;2003 2nd quarter*;5.3;5.3;;5.3;0.8;1.7;1.2;1.1;0.6;;1.13;19.0;19.0;
287;Age category 45 - 55 yrs;2003 3rd quarter*;4.8;4.8;;4.8;0.6;1.4;0.9;1.0;0.8;;0.98;20.3;20.3;
288;Age category 45 - 55 yrs;2003 4th quarter*;5.9;5.9;;5.9;1.0;1.8;1.1;1.0;0.9;;1.48;15.2;15.2;
289;Age category 45 - 55 yrs;2003 annual figure*;5.5;5.5;;5.5;0.9;1.4;0.7;0.8;1.8;;1.3;17.6;17.6;
290;Age category 45 - 55 yrs;2004 1st quarter*;6.0;6.0;;6.0;0.9;1.9;1.4;1.0;0.8;;1.4;19.7;19.7;
291;Age category 45 - 55 yrs;2004 2nd quarter*;5.2;5.2;;5.2;0.6;1.5;1.2;1.1;0.7;;1.0;20.6;20.6;
292;Age category 45 - 55 yrs;2004 3rd quarter*;4.6;4.6;;4.6;0.5;1.3;1.0;1.0;0.8;;0.85;23.6;23.6;
293;Age category 45 - 55 yrs;2004 4th quarter*;5.1;5.1;;5.1;0.9;1.7;1.2;0.8;0.6;;1.26;22.1;22.1;
294;Age category 45 - 55 yrs;2004 annual figure*;5.2;5.2;;5.2;0.7;1.5;1.0;0.9;1.2;;1.13;21.3;21.3;
295;Age category 45 - 55 yrs;2005 1st quarter*;6.5;6.4;0.1;6.5;1.1;2.0;1.2;1.1;0.9;0.2;1.57;14.7;14.6;0.0
296;Age category 45 - 55 yrs;2005 2nd quarter*;5.4;5.3;0.1;5.4;0.6;1.4;1.0;1.0;0.9;0.4;0.97;20.1;19.8;0.3
297;Age category 45 - 55 yrs;2005 3rd quarter*;4.7;4.6;0.1;4.7;0.5;1.2;0.9;0.9;0.8;0.5;0.79;23.6;22.8;0.8
298;Age category 45 - 55 yrs;2005 4th quarter*;5.3;5.2;0.1;5.3;0.7;1.5;1.0;0.8;0.7;0.6;1.09;32.8;29.5;3.2
299;Age category 45 - 55 yrs;2005 annual figure*;5.5;5.4;0.1;5.5;0.7;1.4;0.8;0.8;0.9;0.8;1.1;22.8;21.7;1.1
300;Age category 50 - 55 yrs;2002 1st quarter*;7.4;7.4;;7.4;1.0;2.2;1.5;1.4;1.2;;1.46;23.4;23.4;
301;Age category 50 - 55 yrs;2002 2nd quarter*;6.3;6.3;;6.3;0.7;1.7;1.3;1.5;1.2;;1.04;25.1;25.1;
302;Age category 50 - 55 yrs;2002 3rd quarter*;5.6;5.6;;5.6;0.6;1.5;1.0;1.2;1.3;;0.87;28.6;28.6;
303;Age category 50 - 55 yrs;2002 4th quarter*;6.3;6.3;;6.3;0.9;1.9;1.3;1.1;1.1;;1.3;20.3;20.3;
304;Age category 50 - 55 yrs;2002 annual figure*;6.4;6.4;;6.4;0.7;1.5;0.9;1.0;2.2;;1.17;23.9;23.9;
305;Age category 50 - 55 yrs;2003 1st quarter*;6.0;6.0;;6.0;1.1;2.0;1.2;0.9;0.8;;1.57;18.1;18.1;
306;Age category 50 - 55 yrs;2003 2nd quarter*;5.5;5.5;;5.5;0.7;1.7;1.2;1.2;0.7;;1.07;20.3;20.3;
307;Age category 50 - 55 yrs;2003 3rd quarter*;5.0;5.0;;5.0;0.6;1.4;1.0;1.1;0.9;;0.94;21.8;21.8;
308;Age category 50 - 55 yrs;2003 4th quarter*;6.1;6.1;;6.1;1.0;1.9;1.2;1.1;1.0;;1.42;16.3;16.3;
309;Age category 50 - 55 yrs;2003 annual figure*;5.7;5.7;;5.7;0.8;1.4;0.7;0.8;1.9;;1.25;18.8;18.8;
310;Age category 50 - 55 yrs;2004 1st quarter*;6.3;6.3;;6.3;0.9;2.0;1.5;1.1;0.9;;1.39;21.1;21.1;
311;Age category 50 - 55 yrs;2004 2nd quarter*;5.4;5.4;;5.4;0.6;1.6;1.3;1.2;0.8;;0.97;22.1;22.1;
312;Age category 50 - 55 yrs;2004 3rd quarter*;4.8;4.8;;4.8;0.5;1.3;1.0;1.1;0.9;;0.84;25.1;25.1;
313;Age category 50 - 55 yrs;2004 4th quarter*;5.3;5.3;;5.3;0.8;1.8;1.2;0.8;0.7;;1.23;23.8;23.8;
314;Age category 50 - 55 yrs;2004 annual figure*;5.5;5.5;;5.5;0.7;1.5;1.0;1.0;1.3;;1.11;22.9;22.9;
315;Age category 50 - 55 yrs;2005 1st quarter*;6.9;6.8;0.1;6.9;1.1;2.1;1.2;1.2;1.0;0.3;1.55;15.5;15.5;0.0
316;Age category 50 - 55 yrs;2005 2nd quarter*;5.7;5.6;0.1;5.7;0.6;1.5;1.1;1.1;1.0;0.5;0.95;21.3;21.0;0.3
317;Age category 50 - 55 yrs;2005 3rd quarter*;5.1;5.0;0.1;5.1;0.5;1.2;0.9;1.0;0.9;0.6;0.78;25.5;24.6;0.9
318;Age category 50 - 55 yrs;2005 4th quarter*;5.7;5.6;0.1;5.7;0.7;1.6;1.1;0.9;0.7;0.7;1.08;36.3;32.4;3.9
319;Age category 50 - 55 yrs;2005 annual figure*;5.8;5.7;0.1;5.8;0.7;1.4;0.9;0.9;1.1;0.9;1.09;24.7;23.4;1.3
320;Age category 55 - 60 yrs;2002 1st quarter*;7.7;7.7;;7.7;0.9;2.2;1.6;1.6;1.4;;1.32;26.4;26.4;
321;Age category 55 - 60 yrs;2002 2nd quarter*;6.6;6.6;;6.6;0.6;1.7;1.3;1.6;1.4;;0.91;29.6;29.6;
322;Age category 55 - 60 yrs;2002 3rd quarter*;5.8;5.8;;5.8;0.5;1.4;1.1;1.2;1.5;;0.77;33.2;33.2;
323;Age category 55 - 60 yrs;2002 4th quarter*;6.5;6.5;;6.5;0.8;1.9;1.3;1.2;1.3;;1.16;23.6;23.6;
324;Age category 55 - 60 yrs;2002 annual figure*;6.6;6.6;;6.6;0.6;1.5;0.9;1.1;2.5;;1.04;27.6;27.6;
325;Age category 55 - 60 yrs;2003 1st quarter*;6.0;6.0;;6.0;1.0;2.0;1.3;1.0;0.8;;1.4;20.4;20.4;
326;Age category 55 - 60 yrs;2003 2nd quarter*;5.6;5.6;;5.6;0.6;1.6;1.2;1.3;0.8;;0.93;22.9;22.9;
327;Age category 55 - 60 yrs;2003 3rd quarter*;5.1;5.1;;5.1;0.5;1.4;1.0;1.2;1.0;;0.83;24.8;24.8;
328;Age category 55 - 60 yrs;2003 4th quarter*;6.3;6.3;;6.3;0.9;1.9;1.2;1.2;1.1;;1.28;18.4;18.4;
329;Age category 55 - 60 yrs;2003 annual figure*;5.8;5.8;;5.8;0.7;1.4;0.8;0.8;2.1;;1.11;21.2;21.2;
330;Age category 55 - 60 yrs;2004 1st quarter*;6.7;6.7;;6.7;0.8;2.0;1.5;1.2;1.0;;1.28;23.7;23.7;
331;Age category 55 - 60 yrs;2004 2nd quarter*;5.6;5.6;;5.6;0.5;1.6;1.3;1.3;0.9;;0.88;25.3;25.3;
332;Age category 55 - 60 yrs;2004 3rd quarter*;5.1;5.1;;5.1;0.4;1.4;1.1;1.2;1.0;;0.77;28.6;28.6;
333;Age category 55 - 60 yrs;2004 4th quarter*;5.6;5.6;;5.6;0.7;1.8;1.3;0.9;0.8;;1.12;27.4;27.4;
334;Age category 55 - 60 yrs;2004 annual figure*;5.7;5.7;;5.7;0.6;1.5;1.1;1.1;1.5;;1.01;26.1;26.1;
335;Age category 55 - 60 yrs;2005 1st quarter*;7.6;7.4;0.2;7.6;1.0;2.3;1.4;1.4;1.1;0.3;1.48;17.7;17.6;0.1
336;Age category 55 - 60 yrs;2005 2nd quarter*;6.3;6.2;0.1;6.3;0.5;1.6;1.2;1.3;1.2;0.6;0.89;24.8;24.4;0.4
337;Age category 55 - 60 yrs;2005 3rd quarter*;5.7;5.5;0.1;5.7;0.4;1.3;1.0;1.1;1.1;0.7;0.73;28.6;27.5;1.1
338;Age category 55 - 60 yrs;2005 4th quarter*;6.2;6.0;0.2;6.2;0.6;1.6;1.2;1.0;0.9;0.9;0.99;42.9;38.1;4.7
339;Age category 55 - 60 yrs;2005 annual figure*;6.4;6.3;0.2;6.4;0.6;1.5;1.0;1.0;1.2;1.1;1.03;28.5;26.9;1.6
340;Age category 55 - 65 yrs;2002 1st quarter*;7.3;7.3;;7.3;0.8;2.0;1.5;1.5;1.4;;1.22;26.8;26.8;
341;Age category 55 - 65 yrs;2002 2nd quarter*;6.2;6.2;;6.2;0.5;1.6;1.2;1.5;1.4;;0.84;30.2;30.2;
342;Age category 55 - 65 yrs;2002 3rd quarter*;5.5;5.5;;5.5;0.4;1.3;1.0;1.2;1.5;;0.71;34.3;34.3;
343;Age category 55 - 65 yrs;2002 4th quarter*;6.1;6.1;;6.1;0.7;1.8;1.3;1.1;1.2;;1.07;24.2;24.2;
344;Age category 55 - 65 yrs;2002 annual figure*;6.3;6.3;;6.3;0.6;1.4;0.9;1.0;2.4;;0.96;28.2;28.2;
345;Age category 55 - 65 yrs;2003 1st quarter*;5.7;5.7;;5.7;0.9;1.9;1.2;0.9;0.8;;1.3;21.0;21.0;
346;Age category 55 - 65 yrs;2003 2nd quarter*;5.3;5.3;;5.3;0.6;1.5;1.2;1.2;0.8;;0.87;23.5;23.5;
347;Age category 55 - 65 yrs;2003 3rd quarter*;4.9;4.9;;4.9;0.5;1.3;1.0;1.1;1.0;;0.77;25.4;25.4;
348;Age category 55 - 65 yrs;2003 4th quarter*;6.0;6.0;;6.0;0.8;1.8;1.2;1.1;1.1;;1.19;18.8;18.8;
349;Age category 55 - 65 yrs;2003 annual figure*;5.5;5.5;;5.5;0.7;1.3;0.7;0.8;2.0;;1.03;21.8;21.8;
350;Age category 55 - 65 yrs;2004 1st quarter*;6.4;6.4;;6.4;0.8;1.9;1.5;1.2;1.0;;1.19;24.5;24.5;
351;Age category 55 - 65 yrs;2004 2nd quarter*;5.4;5.4;;5.4;0.5;1.5;1.3;1.3;0.9;;0.82;26.3;26.3;
352;Age category 55 - 65 yrs;2004 3rd quarter*;4.9;4.9;;4.9;0.4;1.3;1.0;1.1;1.0;;0.71;29.7;29.7;
353;Age category 55 - 65 yrs;2004 4th quarter*;5.4;5.4;;5.4;0.7;1.7;1.3;0.9;0.8;;1.04;28.3;28.3;
354;Age category 55 - 65 yrs;2004 annual figure*;5.5;5.5;;5.5;0.6;1.4;1.0;1.0;1.5;;0.94;27.0;27.0;
355;Age category 55 - 65 yrs;2005 1st quarter*;7.3;7.2;0.2;7.3;0.9;2.2;1.4;1.3;1.1;0.3;1.38;18.4;18.3;0.1
356;Age category 55 - 65 yrs;2005 2nd quarter*;6.1;6.0;0.1;6.1;0.5;1.5;1.2;1.3;1.2;0.6;0.82;25.9;25.4;0.5
357;Age category 55 - 65 yrs;2005 3rd quarter*;5.5;5.3;0.1;5.5;0.4;1.2;1.0;1.1;1.1;0.7;0.68;29.7;28.5;1.2
358;Age category 55 - 65 yrs;2005 4th quarter*;6.0;5.8;0.2;6.0;0.6;1.5;1.1;1.0;0.9;0.8;0.92;44.2;39.3;4.9
359;Age category 55 - 65 yrs;2005 annual figure*;6.2;6.1;0.1;6.2;0.6;1.4;0.9;1.0;1.2;1.0;0.95;29.5;27.9;1.6
360;Age category 60 - 65 yrs;2002 1st quarter*;5.7;5.7;;5.7;0.6;1.5;1.2;1.2;1.2;;0.88;29.0;29.0;
361;Age category 60 - 65 yrs;2002 2nd quarter*;4.9;4.9;;4.9;0.4;1.2;1.0;1.2;1.2;;0.59;33.5;33.5;
362;Age category 60 - 65 yrs;2002 3rd quarter*;4.2;4.2;;4.2;0.3;1.0;0.8;1.0;1.2;;0.47;41.2;41.2;
363;Age category 60 - 65 yrs;2002 4th quarter*;4.4;4.4;;4.4;0.4;1.2;0.9;0.8;1.0;;0.69;28.2;28.2;
364;Age category 60 - 65 yrs;2002 annual figure*;4.9;4.9;;4.9;0.4;1.0;0.7;0.8;1.9;;0.66;32.0;32.0;
365;Age category 60 - 65 yrs;2003 1st quarter*;4.6;4.6;;4.6;0.6;1.4;1.0;0.8;0.8;;0.93;23.9;23.9;
366;Age category 60 - 65 yrs;2003 2nd quarter*;4.3;4.3;;4.3;0.4;1.2;0.9;1.0;0.8;;0.62;26.6;26.6;
