ID;SectorBranchesSIC2008;CompanySize;InternationalityOfCompany;CharacteristicsOfJobsAndEmployees;Periods;Jobs_1;LabourVolume_2;HourlyWage_3;PerJobPerWeekIncludingOvertime_4;PerJobPerWeekExcludingOvertime_5
272;A-U All economic activities;Total employed persons;Domestic control;55 years or older;2012;192.0;156.0;23.3;32.1;31.5
273;A-U All economic activities;Total employed persons;Domestic control;55 years or older;2013;180.0;147.0;23.7;32.4;31.8
274;A-U All economic activities;Total employed persons;Domestic control;55 years or older;2014;203.0;164.0;23.7;32.3;31.6
275;A-U All economic activities;Total employed persons;Domestic control;55 years or older;2015;220.0;178.0;24.3;32.3;31.6
276;A-U All economic activities;Total employed persons;Domestic control;55 years or older;2016;230.0;187.0;24.2;32.6;31.8
277;A-U All economic activities;Total employed persons;Domestic control;55 years or older;2017;252.0;206.0;24.0;32.6;31.8
278;A-U All economic activities;Total employed persons;Domestic control;55 years or older;2018;237.0;190.0;26.4;31.8;31.2
279;A-U All economic activities;Total employed persons;Domestic control;1 Lower education;2010;;;;;
280;A-U All economic activities;Total employed persons;Domestic control;1 Lower education;2011;;;;;
281;A-U All economic activities;Total employed persons;Domestic control;1 Lower education;2012;;;;;
282;A-U All economic activities;Total employed persons;Domestic control;1 Lower education;2013;371.0;237.0;12.2;22.2;21.7
283;A-U All economic activities;Total employed persons;Domestic control;1 Lower education;2014;384.0;243.0;12.2;21.9;21.4
284;A-U All economic activities;Total employed persons;Domestic control;1 Lower education;2015;403.0;251.0;12.1;21.4;20.9
285;A-U All economic activities;Total employed persons;Domestic control;1 Lower education;2016;397.0;247.0;11.6;21.2;20.7
286;A-U All economic activities;Total employed persons;Domestic control;1 Lower education;2017;412.0;258.0;11.6;21.3;20.8
287;A-U All economic activities;Total employed persons;Domestic control;1 Lower education;2018;411.0;261.0;11.9;21.8;21.3
288;A-U All economic activities;Total employed persons;Domestic control;2 Intermediate education;2010;;;;;
289;A-U All economic activities;Total employed persons;Domestic control;2 Intermediate education;2011;;;;;
290;A-U All economic activities;Total employed persons;Domestic control;2 Intermediate education;2012;;;;;
291;A-U All economic activities;Total employed persons;Domestic control;2 Intermediate education;2013;558.0;414.0;15.6;26.4;25.9
292;A-U All economic activities;Total employed persons;Domestic control;2 Intermediate education;2014;610.0;449.0;15.5;25.8;25.3
293;A-U All economic activities;Total employed persons;Domestic control;2 Intermediate education;2015;646.0;475.0;15.6;25.6;25.2
294;A-U All economic activities;Total employed persons;Domestic control;2 Intermediate education;2016;639.0;476.0;15.3;26.0;25.5
295;A-U All economic activities;Total employed persons;Domestic control;2 Intermediate education;2017;688.0;516.0;15.1;26.3;25.9
296;A-U All economic activities;Total employed persons;Domestic control;2 Intermediate education;2018;724.0;539.0;15.6;26.7;26.2
297;A-U All economic activities;Total employed persons;Domestic control;3 Higher education;2010;;;;;
298;A-U All economic activities;Total employed persons;Domestic control;3 Higher education;2011;;;;;
299;A-U All economic activities;Total employed persons;Domestic control;3 Higher education;2012;;;;;
300;A-U All economic activities;Total employed persons;Domestic control;3 Higher education;2013;315.0;274.0;25.4;31.6;31.4
301;A-U All economic activities;Total employed persons;Domestic control;3 Higher education;2014;350.0;299.0;24.9;30.9;30.7
302;A-U All economic activities;Total employed persons;Domestic control;3 Higher education;2015;369.0;317.0;25.4;30.9;30.7
303;A-U All economic activities;Total employed persons;Domestic control;3 Higher education;2016;365.0;320.0;25.6;31.8;31.6
304;A-U All economic activities;Total employed persons;Domestic control;3 Higher education;2017;383.0;336.0;25.6;31.9;31.7
305;A-U All economic activities;Total employed persons;Domestic control;3 Higher education;2018;454.0;398.0;25.3;32.0;31.9
306;A-U All economic activities;Total employed persons;Domestic control;Low (among lowest 30 percent);2010;;;;;
307;A-U All economic activities;Total employed persons;Domestic control;Low (among lowest 30 percent);2011;;;;;
308;A-U All economic activities;Total employed persons;Domestic control;Low (among lowest 30 percent);2012;341.0;158.0;8.96;17.9;17.6
309;A-U All economic activities;Total employed persons;Domestic control;Low (among lowest 30 percent);2013;324.0;150.0;9.01;18.4;18.1
310;A-U All economic activities;Total employed persons;Domestic control;Low (among lowest 30 percent);2014;345.0;157.0;8.91;18.3;17.9
311;A-U All economic activities;Total employed persons;Domestic control;Low (among lowest 30 percent);2015;372.0;170.0;8.95;18.2;17.8
312;A-U All economic activities;Total employed persons;Domestic control;Low (among lowest 30 percent);2016;374.0;168.0;8.65;17.8;17.5
313;A-U All economic activities;Total employed persons;Domestic control;Low (among lowest 30 percent);2017;396.0;182.0;8.74;18.1;17.8
314;A-U All economic activities;Total employed persons;Domestic control;Low (among lowest 30 percent);2018;428.0;204.0;9.19;18.8;18.4
315;A-U All economic activities;Total employed persons;Domestic control;Wage: middle;2010;;;;;
316;A-U All economic activities;Total employed persons;Domestic control;Wage: middle;2011;;;;;
317;A-U All economic activities;Total employed persons;Domestic control;Wage: middle;2012;713.0;580.0;16.9;32.2;31.5
318;A-U All economic activities;Total employed persons;Domestic control;Wage: middle;2013;657.0;530.0;17.3;32.2;31.5
319;A-U All economic activities;Total employed persons;Domestic control;Wage: middle;2014;708.0;564.0;17.2;31.9;31.1
320;A-U All economic activities;Total employed persons;Domestic control;Wage: middle;2015;747.0;596.0;17.4;31.9;31.2
321;A-U All economic activities;Total employed persons;Domestic control;Wage: middle;2016;726.0;590.0;17.3;32.5;31.7
322;A-U All economic activities;Total employed persons;Domestic control;Wage: middle;2017;766.0;626.0;17.4;32.6;31.8
323;A-U All economic activities;Total employed persons;Domestic control;Wage: middle;2018;825.0;678.0;17.8;32.9;32.1
324;A-U All economic activities;Total employed persons;Domestic control;High (among highest 20 percent);2010;;;;;
325;A-U All economic activities;Total employed persons;Domestic control;High (among highest 20 percent);2011;;;;;
326;A-U All economic activities;Total employed persons;Domestic control;High (among highest 20 percent);2012;291.0;269.0;36.9;36.4;36.1
327;A-U All economic activities;Total employed persons;Domestic control;High (among highest 20 percent);2013;263.0;244.0;37.6;36.7;36.4
328;A-U All economic activities;Total employed persons;Domestic control;High (among highest 20 percent);2014;292.0;270.0;37.6;36.5;36.2
329;A-U All economic activities;Total employed persons;Domestic control;High (among highest 20 percent);2015;299.0;277.0;38.7;36.4;36.1
330;A-U All economic activities;Total employed persons;Domestic control;High (among highest 20 percent);2016;302.0;285.0;38.5;37.2;36.9
331;A-U All economic activities;Total employed persons;Domestic control;High (among highest 20 percent);2017;322.0;303.0;38.6;37.1;36.8
332;A-U All economic activities;Total employed persons;Domestic control;High (among highest 20 percent);2018;335.0;316.0;39.3;37.1;36.9
333;A-U All economic activities;Total employed persons;Domestic control;Dutch;2010;;;;;
334;A-U All economic activities;Total employed persons;Domestic control;Dutch;2011;;;;;
335;A-U All economic activities;Total employed persons;Domestic control;Dutch;2012;1259.0;940.0;21.2;29.4;28.9
336;A-U All economic activities;Total employed persons;Domestic control;Dutch;2013;1161.0;860.0;21.4;29.5;29.0
337;A-U All economic activities;Total employed persons;Domestic control;Dutch;2014;1241.0;911.0;21.6;29.2;28.7
338;A-U All economic activities;Total employed persons;Domestic control;Dutch;2015;1306.0;955.0;21.9;29.0;28.5
339;A-U All economic activities;Total employed persons;Domestic control;Dutch;2016;1283.0;948.0;22.0;29.3;28.8
340;A-U All economic activities;Total employed persons;Domestic control;Dutch;2017;1346.0;998.0;22.2;29.3;28.9
341;A-U All economic activities;Total employed persons;Domestic control;Dutch;2018;1416.0;1057.0;22.5;29.6;29.1
342;A-U All economic activities;Total employed persons;Domestic control;Belgian;2010;;;;;
343;A-U All economic activities;Total employed persons;Domestic control;Belgian;2011;;;;;
344;A-U All economic activities;Total employed persons;Domestic control;Belgian;2012;4.0;4.0;26.6;33.0;32.5
345;A-U All economic activities;Total employed persons;Domestic control;Belgian;2013;4.0;3.0;27.5;34.0;33.4
346;A-U All economic activities;Total employed persons;Domestic control;Belgian;2014;4.0;4.0;27.2;34.5;33.6
347;A-U All economic activities;Total employed persons;Domestic control;Belgian;2015;5.0;4.0;28.4;34.4;33.6
348;A-U All economic activities;Total employed persons;Domestic control;Belgian;2016;5.0;4.0;28.6;35.2;34.3
349;A-U All economic activities;Total employed persons;Domestic control;Belgian;2017;5.0;4.0;29.1;34.9;34.2
350;A-U All economic activities;Total employed persons;Domestic control;Belgian;2018;5.0;4.0;26.5;33.8;33.3
351;A-U All economic activities;Total employed persons;Domestic control;British;2010;;;;;
352;A-U All economic activities;Total employed persons;Domestic control;British;2011;;;;;
353;A-U All economic activities;Total employed persons;Domestic control;British;2012;4.0;4.0;42.9;34.5;34.2
354;A-U All economic activities;Total employed persons;Domestic control;British;2013;4.0;4.0;45.8;35.1;34.7
355;A-U All economic activities;Total employed persons;Domestic control;British;2014;4.0;4.0;46.1;34.6;34.2
356;A-U All economic activities;Total employed persons;Domestic control;British;2015;4.0;4.0;47.0;34.5;34.1
357;A-U All economic activities;Total employed persons;Domestic control;British;2016;4.0;4.0;44.5;34.7;34.3
358;A-U All economic activities;Total employed persons;Domestic control;British;2017;4.0;4.0;41.0;34.5;34.2
359;A-U All economic activities;Total employed persons;Domestic control;British;2018;5.0;4.0;38.8;34.3;34.0
360;A-U All economic activities;Total employed persons;Domestic control;German;2010;;;;;
361;A-U All economic activities;Total employed persons;Domestic control;German;2011;;;;;
362;A-U All economic activities;Total employed persons;Domestic control;German;2012;10.0;8.0;19.7;33.0;32.0
363;A-U All economic activities;Total employed persons;Domestic control;German;2013;8.0;7.0;21.1;33.7;32.7
364;A-U All economic activities;Total employed persons;Domestic control;German;2014;9.0;7.0;21.5;34.1;33.2
365;A-U All economic activities;Total employed persons;Domestic control;German;2015;9.0;7.0;22.6;34.1;33.1
366;A-U All economic activities;Total employed persons;Domestic control;German;2016;9.0;8.0;22.7;34.4;33.5
367;A-U All economic activities;Total employed persons;Domestic control;German;2017;9.0;8.0;22.9;34.4;33.5
368;A-U All economic activities;Total employed persons;Domestic control;German;2018;8.0;7.0;23.6;32.7;32.2
369;A-U All economic activities;Total employed persons;Domestic control;Indian;2010;;;;;
370;A-U All economic activities;Total employed persons;Domestic control;Indian;2011;;;;;
371;A-U All economic activities;Total employed persons;Domestic control;Indian;2012;1.0;1.0;;;
372;A-U All economic activities;Total employed persons;Domestic control;Indian;2013;1.0;1.0;;;
373;A-U All economic activities;Total employed persons;Domestic control;Indian;2014;1.0;1.0;;;
374;A-U All economic activities;Total employed persons;Domestic control;Indian;2015;1.0;1.0;31.3;37.7;37.5
375;A-U All economic activities;Total employed persons;Domestic control;Indian;2016;1.0;1.0;29.7;38.0;37.9
376;A-U All economic activities;Total employed persons;Domestic control;Indian;2017;2.0;2.0;28.9;38.1;38.0
377;A-U All economic activities;Total employed persons;Domestic control;Indian;2018;2.0;2.0;27.9;37.7;37.5
378;A-U All economic activities;Total employed persons;Domestic control;Polish;2010;;;;;
379;A-U All economic activities;Total employed persons;Domestic control;Polish;2011;;;;;
380;A-U All economic activities;Total employed persons;Domestic control;Polish;2012;23.0;18.0;11.7;32.3;31.1
381;A-U All economic activities;Total employed persons;Domestic control;Polish;2013;19.0;15.0;12.6;32.4;31.3
382;A-U All economic activities;Total employed persons;Domestic control;Polish;2014;30.0;24.0;11.9;33.6;32.2
383;A-U All economic activities;Total employed persons;Domestic control;Polish;2015;32.0;26.0;12.4;33.6;32.1
384;A-U All economic activities;Total employed persons;Domestic control;Polish;2016;36.0;30.0;12.5;34.6;33.1
385;A-U All economic activities;Total employed persons;Domestic control;Polish;2017;41.0;35.0;12.7;35.2;33.6
386;A-U All economic activities;Total employed persons;Domestic control;Polish;2018;61.0;51.0;12.8;34.9;33.0
387;A-U All economic activities;Total employed persons;Domestic control;Other;2010;;;;;
388;A-U All economic activities;Total employed persons;Domestic control;Other;2011;;;;;
389;A-U All economic activities;Total employed persons;Domestic control;Other;2012;45.0;33.0;20.3;28.7;28.2
390;A-U All economic activities;Total employed persons;Domestic control;Other;2013;48.0;35.0;20.1;29.6;29.0
391;A-U All economic activities;Total employed persons;Domestic control;Other;2014;55.0;41.0;19.5;30.1;29.4
392;A-U All economic activities;Total employed persons;Domestic control;Other;2015;61.0;46.0;19.6;30.4;29.7
393;A-U All economic activities;Total employed persons;Domestic control;Other;2016;63.0;49.0;19.1;31.2;30.4
394;A-U All economic activities;Total employed persons;Domestic control;Other;2017;76.0;60.0;18.4;31.9;31.0
395;A-U All economic activities;Total employed persons;Domestic control;Other;2018;92.0;73.0;19.2;32.4;31.3
396;A-U All economic activities;Total employed persons;Foreign control;Total;2010;;;;;
397;A-U All economic activities;Total employed persons;Foreign control;Total;2011;;;;;
398;A-U All economic activities;Total employed persons;Foreign control;Total;2012;892.0;753.0;23.4;33.8;33.2
399;A-U All economic activities;Total employed persons;Foreign control;Total;2013;910.0;769.0;23.6;33.9;33.3
400;A-U All economic activities;Total employed persons;Foreign control;Total;2014;922.0;776.0;23.9;33.8;33.1
401;A-U All economic activities;Total employed persons;Foreign control;Total;2015;954.0;801.0;24.6;33.7;33.1
402;A-U All economic activities;Total employed persons;Foreign control;Total;2016;1016.0;856.0;24.2;33.7;33.2
403;A-U All economic activities;Total employed persons;Foreign control;Total;2017;1056.0;889.0;24.5;33.6;33.1
404;A-U All economic activities;Total employed persons;Foreign control;Total;2018;1092.0;925.0;25.1;33.8;33.3
405;A-U All economic activities;Total employed persons;Foreign control;Specified time;2010;;;;;
406;A-U All economic activities;Total employed persons;Foreign control;Specified time;2011;;;;;
407;A-U All economic activities;Total employed persons;Foreign control;Specified time;2012;231.0;164.0;16.9;28.7;27.8
408;A-U All economic activities;Total employed persons;Foreign control;Specified time;2013;244.0;172.0;16.9;28.5;27.7
409;A-U All economic activities;Total employed persons;Foreign control;Specified time;2014;257.0;179.0;17.0;28.3;27.4
410;A-U All economic activities;Total employed persons;Foreign control;Specified time;2015;281.0;196.0;17.2;28.2;27.4
411;A-U All economic activities;Total employed persons;Foreign control;Specified time;2016;326.0;233.0;16.9;28.7;28.1
412;A-U All economic activities;Total employed persons;Foreign control;Specified time;2017;344.0;245.0;17.0;28.5;28.0
