ID;BedrijfstakkenBranchesSBI2008;Perioden;TotaalAantalBedrijven_1;k_1WerkzamePersoon_2;k_2WerkzamePersonen_3;k_3Tot5WerkzamePersonen_4;k_5Tot10WerkzamePersonen_5;k_10Tot20WerkzamePersonen_6;k_20Tot50WerkzamePersonen_7;k_50Tot100WerkzamePersonen_8;k_100WerkzamePersonenOfMeer_9;NatuurlijkePersonen_10;Rechtspersonen_11
3764;479 Detailhandel, geen winkel of markt;2010;10760;7720;2320;435;170;70;30;5;10;9940;825
3765;4791 Postorderbedrijven, internetwinkels;2006;2070;1415;530;55;25;15;15;5;10;1835;235
3766;4791 Postorderbedrijven, internetwinkels;2007;3120;2225;655;155;35;20;10;10;10;2830;290
3767;4791 Postorderbedrijven, internetwinkels;2008;4380;3195;930;170;35;20;20;5;10;4005;375
3768;4791 Postorderbedrijven, internetwinkels;2009;5950;4305;1350;200;40;20;20;5;10;5490;460
3769;4791 Postorderbedrijven, internetwinkels;2010;6975;5180;1525;175;40;20;20;5;10;6465;515
3770;47991 Colportage;2006;185;100;70;5;5;0;0;0;0;175;10
3771;47991 Colportage;2007;185;115;55;10;5;0;0;0;0;175;10
3772;47991 Colportage;2008;175;130;35;5;0;5;0;0;0;160;15
3773;47991 Colportage;2009;155;110;30;5;5;0;0;0;0;140;15
3774;47991 Colportage;2010;150;105;30;10;5;0;0;0;0;135;10
3775;47992 Straathandel;2006;1025;480;450;55;30;5;5;0;0;1000;25
3776;47992 Straathandel;2007;1020;545;350;80;35;5;5;0;0;995;25
3777;47992 Straathandel;2008;980;545;315;80;30;10;5;0;0;950;25
3778;47992 Straathandel;2009;940;535;290;75;25;10;5;0;0;910;30
3779;47992 Straathandel;2010;915;525;275;70;25;10;5;0;0;885;30
3780;47999 Overige detailhandel;2006;2665;1695;670;170;80;40;10;0;0;2415;250
3781;47999 Overige detailhandel;2007;2775;1915;500;205;100;40;10;0;0;2520;255
3782;47999 Overige detailhandel;2008;2800;1990;485;195;80;35;10;0;0;2545;255
3783;47999 Overige detailhandel;2009;2785;1950;500;185;105;40;5;0;0;2525;260
3784;47999 Overige detailhandel;2010;2720;1910;485;180;100;40;5;0;0;2455;265
3785;H Vervoer en opslag;2006;23680;8750;6395;2335;2325;1675;1350;505;350;15960;7720
3786;H Vervoer en opslag;2007;24485;9745;5245;2725;2610;1790;1460;525;380;16600;7885
3787;H Vervoer en opslag;2008;25300;10810;5320;2635;2505;1735;1460;485;350;17130;8170
3788;H Vervoer en opslag;2009;26145;11220;5465;2705;2545;1785;1480;520;425;17820;8325
3789;H Vervoer en opslag;2010;26300;11605;5580;2645;2430;1710;1435;495;405;17900;8400
3790;49 Vervoer over land;2006;12805;4725;2870;1200;1340;1140;970;370;190;8565;4235
3791;49 Vervoer over land;2007;12990;5050;2245;1370;1485;1195;1050;380;220;8760;4230
3792;49 Vervoer over land;2008;13280;5440;2280;1355;1395;1200;1040;355;205;8920;4360
3793;49 Vervoer over land;2009;13435;5430;2320;1395;1435;1190;1035;375;255;9020;4415
3794;49 Vervoer over land;2010;13340;5500;2405;1355;1355;1130;1000;355;240;8960;4380
3795;491 Personenvervoer per spoor,geen tram;2006;15;0;5;0;0;0;0;5;5;0;15
3796;491 Personenvervoer per spoor,geen tram;2007;15;0;5;0;5;0;0;0;5;0;15
3797;491 Personenvervoer per spoor,geen tram;2008;15;0;5;0;0;5;0;0;5;0;15
3798;491 Personenvervoer per spoor,geen tram;2009;15;0;0;0;0;0;0;0;5;0;15
3799;491 Personenvervoer per spoor,geen tram;2010;15;5;5;0;0;0;0;0;5;0;15
3800;4910 Personenvervoer per spoor,geen tram;2006;15;0;5;0;0;0;0;5;5;0;15
3801;4910 Personenvervoer per spoor,geen tram;2007;15;0;5;0;5;0;0;0;5;0;15
3802;4910 Personenvervoer per spoor,geen tram;2008;15;0;5;0;0;5;0;0;5;0;15
3803;4910 Personenvervoer per spoor,geen tram;2009;15;0;0;0;0;0;0;0;5;0;15
3804;4910 Personenvervoer per spoor,geen tram;2010;15;5;5;0;0;0;0;0;5;0;15
3805;492 Goederenvervoer per spoor;2006;5;0;0;0;0;0;0;0;0;0;5
3806;492 Goederenvervoer per spoor;2007;5;0;0;0;0;0;0;0;0;0;5
3807;492 Goederenvervoer per spoor;2008;0;0;0;0;0;0;0;0;0;0;0
3808;492 Goederenvervoer per spoor;2009;0;0;0;0;0;0;0;0;0;0;0
3809;492 Goederenvervoer per spoor;2010;0;0;0;0;0;0;0;0;0;0;0
3810;4920 Goederenvervoer per spoor;2006;5;0;0;0;0;0;0;0;0;0;5
3811;4920 Goederenvervoer per spoor;2007;5;0;0;0;0;0;0;0;0;0;5
3812;4920 Goederenvervoer per spoor;2008;0;0;0;0;0;0;0;0;0;0;0
3813;4920 Goederenvervoer per spoor;2009;0;0;0;0;0;0;0;0;0;0;0
3814;4920 Goederenvervoer per spoor;2010;0;0;0;0;0;0;0;0;0;0;0
3815;493 Personenvervoer over de weg;2006;4020;2035;890;310;230;245;195;75;40;3285;735
3816;493 Personenvervoer over de weg;2007;4115;2110;690;400;330;235;220;90;40;3370;745
3817;493 Personenvervoer over de weg;2008;4255;2230;700;415;330;250;215;85;35;3495;760
3818;493 Personenvervoer over de weg;2009;4435;2235;780;455;355;250;225;85;45;3650;780
3819;493 Personenvervoer over de weg;2010;4470;2250;870;440;330;240;215;75;45;3690;785
3820;4931 Openbaar vervoer binnen steden;2006;0;0;0;0;0;0;0;0;0;0;0
3821;4931 Openbaar vervoer binnen steden;2007;0;0;0;0;0;0;0;0;0;0;0
3822;4931 Openbaar vervoer binnen steden;2008;5;0;0;0;0;0;0;0;0;0;5
3823;4931 Openbaar vervoer binnen steden;2009;0;0;0;0;0;0;0;0;0;0;0
3824;4931 Openbaar vervoer binnen steden;2010;5;0;0;0;0;0;0;0;0;0;5
3825;4932 Vervoer per taxi;2006;3620;1895;825;280;200;195;145;60;25;3110;510
3826;4932 Vervoer per taxi;2007;3700;1965;635;365;290;185;165;75;20;3195;510
3827;4932 Vervoer per taxi;2008;3840;2065;650;385;290;195;165;65;15;3320;520
3828;4932 Vervoer per taxi;2009;4000;2065;735;415;320;195;170;65;30;3470;530
3829;4932 Vervoer per taxi;2010;4025;2070;820;410;295;185;165;60;25;3505;525
3830;49391 Ongeregeld personenwegvervoer;2006;295;80;55;25;25;45;45;15;5;135;155
3831;49391 Ongeregeld personenwegvervoer;2007;295;85;40;25;30;45;50;15;5;130;165
3832;49391 Ongeregeld personenwegvervoer;2008;295;95;40;25;30;45;45;15;5;130;165
3833;49391 Ongeregeld personenwegvervoer;2009;300;90;35;25;30;45;45;20;5;130;165
3834;49391 Ongeregeld personenwegvervoer;2010;315;105;35;25;30;50;45;20;5;140;175
3835;49392 Regionaal openbaar busvervoer;2006;30;10;0;0;0;0;0;0;10;5;20
3836;49392 Regionaal openbaar busvervoer;2007;30;10;0;0;0;0;0;0;15;5;25
3837;49392 Regionaal openbaar busvervoer;2008;30;15;0;0;0;0;0;0;10;5;20
3838;49392 Regionaal openbaar busvervoer;2009;40;20;0;0;5;0;0;0;10;10;25
3839;49392 Regionaal openbaar busvervoer;2010;35;20;0;0;5;0;0;0;10;10;25
3840;49393 Geregeld besloten personenvervoer;2006;80;45;10;5;5;5;5;0;0;30;45
3841;49393 Geregeld besloten personenvervoer;2007;85;50;10;5;10;5;5;0;0;40;50
3842;49393 Geregeld besloten personenvervoer;2008;90;55;10;10;5;5;5;0;0;40;50
3843;49393 Geregeld besloten personenvervoer;2009;95;60;10;10;5;10;5;0;0;40;55
3844;49393 Geregeld besloten personenvervoer;2010;95;55;10;10;5;5;5;0;0;35;55
3845;494 Goederenvervoer over de weg;2006;8760;2685;1975;890;1110;895;770;290;145;5280;3480
3846;494 Goederenvervoer over de weg;2007;8850;2935;1550;970;1150;960;820;290;175;5390;3460
3847;494 Goederenvervoer over de weg;2008;8995;3210;1575;940;1065;945;820;270;170;5420;3575
3848;494 Goederenvervoer over de weg;2009;8975;3195;1530;940;1075;935;805;290;205;5365;3615
3849;494 Goederenvervoer over de weg;2010;8840;3245;1525;910;1020;885;780;275;190;5270;3570
3850;4941 Goederenwegvervoer (geen verhuis-);2006;8440;2610;1930;855;1050;840;725;285;145;5125;3310
3851;4941 Goederenwegvervoer (geen verhuis-);2007;8515;2840;1515;935;1090;905;775;280;170;5220;3290
3852;4941 Goederenwegvervoer (geen verhuis-);2008;8640;3095;1540;900;1010;900;770;265;165;5240;3400
3853;4941 Goederenwegvervoer (geen verhuis-);2009;8590;3070;1485;895;1015;880;755;285;200;5160;3425
3854;4941 Goederenwegvervoer (geen verhuis-);2010;8455;3115;1480;870;960;840;735;270;185;5070;3385
3855;4942 Verhuisvervoer;2006;320;75;45;35;55;55;45;10;5;155;165
3856;4942 Verhuisvervoer;2007;335;90;35;35;60;55;50;10;5;165;170
3857;4942 Verhuisvervoer;2008;355;115;35;40;60;45;50;10;5;180;175
3858;4942 Verhuisvervoer;2009;390;125;45;40;60;55;50;5;5;200;185
3859;4942 Verhuisvervoer;2010;385;130;50;40;55;50;50;5;5;200;185
3860;495 Transport via pijpleidingen;2006;10;0;5;0;0;0;0;0;0;5;5
3861;495 Transport via pijpleidingen;2007;5;0;0;0;0;0;0;0;0;0;5
3862;495 Transport via pijpleidingen;2008;10;0;5;0;0;0;5;0;0;5;5
3863;495 Transport via pijpleidingen;2009;5;0;5;0;0;0;0;0;0;5;5
3864;495 Transport via pijpleidingen;2010;10;0;5;0;0;0;0;0;0;5;5
3865;4950 Transport via pijpleidingen;2006;10;0;5;0;0;0;0;0;0;5;5
3866;4950 Transport via pijpleidingen;2007;5;0;0;0;0;0;0;0;0;0;5
3867;4950 Transport via pijpleidingen;2008;10;0;5;0;0;0;5;0;0;5;5
3868;4950 Transport via pijpleidingen;2009;5;0;5;0;0;0;0;0;0;5;5
3869;4950 Transport via pijpleidingen;2010;10;0;5;0;0;0;0;0;0;5;5
3870;50 Vervoer over water;2006;4190;820;2265;510;400;100;50;20;30;3445;745
3871;50 Vervoer over water;2007;4330;1070;1975;630;435;115;55;20;30;3515;815
3872;50 Vervoer over water;2008;4320;1175;1935;605;410;90;55;20;25;3455;865
3873;50 Vervoer over water;2009;4435;1235;1945;635;410;115;55;15;25;3540;900
3874;50 Vervoer over water;2010;4470;1280;1940;630;400;115;55;20;25;3495;975
3875;501 Zee- en kustvaart (passagiersvaart);2006;120;40;40;10;10;5;5;0;5;80;40
3876;501 Zee- en kustvaart (passagiersvaart);2007;135;55;40;10;10;5;5;0;5;85;45
3877;501 Zee- en kustvaart (passagiersvaart);2008;135;65;35;10;10;5;5;0;5;85;50
3878;501 Zee- en kustvaart (passagiersvaart);2009;145;75;35;10;5;5;5;0;5;95;55
3879;501 Zee- en kustvaart (passagiersvaart);2010;145;75;35;10;5;5;5;0;5;95;50
3880;5010 Zee- en kustvaart (passagiersvaart);2006;120;40;40;10;10;5;5;0;5;80;40
3881;5010 Zee- en kustvaart (passagiersvaart);2007;135;55;40;10;10;5;5;0;5;85;45
3882;5010 Zee- en kustvaart (passagiersvaart);2008;135;65;35;10;10;5;5;0;5;85;50
3883;5010 Zee- en kustvaart (passagiersvaart);2009;145;75;35;10;5;5;5;0;5;95;55
3884;5010 Zee- en kustvaart (passagiersvaart);2010;145;75;35;10;5;5;5;0;5;95;50
3885;502 Zee- en kustvaart (vrachtvaart);2006;555;115;285;35;70;15;10;5;15;380;175
3886;502 Zee- en kustvaart (vrachtvaart);2007;575;155;200;60;100;20;15;10;15;375;200
3887;502 Zee- en kustvaart (vrachtvaart);2008;550;135;195;75;95;15;15;5;10;345;205
3888;502 Zee- en kustvaart (vrachtvaart);2009;600;120;285;55;75;30;15;5;15;395;205
3889;502 Zee- en kustvaart (vrachtvaart);2010;605;140;275;55;70;30;15;5;15;385;220
3890;50201 Zee-, kustvrachtvaart, geen sleep-;2006;545;110;280;35;70;15;10;5;15;370;170
3891;50201 Zee-, kustvrachtvaart, geen sleep-;2007;565;150;195;60;95;20;15;10;15;365;195
3892;50201 Zee-, kustvrachtvaart, geen sleep-;2008;540;130;190;75;90;15;15;5;10;340;200
3893;50201 Zee-, kustvrachtvaart, geen sleep-;2009;585;115;285;55;70;25;15;5;15;390;195
3894;50201 Zee-, kustvrachtvaart, geen sleep-;2010;590;135;275;50;65;25;10;5;15;375;210
3895;50202 Zee- en kustsleepvaart;2006;10;5;5;0;0;0;0;0;0;10;5
3896;50202 Zee- en kustsleepvaart;2007;15;5;5;0;5;0;0;0;0;10;5
3897;50202 Zee- en kustsleepvaart;2008;15;0;5;0;5;0;0;0;0;5;5
3898;50202 Zee- en kustsleepvaart;2009;15;0;0;5;0;5;0;0;0;5;5
3899;50202 Zee- en kustsleepvaart;2010;15;0;0;5;0;5;0;0;0;5;10
3900;503 Binnenvaart (passagiersvaart);2006;610;235;205;65;50;30;15;5;5;465;150
3901;503 Binnenvaart (passagiersvaart);2007;655;275;185;80;55;35;15;5;0;495;160
3902;503 Binnenvaart (passagiersvaart);2008;655;295;180;70;55;30;20;5;0;490;165
3903;503 Binnenvaart (passagiersvaart);2009;665;315;170;75;50;30;15;5;0;495;165
3904;503 Binnenvaart (passagiersvaart);2010;670;320;165;75;50;30;20;5;0;495;175
3905;5030 Binnenvaart (passagiersvaart);2006;610;235;205;65;50;30;15;5;5;465;150
3906;5030 Binnenvaart (passagiersvaart);2007;655;275;185;80;55;35;15;5;0;495;160
3907;5030 Binnenvaart (passagiersvaart);2008;655;295;180;70;55;30;20;5;0;490;165
3908;5030 Binnenvaart (passagiersvaart);2009;665;315;170;75;50;30;15;5;0;495;165
3909;5030 Binnenvaart (passagiersvaart);2010;670;320;165;75;50;30;20;5;0;495;175
3910;504 Binnenvaart (vracht- en sleepvaart);2006;2905;430;1735;395;270;50;20;5;10;2525;380
3911;504 Binnenvaart (vracht- en sleepvaart);2007;2965;585;1550;480;265;55;20;5;5;2560;405
3912;504 Binnenvaart (vracht- en sleepvaart);2008;2980;685;1530;455;250;40;20;5;5;2540;445
3913;504 Binnenvaart (vracht- en sleepvaart);2009;3030;730;1455;490;275;50;20;5;5;2555;475
3914;504 Binnenvaart (vracht- en sleepvaart);2010;3055;745;1465;485;275;50;20;10;5;2520;530
3915;50401 Binnenvaart (vrachtvaart);2006;2480;310;1575;335;210;40;10;0;0;2210;270
3916;50401 Binnenvaart (vrachtvaart);2007;2530;445;1420;415;190;40;10;0;0;2230;300
3917;50401 Binnenvaart (vrachtvaart);2008;2545;520;1415;395;180;25;10;0;0;2215;330
3918;50401 Binnenvaart (vrachtvaart);2009;2570;565;1320;430;210;35;10;0;0;2215;355
3919;50401 Binnenvaart (vrachtvaart);2010;2590;580;1325;430;205;40;10;5;0;2190;400
3920;50402 Binnenvaart (tankvaart);2006;175;25;55;30;40;10;5;0;5;115;60
3921;50402 Binnenvaart (tankvaart);2007;180;40;40;30;50;10;5;0;0;120;55
3922;50402 Binnenvaart (tankvaart);2008;175;45;35;30;50;10;5;0;5;115;60
3923;50402 Binnenvaart (tankvaart);2009;195;45;45;30;50;10;5;0;5;130;65
3924;50402 Binnenvaart (tankvaart);2010;200;50;50;30;50;5;5;0;0;130;75
3925;50403 Binnenvaart (sleep- en duwvaart);2006;250;90;105;25;20;0;5;5;0;205;45
3926;50403 Binnenvaart (sleep- en duwvaart);2007;260;100;90;30;25;5;5;5;0;210;50
3927;50403 Binnenvaart (sleep- en duwvaart);2008;265;120;80;30;20;5;5;0;5;210;55
3928;50403 Binnenvaart (sleep- en duwvaart);2009;265;115;90;25;20;5;5;0;5;205;60
3929;50403 Binnenvaart (sleep- en duwvaart);2010;260;115;90;25;20;5;5;5;5;205;60
3930;51 Vervoer door de lucht;2006;235;130;45;20;15;15;5;0;5;115;125
3931;51 Vervoer door de lucht;2007;240;130;40;25;20;15;5;0;5;115;120
3932;51 Vervoer door de lucht;2008;250;145;40;20;20;10;5;0;5;125;125
3933;51 Vervoer door de lucht;2009;260;150;40;25;25;5;10;0;5;130;135
3934;51 Vervoer door de lucht;2010;260;150;40;25;20;10;10;0;5;125;135
3935;511 Personenvervoer door de lucht;2006;235;130;45;20;15;15;5;0;5;115;125
3936;511 Personenvervoer door de lucht;2007;235;130;40;25;20;15;5;0;5;115;120
3937;511 Personenvervoer door de lucht;2008;250;145;40;20;20;10;5;0;5;125;125
3938;511 Personenvervoer door de lucht;2009;260;150;40;25;20;5;10;0;5;130;130
3939;511 Personenvervoer door de lucht;2010;260;150;40;25;20;5;10;0;5;125;135
3940;5110 Personenvervoer door de lucht;2006;235;130;45;20;15;15;5;0;5;115;125
3941;5110 Personenvervoer door de lucht;2007;235;130;40;25;20;15;5;0;5;115;120
3942;5110 Personenvervoer door de lucht;2008;250;145;40;20;20;10;5;0;5;125;125
3943;5110 Personenvervoer door de lucht;2009;260;150;40;25;20;5;10;0;5;130;130
3944;5110 Personenvervoer door de lucht;2010;260;150;40;25;20;5;10;0;5;125;135
3945;512 Goederenvervoer door de lucht;2006;0;0;0;0;0;0;0;0;0;0;0
3946;512 Goederenvervoer door de lucht;2007;0;0;0;0;0;0;0;0;0;0;0
3947;512 Goederenvervoer door de lucht;2008;0;0;0;0;0;0;0;0;0;0;0
3948;512 Goederenvervoer door de lucht;2009;5;0;0;0;0;0;0;0;0;0;5
3949;512 Goederenvervoer door de lucht;2010;5;0;0;0;0;0;0;0;0;0;5
3950;5121 Goederenvervoer door de lucht;2006;0;0;0;0;0;0;0;0;0;0;0
3951;5121 Goederenvervoer door de lucht;2007;0;0;0;0;0;0;0;0;0;0;0
3952;5121 Goederenvervoer door de lucht;2008;0;0;0;0;0;0;0;0;0;0;0
3953;5121 Goederenvervoer door de lucht;2009;5;0;0;0;0;0;0;0;0;0;5
3954;5121 Goederenvervoer door de lucht;2010;5;0;0;0;0;0;0;0;0;0;5
3955;52 Opslag, dienstverlening voor vervoer;2006;4005;1575;695;420;455;350;290;105;115;1630;2375
3956;52 Opslag, dienstverlening voor vervoer;2007;4200;1680;600;470;525;385;310;115;115;1730;2465
3957;52 Opslag, dienstverlening voor vervoer;2008;4345;1910;605;450;500;355;310;105;105;1810;2540
3958;52 Opslag, dienstverlening voor vervoer;2009;4480;1955;640;445;490;385;325;115;125;1920;2560
3959;52 Opslag, dienstverlening voor vervoer;2010;4510;2040;635;445;475;375;315;105;120;1925;2585
3960;521 Opslag;2006;635;200;115;65;75;75;60;30;20;200;440
3961;521 Opslag;2007;645;200;95;70;90;75;65;30;25;200;445
3962;521 Opslag;2008;640;220;85;75;80;65;70;25;20;190;450
3963;521 Opslag;2009;635;210;90;70;80;70;60;30;25;195;440
3964;521 Opslag;2010;635;215;90;70;80;70;60;25;20;185;445
3965;52101 Opslag in tanks;2006;45;5;5;5;5;5;10;5;5;5;40
3966;52101 Opslag in tanks;2007;45;5;5;5;10;5;5;10;5;5;40
3967;52101 Opslag in tanks;2008;45;5;5;5;5;5;10;5;5;5;40
3968;52101 Opslag in tanks;2009;40;5;5;0;10;5;5;5;5;5;35
3969;52101 Opslag in tanks;2010;40;5;5;5;10;5;5;5;5;5;40
3970;52102 Opslag in koelhuizen;2006;190;55;40;25;20;20;20;5;0;65;120
3971;52102 Opslag in koelhuizen;2007;185;60;35;25;20;15;25;5;0;65;120
3972;52102 Opslag in koelhuizen;2008;175;65;25;20;20;15;20;5;0;55;120
3973;52102 Opslag in koelhuizen;2009;170;55;25;20;25;15;20;10;0;50;120
3974;52102 Opslag in koelhuizen;2010;170;55;25;20;25;20;20;5;0;45;120
3975;52109 Distributiecentra, overige opslag;2006;405;140;70;35;45;50;35;15;15;130;275
3976;52109 Distributiecentra, overige opslag;2007;415;135;55;45;60;55;35;15;20;135;280
3977;52109 Distributiecentra, overige opslag;2008;420;150;55;50;50;45;40;15;15;135;285
3978;52109 Distributiecentra, overige opslag;2009;430;155;60;50;50;50;35;20;15;140;285
3979;52109 Distributiecentra, overige opslag;2010;420;150;60;50;50;45;35;15;15;135;285
3980;522 Dienstverlening voor vervoer;2006;3370;1375;580;355;380;275;230;80;95;1430;1935
3981;522 Dienstverlening voor vervoer;2007;3550;1480;505;395;440;310;245;85;90;1530;2020
3982;522 Dienstverlening voor vervoer;2008;3705;1690;525;375;420;290;240;80;85;1615;2090
3983;522 Dienstverlening voor vervoer;2009;3845;1745;550;375;410;310;265;85;100;1725;2120
3984;522 Dienstverlening voor vervoer;2010;3880;1825;550;380;395;305;255;75;95;1740;2140
3985;5221 Dienstverlening voor landvervoer;2006;560;320;135;45;30;10;5;5;10;450;105
3986;5221 Dienstverlening voor landvervoer;2007;585;355;115;55;40;15;5;5;5;470;115
3987;5221 Dienstverlening voor landvervoer;2008;610;370;125;60;30;10;5;5;5;485;125
3988;5221 Dienstverlening voor landvervoer;2009;610;355;125;50;40;15;10;5;5;485;120
3989;5221 Dienstverlening voor landvervoer;2010;645;395;135;50;40;15;10;5;5;515;130
3990;5222 Dienstverlening voor de scheepvaart;2006;270;165;60;10;15;5;5;5;5;205;65
3991;5222 Dienstverlening voor de scheepvaart;2007;290;195;40;20;15;10;5;0;5;220;70
3992;5222 Dienstverlening voor de scheepvaart;2008;315;225;45;20;10;10;5;5;5;245;70
3993;5222 Dienstverlening voor de scheepvaart;2009;335;240;45;15;10;5;5;5;5;260;75
3994;5222 Dienstverlening voor de scheepvaart;2010;345;250;45;15;10;5;5;5;5;260;85
3995;5223 Dienstverlening voor de luchtvaart;2006;55;20;10;5;5;5;10;5;5;20;35
3996;5223 Dienstverlening voor de luchtvaart;2007;60;20;10;10;5;5;5;5;5;20;40
3997;5223 Dienstverlening voor de luchtvaart;2008;70;35;10;5;5;0;5;5;5;30;40
3998;5223 Dienstverlening voor de luchtvaart;2009;75;35;5;5;10;0;5;5;5;30;45
3999;5223 Dienstverlening voor de luchtvaart;2010;85;45;5;5;10;0;5;0;5;40;45
4000;52241 Laad- en losbedrijven (zeevaart);2006;115;20;10;5;10;15;30;10;15;15;100
4001;52241 Laad- en losbedrijven (zeevaart);2007;115;20;10;5;10;15;25;5;15;20;95
4002;52241 Laad- en losbedrijven (zeevaart);2008;120;30;10;5;15;15;25;10;15;25;95
4003;52241 Laad- en losbedrijven (zeevaart);2009;125;30;10;5;15;20;25;10;15;30;95
4004;52241 Laad- en losbedrijven (zeevaart);2010;120;30;10;5;10;15;20;10;20;30;90
4005;52242 Laad-, losbedrijven, geen zeevaart;2006;230;85;40;25;30;25;20;5;0;90;140
4006;52242 Laad-, losbedrijven, geen zeevaart;2007;245;80;35;30;40;35;20;5;5;90;155
4007;52242 Laad-, losbedrijven, geen zeevaart;2008;250;90;40;25;40;30;20;5;0;95;160
4008;52242 Laad-, losbedrijven, geen zeevaart;2009;250;90;35;30;30;35;20;5;5;100;150
4009;52242 Laad-, losbedrijven, geen zeevaart;2010;240;95;30;25;30;35;20;0;5;90;150
4010;52291 Tussenpersonen in vrachtvervoer;2006;2035;720;300;255;285;210;160;55;55;605;1430
4011;52291 Tussenpersonen in vrachtvervoer;2007;2150;760;285;270;315;230;175;60;55;665;1485
4012;52291 Tussenpersonen in vrachtvervoer;2008;2235;900;280;255;305;215;175;50;50;690;1545
4013;52291 Tussenpersonen in vrachtvervoer;2009;2345;940;315;260;295;230;190;60;60;775;1575
4014;52291 Tussenpersonen in vrachtvervoer;2010;2335;960;310;260;285;225;190;55;55;750;1585
4015;52292 Wegings- en metingsbedrijven;2006;105;45;25;10;10;5;5;0;0;45;60
4016;52292 Wegings- en metingsbedrijven;2007;110;50;20;15;10;5;5;0;0;45;60
4017;52292 Wegings- en metingsbedrijven;2008;105;45;20;10;15;10;0;5;0;45;55
4018;52292 Wegings- en metingsbedrijven;2009;100;50;15;10;10;5;5;0;0;45;55
4019;52292 Wegings- en metingsbedrijven;2010;105;50;15;10;10;5;5;0;0;50;55
4020;53 Post en koeriers;2006;2445;1505;515;185;115;70;35;5;10;2205;240
4021;53 Post en koeriers;2007;2725;1810;395;230;145;80;45;10;10;2475;255
4022;53 Post en koeriers;2008;3105;2135;455;195;175;75;50;10;10;2820;285
4023;53 Post en koeriers;2009;3530;2450;520;210;190;90;55;10;10;3215;320
4024;53 Post en koeriers;2010;3715;2635;560;190;180;80;55;10;10;3395;325
4025;531 Nationale post;2006;55;20;15;10;5;0;5;0;0;35;20
4026;531 Nationale post;2007;55;20;10;10;5;5;5;0;5;35;20
4027;531 Nationale post;2008;55;25;10;10;5;5;0;0;5;40;15
4028;531 Nationale post;2009;60;25;10;5;10;5;0;0;5;45;15
4029;531 Nationale post;2010;65;30;10;5;10;5;0;0;5;45;15
4030;5310 Nationale post;2006;55;20;15;10;5;0;5;0;0;35;20
4031;5310 Nationale post;2007;55;20;10;10;5;5;5;0;5;35;20
4032;5310 Nationale post;2008;55;25;10;10;5;5;0;0;5;40;15
4033;5310 Nationale post;2009;60;25;10;5;10;5;0;0;5;45;15
