ID;CaoSector;SectorBranchesSIC2008;Version;Periods;MonthlyCaoWagesExclSpecialPayments_1;MonthlyCaoWagesInclSpecialPayments_2;HourlyCaoWagesExclSpecialPayments_3;HourlyCaoWagesInclSpecialPayments_4;MonthlyContractualWageCosts_5;HourlyContractualWageCosts_6;ContractualWorkingHours_7;MonthlyCaoWagesExclSpecialPayments_8;MonthlyCaoWagesInclSpecialPayments_9;HourlyCaoWagesExclSpecialPayments_10;HourlyCaoWagesInclSpecialPayments_11;MonthlyContractualWageCosts_12;HourlyContractualWageCosts_13;ContractualWorkingHours_14;PercentageOfCaoSConcluded_15
183;Total collective labour agreement sector;A-U All economic activities;First-published figures;2018 year;;;;;;;;;;;;;;;
184;Total collective labour agreement sector;A-U All economic activities;First-published figures;2019 year;;;;;;;;;;;;;;;
185;Total collective labour agreement sector;A-U All economic activities;First-published figures;2020 January;99.1;99.1;99.1;99.1;99.1;99.1;100.0;;;;;;;;100.0
186;Total collective labour agreement sector;A-U All economic activities;First-published figures;2020 February;99.2;99.2;99.2;99.2;99.2;99.2;100.0;;;;;;;;100.0
187;Total collective labour agreement sector;A-U All economic activities;First-published figures;2020 March;99.3;99.3;99.3;99.3;99.3;99.3;100.0;;;;;;;;100.0
188;Total collective labour agreement sector;A-U All economic activities;First-published figures;2020 1st quarter;99.2;99.2;99.2;99.2;99.2;99.2;100.0;;;;;;;;100.0
189;Total collective labour agreement sector;A-U All economic activities;First-published figures;2020 April;99.4;99.4;99.4;99.4;99.4;99.4;100.0;;;;;;;;100.0
190;Total collective labour agreement sector;A-U All economic activities;First-published figures;2020 May;99.5;99.5;99.5;99.5;99.5;99.5;100.0;;;;;;;;100.0
191;Total collective labour agreement sector;A-U All economic activities;First-published figures;2020 June;99.7;99.7;99.7;99.7;99.7;99.7;100.0;;;;;;;;100.0
192;Total collective labour agreement sector;A-U All economic activities;First-published figures;2020 2nd quarter;99.5;99.5;99.5;99.5;99.5;99.5;100.0;;;;;;;;100.0
193;Total collective labour agreement sector;A-U All economic activities;First-published figures;2020 July;100.4;100.5;100.5;100.5;100.5;100.5;100.0;;;;;;;;100.0
194;Total collective labour agreement sector;A-U All economic activities;First-published figures;2020 August;100.5;100.6;100.6;100.6;100.6;100.6;100.0;;;;;;;;100.0
195;Total collective labour agreement sector;A-U All economic activities;First-published figures;2020 September;100.6;100.6;100.6;100.6;100.6;100.6;100.0;;;;;;;;100.0
196;Total collective labour agreement sector;A-U All economic activities;First-published figures;2020 3rd quarter;100.5;100.5;100.5;100.5;100.5;100.5;100.0;;;;;;;;100.0
197;Total collective labour agreement sector;A-U All economic activities;First-published figures;2020 October;100.7;100.7;100.7;100.7;100.7;100.7;100.0;;;;;;;;100.0
198;Total collective labour agreement sector;A-U All economic activities;First-published figures;2020 November;100.7;100.7;100.7;100.7;100.7;100.7;100.0;;;;;;;;100.0
199;Total collective labour agreement sector;A-U All economic activities;First-published figures;2020 December;100.8;100.8;100.8;100.8;100.8;100.8;100.0;;;;;;;;100.0
200;Total collective labour agreement sector;A-U All economic activities;First-published figures;2020 4th quarter;100.7;100.7;100.7;100.7;100.7;100.7;100.0;;;;;;;;100.0
201;Total collective labour agreement sector;A-U All economic activities;First-published figures;2020 year;100.0;100.0;100.0;100.0;100.0;100.0;100.0;;;;;;;;100.0
202;Total collective labour agreement sector;A-U All economic activities;First-published figures;2021 January;101.2;101.4;101.2;101.4;101.9;101.9;100.0;;;;;;;;100.0
203;Total collective labour agreement sector;A-U All economic activities;First-published figures;2021 February;101.3;101.4;101.3;101.4;102.0;102.0;100.0;;;;;;;;100.0
204;Total collective labour agreement sector;A-U All economic activities;First-published figures;2021 March;101.3;101.5;101.4;101.5;102.0;102.0;100.0;;;;;;;;100.0
205;Total collective labour agreement sector;A-U All economic activities;First-published figures;2021 1st quarter;101.3;101.4;101.3;101.4;102.0;102.0;100.0;;;;;;;;100.0
206;Total collective labour agreement sector;A-U All economic activities;First-published figures;2021 April;101.5;101.6;101.5;101.6;102.1;102.2;100.0;;;;;;;;100.0
207;Total collective labour agreement sector;A-U All economic activities;First-published figures;2021 May;101.5;101.7;101.5;101.7;102.2;102.2;100.0;;;;;;;;100.0
208;Total collective labour agreement sector;A-U All economic activities;First-published figures;2021 June;101.7;101.8;101.7;101.8;102.3;102.3;100.0;;;;;;;;100.0
209;Total collective labour agreement sector;A-U All economic activities;First-published figures;2021 2nd quarter;101.5;101.7;101.6;101.7;102.2;102.2;100.0;;;;;;;;100.0
210;Total collective labour agreement sector;A-U All economic activities;First-published figures;2021 July;102.3;102.4;102.3;102.4;102.9;102.9;100.0;;;;;;;;100.0
211;Total collective labour agreement sector;A-U All economic activities;First-published figures;2021 August;102.4;102.5;102.4;102.5;101.6;101.6;100.0;;;;;;;;100.0
212;Total collective labour agreement sector;A-U All economic activities;First-published figures;2021 September;102.4;102.5;102.4;102.5;101.7;101.7;100.0;;;;;;;;100.0
213;Total collective labour agreement sector;A-U All economic activities;First-published figures;2021 3rd quarter;102.4;102.4;102.4;102.4;102.1;102.1;100.0;;;;;;;;100.0
214;Total collective labour agreement sector;A-U All economic activities;First-published figures;2021 October;102.5;102.6;102.5;102.6;101.8;101.8;100.0;;;;;;;;100.0
215;Total collective labour agreement sector;A-U All economic activities;First-published figures;2021 November;102.5;102.6;102.5;102.6;101.8;101.8;100.0;;;;;;;;100.0
216;Total collective labour agreement sector;A-U All economic activities;First-published figures;2021 December;102.7;102.7;102.7;102.7;101.8;101.8;100.0;;;;;;;;100.0
217;Total collective labour agreement sector;A-U All economic activities;First-published figures;2021 4th quarter;102.6;102.6;102.6;102.6;101.8;101.8;100.0;;;;;;;;100.0
218;Total collective labour agreement sector;A-U All economic activities;First-published figures;2021 year;101.9;102.0;101.9;102.1;102.0;102.0;100.0;;;;;;;;100.0
219;Total collective labour agreement sector;A-U All economic activities;First-published figures;2022 January;103.7;103.9;103.7;103.9;104.2;104.2;100.0;;;;;;;;100.0
220;Total collective labour agreement sector;A-U All economic activities;First-published figures;2022 February;103.8;104.1;103.9;104.1;104.3;104.3;100.0;;;;;;;;100.0
221;Total collective labour agreement sector;A-U All economic activities;First-published figures;2022 March;104.1;104.3;104.1;104.4;104.6;104.6;100.0;;;;;;;;100.0
222;Total collective labour agreement sector;A-U All economic activities;First-published figures;2022 1st quarter;103.9;104.1;103.9;104.1;104.4;104.4;100.0;;;;;;;;100.0
223;Total collective labour agreement sector;A-U All economic activities;First-published figures;2022 April;104.4;104.7;104.4;104.7;105.0;105.0;100.0;;;;;;;;100.0
224;Total collective labour agreement sector;A-U All economic activities;First-published figures;2022 May;104.5;104.8;104.6;104.8;105.1;105.1;100.0;;;;;;;;100.0
225;Total collective labour agreement sector;A-U All economic activities;First-published figures;2022 June;104.7;105.0;104.7;105.0;105.3;105.3;100.0;;;;;;;;100.0
226;Total collective labour agreement sector;A-U All economic activities;First-published figures;2022 2nd quarter;104.6;104.8;104.6;104.8;105.1;105.1;100.0;;;;;;;;100.0
227;Total collective labour agreement sector;A-U All economic activities;First-published figures;2022 July;105.8;105.9;105.8;105.9;106.2;106.2;100.0;;;;;;;;100.0
228;Total collective labour agreement sector;A-U All economic activities;First-published figures;2022 August;105.9;106.0;105.9;106.0;106.3;106.3;100.0;;;;;;;;100.0
229;Total collective labour agreement sector;A-U All economic activities;First-published figures;2022 September;106.0;106.2;106.1;106.2;106.5;106.5;100.0;;;;;;;;100.0
230;Total collective labour agreement sector;A-U All economic activities;First-published figures;2022 3rd quarter;105.9;106.0;105.9;106.0;106.3;106.3;100.0;;;;;;;;100.0
231;Total collective labour agreement sector;A-U All economic activities;First-published figures;2022 October;106.1;106.3;106.1;106.3;106.6;106.6;100.0;;;;;;;;100.0
232;Total collective labour agreement sector;A-U All economic activities;First-published figures;2022 November;106.1;106.3;106.2;106.3;106.6;106.7;100.0;;;;;;;;100.0
233;Total collective labour agreement sector;A-U All economic activities;First-published figures;2022 December;106.4;106.6;106.4;106.6;106.9;106.9;100.0;;;;;;;;100.0
234;Total collective labour agreement sector;A-U All economic activities;First-published figures;2022 4th quarter;106.2;106.4;106.2;106.4;106.7;106.7;100.0;;;;;;;;100.0
235;Total collective labour agreement sector;A-U All economic activities;First-published figures;2022 year;105.1;105.3;105.2;105.4;105.6;105.7;100.0;;;;;;;;100.0
236;Total collective labour agreement sector;A-U All economic activities;First-published figures;2023 January;108.9;109.3;109.0;109.5;109.2;109.4;99.9;;;;;;;;100.0
237;Total collective labour agreement sector;A-U All economic activities;First-published figures;2023 February;109.2;109.6;109.3;109.8;109.5;109.7;99.9;;;;;;;;100.0
238;Total collective labour agreement sector;A-U All economic activities;First-published figures;2023 March;109.6;110.1;109.8;110.2;110.0;110.1;99.9;;;;;;;;100.0
239;Total collective labour agreement sector;A-U All economic activities;First-published figures;2023 1st quarter;109.2;109.7;109.4;109.8;109.6;109.7;99.9;;;;;;;;100.0
240;Total collective labour agreement sector;A-U All economic activities;First-published figures;2023 April;110.1;110.5;110.2;110.7;110.4;110.6;99.9;;;;;;;;100.0
241;Total collective labour agreement sector;A-U All economic activities;First-published figures;2023 May;110.3;110.7;110.4;110.9;110.6;110.8;99.9;;;;;;;;100.0
242;Total collective labour agreement sector;A-U All economic activities;First-published figures;2023 June;110.3;110.8;110.5;110.9;110.7;110.8;99.9;;;;;;;;100.0
243;Total collective labour agreement sector;A-U All economic activities;First-published figures;2023 2nd quarter;110.2;110.7;110.4;110.8;110.6;110.7;99.9;;;;;;;;100.0
244;Total collective labour agreement sector;A-U All economic activities;First-published figures;2023 July;111.8;112.3;112.0;112.4;112.2;112.4;99.9;;;;;;;;99.0
245;Total collective labour agreement sector;A-U All economic activities;First-published figures;2023 August;112.1;112.5;112.2;112.6;112.4;112.6;99.9;;;;;;;;99.0
246;Total collective labour agreement sector;A-U All economic activities;First-published figures;2023 September;112.5;112.9;112.7;113.0;112.9;113.0;99.9;;;;;;;;99.0
247;Total collective labour agreement sector;A-U All economic activities;First-published figures;2023 3rd quarter;112.1;112.5;112.3;112.7;112.5;112.6;99.9;;;;;;;;99.0
248;Total collective labour agreement sector;A-U All economic activities;First-published figures;2023 October;112.9;113.2;113.1;113.4;113.2;113.4;99.9;;;;;;;;97.0
249;Total collective labour agreement sector;A-U All economic activities;First-published figures;2023 November;113.1;113.5;113.3;113.6;113.4;113.6;99.9;;;;;;;;96.0
250;Total collective labour agreement sector;A-U All economic activities;First-published figures;2023 December;113.5;113.8;113.6;114.0;113.8;113.9;99.9;;;;;;;;96.0
251;Total collective labour agreement sector;A-U All economic activities;First-published figures;2023 4th quarter;113.2;113.5;113.3;113.7;113.5;113.7;99.9;;;;;;;;97.0
252;Total collective labour agreement sector;A-U All economic activities;First-published figures;2023 year;111.2;111.6;111.3;111.8;111.6;111.7;99.9;;;;;;;;99.0
253;Total collective labour agreement sector;A-U All economic activities;First-published figures;2024 January;116.6;116.8;116.8;117.0;116.9;117.1;99.9;;;;;;;;77.0
254;Total collective labour agreement sector;A-U All economic activities;First-published figures;2024 February;116.9;117.2;117.1;117.4;117.2;117.4;99.9;;;;;;;;86.0
255;Total collective labour agreement sector;A-U All economic activities;First-published figures;2024 March;117.0;117.2;117.2;117.4;117.2;117.4;99.9;;;;;;;;96.0
256;Total collective labour agreement sector;A-U All economic activities;First-published figures;2024 1st quarter;116.8;117.1;117.0;117.3;117.1;117.3;99.9;;;;;;;;97.0
257;Total collective labour agreement sector;A-U All economic activities;First-published figures;2024 April;117.2;117.5;117.4;117.7;117.5;117.7;99.9;;;;;;;;90.0
258;Total collective labour agreement sector;A-U All economic activities;First-published figures;2024 May;117.4;117.7;117.6;117.8;117.7;117.9;99.9;;;;;;;;92.0
259;Total collective labour agreement sector;A-U All economic activities;First-published figures;2024 June;117.9;118.1;118.1;118.3;118.2;118.3;99.9;;;;;;;;90.0
260;Total collective labour agreement sector;A-U All economic activities;First-published figures;2024 2nd quarter;117.5;117.8;117.7;118.0;117.8;118.0;99.9;;;;;;;;92.0
261;Total collective labour agreement sector;A-U All economic activities;First-published figures;2024 July;119.8;120.0;120.0;120.1;120.0;120.2;99.9;;;;;;;;88.0
262;Total collective labour agreement sector;A-U All economic activities;First-published figures;2024 August;119.8;120.0;120.0;120.2;120.0;120.2;99.9;;;;;;;;90.0
263;Total collective labour agreement sector;A-U All economic activities;First-published figures;2024 September;120.2;120.3;120.4;120.5;120.4;120.6;99.9;;;;;;;;95.0
264;Total collective labour agreement sector;A-U All economic activities;First-published figures;2024 3rd quarter;120.1;120.3;120.3;120.4;120.3;120.5;99.9;;;;;;;;95.0
265;Total collective labour agreement sector;A-U All economic activities;First-published figures;2024 October;120.7;120.8;120.9;121.0;120.9;121.0;99.9;;;;;;;;92.0
266;Total collective labour agreement sector;A-U All economic activities;First-published figures;2024 November;120.7;120.8;120.9;121.0;120.9;121.1;99.9;;;;;;;;94.0
267;Total collective labour agreement sector;A-U All economic activities;First-published figures;2024 December;120.9;121.0;121.1;121.1;121.0;121.2;99.9;;;;;;;;95.0
268;Total collective labour agreement sector;A-U All economic activities;First-published figures;2024 4th quarter;120.8;120.9;121.0;121.0;120.9;121.1;99.9;;;;;;;;95.0
269;Total collective labour agreement sector;A-U All economic activities;First-published figures;2024 year;118.8;119.0;119.0;119.2;119.0;119.2;99.9;;;;;;;;98.0
270;Total collective labour agreement sector;A-U All economic activities;First-published figures;2025 January;123.5;123.7;123.5;123.7;123.9;123.9;100.0;;;;;;;;82.0
271;Total collective labour agreement sector;A-U All economic activities;First-published figures;2025 February;123.5;123.6;123.5;123.6;123.8;123.8;100.0;;;;;;;;81.0
272;Total collective labour agreement sector;A-U All economic activities;First-published figures;2025 March;123.7;123.9;123.7;123.9;124.1;124.1;100.0;;;;;;;;80.0
273;Total collective labour agreement sector;A-U All economic activities;First-published figures;2025 1st quarter;123.6;123.7;123.6;123.7;123.9;123.9;100.0;;;;;;;;83.0
274;Total collective labour agreement sector;A Agriculture, forestry and fishing;Current figures;1972 year;;;;;;;;;;;;;;;
275;Total collective labour agreement sector;A Agriculture, forestry and fishing;Current figures;1973 year;;;;;;;;10.1;11.4;;12.0;;;;
276;Total collective labour agreement sector;A Agriculture, forestry and fishing;Current figures;1974 year;;;;;;;;14.3;13.3;;14.2;;;;
277;Total collective labour agreement sector;A Agriculture, forestry and fishing;Current figures;1975 year;;;;;;;;19.3;19.8;;24.8;;;;
278;Total collective labour agreement sector;A Agriculture, forestry and fishing;Current figures;1976 year;;;;;;;;10.0;10.8;;10.2;;;;
279;Total collective labour agreement sector;A Agriculture, forestry and fishing;Current figures;1977 year;;;;;;;;8.4;7.7;;7.8;;;;
280;Total collective labour agreement sector;A Agriculture, forestry and fishing;Current figures;1978 year;;;;;;;;5.0;5.5;;5.9;;;;
281;Total collective labour agreement sector;A Agriculture, forestry and fishing;Current figures;1979 year;;;;;;;;5.4;6.0;;5.3;;;;
282;Total collective labour agreement sector;A Agriculture, forestry and fishing;Current figures;1980 year;;;;;;;;2.3;1.9;;2.2;;;;
283;Total collective labour agreement sector;A Agriculture, forestry and fishing;Current figures;1981 year;;;;;;;;7.2;6.8;;6.7;;;-0.5;
284;Total collective labour agreement sector;A Agriculture, forestry and fishing;Current figures;1982 year;;;;;;;;11.0;11.1;;11.0;;;-0.5;
285;Total collective labour agreement sector;A Agriculture, forestry and fishing;Current figures;1983 year;;;;;;;;4.7;5.0;;5.0;;;-0.1;
286;Total collective labour agreement sector;A Agriculture, forestry and fishing;Current figures;1984 year;;;;;;;;0.0;0.0;;2.1;;;-1.9;
287;Total collective labour agreement sector;A Agriculture, forestry and fishing;Current figures;1985 year;;;;;;;;1.5;1.5;;3.1;;;-1.9;
288;Total collective labour agreement sector;A Agriculture, forestry and fishing;Current figures;1986 year;;;;;;;;0.7;0.9;;1.8;;;-0.9;
289;Total collective labour agreement sector;A Agriculture, forestry and fishing;Current figures;1987 year;;;;;;;;0.9;0.9;;0.9;;;0.0;
290;Total collective labour agreement sector;A Agriculture, forestry and fishing;Current figures;1988 year;;;;;;;;1.2;1.0;;1.3;;;-0.2;
291;Total collective labour agreement sector;A Agriculture, forestry and fishing;Current figures;1989 year;;;;;;;;1.8;1.8;;2.0;;;-0.2;
292;Total collective labour agreement sector;A Agriculture, forestry and fishing;Current figures;1990 year;;;;;;;;4.6;4.6;;4.6;;;0.0;
