ID;Geslacht;Leeftijden;TypeZorg;SamenstellingHuishoudens;Perioden;AantalInVerslagjaar_1;PercentageInVerslagjaar_2;TotaalUrenInVerslagjaar_3;GemiddeldPerPersoonInVerslagjaar_4;GemiddeldInBevolkingInVerslagjaar_5
205;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Totaal meerpers.huish. zonder kinderen;2006;31700;0.71;485;15;0.11
206;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Totaal meerpers.huish. zonder kinderen;2007;29220;0.65;476;16;0.11
207;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Totaal meerpers.huish. zonder kinderen;2008;26975;0.6;448;17;0.1
208;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Totaal meerpers.huish. zonder kinderen;2009;22345;0.49;368;16;0.08
209;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Totaal meerpers.huish. zonder kinderen;2010;20015;0.44;303;15;0.07
210;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Huishoudens met paar zonder kinderen;2004;34200;0.83;730;21;0.18
211;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Huishoudens met paar zonder kinderen;2005;29030;0.7;426;15;0.1
212;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Huishoudens met paar zonder kinderen;2006;29290;0.71;412;14;0.1
213;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Huishoudens met paar zonder kinderen;2007;26970;0.65;387;14;0.09
214;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Huishoudens met paar zonder kinderen;2008;24800;0.59;363;15;0.09
215;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Huishoudens met paar zonder kinderen;2009;20535;0.48;299;15;0.07
216;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Huishoudens met paar zonder kinderen;2010;18810;0.44;277;15;0.07
217;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Overige huishoudens zonder kinderen;2004;2430;0.77;83;34;0.26
218;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Overige huishoudens zonder kinderen;2005;2405;0.77;61;25;0.19
219;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Overige huishoudens zonder kinderen;2006;2410;0.78;73;30;0.24
220;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Overige huishoudens zonder kinderen;2007;2250;0.73;89;39;0.29
221;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Overige huishoudens zonder kinderen;2008;2175;0.68;85;39;0.27
222;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Overige huishoudens zonder kinderen;2009;1815;0.57;69;38;0.22
223;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Overige huishoudens zonder kinderen;2010;1205;0.37;26;22;0.08
224;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Totaal huishoudens;2004;119180;0.94;17583;148;1.38
225;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Totaal huishoudens;2005;66675;0.52;11314;170;0.89
226;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Totaal huishoudens;2006;56665;0.44;10637;188;0.83
227;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Totaal huishoudens;2007;59540;0.46;12262;206;0.96
228;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Totaal huishoudens;2008;80850;0.62;18501;229;1.43
229;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Totaal huishoudens;2009;98100;0.75;24419;249;1.87
230;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Totaal huishoudens;2010;107350;0.82;28174;262;2.14
231;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Eénpersoonshuishoudens;2004;75810;3.19;11451;151;4.82
232;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Eénpersoonshuishoudens;2005;44370;1.85;7757;175;3.23
233;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Eénpersoonshuishoudens;2006;38360;1.57;7438;194;3.04
234;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Eénpersoonshuishoudens;2007;41970;1.7;8805;210;3.56
235;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Eénpersoonshuishoudens;2008;59235;2.35;13790;233;5.47
236;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Eénpersoonshuishoudens;2009;73500;2.86;18611;253;7.25
237;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Eénpersoonshuishoudens;2010;80910;3.1;21646;268;8.29
238;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Totaal meerpers.huishoudens met kinderen;2004;14090;0.24;2113;150;0.36
239;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Totaal meerpers.huishoudens met kinderen;2005;5825;0.1;974;167;0.16
240;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Totaal meerpers.huishoudens met kinderen;2006;3885;0.07;724;186;0.12
241;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Totaal meerpers.huishoudens met kinderen;2007;3110;0.05;650;209;0.11
242;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Totaal meerpers.huishoudens met kinderen;2008;3355;0.06;761;227;0.13
243;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Totaal meerpers.huishoudens met kinderen;2009;3580;0.06;895;250;0.15
244;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Totaal meerpers.huishoudens met kinderen;2010;3595;0.06;930;259;0.16
245;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Eénouderhuishoudens;2004;6090;0.87;962;158;1.38
246;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Eénouderhuishoudens;2005;2890;0.41;483;167;0.68
247;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Eénouderhuishoudens;2006;2035;0.28;382;188;0.53
248;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Eénouderhuishoudens;2007;1610;0.22;346;215;0.47
249;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Eénouderhuishoudens;2008;1870;0.25;431;230;0.57
250;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Eénouderhuishoudens;2009;1975;0.26;495;250;0.64
251;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Eénouderhuishoudens;2010;2070;0.26;539;260;0.68
252;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Huishoudens met paar met kinderen;2004;8000;0.15;1151;144;0.22
253;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Huishoudens met paar met kinderen;2005;2935;0.06;491;167;0.09
254;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Huishoudens met paar met kinderen;2006;1850;0.04;342;185;0.07
255;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Huishoudens met paar met kinderen;2007;1500;0.03;304;203;0.06
256;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Huishoudens met paar met kinderen;2008;1485;0.03;330;222;0.06
257;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Huishoudens met paar met kinderen;2009;1600;0.03;400;250;0.08
258;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Huishoudens met paar met kinderen;2010;1525;0.03;391;256;0.08
259;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Totaal meerpers.huish. zonder kinderen;2004;29285;0.66;4019;137;0.91
260;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Totaal meerpers.huish. zonder kinderen;2005;16480;0.37;2583;157;0.58
261;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Totaal meerpers.huish. zonder kinderen;2006;14420;0.32;2475;172;0.56
262;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Totaal meerpers.huish. zonder kinderen;2007;14460;0.32;2807;194;0.63
263;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Totaal meerpers.huish. zonder kinderen;2008;18255;0.4;3950;216;0.87
264;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Totaal meerpers.huish. zonder kinderen;2009;21020;0.46;4914;234;1.08
265;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Totaal meerpers.huish. zonder kinderen;2010;22840;0.5;5598;245;1.22
266;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Huishoudens met paar zonder kinderen;2004;27980;0.68;3770;135;0.92
267;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Huishoudens met paar zonder kinderen;2005;15450;0.37;2371;153;0.57
268;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Huishoudens met paar zonder kinderen;2006;13500;0.33;2293;170;0.55
269;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Huishoudens met paar zonder kinderen;2007;13595;0.33;2638;194;0.63
270;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Huishoudens met paar zonder kinderen;2008;17060;0.41;3680;216;0.88
271;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Huishoudens met paar zonder kinderen;2009;19715;0.46;4577;232;1.08
272;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Huishoudens met paar zonder kinderen;2010;21245;0.5;5164;243;1.21
273;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Overige huishoudens zonder kinderen;2004;1305;0.41;249;191;0.79
274;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Overige huishoudens zonder kinderen;2005;1030;0.33;212;206;0.68
275;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Overige huishoudens zonder kinderen;2006;915;0.3;182;199;0.59
276;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Overige huishoudens zonder kinderen;2007;865;0.28;169;196;0.55
277;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Overige huishoudens zonder kinderen;2008;1195;0.37;271;227;0.85
278;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Overige huishoudens zonder kinderen;2009;1305;0.41;337;258;1.05
279;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Overige huishoudens zonder kinderen;2010;1595;0.49;434;272;1.35
280;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Totaal huishoudens;2004;19675;0.15;2444;124;0.19
281;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Totaal huishoudens;2005;24720;0.19;3210;130;0.25
282;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Totaal huishoudens;2006;26990;0.21;3671;136;0.29
283;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Totaal huishoudens;2007;20795;0.16;2983;143;0.23
284;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Totaal huishoudens;2008;14650;0.11;2137;146;0.16
285;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Totaal huishoudens;2009;11585;0.09;1750;151;0.13
286;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Totaal huishoudens;2010;9995;0.08;1557;156;0.12
287;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Eénpersoonshuishoudens;2004;11320;0.48;1478;131;0.62
288;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Eénpersoonshuishoudens;2005;15490;0.65;2111;136;0.88
289;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Eénpersoonshuishoudens;2006;18030;0.74;2563;142;1.05
290;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Eénpersoonshuishoudens;2007;14295;0.58;2111;148;0.85
291;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Eénpersoonshuishoudens;2008;9845;0.39;1476;150;0.59
292;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Eénpersoonshuishoudens;2009;7775;0.3;1202;155;0.47
293;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Eénpersoonshuishoudens;2010;6655;0.25;1061;160;0.41
294;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Totaal meerpers.huishoudens met kinderen;2004;1610;0.03;197;122;0.03
295;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Totaal meerpers.huishoudens met kinderen;2005;2005;0.03;259;129;0.04
296;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Totaal meerpers.huishoudens met kinderen;2006;1890;0.03;240;127;0.04
297;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Totaal meerpers.huishoudens met kinderen;2007;1355;0.02;191;141;0.03
298;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Totaal meerpers.huishoudens met kinderen;2008;990;0.02;140;141;0.02
299;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Totaal meerpers.huishoudens met kinderen;2009;770;0.01;112;145;0.02
300;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Totaal meerpers.huishoudens met kinderen;2010;665;0.01;99;149;0.02
301;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Eénouderhuishoudens;2004;605;0.09;82;135;0.12
302;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Eénouderhuishoudens;2005;915;0.13;127;138;0.18
303;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Eénouderhuishoudens;2006;885;0.12;125;141;0.17
304;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Eénouderhuishoudens;2007;675;0.09;104;155;0.14
305;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Eénouderhuishoudens;2008;505;0.07;79;156;0.11
306;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Eénouderhuishoudens;2009;415;0.05;63;153;0.08
307;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Eénouderhuishoudens;2010;385;0.05;61;158;0.08
308;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Huishoudens met paar met kinderen;2004;1005;0.02;115;115;0.02
309;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Huishoudens met paar met kinderen;2005;1090;0.02;133;122;0.03
310;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Huishoudens met paar met kinderen;2006;1000;0.02;116;116;0.02
311;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Huishoudens met paar met kinderen;2007;680;0.01;87;127;0.02
312;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Huishoudens met paar met kinderen;2008;485;0.01;61;125;0.01
313;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Huishoudens met paar met kinderen;2009;355;0.01;48;136;0.01
314;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Huishoudens met paar met kinderen;2010;285;0.01;39;136;0.01
315;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Totaal meerpers.huish. zonder kinderen;2004;6745;0.15;769;114;0.17
316;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Totaal meerpers.huish. zonder kinderen;2005;7225;0.16;840;116;0.19
317;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Totaal meerpers.huish. zonder kinderen;2006;7070;0.16;868;123;0.2
318;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Totaal meerpers.huish. zonder kinderen;2007;5150;0.12;681;132;0.15
319;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Totaal meerpers.huish. zonder kinderen;2008;3815;0.08;522;137;0.12
320;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Totaal meerpers.huish. zonder kinderen;2009;3040;0.07;436;143;0.1
321;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Totaal meerpers.huish. zonder kinderen;2010;2675;0.06;396;148;0.09
322;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Huishoudens met paar zonder kinderen;2004;6465;0.16;741;115;0.18
323;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Huishoudens met paar zonder kinderen;2005;6840;0.17;793;116;0.19
324;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Huishoudens met paar zonder kinderen;2006;6695;0.16;823;123;0.2
325;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Huishoudens met paar zonder kinderen;2007;4885;0.12;642;131;0.15
326;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Huishoudens met paar zonder kinderen;2008;3635;0.09;495;136;0.12
327;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Huishoudens met paar zonder kinderen;2009;2935;0.07;421;143;0.1
328;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Huishoudens met paar zonder kinderen;2010;2575;0.06;380;147;0.09
329;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Overige huishoudens zonder kinderen;2004;280;0.09;28;99;0.09
330;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Overige huishoudens zonder kinderen;2005;385;0.12;47;123;0.15
331;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Overige huishoudens zonder kinderen;2006;375;0.12;45;120;0.15
332;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Overige huishoudens zonder kinderen;2007;260;0.08;39;150;0.13
333;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Overige huishoudens zonder kinderen;2008;180;0.06;27;151;0.08
334;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Overige huishoudens zonder kinderen;2009;110;0.03;16;145;0.05
335;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Overige huishoudens zonder kinderen;2010;95;0.03;16;168;0.05
336;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Totaal huishoudens;2004;66680;0.52;8566;128;0.67
337;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Totaal huishoudens;2005;66165;0.52;6914;104;0.54
338;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Totaal huishoudens;2006;66135;0.52;7230;109;0.56
339;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Totaal huishoudens;2007;76455;0.6;9461;124;0.74
340;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Totaal huishoudens;2008;73190;0.56;9279;127;0.72
341;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Totaal huishoudens;2009;67345;0.52;8685;129;0.67
342;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Totaal huishoudens;2010;67080;0.51;8911;133;0.68
343;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Eénpersoonshuishoudens;2004;28510;1.2;4137;145;1.74
344;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Eénpersoonshuishoudens;2005;23190;0.97;2688;116;1.12
345;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Eénpersoonshuishoudens;2006;22190;0.91;2612;118;1.07
346;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Eénpersoonshuishoudens;2007;27010;1.09;3706;137;1.5
347;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Eénpersoonshuishoudens;2008;25785;1.02;3645;141;1.45
348;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Eénpersoonshuishoudens;2009;22880;0.89;3340;146;1.3
349;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Eénpersoonshuishoudens;2010;23325;0.89;3541;152;1.36
350;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Totaal meerpers.huishoudens met kinderen;2004;8060;0.14;1008;125;0.17
351;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Totaal meerpers.huishoudens met kinderen;2005;8810;0.15;922;105;0.16
352;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Totaal meerpers.huishoudens met kinderen;2006;8835;0.15;975;110;0.16
353;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Totaal meerpers.huishoudens met kinderen;2007;9625;0.16;1147;119;0.19
354;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Totaal meerpers.huishoudens met kinderen;2008;9315;0.16;1110;119;0.19
355;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Totaal meerpers.huishoudens met kinderen;2009;8630;0.15;1087;126;0.18
356;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Totaal meerpers.huishoudens met kinderen;2010;8400;0.14;1100;131;0.19
357;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Eénouderhuishoudens;2004;3215;0.46;408;127;0.59
358;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Eénouderhuishoudens;2005;3220;0.45;369;115;0.52
359;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Eénouderhuishoudens;2006;3135;0.43;374;119;0.52
360;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Eénouderhuishoudens;2007;3410;0.46;456;134;0.62
361;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Eénouderhuishoudens;2008;3180;0.42;453;143;0.6
362;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Eénouderhuishoudens;2009;2880;0.37;426;148;0.55
363;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Eénouderhuishoudens;2010;2850;0.36;449;157;0.57
364;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Huishoudens met paar met kinderen;2004;4850;0.09;600;124;0.11
365;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Huishoudens met paar met kinderen;2005;5595;0.11;553;99;0.11
366;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Huishoudens met paar met kinderen;2006;5700;0.11;601;105;0.12
367;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Huishoudens met paar met kinderen;2007;6215;0.12;692;111;0.13
368;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Huishoudens met paar met kinderen;2008;6135;0.12;656;107;0.13
369;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Huishoudens met paar met kinderen;2009;5750;0.11;661;115;0.13
370;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Huishoudens met paar met kinderen;2010;5550;0.11;651;117;0.13
371;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Totaal meerpers.huish. zonder kinderen;2004;30110;0.68;3422;114;0.77
372;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Totaal meerpers.huish. zonder kinderen;2005;34165;0.77;3303;97;0.74
373;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Totaal meerpers.huish. zonder kinderen;2006;35110;0.79;3643;104;0.82
374;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Totaal meerpers.huish. zonder kinderen;2007;39820;0.89;4608;116;1.03
375;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Totaal meerpers.huish. zonder kinderen;2008;38090;0.84;4525;119;1.0
376;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Totaal meerpers.huish. zonder kinderen;2009;35840;0.79;4258;119;0.93
377;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Totaal meerpers.huish. zonder kinderen;2010;35355;0.77;4271;121;0.93
378;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Huishoudens met paar zonder kinderen;2004;27850;0.68;3060;110;0.74
379;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Huishoudens met paar zonder kinderen;2005;31945;0.77;2972;93;0.72
380;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Huishoudens met paar zonder kinderen;2006;32920;0.79;3239;98;0.78
381;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Huishoudens met paar zonder kinderen;2007;37235;0.9;4035;108;0.97
382;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Huishoudens met paar zonder kinderen;2008;35565;0.85;3942;111;0.94
383;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Huishoudens met paar zonder kinderen;2009;33565;0.79;3770;112;0.89
384;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Huishoudens met paar zonder kinderen;2010;33470;0.78;3885;116;0.91
385;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Overige huishoudens zonder kinderen;2004;2260;0.72;362;160;1.15
386;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Overige huishoudens zonder kinderen;2005;2225;0.71;331;149;1.06
387;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Overige huishoudens zonder kinderen;2006;2190;0.71;404;185;1.31
388;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Overige huishoudens zonder kinderen;2007;2585;0.84;572;221;1.86
389;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Overige huishoudens zonder kinderen;2008;2525;0.79;583;231;1.83
