ID;Geslacht;Leeftijd;Herkomstgroepering;InkomstenbronVoorInstroomNaUitstroom;Perioden;InstroomInArbeidAlsWerknemer_1;UitstroomUitArbeidAlsWerknemer_2
182;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Instroom door Immigratie;28 september 2001 tot 27 september 2002;35.7;
183;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Instroom door Immigratie;27 september 2002 tot 26 september 2003;31.1;
184;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Instroom door Immigratie;26 september 2003 tot 24 september 2004;27.9;
185;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Instroom door Immigratie;24 september 2004 tot 30 september 2005;29.8;
186;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Instroom door Immigratie;30 september 2005 tot 29 september 2006;34.2;
187;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Instroom door Immigratie;29 september 2006 tot 28 september 2007;41.7;
188;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Instroom door Immigratie;28 september 2007 tot 26 september 2008;53.6;
189;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Instroom door Immigratie;26 september 2008 tot 25 september 2009;49.8;
190;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Instroom door Immigratie;25 september 2009 tot 24 september 2010;48.1;
191;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Instroom door Immigratie;24 september 2010 tot 30 september 2011;52.5;
192;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Instroom door Immigratie;30 september 2011 tot 28 september 2012;49.3;
193;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Instroom door Immigratie;28 september 2012 tot 27 september 2013;47.4;
194;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Instroom door Immigratie;27 september 2013 tot 26 september 2014;52.7;
195;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Instroom door Immigratie;26 september 2014 tot 25 september 2015;55.3;
196;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Uitstroom door emigratie / sterfte;28 september 2001 tot 27 september 2002;;40.0
197;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Uitstroom door emigratie / sterfte;27 september 2002 tot 26 september 2003;;42.6
198;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Uitstroom door emigratie / sterfte;26 september 2003 tot 24 september 2004;;44.0
199;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Uitstroom door emigratie / sterfte;24 september 2004 tot 30 september 2005;;45.9
200;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Uitstroom door emigratie / sterfte;30 september 2005 tot 29 september 2006;;49.3
201;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Uitstroom door emigratie / sterfte;29 september 2006 tot 28 september 2007;;49.6
202;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Uitstroom door emigratie / sterfte;28 september 2007 tot 26 september 2008;;51.4
203;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Uitstroom door emigratie / sterfte;26 september 2008 tot 25 september 2009;;47.7
204;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Uitstroom door emigratie / sterfte;25 september 2009 tot 24 september 2010;;46.0
205;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Uitstroom door emigratie / sterfte;24 september 2010 tot 30 september 2011;;47.2
206;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Uitstroom door emigratie / sterfte;30 september 2011 tot 28 september 2012;;49.1
207;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Uitstroom door emigratie / sterfte;28 september 2012 tot 27 september 2013;;48.9
208;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Uitstroom door emigratie / sterfte;27 september 2013 tot 26 september 2014;;48.2
209;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Uitstroom door emigratie / sterfte;26 september 2014 tot 25 september 2015;;50.5
210;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit alle bronnen;28 september 2001 tot 27 september 2002;453.9;418.8
211;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit alle bronnen;27 september 2002 tot 26 september 2003;397.0;428.1
212;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit alle bronnen;26 september 2003 tot 24 september 2004;384.0;450.3
213;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit alle bronnen;24 september 2004 tot 30 september 2005;427.1;424.9
214;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit alle bronnen;30 september 2005 tot 29 september 2006;484.6;492.4
215;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit alle bronnen;29 september 2006 tot 28 september 2007;509.3;385.5
216;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit alle bronnen;28 september 2007 tot 26 september 2008;460.9;419.6
217;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit alle bronnen;26 september 2008 tot 25 september 2009;420.2;484.8
218;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit alle bronnen;25 september 2009 tot 24 september 2010;447.3;450.3
219;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit alle bronnen;24 september 2010 tot 30 september 2011;489.3;428.8
220;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit alle bronnen;30 september 2011 tot 28 september 2012;411.5;470.8
221;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit alle bronnen;28 september 2012 tot 27 september 2013;401.1;501.0
222;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit alle bronnen;27 september 2013 tot 26 september 2014;440.8;469.2
223;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit alle bronnen;26 september 2014 tot 25 september 2015;476.1;454.9
224;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit arbeid totaal;28 september 2001 tot 27 september 2002;41.5;51.5
225;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit arbeid totaal;27 september 2002 tot 26 september 2003;36.8;47.5
226;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit arbeid totaal;26 september 2003 tot 24 september 2004;33.2;50.9
227;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit arbeid totaal;24 september 2004 tot 30 september 2005;35.9;53.6
228;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit arbeid totaal;30 september 2005 tot 29 september 2006;40.0;76.7
229;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit arbeid totaal;29 september 2006 tot 28 september 2007;44.7;65.3
230;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit arbeid totaal;28 september 2007 tot 26 september 2008;42.7;72.2
231;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit arbeid totaal;26 september 2008 tot 25 september 2009;44.4;67.9
232;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit arbeid totaal;25 september 2009 tot 24 september 2010;54.7;62.6
233;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit arbeid totaal;24 september 2010 tot 30 september 2011;47.7;63.9
234;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit arbeid totaal;30 september 2011 tot 28 september 2012;41.4;65.6
235;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit arbeid totaal;28 september 2012 tot 27 september 2013;39.9;68.3
236;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit arbeid totaal;27 september 2013 tot 26 september 2014;42.3;66.5
237;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit arbeid totaal;26 september 2014 tot 25 september 2015;48.9;64.3
238;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit arbeid in het buitenland;28 september 2001 tot 27 september 2002;1.4;1.4
239;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit arbeid in het buitenland;27 september 2002 tot 26 september 2003;1.1;1.4
240;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit arbeid in het buitenland;26 september 2003 tot 24 september 2004;1.0;1.7
241;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit arbeid in het buitenland;24 september 2004 tot 30 september 2005;1.3;1.9
242;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit arbeid in het buitenland;30 september 2005 tot 29 september 2006;1.6;2.3
243;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit arbeid in het buitenland;29 september 2006 tot 28 september 2007;1.9;1.8
244;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit arbeid in het buitenland;28 september 2007 tot 26 september 2008;1.8;1.7
245;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit arbeid in het buitenland;26 september 2008 tot 25 september 2009;1.4;1.8
246;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit arbeid in het buitenland;25 september 2009 tot 24 september 2010;1.4;1.7
247;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit arbeid in het buitenland;24 september 2010 tot 30 september 2011;1.6;2.0
248;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit arbeid in het buitenland;30 september 2011 tot 28 september 2012;1.4;2.2
249;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit arbeid in het buitenland;28 september 2012 tot 27 september 2013;1.4;2.5
250;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit arbeid in het buitenland;27 september 2013 tot 26 september 2014;1.6;2.6
251;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit arbeid in het buitenland;26 september 2014 tot 25 september 2015;1.9;1.8
252;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit arbeid als zelfstandige;28 september 2001 tot 27 september 2002;40.2;50.2
253;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit arbeid als zelfstandige;27 september 2002 tot 26 september 2003;35.7;46.2
254;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit arbeid als zelfstandige;26 september 2003 tot 24 september 2004;32.2;49.3
255;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit arbeid als zelfstandige;24 september 2004 tot 30 september 2005;34.7;51.8
256;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit arbeid als zelfstandige;30 september 2005 tot 29 september 2006;38.5;74.6
257;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit arbeid als zelfstandige;29 september 2006 tot 28 september 2007;42.9;63.7
258;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit arbeid als zelfstandige;28 september 2007 tot 26 september 2008;41.0;70.7
259;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit arbeid als zelfstandige;26 september 2008 tot 25 september 2009;43.1;66.3
260;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit arbeid als zelfstandige;25 september 2009 tot 24 september 2010;53.4;61.0
261;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit arbeid als zelfstandige;24 september 2010 tot 30 september 2011;46.3;62.0
262;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit arbeid als zelfstandige;30 september 2011 tot 28 september 2012;40.1;63.7
263;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit arbeid als zelfstandige;28 september 2012 tot 27 september 2013;38.6;66.0
264;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit arbeid als zelfstandige;27 september 2013 tot 26 september 2014;40.8;64.1
265;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit arbeid als zelfstandige;26 september 2014 tot 25 september 2015;47.2;62.7
266;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit uitkering totaal;28 september 2001 tot 27 september 2002;60.9;108.1
267;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit uitkering totaal;27 september 2002 tot 26 september 2003;52.1;132.4
268;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit uitkering totaal;26 september 2003 tot 24 september 2004;65.1;131.9
269;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit uitkering totaal;24 september 2004 tot 30 september 2005;77.2;114.0
270;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit uitkering totaal;30 september 2005 tot 29 september 2006;89.3;100.6
271;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit uitkering totaal;29 september 2006 tot 28 september 2007;78.9;79.6
272;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit uitkering totaal;28 september 2007 tot 26 september 2008;66.0;84.6
273;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit uitkering totaal;26 september 2008 tot 25 september 2009;50.2;147.8
274;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit uitkering totaal;25 september 2009 tot 24 september 2010;79.7;144.7
275;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit uitkering totaal;24 september 2010 tot 30 september 2011;89.5;134.0
276;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit uitkering totaal;30 september 2011 tot 28 september 2012;76.9;163.3
277;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit uitkering totaal;28 september 2012 tot 27 september 2013;81.8;195.0
278;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit uitkering totaal;27 september 2013 tot 26 september 2014;105.4;176.5
279;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit uitkering totaal;26 september 2014 tot 25 september 2015;111.6;157.9
280;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit AO-uitkering;28 september 2001 tot 27 september 2002;19.0;41.0
281;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit AO-uitkering;27 september 2002 tot 26 september 2003;15.3;40.9
282;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit AO-uitkering;26 september 2003 tot 24 september 2004;15.4;39.3
283;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit AO-uitkering;24 september 2004 tot 30 september 2005;16.5;28.6
284;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit AO-uitkering;30 september 2005 tot 29 september 2006;17.5;29.1
285;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit AO-uitkering;29 september 2006 tot 28 september 2007;15.0;22.6
286;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit AO-uitkering;28 september 2007 tot 26 september 2008;13.9;24.0
287;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit AO-uitkering;26 september 2008 tot 25 september 2009;11.2;27.6
288;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit AO-uitkering;25 september 2009 tot 24 september 2010;10.9;27.4
289;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit AO-uitkering;24 september 2010 tot 30 september 2011;13.0;25.8
290;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit AO-uitkering;30 september 2011 tot 28 september 2012;10.5;27.6
291;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit AO-uitkering;28 september 2012 tot 27 september 2013;9.7;27.1
292;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit AO-uitkering;27 september 2013 tot 26 september 2014;10.4;24.6
293;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit AO-uitkering;26 september 2014 tot 25 september 2015;11.6;22.4
294;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit WW-uitkering;28 september 2001 tot 27 september 2002;14.0;33.8
295;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit WW-uitkering;27 september 2002 tot 26 september 2003;17.2;59.3
296;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit WW-uitkering;26 september 2003 tot 24 september 2004;30.6;60.5
297;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit WW-uitkering;24 september 2004 tot 30 september 2005;39.7;54.1
298;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit WW-uitkering;30 september 2005 tot 29 september 2006;42.8;41.4
299;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit WW-uitkering;29 september 2006 tot 28 september 2007;35.5;32.3
300;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit WW-uitkering;28 september 2007 tot 26 september 2008;28.0;33.3
301;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit WW-uitkering;26 september 2008 tot 25 september 2009;20.6;84.7
302;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit WW-uitkering;25 september 2009 tot 24 september 2010;48.8;81.2
303;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit WW-uitkering;24 september 2010 tot 30 september 2011;51.2;74.7
304;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit WW-uitkering;30 september 2011 tot 28 september 2012;44.4;101.2
305;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit WW-uitkering;28 september 2012 tot 27 september 2013;52.0;132.5
306;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit WW-uitkering;27 september 2013 tot 26 september 2014;72.0;119.7
307;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit WW-uitkering;26 september 2014 tot 25 september 2015;74.6;105.6
308;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit bijstandsuitkering;28 september 2001 tot 27 september 2002;16.2;11.5
309;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit bijstandsuitkering;27 september 2002 tot 26 september 2003;11.3;14.3
310;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit bijstandsuitkering;26 september 2003 tot 24 september 2004;12.0;12.9
311;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit bijstandsuitkering;24 september 2004 tot 30 september 2005;14.3;11.3
312;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit bijstandsuitkering;30 september 2005 tot 29 september 2006;19.6;7.8
313;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit bijstandsuitkering;29 september 2006 tot 28 september 2007;18.5;7.6
314;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit bijstandsuitkering;28 september 2007 tot 26 september 2008;15.3;7.9
315;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit bijstandsuitkering;26 september 2008 tot 25 september 2009;10.4;12.8
316;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit bijstandsuitkering;25 september 2009 tot 24 september 2010;11.3;12.9
317;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit bijstandsuitkering;24 september 2010 tot 30 september 2011;13.4;11.8
318;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit bijstandsuitkering;30 september 2011 tot 28 september 2012;12.1;11.4
319;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit bijstandsuitkering;28 september 2012 tot 27 september 2013;10.6;14.1
320;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Inkomsten uit bijstandsuitkering;27 september 2013 tot 26 september 2014;13.8;12.2
