ID;Geslacht;Migratieachtergrond;OnderwijspositieInBasisjaar;SectorInBasisjaar;PositieInVolgendStudiejaar;SectorInVolgendStudiejaar;Perioden;StudentenMbo_1
162;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal in onderwijs;Combinatie van sectoren;2014/'15 naar 2015/'16;2246.0
163;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal in onderwijs;Combinatie van sectoren;2015/'16 naar 2016/'17;1748.0
164;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal in onderwijs;Combinatie van sectoren;2016/'17 naar 2017/'18;2042.0
165;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal in onderwijs;Combinatie van sectoren;2017/'18 naar 2018/'19;2929.0
166;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal in onderwijs;Combinatie van sectoren;2018/'19 naar 2019/'20;4257.0
167;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal in onderwijs;Combinatie van sectoren;2019/'20 naar 2020/'21;5426.0
168;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal in onderwijs;Combinatie van sectoren;2020/'21 naar 2021/'22;5252.0
169;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal in onderwijs;Niet van toepassing;2008/'09 naar 2009/'10;35653.0
170;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal in onderwijs;Niet van toepassing;2009/'10 naar 2010/'11;35053.0
171;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal in onderwijs;Niet van toepassing;2010/'11 naar 2011/'12;35052.0
172;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal in onderwijs;Niet van toepassing;2011/'12 naar 2012/'13;33943.0
173;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal in onderwijs;Niet van toepassing;2012/'13 naar 2013/'14;36035.0
174;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal in onderwijs;Niet van toepassing;2013/'14 naar 2014/'15;34857.0
175;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal in onderwijs;Niet van toepassing;2014/'15 naar 2015/'16;30523.0
176;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal in onderwijs;Niet van toepassing;2015/'16 naar 2016/'17;31052.0
177;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal in onderwijs;Niet van toepassing;2016/'17 naar 2017/'18;33810.0
178;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal in onderwijs;Niet van toepassing;2017/'18 naar 2018/'19;32973.0
179;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal in onderwijs;Niet van toepassing;2018/'19 naar 2019/'20;32122.0
180;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal in onderwijs;Niet van toepassing;2019/'20 naar 2020/'21;35232.0
181;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal in onderwijs;Niet van toepassing;2020/'21 naar 2021/'22;33400.0
182;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Totaal;2008/'09 naar 2009/'10;339348.0
183;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Totaal;2009/'10 naar 2010/'11;340182.0
184;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Totaal;2010/'11 naar 2011/'12;339904.0
185;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Totaal;2011/'12 naar 2012/'13;333717.0
186;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Totaal;2012/'13 naar 2013/'14;329764.0
187;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Totaal;2013/'14 naar 2014/'15;325515.0
188;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Totaal;2014/'15 naar 2015/'16;320801.0
189;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Totaal;2015/'16 naar 2016/'17;325143.0
190;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Totaal;2016/'17 naar 2017/'18;326124.0
191;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Totaal;2017/'18 naar 2018/'19;331481.0
192;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Totaal;2018/'19 naar 2019/'20;337996.0
193;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Totaal;2019/'20 naar 2020/'21;347446.0
194;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Totaal;2020/'21 naar 2021/'22;349439.0
195;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Sector landbouw;2008/'09 naar 2009/'10;18196.0
196;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Sector landbouw;2009/'10 naar 2010/'11;18923.0
197;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Sector landbouw;2010/'11 naar 2011/'12;18567.0
198;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Sector landbouw;2011/'12 naar 2012/'13;18400.0
199;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Sector landbouw;2012/'13 naar 2013/'14;17853.0
200;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Sector landbouw;2013/'14 naar 2014/'15;17848.0
201;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Sector landbouw;2014/'15 naar 2015/'16;17218.0
202;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Sector landbouw;2015/'16 naar 2016/'17;17616.0
203;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Sector landbouw;2016/'17 naar 2017/'18;16596.0
204;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Sector landbouw;2017/'18 naar 2018/'19;15997.0
205;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Sector landbouw;2018/'19 naar 2019/'20;15651.0
206;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Sector landbouw;2019/'20 naar 2020/'21;15028.0
207;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Sector landbouw;2020/'21 naar 2021/'22;13633.0
208;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Sector economie;2008/'09 naar 2009/'10;109687.0
209;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Sector economie;2009/'10 naar 2010/'11;109532.0
210;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Sector economie;2010/'11 naar 2011/'12;110433.0
211;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Sector economie;2011/'12 naar 2012/'13;108845.0
212;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Sector economie;2012/'13 naar 2013/'14;107149.0
213;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Sector economie;2013/'14 naar 2014/'15;106632.0
214;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Sector economie;2014/'15 naar 2015/'16;106546.0
215;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Sector economie;2015/'16 naar 2016/'17;107945.0
216;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Sector economie;2016/'17 naar 2017/'18;107144.0
217;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Sector economie;2017/'18 naar 2018/'19;108144.0
218;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Sector economie;2018/'19 naar 2019/'20;106370.0
219;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Sector economie;2019/'20 naar 2020/'21;106680.0
220;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Sector economie;2020/'21 naar 2021/'22;106420.0
221;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Sector techniek;2008/'09 naar 2009/'10;101239.0
222;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Sector techniek;2009/'10 naar 2010/'11;99672.0
223;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Sector techniek;2010/'11 naar 2011/'12;98348.0
224;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Sector techniek;2011/'12 naar 2012/'13;94891.0
225;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Sector techniek;2012/'13 naar 2013/'14;92581.0
226;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Sector techniek;2013/'14 naar 2014/'15;90335.0
227;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Sector techniek;2014/'15 naar 2015/'16;90647.0
228;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Sector techniek;2015/'16 naar 2016/'17;92716.0
229;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Sector techniek;2016/'17 naar 2017/'18;93005.0
230;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Sector techniek;2017/'18 naar 2018/'19;93295.0
231;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Sector techniek;2018/'19 naar 2019/'20;94716.0
232;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Sector techniek;2019/'20 naar 2020/'21;95973.0
233;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Sector techniek;2020/'21 naar 2021/'22;95732.0
234;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Sector zorg en welzijn;2008/'09 naar 2009/'10;106174.0
235;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Sector zorg en welzijn;2009/'10 naar 2010/'11;108324.0
236;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Sector zorg en welzijn;2010/'11 naar 2011/'12;108726.0
237;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Sector zorg en welzijn;2011/'12 naar 2012/'13;108089.0
238;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Sector zorg en welzijn;2012/'13 naar 2013/'14;108511.0
239;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Sector zorg en welzijn;2013/'14 naar 2014/'15;107900.0
240;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Sector zorg en welzijn;2014/'15 naar 2015/'16;104144.0
241;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Sector zorg en welzijn;2015/'16 naar 2016/'17;105118.0
242;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Sector zorg en welzijn;2016/'17 naar 2017/'18;107337.0
243;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Sector zorg en welzijn;2017/'18 naar 2018/'19;111116.0
244;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Sector zorg en welzijn;2018/'19 naar 2019/'20;117002.0
245;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Sector zorg en welzijn;2019/'20 naar 2020/'21;124339.0
246;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Sector zorg en welzijn;2020/'21 naar 2021/'22;128402.0
247;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Combinatie van sectoren;2008/'09 naar 2009/'10;4052.0
248;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Combinatie van sectoren;2009/'10 naar 2010/'11;3731.0
249;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Combinatie van sectoren;2010/'11 naar 2011/'12;3830.0
250;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Combinatie van sectoren;2011/'12 naar 2012/'13;3492.0
251;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Combinatie van sectoren;2012/'13 naar 2013/'14;3670.0
252;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Combinatie van sectoren;2013/'14 naar 2014/'15;2800.0
253;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Combinatie van sectoren;2014/'15 naar 2015/'16;2246.0
254;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Combinatie van sectoren;2015/'16 naar 2016/'17;1748.0
255;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Combinatie van sectoren;2016/'17 naar 2017/'18;2042.0
256;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Combinatie van sectoren;2017/'18 naar 2018/'19;2929.0
257;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Combinatie van sectoren;2018/'19 naar 2019/'20;4257.0
258;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Combinatie van sectoren;2019/'20 naar 2020/'21;5426.0
259;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Combinatie van sectoren;2020/'21 naar 2021/'22;5252.0
260;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Niet van toepassing;2008/'09 naar 2009/'10;
261;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Niet van toepassing;2009/'10 naar 2010/'11;
262;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Niet van toepassing;2010/'11 naar 2011/'12;
263;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Niet van toepassing;2011/'12 naar 2012/'13;
264;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Niet van toepassing;2012/'13 naar 2013/'14;
265;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Niet van toepassing;2013/'14 naar 2014/'15;
266;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Niet van toepassing;2014/'15 naar 2015/'16;
267;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Niet van toepassing;2015/'16 naar 2016/'17;
268;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Niet van toepassing;2016/'17 naar 2017/'18;
269;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Niet van toepassing;2017/'18 naar 2018/'19;
270;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Niet van toepassing;2018/'19 naar 2019/'20;
271;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Niet van toepassing;2019/'20 naar 2020/'21;
272;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);Niet van toepassing;2020/'21 naar 2021/'22;
273;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Entreeopleiding (excl.extranei);Totaal;2008/'09 naar 2009/'10;5935.0
274;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Entreeopleiding (excl.extranei);Totaal;2009/'10 naar 2010/'11;5853.0
275;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Entreeopleiding (excl.extranei);Totaal;2010/'11 naar 2011/'12;5623.0
276;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Entreeopleiding (excl.extranei);Totaal;2011/'12 naar 2012/'13;5348.0
277;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Entreeopleiding (excl.extranei);Totaal;2012/'13 naar 2013/'14;4533.0
278;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Entreeopleiding (excl.extranei);Totaal;2013/'14 naar 2014/'15;2718.0
279;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Entreeopleiding (excl.extranei);Totaal;2014/'15 naar 2015/'16;2049.0
280;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Entreeopleiding (excl.extranei);Totaal;2015/'16 naar 2016/'17;1744.0
281;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Entreeopleiding (excl.extranei);Totaal;2016/'17 naar 2017/'18;1834.0
282;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Entreeopleiding (excl.extranei);Totaal;2017/'18 naar 2018/'19;2449.0
283;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Entreeopleiding (excl.extranei);Totaal;2018/'19 naar 2019/'20;2958.0
284;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Totaal;Entreeopleiding (excl.extranei);Totaal;2019/'20 naar 2020/'21;3504.0
