ID;Sex;PersonalCharacteristics;RegisteredEmploymentUWV;Periods;LabourForceAndNotInTheLabourForce_1;EmployedLabourForce_2;WantToWorkMoreHoursAvailable_3;DoesnTWantMoreHoursOrNotAvailable_4;NotEmployedLabourForce_5;UnemployedLabourForce_6;PartTime_7;LessThan20HoursAWeek_8;LessThan12HoursAWeek_9;k_12To19HoursAWeek_10;k_20To34HoursAWeek_11;FullTime_12;Unknown_13;NotInTheLabourForce_14;AvailableToWorkButNotSeeking_15;BecauseOfDiscouragement_16;BecauseOfOtherReason_17;SeekingWorkButNotAvailable_18;NotSeekingWorkNotAvailable_19;WantToWork_20;DoesnTWantToOrCanTWork_21;BecauseOfFamilyHouseholdCare_22;BecauseOfEducation_23;BecauseOfRetirementOldAge_24;BecauseOfIllnessDisability_25;BecauseOfOtherReason_26
113;Total male and female;Total persons;Registered at an employment office;2023 4th quarter;951.0;331.0;34.0;297.0;620.0;111.0;64.0;9.0;2.0;6.0;56.0;39.0;8.0;509.0;27.0;5.0;22.0;36.0;446.0;;;43.0;33.0;24.0;322.0;24.0
114;Total male and female;Total persons;Registered at an employment office;2023;943.0;328.0;33.0;294.0;615.0;108.0;62.0;11.0;3.0;8.0;52.0;40.0;6.0;507.0;27.0;4.0;23.0;38.0;442.0;;;42.0;37.0;24.0;311.0;28.0
115;Total male and female;Total persons;Registered at an employment office;2024 1st quarter;962.0;321.0;32.0;289.0;641.0;122.0;71.0;11.0;3.0;8.0;60.0;45.0;6.0;519.0;28.0;1.0;26.0;43.0;447.0;;;38.0;36.0;26.0;324.0;22.0
116;Total male and female;Total persons;Registered at an employment office;2024 2nd quarter;963.0;329.0;33.0;296.0;634.0;115.0;66.0;11.0;3.0;8.0;55.0;43.0;6.0;519.0;25.0;3.0;22.0;40.0;455.0;;;40.0;42.0;28.0;318.0;27.0
117;Total male and female;Total persons;Registered at an employment office;2024 3rd quarter;968.0;329.0;32.0;296.0;639.0;111.0;64.0;10.0;3.0;7.0;54.0;42.0;5.0;528.0;28.0;2.0;26.0;40.0;460.0;;;43.0;43.0;27.0;323.0;24.0
118;Total male and female;Total persons;Registered at an employment office;2024 4th quarter;978.0;332.0;31.0;300.0;646.0;120.0;72.0;12.0;3.0;9.0;60.0;43.0;5.0;526.0;30.0;3.0;27.0;40.0;456.0;;;37.0;42.0;25.0;327.0;26.0
119;Total male and female;Total persons;Registered at an employment office;2024;968.0;328.0;32.0;295.0;640.0;117.0;68.0;11.0;3.0;8.0;57.0;43.0;6.0;523.0;28.0;2.0;25.0;41.0;455.0;;;40.0;41.0;26.0;323.0;25.0
120;Total male and female;Total persons;Registered at UWV, with WW benefit ;2013 1st quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
121;Total male and female;Total persons;Registered at UWV, with WW benefit ;2013 2nd quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
122;Total male and female;Total persons;Registered at UWV, with WW benefit ;2013 3rd quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
123;Total male and female;Total persons;Registered at UWV, with WW benefit ;2013 4th quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
124;Total male and female;Total persons;Registered at UWV, with WW benefit ;2013;;;;;;;;;;;;;;;;;;;;;;;;;;
125;Total male and female;Total persons;Registered at UWV, with WW benefit ;2014 1st quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
126;Total male and female;Total persons;Registered at UWV, with WW benefit ;2014 2nd quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
127;Total male and female;Total persons;Registered at UWV, with WW benefit ;2014 3rd quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
128;Total male and female;Total persons;Registered at UWV, with WW benefit ;2014 4th quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
129;Total male and female;Total persons;Registered at UWV, with WW benefit ;2014;;;;;;;;;;;;;;;;;;;;;;;;;;
130;Total male and female;Total persons;Registered at UWV, with WW benefit ;2015 1st quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
131;Total male and female;Total persons;Registered at UWV, with WW benefit ;2015 2nd quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
132;Total male and female;Total persons;Registered at UWV, with WW benefit ;2015 3rd quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
133;Total male and female;Total persons;Registered at UWV, with WW benefit ;2015 4th quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
134;Total male and female;Total persons;Registered at UWV, with WW benefit ;2015;;;;;;;;;;;;;;;;;;;;;;;;;;
135;Total male and female;Total persons;Registered at UWV, with WW benefit ;2016 1st quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
136;Total male and female;Total persons;Registered at UWV, with WW benefit ;2016 2nd quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
137;Total male and female;Total persons;Registered at UWV, with WW benefit ;2016 3rd quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
138;Total male and female;Total persons;Registered at UWV, with WW benefit ;2016 4th quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
139;Total male and female;Total persons;Registered at UWV, with WW benefit ;2016;;;;;;;;;;;;;;;;;;;;;;;;;;
140;Total male and female;Total persons;Registered at UWV, with WW benefit ;2017 1st quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
141;Total male and female;Total persons;Registered at UWV, with WW benefit ;2017 2nd quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
142;Total male and female;Total persons;Registered at UWV, with WW benefit ;2017 3rd quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
143;Total male and female;Total persons;Registered at UWV, with WW benefit ;2017 4th quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
144;Total male and female;Total persons;Registered at UWV, with WW benefit ;2017;;;;;;;;;;;;;;;;;;;;;;;;;;
145;Total male and female;Total persons;Registered at UWV, with WW benefit ;2018 1st quarter;368.0;194.0;52.0;142.0;174.0;117.0;60.0;7.0;1.0;5.0;53.0;53.0;4.0;57.0;8.0;1.0;7.0;26.0;22.0;5.0;17.0;1.0;1.0;5.0;7.0;3.0
146;Total male and female;Total persons;Registered at UWV, with WW benefit ;2018 2nd quarter;353.0;193.0;44.0;150.0;159.0;101.0;50.0;7.0;1.0;6.0;43.0;45.0;6.0;58.0;8.0;1.0;6.0;26.0;25.0;5.0;20.0;2.0;2.0;7.0;7.0;3.0
147;Total male and female;Total persons;Registered at UWV, with WW benefit ;2018 3rd quarter;329.0;174.0;39.0;134.0;155.0;92.0;46.0;4.0;0.0;4.0;42.0;39.0;7.0;63.0;9.0;1.0;8.0;28.0;25.0;4.0;21.0;1.0;2.0;6.0;7.0;3.0
148;Total male and female;Total persons;Registered at UWV, with WW benefit ;2018 4th quarter;315.0;177.0;36.0;141.0;138.0;87.0;46.0;6.0;2.0;4.0;41.0;35.0;5.0;52.0;5.0;2.0;4.0;23.0;24.0;5.0;18.0;1.0;2.0;7.0;6.0;2.0
149;Total male and female;Total persons;Registered at UWV, with WW benefit ;2018;341.0;185.0;43.0;142.0;157.0;99.0;50.0;6.0;1.0;5.0;45.0;43.0;5.0;57.0;7.0;1.0;6.0;26.0;24.0;5.0;19.0;1.0;2.0;6.0;7.0;3.0
150;Total male and female;Total persons;Registered at UWV, with WW benefit ;2019 1st quarter;307.0;165.0;38.0;127.0;142.0;92.0;46.0;4.0;1.0;3.0;42.0;40.0;5.0;51.0;7.0;0.0;7.0;21.0;23.0;3.0;20.0;1.0;1.0;7.0;6.0;4.0
151;Total male and female;Total persons;Registered at UWV, with WW benefit ;2019 2nd quarter;303.0;162.0;37.0;125.0;141.0;87.0;42.0;4.0;1.0;3.0;37.0;41.0;4.0;54.0;7.0;0.0;7.0;24.0;22.0;6.0;17.0;1.0;1.0;8.0;4.0;2.0
152;Total male and female;Total persons;Registered at UWV, with WW benefit ;2019 3rd quarter;275.0;148.0;27.0;121.0;126.0;79.0;41.0;3.0;0.0;3.0;38.0;33.0;5.0;47.0;8.0;1.0;7.0;20.0;19.0;4.0;15.0;1.0;1.0;5.0;5.0;2.0
153;Total male and female;Total persons;Registered at UWV, with WW benefit ;2019 4th quarter;234.0;126.0;28.0;98.0;108.0;72.0;34.0;3.0;0.0;3.0;30.0;35.0;3.0;36.0;3.0;1.0;2.0;16.0;17.0;5.0;12.0;0.0;2.0;4.0;3.0;3.0
154;Total male and female;Total persons;Registered at UWV, with WW benefit ;2019;280.0;150.0;33.0;118.0;129.0;82.0;41.0;4.0;1.0;3.0;37.0;37.0;5.0;47.0;6.0;0.0;6.0;21.0;20.0;4.0;16.0;1.0;1.0;6.0;5.0;3.0
155;Total male and female;Total persons;Registered at UWV, with WW benefit ;2020 1st quarter;236.0;131.0;24.0;107.0;105.0;66.0;35.0;4.0;0.0;3.0;32.0;28.0;3.0;39.0;6.0;0.0;6.0;17.0;15.0;4.0;11.0;0.0;1.0;3.0;3.0;4.0
156;Total male and female;Total persons;Registered at UWV, with WW benefit ;2020 2nd quarter;289.0;139.0;32.0;107.0;150.0;99.0;47.0;4.0;1.0;2.0;44.0;46.0;5.0;51.0;11.0;2.0;9.0;26.0;14.0;2.0;12.0;1.0;2.0;3.0;5.0;1.0
157;Total male and female;Total persons;Registered at UWV, with WW benefit ;2020 3rd quarter;294.0;149.0;31.0;117.0;145.0;106.0;46.0;3.0;1.0;2.0;43.0;56.0;4.0;40.0;7.0;1.0;7.0;13.0;19.0;5.0;14.0;2.0;2.0;2.0;5.0;3.0
158;Total male and female;Total persons;Registered at UWV, with WW benefit ;2020 4th quarter;276.0;136.0;33.0;103.0;139.0;103.0;48.0;3.0;1.0;2.0;45.0;52.0;4.0;36.0;6.0;2.0;5.0;14.0;16.0;4.0;13.0;1.0;2.0;3.0;4.0;3.0
159;Total male and female;Total persons;Registered at UWV, with WW benefit ;2020;274.0;139.0;30.0;109.0;135.0;94.0;44.0;3.0;1.0;3.0;41.0;45.0;4.0;42.0;8.0;1.0;7.0;18.0;16.0;4.0;12.0;1.0;1.0;3.0;5.0;3.0
160;Total male and female;Total persons;Registered at UWV, with WW benefit ;2021 1st quarter;269.0;116.0;25.0;91.0;153.0;104.0;46.0;5.0;1.0;4.0;41.0;52.0;6.0;49.0;12.0;0.0;11.0;16.0;21.0;;;1.0;3.0;5.0;8.0;4.0
161;Total male and female;Total persons;Registered at UWV, with WW benefit ;2021 2nd quarter;250.0;120.0;20.0;100.0;130.0;83.0;43.0;5.0;0.0;5.0;38.0;37.0;3.0;47.0;5.0;0.0;4.0;21.0;21.0;;;1.0;3.0;5.0;10.0;2.0
162;Total male and female;Total persons;Registered at UWV, with WW benefit ;2021 3rd quarter;219.0;102.0;15.0;87.0;117.0;69.0;39.0;6.0;1.0;6.0;32.0;27.0;3.0;48.0;7.0;1.0;6.0;19.0;23.0;;;2.0;2.0;4.0;11.0;3.0
163;Total male and female;Total persons;Registered at UWV, with WW benefit ;2021 4th quarter;196.0;98.0;16.0;81.0;98.0;58.0;32.0;3.0;0.0;3.0;29.0;23.0;2.0;41.0;4.0;0.0;4.0;15.0;22.0;;;1.0;3.0;5.0;11.0;2.0
164;Total male and female;Total persons;Registered at UWV, with WW benefit ;2021;234.0;109.0;19.0;90.0;125.0;78.0;40.0;5.0;0.0;4.0;35.0;35.0;4.0;46.0;7.0;0.0;6.0;18.0;22.0;;;1.0;3.0;5.0;10.0;3.0
165;Total male and female;Total persons;Registered at UWV, with WW benefit ;2022 1st quarter;182.0;96.0;15.0;81.0;85.0;50.0;29.0;3.0;0.0;3.0;25.0;19.0;2.0;35.0;3.0;0.0;3.0;13.0;19.0;;;2.0;2.0;4.0;9.0;3.0
166;Total male and female;Total persons;Registered at UWV, with WW benefit ;2022 2nd quarter;155.0;84.0;12.0;72.0;72.0;43.0;27.0;3.0;0.0;2.0;25.0;13.0;2.0;29.0;4.0;0.0;4.0;10.0;15.0;;;2.0;1.0;4.0;6.0;2.0
167;Total male and female;Total persons;Registered at UWV, with WW benefit ;2022 3rd quarter;145.0;75.0;12.0;63.0;70.0;40.0;24.0;4.0;1.0;3.0;21.0;14.0;2.0;30.0;3.0;0.0;2.0;10.0;17.0;;;2.0;2.0;3.0;8.0;2.0
168;Total male and female;Total persons;Registered at UWV, with WW benefit ;2022 4th quarter;135.0;63.0;8.0;56.0;72.0;45.0;26.0;3.0;1.0;2.0;23.0;17.0;1.0;27.0;4.0;0.0;4.0;7.0;16.0;;;1.0;3.0;2.0;9.0;1.0
169;Total male and female;Total persons;Registered at UWV, with WW benefit ;2022;154.0;80.0;12.0;68.0;75.0;44.0;27.0;3.0;1.0;2.0;24.0;16.0;2.0;30.0;4.0;0.0;3.0;10.0;17.0;;;2.0;2.0;3.0;8.0;2.0
170;Total male and female;Total persons;Registered at UWV, with WW benefit ;2023 1st quarter;141.0;72.0;10.0;62.0;68.0;43.0;26.0;3.0;1.0;2.0;23.0;16.0;1.0;25.0;3.0;0.0;3.0;10.0;12.0;;;1.0;1.0;3.0;5.0;2.0
171;Total male and female;Total persons;Registered at UWV, with WW benefit ;2023 2nd quarter;146.0;76.0;8.0;68.0;69.0;41.0;20.0;3.0;0.0;3.0;16.0;21.0;1.0;28.0;4.0;0.0;4.0;11.0;14.0;;;1.0;1.0;3.0;6.0;3.0
172;Total male and female;Total persons;Registered at UWV, with WW benefit ;2023 3rd quarter;141.0;66.0;11.0;55.0;75.0;41.0;22.0;3.0;1.0;2.0;19.0;18.0;1.0;34.0;5.0;0.0;5.0;14.0;15.0;;;1.0;1.0;3.0;8.0;2.0
173;Total male and female;Total persons;Registered at UWV, with WW benefit ;2023 4th quarter;153.0;74.0;9.0;65.0;78.0;50.0;28.0;2.0;0.0;1.0;26.0;20.0;2.0;28.0;4.0;1.0;3.0;12.0;13.0;;;2.0;1.0;3.0;6.0;2.0
174;Total male and female;Total persons;Registered at UWV, with WW benefit ;2023;145.0;72.0;10.0;63.0;73.0;44.0;24.0;3.0;1.0;2.0;21.0;19.0;1.0;29.0;4.0;0.0;4.0;12.0;13.0;;;1.0;1.0;3.0;6.0;2.0
175;Total male and female;Total persons;Registered at UWV, with WW benefit ;2024 1st quarter;159.0;74.0;11.0;63.0;85.0;51.0;29.0;3.0;1.0;3.0;25.0;21.0;2.0;34.0;4.0;0.0;4.0;14.0;16.0;;;1.0;1.0;4.0;9.0;1.0
176;Total male and female;Total persons;Registered at UWV, with WW benefit ;2024 2nd quarter;168.0;82.0;11.0;71.0;86.0;54.0;29.0;2.0;0.0;2.0;26.0;25.0;1.0;32.0;4.0;0.0;4.0;9.0;19.0;;;2.0;1.0;4.0;9.0;3.0
177;Total male and female;Total persons;Registered at UWV, with WW benefit ;2024 3rd quarter;160.0;75.0;9.0;66.0;85.0;46.0;24.0;3.0;0.0;3.0;21.0;21.0;1.0;39.0;6.0;1.0;5.0;13.0;20.0;;;3.0;2.0;4.0;9.0;2.0
178;Total male and female;Total persons;Registered at UWV, with WW benefit ;2024 4th quarter;174.0;80.0;9.0;71.0;94.0;58.0;33.0;4.0;1.0;3.0;29.0;24.0;2.0;36.0;4.0;0.0;4.0;10.0;21.0;;;2.0;2.0;3.0;12.0;2.0
179;Total male and female;Total persons;Registered at UWV, with WW benefit ;2024;165.0;78.0;10.0;68.0;88.0;52.0;28.0;3.0;0.0;3.0;25.0;23.0;1.0;35.0;4.0;0.0;4.0;12.0;19.0;;;2.0;2.0;4.0;10.0;2.0
180;Total male and female;Total persons;Registered at UWV, no WW benefit;2013 1st quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
181;Total male and female;Total persons;Registered at UWV, no WW benefit;2013 2nd quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
182;Total male and female;Total persons;Registered at UWV, no WW benefit;2013 3rd quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
183;Total male and female;Total persons;Registered at UWV, no WW benefit;2013 4th quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
184;Total male and female;Total persons;Registered at UWV, no WW benefit;2013;;;;;;;;;;;;;;;;;;;;;;;;;;
185;Total male and female;Total persons;Registered at UWV, no WW benefit;2014 1st quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
186;Total male and female;Total persons;Registered at UWV, no WW benefit;2014 2nd quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
187;Total male and female;Total persons;Registered at UWV, no WW benefit;2014 3rd quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
188;Total male and female;Total persons;Registered at UWV, no WW benefit;2014 4th quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
189;Total male and female;Total persons;Registered at UWV, no WW benefit;2014;;;;;;;;;;;;;;;;;;;;;;;;;;
190;Total male and female;Total persons;Registered at UWV, no WW benefit;2015 1st quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
191;Total male and female;Total persons;Registered at UWV, no WW benefit;2015 2nd quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
192;Total male and female;Total persons;Registered at UWV, no WW benefit;2015 3rd quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Total male and female;Total persons;Registered at UWV, no WW benefit;2015 4th quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
194;Total male and female;Total persons;Registered at UWV, no WW benefit;2015;;;;;;;;;;;;;;;;;;;;;;;;;;
195;Total male and female;Total persons;Registered at UWV, no WW benefit;2016 1st quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
196;Total male and female;Total persons;Registered at UWV, no WW benefit;2016 2nd quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
197;Total male and female;Total persons;Registered at UWV, no WW benefit;2016 3rd quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
198;Total male and female;Total persons;Registered at UWV, no WW benefit;2016 4th quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
199;Total male and female;Total persons;Registered at UWV, no WW benefit;2016;;;;;;;;;;;;;;;;;;;;;;;;;;
200;Total male and female;Total persons;Registered at UWV, no WW benefit;2017 1st quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
201;Total male and female;Total persons;Registered at UWV, no WW benefit;2017 2nd quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
202;Total male and female;Total persons;Registered at UWV, no WW benefit;2017 3rd quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
203;Total male and female;Total persons;Registered at UWV, no WW benefit;2017 4th quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
204;Total male and female;Total persons;Registered at UWV, no WW benefit;2017;;;;;;;;;;;;;;;;;;;;;;;;;;
205;Total male and female;Total persons;Registered at UWV, no WW benefit;2018 1st quarter;838.0;311.0;58.0;253.0;526.0;112.0;56.0;11.0;2.0;9.0;45.0;52.0;3.0;415.0;49.0;18.0;31.0;41.0;325.0;56.0;269.0;22.0;18.0;13.0;193.0;24.0
206;Total male and female;Total persons;Registered at UWV, no WW benefit;2018 2nd quarter;856.0;325.0;60.0;265.0;531.0;101.0;55.0;9.0;3.0;6.0;46.0;43.0;3.0;430.0;40.0;17.0;22.0;47.0;343.0;55.0;288.0;25.0;16.0;15.0;204.0;28.0
207;Total male and female;Total persons;Registered at UWV, no WW benefit;2018 3rd quarter;828.0;322.0;55.0;267.0;506.0;86.0;45.0;5.0;2.0;3.0;40.0;36.0;4.0;421.0;47.0;23.0;24.0;46.0;328.0;54.0;275.0;23.0;18.0;15.0;196.0;23.0
208;Total male and female;Total persons;Registered at UWV, no WW benefit;2018 4th quarter;812.0;314.0;55.0;259.0;498.0;91.0;47.0;7.0;2.0;5.0;40.0;40.0;5.0;407.0;37.0;17.0;19.0;41.0;329.0;43.0;285.0;22.0;14.0;14.0;212.0;23.0
209;Total male and female;Total persons;Registered at UWV, no WW benefit;2018;834.0;318.0;57.0;261.0;515.0;97.0;51.0;8.0;2.0;6.0;43.0;43.0;4.0;418.0;43.0;19.0;24.0;44.0;331.0;52.0;279.0;23.0;16.0;14.0;201.0;24.0
210;Total male and female;Total persons;Registered at UWV, no WW benefit;2019 1st quarter;816.0;311.0;54.0;257.0;505.0;98.0;54.0;11.0;3.0;8.0;43.0;39.0;5.0;407.0;35.0;19.0;16.0;43.0;329.0;43.0;286.0;22.0;16.0;16.0;210.0;23.0
211;Total male and female;Total persons;Registered at UWV, no WW benefit;2019 2nd quarter;792.0;298.0;48.0;250.0;494.0;86.0;45.0;7.0;3.0;4.0;39.0;37.0;3.0;407.0;38.0;16.0;23.0;40.0;329.0;49.0;279.0;22.0;18.0;20.0;193.0;28.0
212;Total male and female;Total persons;Registered at UWV, no WW benefit;2019 3rd quarter;814.0;316.0;51.0;265.0;498.0;89.0;52.0;9.0;5.0;5.0;42.0;34.0;3.0;409.0;30.0;8.0;22.0;45.0;334.0;50.0;284.0;23.0;15.0;21.0;205.0;21.0
213;Total male and female;Total persons;Registered at UWV, no WW benefit;2019 4th quarter;794.0;293.0;50.0;243.0;501.0;82.0;45.0;9.0;2.0;6.0;36.0;30.0;6.0;419.0;41.0;19.0;22.0;41.0;337.0;63.0;274.0;20.0;15.0;14.0;203.0;22.0
214;Total male and female;Total persons;Registered at UWV, no WW benefit;2019;804.0;305.0;51.0;254.0;499.0;89.0;49.0;9.0;3.0;6.0;40.0;35.0;4.0;411.0;36.0;15.0;21.0;42.0;332.0;51.0;281.0;21.0;16.0;18.0;202.0;24.0
215;Total male and female;Total persons;Registered at UWV, no WW benefit;2020 1st quarter;780.0;273.0;46.0;228.0;507.0;81.0;45.0;8.0;4.0;4.0;37.0;32.0;4.0;427.0;47.0;17.0;31.0;38.0;342.0;56.0;285.0;22.0;17.0;12.0;210.0;25.0
216;Total male and female;Total persons;Registered at UWV, no WW benefit;2020 2nd quarter;806.0;273.0;38.0;234.0;533.0;84.0;41.0;7.0;3.0;4.0;35.0;39.0;4.0;449.0;54.0;22.0;32.0;33.0;362.0;50.0;312.0;22.0;19.0;18.0;220.0;32.0
217;Total male and female;Total persons;Registered at UWV, no WW benefit;2020 3rd quarter;800.0;267.0;47.0;220.0;532.0;97.0;52.0;9.0;1.0;8.0;43.0;41.0;4.0;436.0;53.0;26.0;27.0;34.0;348.0;47.0;301.0;21.0;21.0;13.0;221.0;25.0
218;Total male and female;Total persons;Registered at UWV, no WW benefit;2020 4th quarter;804.0;282.0;55.0;228.0;522.0;102.0;52.0;9.0;2.0;7.0;43.0;45.0;5.0;420.0;46.0;25.0;21.0;35.0;339.0;45.0;294.0;24.0;17.0;16.0;211.0;26.0
219;Total male and female;Total persons;Registered at UWV, no WW benefit;2020;797.0;274.0;46.0;227.0;524.0;91.0;48.0;8.0;2.0;6.0;39.0;39.0;4.0;433.0;50.0;23.0;28.0;35.0;348.0;50.0;298.0;22.0;18.0;15.0;215.0;27.0
220;Total male and female;Total persons;Registered at UWV, no WW benefit;2021 1st quarter;856.0;283.0;39.0;244.0;573.0;93.0;54.0;10.0;2.0;8.0;43.0;31.0;8.0;481.0;32.0;6.0;26.0;24.0;425.0;;;29.0;30.0;27.0;280.0;59.0
221;Total male and female;Total persons;Registered at UWV, no WW benefit;2021 2nd quarter;850.0;283.0;28.0;255.0;567.0;88.0;46.0;7.0;2.0;5.0;38.0;33.0;9.0;479.0;41.0;9.0;32.0;32.0;405.0;;;42.0;34.0;26.0;266.0;37.0
222;Total male and female;Total persons;Registered at UWV, no WW benefit;2021 3rd quarter;840.0;301.0;35.0;267.0;539.0;68.0;38.0;9.0;2.0;6.0;30.0;24.0;6.0;471.0;36.0;7.0;29.0;36.0;399.0;;;38.0;32.0;26.0;274.0;29.0
223;Total male and female;Total persons;Registered at UWV, no WW benefit;2021 4th quarter;834.0;294.0;30.0;264.0;540.0;71.0;45.0;10.0;2.0;8.0;35.0;21.0;5.0;469.0;32.0;5.0;27.0;32.0;405.0;;;38.0;30.0;21.0;286.0;30.0
224;Total male and female;Total persons;Registered at UWV, no WW benefit;2021;845.0;290.0;33.0;258.0;555.0;80.0;46.0;9.0;2.0;7.0;37.0;28.0;7.0;475.0;35.0;7.0;29.0;31.0;408.0;;;37.0;32.0;25.0;276.0;39.0
225;Total male and female;Total persons;Registered at UWV, no WW benefit;2022 1st quarter;835.0;286.0;27.0;258.0;549.0;69.0;39.0;9.0;2.0;6.0;30.0;23.0;7.0;480.0;30.0;6.0;24.0;31.0;418.0;;;43.0;29.0;20.0;298.0;29.0
226;Total male and female;Total persons;Registered at UWV, no WW benefit;2022 2nd quarter;814.0;265.0;24.0;242.0;548.0;66.0;42.0;8.0;2.0;6.0;34.0;18.0;6.0;482.0;29.0;5.0;25.0;31.0;422.0;;;43.0;28.0;23.0;299.0;30.0
227;Total male and female;Total persons;Registered at UWV, no WW benefit;2022 3rd quarter;802.0;257.0;22.0;235.0;545.0;62.0;40.0;9.0;3.0;6.0;31.0;15.0;6.0;484.0;25.0;3.0;22.0;32.0;427.0;;;43.0;28.0;25.0;305.0;26.0
228;Total male and female;Total persons;Registered at UWV, no WW benefit;2022 4th quarter;797.0;262.0;28.0;234.0;535.0;66.0;42.0;8.0;2.0;6.0;34.0;20.0;5.0;469.0;24.0;5.0;19.0;34.0;411.0;;;45.0;30.0;23.0;295.0;19.0
229;Total male and female;Total persons;Registered at UWV, no WW benefit;2022;812.0;267.0;25.0;242.0;544.0;66.0;41.0;8.0;2.0;6.0;32.0;19.0;6.0;479.0;27.0;5.0;22.0;32.0;420.0;;;44.0;29.0;23.0;299.0;26.0
230;Total male and female;Total persons;Registered at UWV, no WW benefit;2023 1st quarter;796.0;256.0;25.0;232.0;540.0;71.0;45.0;9.0;2.0;7.0;36.0;21.0;5.0;469.0;24.0;3.0;21.0;26.0;419.0;;;40.0;35.0;23.0;297.0;24.0
231;Total male and female;Total persons;Registered at UWV, no WW benefit;2023 2nd quarter;799.0;256.0;23.0;233.0;544.0;66.0;39.0;9.0;3.0;6.0;30.0;22.0;5.0;478.0;21.0;3.0;18.0;31.0;426.0;;;41.0;35.0;20.0;301.0;29.0
232;Total male and female;Total persons;Registered at UWV, no WW benefit;2023 3rd quarter;798.0;253.0;22.0;231.0;545.0;60.0;34.0;7.0;3.0;4.0;27.0;21.0;5.0;485.0;22.0;3.0;19.0;27.0;435.0;;;42.0;40.0;19.0;306.0;28.0
233;Total male and female;Total persons;Registered at UWV, no WW benefit;2023 4th quarter;798.0;256.0;25.0;232.0;542.0;61.0;36.0;7.0;2.0;5.0;29.0;19.0;5.0;481.0;23.0;4.0;20.0;24.0;433.0;;;42.0;32.0;21.0;316.0;22.0
234;Total male and female;Total persons;Registered at UWV, no WW benefit;2023;798.0;255.0;24.0;232.0;543.0;65.0;39.0;8.0;2.0;6.0;30.0;21.0;5.0;478.0;23.0;3.0;20.0;27.0;428.0;;;41.0;36.0;21.0;305.0;26.0
235;Total male and female;Total persons;Registered at UWV, no WW benefit;2024 1st quarter;803.0;247.0;21.0;227.0;556.0;72.0;43.0;8.0;3.0;6.0;34.0;24.0;5.0;484.0;24.0;1.0;22.0;29.0;431.0;;;37.0;35.0;22.0;316.0;21.0
236;Total male and female;Total persons;Registered at UWV, no WW benefit;2024 2nd quarter;796.0;247.0;22.0;225.0;548.0;61.0;38.0;8.0;3.0;6.0;29.0;19.0;5.0;487.0;21.0;3.0;18.0;30.0;436.0;;;38.0;40.0;24.0;309.0;24.0
237;Total male and female;Total persons;Registered at UWV, no WW benefit;2024 3rd quarter;808.0;254.0;23.0;230.0;554.0;65.0;41.0;7.0;3.0;5.0;33.0;21.0;4.0;489.0;23.0;2.0;21.0;26.0;440.0;;;40.0;41.0;23.0;314.0;22.0
238;Total male and female;Total persons;Registered at UWV, no WW benefit;2024 4th quarter;804.0;252.0;23.0;229.0;552.0;62.0;39.0;9.0;3.0;6.0;30.0;19.0;4.0;491.0;26.0;3.0;23.0;30.0;435.0;;;35.0;40.0;22.0;315.0;24.0
