ID;Geslacht;Leeftijden;BurgerlijkeStaat;Migratieachtergrond;Woonland;Perioden;AOWUitkeringenTotaal_1;AOWUitkeringenVolledig_2;AOWUitkeringenGekort_3
222;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Nederland;2013 maart;2825880;2543940;281930
223;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Nederland;2013 april;2833180;2549900;283290
224;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Nederland;2013 mei;2842070;2557400;284670
225;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Nederland;2013 juni;2850540;2564550;285990
226;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Nederland;2013 juli;2858840;2571550;287290
227;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Nederland;2013 augustus;2869030;2579170;289860
228;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Nederland;2013 september;2877670;2586520;291150
229;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Nederland;2013 oktober;2885740;2593370;292370
230;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Nederland;2013 november;2893420;2599800;293620
231;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Nederland;2013 december;2900720;2605940;294780
232;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Nederland;2014 januari;2890350;2596340;294010
233;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Nederland;2014 februari;2896600;2601580;295020
234;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Nederland;2014 maart;2905400;2608790;296610
235;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Nederland;2014 april;2912220;2614430;297790
236;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Nederland;2014 mei;2921580;2622340;299240
237;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Nederland;2014 juni;2929420;2628920;300500
238;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Nederland;2014 juli;2937900;2636190;301710
239;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Nederland;2014 augustus;2945610;2642720;302890
240;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Nederland;2014 september;2953170;2648200;304980
241;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Nederland;2014 oktober;2961740;2655430;306300
242;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Nederland;2014 november;2967900;2660570;307340
243;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Nederland;2014 december;2973210;2664830;308380
244;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Nederland;2015 januari;2961460;2658670;302800
245;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Nederland;2015 februari;2964610;2660930;303680
246;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Nederland;2015 maart;2969550;2665190;304360
247;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Nederland;2015 april;2976620;2670830;305790
248;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Nederland;2015 mei;2982970;2676140;306830
249;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Nederland;2015 juni;2990750;2682850;307900
250;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Nederland;2015 juli;2998870;2689920;308960
251;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Nederland;2015 augustus;3006910;2696890;310020
252;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Nederland;2015 september;3013670;2702670;311000
253;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Nederland;2015 oktober;3021310;2708170;313140
254;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Nederland;2015 november;3028090;2713540;314550
255;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Nederland;2015 december;3034210;2718780;315430
256;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Nederland;2016 januari;3023700;2709100;314610
257;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Nederland;2016 februari;3011950;2698300;313650
258;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Nederland;2016 maart;3001280;2688600;312680
259;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Nederland;2016 april;3006740;2693250;313490
260;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Nederland;2016 mei;3011390;2697150;314240
261;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Nederland;2016 juni;3017690;2702470;315220
262;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Nederland;2016 juli;3025000;2708380;316620
263;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Nederland;2016 augustus;3031200;2713630;317570
264;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Nederland;2016 september;3038970;2720070;318890
265;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Nederland;2016 oktober;3046050;2726290;319760
266;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Nederland;2016 november;3052900;2732180;320720
267;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Nederland;2016 december;3059000;2737510;321500
268;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Nederland;2017 januari;3046360;2725820;320530
269;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Nederland;2017 februari;3032940;2713420;319520
270;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Nederland;2017 maart;3022010;2703370;318640
271;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Nederland;2017 april;3030150;2709710;320440
272;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Nederland;2017 mei;3035330;2714170;321160
273;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Nederland;2017 juni;3041700;2719710;321980
274;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Nederland;2017 juli;3048810;2725780;323030
275;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Nederland;2017 augustus;3053860;2729940;323910
276;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Nederland;2017 september;3060810;2735970;324840
277;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Nederland;2017 oktober;3067780;2741420;326360
278;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Nederland;2017 november;3075280;2747810;327470
279;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Nederland;2017 december;3083230;2754540;328690
280;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Nederland;2018 januari;3069870;2742170;327700
281;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Nederland;2018 februari;3058370;2731590;326780
282;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Nederland;2018 maart;3043840;2718270;325580
283;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Nederland;2018 april;3049830;2723310;326520
284;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Nederland;2018 mei;3057050;2729440;327600
285;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Nederland;2018 juni;3063780;2735300;328480
286;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Nederland;2018 juli;3072390;2741660;330730
287;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Nederland;2018 augustus;3080500;2748620;331880
288;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Nederland;2018 september;3087900;2755050;332860
289;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Nederland;2018 oktober;3094010;2760180;333830
290;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Nederland;2018 november;3099450;2764760;334690
291;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Nederland;2018 december;3106880;2771120;335770
292;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2006 november;235180;14490;220690
293;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2006 december;236160;14520;221640
294;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2007 januari;237220;14570;222650
295;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2007 februari;238170;14570;223600
296;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2007 maart;239160;14580;224580
297;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2007 april;240060;14580;225470
298;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2007 mei;241090;14590;226500
299;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2007 juni;242020;14600;227420
300;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2007 juli;243810;14620;229190
301;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2007 augustus;244830;14610;230220
302;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2007 september;245880;14620;231260
303;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2007 oktober;247100;14670;232430
304;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2007 november;248210;14700;233520
305;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2007 december;249430;14730;234700
306;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2008 januari;250350;14770;235590
307;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2008 februari;251250;14730;236520
308;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2008 maart;252430;14750;237670
309;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2008 april;253590;14800;238800
310;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2008 mei;254650;14840;239810
311;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2008 juni;255530;14860;240670
312;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2008 juli;257110;14900;242210
313;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2008 augustus;258130;14910;243220
314;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2008 september;259200;14900;244300
315;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2008 oktober;260330;15000;245330
316;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2008 november;261440;15010;246430
317;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2008 december;262520;15070;247450
318;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2009 januari;263600;15130;248470
319;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2009 februari;264460;15150;249310
320;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2009 maart;265400;15140;250260
321;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2009 april;266590;15170;251410
322;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2009 mei;267630;15220;252410
323;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2009 juni;268420;15250;253170
324;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2009 juli;270120;15280;254840
325;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2009 augustus;270380;15110;255270
326;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2009 september;271380;15160;256220
327;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2009 oktober;272740;15290;257460
328;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2009 november;273680;15330;258350
329;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2009 december;274620;15350;259260
330;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2010 januari;275800;15400;260400
331;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2010 februari;276660;15370;261290
332;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2010 maart;277810;15380;262430
333;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2010 april;278960;15420;263550
334;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2010 mei;280080;15450;264630
335;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2010 juni;280950;15440;265510
336;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2010 juli;282520;15490;267030
337;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2010 augustus;283560;15510;268050
338;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2010 september;284390;15510;268870
339;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2010 oktober;285280;15530;269750
340;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2010 november;286060;15510;270550
341;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2010 december;286920;15510;271420
342;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2011 januari;287910;15540;272370
343;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2011 februari;288710;15550;273160
344;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2011 maart;289770;15600;274170
345;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2011 april;290870;15640;275230
346;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2011 mei;292100;15660;276440
347;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2011 juni;293110;15680;277430
348;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2011 juli;294660;15720;278940
349;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2011 augustus;295690;15750;279930
350;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2011 september;296830;15790;281030
351;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2011 oktober;298080;15820;282260
352;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2011 november;299030;15830;283200
353;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2011 december;300110;15880;284230
354;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2012 januari;301260;15940;285330
355;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2012 februari;302070;15910;286160
356;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2012 maart;303120;15960;287170
357;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2012 april;304070;15970;288110
358;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2012 mei;305040;15990;289050
359;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2012 juni;305910;16000;289910
360;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2012 juli;307290;16050;291240
361;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2012 augustus;308250;16090;292160
362;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2012 september;309140;16110;293040
363;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2012 oktober;310050;16150;293910
364;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2012 november;311040;16160;294880
365;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2012 december;311900;16170;295730
366;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2013 januari;311790;16160;295630
367;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2013 februari;312500;16210;296290
368;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2013 maart;313270;16240;297030
369;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2013 april;314330;16300;298030
370;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2013 mei;315110;16360;298750
371;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2013 juni;316000;16370;299630
372;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2013 juli;317050;16410;300640
373;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2013 augustus;318450;16460;301990
374;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2013 september;319380;16480;302900
375;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2013 oktober;320310;16500;303810
376;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2013 november;321090;16560;304530
377;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2013 december;321880;16630;305250
378;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2014 januari;321730;16620;305110
379;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2014 februari;322300;16680;305630
380;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2014 maart;322980;16700;306280
381;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2014 april;323720;16730;306990
382;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2014 mei;324770;16790;307980
383;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2014 juni;325680;16810;308870
384;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2014 juli;326480;16860;309620
385;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2014 augustus;327170;16880;310290
386;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2014 september;328280;16940;311340
387;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Totaal buitenland;2014 oktober;328970;16990;311990
