ID;Geslacht;PositieInDeWerkkring;Persoonskenmerken;Thuiswerken;Perioden;WerkzameBeroepsbevolking_1
258;Totaal mannen en vrouwen;Totaal;Arbeidsduur: minder dan 12 uur per week;Niet thuiswerken;2023;640
259;Totaal mannen en vrouwen;Totaal;Arbeidsduur: minder dan 12 uur per week;Niet thuiswerken;2024;651
260;Totaal mannen en vrouwen;Totaal;Arbeidsduur: minder dan 20 uur per week;Totaal;2021;1563
261;Totaal mannen en vrouwen;Totaal;Arbeidsduur: minder dan 20 uur per week;Totaal;2022;1550
262;Totaal mannen en vrouwen;Totaal;Arbeidsduur: minder dan 20 uur per week;Totaal;2023;1563
263;Totaal mannen en vrouwen;Totaal;Arbeidsduur: minder dan 20 uur per week;Totaal;2024;1565
264;Totaal mannen en vrouwen;Totaal;Arbeidsduur: minder dan 20 uur per week;Meestal of soms thuiswerken;2021;393
265;Totaal mannen en vrouwen;Totaal;Arbeidsduur: minder dan 20 uur per week;Meestal of soms thuiswerken;2022;371
266;Totaal mannen en vrouwen;Totaal;Arbeidsduur: minder dan 20 uur per week;Meestal of soms thuiswerken;2023;357
267;Totaal mannen en vrouwen;Totaal;Arbeidsduur: minder dan 20 uur per week;Meestal of soms thuiswerken;2024;360
268;Totaal mannen en vrouwen;Totaal;Arbeidsduur: minder dan 20 uur per week;Meestal thuiswerken;2021;192
269;Totaal mannen en vrouwen;Totaal;Arbeidsduur: minder dan 20 uur per week;Meestal thuiswerken;2022;173
270;Totaal mannen en vrouwen;Totaal;Arbeidsduur: minder dan 20 uur per week;Meestal thuiswerken;2023;161
271;Totaal mannen en vrouwen;Totaal;Arbeidsduur: minder dan 20 uur per week;Meestal thuiswerken;2024;164
272;Totaal mannen en vrouwen;Totaal;Arbeidsduur: minder dan 20 uur per week;Soms thuiswerken;2021;201
273;Totaal mannen en vrouwen;Totaal;Arbeidsduur: minder dan 20 uur per week;Soms thuiswerken;2022;198
274;Totaal mannen en vrouwen;Totaal;Arbeidsduur: minder dan 20 uur per week;Soms thuiswerken;2023;196
275;Totaal mannen en vrouwen;Totaal;Arbeidsduur: minder dan 20 uur per week;Soms thuiswerken;2024;196
276;Totaal mannen en vrouwen;Totaal;Arbeidsduur: minder dan 20 uur per week;Niet thuiswerken;2021;1170
277;Totaal mannen en vrouwen;Totaal;Arbeidsduur: minder dan 20 uur per week;Niet thuiswerken;2022;1179
278;Totaal mannen en vrouwen;Totaal;Arbeidsduur: minder dan 20 uur per week;Niet thuiswerken;2023;1206
279;Totaal mannen en vrouwen;Totaal;Arbeidsduur: minder dan 20 uur per week;Niet thuiswerken;2024;1205
280;Totaal mannen en vrouwen;Totaal;Arbeidsduur: 12 tot 20 uur per week;Totaal;2021;735
281;Totaal mannen en vrouwen;Totaal;Arbeidsduur: 12 tot 20 uur per week;Totaal;2022;735
282;Totaal mannen en vrouwen;Totaal;Arbeidsduur: 12 tot 20 uur per week;Totaal;2023;738
283;Totaal mannen en vrouwen;Totaal;Arbeidsduur: 12 tot 20 uur per week;Totaal;2024;743
284;Totaal mannen en vrouwen;Totaal;Arbeidsduur: 12 tot 20 uur per week;Meestal of soms thuiswerken;2021;201
285;Totaal mannen en vrouwen;Totaal;Arbeidsduur: 12 tot 20 uur per week;Meestal of soms thuiswerken;2022;182
286;Totaal mannen en vrouwen;Totaal;Arbeidsduur: 12 tot 20 uur per week;Meestal of soms thuiswerken;2023;173
287;Totaal mannen en vrouwen;Totaal;Arbeidsduur: 12 tot 20 uur per week;Meestal of soms thuiswerken;2024;189
288;Totaal mannen en vrouwen;Totaal;Arbeidsduur: 12 tot 20 uur per week;Meestal thuiswerken;2021;81
289;Totaal mannen en vrouwen;Totaal;Arbeidsduur: 12 tot 20 uur per week;Meestal thuiswerken;2022;62
290;Totaal mannen en vrouwen;Totaal;Arbeidsduur: 12 tot 20 uur per week;Meestal thuiswerken;2023;64
291;Totaal mannen en vrouwen;Totaal;Arbeidsduur: 12 tot 20 uur per week;Meestal thuiswerken;2024;68
292;Totaal mannen en vrouwen;Totaal;Arbeidsduur: 12 tot 20 uur per week;Soms thuiswerken;2021;120
293;Totaal mannen en vrouwen;Totaal;Arbeidsduur: 12 tot 20 uur per week;Soms thuiswerken;2022;120
294;Totaal mannen en vrouwen;Totaal;Arbeidsduur: 12 tot 20 uur per week;Soms thuiswerken;2023;109
295;Totaal mannen en vrouwen;Totaal;Arbeidsduur: 12 tot 20 uur per week;Soms thuiswerken;2024;122
296;Totaal mannen en vrouwen;Totaal;Arbeidsduur: 12 tot 20 uur per week;Niet thuiswerken;2021;534
297;Totaal mannen en vrouwen;Totaal;Arbeidsduur: 12 tot 20 uur per week;Niet thuiswerken;2022;553
298;Totaal mannen en vrouwen;Totaal;Arbeidsduur: 12 tot 20 uur per week;Niet thuiswerken;2023;566
299;Totaal mannen en vrouwen;Totaal;Arbeidsduur: 12 tot 20 uur per week;Niet thuiswerken;2024;553
300;Totaal mannen en vrouwen;Totaal;Arbeidsduur: 20 tot 35 uur per week;Totaal;2021;2892
301;Totaal mannen en vrouwen;Totaal;Arbeidsduur: 20 tot 35 uur per week;Totaal;2022;3013
302;Totaal mannen en vrouwen;Totaal;Arbeidsduur: 20 tot 35 uur per week;Totaal;2023;3110
303;Totaal mannen en vrouwen;Totaal;Arbeidsduur: 20 tot 35 uur per week;Totaal;2024;3153
304;Totaal mannen en vrouwen;Totaal;Arbeidsduur: 20 tot 35 uur per week;Meestal of soms thuiswerken;2021;1508
305;Totaal mannen en vrouwen;Totaal;Arbeidsduur: 20 tot 35 uur per week;Meestal of soms thuiswerken;2022;1546
306;Totaal mannen en vrouwen;Totaal;Arbeidsduur: 20 tot 35 uur per week;Meestal of soms thuiswerken;2023;1552
307;Totaal mannen en vrouwen;Totaal;Arbeidsduur: 20 tot 35 uur per week;Meestal of soms thuiswerken;2024;1558
308;Totaal mannen en vrouwen;Totaal;Arbeidsduur: 20 tot 35 uur per week;Meestal thuiswerken;2021;557
309;Totaal mannen en vrouwen;Totaal;Arbeidsduur: 20 tot 35 uur per week;Meestal thuiswerken;2022;443
310;Totaal mannen en vrouwen;Totaal;Arbeidsduur: 20 tot 35 uur per week;Meestal thuiswerken;2023;349
311;Totaal mannen en vrouwen;Totaal;Arbeidsduur: 20 tot 35 uur per week;Meestal thuiswerken;2024;342
312;Totaal mannen en vrouwen;Totaal;Arbeidsduur: 20 tot 35 uur per week;Soms thuiswerken;2021;951
313;Totaal mannen en vrouwen;Totaal;Arbeidsduur: 20 tot 35 uur per week;Soms thuiswerken;2022;1103
314;Totaal mannen en vrouwen;Totaal;Arbeidsduur: 20 tot 35 uur per week;Soms thuiswerken;2023;1203
315;Totaal mannen en vrouwen;Totaal;Arbeidsduur: 20 tot 35 uur per week;Soms thuiswerken;2024;1216
316;Totaal mannen en vrouwen;Totaal;Arbeidsduur: 20 tot 35 uur per week;Niet thuiswerken;2021;1384
317;Totaal mannen en vrouwen;Totaal;Arbeidsduur: 20 tot 35 uur per week;Niet thuiswerken;2022;1468
318;Totaal mannen en vrouwen;Totaal;Arbeidsduur: 20 tot 35 uur per week;Niet thuiswerken;2023;1558
319;Totaal mannen en vrouwen;Totaal;Arbeidsduur: 20 tot 35 uur per week;Niet thuiswerken;2024;1595
320;Totaal mannen en vrouwen;Totaal;Arbeidsduur: voltijd;Totaal;2021;4800
321;Totaal mannen en vrouwen;Totaal;Arbeidsduur: voltijd;Totaal;2022;4985
322;Totaal mannen en vrouwen;Totaal;Arbeidsduur: voltijd;Totaal;2023;5064
323;Totaal mannen en vrouwen;Totaal;Arbeidsduur: voltijd;Totaal;2024;5080
324;Totaal mannen en vrouwen;Totaal;Arbeidsduur: voltijd;Meestal of soms thuiswerken;2021;3095
325;Totaal mannen en vrouwen;Totaal;Arbeidsduur: voltijd;Meestal of soms thuiswerken;2022;3152
326;Totaal mannen en vrouwen;Totaal;Arbeidsduur: voltijd;Meestal of soms thuiswerken;2023;3149
327;Totaal mannen en vrouwen;Totaal;Arbeidsduur: voltijd;Meestal of soms thuiswerken;2024;3187
328;Totaal mannen en vrouwen;Totaal;Arbeidsduur: voltijd;Meestal thuiswerken;2021;1167
329;Totaal mannen en vrouwen;Totaal;Arbeidsduur: voltijd;Meestal thuiswerken;2022;916
330;Totaal mannen en vrouwen;Totaal;Arbeidsduur: voltijd;Meestal thuiswerken;2023;772
331;Totaal mannen en vrouwen;Totaal;Arbeidsduur: voltijd;Meestal thuiswerken;2024;743
332;Totaal mannen en vrouwen;Totaal;Arbeidsduur: voltijd;Soms thuiswerken;2021;1929
333;Totaal mannen en vrouwen;Totaal;Arbeidsduur: voltijd;Soms thuiswerken;2022;2237
334;Totaal mannen en vrouwen;Totaal;Arbeidsduur: voltijd;Soms thuiswerken;2023;2377
335;Totaal mannen en vrouwen;Totaal;Arbeidsduur: voltijd;Soms thuiswerken;2024;2445
336;Totaal mannen en vrouwen;Totaal;Arbeidsduur: voltijd;Niet thuiswerken;2021;1705
337;Totaal mannen en vrouwen;Totaal;Arbeidsduur: voltijd;Niet thuiswerken;2022;1832
338;Totaal mannen en vrouwen;Totaal;Arbeidsduur: voltijd;Niet thuiswerken;2023;1915
339;Totaal mannen en vrouwen;Totaal;Arbeidsduur: voltijd;Niet thuiswerken;2024;1893
340;Totaal mannen en vrouwen;Totaal;01 Pedagogische beroepen;Totaal;2021;674
341;Totaal mannen en vrouwen;Totaal;01 Pedagogische beroepen;Totaal;2022;713
342;Totaal mannen en vrouwen;Totaal;01 Pedagogische beroepen;Totaal;2023;724
343;Totaal mannen en vrouwen;Totaal;01 Pedagogische beroepen;Totaal;2024;710
344;Totaal mannen en vrouwen;Totaal;01 Pedagogische beroepen;Meestal of soms thuiswerken;2021;475
345;Totaal mannen en vrouwen;Totaal;01 Pedagogische beroepen;Meestal of soms thuiswerken;2022;469
346;Totaal mannen en vrouwen;Totaal;01 Pedagogische beroepen;Meestal of soms thuiswerken;2023;454
347;Totaal mannen en vrouwen;Totaal;01 Pedagogische beroepen;Meestal of soms thuiswerken;2024;450
348;Totaal mannen en vrouwen;Totaal;01 Pedagogische beroepen;Meestal thuiswerken;2021;90
349;Totaal mannen en vrouwen;Totaal;01 Pedagogische beroepen;Meestal thuiswerken;2022;61
350;Totaal mannen en vrouwen;Totaal;01 Pedagogische beroepen;Meestal thuiswerken;2023;58
351;Totaal mannen en vrouwen;Totaal;01 Pedagogische beroepen;Meestal thuiswerken;2024;53
352;Totaal mannen en vrouwen;Totaal;01 Pedagogische beroepen;Soms thuiswerken;2021;385
353;Totaal mannen en vrouwen;Totaal;01 Pedagogische beroepen;Soms thuiswerken;2022;408
354;Totaal mannen en vrouwen;Totaal;01 Pedagogische beroepen;Soms thuiswerken;2023;396
355;Totaal mannen en vrouwen;Totaal;01 Pedagogische beroepen;Soms thuiswerken;2024;397
356;Totaal mannen en vrouwen;Totaal;01 Pedagogische beroepen;Niet thuiswerken;2021;199
357;Totaal mannen en vrouwen;Totaal;01 Pedagogische beroepen;Niet thuiswerken;2022;244
358;Totaal mannen en vrouwen;Totaal;01 Pedagogische beroepen;Niet thuiswerken;2023;270
359;Totaal mannen en vrouwen;Totaal;01 Pedagogische beroepen;Niet thuiswerken;2024;260
360;Totaal mannen en vrouwen;Totaal;02 Creatieve en taalkundige beroepen;Totaal;2021;249
361;Totaal mannen en vrouwen;Totaal;02 Creatieve en taalkundige beroepen;Totaal;2022;251
362;Totaal mannen en vrouwen;Totaal;02 Creatieve en taalkundige beroepen;Totaal;2023;243
363;Totaal mannen en vrouwen;Totaal;02 Creatieve en taalkundige beroepen;Totaal;2024;245
364;Totaal mannen en vrouwen;Totaal;02 Creatieve en taalkundige beroepen;Meestal of soms thuiswerken;2021;219
365;Totaal mannen en vrouwen;Totaal;02 Creatieve en taalkundige beroepen;Meestal of soms thuiswerken;2022;217
366;Totaal mannen en vrouwen;Totaal;02 Creatieve en taalkundige beroepen;Meestal of soms thuiswerken;2023;212
367;Totaal mannen en vrouwen;Totaal;02 Creatieve en taalkundige beroepen;Meestal of soms thuiswerken;2024;213
368;Totaal mannen en vrouwen;Totaal;02 Creatieve en taalkundige beroepen;Meestal thuiswerken;2021;116
369;Totaal mannen en vrouwen;Totaal;02 Creatieve en taalkundige beroepen;Meestal thuiswerken;2022;98
370;Totaal mannen en vrouwen;Totaal;02 Creatieve en taalkundige beroepen;Meestal thuiswerken;2023;90
371;Totaal mannen en vrouwen;Totaal;02 Creatieve en taalkundige beroepen;Meestal thuiswerken;2024;84
372;Totaal mannen en vrouwen;Totaal;02 Creatieve en taalkundige beroepen;Soms thuiswerken;2021;103
373;Totaal mannen en vrouwen;Totaal;02 Creatieve en taalkundige beroepen;Soms thuiswerken;2022;119
374;Totaal mannen en vrouwen;Totaal;02 Creatieve en taalkundige beroepen;Soms thuiswerken;2023;121
375;Totaal mannen en vrouwen;Totaal;02 Creatieve en taalkundige beroepen;Soms thuiswerken;2024;129
376;Totaal mannen en vrouwen;Totaal;02 Creatieve en taalkundige beroepen;Niet thuiswerken;2021;29
377;Totaal mannen en vrouwen;Totaal;02 Creatieve en taalkundige beroepen;Niet thuiswerken;2022;34
378;Totaal mannen en vrouwen;Totaal;02 Creatieve en taalkundige beroepen;Niet thuiswerken;2023;31
379;Totaal mannen en vrouwen;Totaal;02 Creatieve en taalkundige beroepen;Niet thuiswerken;2024;32
380;Totaal mannen en vrouwen;Totaal;03 Commerciële beroepen;Totaal;2021;1078
381;Totaal mannen en vrouwen;Totaal;03 Commerciële beroepen;Totaal;2022;1085
382;Totaal mannen en vrouwen;Totaal;03 Commerciële beroepen;Totaal;2023;1092
383;Totaal mannen en vrouwen;Totaal;03 Commerciële beroepen;Totaal;2024;1072
384;Totaal mannen en vrouwen;Totaal;03 Commerciële beroepen;Meestal of soms thuiswerken;2021;521
385;Totaal mannen en vrouwen;Totaal;03 Commerciële beroepen;Meestal of soms thuiswerken;2022;509
386;Totaal mannen en vrouwen;Totaal;03 Commerciële beroepen;Meestal of soms thuiswerken;2023;507
387;Totaal mannen en vrouwen;Totaal;03 Commerciële beroepen;Meestal of soms thuiswerken;2024;508
388;Totaal mannen en vrouwen;Totaal;03 Commerciële beroepen;Meestal thuiswerken;2021;228
389;Totaal mannen en vrouwen;Totaal;03 Commerciële beroepen;Meestal thuiswerken;2022;169
390;Totaal mannen en vrouwen;Totaal;03 Commerciële beroepen;Meestal thuiswerken;2023;138
391;Totaal mannen en vrouwen;Totaal;03 Commerciële beroepen;Meestal thuiswerken;2024;130
392;Totaal mannen en vrouwen;Totaal;03 Commerciële beroepen;Soms thuiswerken;2021;293
393;Totaal mannen en vrouwen;Totaal;03 Commerciële beroepen;Soms thuiswerken;2022;340
394;Totaal mannen en vrouwen;Totaal;03 Commerciële beroepen;Soms thuiswerken;2023;369
395;Totaal mannen en vrouwen;Totaal;03 Commerciële beroepen;Soms thuiswerken;2024;378
396;Totaal mannen en vrouwen;Totaal;03 Commerciële beroepen;Niet thuiswerken;2021;558
397;Totaal mannen en vrouwen;Totaal;03 Commerciële beroepen;Niet thuiswerken;2022;576
398;Totaal mannen en vrouwen;Totaal;03 Commerciële beroepen;Niet thuiswerken;2023;584
399;Totaal mannen en vrouwen;Totaal;03 Commerciële beroepen;Niet thuiswerken;2024;564
400;Totaal mannen en vrouwen;Totaal;04 Bedrijfseconomische en administrat...;Totaal;2021;1783
401;Totaal mannen en vrouwen;Totaal;04 Bedrijfseconomische en administrat...;Totaal;2022;1826
402;Totaal mannen en vrouwen;Totaal;04 Bedrijfseconomische en administrat...;Totaal;2023;1800
403;Totaal mannen en vrouwen;Totaal;04 Bedrijfseconomische en administrat...;Totaal;2024;1830
404;Totaal mannen en vrouwen;Totaal;04 Bedrijfseconomische en administrat...;Meestal of soms thuiswerken;2021;1360
405;Totaal mannen en vrouwen;Totaal;04 Bedrijfseconomische en administrat...;Meestal of soms thuiswerken;2022;1364
406;Totaal mannen en vrouwen;Totaal;04 Bedrijfseconomische en administrat...;Meestal of soms thuiswerken;2023;1331
407;Totaal mannen en vrouwen;Totaal;04 Bedrijfseconomische en administrat...;Meestal of soms thuiswerken;2024;1339
408;Totaal mannen en vrouwen;Totaal;04 Bedrijfseconomische en administrat...;Meestal thuiswerken;2021;638
409;Totaal mannen en vrouwen;Totaal;04 Bedrijfseconomische en administrat...;Meestal thuiswerken;2022;494
410;Totaal mannen en vrouwen;Totaal;04 Bedrijfseconomische en administrat...;Meestal thuiswerken;2023;395
411;Totaal mannen en vrouwen;Totaal;04 Bedrijfseconomische en administrat...;Meestal thuiswerken;2024;365
412;Totaal mannen en vrouwen;Totaal;04 Bedrijfseconomische en administrat...;Soms thuiswerken;2021;722
413;Totaal mannen en vrouwen;Totaal;04 Bedrijfseconomische en administrat...;Soms thuiswerken;2022;870
414;Totaal mannen en vrouwen;Totaal;04 Bedrijfseconomische en administrat...;Soms thuiswerken;2023;936
415;Totaal mannen en vrouwen;Totaal;04 Bedrijfseconomische en administrat...;Soms thuiswerken;2024;974
416;Totaal mannen en vrouwen;Totaal;04 Bedrijfseconomische en administrat...;Niet thuiswerken;2021;423
417;Totaal mannen en vrouwen;Totaal;04 Bedrijfseconomische en administrat...;Niet thuiswerken;2022;462
418;Totaal mannen en vrouwen;Totaal;04 Bedrijfseconomische en administrat...;Niet thuiswerken;2023;470
419;Totaal mannen en vrouwen;Totaal;04 Bedrijfseconomische en administrat...;Niet thuiswerken;2024;491
420;Totaal mannen en vrouwen;Totaal;05 Managers;Totaal;2021;467
421;Totaal mannen en vrouwen;Totaal;05 Managers;Totaal;2022;508
422;Totaal mannen en vrouwen;Totaal;05 Managers;Totaal;2023;549
423;Totaal mannen en vrouwen;Totaal;05 Managers;Totaal;2024;579
424;Totaal mannen en vrouwen;Totaal;05 Managers;Meestal of soms thuiswerken;2021;388
425;Totaal mannen en vrouwen;Totaal;05 Managers;Meestal of soms thuiswerken;2022;422
426;Totaal mannen en vrouwen;Totaal;05 Managers;Meestal of soms thuiswerken;2023;452
427;Totaal mannen en vrouwen;Totaal;05 Managers;Meestal of soms thuiswerken;2024;463
428;Totaal mannen en vrouwen;Totaal;05 Managers;Meestal thuiswerken;2021;92
429;Totaal mannen en vrouwen;Totaal;05 Managers;Meestal thuiswerken;2022;70
430;Totaal mannen en vrouwen;Totaal;05 Managers;Meestal thuiswerken;2023;60
431;Totaal mannen en vrouwen;Totaal;05 Managers;Meestal thuiswerken;2024;61
432;Totaal mannen en vrouwen;Totaal;05 Managers;Soms thuiswerken;2021;295
433;Totaal mannen en vrouwen;Totaal;05 Managers;Soms thuiswerken;2022;353
434;Totaal mannen en vrouwen;Totaal;05 Managers;Soms thuiswerken;2023;392
435;Totaal mannen en vrouwen;Totaal;05 Managers;Soms thuiswerken;2024;402
436;Totaal mannen en vrouwen;Totaal;05 Managers;Niet thuiswerken;2021;80
437;Totaal mannen en vrouwen;Totaal;05 Managers;Niet thuiswerken;2022;86
438;Totaal mannen en vrouwen;Totaal;05 Managers;Niet thuiswerken;2023;97
439;Totaal mannen en vrouwen;Totaal;05 Managers;Niet thuiswerken;2024;116
440;Totaal mannen en vrouwen;Totaal;06 Openbaar bestuur, veiligheid en ju...;Totaal;2021;318
441;Totaal mannen en vrouwen;Totaal;06 Openbaar bestuur, veiligheid en ju...;Totaal;2022;318
442;Totaal mannen en vrouwen;Totaal;06 Openbaar bestuur, veiligheid en ju...;Totaal;2023;331
443;Totaal mannen en vrouwen;Totaal;06 Openbaar bestuur, veiligheid en ju...;Totaal;2024;329
444;Totaal mannen en vrouwen;Totaal;06 Openbaar bestuur, veiligheid en ju...;Meestal of soms thuiswerken;2021;224
445;Totaal mannen en vrouwen;Totaal;06 Openbaar bestuur, veiligheid en ju...;Meestal of soms thuiswerken;2022;222
446;Totaal mannen en vrouwen;Totaal;06 Openbaar bestuur, veiligheid en ju...;Meestal of soms thuiswerken;2023;226
447;Totaal mannen en vrouwen;Totaal;06 Openbaar bestuur, veiligheid en ju...;Meestal of soms thuiswerken;2024;230
448;Totaal mannen en vrouwen;Totaal;06 Openbaar bestuur, veiligheid en ju...;Meestal thuiswerken;2021;94
449;Totaal mannen en vrouwen;Totaal;06 Openbaar bestuur, veiligheid en ju...;Meestal thuiswerken;2022;74
450;Totaal mannen en vrouwen;Totaal;06 Openbaar bestuur, veiligheid en ju...;Meestal thuiswerken;2023;56
451;Totaal mannen en vrouwen;Totaal;06 Openbaar bestuur, veiligheid en ju...;Meestal thuiswerken;2024;57
452;Totaal mannen en vrouwen;Totaal;06 Openbaar bestuur, veiligheid en ju...;Soms thuiswerken;2021;130
453;Totaal mannen en vrouwen;Totaal;06 Openbaar bestuur, veiligheid en ju...;Soms thuiswerken;2022;148
454;Totaal mannen en vrouwen;Totaal;06 Openbaar bestuur, veiligheid en ju...;Soms thuiswerken;2023;170
455;Totaal mannen en vrouwen;Totaal;06 Openbaar bestuur, veiligheid en ju...;Soms thuiswerken;2024;173
456;Totaal mannen en vrouwen;Totaal;06 Openbaar bestuur, veiligheid en ju...;Niet thuiswerken;2021;94
457;Totaal mannen en vrouwen;Totaal;06 Openbaar bestuur, veiligheid en ju...;Niet thuiswerken;2022;96
458;Totaal mannen en vrouwen;Totaal;06 Openbaar bestuur, veiligheid en ju...;Niet thuiswerken;2023;105
459;Totaal mannen en vrouwen;Totaal;06 Openbaar bestuur, veiligheid en ju...;Niet thuiswerken;2024;99
460;Totaal mannen en vrouwen;Totaal;07 Technische beroepen;Totaal;2021;1268
461;Totaal mannen en vrouwen;Totaal;07 Technische beroepen;Totaal;2022;1313
462;Totaal mannen en vrouwen;Totaal;07 Technische beroepen;Totaal;2023;1342
463;Totaal mannen en vrouwen;Totaal;07 Technische beroepen;Totaal;2024;1400
464;Totaal mannen en vrouwen;Totaal;07 Technische beroepen;Meestal of soms thuiswerken;2021;511
465;Totaal mannen en vrouwen;Totaal;07 Technische beroepen;Meestal of soms thuiswerken;2022;533
466;Totaal mannen en vrouwen;Totaal;07 Technische beroepen;Meestal of soms thuiswerken;2023;528
467;Totaal mannen en vrouwen;Totaal;07 Technische beroepen;Meestal of soms thuiswerken;2024;556
468;Totaal mannen en vrouwen;Totaal;07 Technische beroepen;Meestal thuiswerken;2021;154
469;Totaal mannen en vrouwen;Totaal;07 Technische beroepen;Meestal thuiswerken;2022;117
470;Totaal mannen en vrouwen;Totaal;07 Technische beroepen;Meestal thuiswerken;2023;93
471;Totaal mannen en vrouwen;Totaal;07 Technische beroepen;Meestal thuiswerken;2024;101
472;Totaal mannen en vrouwen;Totaal;07 Technische beroepen;Soms thuiswerken;2021;357
473;Totaal mannen en vrouwen;Totaal;07 Technische beroepen;Soms thuiswerken;2022;415
474;Totaal mannen en vrouwen;Totaal;07 Technische beroepen;Soms thuiswerken;2023;436
475;Totaal mannen en vrouwen;Totaal;07 Technische beroepen;Soms thuiswerken;2024;456
476;Totaal mannen en vrouwen;Totaal;07 Technische beroepen;Niet thuiswerken;2021;756
477;Totaal mannen en vrouwen;Totaal;07 Technische beroepen;Niet thuiswerken;2022;781
478;Totaal mannen en vrouwen;Totaal;07 Technische beroepen;Niet thuiswerken;2023;814
479;Totaal mannen en vrouwen;Totaal;07 Technische beroepen;Niet thuiswerken;2024;844
480;Totaal mannen en vrouwen;Totaal;08 ICT beroepen;Totaal;2021;503
481;Totaal mannen en vrouwen;Totaal;08 ICT beroepen;Totaal;2022;526
482;Totaal mannen en vrouwen;Totaal;08 ICT beroepen;Totaal;2023;514
483;Totaal mannen en vrouwen;Totaal;08 ICT beroepen;Totaal;2024;537
484;Totaal mannen en vrouwen;Totaal;08 ICT beroepen;Meestal of soms thuiswerken;2021;462
485;Totaal mannen en vrouwen;Totaal;08 ICT beroepen;Meestal of soms thuiswerken;2022;486
486;Totaal mannen en vrouwen;Totaal;08 ICT beroepen;Meestal of soms thuiswerken;2023;470
487;Totaal mannen en vrouwen;Totaal;08 ICT beroepen;Meestal of soms thuiswerken;2024;495
488;Totaal mannen en vrouwen;Totaal;08 ICT beroepen;Meestal thuiswerken;2021;270
489;Totaal mannen en vrouwen;Totaal;08 ICT beroepen;Meestal thuiswerken;2022;247
490;Totaal mannen en vrouwen;Totaal;08 ICT beroepen;Meestal thuiswerken;2023;208
491;Totaal mannen en vrouwen;Totaal;08 ICT beroepen;Meestal thuiswerken;2024;215
492;Totaal mannen en vrouwen;Totaal;08 ICT beroepen;Soms thuiswerken;2021;193
493;Totaal mannen en vrouwen;Totaal;08 ICT beroepen;Soms thuiswerken;2022;240
494;Totaal mannen en vrouwen;Totaal;08 ICT beroepen;Soms thuiswerken;2023;262
495;Totaal mannen en vrouwen;Totaal;08 ICT beroepen;Soms thuiswerken;2024;280
496;Totaal mannen en vrouwen;Totaal;08 ICT beroepen;Niet thuiswerken;2021;41
497;Totaal mannen en vrouwen;Totaal;08 ICT beroepen;Niet thuiswerken;2022;40
498;Totaal mannen en vrouwen;Totaal;08 ICT beroepen;Niet thuiswerken;2023;45
499;Totaal mannen en vrouwen;Totaal;08 ICT beroepen;Niet thuiswerken;2024;43
