ID;BedrijfstakkenBranchesSBI2008;Seizoencorrectie;Marges;Perioden;OmzetAfgelopen3Maanden_1;OmzetKomende3Maanden_2;VerkoopprTarievenKomende3Mnd_3;InkoopordersKomende3Mnd_4;PersoneelssterkteAfgelopen3Mnd_5;PersoneelssterkteKomende3Mnd_6;InvesteringenVerslagjaar_7;EconomischKlimaatAfgelopen3Mnd_8;EconomischKlimaatKomende3Mnd_9;WinstgevendheidAfgelopen3Mnd_10
3847;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2014 augustus;;;-1.1;5.8;;-3.6;;;2.0;
3848;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2014 september;;;-1.4;6.9;;-1.6;;;1.0;
3849;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2014 oktober;3.2;15.5;1.8;6.7;3.1;-6.7;5.9;-2.2;5.4;1.7
3850;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2014 november;;;5.3;2.1;;-7.1;;;0.9;
3851;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2014 december;;;3.3;0.3;;-10.8;;;0.4;
3852;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2015 januari;11.8;-3.6;7.0;2.2;-2.7;-5.6;8.3;3.7;2.8;7.2
3853;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2015 februari;;;3.6;2.5;;-6.4;;;4.2;
3854;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2015 maart;;;2.9;7.1;;-3.9;;;4.1;
3855;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2015 april;8.5;12.4;1.1;7.1;-1.8;-2.6;2.5;4.9;8.0;0.2
3856;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2015 mei;;;1.9;7.0;;-3.5;;;3.2;
3857;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2015 juni;;;1.4;4.3;;-3.3;;;3.9;
3858;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2015 juli;15.7;3.5;1.4;2.6;4.8;-1.7;7.1;5.5;3.4;5.5
3859;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2015 augustus;;;2.6;8.2;;-2.4;;;2.5;
3860;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2015 september;;;1.0;9.8;;0.5;;;2.1;
3861;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2015 oktober;6.8;15.2;1.7;10.3;7.9;-2.8;8.9;2.5;2.9;-0.7
3862;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2015 november;;;3.4;6.3;;-3.4;;;2.7;
3863;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2015 december;;;5.8;-2.4;;-6.0;;;1.1;
3864;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2016 januari;19.7;0.0;10.5;3.1;0.1;-0.8;7.5;1.8;5.1;5.6
3865;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2016 februari;;;3.7;2.9;;-2.3;;;5.3;
3866;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2016 maart;;;-2.0;6.0;;-2.3;;;0.7;
3867;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2016 april;5.1;15.4;0.7;8.6;2.7;-0.2;4.5;0.0;0.8;0.1
3868;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2016 mei;;;-0.8;3.9;;-0.2;;;1.2;
3869;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2016 juni;;;2.8;4.5;;1.4;;;2.3;
3870;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2016 juli;18.1;4.4;2.4;3.9;7.7;-0.4;9.6;4.1;3.0;5.8
3871;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2016 augustus;;;2.0;5.6;;-1.6;;;2.0;
3872;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2016 september;;;4.5;11.4;;0.5;;;5.5;
3873;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2016 oktober;6.9;14.9;5.7;10.1;7.0;-0.2;12.0;2.2;8.3;3.3
3874;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2016 november;;;10.5;6.8;;-1.0;;;3.2;
3875;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2016 december;;;11.6;7.2;;-0.6;;;8.3;
3876;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2017 januari;22.3;7.1;17.1;7.9;10.8;1.7;8.1;12.3;10.4;10.7
3877;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2017 februari;;;13.1;16.9;;5.0;;;10.2;
3878;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2017 maart;;;11.1;15.9;;8.2;;;11.0;
3879;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2017 april;15.8;20.5;7.2;12.7;9.5;10.3;7.5;13.5;10.2;8.2
3880;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2017 mei;;;4.9;12.2;;8.4;;;5.2;
3881;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2017 juni;;;5.7;9.9;;11.3;;;7.5;
3882;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2017 juli;16.4;4.2;4.6;6.9;13.7;13.0;8.1;9.4;6.9;6.6
3883;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2017 augustus;;;5.9;11.4;;11.0;;;7.4;
3884;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2017 september;;;10.0;18.6;;11.1;;;11.2;
3885;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2017 oktober;9.4;25.8;11.9;17.6;15.0;11.1;6.6;11.1;10.6;3.6
3886;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2017 november;;;12.1;14.9;;10.3;;;9.1;
3887;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2017 december;;;17.8;7.9;;8.7;;;10.1;
3888;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2018 januari;22.0;11.9;21.6;11.9;11.1;12.7;8.5;13.2;10.8;10.9
3889;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2018 februari;;;15.4;16.9;;14.6;;;13.4;
3890;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2018 maart;;;12.7;17.9;;15.2;;;11.5;
3891;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2018 april;15.9;20.7;7.5;15.0;14.0;15.2;11.0;10.5;10.3;5.6
3892;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2018 mei;;;7.2;12.8;;13.3;;;7.9;
3893;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2018 juni;;;10.2;11.9;;13.2;;;7.7;
3894;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2018 juli;23.5;4.9;10.6;4.7;15.5;13.4;7.9;11.1;7.6;11.0
3895;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2018 augustus;;;7.4;11.8;;10.2;;;5.2;
3896;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2018 september;;;9.6;14.0;;12.4;;;7.7;
3897;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2018 oktober;2.2;18.6;12.9;11.6;13.1;13.3;10.1;5.8;7.4;-1.0
3898;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2018 november;;;14.2;8.0;;8.5;;;3.3;
3899;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2018 december;;;18.8;5.9;;6.6;;;4.1;
3900;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2019 januari;15.0;8.4;23.1;8.7;12.4;12.6;9.7;3.2;4.0;5.9
3901;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2019 februari;;;13.3;11.2;;11.5;;;2.1;
3902;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2019 maart;;;9.7;12.5;;10.1;;;5.0;
3903;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2019 april;4.1;13.8;6.5;8.0;10.2;9.8;9.7;-0.2;4.0;3.3
3904;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2019 mei;;;4.5;4.4;;6.4;;;2.6;
3905;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2019 juni;;;3.8;0.0;;5.0;;;0.9;
3906;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2019 juli;10.0;-2.1;3.2;-1.6;6.8;4.8;7.1;-2.7;0.5;0.7
3907;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2019 augustus;;;1.9;1.7;;3.5;;;1.8;
3908;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2019 september;;;3.2;6.8;;3.7;;;-1.0;
3909;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2019 oktober;-3.7;14.1;7.8;3.7;5.1;3.1;6.7;-7.2;-4.0;-7.2
3910;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2019 november;;;8.8;0.1;;0.3;;;-4.4;
3911;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2019 december;;;17.4;-2.1;;0.4;;;-1.8;
3912;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2020 januari;8.3;4.2;21.4;7.0;4.5;8.4;0.8;-4.3;-0.5;-0.3
3913;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2020 februari;;;14.3;7.6;;5.9;;;2.7;
3914;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2020 maart;;;6.4;0.4;;3.9;;;-11.9;
3915;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2020 april;-10.1;-50.3;-5.4;-53.1;-3.5;-21.4;-33.1;-30.2;-65.6;-20.2
3916;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2020 mei;;;-8.8;-42.1;;-14.3;;;-45.9;
3917;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2020 juni;;;-8.1;-19.5;;-9.2;;;-18.8;
3918;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2020 juli;-32.2;-1.9;-1.4;-6.5;-16.6;-7.1;-29.3;-42.0;-8.1;-42.3
3919;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2020 augustus;;;0.1;-1.7;;-2.7;;;-1.5;
3920;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2020 september;;;-0.9;2.9;;-2.6;;;-1.4;
3921;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2020 oktober;-3.1;6.9;0.5;0.6;-4.8;-1.9;-20.2;-14.8;-10.9;-13.8
3922;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2020 november;;;2.7;-3.2;;-6.5;;;-16.3;
3923;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2020 december;;;13.2;0.1;;-6.8;;;-3.2;
3924;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2021 januari;17.9;0.3;17.3;2.8;-2.3;2.0;-1.9;-3.4;0.7;0.3
3925;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2021 februari;;;13.9;6.1;;2.4;;;2.0;
3926;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2021 maart;;;15.5;15.7;;5.5;;;9.0;
3927;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2021 april;11.9;18.5;21.8;19.9;4.9;11.1;8.7;4.5;11.8;6.1
3928;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2021 mei;;;24.2;17.2;;10.7;;;13.2;
3929;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2021 juni;;;28.7;20.1;;13.9;;;16.6;
3930;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2021 juli;26.2;14.0;29.4;14.6;11.5;17.6;12.4;14.5;11.8;9.1
3931;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2021 augustus;;;25.4;16.7;;16.3;;;10.0;
3932;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2021 september;;;27.8;21.4;;18.0;;;13.4;
3933;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2021 oktober;18.1;24.1;38.7;22.8;12.7;21.4;11.1;12.0;11.6;6.9
3934;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2021 november;;;42.8;17.4;;17.9;;;7.1;
3935;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2021 december;;;49.2;15.7;;19.1;;;2.6;
3936;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2022 januari;25.9;9.0;51.6;16.6;15.1;22.1;12.4;3.3;4.2;8.6
3937;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2022 februari;;;40.8;23.3;;21.5;;;5.2;
3938;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2022 maart;;;46.9;18.9;;19.9;;;-10.8;
3939;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2022 april;13.5;25.4;53.2;22.3;13.9;20.4;16.0;-14.4;-10.2;-5.3
3940;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2022 mei;;;48.9;17.1;;19.1;;;-8.4;
3941;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2022 juni;;;47.1;12.5;;17.3;;;-8.3;
3942;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2022 juli;25.3;6.6;39.9;8.2;13.4;18.8;11.4;-10.8;-10.6;-0.9
3943;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2022 augustus;;;37.2;9.8;;15.4;;;-8.6;
3944;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2022 september;;;38.6;10.2;;13.7;;;-16.4;
3945;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2022 oktober;6.6;10.3;48.6;5.3;8.2;11.4;7.3;-21.6;-20.4;-16.6
3946;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2022 november;;;44.7;2.1;;7.8;;;-12.2;
3947;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2022 december;;;45.9;1.7;;10.0;;;-9.7;
3948;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2023 januari;21.2;4.4;45.6;9.3;8.6;13.4;7.7;-11.0;-4.6;-1.0
3949;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2023 februari;;;29.3;8.0;;12.8;;;-0.9;
3950;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2023 maart;;;20.5;9.0;;11.5;;;1.2;
3951;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2023 april;8.2;14.7;11.7;5.7;8.0;12.5;7.3;-6.7;-1.9;-2.7
3952;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2023 mei;;;7.0;4.9;;8.9;;-9.1;-1.5;
3953;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2023 juni;;;4.7;-0.6;;7.1;;-8.8;-4.2;
3954;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2023 juli;7.1;0.4;1.8;-3.0;3.8;7.5;1.7;-7.0;-7.6;-4.0
3955;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2023 augustus;;;4.7;-3.6;;5.7;;-10.2;-7.9;
3956;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2023 september;;;3.7;-2.7;;6.4;;-11.1;-8.2;
3957;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2023 oktober;-12.7;11.6;8.8;-2.4;2.3;3.6;1.4;-15.3;-11.6;-9.4
3958;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2023 november;;;6.2;-2.9;;-0.9;;-12.3;-9.2;
3959;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2023 december;;;14.7;-5.6;;-1.5;;-18.0;-10.2;
3960;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2024 januari;7.4;-1.2;17.0;0.8;1.4;2.3;0.4;-10.1;-4.0;-1.7
3961;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2024 februari;;;11.8;2.4;;1.9;;-13.7;-2.7;
3962;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2024 maart;;;5.8;4.3;;1.9;;-15.0;-0.7;
3963;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2024 april;-6.5;11.4;5.8;7.6;-0.6;8.2;0.7;-10.0;-3.8;-7.0
3964;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2024 mei;;;6.2;4.4;;8.0;;-7.2;-2.4;
3965;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2024 juni;;;8.0;3.0;;3.3;;-1.6;-2.2;
3966;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2024 juli;7.2;1.3;7.7;0.3;-2.1;0.4;-1.8;-5.9;-3.5;-0.2
3967;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2024 augustus;;;7.6;1.2;;2.8;;-5.4;0.1;
3968;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2024 september;;;13.1;5.9;;2.7;;-9.4;0.4;
3969;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2024 oktober;-5.5;13.2;12.8;2.7;-0.9;5.4;-1.6;-12.8;-2.7;-11.5
3970;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2024 november;;;17.5;2.2;;-2.5;;-9.0;-2.3;
3971;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2024 december;;;23.9;1.8;;-3.8;;-7.8;-2.4;
3972;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2025 januari;11.3;2.5;27.8;5.6;-5.4;5.5;3.3;-8.9;-2.1;-0.5
3973;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2025 februari;;;19.0;9.6;;3.9;;-5.3;-6.8;
3974;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2025 maart;;;15.7;10.2;;3.1;;-6.5;-4.7;
3975;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2012 januari;;;;;;;;;;
3976;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2012 februari;;;;;;;;;;
3977;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2012 maart;;;;;;;;;;
3978;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2012 april;;;;;;;;;;
3979;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2012 mei;;;;;;;;;;
3980;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2012 juni;;;;;;;;;;
3981;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2012 juli;;;;;;;;;;
3982;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2012 augustus;;;;;;;;;;
3983;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2012 september;;;;;;;;;;
3984;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2012 oktober;;;;;;;;;;
3985;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2012 november;;;;;;;;;;
3986;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2012 december;;;;;;;;;;
3987;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2013 januari;;;;;;;;;;
3988;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2013 februari;;;;;;;;;;
3989;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2013 maart;;;;;;;;;;
3990;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2013 april;;;;;;;;;;
3991;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2013 mei;;;;;;;;;;
3992;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2013 juni;;;;;;;;;;
3993;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2013 juli;;;;;;;;;;
3994;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2013 augustus;;;;;;;;;;
3995;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2013 september;;;;;;;;;;
3996;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2013 oktober;;;;;;;;;;
3997;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2013 november;;;;;;;;;;
3998;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2013 december;;;;;;;;;;
3999;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2014 januari;13.0;-7.1;6.4;-6.4;-8.7;-14.4;-7.2;-3.0;1.8;1.0
4000;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2014 februari;;;3.0;1.5;;-10.2;;;2.7;
4001;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2014 maart;;;0.5;4.9;;-9.4;;;3.3;
4002;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2014 april;1.2;13.1;-1.8;3.8;-4.0;-3.6;-3.1;-2.5;5.3;1.0
4003;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2014 mei;;;-2.0;3.1;;-7.4;;;2.7;
4004;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2014 juni;;;-1.6;-2.8;;-8.6;;;2.8;
4005;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2014 juli;6.1;-2.0;-1.2;-0.8;-1.9;-6.3;-0.5;-3.1;0.8;0.5
4006;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2014 augustus;;;-3.1;2.9;;-6.7;;;-0.2;
4007;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2014 september;;;-3.8;3.4;;-4.7;;;-1.5;
4008;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2014 oktober;-0.3;12.0;-0.6;3.6;-0.4;-9.6;1.8;-5.1;2.7;-1.4
4009;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2014 november;;;2.9;-0.8;;-10.4;;;-1.6;
4010;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2014 december;;;0.9;-3.0;;-14.1;;;-2.1;
4011;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2015 januari;7.9;-7.5;4.3;-1.3;-6.4;-8.9;3.8;1.0;0.4;3.9
4012;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2015 februari;;;1.2;-0.6;;-9.3;;;1.8;
4013;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2015 maart;;;1.1;4.2;;-6.6;;;1.9;
4014;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2015 april;4.8;8.7;-1.1;4.4;-4.7;-5.5;-1.2;2.4;5.6;-2.7
4015;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2015 mei;;;-0.1;4.1;;-6.6;;;1.2;
4016;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2015 juni;;;-0.4;1.4;;-6.2;;;1.7;
4017;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2015 juli;12.2;0.2;-0.4;-0.1;2.1;-4.4;3.4;3.1;1.2;2.4
4018;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2015 augustus;;;1.0;5.3;;-4.9;;;0.1;
4019;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2015 september;;;-0.8;6.3;;-2.2;;;-0.4;
4020;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2015 oktober;3.3;11.5;-0.5;7.2;5.2;-5.5;5.6;0.0;0.2;-3.6
4021;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2015 november;;;1.0;3.0;;-5.9;;;0.5;
4022;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2015 december;;;3.4;-5.5;;-8.7;;;-1.3;
4023;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2016 januari;17.0;-2.5;8.5;0.7;-2.1;-3.0;5.0;-0.2;3.1;3.1
4024;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2016 februari;;;1.9;0.5;;-4.3;;;3.5;
4025;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2016 maart;;;-3.4;3.6;;-4.3;;;-1.1;
4026;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2016 april;2.4;12.9;-0.7;6.2;0.5;-2.4;2.0;-2.0;-1.0;-2.3
4027;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2016 mei;;;-2.0;1.5;;-2.2;;;-0.4;
4028;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2016 juni;;;1.8;2.3;;-0.6;;;0.7;
4029;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2016 juli;15.6;2.0;1.2;1.7;5.5;-2.4;7.1;2.3;1.2;3.6
4030;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2016 augustus;;;0.8;3.2;;-3.6;;;0.4;
4031;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2016 september;;;3.3;9.0;;-1.5;;;3.9;
4032;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2016 oktober;4.4;12.4;4.3;7.7;4.8;-2.2;9.6;0.2;6.5;1.1
