ID;Sex;PersonalCharacteristics;SIC2008;Periods;EmployedLabourForce_1
374;Total male and female;Total persons;G-I Trade, transport, hotels, catering;2020 2nd quarter;1959
375;Total male and female;Total persons;G-I Trade, transport, hotels, catering;2020 3rd quarter;1997
376;Total male and female;Total persons;G-I Trade, transport, hotels, catering;2020 4th quarter;2023
377;Total male and female;Total persons;G-I Trade, transport, hotels, catering;2020;2015
378;Total male and female;Total persons;G-I Trade, transport, hotels, catering;2021 1st quarter;2246
379;Total male and female;Total persons;G-I Trade, transport, hotels, catering;2021 2nd quarter;2306
380;Total male and female;Total persons;G-I Trade, transport, hotels, catering;2021 3rd quarter;2295
381;Total male and female;Total persons;G-I Trade, transport, hotels, catering;2021 4th quarter;2291
382;Total male and female;Total persons;G-I Trade, transport, hotels, catering;2021;2284
383;Total male and female;Total persons;G-I Trade, transport, hotels, catering;2022 1st quarter;2262
384;Total male and female;Total persons;G-N Commercial services;2003 1st quarter;3397
385;Total male and female;Total persons;G-N Commercial services;2003 2nd quarter;3408
386;Total male and female;Total persons;G-N Commercial services;2003 3rd quarter;3427
387;Total male and female;Total persons;G-N Commercial services;2003 4th quarter;3374
388;Total male and female;Total persons;G-N Commercial services;2003;3401
389;Total male and female;Total persons;G-N Commercial services;2004 1st quarter;3385
390;Total male and female;Total persons;G-N Commercial services;2004 2nd quarter;3365
391;Total male and female;Total persons;G-N Commercial services;2004 3rd quarter;3362
392;Total male and female;Total persons;G-N Commercial services;2004 4th quarter;3345
393;Total male and female;Total persons;G-N Commercial services;2004;3364
394;Total male and female;Total persons;G-N Commercial services;2005 1st quarter;3339
395;Total male and female;Total persons;G-N Commercial services;2005 2nd quarter;3353
396;Total male and female;Total persons;G-N Commercial services;2005 3rd quarter;3389
397;Total male and female;Total persons;G-N Commercial services;2005 4th quarter;3393
398;Total male and female;Total persons;G-N Commercial services;2005;3369
399;Total male and female;Total persons;G-N Commercial services;2006 1st quarter;3366
400;Total male and female;Total persons;G-N Commercial services;2006 2nd quarter;3407
401;Total male and female;Total persons;G-N Commercial services;2006 3rd quarter;3453
402;Total male and female;Total persons;G-N Commercial services;2006 4th quarter;3495
403;Total male and female;Total persons;G-N Commercial services;2006;3430
404;Total male and female;Total persons;G-N Commercial services;2007 1st quarter;3483
405;Total male and female;Total persons;G-N Commercial services;2007 2nd quarter;3541
406;Total male and female;Total persons;G-N Commercial services;2007 3rd quarter;3544
407;Total male and female;Total persons;G-N Commercial services;2007 4th quarter;3564
408;Total male and female;Total persons;G-N Commercial services;2007;3533
409;Total male and female;Total persons;G-N Commercial services;2008 1st quarter;3563
410;Total male and female;Total persons;G-N Commercial services;2008 2nd quarter;3618
411;Total male and female;Total persons;G-N Commercial services;2008 3rd quarter;3624
412;Total male and female;Total persons;G-N Commercial services;2008 4th quarter;3645
413;Total male and female;Total persons;G-N Commercial services;2008;3613
414;Total male and female;Total persons;G-N Commercial services;2009 1st quarter;3603
415;Total male and female;Total persons;G-N Commercial services;2009 2nd quarter;3588
416;Total male and female;Total persons;G-N Commercial services;2009 3rd quarter;3542
417;Total male and female;Total persons;G-N Commercial services;2009 4th quarter;3519
418;Total male and female;Total persons;G-N Commercial services;2009;3563
419;Total male and female;Total persons;G-N Commercial services;2010 1st quarter;3511
420;Total male and female;Total persons;G-N Commercial services;2010 2nd quarter;3526
421;Total male and female;Total persons;G-N Commercial services;2010 3rd quarter;3520
422;Total male and female;Total persons;G-N Commercial services;2010 4th quarter;3500
423;Total male and female;Total persons;G-N Commercial services;2010;3514
424;Total male and female;Total persons;G-N Commercial services;2011 1st quarter;3478
425;Total male and female;Total persons;G-N Commercial services;2011 2nd quarter;3532
426;Total male and female;Total persons;G-N Commercial services;2011 3rd quarter;3573
427;Total male and female;Total persons;G-N Commercial services;2011 4th quarter;3551
428;Total male and female;Total persons;G-N Commercial services;2011;3534
429;Total male and female;Total persons;G-N Commercial services;2012 1st quarter;3582
430;Total male and female;Total persons;G-N Commercial services;2012 2nd quarter;3582
431;Total male and female;Total persons;G-N Commercial services;2012 3rd quarter;3608
432;Total male and female;Total persons;G-N Commercial services;2012 4th quarter;3584
433;Total male and female;Total persons;G-N Commercial services;2012;3589
434;Total male and female;Total persons;G-N Commercial services;2013 1st quarter;3576
435;Total male and female;Total persons;G-N Commercial services;2013 2nd quarter;3580
436;Total male and female;Total persons;G-N Commercial services;2013 3rd quarter;3606
437;Total male and female;Total persons;G-N Commercial services;2013 4th quarter;3576
438;Total male and female;Total persons;G-N Commercial services;2013;3584
439;Total male and female;Total persons;G-N Commercial services;2014 1st quarter;3575
440;Total male and female;Total persons;G-N Commercial services;2014 2nd quarter;3587
441;Total male and female;Total persons;G-N Commercial services;2014 3rd quarter;3639
442;Total male and female;Total persons;G-N Commercial services;2014 4th quarter;3611
443;Total male and female;Total persons;G-N Commercial services;2014;3603
444;Total male and female;Total persons;G-N Commercial services;2015 1st quarter;3634
445;Total male and female;Total persons;G-N Commercial services;2015 2nd quarter;3677
446;Total male and female;Total persons;G-N Commercial services;2015 3rd quarter;3696
447;Total male and female;Total persons;G-N Commercial services;2015 4th quarter;3689
448;Total male and female;Total persons;G-N Commercial services;2015;3674
449;Total male and female;Total persons;G-N Commercial services;2016 1st quarter;3670
450;Total male and female;Total persons;G-N Commercial services;2016 2nd quarter;3719
451;Total male and female;Total persons;G-N Commercial services;2016 3rd quarter;3726
452;Total male and female;Total persons;G-N Commercial services;2016 4th quarter;3711
453;Total male and female;Total persons;G-N Commercial services;2016;3707
454;Total male and female;Total persons;G-N Commercial services;2017 1st quarter;3683
455;Total male and female;Total persons;G-N Commercial services;2017 2nd quarter;3715
456;Total male and female;Total persons;G-N Commercial services;2017 3rd quarter;3764
457;Total male and female;Total persons;G-N Commercial services;2017 4th quarter;3741
458;Total male and female;Total persons;G-N Commercial services;2017;3726
459;Total male and female;Total persons;G-N Commercial services;2018 1st quarter;3776
460;Total male and female;Total persons;G-N Commercial services;2018 2nd quarter;3869
461;Total male and female;Total persons;G-N Commercial services;2018 3rd quarter;3930
462;Total male and female;Total persons;G-N Commercial services;2018 4th quarter;3926
463;Total male and female;Total persons;G-N Commercial services;2018;3875
464;Total male and female;Total persons;G-N Commercial services;2019 1st quarter;3913
465;Total male and female;Total persons;G-N Commercial services;2019 2nd quarter;3933
466;Total male and female;Total persons;G-N Commercial services;2019 3rd quarter;3946
467;Total male and female;Total persons;G-N Commercial services;2019 4th quarter;3907
468;Total male and female;Total persons;G-N Commercial services;2019;3925
469;Total male and female;Total persons;G-N Commercial services;2020 1st quarter;3887
470;Total male and female;Total persons;G-N Commercial services;2020 2nd quarter;3782
471;Total male and female;Total persons;G-N Commercial services;2020 3rd quarter;3794
472;Total male and female;Total persons;G-N Commercial services;2020 4th quarter;3822
473;Total male and female;Total persons;G-N Commercial services;2020;3821
474;Total male and female;Total persons;G-N Commercial services;2021 1st quarter;4199
475;Total male and female;Total persons;G-N Commercial services;2021 2nd quarter;4328
476;Total male and female;Total persons;G-N Commercial services;2021 3rd quarter;4298
477;Total male and female;Total persons;G-N Commercial services;2021 4th quarter;4302
478;Total male and female;Total persons;G-N Commercial services;2021;4282
479;Total male and female;Total persons;G-N Commercial services;2022 1st quarter;4332
480;Total male and female;Total persons;M-N Business services;2003 1st quarter;849
481;Total male and female;Total persons;M-N Business services;2003 2nd quarter;863
482;Total male and female;Total persons;M-N Business services;2003 3rd quarter;866
483;Total male and female;Total persons;M-N Business services;2003 4th quarter;870
484;Total male and female;Total persons;M-N Business services;2003;862
485;Total male and female;Total persons;M-N Business services;2004 1st quarter;850
486;Total male and female;Total persons;M-N Business services;2004 2nd quarter;841
487;Total male and female;Total persons;M-N Business services;2004 3rd quarter;824
488;Total male and female;Total persons;M-N Business services;2004 4th quarter;809
489;Total male and female;Total persons;M-N Business services;2004;831
490;Total male and female;Total persons;M-N Business services;2005 1st quarter;818
491;Total male and female;Total persons;M-N Business services;2005 2nd quarter;814
492;Total male and female;Total persons;M-N Business services;2005 3rd quarter;834
493;Total male and female;Total persons;M-N Business services;2005 4th quarter;844
494;Total male and female;Total persons;M-N Business services;2005;827
495;Total male and female;Total persons;M-N Business services;2006 1st quarter;809
