ID;SIC93;Periods;Production_1;AverageDailyProduction_2;ProductionSeasonallyAdjusted_3;DevelopmentProduction_4;DevelopmentAverageDailyProduction_5;DevelopmentSeasonallyAdjusted_6;ShortTermDevelopmentAverageDaily_7;ShortTermDevelopmentSeasonallyAdj_8;TotalTurnover_9;DomesticSales_10;InternationalSales_11;TotalOrders_12;DomesticOrders_13;ForeignOrders_14
250;C: Mining and quarrying;1995 October;97.5;97.6;102.8;;;-8.0;;;63.8;68.4;58.3;;;
251;C: Mining and quarrying;1995 November;141.8;140.3;109.1;;;6.2;;;90.1;100.8;77.4;;;
252;C: Mining and quarrying;1995 December;188.6;191.7;130.2;;;19.3;;;132.8;149.6;112.7;;;
253;C: Mining and quarrying;1995 4th quarter;142.6;143.2;114.0;;;9.6;;;95.6;106.3;82.8;;;
254;C: Mining and quarrying;1995;109.4;109.4;109.4;;;;;;75.4;87.0;61.6;;;
255;C: Mining and quarrying;1996 January;183.7;181.4;119.7;5.2;3.8;-8.1;;;133.8;162.3;99.8;;;
256;C: Mining and quarrying;1996 February;176.7;176.1;131.2;39.7;39.5;9.7;;;124.4;145.4;99.2;;;
257;C: Mining and quarrying;1996 March;167.8;171.0;137.5;15.6;19.5;4.7;;;117.4;131.0;101.1;;;
258;C: Mining and quarrying;1996 1st quarter;176.1;176.2;129.4;18.4;19.0;13.5;;;125.2;146.2;100.0;;;
259;C: Mining and quarrying;1996 April;107.6;106.8;113.1;9.3;6.2;-17.7;;;77.0;82.7;70.3;;;
260;C: Mining and quarrying;1996 May;92.8;91.7;127.0;18.5;18.8;12.3;;;69.3;76.5;60.6;;;
261;C: Mining and quarrying;1996 June;69.6;71.2;113.8;-6.3;-3.1;-10.4;;;51.6;53.0;50.1;;;
262;C: Mining and quarrying;1996 2nd quarter;90.0;89.9;117.9;7.6;7.3;-8.9;;;66.0;70.7;60.3;;;
263;C: Mining and quarrying;1996 July;66.6;65.8;118.1;23.9;20.4;3.8;;;51.3;53.9;48.1;;;
264;C: Mining and quarrying;1996 August;61.3;61.4;110.5;8.1;10.1;-6.4;;;48.5;50.8;45.8;;;
265;C: Mining and quarrying;1996 September;75.6;76.1;110.9;-1.4;-1.2;0.4;;;60.5;65.9;54.0;;;
266;C: Mining and quarrying;1996 3rd quarter;67.8;67.8;113.1;8.8;8.5;-4.1;;;53.4;56.9;49.3;;;
267;C: Mining and quarrying;1996 October;101.3;100.0;105.4;3.9;2.5;-4.9;;;80.7;86.5;73.8;;;
268;C: Mining and quarrying;1996 November;128.3;129.3;100.6;-9.5;-7.9;-4.6;;;106.3;119.0;91.0;;;
269;C: Mining and quarrying;1996 December;173.1;173.7;116.9;-8.2;-9.4;16.2;;;136.2;159.6;108.3;;;
270;C: Mining and quarrying;1996 4th quarter;134.2;134.3;107.6;-5.9;-6.2;-4.9;;;107.7;121.7;91.0;;;
271;C: Mining and quarrying;1996;117.0;117.0;117.0;7.0;7.0;7.0;;;88.1;98.9;75.2;;;
272;C: Mining and quarrying;1997 January;197.3;194.9;126.0;7.4;7.4;7.8;;;166.8;195.8;132.1;;;
273;C: Mining and quarrying;1997 February;135.2;135.3;100.2;-23.5;-23.2;-20.5;;;114.1;127.4;98.2;;;
274;C: Mining and quarrying;1997 March;117.7;120.0;94.9;-29.8;-29.8;-5.3;;;100.5;111.3;87.2;;;
275;C: Mining and quarrying;1997 1st quarter;150.1;150.1;107.0;-14.8;-14.8;-0.5;;;127.1;144.8;105.8;;;
276;C: Mining and quarrying;1997 April;113.1;112.2;118.1;5.1;5.1;24.4;;;94.9;101.4;87.2;;;
277;C: Mining and quarrying;1997 May;79.3;79.6;109.2;-14.5;-13.2;-7.5;;;68.3;75.4;59.9;;;
278;C: Mining and quarrying;1997 June;69.9;70.5;111.5;0.5;-1.0;2.1;;;54.9;56.2;53.5;;;
279;C: Mining and quarrying;1997 2nd quarter;87.4;87.4;112.9;-2.8;-2.7;5.5;;;72.7;77.7;66.9;;;
280;C: Mining and quarrying;1997 July;66.6;65.8;116.1;-0.1;0.0;4.1;;;54.8;58.3;50.5;;;
281;C: Mining and quarrying;1997 August;62.2;63.4;111.7;1.6;3.2;-3.7;;;50.4;54.0;45.8;;;
282;C: Mining and quarrying;1997 September;73.5;72.9;105.9;-2.8;-4.2;-5.2;;;58.0;62.1;53.0;;;
283;C: Mining and quarrying;1997 3rd quarter;67.4;67.4;111.2;-0.6;-0.6;-1.5;;;54.4;58.1;49.8;;;
284;C: Mining and quarrying;1997 October;103.1;101.9;106.8;1.9;1.9;0.8;;;88.2;101.8;71.6;;;
285;C: Mining and quarrying;1997 November;139.1;142.4;110.1;8.4;10.2;3.2;;;112.6;124.4;98.4;;;
286;C: Mining and quarrying;1997 December;154.6;152.7;101.0;-10.7;-12.1;-8.3;;;128.4;145.3;108.1;;;
287;C: Mining and quarrying;1997 4th quarter;132.3;132.3;106.0;-1.5;-1.5;-4.7;;;109.7;123.8;92.7;;;
288;C: Mining and quarrying;1997;109.3;109.3;109.3;-6.6;-6.6;-6.6;;;91.0;101.1;78.8;;;
289;C: Mining and quarrying;1998 January;154.7;155.2;99.4;-21.6;-20.4;-1.7;;;135.8;158.1;109.4;;;
290;C: Mining and quarrying;1998 February;122.9;122.9;91.5;-9.1;-9.1;-7.9;;;105.1;121.2;85.6;;;
291;C: Mining and quarrying;1998 March;119.8;120.1;94.5;1.7;0.1;3.3;;;105.4;123.8;83.3;;;
292;C: Mining and quarrying;1998 1st quarter;132.5;132.7;95.1;-11.7;-11.6;-10.2;;;115.4;134.4;92.8;;;
293;C: Mining and quarrying;1998 April;92.8;92.1;97.6;-17.9;-18.0;3.2;;;82.5;98.5;63.5;;;
294;C: Mining and quarrying;1998 May;71.2;72.5;99.7;-10.3;-8.9;2.2;;;65.3;72.5;56.6;;;
295;C: Mining and quarrying;1998 June;61.7;61.2;97.4;-11.7;-13.1;-2.3;;;52.4;57.1;46.8;;;
296;C: Mining and quarrying;1998 2nd quarter;75.2;75.3;98.2;-13.9;-13.9;3.2;;;66.7;76.0;55.6;;;
297;C: Mining and quarrying;1998 July;62.0;61.3;107.6;-6.8;-6.9;10.5;;;50.8;53.8;47.2;;;
298;C: Mining and quarrying;1998 August;62.2;63.3;110.5;-0.1;-0.2;2.7;;;51.6;56.7;45.5;;;
299;C: Mining and quarrying;1998 September;70.1;69.6;102.0;-4.5;-4.6;-7.7;;;64.4;74.6;52.2;;;
300;C: Mining and quarrying;1998 3rd quarter;64.8;64.7;106.7;-3.9;-4.0;8.7;;;55.6;61.7;48.3;;;
301;C: Mining and quarrying;1998 October;107.6;107.9;113.7;4.4;5.9;11.5;;;78.6;90.1;64.6;;;
302;C: Mining and quarrying;1998 November;154.3;155.4;120.7;10.9;9.1;6.2;;;109.7;129.9;85.3;;;
303;C: Mining and quarrying;1998 December;157.2;155.2;102.0;1.7;1.7;-15.5;;;114.4;128.4;97.7;;;
304;C: Mining and quarrying;1998 4th quarter;139.7;139.5;112.1;5.6;5.4;5.1;;;100.9;116.1;82.5;;;
305;C: Mining and quarrying;1998;103.0;103.0;103.0;-5.7;-5.7;-5.7;;;84.7;97.1;69.8;;;
306;C: Mining and quarrying;1999 January;153.8;156.7;99.9;-0.6;1.0;-2.0;;;99.4;118.2;76.8;;;
307;C: Mining and quarrying;1999 February;150.0;150.2;112.1;22.1;22.2;12.2;;;95.5;117.3;69.5;;;
308;C: Mining and quarrying;1999 March;134.9;133.3;104.8;12.7;11.0;-6.5;;;82.4;97.9;63.9;;;
309;C: Mining and quarrying;1999 1st quarter;146.2;146.7;105.6;10.4;10.5;-5.8;;;92.4;111.1;70.1;;;
310;C: Mining and quarrying;1999 April;101.5;100.7;107.9;9.3;9.4;2.9;;;64.6;75.4;52.0;;;
311;C: Mining and quarrying;1999 May;70.9;72.3;100.0;-0.4;-0.3;-7.3;;;50.9;60.2;39.5;;;
312;C: Mining and quarrying;1999 June;71.2;70.6;113.2;15.3;15.3;13.3;;;48.5;51.3;45.0;;;
313;C: Mining and quarrying;1999 2nd quarter;81.2;81.2;107.0;7.9;7.9;1.3;;;54.7;62.3;45.5;;;
314;C: Mining and quarrying;1999 July;61.9;62.1;108.7;-0.2;1.4;-4.1;;;46.4;52.7;38.7;;;
315;C: Mining and quarrying;1999 August;63.0;63.2;109.6;1.3;-0.2;0.8;;;45.5;51.8;37.8;;;
316;C: Mining and quarrying;1999 September;64.9;64.4;95.5;-7.5;-7.4;-12.8;;;44.7;51.5;36.5;;;
317;C: Mining and quarrying;1999 3rd quarter;63.3;63.2;104.6;-2.4;-2.3;-2.3;;;45.5;52.0;37.7;;;
318;C: Mining and quarrying;1999 October;92.3;94.0;99.4;-14.3;-12.9;4.1;;;69.8;82.2;55.0;;;
319;C: Mining and quarrying;1999 November;130.4;129.4;101.1;-15.5;-16.7;1.7;;;92.6;107.0;75.3;;;
320;C: Mining and quarrying;1999 December;163.0;161.0;105.6;3.6;3.7;4.4;;;121.4;128.9;112.5;;;
321;C: Mining and quarrying;1999 4th quarter;128.6;128.1;102.0;-8.0;-8.2;-2.4;;;94.6;106.0;80.9;;;
322;C: Mining and quarrying;1999;104.8;104.8;104.8;1.7;1.7;1.7;;;71.8;82.9;58.5;;;
323;C: Mining and quarrying;2000 January;162.1;164.6;104.6;5.5;5.1;-0.9;;;129.0;135.0;116.0;;;
324;C: Mining and quarrying;2000 February;140.0;139.0;103.8;-6.7;-7.5;-0.8;;;117.1;123.4;104.4;;;
325;C: Mining and quarrying;2000 March;137.8;135.6;106.7;2.1;1.8;2.8;;;114.8;118.9;106.6;;;
326;C: Mining and quarrying;2000 1st quarter;146.7;146.4;105.0;0.3;-0.2;2.9;;;120.4;125.8;109.2;;;
327;C: Mining and quarrying;2000 April;93.8;95.6;103.6;-7.5;-5.0;-2.9;;;90.6;90.4;90.9;;;
328;C: Mining and quarrying;2000 May;76.6;75.4;105.4;8.0;4.3;1.7;;;76.6;73.2;83.7;;;
329;C: Mining and quarrying;2000 June;66.4;65.6;105.9;-6.7;-7.1;0.5;;;69.4;61.1;86.2;;;
330;C: Mining and quarrying;2000 2nd quarter;78.9;78.9;105.0;-2.8;-2.8;0.0;;;78.9;74.9;87.0;;;
331;C: Mining and quarrying;2000 July;65.4;66.4;115.8;5.7;6.9;9.3;;;74.1;69.9;82.6;;;
332;C: Mining and quarrying;2000 August;53.5;52.7;90.9;-15.0;-16.7;-21.5;;;62.8;60.9;66.7;;;
333;C: Mining and quarrying;2000 September;55.6;55.8;83.7;-14.4;-13.3;-8.0;;;68.1;67.2;69.8;;;
334;C: Mining and quarrying;2000 3rd quarter;58.2;58.3;96.8;-8.1;-7.8;-7.8;;;68.3;66.0;73.0;;;
335;C: Mining and quarrying;2000 October;87.2;87.1;92.6;-5.5;-7.3;10.7;;;104.9;99.7;115.5;;;
336;C: Mining and quarrying;2000 November;122.1;120.7;94.3;-6.4;-6.8;1.9;;;140.5;140.3;141.0;;;
337;C: Mining and quarrying;2000 December;139.5;141.6;92.8;-14.4;-12.1;-1.6;;;152.0;158.3;139.1;;;
338;C: Mining and quarrying;2000 4th quarter;116.3;116.5;93.2;-9.6;-9.1;-3.7;;;132.5;133.1;131.1;;;
339;C: Mining and quarrying;2000;100.0;100.0;100.0;-4.6;-4.6;-4.6;;;100.0;100.0;100.0;;;
340;C: Mining and quarrying;2001 January;170.6;168.4;106.8;5.2;2.3;15.1;;;199.9;195.6;208.7;;;
341;C: Mining and quarrying;2001 February;133.6;133.6;99.0;-4.6;-3.8;-7.3;;;159.4;158.9;160.3;;;
342;C: Mining and quarrying;2001 March;139.2;139.5;109.4;1.0;2.9;10.5;;;168.0;169.4;165.1;;;
343;C: Mining and quarrying;2001 1st quarter;147.8;147.2;105.1;0.8;0.5;12.7;;;175.8;174.6;178.0;;;
344;C: Mining and quarrying;2001 April;114.1;114.9;125.5;21.6;20.1;14.7;;;136.1;130.7;147.1;;;
345;C: Mining and quarrying;2001 May;82.7;81.6;115.0;8.0;8.3;-8.3;;;101.4;90.4;123.7;;;
346;C: Mining and quarrying;2001 June;61.3;61.7;99.4;-7.7;-6.0;-13.6;;;87.8;79.2;105.3;;;
347;C: Mining and quarrying;2001 2nd quarter;86.0;86.1;113.3;9.0;9.1;7.9;;;108.4;100.2;125.1;;;
348;C: Mining and quarrying;2001 July;57.9;58.1;101.1;-11.4;-12.5;1.7;;;82.2;70.9;105.3;;;
349;C: Mining and quarrying;2001 August;64.2;63.4;108.7;20.0;20.3;7.4;;;77.4;71.8;88.7;;;
350;C: Mining and quarrying;2001 September;76.1;77.8;117.1;36.9;39.5;7.8;;;86.8;82.6;95.3;;;
351;C: Mining and quarrying;2001 3rd quarter;66.1;66.4;109.0;13.6;14.0;-3.8;;;82.1;75.1;96.4;;;
352;C: Mining and quarrying;2001 October;83.3;82.2;87.5;-4.5;-5.7;-25.2;;;98.8;87.2;122.5;;;
353;C: Mining and quarrying;2001 November;136.4;135.2;105.5;11.7;12.0;20.6;;;146.3;145.7;147.3;;;
354;C: Mining and quarrying;2001 December;165.8;168.8;110.1;18.9;19.2;4.4;;;171.9;177.4;160.7;;;
355;C: Mining and quarrying;2001 4th quarter;128.5;128.7;101.1;10.5;10.5;-7.2;;;139.0;137.4;142.2;;;
356;C: Mining and quarrying;2001;107.1;107.1;107.1;7.1;7.1;7.1;;;126.3;121.9;135.3;;;
357;C: Mining and quarrying;2002 January;168.5;166.4;103.5;-1.2;-1.1;-6.1;;;181.4;186.2;171.4;;;
358;C: Mining and quarrying;2002 February;127.4;127.5;91.9;-4.7;-4.6;-11.2;;;138.8;142.4;131.3;;;
359;C: Mining and quarrying;2002 March;126.3;128.6;98.6;-9.3;-7.8;7.3;;;130.7;132.9;126.2;;;
360;C: Mining and quarrying;2002 1st quarter;140.7;140.8;98.0;-4.8;-4.3;-3.0;;;150.3;153.8;143.0;;;
361;C: Mining and quarrying;2002 April;97.2;96.5;104.4;-14.8;-16.0;5.8;;;110.4;110.8;109.6;;;
362;C: Mining and quarrying;2002 May;82.4;81.4;113.4;-0.4;-0.3;8.6;;;89.6;83.9;101.3;;;
363;C: Mining and quarrying;2002 June;70.1;71.7;112.7;14.3;16.2;-0.6;;;74.2;66.4;90.1;;;
364;C: Mining and quarrying;2002 2nd quarter;83.2;83.2;110.2;-3.2;-3.4;12.4;;;91.4;87.1;100.2;;;
365;C: Mining and quarrying;2002 July;70.4;69.5;118.8;21.5;19.7;5.4;;;75.6;65.0;97.3;;;
366;C: Mining and quarrying;2002 August;60.5;60.7;101.9;-5.8;-4.3;-14.2;;;63.2;55.7;78.5;;;
367;C: Mining and quarrying;2002 September;83.9;84.5;124.9;10.2;8.5;22.5;;;77.1;70.3;90.9;;;
368;C: Mining and quarrying;2002 3rd quarter;71.6;71.6;115.2;8.3;7.7;4.6;;;71.9;63.6;88.9;;;
369;C: Mining and quarrying;2002 October;115.8;114.4;120.2;39.1;39.2;-3.7;;;125.6;116.3;144.8;;;
370;C: Mining and quarrying;2002 November;123.8;124.8;95.4;-9.2;-7.7;-20.7;;;135.3;133.4;139.2;;;
371;C: Mining and quarrying;2002 December;163.6;164.1;104.4;-1.3;-2.8;9.4;;;170.3;171.9;167.2;;;
372;C: Mining and quarrying;2002 4th quarter;134.4;134.4;106.6;4.6;4.4;-7.4;;;143.7;140.7;149.9;;;
373;C: Mining and quarrying;2002;107.5;107.5;107.5;0.4;0.4;0.4;;;114.3;111.3;120.6;;;
374;C: Mining and quarrying;2003 January;177.5;175.4;114.1;5.3;5.4;9.4;;;210.4;220.8;189.2;;;
375;C: Mining and quarrying;2003 February;163.7;163.9;122.8;28.5;28.6;7.6;;;188.3;190.1;184.7;;;
376;C: Mining and quarrying;2003 March;123.9;126.3;100.9;-1.9;-1.8;-17.8;;;145.0;141.1;153.0;;;
377;C: Mining and quarrying;2003 1st quarter;155.1;155.2;112.6;10.2;10.2;5.6;;;181.3;184.0;175.6;;;
378;C: Mining and quarrying;2003 April;85.1;84.4;96.6;-12.5;-12.5;-4.3;;;113.4;115.7;108.7;;;
379;C: Mining and quarrying;2003 May;62.8;63.0;92.3;-23.8;-22.6;-4.5;;;85.8;84.1;89.1;;;
380;C: Mining and quarrying;2003 June;52.1;52.5;86.3;-25.6;-26.8;-6.5;;;63.3;52.1;85.9;;;
381;C: Mining and quarrying;2003 2nd quarter;66.7;66.6;91.7;-19.9;-19.9;-18.6;;;87.5;84.0;94.6;;;
382;C: Mining and quarrying;2003 July;53.1;52.4;94.1;-24.6;-24.6;9.0;;;64.1;53.6;85.5;;;
383;C: Mining and quarrying;2003 August;54.8;55.9;98.3;-9.4;-7.9;4.5;;;59.7;51.2;77.2;;;
384;C: Mining and quarrying;2003 September;66.0;65.5;101.2;-21.3;-22.4;2.9;;;77.0;72.5;86.1;;;
385;C: Mining and quarrying;2003 3rd quarter;58.0;57.9;97.8;-19.0;-19.0;6.7;;;66.9;59.1;83.0;;;
386;C: Mining and quarrying;2003 October;121.7;120.2;132.6;5.0;5.1;31.1;;;142.6;144.1;139.5;;;
387;C: Mining and quarrying;2003 November;131.4;134.5;107.6;6.1;7.8;-18.9;;;146.6;150.0;139.6;;;
388;C: Mining and quarrying;2003 December;157.7;155.8;103.1;-3.6;-5.0;-4.2;;;179.4;184.9;168.3;;;
389;C: Mining and quarrying;2003 4th quarter;136.9;136.8;114.4;1.9;1.8;17.0;;;156.2;159.7;149.1;;;
390;C: Mining and quarrying;2003;104.1;104.1;104.1;-3.1;-3.1;-3.1;;;123.0;121.7;125.6;;;
391;C: Mining and quarrying;2004 January;170.5;171.1;108.1;-4.0;-2.4;4.9;;;201.3;212.2;178.9;;;
392;C: Mining and quarrying;2004 February;155.6;157.6;114.0;-5.0;-3.9;5.4;;;176.4;183.5;161.8;;;
393;C: Mining and quarrying;2004 March;144.3;142.6;110.5;16.4;12.9;-3.0;;;159.7;159.8;159.5;;;
394;C: Mining and quarrying;2004 1st quarter;156.8;157.1;110.9;1.1;1.2;-3.1;;;179.1;185.2;166.8;;;
395;C: Mining and quarrying;2004 April;92.6;91.9;103.0;8.8;8.9;-6.8;;;114.1;117.6;107.1;;;
396;C: Mining and quarrying;2004 May;72.6;74.0;105.9;15.6;17.5;2.8;;;88.0;78.6;107.4;;;
397;C: Mining and quarrying;2004 June;70.7;70.2;112.0;35.7;33.6;5.8;;;77.3;63.0;106.5;;;
398;C: Mining and quarrying;2004 2nd quarter;78.6;78.7;106.9;18.0;18.1;-3.6;;;93.2;86.4;107.1;;;
399;C: Mining and quarrying;2004 July;65.2;65.5;114.3;22.9;24.9;2.0;;;78.4;71.1;93.3;;;
400;C: Mining and quarrying;2004 August;74.6;74.9;128.1;36.2;34.2;12.1;;;61.4;51.0;82.5;;;
401;C: Mining and quarrying;2004 September;87.9;87.3;130.7;33.2;33.2;2.0;;;93.1;84.5;110.6;;;
402;C: Mining and quarrying;2004 3rd quarter;75.9;75.9;124.4;31.0;31.0;16.3;;;77.6;68.9;95.4;;;
403;C: Mining and quarrying;2004 October;114.9;117.1;125.8;-5.6;-2.6;-3.7;;;123.8;117.1;137.5;;;
404;C: Mining and quarrying;2004 November;148.6;147.5;114.6;13.1;9.7;-8.9;;;166.2;159.9;179.0;;;
405;C: Mining and quarrying;2004 December;188.2;186.0;118.8;19.3;19.4;3.7;;;193.5;179.0;223.0;;;
406;C: Mining and quarrying;2004 4th quarter;150.6;150.2;119.7;10.0;9.8;-3.7;;;161.2;152.0;179.8;;;
407;C: Mining and quarrying;2004;115.5;115.5;115.5;10.9;10.9;10.9;;;127.8;123.1;137.3;;;
408;C: Mining and quarrying;2005 January;133.6;136.4;88.5;-21.7;-20.3;-25.5;;;221.3;229.2;205.1;;;
409;C: Mining and quarrying;2005 February;137.3;137.1;101.7;-11.8;-13.0;14.9;;;200.2;199.3;202.1;;;
410;C: Mining and quarrying;2005 March;122.7;120.5;94.7;-14.9;-15.5;-6.9;;;197.6;201.6;189.6;;;
411;C: Mining and quarrying;2005 1st quarter;131.2;131.3;94.9;-16.3;-16.4;-20.7;;;206.4;210.0;199.0;;;
412;C: Mining and quarrying;2005 April;85.0;85.6;98.3;-8.2;-6.9;3.8;;;138.5;128.5;158.8;;;
413;C: Mining and quarrying;2005 May;63.9;64.0;96.5;-12.0;-13.6;-1.8;;;109.0;97.7;132.3;;;
414;C: Mining and quarrying;2005 June;68.2;67.4;106.5;-3.5;-4.0;10.3;;;104.2;88.5;136.2;;;
415;C: Mining and quarrying;2005 2nd quarter;72.4;72.3;100.4;-8.0;-8.1;5.8;;;117.2;104.9;142.5;;;
416;C: Mining and quarrying;2005 July;57.0;58.2;104.8;-12.6;-11.1;-1.6;;;77.4;54.5;124.0;;;
417;C: Mining and quarrying;2005 August;53.6;52.6;91.1;-28.2;-29.8;-13.0;;;84.9;71.2;112.8;;;
418;C: Mining and quarrying;2005 September;53.7;53.0;79.1;-39.0;-39.3;-13.2;;;100.1;92.0;116.6;;;
419;C: Mining and quarrying;2005 3rd quarter;54.7;54.6;91.7;-27.9;-28.1;-8.7;;;87.4;72.6;117.8;;;
420;C: Mining and quarrying;2005 October;78.7;80.4;84.6;-31.5;-31.3;6.9;;;131.4;118.6;157.6;;;
421;C: Mining and quarrying;2005 November;129.5;127.8;96.9;-12.9;-13.4;14.6;;;206.7;186.0;249.0;;;
422;C: Mining and quarrying;2005 December;157.5;157.7;98.0;-16.3;-15.2;1.2;;;269.6;254.2;301.0;;;
423;C: Mining and quarrying;2005 4th quarter;121.9;122.0;93.2;-19.0;-18.8;1.6;;;202.6;186.2;235.9;;;
424;C: Mining and quarrying;2005;95.0;95.0;95.0;-17.7;-17.7;-17.7;;;153.4;143.4;173.8;;;
425;C: Mining and quarrying;2006 January;150.4;150.6;100.4;12.6;10.4;2.4;;;305.9;290.9;336.5;;;
426;C: Mining and quarrying;2006 February;140.5;140.3;105.8;2.3;2.3;5.3;;;273.9;259.7;302.9;;;
427;C: Mining and quarrying;2006 March;140.8;138.2;110.6;14.7;14.7;4.6;;;282.7;263.0;322.9;;;
428;C: Mining and quarrying;2006 1st quarter;143.9;143.0;105.6;9.7;8.9;13.4;;;287.5;271.2;320.8;;;
429;C: Mining and quarrying;2006 April;88.8;91.2;107.2;4.5;6.6;-3.1;;;204.6;187.4;239.6;;;
430;C: Mining and quarrying;2006 May;57.0;55.9;87.4;-10.8;-12.6;-18.4;;;141.6;118.4;188.9;;;
431;C: Mining and quarrying;2006 June;63.0;62.2;100.2;-7.6;-7.6;14.6;;;128.0;116.7;150.9;;;
432;C: Mining and quarrying;2006 2nd quarter;69.6;69.8;98.3;-3.8;-3.5;-6.9;;;158.1;140.8;193.3;;;
433;C: Mining and quarrying;2006 July;45.7;46.6;85.9;-19.9;-19.9;-14.3;;;116.5;97.1;155.9;;;
434;C: Mining and quarrying;2006 August;47.9;47.0;82.9;-10.7;-10.7;-3.5;;;105.6;89.8;137.7;;;
435;C: Mining and quarrying;2006 September;44.3;44.6;68.0;-17.5;-15.9;-18.0;;;120.1;110.8;139.0;;;
436;C: Mining and quarrying;2006 3rd quarter;45.9;46.1;78.9;-16.1;-15.6;-19.7;;;114.0;99.3;144.2;;;
437;C: Mining and quarrying;2006 October;67.0;67.1;72.2;-14.8;-16.5;6.1;;;146.7;141.3;157.7;;;
438;C: Mining and quarrying;2006 November;111.2;109.7;84.3;-14.1;-14.1;16.8;;;208.1;197.9;229.1;;;
439;C: Mining and quarrying;2006 December;136.0;139.0;87.4;-13.6;-11.9;3.7;;;256.8;236.0;299.2;;;
440;C: Mining and quarrying;2006 4th quarter;104.7;105.3;81.3;-14.1;-13.7;3.0;;;203.9;191.7;228.7;;;
441;C: Mining and quarrying;2006;91.0;91.0;91.0;-4.2;-4.2;-4.2;;;190.9;175.7;221.8;;;
442;C: Mining and quarrying;2007 January;116.8;114.8;75.5;-22.3;-23.8;-13.7;;;265.7;266.2;264.7;;;
443;C: Mining and quarrying;2007 February;108.5;108.5;79.7;-22.8;-22.7;5.6;;;225.5;228.2;220.0;;;
444;C: Mining and quarrying;2007 March;98.3;98.6;77.0;-30.2;-28.7;-3.3;;;202.0;210.8;184.0;;;
445;C: Mining and quarrying;2007 1st quarter;107.9;107.3;77.4;-25.0;-25.0;-4.8;;;231.1;235.1;222.9;;;
446;C: Mining and quarrying;2007 April;64.7;65.3;75.2;-27.1;-28.4;-2.3;;;134.0;123.7;155.1;;;
447;C: Mining and quarrying;2007 May;53.3;52.4;80.6;-6.5;-6.3;7.1;;;111.2;93.0;148.2;;;
448;C: Mining and quarrying;2007 June;61.0;61.5;99.0;-3.3;-1.2;22.9;;;112.3;89.2;159.4;;;
449;C: Mining and quarrying;2007 2nd quarter;59.7;59.7;84.9;-14.3;-14.4;9.7;;;119.2;102.0;154.2;;;
450;C: Mining and quarrying;2007 July;51.2;51.4;91.7;12.2;10.1;-7.3;;;114.9;98.3;148.8;;;
451;C: Mining and quarrying;2007 August;58.5;57.5;98.6;22.3;22.4;7.5;;;114.8;95.9;153.4;;;
452;C: Mining and quarrying;2007 September;68.2;70.2;104.2;54.0;57.4;5.7;;;137.9;121.8;170.9;;;
453;C: Mining and quarrying;2007 3rd quarter;59.3;59.7;98.2;29.2;29.6;15.6;;;122.6;105.4;157.7;;;
454;C: Mining and quarrying;2007 October;103.1;101.4;106.7;53.9;51.0;2.4;;;196.7;182.9;224.7;;;
455;C: Mining and quarrying;2007 November;148.0;146.3;108.4;33.2;33.3;1.6;;;281.8;260.2;326.0;;;
456;C: Mining and quarrying;2007 December;171.9;175.9;107.0;26.4;26.6;-1.3;;;349.9;333.2;383.9;;;
457;C: Mining and quarrying;2007 4th quarter;141.0;141.2;107.4;34.6;34.1;9.4;;;276.1;258.8;311.5;;;
458;C: Mining and quarrying;2007;92.0;92.0;92.0;1.0;1.0;1.0;;;187.2;175.4;211.4;;;
459;C: Mining and quarrying;2008 January;137.0;134.8;88.9;17.2;17.4;-16.9;;;317.0;292.2;367.7;;;
460;C: Mining and quarrying;2008 February;128.7;128.1;94.0;18.6;18.1;5.7;;;286.3;260.3;339.3;;;
461;C: Mining and quarrying;2008 March;132.3;135.5;104.9;34.5;37.4;11.6;;;294.8;274.4;336.4;;;
462;C: Mining and quarrying;2008 1st quarter;132.6;132.8;96.0;23.0;23.8;-10.7;;;299.4;275.6;347.8;;;
463;C: Mining and quarrying;2008 April;101.1;100.1;115.0;56.2;53.4;9.6;;;242.4;221.7;284.5;;;
464;C: Mining and quarrying;2008 May;57.2;57.5;88.9;7.4;9.7;-22.7;;;164.9;148.3;198.8;;;
465;C: Mining and quarrying;2008 June;62.4;63.1;101.1;2.4;2.6;13.8;;;151.9;129.6;197.4;;;
466;C: Mining and quarrying;2008 2nd quarter;73.6;73.5;101.6;23.4;23.2;5.9;;;186.4;166.6;226.8;;;
467;C: Mining and quarrying;2008 July;58.6;57.7;102.1;14.4;12.3;1.0;;;167.0;148.4;204.9;;;
468;C: Mining and quarrying;2008 August;58.9;60.4;102.5;0.7;5.0;0.3;;;168.8;155.9;195.0;;;
469;C: Mining and quarrying;2008 September;72.5;71.8;104.4;6.4;2.3;1.9;;;202.5;178.1;252.5;;;
470;C: Mining and quarrying;2008 3rd quarter;63.3;63.3;103.0;6.8;6.0;1.3;;;179.4;161.0;217.1;;;
471;C: Mining and quarrying;2008 October;106.3;104.7;106.4;3.1;3.3;2.0;;;281.5;272.4;300.0;;;
472;C: Mining and quarrying;2008 November;126.4;130.3;95.8;-14.6;-11.0;-10.0;;;322.1;303.9;359.1;;;
473;C: Mining and quarrying;2008 December;155.9;153.5;93.4;-9.3;-12.7;-2.5;;;412.1;414.8;406.5;;;
474;C: Mining and quarrying;2008 4th quarter;129.6;129.5;98.6;-8.1;-8.3;-4.3;;;338.5;330.4;355.1;;;
