ID;EmployedPersons;SectorBranches;Periods;AllGrowers_1;NormalGrowers_2;FastGrowers_3;BusinessesWithAStableTurnover_4;AllDecliners_5;NormalDecliners_6;FastDecliners_7
214;Total 1 or more employed persons;08 Mining and quarrying (no oil and gas);2015;43.0;25.0;18.0;2.0;55.0;35.0;20.0
215;Total 1 or more employed persons;08 Mining and quarrying (no oil and gas);2016 1st quarter;61.0;42.0;19.0;1.0;38.0;18.0;19.0
216;Total 1 or more employed persons;08 Mining and quarrying (no oil and gas);2016 2nd quarter;60.0;32.0;28.0;6.0;35.0;22.0;12.0
217;Total 1 or more employed persons;08 Mining and quarrying (no oil and gas);2016 3rd quarter;49.0;22.0;27.0;5.0;45.0;33.0;12.0
218;Total 1 or more employed persons;08 Mining and quarrying (no oil and gas);2016 4th quarter;56.0;24.0;32.0;3.0;42.0;29.0;12.0
219;Total 1 or more employed persons;08 Mining and quarrying (no oil and gas);2016;55.0;29.0;26.0;4.0;41.0;24.0;18.0
220;Total 1 or more employed persons;08 Mining and quarrying (no oil and gas);2017 1st quarter;56.0;27.0;29.0;6.0;39.0;24.0;14.0
221;Total 1 or more employed persons;08 Mining and quarrying (no oil and gas);2017 2nd quarter;56.0;32.0;24.0;4.0;40.0;28.0;12.0
222;Total 1 or more employed persons;08 Mining and quarrying (no oil and gas);2017 3rd quarter;57.0;29.0;28.0;4.0;39.0;26.0;13.0
223;Total 1 or more employed persons;08 Mining and quarrying (no oil and gas);2017 4th quarter;63.0;34.0;29.0;4.0;33.0;24.0;9.0
224;Total 1 or more employed persons;08 Mining and quarrying (no oil and gas);2017;65.0;49.0;16.0;7.0;28.0;19.0;9.0
225;Total 1 or more employed persons;08 Mining and quarrying (no oil and gas);2018 1st quarter;49.0;20.0;28.0;3.0;49.0;30.0;19.0
226;Total 1 or more employed persons;08 Mining and quarrying (no oil and gas);2018 2nd quarter;68.0;40.0;29.0;1.0;30.0;14.0;16.0
227;Total 1 or more employed persons;08 Mining and quarrying (no oil and gas);2018 3rd quarter;61.0;38.0;24.0;1.0;38.0;18.0;19.0
228;Total 1 or more employed persons;08 Mining and quarrying (no oil and gas);2018 4th quarter;67.0;25.0;42.0;1.0;32.0;16.0;15.0
229;Total 1 or more employed persons;08 Mining and quarrying (no oil and gas);2018;70.0;49.0;21.0;3.0;28.0;16.0;12.0
230;Total 1 or more employed persons;08 Mining and quarrying (no oil and gas);2019 1st quarter;64.0;22.0;42.0;1.0;35.0;19.0;16.0
231;Total 1 or more employed persons;08 Mining and quarrying (no oil and gas);2019 2nd quarter;58.0;33.0;25.0;3.0;39.0;24.0;15.0
232;Total 1 or more employed persons;08 Mining and quarrying (no oil and gas);2019 3rd quarter;57.0;36.0;21.0;1.0;42.0;27.0;15.0
233;Total 1 or more employed persons;08 Mining and quarrying (no oil and gas);2019 4th quarter;41.0;30.0;11.0;1.0;57.0;31.0;26.0
234;Total 1 or more employed persons;08 Mining and quarrying (no oil and gas);2019;54.0;35.0;19.0;0.0;46.0;24.0;22.0
235;Total 1 or more employed persons;08 Mining and quarrying (no oil and gas);2020 1st quarter;40.0;31.0;9.0;2.0;58.0;40.0;18.0
236;Total 1 or more employed persons;08 Mining and quarrying (no oil and gas);2020 2nd quarter;38.0;21.0;17.0;8.0;55.0;32.0;23.0
237;Total 1 or more employed persons;08 Mining and quarrying (no oil and gas);2020 3rd quarter;52.0;33.0;18.0;0.0;48.0;29.0;20.0
238;Total 1 or more employed persons;08 Mining and quarrying (no oil and gas);2020 4th quarter;59.0;34.0;25.0;3.0;38.0;17.0;21.0
239;Total 1 or more employed persons;08 Mining and quarrying (no oil and gas);2020;42.0;23.0;19.0;7.0;51.0;32.0;19.0
240;Total 1 or more employed persons;08 Mining and quarrying (no oil and gas);2021 1st quarter;57.0;38.0;19.0;9.0;34.0;15.0;19.0
241;Total 1 or more employed persons;08 Mining and quarrying (no oil and gas);2021 2nd quarter;67.0;36.0;30.0;3.0;30.0;19.0;12.0
242;Total 1 or more employed persons;08 Mining and quarrying (no oil and gas);2021 3rd quarter;61.0;33.0;29.0;0.0;39.0;21.0;17.0
243;Total 1 or more employed persons;08 Mining and quarrying (no oil and gas);2021 4th quarter;68.0;39.0;29.0;0.0;32.0;21.0;11.0
244;Total 1 or more employed persons;08 Mining and quarrying (no oil and gas);2021;65.0;41.0;24.0;1.0;33.0;21.0;12.0
245;Total 1 or more employed persons;08 Mining and quarrying (no oil and gas);2022 1st quarter;74.0;41.0;33.0;1.0;24.0;14.0;10.0
246;Total 1 or more employed persons;08 Mining and quarrying (no oil and gas);2022 2nd quarter;68.0;38.0;31.0;0.0;32.0;19.0;12.0
247;Total 1 or more employed persons;08 Mining and quarrying (no oil and gas);2022 3rd quarter;59.0;36.0;23.0;1.0;40.0;23.0;17.0
248;Total 1 or more employed persons;08 Mining and quarrying (no oil and gas);2022 4th quarter;62.0;28.0;34.0;1.0;37.0;21.0;16.0
249;Total 1 or more employed persons;08 Mining and quarrying (no oil and gas);2022;66.0;39.0;27.0;3.0;31.0;17.0;14.0
250;Total 1 or more employed persons;08 Mining and quarrying (no oil and gas);2023 1st quarter;55.0;30.0;24.0;0.0;45.0;23.0;23.0
251;Total 1 or more employed persons;08 Mining and quarrying (no oil and gas);2023 2nd quarter;42.0;27.0;15.0;3.0;55.0;30.0;25.0
252;Total 1 or more employed persons;08 Mining and quarrying (no oil and gas);2023 3rd quarter;40.0;18.0;22.0;0.0;60.0;34.0;25.0
253;Total 1 or more employed persons;08 Mining and quarrying (no oil and gas);2023 4th quarter;20.0;8.0;12.0;2.0;79.0;55.0;24.0
254;Total 1 or more employed persons;08 Mining and quarrying (no oil and gas);2023;41.0;30.0;10.0;0.0;59.0;39.0;20.0
255;Total 1 or more employed persons;08 Mining and quarrying (no oil and gas);2024 1st quarter;28.0;15.0;13.0;0.0;72.0;36.0;36.0
256;Total 1 or more employed persons;08 Mining and quarrying (no oil and gas);2024 2nd quarter;52.0;28.0;23.0;3.0;45.0;23.0;22.0
257;Total 1 or more employed persons;08 Mining and quarrying (no oil and gas);2024 3rd quarter;52.0;31.0;20.0;2.0;47.0;17.0;30.0
258;Total 1 or more employed persons;08 Mining and quarrying (no oil and gas);2024 4th quarter;62.0;34.0;28.0;0.0;38.0;17.0;22.0
259;Total 1 or more employed persons;08 Mining and quarrying (no oil and gas);2024;;;;;;;
260;Total 1 or more employed persons;09 Mining support activities;2012 1st quarter;50.0;9.0;41.0;6.0;44.0;17.0;28.0
261;Total 1 or more employed persons;09 Mining support activities;2012 2nd quarter;63.0;15.0;48.0;2.0;35.0;9.0;26.0
262;Total 1 or more employed persons;09 Mining support activities;2012 3rd quarter;72.0;16.0;57.0;2.0;26.0;2.0;24.0
263;Total 1 or more employed persons;09 Mining support activities;2012 4th quarter;58.0;13.0;45.0;2.0;40.0;12.0;28.0
264;Total 1 or more employed persons;09 Mining support activities;2012;59.0;14.0;45.0;1.0;39.0;19.0;20.0
265;Total 1 or more employed persons;09 Mining support activities;2013 1st quarter;58.0;22.0;36.0;0.0;42.0;17.0;25.0
266;Total 1 or more employed persons;09 Mining support activities;2013 2nd quarter;50.0;18.0;32.0;0.0;50.0;17.0;33.0
267;Total 1 or more employed persons;09 Mining support activities;2013 3rd quarter;61.0;18.0;42.0;0.0;39.0;12.0;28.0
268;Total 1 or more employed persons;09 Mining support activities;2013 4th quarter;48.0;11.0;37.0;0.0;52.0;11.0;41.0
269;Total 1 or more employed persons;09 Mining support activities;2013;64.0;29.0;36.0;0.0;36.0;14.0;21.0
270;Total 1 or more employed persons;09 Mining support activities;2014 1st quarter;57.0;15.0;43.0;1.0;42.0;20.0;21.0
271;Total 1 or more employed persons;09 Mining support activities;2014 2nd quarter;62.0;20.0;41.0;2.0;36.0;12.0;24.0
272;Total 1 or more employed persons;09 Mining support activities;2014 3rd quarter;48.0;15.0;33.0;2.0;49.0;20.0;29.0
273;Total 1 or more employed persons;09 Mining support activities;2014 4th quarter;56.0;20.0;36.0;1.0;43.0;12.0;31.0
274;Total 1 or more employed persons;09 Mining support activities;2014;61.0;27.0;35.0;2.0;37.0;16.0;21.0
275;Total 1 or more employed persons;09 Mining support activities;2015 1st quarter;40.0;16.0;24.0;3.0;57.0;16.0;40.0
276;Total 1 or more employed persons;09 Mining support activities;2015 2nd quarter;41.0;9.0;31.0;2.0;57.0;19.0;39.0
277;Total 1 or more employed persons;09 Mining support activities;2015 3rd quarter;45.0;14.0;31.0;1.0;54.0;18.0;37.0
278;Total 1 or more employed persons;09 Mining support activities;2015 4th quarter;41.0;8.0;32.0;4.0;56.0;13.0;43.0
279;Total 1 or more employed persons;09 Mining support activities;2015;41.0;11.0;30.0;3.0;56.0;18.0;38.0
280;Total 1 or more employed persons;09 Mining support activities;2016 1st quarter;45.0;16.0;29.0;0.0;55.0;13.0;42.0
281;Total 1 or more employed persons;09 Mining support activities;2016 2nd quarter;39.0;9.0;30.0;0.0;61.0;17.0;44.0
282;Total 1 or more employed persons;09 Mining support activities;2016 3rd quarter;43.0;17.0;27.0;0.0;57.0;12.0;45.0
283;Total 1 or more employed persons;09 Mining support activities;2016 4th quarter;33.0;6.0;27.0;2.0;65.0;15.0;50.0
284;Total 1 or more employed persons;09 Mining support activities;2016;36.0;16.0;20.0;0.0;64.0;22.0;42.0
285;Total 1 or more employed persons;09 Mining support activities;2017 1st quarter;36.0;10.0;26.0;2.0;62.0;13.0;49.0
286;Total 1 or more employed persons;09 Mining support activities;2017 2nd quarter;36.0;5.0;31.0;3.0;61.0;21.0;41.0
287;Total 1 or more employed persons;09 Mining support activities;2017 3rd quarter;39.0;6.0;34.0;3.0;58.0;18.0;40.0
288;Total 1 or more employed persons;09 Mining support activities;2017 4th quarter;47.0;12.0;35.0;2.0;51.0;19.0;32.0
289;Total 1 or more employed persons;09 Mining support activities;2017;50.0;24.0;26.0;1.0;50.0;18.0;32.0
290;Total 1 or more employed persons;09 Mining support activities;2018 1st quarter;50.0;17.0;34.0;5.0;45.0;17.0;28.0
291;Total 1 or more employed persons;09 Mining support activities;2018 2nd quarter;51.0;14.0;37.0;2.0;47.0;18.0;29.0
292;Total 1 or more employed persons;09 Mining support activities;2018 3rd quarter;46.0;7.0;39.0;2.0;53.0;15.0;38.0
293;Total 1 or more employed persons;09 Mining support activities;2018 4th quarter;51.0;15.0;37.0;3.0;46.0;12.0;34.0
294;Total 1 or more employed persons;09 Mining support activities;2018;56.0;16.0;40.0;1.0;43.0;17.0;27.0
295;Total 1 or more employed persons;09 Mining support activities;2019 1st quarter;45.0;12.0;33.0;3.0;52.0;13.0;39.0
296;Total 1 or more employed persons;09 Mining support activities;2019 2nd quarter;48.0;11.0;38.0;4.0;48.0;16.0;32.0
297;Total 1 or more employed persons;09 Mining support activities;2019 3rd quarter;56.0;16.0;40.0;1.0;43.0;10.0;33.0
298;Total 1 or more employed persons;09 Mining support activities;2019 4th quarter;47.0;15.0;33.0;0.0;53.0;22.0;31.0
299;Total 1 or more employed persons;09 Mining support activities;2019;49.0;16.0;32.0;1.0;51.0;20.0;31.0
300;Total 1 or more employed persons;09 Mining support activities;2020 1st quarter;47.0;12.0;35.0;1.0;52.0;21.0;31.0
301;Total 1 or more employed persons;09 Mining support activities;2020 2nd quarter;42.0;13.0;29.0;0.0;58.0;19.0;38.0
302;Total 1 or more employed persons;09 Mining support activities;2020 3rd quarter;37.0;11.0;26.0;2.0;61.0;17.0;44.0
303;Total 1 or more employed persons;09 Mining support activities;2020 4th quarter;53.0;23.0;30.0;1.0;47.0;12.0;35.0
304;Total 1 or more employed persons;09 Mining support activities;2020;51.0;15.0;36.0;2.0;47.0;15.0;32.0
305;Total 1 or more employed persons;09 Mining support activities;2021 1st quarter;48.0;13.0;34.0;0.0;52.0;10.0;42.0
306;Total 1 or more employed persons;09 Mining support activities;2021 2nd quarter;62.0;13.0;49.0;0.0;38.0;16.0;22.0
307;Total 1 or more employed persons;09 Mining support activities;2021 3rd quarter;51.0;15.0;35.0;1.0;49.0;18.0;31.0
308;Total 1 or more employed persons;09 Mining support activities;2021 4th quarter;62.0;16.0;46.0;0.0;38.0;16.0;22.0
309;Total 1 or more employed persons;09 Mining support activities;2021;62.0;19.0;44.0;0.0;37.0;17.0;20.0
310;Total 1 or more employed persons;09 Mining support activities;2022 1st quarter;68.0;11.0;56.0;1.0;32.0;12.0;19.0
311;Total 1 or more employed persons;09 Mining support activities;2022 2nd quarter;63.0;17.0;46.0;0.0;37.0;16.0;21.0
312;Total 1 or more employed persons;09 Mining support activities;2022 3rd quarter;58.0;14.0;44.0;2.0;41.0;13.0;27.0
313;Total 1 or more employed persons;09 Mining support activities;2022 4th quarter;66.0;21.0;45.0;1.0;33.0;12.0;21.0
314;Total 1 or more employed persons;09 Mining support activities;2022;73.0;21.0;52.0;1.0;26.0;15.0;11.0
315;Total 1 or more employed persons;09 Mining support activities;2023 1st quarter;60.0;19.0;41.0;1.0;39.0;12.0;27.0
316;Total 1 or more employed persons;09 Mining support activities;2023 2nd quarter;51.0;18.0;33.0;1.0;48.0;16.0;32.0
317;Total 1 or more employed persons;09 Mining support activities;2023 3rd quarter;59.0;18.0;41.0;0.0;41.0;16.0;25.0
318;Total 1 or more employed persons;09 Mining support activities;2023 4th quarter;60.0;22.0;38.0;0.0;39.0;16.0;24.0
319;Total 1 or more employed persons;09 Mining support activities;2023;58.0;22.0;36.0;2.0;40.0;20.0;20.0
320;Total 1 or more employed persons;09 Mining support activities;2024 1st quarter;53.0;20.0;34.0;0.0;46.0;23.0;23.0
321;Total 1 or more employed persons;09 Mining support activities;2024 2nd quarter;64.0;24.0;39.0;1.0;35.0;14.0;21.0
322;Total 1 or more employed persons;09 Mining support activities;2024 3rd quarter;57.0;18.0;39.0;1.0;42.0;13.0;29.0
323;Total 1 or more employed persons;09 Mining support activities;2024 4th quarter;50.0;17.0;33.0;1.0;49.0;24.0;25.0
324;Total 1 or more employed persons;09 Mining support activities;2024;;;;;;;
325;Total 1 or more employed persons;C Manufacturing;2012 1st quarter;48.0;20.0;28.0;2.0;50.0;22.0;28.0
326;Total 1 or more employed persons;C Manufacturing;2012 2nd quarter;44.0;18.0;25.0;2.0;54.0;25.0;30.0
327;Total 1 or more employed persons;C Manufacturing;2012 3rd quarter;47.0;19.0;28.0;2.0;52.0;24.0;28.0
328;Total 1 or more employed persons;C Manufacturing;2012 4th quarter;41.0;17.0;24.0;1.0;58.0;25.0;33.0
329;Total 1 or more employed persons;C Manufacturing;2012;41.0;22.0;19.0;2.0;56.0;31.0;25.0
330;Total 1 or more employed persons;C Manufacturing;2013 1st quarter;40.0;17.0;23.0;2.0;58.0;25.0;33.0
331;Total 1 or more employed persons;C Manufacturing;2013 2nd quarter;43.0;18.0;25.0;2.0;55.0;25.0;30.0
332;Total 1 or more employed persons;C Manufacturing;2013 3rd quarter;45.0;19.0;26.0;2.0;54.0;23.0;31.0
333;Total 1 or more employed persons;C Manufacturing;2013 4th quarter;52.0;20.0;32.0;2.0;46.0;21.0;25.0
334;Total 1 or more employed persons;C Manufacturing;2013;43.0;23.0;21.0;2.0;55.0;30.0;24.0
335;Total 1 or more employed persons;C Manufacturing;2014 1st quarter;54.0;21.0;33.0;2.0;44.0;21.0;23.0
336;Total 1 or more employed persons;C Manufacturing;2014 2nd quarter;53.0;22.0;31.0;2.0;45.0;21.0;25.0
337;Total 1 or more employed persons;C Manufacturing;2014 3rd quarter;51.0;21.0;30.0;2.0;48.0;22.0;26.0
338;Total 1 or more employed persons;C Manufacturing;2014 4th quarter;52.0;21.0;31.0;2.0;47.0;21.0;25.0
339;Total 1 or more employed persons;C Manufacturing;2014;53.0;27.0;26.0;2.0;45.0;25.0;20.0
340;Total 1 or more employed persons;C Manufacturing;2015 1st quarter;52.0;20.0;31.0;2.0;47.0;22.0;25.0
341;Total 1 or more employed persons;C Manufacturing;2015 2nd quarter;54.0;21.0;32.0;2.0;45.0;21.0;24.0
342;Total 1 or more employed persons;C Manufacturing;2015 3rd quarter;52.0;20.0;32.0;2.0;46.0;21.0;25.0
343;Total 1 or more employed persons;C Manufacturing;2015 4th quarter;54.0;22.0;32.0;2.0;44.0;20.0;24.0
344;Total 1 or more employed persons;C Manufacturing;2015;55.0;27.0;28.0;2.0;43.0;24.0;19.0
345;Total 1 or more employed persons;C Manufacturing;2016 1st quarter;54.0;22.0;32.0;2.0;44.0;20.0;24.0
346;Total 1 or more employed persons;C Manufacturing;2016 2nd quarter;52.0;22.0;31.0;2.0;46.0;22.0;24.0
347;Total 1 or more employed persons;C Manufacturing;2016 3rd quarter;53.0;21.0;32.0;2.0;45.0;21.0;24.0
348;Total 1 or more employed persons;C Manufacturing;2016 4th quarter;54.0;21.0;32.0;2.0;45.0;21.0;24.0
349;Total 1 or more employed persons;C Manufacturing;2016;55.0;28.0;27.0;2.0;43.0;24.0;19.0
350;Total 1 or more employed persons;C Manufacturing;2017 1st quarter;54.0;21.0;33.0;2.0;44.0;20.0;24.0
351;Total 1 or more employed persons;C Manufacturing;2017 2nd quarter;54.0;22.0;32.0;2.0;45.0;21.0;24.0
352;Total 1 or more employed persons;C Manufacturing;2017 3rd quarter;55.0;21.0;34.0;2.0;43.0;20.0;24.0
353;Total 1 or more employed persons;C Manufacturing;2017 4th quarter;55.0;22.0;33.0;2.0;44.0;21.0;23.0
354;Total 1 or more employed persons;C Manufacturing;2017;56.0;28.0;28.0;2.0;42.0;23.0;18.0
355;Total 1 or more employed persons;C Manufacturing;2018 1st quarter;55.0;22.0;33.0;2.0;43.0;20.0;23.0
356;Total 1 or more employed persons;C Manufacturing;2018 2nd quarter;55.0;22.0;33.0;2.0;43.0;21.0;22.0
357;Total 1 or more employed persons;C Manufacturing;2018 3rd quarter;53.0;20.0;33.0;2.0;45.0;21.0;24.0
358;Total 1 or more employed persons;C Manufacturing;2018 4th quarter;56.0;22.0;34.0;2.0;42.0;20.0;23.0
359;Total 1 or more employed persons;C Manufacturing;2018;57.0;28.0;29.0;2.0;41.0;23.0;18.0
360;Total 1 or more employed persons;C Manufacturing;2019 1st quarter;53.0;21.0;32.0;2.0;45.0;21.0;24.0
361;Total 1 or more employed persons;C Manufacturing;2019 2nd quarter;54.0;22.0;32.0;2.0;45.0;21.0;24.0
362;Total 1 or more employed persons;C Manufacturing;2019 3rd quarter;53.0;21.0;33.0;2.0;45.0;20.0;25.0
363;Total 1 or more employed persons;C Manufacturing;2019 4th quarter;50.0;20.0;30.0;2.0;48.0;22.0;26.0
364;Total 1 or more employed persons;C Manufacturing;2019;54.0;27.0;27.0;2.0;44.0;25.0;19.0
365;Total 1 or more employed persons;C Manufacturing;2020 1st quarter;52.0;22.0;30.0;2.0;46.0;21.0;25.0
366;Total 1 or more employed persons;C Manufacturing;2020 2nd quarter;39.0;15.0;24.0;1.0;59.0;22.0;38.0
367;Total 1 or more employed persons;C Manufacturing;2020 3rd quarter;49.0;19.0;30.0;1.0;49.0;21.0;28.0
368;Total 1 or more employed persons;C Manufacturing;2020 4th quarter;51.0;21.0;31.0;2.0;47.0;21.0;26.0
369;Total 1 or more employed persons;C Manufacturing;2020;48.0;23.0;24.0;2.0;50.0;26.0;25.0
370;Total 1 or more employed persons;C Manufacturing;2021 1st quarter;51.0;20.0;31.0;2.0;48.0;19.0;29.0
371;Total 1 or more employed persons;C Manufacturing;2021 2nd quarter;67.0;20.0;47.0;1.0;31.0;14.0;17.0
372;Total 1 or more employed persons;C Manufacturing;2021 3rd quarter;60.0;22.0;38.0;1.0;38.0;17.0;21.0
373;Total 1 or more employed persons;C Manufacturing;2021 4th quarter;63.0;23.0;40.0;2.0;35.0;16.0;19.0
374;Total 1 or more employed persons;C Manufacturing;2021;65.0;30.0;36.0;2.0;33.0;18.0;15.0
375;Total 1 or more employed persons;C Manufacturing;2022 1st quarter;62.0;22.0;40.0;1.0;36.0;16.0;20.0
376;Total 1 or more employed persons;C Manufacturing;2022 2nd quarter;60.0;22.0;38.0;1.0;39.0;18.0;21.0
377;Total 1 or more employed persons;C Manufacturing;2022 3rd quarter;57.0;22.0;36.0;2.0;41.0;19.0;22.0
378;Total 1 or more employed persons;C Manufacturing;2022 4th quarter;57.0;23.0;34.0;1.0;42.0;19.0;22.0
379;Total 1 or more employed persons;C Manufacturing;2022;63.0;29.0;34.0;2.0;36.0;19.0;16.0
380;Total 1 or more employed persons;C Manufacturing;2023 1st quarter;59.0;23.0;36.0;1.0;39.0;17.0;22.0
381;Total 1 or more employed persons;C Manufacturing;2023 2nd quarter;53.0;22.0;32.0;2.0;45.0;21.0;24.0
382;Total 1 or more employed persons;C Manufacturing;2023 3rd quarter;53.0;21.0;32.0;1.0;45.0;20.0;25.0
383;Total 1 or more employed persons;C Manufacturing;2023 4th quarter;51.0;22.0;29.0;2.0;47.0;21.0;25.0
384;Total 1 or more employed persons;C Manufacturing;2023;56.0;28.0;28.0;2.0;42.0;23.0;19.0
