ID;Sex;PersonalCharacteristics;Periods;TotalPopulationAged1564_1;LabourForce_2;EmployedLabourForce_3;ProfessionalPrestige_4;SocioEconomicStatus_5;I_6;II_7;III_8;IV_9;V_10;VI_11;VII_12;UnemployedLabourForce_13;PeopleNotIncludedInTheLabourForce_14;GrossLabourParticipation_15;NetLabourParticipation_16;RegisteredUnemployed_17;EmploymentRate_18
1481;Total sex;Background: with migration background;1991;1394.0;770.0;664.0;;;;;;;;;;106.0;624.0;55.2;47.6;;13.8
1482;Total sex;Background: with migration background;1992;1442.0;794.0;692.0;;;;;;;;;;102.0;648.0;55.0;48.0;;12.8
1483;Total sex;Background: with migration background;1993;1501.0;852.0;725.0;;;;;;;;;;128.0;648.0;56.8;48.3;;15.0
1484;Total sex;Background: with migration background;1994;1552.0;881.0;735.0;;;;;;;;;;146.0;671.0;56.8;47.3;;16.6
1485;Total sex;Background: with migration background;1995;1577.0;922.0;776.0;;;;;;;;;;145.0;655.0;58.4;49.2;;15.8
1486;Total sex;Background: with migration background;1996;1620.0;963.0;823.0;;;;;;;;;;140.0;657.0;59.5;50.8;130.0;14.6
1487;Total sex;Background: with migration background;1997;1648.0;998.0;862.0;;;;;;;;;;137.0;650.0;60.6;52.3;116.0;13.7
1488;Total sex;Background: with migration background;1998;1692.0;1027.0;922.0;;;;;;;;;;105.0;665.0;60.7;54.5;92.0;10.3
1489;Total sex;Background: with migration background;1999;1777.0;1069.0;975.0;;;;;;;;;;94.0;708.0;60.1;54.9;75.0;8.8
1490;Total sex;Background: with migration background;2000;1938.0;1163.0;1074.0;;;;;;;;;;89.0;775.0;60.0;55.4;65.0;7.7
1491;Total sex;Background: with migration background;2001 before revision;2004.0;1208.0;1129.0;;;;;;;;;;79.0;797.0;60.2;56.3;33.0;6.5
1492;Total sex;Background: with migration background;2001 after revision;2003.0;1222.0;1143.0;;;;;;;;;;79.0;781.0;61.0;57.1;46.0;6.5
1493;Total sex;Background: with migration background;2002;2068.0;1268.0;1173.0;;;;;;;;;;95.0;800.0;61.3;56.7;53.0;7.5
1494;Total sex;Background: with migration background;2003;2118.0;1298.0;1167.0;;;;;;;;;;131.0;820.0;61.3;55.1;81.0;10.1
1495;Total sex;Background: with migration background;2004;2151.0;1340.0;1183.0;;;;;;;;;;158.0;810.0;62.3;55.0;97.0;11.8
1496;Total sex;Background: with migration background;2005;2174.0;1373.0;1207.0;;;;;;;;;;166.0;801.0;63.2;55.5;100.0;12.1
1497;Total sex;Background: with migration background;2006;2192.0;1371.0;1227.0;;;;;;;;;;143.0;821.0;62.6;56.0;84.0;10.5
1498;Total sex;Background: with migration background;2007;2209.0;1409.0;1297.0;;;;;;;;;;112.0;800.0;63.8;58.7;62.0;8.0
1499;Total sex;Background: with migration background;2008;2245.0;1484.0;1380.0;;;;;;;;;;104.0;761.0;66.1;61.5;48.0;7.0
1500;Total sex;Background: with migration background;2009;2298.0;1512.0;1382.0;;;;;;;;;;130.0;786.0;65.8;60.1;61.0;8.6
1501;Total sex;Background: with migration background;2010;2295.0;1478.0;1336.0;;;;;;;;;;142.0;817.0;64.4;58.2;83.0;9.6
1502;Total sex;Background: with migration background;2011;2338.0;1527.0;1371.0;;;;;;;;;;156.0;811.0;65.3;58.6;79.0;10.2
1503;Total sex;Background: with migration background;2012;2384.0;1590.0;1399.0;;;;;;;;;;191.0;794.0;66.7;58.7;92.0;12.0
1504;Total sex;Background: with migration background;2013;2440.0;1601.0;1368.0;;;;;;;;;;233.0;839.0;65.6;56.1;116.0;14.5
1505;Total sex;Background: western;1800;;;;;;;;;;;;;;;;;;
1506;Total sex;Background: western;1801;;;;;;;;;;;;;;;;;;
1507;Total sex;Background: western;1802;;;;;;;;;;;;;;;;;;
1508;Total sex;Background: western;1803;;;;;;;;;;;;;;;;;;
1509;Total sex;Background: western;1804;;;;;;;;;;;;;;;;;;
1510;Total sex;Background: western;1805;;;;;;;;;;;;;;;;;;
1511;Total sex;Background: western;1806;;;;;;;;;;;;;;;;;;
1512;Total sex;Background: western;1807;;;;;;;;;;;;;;;;;;
1513;Total sex;Background: western;1808;;;;;;;;;;;;;;;;;;
1514;Total sex;Background: western;1809;;;;;;;;;;;;;;;;;;
1515;Total sex;Background: western;1810;;;;;;;;;;;;;;;;;;
1516;Total sex;Background: western;1811;;;;;;;;;;;;;;;;;;
1517;Total sex;Background: western;1812;;;;;;;;;;;;;;;;;;
1518;Total sex;Background: western;1813;;;;;;;;;;;;;;;;;;
1519;Total sex;Background: western;1814;;;;;;;;;;;;;;;;;;
1520;Total sex;Background: western;1815;;;;;;;;;;;;;;;;;;
1521;Total sex;Background: western;1816;;;;;;;;;;;;;;;;;;
1522;Total sex;Background: western;1817;;;;;;;;;;;;;;;;;;
1523;Total sex;Background: western;1818;;;;;;;;;;;;;;;;;;
1524;Total sex;Background: western;1819;;;;;;;;;;;;;;;;;;
1525;Total sex;Background: western;1820;;;;;;;;;;;;;;;;;;
1526;Total sex;Background: western;1821;;;;;;;;;;;;;;;;;;
1527;Total sex;Background: western;1822;;;;;;;;;;;;;;;;;;
1528;Total sex;Background: western;1823;;;;;;;;;;;;;;;;;;
1529;Total sex;Background: western;1824;;;;;;;;;;;;;;;;;;
1530;Total sex;Background: western;1825;;;;;;;;;;;;;;;;;;
1531;Total sex;Background: western;1826;;;;;;;;;;;;;;;;;;
1532;Total sex;Background: western;1827;;;;;;;;;;;;;;;;;;
1533;Total sex;Background: western;1828;;;;;;;;;;;;;;;;;;
1534;Total sex;Background: western;1829;;;;;;;;;;;;;;;;;;
1535;Total sex;Background: western;1830;;;;;;;;;;;;;;;;;;
1536;Total sex;Background: western;1831;;;;;;;;;;;;;;;;;;
1537;Total sex;Background: western;1832;;;;;;;;;;;;;;;;;;
1538;Total sex;Background: western;1833;;;;;;;;;;;;;;;;;;
1539;Total sex;Background: western;1834;;;;;;;;;;;;;;;;;;
1540;Total sex;Background: western;1835;;;;;;;;;;;;;;;;;;
1541;Total sex;Background: western;1836;;;;;;;;;;;;;;;;;;
1542;Total sex;Background: western;1837;;;;;;;;;;;;;;;;;;
1543;Total sex;Background: western;1838;;;;;;;;;;;;;;;;;;
1544;Total sex;Background: western;1839;;;;;;;;;;;;;;;;;;
1545;Total sex;Background: western;1840;;;;;;;;;;;;;;;;;;
1546;Total sex;Background: western;1841;;;;;;;;;;;;;;;;;;
1547;Total sex;Background: western;1842;;;;;;;;;;;;;;;;;;
1548;Total sex;Background: western;1843;;;;;;;;;;;;;;;;;;
1549;Total sex;Background: western;1844;;;;;;;;;;;;;;;;;;
1550;Total sex;Background: western;1845;;;;;;;;;;;;;;;;;;
1551;Total sex;Background: western;1846;;;;;;;;;;;;;;;;;;
1552;Total sex;Background: western;1847;;;;;;;;;;;;;;;;;;
1553;Total sex;Background: western;1848;;;;;;;;;;;;;;;;;;
1554;Total sex;Background: western;1849;;;;;;;;;;;;;;;;;;
1555;Total sex;Background: western;1850;;;;;;;;;;;;;;;;;;
1556;Total sex;Background: western;1851;;;;;;;;;;;;;;;;;;
1557;Total sex;Background: western;1852;;;;;;;;;;;;;;;;;;
1558;Total sex;Background: western;1853;;;;;;;;;;;;;;;;;;
1559;Total sex;Background: western;1854;;;;;;;;;;;;;;;;;;
1560;Total sex;Background: western;1855;;;;;;;;;;;;;;;;;;
1561;Total sex;Background: western;1856;;;;;;;;;;;;;;;;;;
1562;Total sex;Background: western;1857;;;;;;;;;;;;;;;;;;
1563;Total sex;Background: western;1858;;;;;;;;;;;;;;;;;;
1564;Total sex;Background: western;1859;;;;;;;;;;;;;;;;;;
1565;Total sex;Background: western;1860;;;;;;;;;;;;;;;;;;
1566;Total sex;Background: western;1861;;;;;;;;;;;;;;;;;;
1567;Total sex;Background: western;1862;;;;;;;;;;;;;;;;;;
1568;Total sex;Background: western;1863;;;;;;;;;;;;;;;;;;
1569;Total sex;Background: western;1864;;;;;;;;;;;;;;;;;;
1570;Total sex;Background: western;1865;;;;;;;;;;;;;;;;;;
1571;Total sex;Background: western;1866;;;;;;;;;;;;;;;;;;
1572;Total sex;Background: western;1867;;;;;;;;;;;;;;;;;;
1573;Total sex;Background: western;1868;;;;;;;;;;;;;;;;;;
1574;Total sex;Background: western;1869;;;;;;;;;;;;;;;;;;
1575;Total sex;Background: western;1870;;;;;;;;;;;;;;;;;;
1576;Total sex;Background: western;1871;;;;;;;;;;;;;;;;;;
1577;Total sex;Background: western;1872;;;;;;;;;;;;;;;;;;
1578;Total sex;Background: western;1873;;;;;;;;;;;;;;;;;;
1579;Total sex;Background: western;1874;;;;;;;;;;;;;;;;;;
1580;Total sex;Background: western;1875;;;;;;;;;;;;;;;;;;
1581;Total sex;Background: western;1876;;;;;;;;;;;;;;;;;;
1582;Total sex;Background: western;1877;;;;;;;;;;;;;;;;;;
1583;Total sex;Background: western;1878;;;;;;;;;;;;;;;;;;
1584;Total sex;Background: western;1879;;;;;;;;;;;;;;;;;;
1585;Total sex;Background: western;1880;;;;;;;;;;;;;;;;;;
1586;Total sex;Background: western;1881;;;;;;;;;;;;;;;;;;
1587;Total sex;Background: western;1882;;;;;;;;;;;;;;;;;;
1588;Total sex;Background: western;1883;;;;;;;;;;;;;;;;;;
1589;Total sex;Background: western;1884;;;;;;;;;;;;;;;;;;
1590;Total sex;Background: western;1885;;;;;;;;;;;;;;;;;;
1591;Total sex;Background: western;1886;;;;;;;;;;;;;;;;;;
1592;Total sex;Background: western;1887;;;;;;;;;;;;;;;;;;
1593;Total sex;Background: western;1888;;;;;;;;;;;;;;;;;;
1594;Total sex;Background: western;1889;;;;;;;;;;;;;;;;;;
1595;Total sex;Background: western;1890;;;;;;;;;;;;;;;;;;
1596;Total sex;Background: western;1891;;;;;;;;;;;;;;;;;;
1597;Total sex;Background: western;1892;;;;;;;;;;;;;;;;;;
1598;Total sex;Background: western;1893;;;;;;;;;;;;;;;;;;
1599;Total sex;Background: western;1894;;;;;;;;;;;;;;;;;;
1600;Total sex;Background: western;1895;;;;;;;;;;;;;;;;;;
1601;Total sex;Background: western;1896;;;;;;;;;;;;;;;;;;
1602;Total sex;Background: western;1897;;;;;;;;;;;;;;;;;;
1603;Total sex;Background: western;1898;;;;;;;;;;;;;;;;;;
1604;Total sex;Background: western;1899;;;;;;;;;;;;;;;;;;
1605;Total sex;Background: western;1900;;;;;;;;;;;;;;;;;;
1606;Total sex;Background: western;1901;;;;;;;;;;;;;;;;;;
1607;Total sex;Background: western;1902;;;;;;;;;;;;;;;;;;
1608;Total sex;Background: western;1903;;;;;;;;;;;;;;;;;;
1609;Total sex;Background: western;1904;;;;;;;;;;;;;;;;;;
1610;Total sex;Background: western;1905;;;;;;;;;;;;;;;;;;
1611;Total sex;Background: western;1906;;;;;;;;;;;;;;;;;;
1612;Total sex;Background: western;1907;;;;;;;;;;;;;;;;;;
1613;Total sex;Background: western;1908;;;;;;;;;;;;;;;;;;
1614;Total sex;Background: western;1909;;;;;;;;;;;;;;;;;;
1615;Total sex;Background: western;1910;;;;;;;;;;;;;;;;;;
1616;Total sex;Background: western;1911;;;;;;;;;;;;;;;;;;
1617;Total sex;Background: western;1912;;;;;;;;;;;;;;;;;;
1618;Total sex;Background: western;1913;;;;;;;;;;;;;;;;;;
1619;Total sex;Background: western;1914;;;;;;;;;;;;;;;;;;
1620;Total sex;Background: western;1915;;;;;;;;;;;;;;;;;;
1621;Total sex;Background: western;1916;;;;;;;;;;;;;;;;;;
1622;Total sex;Background: western;1917;;;;;;;;;;;;;;;;;;
1623;Total sex;Background: western;1918;;;;;;;;;;;;;;;;;;
1624;Total sex;Background: western;1919;;;;;;;;;;;;;;;;;;
1625;Total sex;Background: western;1920;;;;;;;;;;;;;;;;;;
1626;Total sex;Background: western;1921;;;;;;;;;;;;;;;;;;
1627;Total sex;Background: western;1922;;;;;;;;;;;;;;;;;;
1628;Total sex;Background: western;1923;;;;;;;;;;;;;;;;;;
1629;Total sex;Background: western;1924;;;;;;;;;;;;;;;;;;
1630;Total sex;Background: western;1925;;;;;;;;;;;;;;;;;;
1631;Total sex;Background: western;1926;;;;;;;;;;;;;;;;;;
1632;Total sex;Background: western;1927;;;;;;;;;;;;;;;;;;
1633;Total sex;Background: western;1928;;;;;;;;;;;;;;;;;;
1634;Total sex;Background: western;1929;;;;;;;;;;;;;;;;;;
1635;Total sex;Background: western;1930;;;;;;;;;;;;;;;;;;
1636;Total sex;Background: western;1931;;;;;;;;;;;;;;;;;;
1637;Total sex;Background: western;1932;;;;;;;;;;;;;;;;;;
1638;Total sex;Background: western;1933;;;;;;;;;;;;;;;;;;
1639;Total sex;Background: western;1934;;;;;;;;;;;;;;;;;;
1640;Total sex;Background: western;1935;;;;;;;;;;;;;;;;;;
1641;Total sex;Background: western;1936;;;;;;;;;;;;;;;;;;
1642;Total sex;Background: western;1937;;;;;;;;;;;;;;;;;;
1643;Total sex;Background: western;1938;;;;;;;;;;;;;;;;;;
1644;Total sex;Background: western;1939;;;;;;;;;;;;;;;;;;
1645;Total sex;Background: western;1940;;;;;;;;;;;;;;;;;;
1646;Total sex;Background: western;1941;;;;;;;;;;;;;;;;;;
1647;Total sex;Background: western;1942;;;;;;;;;;;;;;;;;;
1648;Total sex;Background: western;1943;;;;;;;;;;;;;;;;;;
1649;Total sex;Background: western;1944;;;;;;;;;;;;;;;;;;
1650;Total sex;Background: western;1945;;;;;;;;;;;;;;;;;;
1651;Total sex;Background: western;1946;;;;;;;;;;;;;;;;;;
1652;Total sex;Background: western;1947;;;;;;;;;;;;;;;;;;
1653;Total sex;Background: western;1948;;;;;;;;;;;;;;;;;;
1654;Total sex;Background: western;1949;;;;;;;;;;;;;;;;;;
1655;Total sex;Background: western;1950;;;;;;;;;;;;;;;;;;
1656;Total sex;Background: western;1951;;;;;;;;;;;;;;;;;;
1657;Total sex;Background: western;1952;;;;;;;;;;;;;;;;;;
1658;Total sex;Background: western;1953;;;;;;;;;;;;;;;;;;
1659;Total sex;Background: western;1954;;;;;;;;;;;;;;;;;;
1660;Total sex;Background: western;1955;;;;;;;;;;;;;;;;;;
1661;Total sex;Background: western;1956;;;;;;;;;;;;;;;;;;
1662;Total sex;Background: western;1957;;;;;;;;;;;;;;;;;;
1663;Total sex;Background: western;1958;;;;;;;;;;;;;;;;;;
1664;Total sex;Background: western;1959;;;;;;;;;;;;;;;;;;
1665;Total sex;Background: western;1960;;;;;;;;;;;;;;;;;;
1666;Total sex;Background: western;1961;;;;;;;;;;;;;;;;;;
1667;Total sex;Background: western;1962;;;;;;;;;;;;;;;;;;
1668;Total sex;Background: western;1963;;;;;;;;;;;;;;;;;;
1669;Total sex;Background: western;1964;;;;;;;;;;;;;;;;;;
1670;Total sex;Background: western;1965;;;;;;;;;;;;;;;;;;
1671;Total sex;Background: western;1966;;;;;;;;;;;;;;;;;;
1672;Total sex;Background: western;1967;;;;;;;;;;;;;;;;;;
1673;Total sex;Background: western;1968;;;;;;;;;;;;;;;;;;
1674;Total sex;Background: western;1969;;;;;;;;;;;;;;;;;;
1675;Total sex;Background: western;1970;;;;;;;;;;;;;;;;;;
1676;Total sex;Background: western;1971;;;;;;;;;;;;;;;;;;
1677;Total sex;Background: western;1972;;;;;;;;;;;;;;;;;;
1678;Total sex;Background: western;1973;;;;;;;;;;;;;;;;;;
1679;Total sex;Background: western;1974;;;;;;;;;;;;;;;;;;
1680;Total sex;Background: western;1975;;;;;;;;;;;;;;;;;;
1681;Total sex;Background: western;1976;;;;;;;;;;;;;;;;;;
1682;Total sex;Background: western;1977;;;;;;;;;;;;;;;;;;
1683;Total sex;Background: western;1978;;;;;;;;;;;;;;;;;;
1684;Total sex;Background: western;1979;;;;;;;;;;;;;;;;;;
1685;Total sex;Background: western;1980;;;;;;;;;;;;;;;;;;
1686;Total sex;Background: western;1981;728.0;413.0;376.0;;;;;;;;;;37.0;316.0;56.7;51.6;;8.9
1687;Total sex;Background: western;1982;735.0;414.0;372.0;;;;;;;;;;42.0;321.0;56.3;50.7;;10.1
1688;Total sex;Background: western;1983;745.0;424.0;374.0;;;;;;;;;;49.0;321.0;56.9;50.2;;11.6
1689;Total sex;Background: western;1984;752.0;426.0;378.0;;;;;;;;;;48.0;326.0;56.6;50.3;;11.2
1690;Total sex;Background: western;1985;758.0;435.0;391.0;;;;;;;;;;44.0;323.0;57.4;51.6;;10.1
1691;Total sex;Background: western;1986;770.0;443.0;401.0;;;;;;;;;;41.0;327.0;57.5;52.1;;9.4
1692;Total sex;Background: western;1987;781.0;446.0;404.0;;;;;;;;;;41.0;336.0;57.1;51.8;;9.3
1693;Total sex;Background: western;1988;799.0;474.0;433.0;;;;;;;;;;42.0;325.0;59.3;54.1;;8.8
1694;Total sex;Background: western;1989;801.0;472.0;434.0;;;;;;;;;;38.0;328.0;59.0;54.2;;8.1
1695;Total sex;Background: western;1990;805.0;470.0;433.0;;;;;;;;;;37.0;335.0;58.4;53.8;;7.9
1696;Total sex;Background: western;1991;820.0;484.0;447.0;;;;;;;;;;37.0;336.0;59.0;54.5;;7.7
1697;Total sex;Background: western;1992;827.0;482.0;449.0;;;;;;;;;;33.0;345.0;58.3;54.3;;6.8
1698;Total sex;Background: western;1993;852.0;517.0;474.0;;;;;;;;;;43.0;335.0;60.7;55.6;;8.4
1699;Total sex;Background: western;1994;868.0;524.0;471.0;;;;;;;;;;53.0;344.0;60.4;54.3;;10.1
1700;Total sex;Background: western;1995;874.0;545.0;494.0;;;;;;;;;;51.0;329.0;62.4;56.5;;9.4
1701;Total sex;Background: western;1996;887.0;570.0;515.0;;;;;;;;;;55.0;317.0;64.3;58.0;41.0;9.7
1702;Total sex;Background: western;1997;890.0;586.0;533.0;;;;;;;;;;53.0;304.0;65.9;59.9;39.0;9.0
1703;Total sex;Background: western;1998;896.0;590.0;552.0;;;;;;;;;;38.0;306.0;65.8;61.6;26.0;6.4
1704;Total sex;Background: western;1999;904.0;599.0;568.0;;;;;;;;;;32.0;305.0;66.3;62.8;24.0;5.3
1705;Total sex;Background: western;2000;998.0;659.0;625.0;;;;;;;;;;34.0;339.0;66.0;62.6;18.0;5.1
1706;Total sex;Background: western;2001 before revision;1010.0;665.0;635.0;;;;;;;;;;30.0;345.0;65.8;62.8;10.0;4.5
1707;Total sex;Background: western;2001 after revision;1009.0;653.0;623.0;;;;;;;;;;30.0;356.0;64.7;61.7;16.0;4.7
1708;Total sex;Background: western;2002;1019.0;667.0;631.0;;;;;;;;;;36.0;351.0;65.5;61.9;21.0;5.5
1709;Total sex;Background: western;2003;1021.0;675.0;630.0;;;;;;;;;;45.0;346.0;66.1;61.7;31.0;6.7
1710;Total sex;Background: western;2004;1019.0;689.0;634.0;;;;;;;;;;54.0;330.0;67.6;62.3;34.0;7.9
1711;Total sex;Background: western;2005;1016.0;690.0;636.0;;;;;;;;;;54.0;326.0;67.9;62.6;34.0;7.9
1712;Total sex;Background: western;2006;1015.0;689.0;642.0;;;;;;;;;;47.0;326.0;67.9;63.3;29.0;6.8
1713;Total sex;Background: western;2007;1014.0;696.0;657.0;;;;;;;;;;39.0;318.0;68.6;64.7;20.0;5.7
1714;Total sex;Background: western;2008;1025.0;722.0;686.0;;;;;;;;;;36.0;303.0;70.4;66.9;18.0;5.0
1715;Total sex;Background: western;2009;1044.0;735.0;690.0;;;;;;;;;;45.0;309.0;70.4;66.1;23.0;6.1
1716;Total sex;Background: western;2010;1044.0;722.0;675.0;;;;;;;;;;47.0;321.0;69.2;64.7;28.0;6.5
1717;Total sex;Background: western;2011;1052.0;735.0;682.0;;;;;;;;;;52.0;317.0;69.8;64.9;27.0;7.1
1718;Total sex;Background: western;2012;1066.0;762.0;699.0;;;;;;;;;;63.0;304.0;71.5;65.6;31.0;8.2
1719;Total sex;Background: western;2013;1085.0;770.0;692.0;;;;;;;;;;78.0;315.0;71.0;63.8;40.0;10.2
1720;Total sex;Background: non-western ;1800;;;;;;;;;;;;;;;;;;
1721;Total sex;Background: non-western ;1801;;;;;;;;;;;;;;;;;;
1722;Total sex;Background: non-western ;1802;;;;;;;;;;;;;;;;;;
1723;Total sex;Background: non-western ;1803;;;;;;;;;;;;;;;;;;
1724;Total sex;Background: non-western ;1804;;;;;;;;;;;;;;;;;;
1725;Total sex;Background: non-western ;1805;;;;;;;;;;;;;;;;;;
1726;Total sex;Background: non-western ;1806;;;;;;;;;;;;;;;;;;
1727;Total sex;Background: non-western ;1807;;;;;;;;;;;;;;;;;;
1728;Total sex;Background: non-western ;1808;;;;;;;;;;;;;;;;;;
1729;Total sex;Background: non-western ;1809;;;;;;;;;;;;;;;;;;
1730;Total sex;Background: non-western ;1810;;;;;;;;;;;;;;;;;;
1731;Total sex;Background: non-western ;1811;;;;;;;;;;;;;;;;;;
1732;Total sex;Background: non-western ;1812;;;;;;;;;;;;;;;;;;
1733;Total sex;Background: non-western ;1813;;;;;;;;;;;;;;;;;;
1734;Total sex;Background: non-western ;1814;;;;;;;;;;;;;;;;;;
1735;Total sex;Background: non-western ;1815;;;;;;;;;;;;;;;;;;
1736;Total sex;Background: non-western ;1816;;;;;;;;;;;;;;;;;;
1737;Total sex;Background: non-western ;1817;;;;;;;;;;;;;;;;;;
1738;Total sex;Background: non-western ;1818;;;;;;;;;;;;;;;;;;
1739;Total sex;Background: non-western ;1819;;;;;;;;;;;;;;;;;;
1740;Total sex;Background: non-western ;1820;;;;;;;;;;;;;;;;;;
1741;Total sex;Background: non-western ;1821;;;;;;;;;;;;;;;;;;
1742;Total sex;Background: non-western ;1822;;;;;;;;;;;;;;;;;;
1743;Total sex;Background: non-western ;1823;;;;;;;;;;;;;;;;;;
1744;Total sex;Background: non-western ;1824;;;;;;;;;;;;;;;;;;
1745;Total sex;Background: non-western ;1825;;;;;;;;;;;;;;;;;;
1746;Total sex;Background: non-western ;1826;;;;;;;;;;;;;;;;;;
1747;Total sex;Background: non-western ;1827;;;;;;;;;;;;;;;;;;
1748;Total sex;Background: non-western ;1828;;;;;;;;;;;;;;;;;;
1749;Total sex;Background: non-western ;1829;;;;;;;;;;;;;;;;;;
1750;Total sex;Background: non-western ;1830;;;;;;;;;;;;;;;;;;
1751;Total sex;Background: non-western ;1831;;;;;;;;;;;;;;;;;;
1752;Total sex;Background: non-western ;1832;;;;;;;;;;;;;;;;;;
1753;Total sex;Background: non-western ;1833;;;;;;;;;;;;;;;;;;
1754;Total sex;Background: non-western ;1834;;;;;;;;;;;;;;;;;;
1755;Total sex;Background: non-western ;1835;;;;;;;;;;;;;;;;;;
1756;Total sex;Background: non-western ;1836;;;;;;;;;;;;;;;;;;
1757;Total sex;Background: non-western ;1837;;;;;;;;;;;;;;;;;;
1758;Total sex;Background: non-western ;1838;;;;;;;;;;;;;;;;;;
1759;Total sex;Background: non-western ;1839;;;;;;;;;;;;;;;;;;
1760;Total sex;Background: non-western ;1840;;;;;;;;;;;;;;;;;;
1761;Total sex;Background: non-western ;1841;;;;;;;;;;;;;;;;;;
1762;Total sex;Background: non-western ;1842;;;;;;;;;;;;;;;;;;
1763;Total sex;Background: non-western ;1843;;;;;;;;;;;;;;;;;;
1764;Total sex;Background: non-western ;1844;;;;;;;;;;;;;;;;;;
1765;Total sex;Background: non-western ;1845;;;;;;;;;;;;;;;;;;
1766;Total sex;Background: non-western ;1846;;;;;;;;;;;;;;;;;;
1767;Total sex;Background: non-western ;1847;;;;;;;;;;;;;;;;;;
1768;Total sex;Background: non-western ;1848;;;;;;;;;;;;;;;;;;
1769;Total sex;Background: non-western ;1849;;;;;;;;;;;;;;;;;;
