ID;Sex;Age;Origin;MedicineGroupATC;Periods;PersonsWithDispensedMedicines_1;PersonsWithMedicinesRelative_2;DefinedDailyDosesDDD_3;DefinedDailyDosesDDDRelative_4
281;Total male and female;10000;Total;B05 Blood substitutes / perfus.solutions;2021;45750.0;0.26;76.0;4.0
282;Total male and female;10000;Total;B05 Blood substitutes / perfus.solutions;2022;47840.0;0.26;69.0;4.0
283;Total male and female;10000;Total;B05 Blood substitutes / perfus.solutions;2023;51335.0;0.28;78.0;4.0
284;Total male and female;10000;Total;B05A Blood and related products;2020;15.0;0.0;0.0;0.0
285;Total male and female;10000;Total;B05A Blood and related products;2021;15.0;0.0;0.0;0.0
286;Total male and female;10000;Total;B05A Blood and related products;2022;10.0;0.0;0.0;0.0
287;Total male and female;10000;Total;B05A Blood and related products;2023;10.0;0.0;0.0;0.0
288;Total male and female;10000;Total;B05B Intravenous solutions;2020;44255.0;0.25;174.0;10.0
289;Total male and female;10000;Total;B05B Intravenous solutions;2021;44115.0;0.25;76.0;4.0
290;Total male and female;10000;Total;B05B Intravenous solutions;2022;45780.0;0.25;69.0;4.0
291;Total male and female;10000;Total;B05B Intravenous solutions;2023;48970.0;0.27;78.0;4.0
292;Total male and female;10000;Total;B05C Irrigating solutions;2020;45.0;0.0;0.0;0.0
293;Total male and female;10000;Total;B05C Irrigating solutions;2021;35.0;0.0;0.0;0.0
294;Total male and female;10000;Total;B05C Irrigating solutions;2022;45.0;0.0;0.0;0.0
295;Total male and female;10000;Total;B05C Irrigating solutions;2023;45.0;0.0;0.0;0.0
296;Total male and female;10000;Total;B05D Peritoneal dialytics;2020;0.0;0.0;0.0;0.0
297;Total male and female;10000;Total;B05D Peritoneal dialytics;2021;0.0;0.0;0.0;0.0
298;Total male and female;10000;Total;B05D Peritoneal dialytics;2022;0.0;0.0;0.0;0.0
299;Total male and female;10000;Total;B05D Peritoneal dialytics;2023;0.0;0.0;0.0;0.0
300;Total male and female;10000;Total;B05X Intravenous solution additives;2020;2255.0;0.01;0.0;0.0
301;Total male and female;10000;Total;B05X Intravenous solution additives;2021;2110.0;0.01;0.0;0.0
302;Total male and female;10000;Total;B05X Intravenous solution additives;2022;2560.0;0.01;0.0;0.0
303;Total male and female;10000;Total;B05X Intravenous solution additives;2023;3050.0;0.02;0.0;0.0
304;Total male and female;10000;Total;B05Z Hemodialytics and hemofiltrates;2020;0.0;0.0;0.0;0.0
305;Total male and female;10000;Total;B05Z Hemodialytics and hemofiltrates;2021;0.0;0.0;0.0;0.0
306;Total male and female;10000;Total;B05Z Hemodialytics and hemofiltrates;2022;0.0;0.0;0.0;0.0
307;Total male and female;10000;Total;B05Z Hemodialytics and hemofiltrates;2023;0.0;0.0;0.0;0.0
308;Total male and female;10000;Total;B06 Other hematological agents;2020;220.0;0.0;4.0;0.0
309;Total male and female;10000;Total;B06 Other hematological agents;2021;235.0;0.0;4.0;0.0
310;Total male and female;10000;Total;B06 Other hematological agents;2022;255.0;0.0;7.0;0.0
311;Total male and female;10000;Total;B06 Other hematological agents;2023;260.0;0.0;9.0;0.0
312;Total male and female;10000;Total;B06A Other hematological agents;2020;195.0;0.0;4.0;0.0
313;Total male and female;10000;Total;B06A Other hematological agents;2021;215.0;0.0;4.0;0.0
314;Total male and female;10000;Total;B06A Other hematological agents;2022;225.0;0.0;7.0;0.0
315;Total male and female;10000;Total;B06A Other hematological agents;2023;235.0;0.0;9.0;0.0
316;Total male and female;10000;Total;C Cardiovascular system;2020;3770105.0;21.18;2894137.0;162605.0
317;Total male and female;10000;Total;C Cardiovascular system;2021;3817540.0;21.32;2945023.0;164455.0
318;Total male and female;10000;Total;C Cardiovascular system;2022;3858505.0;21.25;2967516.0;163444.0
319;Total male and female;10000;Total;C Cardiovascular system;2023;3900570.0;21.31;3010981.0;164497.0
320;Total male and female;10000;Total;C01 Cardiac therapy;2020;438585.0;2.46;95549.0;5368.0
321;Total male and female;10000;Total;C01 Cardiac therapy;2021;442665.0;2.47;96054.0;5364.0
322;Total male and female;10000;Total;C01 Cardiac therapy;2022;459635.0;2.53;93459.0;5148.0
323;Total male and female;10000;Total;C01 Cardiac therapy;2023;449070.0;2.45;91961.0;5024.0
324;Total male and female;10000;Total;C01A Cardiac glycosides;2020;81685.0;0.46;11941.0;671.0
325;Total male and female;10000;Total;C01A Cardiac glycosides;2021;81685.0;0.46;11981.0;669.0
326;Total male and female;10000;Total;C01A Cardiac glycosides;2022;82290.0;0.45;11927.0;657.0
327;Total male and female;10000;Total;C01A Cardiac glycosides;2023;82725.0;0.45;11879.0;649.0
328;Total male and female;10000;Total;C01B Antiarrhythmics, class I and III;2020;69585.0;0.39;16203.0;910.0
329;Total male and female;10000;Total;C01B Antiarrhythmics, class I and III;2021;70480.0;0.39;16105.0;899.0
330;Total male and female;10000;Total;C01B Antiarrhythmics, class I and III;2022;70815.0;0.39;16151.0;890.0
331;Total male and female;10000;Total;C01B Antiarrhythmics, class I and III;2023;71315.0;0.39;16204.0;885.0
332;Total male and female;10000;Total;C01C Cardiac stimulants excl. glycosides;2020;52795.0;0.3;79.0;4.0
333;Total male and female;10000;Total;C01C Cardiac stimulants excl. glycosides;2021;51770.0;0.29;82.0;5.0
334;Total male and female;10000;Total;C01C Cardiac stimulants excl. glycosides;2022;66230.0;0.36;115.0;6.0
335;Total male and female;10000;Total;C01C Cardiac stimulants excl. glycosides;2023;58465.0;0.32;97.0;5.0
336;Total male and female;10000;Total;C01D Vasodilators used in card. diseases;2020;249605.0;1.4;64074.0;3600.0
337;Total male and female;10000;Total;C01D Vasodilators used in card. diseases;2021;253040.0;1.41;64531.0;3604.0
338;Total male and female;10000;Total;C01D Vasodilators used in card. diseases;2022;254510.0;1.4;61838.0;3406.0
339;Total male and female;10000;Total;C01D Vasodilators used in card. diseases;2023;249110.0;1.36;60377.0;3299.0
340;Total male and female;10000;Total;C01E Other cardiac preparations;2020;11935.0;0.07;3253.0;183.0
341;Total male and female;10000;Total;C01E Other cardiac preparations;2021;12710.0;0.07;3355.0;187.0
342;Total male and female;10000;Total;C01E Other cardiac preparations;2022;12895.0;0.07;3427.0;189.0
343;Total male and female;10000;Total;C01E Other cardiac preparations;2023;13120.0;0.07;3403.0;186.0
344;Total male and female;10000;Total;C02 Antihypertensives;2020;56590.0;0.32;20628.0;1159.0
345;Total male and female;10000;Total;C02 Antihypertensives;2021;57170.0;0.32;20442.0;1141.0
346;Total male and female;10000;Total;C02 Antihypertensives;2022;58675.0;0.32;20931.0;1153.0
347;Total male and female;10000;Total;C02 Antihypertensives;2023;61575.0;0.34;20570.0;1124.0
348;Total male and female;10000;Total;C02A Antiadren.agents, centrally acting;2020;10755.0;0.06;1770.0;99.0
349;Total male and female;10000;Total;C02A Antiadren.agents, centrally acting;2021;10875.0;0.06;1811.0;101.0
350;Total male and female;10000;Total;C02A Antiadren.agents, centrally acting;2022;13450.0;0.07;2524.0;139.0
351;Total male and female;10000;Total;C02A Antiadren.agents, centrally acting;2023;15765.0;0.09;1975.0;108.0
352;Total male and female;10000;Total;C02B Antiadren.agents, ganglion-blocking;2020;0.0;0.0;0.0;0.0
353;Total male and female;10000;Total;C02B Antiadren.agents, ganglion-blocking;2021;0.0;0.0;0.0;0.0
354;Total male and female;10000;Total;C02B Antiadren.agents, ganglion-blocking;2022;0.0;0.0;0.0;0.0
355;Total male and female;10000;Total;C02B Antiadren.agents, ganglion-blocking;2023;0.0;0.0;0.0;0.0
356;Total male and female;10000;Total;C02C Antiadren.agents, peripher. acting;2020;42830.0;0.24;17784.0;999.0
357;Total male and female;10000;Total;C02C Antiadren.agents, peripher. acting;2021;43680.0;0.24;17864.0;998.0
358;Total male and female;10000;Total;C02C Antiadren.agents, peripher. acting;2022;43795.0;0.24;17792.0;980.0
359;Total male and female;10000;Total;C02C Antiadren.agents, peripher. acting;2023;44100.0;0.24;17932.0;980.0
360;Total male and female;10000;Total;C02D Arteriolar smooth muscle agents;2020;1010.0;0.01;145.0;8.0
361;Total male and female;10000;Total;C02D Arteriolar smooth muscle agents;2021;810.0;0.0;85.0;5.0
362;Total male and female;10000;Total;C02D Arteriolar smooth muscle agents;2022;440.0;0.0;53.0;3.0
363;Total male and female;10000;Total;C02D Arteriolar smooth muscle agents;2023;645.0;0.0;62.0;3.0
364;Total male and female;10000;Total;C02K Other antihypertensives;2020;2780.0;0.02;928.0;52.0
365;Total male and female;10000;Total;C02K Other antihypertensives;2021;2625.0;0.01;683.0;38.0
366;Total male and female;10000;Total;C02K Other antihypertensives;2022;1645.0;0.01;562.0;31.0
367;Total male and female;10000;Total;C02K Other antihypertensives;2023;1720.0;0.01;600.0;33.0
368;Total male and female;10000;Total;C02L Antihypertensives/diuretics combin.;2020;0.0;0.0;0.0;0.0
369;Total male and female;10000;Total;C02L Antihypertensives/diuretics combin.;2021;0.0;0.0;0.0;0.0
370;Total male and female;10000;Total;C02L Antihypertensives/diuretics combin.;2022;0.0;0.0;0.0;0.0
371;Total male and female;10000;Total;C02L Antihypertensives/diuretics combin.;2023;0.0;0.0;0.0;0.0
372;Total male and female;10000;Total;C02N Combinations of antihypertensives..;2020;0.0;0.0;0.0;0.0
373;Total male and female;10000;Total;C02N Combinations of antihypertensives..;2021;0.0;0.0;0.0;0.0
374;Total male and female;10000;Total;C02N Combinations of antihypertensives..;2022;0.0;0.0;0.0;0.0
375;Total male and female;10000;Total;C02N Combinations of antihypertensives..;2023;0.0;0.0;0.0;0.0
376;Total male and female;10000;Total;C03 Diuretics;2020;1100280.0;6.18;294708.0;16558.0
377;Total male and female;10000;Total;C03 Diuretics;2021;1079750.0;6.03;288663.0;16119.0
378;Total male and female;10000;Total;C03 Diuretics;2022;1052625.0;5.8;279254.0;15381.0
379;Total male and female;10000;Total;C03 Diuretics;2023;1037955.0;5.67;271298.0;14822.0
380;Total male and female;10000;Total;C03A Low-ceiling diuretics, thiazides;2020;611665.0;3.44;120795.0;6787.0
381;Total male and female;10000;Total;C03A Low-ceiling diuretics, thiazides;2021;612915.0;3.42;121200.0;6768.0
382;Total male and female;10000;Total;C03A Low-ceiling diuretics, thiazides;2022;576395.0;3.17;115014.0;6335.0
383;Total male and female;10000;Total;C03A Low-ceiling diuretics, thiazides;2023;555915.0;3.04;109974.0;6008.0
384;Total male and female;10000;Total;C03B Low-ceiling diuret.,excl. thiazides;2020;69605.0;0.39;15130.0;850.0
385;Total male and female;10000;Total;C03B Low-ceiling diuret.,excl. thiazides;2021;67530.0;0.38;14503.0;810.0
386;Total male and female;10000;Total;C03B Low-ceiling diuret.,excl. thiazides;2022;63525.0;0.35;13660.0;752.0
387;Total male and female;10000;Total;C03B Low-ceiling diuret.,excl. thiazides;2023;60200.0;0.33;12832.0;701.0
388;Total male and female;10000;Total;C03C High-ceiling diuretics;2020;358805.0;2.02;128241.0;7205.0
389;Total male and female;10000;Total;C03C High-ceiling diuretics;2021;358425.0;2.0;125691.0;7019.0
390;Total male and female;10000;Total;C03C High-ceiling diuretics;2022;355110.0;1.96;123487.0;6801.0
391;Total male and female;10000;Total;C03C High-ceiling diuretics;2023;352610.0;1.93;119955.0;6553.0
392;Total male and female;10000;Total;C03D Potassium-sparing agents;2020;180235.0;1.01;20666.0;1161.0
393;Total male and female;10000;Total;C03D Potassium-sparing agents;2021;209460.0;1.17;22797.0;1273.0
394;Total male and female;10000;Total;C03D Potassium-sparing agents;2022;209160.0;1.15;23305.0;1284.0
395;Total male and female;10000;Total;C03D Potassium-sparing agents;2023;225155.0;1.23;25153.0;1374.0
396;Total male and female;10000;Total;C03E Diuretics/potassium-sparing agents;2020;32380.0;0.18;9876.0;555.0
397;Total male and female;10000;Total;C03E Diuretics/potassium-sparing agents;2021;24360.0;0.14;4471.0;250.0
398;Total male and female;10000;Total;C03E Diuretics/potassium-sparing agents;2022;13275.0;0.07;3785.0;208.0
399;Total male and female;10000;Total;C03E Diuretics/potassium-sparing agents;2023;11505.0;0.06;3382.0;185.0
400;Total male and female;10000;Total;C03X Other diuretics;2020;175.0;0.0;1.0;0.0
401;Total male and female;10000;Total;C03X Other diuretics;2021;190.0;0.0;1.0;0.0
402;Total male and female;10000;Total;C03X Other diuretics;2022;195.0;0.0;2.0;0.0
403;Total male and female;10000;Total;C03X Other diuretics;2023;220.0;0.0;1.0;0.0
404;Total male and female;10000;Total;C04 Peripheral vasodilators;2020;1255.0;0.01;246.0;14.0
405;Total male and female;10000;Total;C04 Peripheral vasodilators;2021;1190.0;0.01;226.0;13.0
406;Total male and female;10000;Total;C04 Peripheral vasodilators;2022;1050.0;0.01;192.0;11.0
407;Total male and female;10000;Total;C04 Peripheral vasodilators;2023;935.0;0.01;179.0;10.0
408;Total male and female;10000;Total;C04A Peripheral vasodilators;2020;1255.0;0.01;246.0;14.0
409;Total male and female;10000;Total;C04A Peripheral vasodilators;2021;1190.0;0.01;226.0;13.0
410;Total male and female;10000;Total;C04A Peripheral vasodilators;2022;1050.0;0.01;192.0;11.0
411;Total male and female;10000;Total;C04A Peripheral vasodilators;2023;935.0;0.01;179.0;10.0
412;Total male and female;10000;Total;C05 Vasoprotectives;2020;48680.0;0.27;3716.0;209.0
413;Total male and female;10000;Total;C05 Vasoprotectives;2021;54265.0;0.3;4078.0;228.0
414;Total male and female;10000;Total;C05 Vasoprotectives;2022;53255.0;0.29;3917.0;216.0
415;Total male and female;10000;Total;C05 Vasoprotectives;2023;54565.0;0.3;3927.0;215.0
416;Total male and female;10000;Total;C05A Topic agents hemorrh./anal fissures;2020;48680.0;0.27;3716.0;209.0
417;Total male and female;10000;Total;C05A Topic agents hemorrh./anal fissures;2021;54265.0;0.3;4078.0;228.0
418;Total male and female;10000;Total;C05A Topic agents hemorrh./anal fissures;2022;53255.0;0.29;3917.0;216.0
419;Total male and female;10000;Total;C05A Topic agents hemorrh./anal fissures;2023;54565.0;0.3;3927.0;215.0
420;Total male and female;10000;Total;C05B Antivaricose therapy;2020;0.0;0.0;0.0;0.0
421;Total male and female;10000;Total;C05B Antivaricose therapy;2021;0.0;0.0;0.0;0.0
422;Total male and female;10000;Total;C05B Antivaricose therapy;2022;0.0;0.0;0.0;0.0
423;Total male and female;10000;Total;C05B Antivaricose therapy;2023;0.0;0.0;0.0;0.0
424;Total male and female;10000;Total;C05C Capillary stabilizing agents;2020;0.0;0.0;0.0;0.0
425;Total male and female;10000;Total;C05C Capillary stabilizing agents;2021;0.0;0.0;0.0;0.0
426;Total male and female;10000;Total;C05C Capillary stabilizing agents;2022;0.0;0.0;0.0;0.0
427;Total male and female;10000;Total;C05C Capillary stabilizing agents;2023;0.0;0.0;0.0;0.0
428;Total male and female;10000;Total;C07 Beta blocking agents;2020;1553230.0;8.73;270650.0;15206.0
429;Total male and female;10000;Total;C07 Beta blocking agents;2021;1554120.0;8.68;263621.0;14721.0
430;Total male and female;10000;Total;C07 Beta blocking agents;2022;1541425.0;8.49;255877.0;14093.0
431;Total male and female;10000;Total;C07 Beta blocking agents;2023;1533175.0;8.38;249381.0;13624.0
432;Total male and female;10000;Total;C07A Beta blocking agents;2020;1528410.0;8.59;259791.0;14596.0
433;Total male and female;10000;Total;C07A Beta blocking agents;2021;1530495.0;8.55;253833.0;14174.0
434;Total male and female;10000;Total;C07A Beta blocking agents;2022;1522040.0;8.38;247317.0;13622.0
435;Total male and female;10000;Total;C07A Beta blocking agents;2023;1515855.0;8.28;241877.0;13214.0
436;Total male and female;10000;Total;C07B Beta blocking agents and thiazides;2020;23200.0;0.13;8097.0;455.0
437;Total male and female;10000;Total;C07B Beta blocking agents and thiazides;2021;20525.0;0.11;7407.0;414.0
438;Total male and female;10000;Total;C07B Beta blocking agents and thiazides;2022;18425.0;0.1;6485.0;357.0
439;Total male and female;10000;Total;C07B Beta blocking agents and thiazides;2023;16040.0;0.09;5709.0;312.0
440;Total male and female;10000;Total;C07C Beta block.agents / other diuretics;2020;7810.0;0.04;2762.0;155.0
441;Total male and female;10000;Total;C07C Beta block.agents / other diuretics;2021;6880.0;0.04;2380.0;133.0
442;Total male and female;10000;Total;C07C Beta block.agents / other diuretics;2022;6045.0;0.03;2076.0;114.0
443;Total male and female;10000;Total;C07C Beta block.agents / other diuretics;2023;5245.0;0.03;1795.0;98.0
444;Total male and female;10000;Total;C07D Beta block./thiazides/other diuret.;2020;0.0;0.0;0.0;0.0
445;Total male and female;10000;Total;C07D Beta block./thiazides/other diuret.;2021;0.0;0.0;0.0;0.0
446;Total male and female;10000;Total;C07D Beta block./thiazides/other diuret.;2022;0.0;0.0;0.0;0.0
447;Total male and female;10000;Total;C07D Beta block./thiazides/other diuret.;2023;0.0;0.0;0.0;0.0
448;Total male and female;10000;Total;C07E Beta blocking agents / vasodilators;2020;0.0;0.0;0.0;0.0
449;Total male and female;10000;Total;C07E Beta blocking agents / vasodilators;2021;0.0;0.0;0.0;0.0
450;Total male and female;10000;Total;C07E Beta blocking agents / vasodilators;2022;0.0;0.0;0.0;0.0
451;Total male and female;10000;Total;C07E Beta blocking agents / vasodilators;2023;0.0;0.0;0.0;0.0
452;Total male and female;10000;Total;C07F Beta block./other antihypertensives;2020;0.0;0.0;0.0;0.0
453;Total male and female;10000;Total;C07F Beta block./other antihypertensives;2021;0.0;0.0;0.0;0.0
454;Total male and female;10000;Total;C07F Beta block./other antihypertensives;2022;0.0;0.0;0.0;0.0
455;Total male and female;10000;Total;C07F Beta block./other antihypertensives;2023;0.0;0.0;0.0;0.0
456;Total male and female;10000;Total;C08 Calcium channel blockers;2020;1033555.0;5.81;418509.0;23514.0
457;Total male and female;10000;Total;C08 Calcium channel blockers;2021;1088190.0;6.08;439808.0;24560.0
458;Total male and female;10000;Total;C08 Calcium channel blockers;2022;1121425.0;6.18;454430.0;25029.0
459;Total male and female;10000;Total;C08 Calcium channel blockers;2023;1166625.0;6.37;473642.0;25876.0
