ID;Citizenship;Periods;TotalRequestsAsylumAndFamilyMembers_1;FirstRequestsForAsylumPersons_2;SubsequentRequests_3;FamilyMembersPersons_4
3147;Romanian ;2022;0.0;0.0;0.0;0.0
3148;Romanian ;2023;0.0;0.0;0.0;0.0
3149;Romanian ;2024;10.0;10.0;0.0;0.0
3150;Russian ;1975;;;;
3151;Russian ;1976;;;;
3152;Russian ;1977;;;;
3153;Russian ;1978;;;;
3154;Russian ;1979;;;;
3155;Russian ;1980;;;;
3156;Russian ;1981;;;;
3157;Russian ;1982;;;;
3158;Russian ;1983;;;;
3159;Russian ;1984;;;;
3160;Russian ;1985;;;;
3161;Russian ;1986;;;;
3162;Russian ;1987;;;;
3163;Russian ;1988;;;;
3164;Russian ;1989;;;;
3165;Russian ;1990;;;;
3166;Russian ;1991;;;;
3167;Russian ;1992;;;;
3168;Russian ;1993;;;;
3169;Russian ;1994;;;;
3170;Russian ;1995;;;;
3171;Russian ;1996;;;;
3172;Russian ;1997;;;;
3173;Russian ;1998;;;;
3174;Russian ;1999;;;;
3175;Russian ;2000;;;;
3176;Russian ;2001;;;;
3177;Russian ;2002;;;;
3178;Russian ;2003;;;;
3179;Russian ;2004;;;;
3180;Russian ;2005;;;;
3181;Russian ;2006;;;;
3182;Russian ;2007;105.0;80.0;25.0;
3183;Russian ;2008;125.0;90.0;35.0;
3184;Russian ;2009;170.0;145.0;25.0;
3185;Russian ;2010;230.0;200.0;30.0;
3186;Russian ;2011;495.0;430.0;65.0;
3187;Russian ;2012;810.0;735.0;75.0;
3188;Russian ;2013;305.0;230.0;70.0;0.0
3189;Russian ;2014;200.0;165.0;30.0;5.0
3190;Russian ;2015;155.0;125.0;30.0;5.0
3191;Russian ;2016;140.0;110.0;20.0;10.0
3192;Russian ;2017;320.0;300.0;15.0;5.0
3193;Russian ;2018;350.0;295.0;45.0;10.0
3194;Russian ;2019;440.0;400.0;35.0;10.0
3195;Russian ;2020;210.0;180.0;20.0;10.0
3196;Russian ;2021;250.0;205.0;30.0;15.0
3197;Russian ;2022;635.0;590.0;30.0;15.0
3198;Russian ;2023;370.0;330.0;30.0;10.0
3199;Russian ;2024;275.0;255.0;15.0;0.0
3200;Rwandan ;1975;;;;
3201;Rwandan ;1976;;;;
3202;Rwandan ;1977;;;;
3203;Rwandan ;1978;;;;
3204;Rwandan ;1979;;;;
3205;Rwandan ;1980;;;;
3206;Rwandan ;1981;;;;
3207;Rwandan ;1982;;;;
3208;Rwandan ;1983;;;;
3209;Rwandan ;1984;;;;
3210;Rwandan ;1985;;;;
3211;Rwandan ;1986;;;;
3212;Rwandan ;1987;;;;
3213;Rwandan ;1988;;;;
3214;Rwandan ;1989;;;;
3215;Rwandan ;1990;;;;
3216;Rwandan ;1991;;;;
3217;Rwandan ;1992;;;;
3218;Rwandan ;1993;15.0;15.0;;
3219;Rwandan ;1994;135.0;135.0;;
3220;Rwandan ;1995;80.0;80.0;;
3221;Rwandan ;1996;70.0;70.0;;
3222;Rwandan ;1997;190.0;190.0;;
3223;Rwandan ;1998;415.0;415.0;;
3224;Rwandan ;1999;420.0;420.0;;
3225;Rwandan ;2000;335.0;335.0;;
3226;Rwandan ;2001;225.0;225.0;;
3227;Rwandan ;2002;120.0;120.0;;
3228;Rwandan ;2003;50.0;50.0;;
3229;Rwandan ;2004;50.0;50.0;;
3230;Rwandan ;2005;95.0;95.0;;
3231;Rwandan ;2006;90.0;90.0;;
3232;Rwandan ;2007;25.0;15.0;10.0;
3233;Rwandan ;2008;15.0;10.0;10.0;
3234;Rwandan ;2009;15.0;10.0;5.0;
3235;Rwandan ;2010;15.0;10.0;5.0;
3236;Rwandan ;2011;10.0;5.0;5.0;
3237;Rwandan ;2012;10.0;10.0;5.0;
3238;Rwandan ;2013;15.0;5.0;0.0;10.0
3239;Rwandan ;2014;20.0;10.0;5.0;5.0
3240;Rwandan ;2015;15.0;10.0;5.0;0.0
3241;Rwandan ;2016;20.0;15.0;5.0;
3242;Rwandan ;2017;5.0;5.0;5.0;
3243;Rwandan ;2018;20.0;20.0;0.0;
3244;Rwandan ;2019;15.0;5.0;5.0;5.0
3245;Rwandan ;2020;5.0;5.0;0.0;
3246;Rwandan ;2021;10.0;10.0;0.0;0.0
3247;Rwandan ;2022;10.0;5.0;0.0;0.0
3248;Rwandan ;2023;15.0;10.0;5.0;0.0
3249;Rwandan ;2024;10.0;5.0;0.0;0.0
3250;Senegalese ;1975;;;;
3251;Senegalese ;1976;;;;
3252;Senegalese ;1977;;;;
3253;Senegalese ;1978;;;;
3254;Senegalese ;1979;;;;
3255;Senegalese ;1980;;;;
3256;Senegalese ;1981;;;;
3257;Senegalese ;1982;;;;
3258;Senegalese ;1983;;;;
3259;Senegalese ;1984;;;;
3260;Senegalese ;1985;;;;
3261;Senegalese ;1986;;;;
3262;Senegalese ;1987;;;;
3263;Senegalese ;1988;10.0;10.0;;
3264;Senegalese ;1989;25.0;25.0;;
3265;Senegalese ;1990;25.0;25.0;;
3266;Senegalese ;1991;10.0;10.0;;
3267;Senegalese ;1992;;;;
3268;Senegalese ;1993;10.0;10.0;;
3269;Senegalese ;1994;15.0;15.0;;
3270;Senegalese ;1995;25.0;25.0;;
3271;Senegalese ;1996;5.0;5.0;;
3272;Senegalese ;1997;10.0;10.0;;
3273;Senegalese ;1998;10.0;10.0;;
3274;Senegalese ;1999;5.0;5.0;;
3275;Senegalese ;2000;20.0;20.0;;
3276;Senegalese ;2001;;;;
3277;Senegalese ;2002;;;;
3278;Senegalese ;2003;;;;
3279;Senegalese ;2004;;;;
3280;Senegalese ;2005;;;;
3281;Senegalese ;2006;;;;
3282;Senegalese ;2007;10.0;10.0;0.0;
3283;Senegalese ;2008;5.0;5.0;0.0;
3284;Senegalese ;2009;5.0;5.0;0.0;
3285;Senegalese ;2010;10.0;10.0;0.0;
3286;Senegalese ;2011;10.0;10.0;0.0;
3287;Senegalese ;2012;25.0;25.0;0.0;
3288;Senegalese ;2013;35.0;35.0;5.0;
3289;Senegalese ;2014;15.0;10.0;0.0;0.0
3290;Senegalese ;2015;20.0;20.0;0.0;
3291;Senegalese ;2016;50.0;45.0;0.0;
3292;Senegalese ;2017;90.0;80.0;5.0;
3293;Senegalese ;2018;85.0;60.0;20.0;0.0
3294;Senegalese ;2019;115.0;105.0;10.0;
3295;Senegalese ;2020;55.0;45.0;5.0;0.0
3296;Senegalese ;2021;50.0;40.0;5.0;0.0
3297;Senegalese ;2022;25.0;20.0;5.0;0.0
3298;Senegalese ;2023;30.0;25.0;10.0;0.0
3299;Senegalese ;2024;200.0;180.0;20.0;0.0
3300;Citizen of Serbia and Montenegro ;1975;;;;
3301;Citizen of Serbia and Montenegro ;1976;;;;
3302;Citizen of Serbia and Montenegro ;1977;;;;
3303;Citizen of Serbia and Montenegro ;1978;;;;
3304;Citizen of Serbia and Montenegro ;1979;;;;
3305;Citizen of Serbia and Montenegro ;1980;;;;
3306;Citizen of Serbia and Montenegro ;1981;;;;
3307;Citizen of Serbia and Montenegro ;1982;;;;
3308;Citizen of Serbia and Montenegro ;1983;;;;
3309;Citizen of Serbia and Montenegro ;1984;;;;
3310;Citizen of Serbia and Montenegro ;1985;;;;
3311;Citizen of Serbia and Montenegro ;1986;;;;
3312;Citizen of Serbia and Montenegro ;1987;;;;
3313;Citizen of Serbia and Montenegro ;1988;;;;
3314;Citizen of Serbia and Montenegro ;1989;;;;
3315;Citizen of Serbia and Montenegro ;1990;;;;
3316;Citizen of Serbia and Montenegro ;1991;;;;
3317;Citizen of Serbia and Montenegro ;1992;;;;
3318;Citizen of Serbia and Montenegro ;1993;;;;
3319;Citizen of Serbia and Montenegro ;1994;;;;
3320;Citizen of Serbia and Montenegro ;1995;;;;
3321;Citizen of Serbia and Montenegro ;1996;;;;
3322;Citizen of Serbia and Montenegro ;1997;;;;
3323;Citizen of Serbia and Montenegro ;1998;;;;
3324;Citizen of Serbia and Montenegro ;1999;;;;
3325;Citizen of Serbia and Montenegro ;2000;;;;
3326;Citizen of Serbia and Montenegro ;2001;;;;
3327;Citizen of Serbia and Montenegro ;2002;;;;
3328;Citizen of Serbia and Montenegro ;2003;;;;
3329;Citizen of Serbia and Montenegro ;2004;;;;
3330;Citizen of Serbia and Montenegro ;2005;;;;
3331;Citizen of Serbia and Montenegro ;2006;;;;
3332;Citizen of Serbia and Montenegro ;2007;60.0;35.0;30.0;
3333;Citizen of Serbia and Montenegro ;2008;30.0;15.0;10.0;
3334;Citizen of Serbia and Montenegro ;2009;25.0;10.0;15.0;
3335;Citizen of Serbia and Montenegro ;2010;15.0;5.0;10.0;
3336;Citizen of Serbia and Montenegro ;2011;10.0;10.0;0.0;
3337;Citizen of Serbia and Montenegro ;2012;0.0;0.0;0.0;
3338;Citizen of Serbia and Montenegro ;2013;;;;
3339;Citizen of Serbia and Montenegro ;2014;;;;
3340;Citizen of Serbia and Montenegro ;2015;;;;
3341;Citizen of Serbia and Montenegro ;2016;0.0;0.0;;
3342;Citizen of Serbia and Montenegro ;2017;;;;
3343;Citizen of Serbia and Montenegro ;2018;;;;
3344;Citizen of Serbia and Montenegro ;2019;;;;
3345;Citizen of Serbia and Montenegro ;2020;;;;
3346;Citizen of Serbia and Montenegro ;2021;;;;
3347;Citizen of Serbia and Montenegro ;2022;;;;
3348;Citizen of Serbia and Montenegro ;2023;;;;
3349;Citizen of Serbia and Montenegro ;2024;;;;
3350;Sierra Leonan ;1975;;;;
3351;Sierra Leonan ;1976;;;;
3352;Sierra Leonan ;1977;;;;
3353;Sierra Leonan ;1978;;;;
3354;Sierra Leonan ;1979;;;;
3355;Sierra Leonan ;1980;;;;
3356;Sierra Leonan ;1981;;;;
3357;Sierra Leonan ;1982;;;;
3358;Sierra Leonan ;1983;;;;
3359;Sierra Leonan ;1984;;;;
3360;Sierra Leonan ;1985;;;;
3361;Sierra Leonan ;1986;;;;
3362;Sierra Leonan ;1987;15.0;15.0;;
3363;Sierra Leonan ;1988;10.0;10.0;;
3364;Sierra Leonan ;1989;;;;
3365;Sierra Leonan ;1990;;;;
3366;Sierra Leonan ;1991;5.0;5.0;;
3367;Sierra Leonan ;1992;30.0;30.0;;
3368;Sierra Leonan ;1993;100.0;100.0;;
3369;Sierra Leonan ;1994;85.0;85.0;;
3370;Sierra Leonan ;1995;390.0;390.0;;
3371;Sierra Leonan ;1996;250.0;250.0;;
3372;Sierra Leonan ;1997;390.0;390.0;;
3373;Sierra Leonan ;1998;480.0;480.0;;
3374;Sierra Leonan ;1999;1280.0;1280.0;;
3375;Sierra Leonan ;2000;;;;
3376;Sierra Leonan ;2001;2410.0;2410.0;;
3377;Sierra Leonan ;2002;1615.0;1615.0;;
3378;Sierra Leonan ;2003;310.0;310.0;;
3379;Sierra Leonan ;2004;140.0;140.0;;
3380;Sierra Leonan ;2005;190.0;190.0;;
3381;Sierra Leonan ;2006;205.0;205.0;;
3382;Sierra Leonan ;2007;230.0;135.0;95.0;
3383;Sierra Leonan ;2008;225.0;125.0;100.0;
3384;Sierra Leonan ;2009;185.0;120.0;65.0;
3385;Sierra Leonan ;2010;140.0;115.0;25.0;
3386;Sierra Leonan ;2011;170.0;135.0;35.0;
3387;Sierra Leonan ;2012;120.0;95.0;30.0;
3388;Sierra Leonan ;2013;120.0;80.0;25.0;15.0
3389;Sierra Leonan ;2014;145.0;80.0;45.0;20.0
3390;Sierra Leonan ;2015;115.0;40.0;50.0;30.0
3391;Sierra Leonan ;2016;100.0;35.0;45.0;20.0
3392;Sierra Leonan ;2017;130.0;65.0;30.0;35.0
3393;Sierra Leonan ;2018;130.0;90.0;40.0;5.0
3394;Sierra Leonan ;2019;150.0;110.0;30.0;10.0
3395;Sierra Leonan ;2020;75.0;60.0;15.0;0.0
3396;Sierra Leonan ;2021;95.0;65.0;15.0;15.0
3397;Sierra Leonan ;2022;110.0;85.0;20.0;10.0
3398;Sierra Leonan ;2023;365.0;340.0;15.0;10.0
3399;Sierra Leonan ;2024;275.0;245.0;20.0;10.0
3400;Slovak ;1975;;;;
3401;Slovak ;1976;;;;
3402;Slovak ;1977;;;;
3403;Slovak ;1978;;;;
3404;Slovak ;1979;;;;
3405;Slovak ;1980;;;;
3406;Slovak ;1981;;;;
3407;Slovak ;1982;;;;
3408;Slovak ;1983;;;;
3409;Slovak ;1984;;;;
3410;Slovak ;1985;;;;
3411;Slovak ;1986;;;;
3412;Slovak ;1987;;;;
3413;Slovak ;1988;;;;
3414;Slovak ;1989;;;;
3415;Slovak ;1990;;;;
3416;Slovak ;1991;;;;
3417;Slovak ;1992;;;;
3418;Slovak ;1993;125.0;125.0;;
3419;Slovak ;1994;430.0;430.0;;
3420;Slovak ;1995;120.0;120.0;;
3421;Slovak ;1996;175.0;175.0;;
3422;Slovak ;1997;105.0;105.0;;
3423;Slovak ;1998;315.0;315.0;;
3424;Slovak ;1999;465.0;465.0;;
3425;Slovak ;2000;995.0;995.0;;
3426;Slovak ;2001;230.0;230.0;;
3427;Slovak ;2002;200.0;200.0;;
3428;Slovak ;2003;160.0;160.0;;
3429;Slovak ;2004;40.0;40.0;;
3430;Slovak ;2005;5.0;5.0;;
3431;Slovak ;2006;5.0;5.0;;
3432;Slovak ;2007;;;;
3433;Slovak ;2008;;;;
3434;Slovak ;2009;;;;
3435;Slovak ;2010;0.0;0.0;0.0;
3436;Slovak ;2011;0.0;0.0;0.0;
3437;Slovak ;2012;0.0;0.0;0.0;
3438;Slovak ;2013;;;;
3439;Slovak ;2014;;;;
3440;Slovak ;2015;;;;
3441;Slovak ;2016;;;;
3442;Slovak ;2017;;;;
3443;Slovak ;2018;0.0;0.0;;
3444;Slovak ;2019;10.0;5.0;5.0;
3445;Slovak ;2020;;;;
3446;Slovak ;2021;;;;
3447;Slovak ;2022;;;;
3448;Slovak ;2023;;;;
3449;Slovak ;2024;;;;
3450;Somali ;1975;;;;
3451;Somali ;1976;;;;
3452;Somali ;1977;;;;
3453;Somali ;1978;;;;
3454;Somali ;1979;;;;
3455;Somali ;1980;;;;
3456;Somali ;1981;;;;
3457;Somali ;1982;;;;
3458;Somali ;1983;;;;
3459;Somali ;1984;15.0;15.0;;
3460;Somali ;1985;20.0;20.0;;
3461;Somali ;1986;75.0;75.0;;
3462;Somali ;1987;215.0;215.0;;
3463;Somali ;1988;395.0;395.0;;
3464;Somali ;1989;2380.0;2380.0;;
3465;Somali ;1990;1690.0;1690.0;;
3466;Somali ;1991;1710.0;1710.0;;
3467;Somali ;1992;4245.0;4245.0;;
3468;Somali ;1993;4330.0;4330.0;;
3469;Somali ;1994;5395.0;5395.0;;
3470;Somali ;1995;3975.0;3975.0;;
3471;Somali ;1996;1460.0;1460.0;;
3472;Somali ;1997;1280.0;1280.0;;
3473;Somali ;1998;2775.0;2775.0;;
3474;Somali ;1999;2730.0;2730.0;;
3475;Somali ;2000;2095.0;2095.0;;
3476;Somali ;2001;1100.0;1100.0;;
3477;Somali ;2002;540.0;540.0;;
3478;Somali ;2003;440.0;440.0;;
3479;Somali ;2004;795.0;795.0;;
3480;Somali ;2005;1315.0;1315.0;;
3481;Somali ;2006;1460.0;1460.0;;
3482;Somali ;2007;2005.0;1900.0;110.0;
3483;Somali ;2008;3960.0;3840.0;115.0;
3484;Somali ;2009;6025.0;5890.0;140.0;
3485;Somali ;2010;3670.0;3370.0;300.0;
3486;Somali ;2011;1985.0;1415.0;570.0;
3487;Somali ;2012;1425.0;880.0;545.0;
3488;Somali ;2013;3185.0;965.0;250.0;1970.0
3489;Somali ;2014;1525.0;350.0;245.0;930.0
3490;Somali ;2015;865.0;265.0;185.0;420.0
3491;Somali ;2016;500.0;155.0;95.0;250.0
3492;Somali ;2017;305.0;125.0;75.0;105.0
3493;Somali ;2018;415.0;135.0;105.0;180.0
3494;Somali ;2019;345.0;220.0;65.0;55.0
3495;Somali ;2020;270.0;200.0;35.0;35.0
3496;Somali ;2021;1060.0;905.0;65.0;90.0
3497;Somali ;2022;1625.0;1455.0;40.0;125.0
3498;Somali ;2023;1940.0;1805.0;45.0;90.0
3499;Somali ;2024;1335.0;1075.0;45.0;215.0
3500;South African ;1975;;;;
3501;South African ;1976;;;;
3502;South African ;1977;;;;
3503;South African ;1978;;;;
3504;South African ;1979;;;;
3505;South African ;1980;;;;
3506;South African ;1981;15.0;15.0;;
3507;South African ;1982;10.0;10.0;;
3508;South African ;1983;;;;
3509;South African ;1984;10.0;10.0;;
3510;South African ;1985;35.0;35.0;;
3511;South African ;1986;45.0;45.0;;
3512;South African ;1987;55.0;55.0;;
3513;South African ;1988;50.0;50.0;;
3514;South African ;1989;35.0;35.0;;
3515;South African ;1990;35.0;35.0;;
3516;South African ;1991;20.0;20.0;;
3517;South African ;1992;20.0;20.0;;
3518;South African ;1993;35.0;35.0;;
3519;South African ;1994;25.0;25.0;;
3520;South African ;1995;10.0;10.0;;
3521;South African ;1996;5.0;5.0;;
3522;South African ;1997;5.0;5.0;;
3523;South African ;1998;5.0;5.0;;
3524;South African ;1999;15.0;15.0;;
3525;South African ;2000;5.0;5.0;;
3526;South African ;2001;5.0;5.0;;
3527;South African ;2002;5.0;5.0;;
3528;South African ;2003;0.0;0.0;;
3529;South African ;2004;5.0;5.0;;
3530;South African ;2005;0.0;0.0;;
3531;South African ;2006;5.0;5.0;;
3532;South African ;2007;5.0;5.0;0.0;
3533;South African ;2008;5.0;5.0;0.0;
3534;South African ;2009;10.0;10.0;5.0;
3535;South African ;2010;0.0;;0.0;
3536;South African ;2011;0.0;0.0;0.0;
3537;South African ;2012;5.0;5.0;0.0;
3538;South African ;2013;0.0;0.0;;
3539;South African ;2014;5.0;5.0;0.0;
3540;South African ;2015;15.0;15.0;;
3541;South African ;2016;10.0;10.0;;
3542;South African ;2017;10.0;10.0;;
3543;South African ;2018;10.0;5.0;5.0;
3544;South African ;2019;10.0;10.0;0.0;
3545;South African ;2020;5.0;5.0;0.0;
3546;South African ;2021;10.0;5.0;0.0;
3547;South African ;2022;20.0;15.0;5.0;0.0
3548;South African ;2023;20.0;20.0;0.0;0.0
3549;South African ;2024;20.0;15.0;5.0;0.0
3550;Soviet  Russian;1975;;;;
3551;Soviet  Russian;1976;;;;
3552;Soviet  Russian;1977;;;;
3553;Soviet  Russian;1978;;;;
3554;Soviet  Russian;1979;;;;
3555;Soviet  Russian;1980;;;;
3556;Soviet  Russian;1981;;;;
3557;Soviet  Russian;1982;;;;
3558;Soviet  Russian;1983;;;;
3559;Soviet  Russian;1984;;;;
3560;Soviet  Russian;1985;;;;
3561;Soviet  Russian;1986;;;;
3562;Soviet  Russian;1987;;;;
3563;Soviet  Russian;1988;10.0;10.0;;
3564;Soviet  Russian;1989;50.0;50.0;;
3565;Soviet  Russian;1990;225.0;225.0;;
3566;Soviet  Russian;1991;1015.0;1015.0;;
3567;Soviet  Russian;1992;410.0;410.0;;
3568;Soviet  Russian;1993;630.0;630.0;;
3569;Soviet  Russian;1994;1140.0;1140.0;;
3570;Soviet  Russian;1995;620.0;620.0;;
3571;Soviet  Russian;1996;550.0;550.0;;
3572;Soviet  Russian;1997;460.0;460.0;;
3573;Soviet  Russian;1998;515.0;515.0;;
3574;Soviet  Russian;1999;960.0;960.0;;
3575;Soviet  Russian;2000;1010.0;1010.0;;
3576;Soviet  Russian;2001;915.0;915.0;;
3577;Soviet  Russian;2002;415.0;415.0;;
3578;Soviet  Russian;2003;240.0;240.0;;
3579;Soviet  Russian;2004;200.0;200.0;;
3580;Soviet  Russian;2005;285.0;285.0;;
3581;Soviet  Russian;2006;255.0;255.0;;
3582;Soviet  Russian;2007;5.0;5.0;0.0;
3583;Soviet  Russian;2008;10.0;10.0;0.0;
3584;Soviet  Russian;2009;5.0;5.0;0.0;
3585;Soviet  Russian;2010;5.0;5.0;0.0;
3586;Soviet  Russian;2011;20.0;20.0;0.0;
3587;Soviet  Russian;2012;10.0;5.0;5.0;
3588;Soviet  Russian;2013;;;;
3589;Soviet  Russian;2014;;;;
3590;Soviet  Russian;2015;;;;
3591;Soviet  Russian;2016;15.0;15.0;;
3592;Soviet  Russian;2017;20.0;20.0;0.0;
3593;Soviet  Russian;2018;0.0;0.0;;
3594;Soviet  Russian;2019;;;;
3595;Soviet  Russian;2020;;;;
3596;Soviet  Russian;2021;;;;
3597;Soviet  Russian;2022;;;;
3598;Soviet  Russian;2023;;;;
3599;Soviet  Russian;2024;;;;
3600;Sri Lankan ;1975;;;;
3601;Sri Lankan ;1976;;;;
3602;Sri Lankan ;1977;;;;
3603;Sri Lankan ;1978;;;;
3604;Sri Lankan ;1979;;;;
3605;Sri Lankan ;1980;;;;
3606;Sri Lankan ;1981;;;;
3607;Sri Lankan ;1982;;;;
3608;Sri Lankan ;1983;40.0;40.0;;
3609;Sri Lankan ;1984;555.0;555.0;;
3610;Sri Lankan ;1985;2090.0;2090.0;;
3611;Sri Lankan ;1986;130.0;130.0;;
3612;Sri Lankan ;1987;395.0;395.0;;
3613;Sri Lankan ;1988;405.0;405.0;;
3614;Sri Lankan ;1989;885.0;885.0;;
3615;Sri Lankan ;1990;3010.0;3010.0;;
3616;Sri Lankan ;1991;1820.0;1820.0;;
3617;Sri Lankan ;1992;1035.0;1035.0;;
3618;Sri Lankan ;1993;1900.0;1900.0;;
3619;Sri Lankan ;1994;1810.0;1810.0;;
3620;Sri Lankan ;1995;1315.0;1315.0;;
3621;Sri Lankan ;1996;1485.0;1485.0;;
3622;Sri Lankan ;1997;1495.0;1495.0;;
3623;Sri Lankan ;1998;1050.0;1050.0;;
3624;Sri Lankan ;1999;855.0;855.0;;
3625;Sri Lankan ;2000;970.0;970.0;;
3626;Sri Lankan ;2001;680.0;680.0;;
3627;Sri Lankan ;2002;300.0;300.0;;
3628;Sri Lankan ;2003;95.0;95.0;;
3629;Sri Lankan ;2004;75.0;75.0;;
3630;Sri Lankan ;2005;95.0;95.0;;
3631;Sri Lankan ;2006;145.0;145.0;;
3632;Sri Lankan ;2007;160.0;105.0;55.0;
3633;Sri Lankan ;2008;225.0;215.0;10.0;
3634;Sri Lankan ;2009;220.0;195.0;25.0;
3635;Sri Lankan ;2010;235.0;200.0;40.0;
3636;Sri Lankan ;2011;185.0;125.0;60.0;
3637;Sri Lankan ;2012;195.0;125.0;70.0;
3638;Sri Lankan ;2013;225.0;85.0;85.0;50.0
3639;Sri Lankan ;2014;150.0;55.0;55.0;40.0
3640;Sri Lankan ;2015;110.0;35.0;40.0;30.0
3641;Sri Lankan ;2016;75.0;30.0;35.0;15.0
3642;Sri Lankan ;2017;80.0;45.0;25.0;5.0
3643;Sri Lankan ;2018;90.0;30.0;50.0;10.0
3644;Sri Lankan ;2019;85.0;55.0;25.0;5.0
3645;Sri Lankan ;2020;45.0;20.0;20.0;5.0
3646;Sri Lankan ;2021;60.0;20.0;35.0;5.0
3647;Sri Lankan ;2022;55.0;30.0;15.0;10.0
3648;Sri Lankan ;2023;55.0;40.0;15.0;5.0
3649;Sri Lankan ;2024;60.0;50.0;5.0;0.0
3650;Sudanese ;1975;;;;
3651;Sudanese ;1976;;;;
3652;Sudanese ;1977;;;;
3653;Sudanese ;1978;;;;
3654;Sudanese ;1979;;;;
3655;Sudanese ;1980;;;;
3656;Sudanese ;1981;;;;
3657;Sudanese ;1982;;;;
3658;Sudanese ;1983;;;;
3659;Sudanese ;1984;;;;
3660;Sudanese ;1985;;;;
3661;Sudanese ;1986;10.0;10.0;;
3662;Sudanese ;1987;15.0;15.0;;
3663;Sudanese ;1988;;;;
3664;Sudanese ;1989;20.0;20.0;;
3665;Sudanese ;1990;50.0;50.0;;
3666;Sudanese ;1991;95.0;95.0;;
3667;Sudanese ;1992;95.0;95.0;;
3668;Sudanese ;1993;160.0;160.0;;
3669;Sudanese ;1994;260.0;260.0;;
3670;Sudanese ;1995;605.0;605.0;;
3671;Sudanese ;1996;660.0;660.0;;
3672;Sudanese ;1997;680.0;680.0;;
3673;Sudanese ;1998;1875.0;1875.0;;
3674;Sudanese ;1999;1695.0;1695.0;;
3675;Sudanese ;2000;1415.0;1415.0;;
3676;Sudanese ;2001;870.0;870.0;;
3677;Sudanese ;2002;510.0;510.0;;
3678;Sudanese ;2003;290.0;290.0;;
3679;Sudanese ;2004;255.0;255.0;;
3680;Sudanese ;2005;340.0;340.0;;
3681;Sudanese ;2006;320.0;320.0;;
3682;Sudanese ;2007;100.0;65.0;30.0;
3683;Sudanese ;2008;100.0;55.0;45.0;
3684;Sudanese ;2009;140.0;115.0;20.0;
3685;Sudanese ;2010;190.0;165.0;25.0;
3686;Sudanese ;2011;190.0;160.0;30.0;
3687;Sudanese ;2012;180.0;120.0;60.0;
3688;Sudanese ;2013;165.0;115.0;40.0;15.0
3689;Sudanese ;2014;260.0;180.0;45.0;35.0
3690;Sudanese ;2015;285.0;235.0;35.0;15.0
3691;Sudanese ;2016;260.0;190.0;35.0;35.0
3692;Sudanese ;2017;345.0;260.0;40.0;45.0
3693;Sudanese ;2018;400.0;270.0;60.0;70.0
3694;Sudanese ;2019;260.0;200.0;35.0;20.0
3695;Sudanese ;2020;180.0;155.0;10.0;15.0
3696;Sudanese ;2021;175.0;135.0;15.0;30.0
3697;Sudanese ;2022;255.0;195.0;30.0;30.0
3698;Sudanese ;2023;845.0;810.0;20.0;15.0
3699;Sudanese ;2024;550.0;520.0;5.0;25.0
3700;Surinamese ;1975;;;;
3701;Surinamese ;1976;;;;
3702;Surinamese ;1977;;;;
3703;Surinamese ;1978;;;;
3704;Surinamese ;1979;;;;
3705;Surinamese ;1980;;;;
3706;Surinamese ;1981;;;;
3707;Surinamese ;1982;35.0;35.0;;
3708;Surinamese ;1983;610.0;610.0;;
3709;Surinamese ;1984;305.0;305.0;;
3710;Surinamese ;1985;555.0;555.0;;
3711;Surinamese ;1986;805.0;805.0;;
3712;Surinamese ;1987;1265.0;1265.0;;
3713;Surinamese ;1988;300.0;300.0;;
3714;Surinamese ;1989;165.0;165.0;;
3715;Surinamese ;1990;285.0;285.0;;
3716;Surinamese ;1991;195.0;195.0;;
3717;Surinamese ;1992;55.0;55.0;;
3718;Surinamese ;1993;35.0;35.0;;
3719;Surinamese ;1994;15.0;15.0;;
3720;Surinamese ;1995;5.0;5.0;;
3721;Surinamese ;1996;5.0;5.0;;
3722;Surinamese ;1997;5.0;5.0;;
3723;Surinamese ;1998;10.0;10.0;;
3724;Surinamese ;1999;15.0;15.0;;
3725;Surinamese ;2000;10.0;10.0;;
3726;Surinamese ;2001;15.0;15.0;;
3727;Surinamese ;2002;5.0;5.0;;
3728;Surinamese ;2003;5.0;5.0;;
3729;Surinamese ;2004;5.0;5.0;;
3730;Surinamese ;2005;5.0;5.0;;
3731;Surinamese ;2006;;;;
3732;Surinamese ;2007;0.0;0.0;0.0;
3733;Surinamese ;2008;0.0;0.0;0.0;
3734;Surinamese ;2009;10.0;10.0;0.0;
3735;Surinamese ;2010;5.0;5.0;0.0;
3736;Surinamese ;2011;5.0;5.0;0.0;
3737;Surinamese ;2012;10.0;5.0;5.0;
3738;Surinamese ;2013;5.0;5.0;;
3739;Surinamese ;2014;5.0;5.0;;
3740;Surinamese ;2015;5.0;5.0;0.0;
3741;Surinamese ;2016;10.0;10.0;;
3742;Surinamese ;2017;10.0;10.0;;
3743;Surinamese ;2018;5.0;5.0;0.0;
3744;Surinamese ;2019;5.0;5.0;0.0;0.0
3745;Surinamese ;2020;20.0;15.0;0.0;
3746;Surinamese ;2021;5.0;5.0;0.0;
3747;Surinamese ;2022;10.0;10.0;0.0;0.0
3748;Surinamese ;2023;10.0;10.0;0.0;0.0
3749;Surinamese ;2024;15.0;10.0;5.0;0.0
3750;Syrian ;1975;;;;
3751;Syrian ;1976;;;;
3752;Syrian ;1977;;;;
3753;Syrian ;1978;;;;
3754;Syrian ;1979;;;;
