ID;BedrijfstakBranchesSBI2008;Perioden;Waarde_1;VoortschrijdendJaargemiddeldeWaarde_2;Waarde_3;CumulatieveWaarde_4
1367;812 Schoonmaakbedrijven;2006 3e kwartaal;108.0;105.0;10.9;6.3
1368;812 Schoonmaakbedrijven;2006 4e kwartaal;118.0;107.0;8.0;6.8
1369;812 Schoonmaakbedrijven;2006;107.0;107.0;6.8;6.8
1370;812 Schoonmaakbedrijven;2007 1e kwartaal;103.0;109.0;8.4;8.4
1371;812 Schoonmaakbedrijven;2007 2e kwartaal;111.0;110.0;4.5;6.3
1372;812 Schoonmaakbedrijven;2007 3e kwartaal;110.0;111.0;2.3;4.9
1373;812 Schoonmaakbedrijven;2007 4e kwartaal;121.0;111.0;3.0;4.4
1374;812 Schoonmaakbedrijven;2007;111.0;111.0;4.4;4.4
1375;812 Schoonmaakbedrijven;2008 1e kwartaal;111.0;113.0;7.8;7.8
1376;812 Schoonmaakbedrijven;2008 2e kwartaal;119.0;115.0;7.2;7.5
1377;812 Schoonmaakbedrijven;2008 3e kwartaal;119.0;118.0;8.0;7.7
1378;812 Schoonmaakbedrijven;2008 4e kwartaal;129.0;120.0;6.6;7.4
1379;812 Schoonmaakbedrijven;2008;120.0;120.0;7.4;7.4
1380;812 Schoonmaakbedrijven;2009 1e kwartaal;115.0;121.0;3.4;3.4
1381;812 Schoonmaakbedrijven;2009 2e kwartaal;118.0;120.0;-0.7;1.3
1382;812 Schoonmaakbedrijven;2009 3e kwartaal;121.0;121.0;1.3;1.3
1383;812 Schoonmaakbedrijven;2009 4e kwartaal;125.0;120.0;-3.1;0.1
1384;812 Schoonmaakbedrijven;2009;120.0;120.0;0.1;0.1
1385;812 Schoonmaakbedrijven;2010 1e kwartaal;112.0;119.0;-2.5;-2.5
1386;812 Schoonmaakbedrijven;2010 2e kwartaal;119.0;119.0;0.5;-1.0
1387;812 Schoonmaakbedrijven;2010 3e kwartaal;122.0;120.0;1.1;-0.3
1388;812 Schoonmaakbedrijven;2010 4e kwartaal;128.0;120.0;1.9;0.3
1389;812 Schoonmaakbedrijven;2010;120.0;120.0;0.3;0.3
1390;812 Schoonmaakbedrijven;2011 1e kwartaal;114.0;121.0;1.5;1.5
1391;812 Schoonmaakbedrijven;2011 2e kwartaal;120.0;121.0;1.5;1.5
1392;812 Schoonmaakbedrijven;2011 3e kwartaal;120.0;120.0;-2.0;0.3
1393;812 Schoonmaakbedrijven;2011 4e kwartaal;127.0;120.0;-0.7;0.0
1394;812 Schoonmaakbedrijven;2011;120.0;120.0;0.0;0.0
1395;812 Schoonmaakbedrijven;2012 1e kwartaal;112.0;120.0;-1.4;-1.4
1396;812 Schoonmaakbedrijven;2012 2e kwartaal;122.0;120.0;1.6;0.1
1397;812 Schoonmaakbedrijven;2012 3e kwartaal;125.0;122.0;4.3;1.5
1398;812 Schoonmaakbedrijven;2012 4e kwartaal;127.0;121.0;-0.1;1.1
1399;812 Schoonmaakbedrijven;2012;121.0;121.0;1.1;1.1
1400;8121 Interieurreiniging van gebouwen;2003 1e kwartaal;;;;
1401;8121 Interieurreiniging van gebouwen;2003 2e kwartaal;;;;
1402;8121 Interieurreiniging van gebouwen;2003 3e kwartaal;;;;
1403;8121 Interieurreiniging van gebouwen;2003 4e kwartaal;;;;
1404;8121 Interieurreiniging van gebouwen;2003;;;;
1405;8121 Interieurreiniging van gebouwen;2004 1e kwartaal;;;;
1406;8121 Interieurreiniging van gebouwen;2004 2e kwartaal;;;;
1407;8121 Interieurreiniging van gebouwen;2004 3e kwartaal;;;;
1408;8121 Interieurreiniging van gebouwen;2004 4e kwartaal;;;;
1409;8121 Interieurreiniging van gebouwen;2004;;;;
1410;8121 Interieurreiniging van gebouwen;2005 1e kwartaal;90.0;;;
1411;8121 Interieurreiniging van gebouwen;2005 2e kwartaal;101.0;;;
1412;8121 Interieurreiniging van gebouwen;2005 3e kwartaal;100.0;;;
1413;8121 Interieurreiniging van gebouwen;2005 4e kwartaal;110.0;100.0;;
1414;8121 Interieurreiniging van gebouwen;2005;100.0;100.0;;
1415;8121 Interieurreiniging van gebouwen;2006 1e kwartaal;97.0;102.0;7.3;7.3
1416;8121 Interieurreiniging van gebouwen;2006 2e kwartaal;104.0;103.0;3.9;5.5
1417;8121 Interieurreiniging van gebouwen;2006 3e kwartaal;107.0;104.0;7.5;6.2
1418;8121 Interieurreiniging van gebouwen;2006 4e kwartaal;119.0;107.0;7.9;6.7
1419;8121 Interieurreiniging van gebouwen;2006;107.0;107.0;6.7;6.7
1420;8121 Interieurreiniging van gebouwen;2007 1e kwartaal;105.0;109.0;8.7;8.7
1421;8121 Interieurreiniging van gebouwen;2007 2e kwartaal;110.0;110.0;5.4;7.0
1422;8121 Interieurreiniging van gebouwen;2007 3e kwartaal;109.0;111.0;2.1;5.3
1423;8121 Interieurreiniging van gebouwen;2007 4e kwartaal;121.0;111.0;2.3;4.5
1424;8121 Interieurreiniging van gebouwen;2007;111.0;111.0;4.5;4.5
1425;8121 Interieurreiniging van gebouwen;2008 1e kwartaal;110.0;113.0;5.2;5.2
1426;8121 Interieurreiniging van gebouwen;2008 2e kwartaal;117.0;114.0;6.0;5.6
1427;8121 Interieurreiniging van gebouwen;2008 3e kwartaal;117.0;116.0;7.5;6.3
1428;8121 Interieurreiniging van gebouwen;2008 4e kwartaal;129.0;118.0;6.3;6.3
1429;8121 Interieurreiniging van gebouwen;2008;118.0;118.0;6.3;6.3
1430;8121 Interieurreiniging van gebouwen;2009 1e kwartaal;118.0;120.0;7.0;7.0
1431;8121 Interieurreiniging van gebouwen;2009 2e kwartaal;120.0;121.0;2.7;4.8
1432;8121 Interieurreiniging van gebouwen;2009 3e kwartaal;122.0;122.0;3.8;4.4
1433;8121 Interieurreiniging van gebouwen;2009 4e kwartaal;127.0;122.0;-1.3;2.9
1434;8121 Interieurreiniging van gebouwen;2009;122.0;122.0;2.9;2.9
1435;8121 Interieurreiniging van gebouwen;2010 1e kwartaal;114.0;121.0;-3.6;-3.6
1436;8121 Interieurreiniging van gebouwen;2010 2e kwartaal;119.0;121.0;-0.6;-2.1
1437;8121 Interieurreiniging van gebouwen;2010 3e kwartaal;124.0;121.0;1.6;-0.8
1438;8121 Interieurreiniging van gebouwen;2010 4e kwartaal;130.0;122.0;2.4;0.0
1439;8121 Interieurreiniging van gebouwen;2010;122.0;122.0;0.0;0.0
1440;8121 Interieurreiniging van gebouwen;2011 1e kwartaal;113.0;122.0;-0.7;-0.7
1441;8121 Interieurreiniging van gebouwen;2011 2e kwartaal;117.0;121.0;-1.6;-1.2
1442;8121 Interieurreiniging van gebouwen;2011 3e kwartaal;119.0;120.0;-3.7;-2.1
1443;8121 Interieurreiniging van gebouwen;2011 4e kwartaal;125.0;119.0;-4.2;-2.6
1444;8121 Interieurreiniging van gebouwen;2011;119.0;119.0;-2.6;-2.6
1445;8121 Interieurreiniging van gebouwen;2012 1e kwartaal;111.0;118.0;-1.4;-1.4
1446;8121 Interieurreiniging van gebouwen;2012 2e kwartaal;119.0;119.0;1.7;0.2
1447;8121 Interieurreiniging van gebouwen;2012 3e kwartaal;123.0;120.0;3.6;1.4
1448;8121 Interieurreiniging van gebouwen;2012 4e kwartaal;125.0;120.0;0.3;1.1
1449;8121 Interieurreiniging van gebouwen;2012;120.0;120.0;1.1;1.1
1450;813 Hoveniersbedrijven;2003 1e kwartaal;;;;
1451;813 Hoveniersbedrijven;2003 2e kwartaal;;;;
1452;813 Hoveniersbedrijven;2003 3e kwartaal;;;;
1453;813 Hoveniersbedrijven;2003 4e kwartaal;;;;
1454;813 Hoveniersbedrijven;2003;;;;
1455;813 Hoveniersbedrijven;2004 1e kwartaal;;;;
1456;813 Hoveniersbedrijven;2004 2e kwartaal;;;;
1457;813 Hoveniersbedrijven;2004 3e kwartaal;;;;
1458;813 Hoveniersbedrijven;2004 4e kwartaal;;;;
1459;813 Hoveniersbedrijven;2004;;;;
1460;813 Hoveniersbedrijven;2005 1e kwartaal;;;;
1461;813 Hoveniersbedrijven;2005 2e kwartaal;;;;
1462;813 Hoveniersbedrijven;2005 3e kwartaal;;;;
1463;813 Hoveniersbedrijven;2005 4e kwartaal;;;;
1464;813 Hoveniersbedrijven;2005;;;;
1465;813 Hoveniersbedrijven;2006 1e kwartaal;;;;
1466;813 Hoveniersbedrijven;2006 2e kwartaal;;;;
1467;813 Hoveniersbedrijven;2006 3e kwartaal;;;;
1468;813 Hoveniersbedrijven;2006 4e kwartaal;;;;
1469;813 Hoveniersbedrijven;2006;;;;
1470;813 Hoveniersbedrijven;2007 1e kwartaal;;;;
1471;813 Hoveniersbedrijven;2007 2e kwartaal;;;;
1472;813 Hoveniersbedrijven;2007 3e kwartaal;;;;
1473;813 Hoveniersbedrijven;2007 4e kwartaal;;;;
1474;813 Hoveniersbedrijven;2007;;;;
1475;813 Hoveniersbedrijven;2008 1e kwartaal;;;;
1476;813 Hoveniersbedrijven;2008 2e kwartaal;;;;
1477;813 Hoveniersbedrijven;2008 3e kwartaal;;;;
1478;813 Hoveniersbedrijven;2008 4e kwartaal;;;;
1479;813 Hoveniersbedrijven;2008;;;;
1480;813 Hoveniersbedrijven;2009 1e kwartaal;;;;
1481;813 Hoveniersbedrijven;2009 2e kwartaal;;;;
1482;813 Hoveniersbedrijven;2009 3e kwartaal;;;;
1483;813 Hoveniersbedrijven;2009 4e kwartaal;;;;
1484;813 Hoveniersbedrijven;2009;;;;
1485;813 Hoveniersbedrijven;2010 1e kwartaal;;;;
1486;813 Hoveniersbedrijven;2010 2e kwartaal;;;;
1487;813 Hoveniersbedrijven;2010 3e kwartaal;;;;
1488;813 Hoveniersbedrijven;2010 4e kwartaal;;;;
1489;813 Hoveniersbedrijven;2010;;;;
1490;813 Hoveniersbedrijven;2011 1e kwartaal;;;;
1491;813 Hoveniersbedrijven;2011 2e kwartaal;;;;
1492;813 Hoveniersbedrijven;2011 3e kwartaal;;;;
1493;813 Hoveniersbedrijven;2011 4e kwartaal;;;;
1494;813 Hoveniersbedrijven;2011;;;;
1495;813 Hoveniersbedrijven;2012 1e kwartaal;;;;
1496;813 Hoveniersbedrijven;2012 2e kwartaal;;;;
1497;813 Hoveniersbedrijven;2012 3e kwartaal;;;;
1498;813 Hoveniersbedrijven;2012 4e kwartaal;;;;
1499;813 Hoveniersbedrijven;2012;;;;
1500;82 Overige zakelijke dienstverlening;2003 1e kwartaal;;;;
1501;82 Overige zakelijke dienstverlening;2003 2e kwartaal;;;;
1502;82 Overige zakelijke dienstverlening;2003 3e kwartaal;;;;
1503;82 Overige zakelijke dienstverlening;2003 4e kwartaal;;;;
1504;82 Overige zakelijke dienstverlening;2003;;;;
1505;82 Overige zakelijke dienstverlening;2004 1e kwartaal;;;;
1506;82 Overige zakelijke dienstverlening;2004 2e kwartaal;;;;
1507;82 Overige zakelijke dienstverlening;2004 3e kwartaal;;;;
1508;82 Overige zakelijke dienstverlening;2004 4e kwartaal;;;;
1509;82 Overige zakelijke dienstverlening;2004;;;;
1510;82 Overige zakelijke dienstverlening;2005 1e kwartaal;103.0;;;
1511;82 Overige zakelijke dienstverlening;2005 2e kwartaal;100.0;;;
1512;82 Overige zakelijke dienstverlening;2005 3e kwartaal;89.0;;;
1513;82 Overige zakelijke dienstverlening;2005 4e kwartaal;108.0;100.0;;
1514;82 Overige zakelijke dienstverlening;2005;100.0;100.0;;
1515;82 Overige zakelijke dienstverlening;2006 1e kwartaal;99.0;99.0;-3.3;-3.3
1516;82 Overige zakelijke dienstverlening;2006 2e kwartaal;98.0;99.0;-2.4;-2.9
1517;82 Overige zakelijke dienstverlening;2006 3e kwartaal;87.0;98.0;-2.4;-2.7
1518;82 Overige zakelijke dienstverlening;2006 4e kwartaal;110.0;98.0;1.6;-1.6
1519;82 Overige zakelijke dienstverlening;2006;98.0;98.0;-1.6;-1.6
1520;82 Overige zakelijke dienstverlening;2007 1e kwartaal;111.0;101.0;11.6;11.6
1521;82 Overige zakelijke dienstverlening;2007 2e kwartaal;105.0;103.0;7.1;9.4
1522;82 Overige zakelijke dienstverlening;2007 3e kwartaal;91.0;104.0;5.1;8.1
1523;82 Overige zakelijke dienstverlening;2007 4e kwartaal;118.0;106.0;8.0;8.0
1524;82 Overige zakelijke dienstverlening;2007;106.0;106.0;8.0;8.0
1525;82 Overige zakelijke dienstverlening;2008 1e kwartaal;112.0;107.0;0.8;0.8
1526;82 Overige zakelijke dienstverlening;2008 2e kwartaal;112.0;108.0;6.5;3.6
1527;82 Overige zakelijke dienstverlening;2008 3e kwartaal;94.0;109.0;3.1;3.4
1528;82 Overige zakelijke dienstverlening;2008 4e kwartaal;117.0;109.0;-0.9;2.2
1529;82 Overige zakelijke dienstverlening;2008;109.0;109.0;2.2;2.2
1530;82 Overige zakelijke dienstverlening;2009 1e kwartaal;114.0;109.0;2.2;2.2
1531;82 Overige zakelijke dienstverlening;2009 2e kwartaal;116.0;110.0;3.7;3.0
1532;82 Overige zakelijke dienstverlening;2009 3e kwartaal;100.0;112.0;5.9;3.8
1533;82 Overige zakelijke dienstverlening;2009 4e kwartaal;115.0;111.0;-1.8;2.3
1534;82 Overige zakelijke dienstverlening;2009;111.0;111.0;2.3;2.3
1535;82 Overige zakelijke dienstverlening;2010 1e kwartaal;115.0;111.0;0.9;0.9
1536;82 Overige zakelijke dienstverlening;2010 2e kwartaal;117.0;112.0;0.9;0.9
1537;82 Overige zakelijke dienstverlening;2010 3e kwartaal;101.0;112.0;1.2;1.0
1538;82 Overige zakelijke dienstverlening;2010 4e kwartaal;122.0;114.0;6.2;2.3
1539;82 Overige zakelijke dienstverlening;2010;114.0;114.0;2.3;2.3
1540;82 Overige zakelijke dienstverlening;2011 1e kwartaal;115.0;114.0;0.1;0.1
1541;82 Overige zakelijke dienstverlening;2011 2e kwartaal;112.0;113.0;-3.7;-1.8
1542;82 Overige zakelijke dienstverlening;2011 3e kwartaal;100.0;113.0;-0.7;-1.5
1543;82 Overige zakelijke dienstverlening;2011 4e kwartaal;116.0;111.0;-4.9;-2.4
1544;82 Overige zakelijke dienstverlening;2011;111.0;111.0;-2.4;-2.4
1545;82 Overige zakelijke dienstverlening;2012 1e kwartaal;115.0;111.0;-0.5;-0.5
1546;82 Overige zakelijke dienstverlening;2012 2e kwartaal;123.0;114.0;9.6;4.5
1547;82 Overige zakelijke dienstverlening;2012 3e kwartaal;104.0;115.0;3.7;4.2
1548;82 Overige zakelijke dienstverlening;2012 4e kwartaal;117.0;115.0;0.8;3.4
1549;82 Overige zakelijke dienstverlening;2012;115.0;115.0;3.4;3.4
