ID;Sex;Age;FormalEduation;Periods;LabourForceAndNotInTheLabourForce_1;LabourForce_2;EmployedLabourForce_3;Employee_4;PermanentEmployee_5;FlexibleEmployee_6;SelfEmployedPerson_7;SelfEmployedWithoutEmployees_8;SelfEmployedWithEmployees_9;ContributingFamilyWorker_10;ProfessionalStatusIsUnknown_11;PartTime_12;LessThan20WorkingHoursAWeek_13;LessThan12WorkingHoursAWeek_14;k_12To19WorkingHoursAWeek_15;k_20To34WorkingHoursAWeek_16;k_20To27WorkingHoursAWeek_17;k_28To34WorkingHoursAWeek_18;FullTime_19;UnemployedLabourForce_20;UnemploymentRate_21;NotInTheLabourForce_22;GrossLabourParticipationRate_23;NetLabourParticipationRate_24
153;Total male and female;15 to 24 years;Not in formal education;2019 4th quarter;574;515;483;458;197;261;24;21;3;1;0;216;50;27;23;166;76;90;266;32;6.3;59;89.7;84.1
154;Total male and female;15 to 24 years;Not in formal education;2019;542;488;456;434;182;252;21;18;2;1;0;206;52;29;24;154;65;90;249;32;6.6;55;89.9;84.0
155;Total male and female;15 to 24 years;Not in formal education;2020 1st quarter;560;505;469;442;203;239;27;23;2;1;0;219;62;34;28;157;57;100;250;36;7.1;55;90.2;83.8
156;Total male and female;15 to 24 years;Not in formal education;2020 2nd quarter;522;460;421;396;184;212;25;21;3;1;0;198;63;37;26;135;58;77;222;39;8.5;62;88.0;80.5
157;Total male and female;15 to 24 years;Not in formal education;2020 3rd quarter;518;458;414;384;188;196;30;27;2;1;0;194;58;32;26;137;52;85;220;44;9.7;60;88.4;79.9
158;Total male and female;15 to 24 years;Not in formal education;2020 4th quarter;554;496;449;423;194;229;26;24;1;1;0;206;59;33;26;147;64;83;242;47;9.5;58;89.5;81.0
159;Total male and female;15 to 24 years;Not in formal education;2020;539;480;438;411;192;219;27;24;2;1;0;204;60;34;26;144;58;86;234;42;8.7;59;89.1;81.3
160;Total male and female;15 to 24 years;Not in formal education;2021 1st quarter;497;454;421;391;149;242;30;27;3;0;0;186;61;34;27;126;48;78;234;33;7.3;43;91.4;84.7
161;Total male and female;15 to 24 years;Not in formal education;2021 2nd quarter;452;400;380;351;134;217;29;26;2;1;0;169;55;27;28;114;38;76;211;20;5.1;52;88.5;84.1
162;Total male and female;15 to 24 years;Not in formal education;2021 3rd quarter;444;405;381;350;140;210;30;28;2;1;0;157;42;21;21;114;41;73;224;25;6.1;38;91.4;85.8
163;Total male and female;15 to 24 years;Not in formal education;2021 4th quarter;473;435;412;387;152;236;25;23;1;1;0;167;40;20;20;127;46;81;245;23;5.2;38;91.9;87.1
164;Total male and female;15 to 24 years;Not in formal education;2021;467;424;399;370;144;226;29;26;2;1;0;170;49;26;24;120;43;77;229;25;6.0;43;90.8;85.4
165;Total male and female;15 to 24 years;Not in formal education;2022 1st quarter;468;424;401;376;154;223;25;23;1;0;0;170;45;21;24;124;45;80;231;23;5.4;45;90.5;85.6
166;Total male and female;15 to 24 years;Not in formal education;2022 2nd quarter;483;436;416;384;151;233;32;30;1;1;0;183;54;24;30;129;44;85;233;20;4.7;47;90.3;86.1
167;Total male and female;15 to 24 years;Not in formal education;2022 3rd quarter;497;453;425;394;162;231;32;28;3;1;0;189;57;27;30;131;41;90;237;27;6.0;44;91.1;85.6
168;Total male and female;15 to 24 years;Not in formal education;2022 4th quarter;537;484;452;418;171;248;34;31;2;1;0;188;58;28;30;131;42;89;264;32;6.7;52;90.2;84.2
169;Total male and female;15 to 24 years;Not in formal education;2022;496;449;424;393;159;234;31;28;2;0;0;182;54;25;29;129;43;86;241;26;5.7;47;90.5;85.4
170;Total male and female;15 to 24 years;Not in formal education;2023 1st quarter;522;469;439;405;162;243;33;31;2;1;0;196;48;23;24;148;51;98;242;31;6.6;52;90.0;84.0
171;Total male and female;15 to 24 years;Not in formal education;2023 2nd quarter;513;463;435;399;156;243;36;31;3;2;0;195;47;20;27;148;54;94;240;28;6.2;50;90.3;84.8
172;Total male and female;15 to 24 years;Not in formal education;2023 3rd quarter;540;492;455;415;176;239;40;36;3;1;0;193;47;20;27;145;58;88;262;37;7.5;48;91.0;84.2
173;Total male and female;15 to 24 years;Not in formal education;2023 4th quarter;560;506;477;437;180;257;40;36;4;0;0;211;51;21;30;160;58;103;266;29;5.6;55;90.2;85.1
174;Total male and female;15 to 24 years;Not in formal education;2023;534;482;451;414;169;246;37;33;3;1;0;199;48;21;27;150;55;95;253;31;6.5;51;90.4;84.5
175;Total male and female;15 to 24 years;Not in formal education;2024 1st quarter;537;481;447;406;159;247;41;38;3;0;0;205;52;24;28;153;54;98;242;35;7.2;55;89.7;83.2
176;Total male and female;15 to 24 years;Not in formal education;2024 2nd quarter;553;498;466;423;166;257;43;39;4;0;0;217;59;26;33;158;54;104;249;32;6.4;55;90.0;84.3
177;Total male and female;15 to 24 years;Not in formal education;2024 3rd quarter;548;498;461;421;176;245;40;36;3;0;0;215;54;24;31;161;56;105;246;37;7.5;50;91.0;84.1
178;Total male and female;15 to 24 years;Not in formal education;2024 4th quarter;583;525;486;444;190;255;42;38;3;1;0;223;56;21;35;167;58;109;263;39;7.3;58;90.0;83.4
179;Total male and female;15 to 24 years;Not in formal education;2024;555;500;465;424;173;251;41;38;3;0;0;215;55;24;32;160;56;104;250;36;7.1;55;90.2;83.7
180;Total male and female;15 to 19 years;Total;2013 1st quarter;985;685;569;553;94;459;17;15;0;1;0;531;472;404;68;59;29;30;38;116;16.9;300;69.5;57.8
181;Total male and female;15 to 19 years;Total;2013 2nd quarter;986;709;582;564;91;474;17;16;0;2;0;540;473;401;72;67;32;35;41;128;18.0;277;71.9;59.0
182;Total male and female;15 to 19 years;Total;2013 3rd quarter;987;724;593;576;91;484;18;16;0;2;0;538;455;370;85;83;45;38;56;131;18.0;263;73.4;60.1
183;Total male and female;15 to 19 years;Total;2013 4th quarter;987;706;581;563;85;478;18;16;0;1;0;547;487;415;72;60;28;32;33;125;17.8;282;71.5;58.8
184;Total male and female;15 to 19 years;Total;2013;986;706;581;564;90;474;17;16;0;1;0;539;472;397;74;67;34;34;42;125;17.7;280;71.6;58.9
185;Total male and female;15 to 19 years;Total;2014 1st quarter;988;682;556;539;82;457;17;16;0;1;0;526;470;406;64;56;28;28;30;126;18.5;306;69.0;56.3
186;Total male and female;15 to 19 years;Total;2014 2nd quarter;988;689;568;551;80;471;17;15;0;2;0;534;470;397;72;65;34;31;34;121;17.5;300;69.7;57.5
187;Total male and female;15 to 19 years;Total;2014 3rd quarter;988;708;597;583;78;505;15;12;0;2;0;546;466;379;87;80;46;34;51;111;15.6;280;71.6;60.4
188;Total male and female;15 to 19 years;Total;2014 4th quarter;989;692;580;563;81;481;18;16;0;2;0;547;496;413;84;50;27;24;34;111;16.1;297;69.9;58.7
189;Total male and female;15 to 19 years;Total;2014;988;693;575;559;80;478;17;15;0;2;0;538;476;399;77;63;34;29;37;117;16.9;296;70.1;58.2
190;Total male and female;15 to 19 years;Total;2015 1st quarter;991;691;570;552;78;474;18;15;0;2;0;542;486;421;66;56;29;27;27;121;17.6;300;69.7;57.5
191;Total male and female;15 to 19 years;Total;2015 2nd quarter;994;716;600;580;76;503;21;18;0;2;0;568;502;425;77;66;38;27;33;115;16.1;278;72.0;60.4
192;Total male and female;15 to 19 years;Total;2015 3rd quarter;997;734;615;597;70;527;19;16;0;3;0;568;477;386;91;91;53;38;47;118;16.1;264;73.6;61.7
193;Total male and female;15 to 19 years;Total;2015 4th quarter;1001;710;598;575;71;504;23;19;0;3;0;561;498;415;82;64;37;27;37;111;15.7;291;70.9;59.8
194;Total male and female;15 to 19 years;Total;2015;996;712;596;576;74;502;20;17;0;3;0;560;491;412;79;69;39;30;36;117;16.4;283;71.6;59.8
195;Total male and female;15 to 19 years;Total;2016 1st quarter;1005;708;587;564;67;498;23;20;0;3;0;558;507;426;81;51;29;22;29;121;17.0;297;70.4;58.4
196;Total male and female;15 to 19 years;Total;2016 2nd quarter;1010;726;606;583;67;516;23;19;0;3;0;574;503;416;87;71;45;27;31;121;16.6;284;71.9;60.0
197;Total male and female;15 to 19 years;Total;2016 3rd quarter;1015;742;631;613;68;544;19;16;0;2;0;572;478;381;96;95;59;36;59;111;14.9;273;73.1;62.2
198;Total male and female;15 to 19 years;Total;2016 4th quarter;1020;720;615;596;73;523;19;17;0;2;0;579;511;429;82;68;32;36;36;104;14.5;300;70.6;60.3
199;Total male and female;15 to 19 years;Total;2016;1012;724;610;589;69;520;21;18;0;3;0;571;500;413;87;71;41;30;39;114;15.8;289;71.5;60.2
200;Total male and female;15 to 19 years;Total;2017 1st quarter;1024;711;610;592;72;520;18;17;0;1;0;578;514;430;84;65;31;34;32;101;14.2;313;69.5;59.6
201;Total male and female;15 to 19 years;Total;2017 2nd quarter;1027;730;630;615;71;544;15;13;0;2;0;593;512;413;99;81;45;36;37;100;13.7;297;71.1;61.3
202;Total male and female;15 to 19 years;Total;2017 3rd quarter;1030;762;665;653;67;586;12;11;0;2;0;608;515;404;112;93;54;39;57;96;12.7;268;74.0;64.6
203;Total male and female;15 to 19 years;Total;2017 4th quarter;1033;744;653;642;74;567;12;11;0;1;0;612;538;445;93;75;42;33;41;91;12.3;288;72.1;63.2
204;Total male and female;15 to 19 years;Total;2017;1028;737;640;625;71;554;14;13;0;1;0;598;520;423;97;78;43;35;42;97;13.2;292;71.6;62.2
205;Total male and female;15 to 19 years;Total;2018 1st quarter;1035;733;641;628;72;556;13;12;0;1;0;609;539;447;92;70;37;33;32;92;12.5;302;70.8;62.0
206;Total male and female;15 to 19 years;Total;2018 2nd quarter;1036;760;680;665;72;593;15;14;0;1;0;638;548;442;106;90;49;41;43;80;10.5;276;73.4;65.7
207;Total male and female;15 to 19 years;Total;2018 3rd quarter;1036;780;693;682;73;609;11;11;0;1;0;638;533;425;108;104;63;42;56;87;11.1;256;75.3;66.9
208;Total male and female;15 to 19 years;Total;2018 4th quarter;1037;760;681;666;80;586;15;14;0;1;0;640;559;457;102;82;42;39;41;79;10.3;277;73.3;65.7
209;Total male and female;15 to 19 years;Total;2018;1036;758;674;660;74;586;14;13;0;1;0;631;545;443;102;86;48;39;43;84;11.1;278;73.2;65.1
210;Total male and female;15 to 19 years;Total;2019 1st quarter;1037;752;675;656;82;574;19;18;0;1;0;638;553;453;100;85;43;42;37;77;10.3;285;72.5;65.1
211;Total male and female;15 to 19 years;Total;2019 2nd quarter;1037;771;697;680;87;593;16;15;0;1;0;655;555;447;109;100;56;44;42;74;9.7;266;74.3;67.1
212;Total male and female;15 to 19 years;Total;2019 3rd quarter;1038;781;706;689;85;605;16;15;0;1;0;650;533;411;122;117;67;49;56;76;9.7;256;75.3;68.0
213;Total male and female;15 to 19 years;Total;2019 4th quarter;1038;770;690;674;82;592;16;14;0;1;0;648;567;455;112;81;45;36;43;80;10.4;267;74.3;66.5
214;Total male and female;15 to 19 years;Total;2019;1038;769;692;675;84;591;17;16;0;1;0;648;552;441;111;95;52;43;44;77;10.0;269;74.1;66.7
215;Total male and female;15 to 19 years;Total;2020 1st quarter;1036;768;690;673;86;586;17;15;0;2;0;653;573;471;101;80;36;44;37;78;10.1;268;74.1;66.6
216;Total male and female;15 to 19 years;Total;2020 2nd quarter;1032;743;642;625;80;545;17;15;1;1;0;601;520;423;97;80;43;37;41;101;13.6;289;72.0;62.2
217;Total male and female;15 to 19 years;Total;2020 3rd quarter;1028;775;667;652;83;569;16;14;0;1;0;616;504;393;111;112;68;45;51;107;13.9;253;75.4;64.9
218;Total male and female;15 to 19 years;Total;2020 4th quarter;1024;757;663;645;89;556;18;16;1;2;0;624;549;455;94;75;40;36;38;95;12.5;267;74.0;64.7
219;Total male and female;15 to 19 years;Total;2020;1030;760;665;648;84;564;17;15;0;2;0;624;537;436;101;87;47;40;42;95;12.5;269;73.9;64.6
220;Total male and female;15 to 19 years;Total;2021 1st quarter;1022;719;619;604;43;562;15;12;0;3;0;566;470;357;113;96;62;34;53;100;13.9;303;70.4;60.6
221;Total male and female;15 to 19 years;Total;2021 2nd quarter;1016;748;644;628;42;587;16;10;1;4;0;591;492;355;137;99;63;36;53;104;13.9;268;73.7;63.4
222;Total male and female;15 to 19 years;Total;2021 3rd quarter;1010;779;692;676;41;635;16;11;1;4;0;611;485;336;150;126;76;50;81;87;11.2;231;77.2;68.5
223;Total male and female;15 to 19 years;Total;2021 4th quarter;1021;768;686;669;52;617;16;15;0;1;0;624;524;388;136;100;64;36;61;82;10.7;253;75.2;67.2
224;Total male and female;15 to 19 years;Total;2021;1017;754;660;644;44;600;16;12;1;3;0;598;493;359;134;105;66;39;62;93;12.4;264;74.1;64.9
225;Total male and female;15 to 19 years;Total;2022 1st quarter;1016;767;692;675;68;607;17;14;0;3;0;640;546;411;135;94;57;37;52;75;9.8;249;75.5;68.1
226;Total male and female;15 to 19 years;Total;2022 2nd quarter;1014;797;718;696;63;633;22;18;0;4;0;659;543;384;158;117;73;44;59;79;9.9;217;78.6;70.9
227;Total male and female;15 to 19 years;Total;2022 3rd quarter;1008;805;723;700;64;636;23;17;0;5;0;649;520;362;158;128;79;49;74;83;10.3;203;79.9;71.7
228;Total male and female;15 to 19 years;Total;2022 4th quarter;1019;784;706;683;61;621;23;19;0;4;0;646;548;397;151;98;63;36;60;78;10.0;235;77.0;69.3
229;Total male and female;15 to 19 years;Total;2022;1014;788;710;688;64;624;21;17;0;4;0;649;539;389;150;109;68;42;61;79;10.0;226;77.7;70.0
230;Total male and female;15 to 19 years;Total;2023 1st quarter;1014;778;699;681;63;619;17;15;0;2;0;640;540;400;140;101;57;44;58;80;10.3;235;76.8;68.9
231;Total male and female;15 to 19 years;Total;2023 2nd quarter;1007;806;720;705;62;643;15;14;0;1;0;654;531;378;153;123;78;45;66;86;10.7;200;80.1;71.6
232;Total male and female;15 to 19 years;Total;2023 3rd quarter;1003;820;730;711;68;643;19;15;1;4;0;654;513;361;152;141;91;50;77;90;10.9;183;81.8;72.9
233;Total male and female;15 to 19 years;Total;2023 4th quarter;1014;798;712;696;67;629;16;13;0;3;0;648;547;404;143;101;60;40;65;86;10.8;216;78.7;70.3
234;Total male and female;15 to 19 years;Total;2023;1009;801;715;698;65;634;17;14;0;2;0;649;533;386;147;116;71;45;66;85;10.7;208;79.3;70.9
235;Total male and female;15 to 19 years;Total;2024 1st quarter;1010;790;703;687;63;624;16;14;0;2;0;646;549;407;142;97;58;39;57;86;10.9;220;78.2;69.7
236;Total male and female;15 to 19 years;Total;2024 2nd quarter;1005;797;707;686;70;616;21;17;0;3;0;640;522;378;144;117;66;51;67;90;11.3;208;79.3;70.3
237;Total male and female;15 to 19 years;Total;2024 3rd quarter;1001;801;712;693;62;631;19;15;0;4;0;637;506;357;149;132;79;53;75;89;11.1;201;80.0;71.1
238;Total male and female;15 to 19 years;Total;2024 4th quarter;1013;795;712;694;67;626;19;15;0;3;0;645;537;399;138;107;60;47;68;82;10.3;218;78.5;70.4
239;Total male and female;15 to 19 years;Total;2024;1007;796;709;690;66;624;19;15;0;3;0;642;529;385;143;113;66;47;67;87;10.9;212;79.0;70.4
240;Total male and female;15 to 19 years;In formal education;2013 1st quarter;899;618;516;501;81;419;15;14;0;1;0;493;453;389;64;40;19;21;23;103;16.6;281;68.8;57.3
241;Total male and female;15 to 19 years;In formal education;2013 2nd quarter;911;647;532;516;81;435;16;14;0;1;0;506;454;387;67;52;25;27;26;115;17.8;264;71.0;58.4
242;Total male and female;15 to 19 years;In formal education;2013 3rd quarter;909;659;542;525;78;447;16;15;0;1;0;504;435;356;79;69;38;31;38;117;17.8;250;72.5;59.6
243;Total male and female;15 to 19 years;In formal education;2013 4th quarter;910;640;527;512;74;438;15;14;0;1;0;511;467;400;67;43;21;22;17;113;17.6;270;70.3;57.9
244;Total male and female;15 to 19 years;In formal education;2013;907;641;529;513;79;435;16;14;0;1;0;503;452;383;69;51;26;25;26;112;17.5;266;70.7;58.3
245;Total male and female;15 to 19 years;In formal education;2014 1st quarter;919;626;512;497;73;424;15;14;0;1;0;497;457;398;59;40;20;20;15;114;18.3;293;68.1;55.7
246;Total male and female;15 to 19 years;In formal education;2014 2nd quarter;922;638;525;509;71;438;16;14;0;2;0;505;456;388;68;49;25;23;20;113;17.7;284;69.2;56.9
247;Total male and female;15 to 19 years;In formal education;2014 3rd quarter;922;655;552;539;70;469;13;11;0;2;0;518;451;368;83;67;38;29;34;103;15.8;266;71.1;59.9
248;Total male and female;15 to 19 years;In formal education;2014 4th quarter;921;638;534;518;72;446;16;14;0;2;0;516;481;403;78;35;19;17;18;104;16.3;283;69.2;58.0
249;Total male and female;15 to 19 years;In formal education;2014;921;639;531;516;71;444;15;13;0;2;0;509;461;389;72;48;26;22;22;109;17.0;282;69.4;57.6
250;Total male and female;15 to 19 years;In formal education;2015 1st quarter;927;639;527;511;68;443;16;14;0;2;0;512;472;411;62;39;20;20;15;113;17.6;287;69.0;56.8
251;Total male and female;15 to 19 years;In formal education;2015 2nd quarter;931;663;555;536;66;470;19;17;0;2;0;535;487;413;74;48;27;21;20;108;16.3;267;71.3;59.7
252;Total male and female;15 to 19 years;In formal education;2015 3rd quarter;924;673;563;546;59;487;17;14;0;3;0;528;456;371;85;71;42;29;35;111;16.4;251;72.9;60.9
253;Total male and female;15 to 19 years;In formal education;2015 4th quarter;920;643;541;520;61;459;21;18;0;3;0;519;477;404;73;42;22;20;22;102;15.9;277;69.9;58.8
254;Total male and female;15 to 19 years;In formal education;2015;925;655;546;528;64;465;18;16;0;2;0;523;473;400;73;50;28;23;23;108;16.6;270;70.8;59.1
255;Total male and female;15 to 19 years;In formal education;2016 1st quarter;935;653;542;521;59;462;21;18;0;3;0;526;488;415;73;38;21;16;16;111;17.0;281;69.9;58.0
256;Total male and female;15 to 19 years;In formal education;2016 2nd quarter;944;673;561;542;59;483;19;16;0;3;0;540;487;404;82;54;32;22;20;113;16.7;271;71.3;59.4
257;Total male and female;15 to 19 years;In formal education;2016 3rd quarter;945;683;582;565;58;507;17;14;0;2;0;540;459;370;90;80;50;31;43;101;14.8;262;72.3;61.6
258;Total male and female;15 to 19 years;In formal education;2016 4th quarter;950;663;565;547;63;484;18;15;0;2;0;546;495;420;75;51;23;27;19;98;14.8;287;69.8;59.4
259;Total male and female;15 to 19 years;In formal education;2016;943;668;562;544;60;484;19;16;0;3;0;538;482;402;80;56;31;24;24;106;15.8;275;70.8;59.6
260;Total male and female;15 to 19 years;In formal education;2017 1st quarter;955;660;567;550;62;488;17;16;0;1;0;549;501;422;79;48;22;26;18;94;14.2;295;69.1;59.3
261;Total male and female;15 to 19 years;In formal education;2017 2nd quarter;959;677;583;569;61;508;14;13;0;2;0;561;498;404;93;63;35;28;23;94;13.9;282;70.6;60.8
262;Total male and female;15 to 19 years;In formal education;2017 3rd quarter;957;703;614;603;53;550;11;9;0;2;0;575;498;394;104;77;44;33;39;89;12.7;254;73.5;64.2
263;Total male and female;15 to 19 years;In formal education;2017 4th quarter;949;676;592;581;61;521;10;9;0;1;0;571;519;433;86;52;29;22;21;84;12.5;273;71.2;62.3
264;Total male and female;15 to 19 years;In formal education;2017;955;679;589;576;59;517;13;12;0;1;0;564;504;413;91;60;33;27;25;90;13.3;276;71.1;61.7
265;Total male and female;15 to 19 years;In formal education;2018 1st quarter;956;671;586;574;61;513;12;10;0;1;0;568;520;434;86;48;26;22;18;85;12.7;285;70.2;61.3
266;Total male and female;15 to 19 years;In formal education;2018 2nd quarter;956;693;619;605;60;545;14;13;0;1;0;596;529;431;98;67;40;27;23;74;10.6;263;72.5;64.8
267;Total male and female;15 to 19 years;In formal education;2018 3rd quarter;962;720;640;630;64;566;10;9;0;1;0;600;511;412;99;89;53;35;40;81;11.2;242;74.9;66.5
268;Total male and female;15 to 19 years;In formal education;2018 4th quarter;952;691;620;607;69;538;13;13;0;0;0;598;541;446;95;57;31;26;22;71;10.3;261;72.6;65.1
269;Total male and female;15 to 19 years;In formal education;2018;956;694;616;604;63;540;12;11;0;1;0;590;525;431;95;65;37;28;26;78;11.2;263;72.5;64.4
270;Total male and female;15 to 19 years;In formal education;2019 1st quarter;948;678;608;590;68;522;17;16;0;1;0;590;532;441;91;58;30;28;18;71;10.4;270;71.6;64.1
271;Total male and female;15 to 19 years;In formal education;2019 2nd quarter;955;705;637;622;71;551;15;14;0;1;0;612;537;436;101;74;42;32;25;68;9.7;250;73.8;66.7
272;Total male and female;15 to 19 years;In formal education;2019 3rd quarter;953;715;644;629;71;558;15;14;0;1;0;608;512;397;115;96;56;40;36;71;9.9;238;75.0;67.5
273;Total male and female;15 to 19 years;In formal education;2019 4th quarter;945;700;626;612;67;545;14;13;0;1;0;604;550;445;105;54;29;25;22;74;10.6;245;74.1;66.2
274;Total male and female;15 to 19 years;In formal education;2019;950;699;628;613;69;544;15;14;0;1;0;603;533;430;103;70;39;31;25;71;10.2;251;73.6;66.1
275;Total male and female;15 to 19 years;In formal education;2020 1st quarter;947;697;629;614;71;543;15;13;0;2;0;610;553;459;94;57;26;31;20;68;9.7;250;73.6;66.5
276;Total male and female;15 to 19 years;In formal education;2020 2nd quarter;950;680;585;572;68;504;13;12;0;1;0;560;496;405;91;64;35;29;25;95;13.9;270;71.6;61.6
277;Total male and female;15 to 19 years;In formal education;2020 3rd quarter;949;711;617;605;71;534;12;11;0;1;0;581;487;381;106;94;59;35;36;95;13.3;237;75.0;65.0
278;Total male and female;15 to 19 years;In formal education;2020 4th quarter;943;691;605;591;74;517;14;12;1;1;0;583;528;441;87;55;27;28;22;86;12.4;252;73.2;64.2
279;Total male and female;15 to 19 years;In formal education;2020;947;695;609;596;71;525;13;12;0;1;0;584;516;422;94;68;37;31;26;86;12.3;252;73.4;64.3
