ID;RegioS;Code_1;Naam_2;AfkortingNaam_3;SorteringNaam_4;Code_5;Naam_6;Code_7;Naam_8;Code_9;Naam_10;Code_11;Naam_12;Code_13;Naam_14;Code_15;Naam_16;Code_17;Naam_18;Code_19;Naam_20;Code_21;Naam_22;Code_23;Naam_24;Code_25;Naam_26;Code_27;Naam_28;Code_29;Naam_30;Code_31;Naam_32;Code_33;Naam_34;Code_35;Naam_36;Code_37;Naam_38;Code_39;Naam_40;Code_41;Naam_42;Code_43;Naam_44;Code_45;Naam_46;Code_47;Naam_48;Code_49;Naam_50;Code_51;Naam_52;Code_53;Naam_54;Code_55;Naam_56;Code_57;Code_58;Naam_59;Code_60;Naam_61;Code_62;Naam_63;Code_64;Omschrijving_65;Code_66;Omschrijving_67;Inwonertal_68;Omgevingsadressendichtheid_69
116;228;228;Ede                               ; EDE;Ede                       ;5;Arnhem          ;45;Gelderland-Midden         ;14;Arnhem-Doetinchem              ;13;Veluwe                             ;31;Gelderse Vallei                         ;6;Arnhem            ;7;Arnhem           ;19;Hulpverlening Gelderland Midden   ;15;Wageningen         ;7;Arnhem          ;2507;Westelijke Veluwe                       ;5;Centraal Veehouderijgebied   ;2;Oost-Nederland ;29;Ede                   ;   NL2;Oost-Nederland ;NL22;Gelderland   ; NL221;Veluwe                             ;9;Arnhem en omstreken             ;7;Gelderland-Midden        ;25;Gelderland   ;2;Arnhem          ;10;Valleiregio            ;8;Veluwe en Veluwerand                    ;16;Eem en Vallei                  ;9;Veluwe                                  ;10;West-Veluwe/Noordwest-Veluwe            ; 143;    ;                              ;0;                ;0;                ;6;100 000 - < 150 000 inwoners;3;Matig stedelijk     ;105495;1370
117;317;317;Eemnes                            ; ENS;Eemnes                    ;16;Utrecht         ;50;Utrechtsland              ;23;Hilversum                      ;17;Utrecht                            ;43;Utrechtse Vallei en Eemgebied           ;8;Amersfoort        ;11;Het Gooi         ;23;GGD Eemland                       ;52;Amersfoort         ;8;Utrecht         ;2604;Eemland                                 ;9;Hollands/Utrechts weidegebied;3;West-Nederland ;45;Hilversum             ;   NL3;West-Nederland ;NL31;Utrecht      ; NL310;Utrecht                            ;15;Zuid-Noord-Holland              ;9;Utrecht                  ;26;Utrecht      ;4;Amsterdam       ;16;Gooi & Vechtstreek     ;3;IJsselmeerkust                          ;16;Eem en Vallei                  ;13;Oost-Utrecht                            ;16;Oost-Utrecht                            ;    ;    ;                              ;0;                ;0;                ;2;5 000 - < 10 000 inwoners   ;4;Weinig stedelijk    ;8670;772
118;Eemsmond;1651;Eemsmond                          ; EED;Eemsmond                  ;18;Groningen       ;34;Groningen                 ;1;Groningen                      ;3;Overig Groningen                   ;1;Groninger Hoogeland en N. Westerkwartier;1;Groningen-Drenthe ;1;Groningen        ;1;Hulpverleningsdienst GGD Groningen;57;Groningen          ;1;Groningen       ;2006;Oostelijk Hogeland                      ;1;Bouwhoek en Hogeland         ;1;Noord-Nederland;1;Groningen             ;   NL1;Noord-Nederland;NL11;Groningen    ; NL113;Overig Groningen                   ;1;Groningen en omstreken          ;1;Groningen                ;20;Groningen    ;5;Leeuwarden      ;1;Noord Groningen        ;17;Overig Nederland                        ;2;Noord-Groningen en Eemsmond    ;1;Ommelanden                              ;1;Ommelanden                              ; 011;    ;                              ;0;                ;0;                ;3;10 000 - < 20 000 inwoners  ;5;Niet stedelijk      ;16927;337
119;770;770;Eersel                            ; ESL;Eersel                    ;1;'s-Hertogenbosch;11;Zuid-Oost Noord-Brabant   ;40;Eindhoven-Helmond              ;36;Zuidoost-Noord-Brabant             ;116;Kempenland                              ;23;Eindhoven         ;25;Eindhoven        ;56;GGD Zuidoost-Brabant              ;2;Eindhoven          ;18;'s-Hertogenbosch;3007;De Kempen                               ;13;Zuidelijk veehouderijgebied  ;4;Zuid-Nederland ;70;Eindhoven             ;   NL4;Zuid-Nederland ;NL41;Noord-Brabant; NL414;Zuidoost-Noord-Brabant             ;22;Zuidoost-Noord-Brabant          ;22;Brabant-Zuidoost         ;30;Noord-Brabant;1;'s-Hertogenbosch;28;Zuidoost Brabant       ;13;West- en Midden-Brabant                 ;37;Zuidoost-Brabant               ;28;Helmond/Eindhoven                       ;39;Eindhoven e.o.                          ; 401;    ;                              ;0;                ;0;                ;3;10 000 - < 20 000 inwoners  ;5;Niet stedelijk      ;18286;427
120;229;229;Eibergen                          ; EBN;Eibergen                  ;6;Zutphen         ;31;Noord- en Oost-Gelderland ;10;Enschede-Hengelo               ;14;Achterhoek                         ;30;Overige gemeenten oostelijke Achterhoek ;6;Arnhem            ;7;Arnhem           ;18;GGD Regio Achterhoek              ;21;Groenlo            ;7;Arnhem          ;2508;Achterhoek                              ;4;Oostelijk Veehouderijgebied  ;2;Oost-Nederland ;22;Enschede              ;   NL2;Oost-Nederland ;NL22;Gelderland   ; NL222;Achterhoek                         ;6;Twente                          ;6;Noord- en Oost-Gelderland;25;Gelderland   ;2;Arnhem          ;12;Achterhoek             ;10;Achterhoek                              ;13;Oost-Gelderland                ;11;Achterhoek                              ;12;Achterhoek                              ;    ;    ;                              ;0;                ;0;                ;3;10 000 - < 20 000 inwoners  ;4;Weinig stedelijk    ;16626;614
121;905;905;Eijsden                           ; ESN;Eijsden                   ;3;Maastricht      ;67;Zuid-Limburg              ;46;Maastricht                     ;39;Zuid-Limburg                       ;127;Overige gemeenten Zuid-Limburg          ;25;Zuid-Limburg      ;27;Zuid-Limburg     ;62;DGD Zuidelijk Zuid-Limburg        ;9;Maastricht         ;19;Maastricht      ;3102;Zuid-Limburg                            ;14;Zuid-Limburg                 ;4;Zuid-Nederland ;80;Maastricht            ;   NL4;Zuid-Nederland ;NL42;Limburg      ; NL423;Zuid-Limburg                       ;25;Zuid-Limburg                    ;24;Limburg-Zuid             ;31;Limburg      ;1;'s-Hertogenbosch;34;Maastricht Mergelland  ;15;Zuid-Limburg                            ;42;Maastricht en Mergelland       ;30;Zuid-Limburg                            ;45;Heuvelland Zuid-Limburg                 ;    ;    ;                              ;0;                ;22;Maastricht      ;3;10 000 - < 20 000 inwoners  ;4;Weinig stedelijk    ;11866;544
122;772;772;Eindhoven                         ; EHN;Eindhoven                 ;1;'s-Hertogenbosch;11;Zuid-Oost Noord-Brabant   ;40;Eindhoven-Helmond              ;36;Zuidoost-Noord-Brabant             ;113;Eindhoven                               ;23;Eindhoven         ;25;Eindhoven        ;57;GGD Eindhoven                     ;2;Eindhoven          ;18;'s-Hertogenbosch;3008;Midden Noord-Brabant                    ;13;Zuidelijk veehouderijgebied  ;4;Zuid-Nederland ;70;Eindhoven             ;   NL4;Zuid-Nederland ;NL41;Noord-Brabant; NL414;Zuidoost-Noord-Brabant             ;22;Zuidoost-Noord-Brabant          ;22;Brabant-Zuidoost         ;30;Noord-Brabant;1;'s-Hertogenbosch;28;Zuidoost Brabant       ;13;West- en Midden-Brabant                 ;37;Zuidoost-Brabant               ;28;Helmond/Eindhoven                       ;39;Eindhoven e.o.                          ; 401;    ;                              ;19;Eindhoven       ;19;Eindhoven       ;7;150 000 - < 250 000 inwoners;2;Sterk stedelijk     ;207870;2107
123;230;230;Elburg                            ; EBG;Elburg                    ;6;Zutphen         ;31;Noord- en Oost-Gelderland ;11;Zwolle-Kampen                  ;13;Veluwe                             ;32;IJsselmeerkust                          ;3;Zwolle            ;4;Zwolle           ;16;GGD Noordwest-Veluwe              ;25;Harderwijk         ;7;Arnhem          ;2501;Oostelijke Veluwe                       ;5;Centraal Veehouderijgebied   ;2;Oost-Nederland ;18;Zwolle                ;   NL2;Oost-Nederland ;NL22;Gelderland   ; NL221;Veluwe                             ;5;Zwolle-Meppel en omstreken      ;6;Noord- en Oost-Gelderland;25;Gelderland   ;2;Arnhem          ;8;Noordwest Veluwe       ;3;IJsselmeerkust                          ;17;Noordwest-Veluwe               ;9;Veluwe                                  ;10;West-Veluwe/Noordwest-Veluwe            ; 111;    ;                              ;0;                ;0;                ;4;20 000 - < 50 000 inwoners  ;4;Weinig stedelijk    ;21753;576
124;114;114;Emmen                             ; EMN;Emmen                     ;19;Assen           ;71;Drenthe                   ;9;Emmen-Coevorden                ;8;Zuidoost-Drenthe                   ;15;Emmen                                   ;1;Groningen-Drenthe ;3;Drenthe          ;7;GGD Drenthe                       ;61;Emmen              ;3;Assen           ;2205;Drentse Veenkoloni%n en Hondsrug        ;2;Veenkoloniën en Oldambt      ;1;Noord-Nederland;12;Emmen                 ;   NL1;Noord-Nederland;NL13;Drenthe      ; NL132;Zuidoost-Drenthe                   ;4;Assen-Hoogeveen-Emmen           ;3;Drenthe                  ;22;Drenthe      ;5;Leeuwarden      ;5;Zuid Drenthe           ;12;Groningse, Friese en Drentse zandgronden;8;Zuidoost-Drenthe               ;6;Zuidoost- en Zuidwest-Drenthe           ;6;Zuidoost- en Zuidwest-Drenthe           ; 091;    ;                              ;0;                ;0;                ;6;100 000 - < 150 000 inwoners;4;Weinig stedelijk    ;108354;704
125;388;388;Enkhuizen                         ; EKN;Enkhuizen                 ;14;Alkmaar         ;6;Noord-Holland-Noord       ;26;Enkhuizen-Hoorn                ;18;Kop van Noord-Holland              ;54;Midden- en Oostelijk West-Friesland     ;11;Alkmaar           ;12;Alkmaar          ;28;GGD Westfriesland                 ;47;Hoorn              ;11;Den Helder      ;2705;West-Friesland en omgeving              ;7;Westelijk Holland            ;3;West-Nederland ;39;Enkhuizen             ;   NL3;West-Nederland ;NL32;Noord-Holland; NL321;Kop van Noord-Holland              ;14;Noord-Noord-Holland             ;10;Noord-Holland-Noord      ;27;Noord-Holland;4;Amsterdam       ;19;Noord-Holland Noord    ;3;IJsselmeerkust                          ;22;Westfriesland                  ;18;Kop Noord-Holland/West-Friesland        ;24;Kop Noord-Holland/West-Friesland        ; 262;    ;                              ;0;                ;0;                ;3;10 000 - < 20 000 inwoners  ;3;Matig stedelijk     ;17241;1226
126;153;153;Enschede                          ; ESE;Enschede                  ;8;Almelo          ;35;Twente                    ;10;Enschede-Hengelo               ;12;Twente                             ;23;Enschede                                ;4;Twente            ;5;Twente           ;11;GGD Regio Twente                  ;27;Enschede           ;4;Zwolle          ;2303;Twente                                  ;4;Oostelijk Veehouderijgebied  ;2;Oost-Nederland ;22;Enschede              ;   NL2;Oost-Nederland ;NL21;Overijssel   ; NL213;Twente                             ;6;Twente                          ;5;Twente                   ;23;Overijssel   ;2;Arnhem          ;7;Twente                 ;11;Twente, Salland en Vechtstreek          ;12;Twente                         ;7;Twente                                  ;8;Hengelo/Enschede                        ;    ;    ;                              ;4;Enschede        ;4;Enschede        ;7;150 000 - < 250 000 inwoners;2;Sterk stedelijk     ;152989;1820
127;232;232;Epe                               ; EPE;Epe                       ;6;Zutphen         ;31;Noord- en Oost-Gelderland ;17;Apeldoorn                      ;13;Veluwe                             ;34;Overige gemeenten oostelijke Veluwezoom ;5;Stedendriehoek    ;6;Stedendriehoek   ;14;GGD Regio Stedendriehoek          ;20;Apeldoorn          ;7;Arnhem          ;2501;Oostelijke Veluwe                       ;5;Centraal Veehouderijgebied   ;2;Oost-Nederland ;27;Apeldoorn             ;   NL2;Oost-Nederland ;NL22;Gelderland   ; NL221;Veluwe                             ;7;Apeldoorn en midden-IJsselgebied;6;Noord- en Oost-Gelderland;25;Gelderland   ;2;Arnhem          ;9;Stedendriehoek         ;8;Veluwe en Veluwerand                    ;11;Stedendriehoek                 ;9;Veluwe                                  ;11;Oost-Veluwe                             ;    ;    ;                              ;0;                ;5;Apeldoorn       ;4;20 000 - < 50 000 inwoners  ;4;Weinig stedelijk    ;33309;617
128;233;233;Ermelo                            ; EMO;Ermelo                    ;6;Zutphen         ;31;Noord- en Oost-Gelderland ;20;Amersfoort                     ;13;Veluwe                             ;32;IJsselmeerkust                          ;8;Amersfoort        ;4;Zwolle           ;16;GGD Noordwest-Veluwe              ;25;Harderwijk         ;7;Arnhem          ;2507;Westelijke Veluwe                       ;5;Centraal Veehouderijgebied   ;2;Oost-Nederland ;28;Harderwijk            ;   NL2;Oost-Nederland ;NL22;Gelderland   ; NL221;Veluwe                             ;10;Harderwijk-Amersfoort           ;6;Noord- en Oost-Gelderland;25;Gelderland   ;2;Arnhem          ;8;Noordwest Veluwe       ;8;Veluwe en Veluwerand                    ;17;Noordwest-Veluwe               ;9;Veluwe                                  ;10;West-Veluwe/Noordwest-Veluwe            ; 202;    ;                              ;0;                ;0;                ;4;20 000 - < 50 000 inwoners  ;4;Weinig stedelijk    ;26590;816
129;777;777;Etten-Leur                        ; ELR;Etten-Leur                ;2;Breda           ;1;Midden- en West-Brabant   ;43;Breda                          ;33;West-Noord-Brabant                 ;104;Gebied om Breda                         ;20;Breda             ;22;Breda            ;52;GGD West-Brabant                  ;7;Zevenbergen        ;17;Tilburg         ;3005;Westelijke Zandgronden                  ;12;Zuidwest-Brabant             ;4;Zuid-Nederland ;66;Breda                 ;   NL4;Zuid-Nederland ;NL41;Noord-Brabant; NL411;West-Noord-Brabant                 ;20;West-Noord-Brabant              ;20;Midden- en West-Brabant  ;30;Noord-Brabant;1;'s-Hertogenbosch;25;West Brabant           ;13;West- en Midden-Brabant                 ;34;West-Brabant                   ;25;Roosendaal/Breda                        ;35;Breda e.o.                              ;    ;    ;                              ;0;                ;16;Breda           ;4;20 000 - < 50 000 inwoners  ;3;Matig stedelijk     ;39657;1356
130;Ferwerderadiel;1722;Ferwerderadiel                    ; FDL;Ferwerderadiel            ;17;Leeuwarden      ;23;Fryslân                   ;3;Leeuwarden-Franeker-Dongeradeel;4;Noord-Friesland                    ;12;Friese bouwstreek                       ;2;Friesland         ;2;Friesland        ;72;GGD Friesland                     ;53;Leeuwarden         ;2;Leeuwarden      ;2101;Noordelijk Friesland                    ;1;Bouwhoek en Hogeland         ;1;Noord-Nederland;10;Leeuwarden            ;   NL1;Noord-Nederland;NL12;Friesland    ; NL121;Noord-Friesland                    ;3;Friesland                       ;2;Friesland                ;21;Friesland    ;5;Leeuwarden      ;4;Friesland              ;17;Overig Nederland                        ;4;Friesland-noord                ;3;Noord-Friesland/Waddeneilanden          ;3;Noord-Friesland/Waddeneilanden          ;    ;    ;                              ;0;                ;0;                ;2;5 000 - < 10 000 inwoners   ;5;Niet stedelijk      ;9008;194
131;70;70;Franekeradeel                     ; FKL;Franekeradeel             ;17;Leeuwarden      ;23;Fryslân                   ;3;Leeuwarden-Franeker-Dongeradeel;4;Noord-Friesland                    ;12;Friese bouwstreek                       ;2;Friesland         ;2;Friesland        ;72;GGD Friesland                     ;53;Leeuwarden         ;2;Leeuwarden      ;2101;Noordelijk Friesland                    ;1;Bouwhoek en Hogeland         ;1;Noord-Nederland;10;Leeuwarden            ;   NL1;Noord-Nederland;NL12;Friesland    ; NL121;Noord-Friesland                    ;3;Friesland                       ;2;Friesland                ;21;Friesland    ;5;Leeuwarden      ;4;Friesland              ;17;Overig Nederland                        ;4;Friesland-noord                ;3;Noord-Friesland/Waddeneilanden          ;3;Noord-Friesland/Waddeneilanden          ;    ;    ;                              ;0;                ;0;                ;4;20 000 - < 50 000 inwoners  ;4;Weinig stedelijk    ;21048;594
