ID;Gemeenten;Code_1;Naam_2;AfkortingNaam_3;SorteringNaam_4;Code_5;Naam_6;Code_7;Naam_8;Code_9;Naam_10;Code_11;Naam_12;Code_13;Naam_14;Code_15;Naam_16;Code_17;Naam_18;Code_19;Naam_20;Code_21;Naam_22;Code_23;Naam_24;Code_25;Naam_26;Code_27;Naam_28;Code_29;Naam_30;Code_31;Naam_32;Code_33;Naam_34;Code_35;Naam_36;Code_37;Naam_38;Code_39;Naam_40;Code_41;Naam_42;Code_43;Naam_44;Code_45;Naam_46;Code_47;Naam_48;Code_49;Naam_50;Code_51;Naam_52;Code_53;Naam_54;Code_55;Naam_56;Code_57;Code_58;Naam_59;Code_60;Naam_61;Code_62;Omschrijving_63;Code_64;Omschrijving_65;Inwonertal_66;Omgevingsadressendichtheid_67
178;788;788;Haaren                     ;HRN;268;1;'s-Hertogenbosch;72;Noord-Oost Noord-Brabant (0.2);42;Tilburg                            ;35;Noordoost-Noord-Brabant            ;110;Gebied om 's-Hertogenbosch en Vught     ;1;'s-Hertogenbosch;22;'s-Hertogenbosch  ;24;'s-Hertogenbosch ;54;Stadsgewest 's-Hertogenbosch            ;1;'s-Hertogenbosch   ;18;'s-Hertogenbosch;4;Zuid-Nederland ;3008;Midden Noord-Brabant                    ;13;Zuidelijk veehouderijgebied   ;69;'s-Hertogenbosch      ;12;Noord-Noord-Brabant             ;21;Brabant-Noord            ;30;Noord-Brabant             ;16;Noordoost-Brabant                  ;13;West- en Midden-Brabant                 ;49;Noordoost-Noord-Brabant                 ;3;Zuid-Nederland    ;36;Noordoost-Brabant                       ;27;'s-Hertogenbosch + Noord-Oost Brabant   ;37;Den Bosch e.o.                          ;- ;Niet van toepassing  ;nvt ;351;Stadsgewest 's-Hertogenbosch  ;- ;Niet van toepassing       ;3;10 000 - < 20 000 inwoners  ;5;Niet stedelijk      ;13968;302
179;392;392;Haarlem                    ;HRM;269;15;Haarlem         ;44;Zuid- en Midden Kennemerland  ;22;Haarlem-Beverwijk-Velsen           ;21;Agglomeratie Haarlem               ;60;Haarlem                                 ;4;Amsterdam       ;12;Kennemerland      ;13;Kennemerland     ;31;GGD Zuid-Kennemerland                   ;49;Haarlem            ;10;Haarlem         ;3;West-Nederland ;2708;Kennemerland                            ;7;Westelijk Holland             ;43;Haarlem               ;15;Zuid-Noord-Holland              ;12;Kennemerland             ;27;Noord-Holland             ;10;Zuidelijk Noord-Holland            ;17;Overig Nederland                        ;25;Agglomeratie Haarlem                    ;7;West-Nederland 3  ;25;West-Kennnemerland                      ;17;Zuid- en Midden-Kennemerland            ;21;Zuid-Kennemerland                       ;09;Haarlem              ;22.1;-  ;nvt                           ;10;Haarlem                   ;6;100 000 - < 150 000 inwoners;1;Zeer sterk stedelijk;148262;2996
180;393;393;Haarlemmerliede c.a.       ;HSE;270;15;Haarlem         ;44;Zuid- en Midden Kennemerland  ;22;Haarlem-Beverwijk-Velsen           ;21;Agglomeratie Haarlem               ;62;Noordhollandse Meerlanden               ;4;Amsterdam       ;12;Kennemerland      ;13;Kennemerland     ;31;GGD Zuid-Kennemerland                   ;49;Haarlem            ;10;Haarlem         ;3;West-Nederland ;2706;Waterland en Noordhollandse Droogmakerij;8;Waterland en Droogmakerijen   ;43;Haarlem               ;15;Zuid-Noord-Holland              ;12;Kennemerland             ;27;Noord-Holland             ;10;Zuidelijk Noord-Holland            ;17;Overig Nederland                        ;25;Agglomeratie Haarlem                    ;7;West-Nederland 3  ;25;West-Kennnemerland                      ;17;Zuid- en Midden-Kennemerland            ;21;Zuid-Kennemerland                       ;02;Amsterdam            ;22.1;-  ;nvt                           ;11;Amsterdam                 ;2;5 000 - < 10 000 inwoners   ;4;Weinig stedelijk    ;5203;539
181;394;394;Haarlemmermeer             ;HMR;271;15;Haarlem         ;51;Amsterdam e.o                 ;21;Amsterdam-Purmerend                ;23;Groot-Amsterdam                    ;62;Noordhollandse Meerlanden               ;4;Amsterdam       ;12;Kennemerland      ;14;Amsterdam        ;35;GGD Amstelland - De Meerlanden          ;49;Haarlem            ;10;Haarlem         ;3;West-Nederland ;2702;Haarlemmermeer                          ;7;Westelijk Holland             ;44;Amsterdam             ;15;Zuid-Noord-Holland              ;12;Kennemerland             ;27;Noord-Holland             ;10;Zuidelijk Noord-Holland            ;17;Overig Nederland                        ;27;Groot-Amsterdam (exclusief Amsterdam)   ;7;West-Nederland 3  ;21;Agglomeratie Amsterdam                  ;16;Zaanstreek/Waterland/Amstelland/Meerland;23;Amstelland/Meerlanden                   ;02;Amsterdam            ;21.1;232;Overig Groot-Amsterdam        ;11;Amsterdam                 ;6;100 000 - < 150 000 inwoners;3;Matig stedelijk     ;109377;1289
182;914;914;Haelen                     ;HAN;273;4;Roermond        ;30;Midden-Limburg                ;47;Roermond-Weert                     ;38;Midden-Limburg                     ;123;Midden-Limburg ten westen van de Maas   ;1;'s-Hertogenbosch;24;Noord-Limburg     ;26;Noord-Limburg    ;60;GGD Midden-Limburg                      ;12;Roermond           ;19;Maastricht      ;4;Zuid-Nederland ;3101;Noord-Limburg                           ;13;Zuidelijk veehouderijgebied   ;77;Roermond              ;24;Roermond en omstreken           ;23;Limburg-Noord            ;31;Limburg                   ;18;Limburg                            ;14;Oost-Brabant, Noord- en Midden-Limburg  ;52;Midden-Limburg                          ;3;Zuid-Nederland    ;39;Midden-Limburg                          ;29;Noord-Limburg                           ;42;Midden-Limburg                          ;- ;Niet van toepassing  ;47.1;-  ;nvt                           ;- ;Niet van toepassing       ;2;5 000 - < 10 000 inwoners   ;5;Niet stedelijk      ;9875;393
183;Halderberge;1655;Halderberge                ;HBE;274;2;Breda           ;3;Westelijk Noord-Brabant       ;44;Bergen op Zoom/Roosendaal en Nispen;33;West-Noord-Brabant                 ;102;Bergen op Zoom, Roosendaal en omgeving  ;1;'s-Hertogenbosch;20;Breda             ;22;Breda            ;51;GD Streekgewest Westelijk Noord-Brabant ;7;Zevenbergen        ;17;Tilburg         ;4;Zuid-Nederland ;3005;Westelijke Zandgronden                  ;12;Zuidwest Brabant              ;65;Roosendaal en Nispen  ;20;West-Noord-Brabant              ;20;Midden- en West-Brabant  ;30;Noord-Brabant             ;15;Midden- en West-Brabant            ;13;West- en Midden-Brabant                 ;46;West-Noord-Brabant (exclusief Moerdijk) ;3;Zuid-Nederland    ;34;West-Brabant                            ;25;Roosendaal/Breda                        ;34;Regio Roosendaal                        ;- ;Niet van toepassing  ;44.2;-  ;nvt                           ;- ;Niet van toepassing       ;4;20 000 - < 50 000 inwoners  ;4;Weinig stedelijk    ;29593;584
184;159;159;Den Ham                    ;DHM;276;8;Almelo          ;35;Twente                        ;12;Almelo                             ;12;Twente                             ;21;Noordoost-Overijssel                    ;2;Arnhem          ;4;Twente            ;5;Twente           ;11;GGD Regio Twente                        ;26;Almelo             ;4;Zwolle          ;2;Oost-Nederland ;2302;Noordoost Overijssel                    ;4;Oostelijk Veehouderijgebied   ;21;Almelo                ;6;Twente                          ;5;Twente                   ;23;Overijssel                ;4;IJssel-Vecht/Twente                ;11;Twente, Salland en Vechtstreek          ;15;Twente                                  ;2;Oost-Nederland    ;12;Twente                                  ;7;Twente                                  ;7;Almelo                                  ;- ;Niet van toepassing  ;12.1;-  ;nvt                           ;- ;Niet van toepassing       ;3;10 000 - < 20 000 inwoners  ;5;Niet stedelijk      ;14942;491
185;160;160;Hardenberg                 ;HBG;278;7;Zwolle          ;41;IJssel-Vecht                  ;12;Almelo                             ;10;Noord-Overijssel                   ;21;Noordoost-Overijssel                    ;2;Arnhem          ;3;Zwolle            ;4;Zwolle           ;10;GGD Regio IJssel-Vecht                  ;23;Zwolle             ;4;Zwolle          ;2;Oost-Nederland ;2302;Noordoost Overijssel                    ;4;Oostelijk Veehouderijgebied   ;19;Hardenberg/Gramsbergen;4;Assen-Hoogeveen-Emmen           ;4;IJsselland               ;23;Overijssel                ;4;IJssel-Vecht/Twente                ;11;Twente, Salland en Vechtstreek          ;13;Noord-Overijssel                        ;2;Oost-Nederland    ;10;IJssel-Vecht                            ;8;IJsselvallei                            ;9;IJsselvallei                            ;- ;Niet van toepassing  ;12.2;-  ;nvt                           ;- ;Niet van toepassing       ;4;20 000 - < 50 000 inwoners  ;5;Niet stedelijk      ;35073;427
186;243;243;Harderwijk                 ;HWK;279;6;Zutphen         ;31;Noord-West Veluwe             ;20;Amersfoort                         ;13;Veluwe                             ;32;IJsselmeerkust                          ;2;Arnhem          ;8;Amersfoort        ;4;Zwolle           ;16;GGD Noordwest Veluwe                    ;25;Harderwijk         ;7;Arnhem          ;2;Oost-Nederland ;2507;Westelijke Veluwe                       ;5;Centraal Veehouderijgebied    ;28;Harderwijk            ;10;Harderwijk-Amersfoort           ;6;Noord- en Oost-Gelderland;25;Gelderland                ;5;IJssel/Veluwe                      ;3;Ijsselmeerkust                          ;16;Veluwe                                  ;2;Oost-Nederland    ;17;Noordwest-Veluwe                        ;9;Veluwe                                  ;10;West-Veluwe/Noord-West-Veluwe           ;- ;Niet van toepassing  ;20.2;-  ;nvt                           ;- ;Niet van toepassing       ;4;20 000 - < 50 000 inwoners  ;3;Matig stedelijk     ;39204;1205
187;523;523;Hardinxveld-Giessendam     ;HGM;280;11;Dordrecht       ;10;Zuid-Holland Zuid             ;34;Gorinchem                          ;30;Zuidoost-Zuid-Holland              ;76;Industriegebied Alblasserwaard          ;3;'s-Gravenhage   ;18;Dordrecht         ;20;Dordrecht        ;48;GGD Regio Dordrecht                     ;39;Gorinchem          ;14;Dordrecht       ;3;West-Nederland ;2807;Alblasserwaard en Vijfherenlanden       ;9;Hollands/Utrechts weidegebied ;52;Gorinchem             ;18;Dordrecht-Gorinchem             ;18;Zuid-Holland-Zuid        ;28;Zuid-Holland              ;13;Rijnmond                           ;17;Overig Nederland                        ;39;Zuidoost-Zuid-Holland (excl. Dordrecht) ;7;West-Nederland 3  ;30;Zuid-Holland-Zuid                       ;21;Rijstreek/Midden-Holland/Alblasserwaard ;29;Rijnstreek/Midden-Holland/Alblasserwaard;- ;Niet van toepassing  ;nvt ;-  ;nvt                           ;16;Dordrecht                 ;3;10 000 - < 20 000 inwoners  ;4;Weinig stedelijk    ;17687;823
188;17;17;Haren                      ;HAR;281;18;Groningen       ;34;Groningen                     ;1;Groningen                          ;3;Overig Groningen                   ;8;Randgebied stad Groningen               ;5;Leeuwarden      ;1;Groningen-Drenthe ;1;Groningen        ;1;GGD Groningen                           ;57;Groningen          ;1;Groningen       ;1;Noord-Nederland;2002;Centraal weidegebied in Groningen       ;3;Noordelijk Weidegebied        ;1;Groningen             ;1;Groningen en omstreken          ;1;Groningen                ;20;Groningen                 ;1;Groningen                          ;5;Meren in Groningen, Friesl., Nw. Overijs;4;Overig Groningen (exclusief gem. Gron.) ;1;Noord-Nederland   ;3;Centraal en westelijk Groningen         ;1;Ommelanden                              ;1;Ommelanden                              ;12;Groningen            ;1.1 ;-  ;nvt                           ;01;Groningen                 ;3;10 000 - < 20 000 inwoners  ;4;Weinig stedelijk    ;18589;795
189;395;395;Harenkarspel               ;HPL;282;14;Alkmaar         ;6;Kop van Noord-Holland         ;27;Den Helder-Schagen                 ;18;Kop van Noord-Holland              ;53;Westelijk West-Friesland                ;4;Amsterdam       ;11;Alkmaar           ;12;Alkmaar          ;27;GGD Kop Van Noord-Holland               ;46;Alkmaar            ;11;Den Helder      ;3;West-Nederland ;2705;West-Friesland en omgeving              ;7;Westelijk Holland             ;37;Den Helder            ;14;Noord-Noord-Holland             ;10;Noord-Holland-Noord      ;27;Noord-Holland             ;9;Noord-Holland Noord                ;17;Overig Nederland                        ;21;Kop van Noord-Holland                   ;7;West-Nederland 3  ;23;Kop van Noord-Holland                   ;18;Kop Noord-Holland/West-Friesland        ;24;Kop Noord-Holland/West-Friesland        ;- ;Niet van toepassing  ;nvt ;-  ;nvt                           ;- ;Niet van toepassing       ;3;10 000 - < 20 000 inwoners  ;5;Niet stedelijk      ;14863;278
190;72;72;Harlingen                  ;HIN;283;17;Leeuwarden      ;23;Noord-Friesland               ;3;Leeuwarden-Franeker-Dokkum         ;4;Noord-Friesland                    ;12;Friese bouwstreek                       ;5;Leeuwarden      ;2;Friesland         ;2;Friesland        ;4;GGD Noord-Friesland                     ;53;Leeuwarden         ;2;Leeuwarden      ;1;Noord-Nederland;2101;Noordelijk Friesland                    ;1;Bouwhoek en Hogeland          ;10;Leeuwarden            ;3;Friesland                       ;2;Friesland                ;21;Friesland                 ;2;Friesland                          ;17;Overig Nederland                        ;7;Harlingen                               ;1;Noord-Nederland   ;4;Friesland-noord                         ;3;Noord-Friesland/Waddeneilanden          ;3;Noord-Friesland/Waddeneilanden          ;- ;Niet van toepassing  ;nvt ;-  ;nvt                           ;- ;Niet van toepassing       ;3;10 000 - < 20 000 inwoners  ;4;Weinig stedelijk    ;15438;894
191;318;318;Harmelen                   ;HMN;284;16;Utrecht         ;37;Utrecht                       ;19;Utrecht-Zeist-Woerden              ;17;Utrecht                            ;49;Utrechts weidegebied                    ;4;Amsterdam       ;9;Utrecht           ;9;Utrecht          ;25;GGD West-Utrecht                        ;51;Utrecht            ;8;Utrecht         ;3;West-Nederland ;2603;Centraal tuinbouwgebied in Utrecht      ;10;Rivierengebied                ;36;Utrecht               ;13;Utrecht en omstreken            ;9;Utrecht                  ;26;Utrecht                   ;8;Midden-Nederland                   ;17;Overig Nederland                        ;20;Utrecht                                 ;7;West-Nederland 3  ;19;Utrecht                                 ;14;West-Utrecht                            ;17;West-Utrecht                            ;04;Utrecht              ;19.1;-  ;nvt                           ;- ;Niet van toepassing       ;2;5 000 - < 10 000 inwoners   ;4;Weinig stedelijk    ;8018;616
192;161;161;Hasselt                    ;HST;286;7;Zwolle          ;41;IJssel-Vecht                  ;11;Zwolle-Kampen                      ;10;Noord-Overijssel                   ;20;IJssel-, Vechtdelta                     ;2;Arnhem          ;3;Zwolle            ;4;Zwolle           ;10;GGD Regio IJssel-Vecht                  ;23;Zwolle             ;4;Zwolle          ;2;Oost-Nederland ;2301;Weidegebied in Overijssel               ;3;Noordelijk Weidegebied        ;18;Zwolle                ;5;Zwolle-Meppel en omstreken      ;4;IJsselland               ;23;Overijssel                ;4;IJssel-Vecht/Twente                ;11;Twente, Salland en Vechtstreek          ;13;Noord-Overijssel                        ;2;Oost-Nederland    ;10;IJssel-Vecht                            ;8;IJsselvallei                            ;9;IJsselvallei                            ;- ;Niet van toepassing  ;11.1;-  ;nvt                           ;- ;Niet van toepassing       ;2;5 000 - < 10 000 inwoners   ;4;Weinig stedelijk    ;7543;571
193;244;244;Hattem                     ;HTM;287;6;Zutphen         ;41;IJssel-Vecht                  ;11;Zwolle-Kampen                      ;13;Veluwe                             ;34;Overige gemeenten oostelijke Veluwezoom ;2;Arnhem          ;3;Zwolle            ;4;Zwolle           ;10;GGD Regio IJssel-Vecht                  ;20;Apeldoorn          ;7;Arnhem          ;2;Oost-Nederland ;2501;Oostelijke Veluwe                       ;5;Centraal Veehouderijgebied    ;18;Zwolle                ;5;Zwolle-Meppel en omstreken      ;6;Noord- en Oost-Gelderland;25;Gelderland                ;4;IJssel-Vecht/Twente                ;8;Veluwe en Veluwerand                    ;16;Veluwe                                  ;2;Oost-Nederland    ;10;IJssel-Vecht                            ;9;Veluwe                                  ;11;Oost-Veluwe                             ;- ;Niet van toepassing  ;11.1;-  ;nvt                           ;03;Zwolle                    ;3;10 000 - < 20 000 inwoners  ;4;Weinig stedelijk    ;11623;713
