ID;EnergySourcesTechniques;EnergyApplication;Periods;FinalConsumption_1;FinalConsumptionRelative_2;AvoidedEnergy_3;AvoidedEnergyRelative_4;AvoidedEmission_5;AvoidedEmissionRelative_6
1123;Solar thermal, covered systems > 6 m2;Electricity;2003;;;;;;
1124;Solar thermal, covered systems > 6 m2;Electricity;2004;;;;;;
1125;Solar thermal, covered systems > 6 m2;Electricity;2005;;;;;;
1126;Solar thermal, covered systems > 6 m2;Electricity;2006;;;;;;
1127;Solar thermal, covered systems > 6 m2;Electricity;2007;;;;;;
1128;Solar thermal, covered systems > 6 m2;Electricity;2008;;;;;;
1129;Solar thermal, covered systems > 6 m2;Electricity;2009;;;;;;
1130;Solar thermal, covered systems > 6 m2;Electricity;2010;;;;;;
1131;Solar thermal, covered systems > 6 m2;Electricity;2011;;;;;;
1132;Solar thermal, covered systems > 6 m2;Electricity;2012;;;;;;
1133;Solar thermal, covered systems > 6 m2;Electricity;2013;;;;;;
1134;Solar thermal, covered systems > 6 m2;Electricity;2014;;;;;;
1135;Solar thermal, covered systems > 6 m2;Electricity;2015;;;;;;
1136;Solar thermal, covered systems > 6 m2;Electricity;2016;;;;;;
1137;Solar thermal, covered systems > 6 m2;Electricity;2017;;;;;;
1138;Solar thermal, covered systems > 6 m2;Electricity;2018;;;;;;
1139;Solar thermal, covered systems > 6 m2;Electricity;2019;;;;;;
1140;Solar thermal, covered systems > 6 m2;Heat;1990;18.0;0.0;19.0;0.0;1.0;0.0
1141;Solar thermal, covered systems > 6 m2;Heat;1991;19.0;0.0;20.0;0.0;1.0;0.0
1142;Solar thermal, covered systems > 6 m2;Heat;1992;19.0;0.0;20.0;0.0;1.0;0.0
1143;Solar thermal, covered systems > 6 m2;Heat;1993;22.0;0.0;24.0;0.0;1.0;0.0
1144;Solar thermal, covered systems > 6 m2;Heat;1994;26.0;0.0;28.0;0.0;2.0;0.0
1145;Solar thermal, covered systems > 6 m2;Heat;1995;29.0;0.0;32.0;0.0;2.0;0.0
1146;Solar thermal, covered systems > 6 m2;Heat;1996;32.0;0.0;35.0;0.0;2.0;0.0
1147;Solar thermal, covered systems > 6 m2;Heat;1997;38.0;0.0;41.0;0.0;2.0;0.0
1148;Solar thermal, covered systems > 6 m2;Heat;1998;44.0;0.0;47.0;0.0;3.0;0.0
1149;Solar thermal, covered systems > 6 m2;Heat;1999;48.0;0.0;51.0;0.0;3.0;0.0
1150;Solar thermal, covered systems > 6 m2;Heat;2000;47.0;0.0;51.0;0.0;3.0;0.0
1151;Solar thermal, covered systems > 6 m2;Heat;2001;52.0;0.0;56.0;0.0;3.0;0.0
1152;Solar thermal, covered systems > 6 m2;Heat;2002;60.0;0.0;64.0;0.0;4.0;0.0
1153;Solar thermal, covered systems > 6 m2;Heat;2003;66.0;0.0;71.0;0.0;4.0;0.0
1154;Solar thermal, covered systems > 6 m2;Heat;2004;74.0;0.0;80.0;0.0;5.0;0.0
1155;Solar thermal, covered systems > 6 m2;Heat;2005;79.0;0.0;85.0;0.0;5.0;0.0
1156;Solar thermal, covered systems > 6 m2;Heat;2006;82.0;0.0;88.0;0.0;5.0;0.0
1157;Solar thermal, covered systems > 6 m2;Heat;2007;86.0;0.0;93.0;0.0;5.0;0.0
1158;Solar thermal, covered systems > 6 m2;Heat;2008;92.0;0.0;99.0;0.0;6.0;0.0
1159;Solar thermal, covered systems > 6 m2;Heat;2009;111.0;0.01;119.0;0.0;7.0;0.0
1160;Solar thermal, covered systems > 6 m2;Heat;2010;138.0;0.01;149.0;0.0;8.0;0.0
1161;Solar thermal, covered systems > 6 m2;Heat;2011;151.0;0.01;162.0;0.01;9.0;0.01
1162;Solar thermal, covered systems > 6 m2;Heat;2012;164.0;0.01;177.0;0.01;10.0;0.01
1163;Solar thermal, covered systems > 6 m2;Heat;2013;175.0;0.01;189.0;0.01;11.0;0.01
1164;Solar thermal, covered systems > 6 m2;Heat;2014;181.0;0.01;195.0;0.01;11.0;0.01
1165;Solar thermal, covered systems > 6 m2;Heat;2015;187.0;0.01;201.0;0.01;11.0;0.01
1166;Solar thermal, covered systems > 6 m2;Heat;2016;194.0;0.01;209.0;0.01;12.0;0.01
1167;Solar thermal, covered systems > 6 m2;Heat;2017;204.0;0.01;220.0;0.01;12.0;0.01
1168;Solar thermal, covered systems > 6 m2;Heat;2018;220.0;0.01;237.0;0.01;13.0;0.01
1169;Solar thermal, covered systems > 6 m2;Heat;2019;276.0;0.01;297.0;0.01;17.0;0.01
1170;Solar thermal, covered systems > 6 m2;Transport;1990;;;;;;
1171;Solar thermal, covered systems > 6 m2;Transport;1991;;;;;;
1172;Solar thermal, covered systems > 6 m2;Transport;1992;;;;;;
1173;Solar thermal, covered systems > 6 m2;Transport;1993;;;;;;
1174;Solar thermal, covered systems > 6 m2;Transport;1994;;;;;;
1175;Solar thermal, covered systems > 6 m2;Transport;1995;;;;;;
1176;Solar thermal, covered systems > 6 m2;Transport;1996;;;;;;
1177;Solar thermal, covered systems > 6 m2;Transport;1997;;;;;;
1178;Solar thermal, covered systems > 6 m2;Transport;1998;;;;;;
1179;Solar thermal, covered systems > 6 m2;Transport;1999;;;;;;
1180;Solar thermal, covered systems > 6 m2;Transport;2000;;;;;;
1181;Solar thermal, covered systems > 6 m2;Transport;2001;;;;;;
1182;Solar thermal, covered systems > 6 m2;Transport;2002;;;;;;
1183;Solar thermal, covered systems > 6 m2;Transport;2003;;;;;;
1184;Solar thermal, covered systems > 6 m2;Transport;2004;;;;;;
1185;Solar thermal, covered systems > 6 m2;Transport;2005;;;;;;
1186;Solar thermal, covered systems > 6 m2;Transport;2006;;;;;;
1187;Solar thermal, covered systems > 6 m2;Transport;2007;;;;;;
1188;Solar thermal, covered systems > 6 m2;Transport;2008;;;;;;
1189;Solar thermal, covered systems > 6 m2;Transport;2009;;;;;;
1190;Solar thermal, covered systems > 6 m2;Transport;2010;;;;;;
1191;Solar thermal, covered systems > 6 m2;Transport;2011;;;;;;
1192;Solar thermal, covered systems > 6 m2;Transport;2012;;;;;;
1193;Solar thermal, covered systems > 6 m2;Transport;2013;;;;;;
1194;Solar thermal, covered systems > 6 m2;Transport;2014;;;;;;
1195;Solar thermal, covered systems > 6 m2;Transport;2015;;;;;;
1196;Solar thermal, covered systems > 6 m2;Transport;2016;;;;;;
1197;Solar thermal, covered systems > 6 m2;Transport;2017;;;;;;
1198;Solar thermal, covered systems > 6 m2;Transport;2018;;;;;;
1199;Solar thermal, covered systems > 6 m2;Transport;2019;;;;;;
1200;Solar thermal, uncovered systems;Total energy applications;1990;71.0;0.0;53.0;0.0;3.0;0.0
1201;Solar thermal, uncovered systems;Total energy applications;1991;73.0;0.0;54.0;0.0;3.0;0.0
1202;Solar thermal, uncovered systems;Total energy applications;1992;83.0;0.0;61.0;0.0;3.0;0.0
1203;Solar thermal, uncovered systems;Total energy applications;1993;86.0;0.0;64.0;0.0;4.0;0.0
1204;Solar thermal, uncovered systems;Total energy applications;1994;93.0;0.0;69.0;0.0;4.0;0.0
1205;Solar thermal, uncovered systems;Total energy applications;1995;100.0;0.0;74.0;0.0;4.0;0.0
1206;Solar thermal, uncovered systems;Total energy applications;1996;104.0;0.0;76.0;0.0;4.0;0.0
1207;Solar thermal, uncovered systems;Total energy applications;1997;108.0;0.01;79.0;0.0;5.0;0.0
1208;Solar thermal, uncovered systems;Total energy applications;1998;117.0;0.01;86.0;0.0;5.0;0.0
1209;Solar thermal, uncovered systems;Total energy applications;1999;125.0;0.01;92.0;0.0;5.0;0.0
1210;Solar thermal, uncovered systems;Total energy applications;2000;129.0;0.01;95.0;0.0;5.0;0.0
1211;Solar thermal, uncovered systems;Total energy applications;2001;131.0;0.01;97.0;0.0;5.0;0.0
1212;Solar thermal, uncovered systems;Total energy applications;2002;135.0;0.01;99.0;0.0;6.0;0.0
1213;Solar thermal, uncovered systems;Total energy applications;2003;134.0;0.01;99.0;0.0;6.0;0.0
1214;Solar thermal, uncovered systems;Total energy applications;2004;137.0;0.01;101.0;0.0;6.0;0.0
1215;Solar thermal, uncovered systems;Total energy applications;2005;145.0;0.01;107.0;0.0;6.0;0.0
1216;Solar thermal, uncovered systems;Total energy applications;2006;152.0;0.01;112.0;0.0;6.0;0.0
1217;Solar thermal, uncovered systems;Total energy applications;2007;160.0;0.01;118.0;0.0;7.0;0.0
1218;Solar thermal, uncovered systems;Total energy applications;2008;164.0;0.01;121.0;0.0;7.0;0.0
1219;Solar thermal, uncovered systems;Total energy applications;2009;166.0;0.01;122.0;0.0;7.0;0.0
1220;Solar thermal, uncovered systems;Total energy applications;2010;162.0;0.01;119.0;0.0;7.0;0.0
1221;Solar thermal, uncovered systems;Total energy applications;2011;158.0;0.01;117.0;0.0;7.0;0.0
1222;Solar thermal, uncovered systems;Total energy applications;2012;149.0;0.01;110.0;0.0;6.0;0.0
1223;Solar thermal, uncovered systems;Total energy applications;2013;144.0;0.01;106.0;0.0;6.0;0.0
1224;Solar thermal, uncovered systems;Total energy applications;2014;138.0;0.01;102.0;0.0;6.0;0.0
1225;Solar thermal, uncovered systems;Total energy applications;2015;132.0;0.01;97.0;0.0;5.0;0.0
1226;Solar thermal, uncovered systems;Total energy applications;2016;127.0;0.01;93.0;0.0;5.0;0.0
1227;Solar thermal, uncovered systems;Total energy applications;2017;120.0;0.01;88.0;0.0;5.0;0.0
1228;Solar thermal, uncovered systems;Total energy applications;2018;110.0;0.01;81.0;0.0;5.0;0.0
1229;Solar thermal, uncovered systems;Total energy applications;2019;104.0;0.0;76.0;0.0;4.0;0.0
1230;Solar thermal, uncovered systems;Electricity;1990;;;;;;
1231;Solar thermal, uncovered systems;Electricity;1991;;;;;;
1232;Solar thermal, uncovered systems;Electricity;1992;;;;;;
1233;Solar thermal, uncovered systems;Electricity;1993;;;;;;
1234;Solar thermal, uncovered systems;Electricity;1994;;;;;;
1235;Solar thermal, uncovered systems;Electricity;1995;;;;;;
1236;Solar thermal, uncovered systems;Electricity;1996;;;;;;
1237;Solar thermal, uncovered systems;Electricity;1997;;;;;;
1238;Solar thermal, uncovered systems;Electricity;1998;;;;;;
1239;Solar thermal, uncovered systems;Electricity;1999;;;;;;
1240;Solar thermal, uncovered systems;Electricity;2000;;;;;;
1241;Solar thermal, uncovered systems;Electricity;2001;;;;;;
1242;Solar thermal, uncovered systems;Electricity;2002;;;;;;
1243;Solar thermal, uncovered systems;Electricity;2003;;;;;;
1244;Solar thermal, uncovered systems;Electricity;2004;;;;;;
1245;Solar thermal, uncovered systems;Electricity;2005;;;;;;
1246;Solar thermal, uncovered systems;Electricity;2006;;;;;;
1247;Solar thermal, uncovered systems;Electricity;2007;;;;;;
1248;Solar thermal, uncovered systems;Electricity;2008;;;;;;
1249;Solar thermal, uncovered systems;Electricity;2009;;;;;;
1250;Solar thermal, uncovered systems;Electricity;2010;;;;;;
1251;Solar thermal, uncovered systems;Electricity;2011;;;;;;
1252;Solar thermal, uncovered systems;Electricity;2012;;;;;;
1253;Solar thermal, uncovered systems;Electricity;2013;;;;;;
1254;Solar thermal, uncovered systems;Electricity;2014;;;;;;
1255;Solar thermal, uncovered systems;Electricity;2015;;;;;;
1256;Solar thermal, uncovered systems;Electricity;2016;;;;;;
1257;Solar thermal, uncovered systems;Electricity;2017;;;;;;
1258;Solar thermal, uncovered systems;Electricity;2018;;;;;;
1259;Solar thermal, uncovered systems;Electricity;2019;;;;;;
1260;Solar thermal, uncovered systems;Heat;1990;71.0;0.0;53.0;0.0;3.0;0.0
1261;Solar thermal, uncovered systems;Heat;1991;73.0;0.0;54.0;0.0;3.0;0.0
1262;Solar thermal, uncovered systems;Heat;1992;83.0;0.0;61.0;0.0;3.0;0.0
1263;Solar thermal, uncovered systems;Heat;1993;86.0;0.0;64.0;0.0;4.0;0.0
1264;Solar thermal, uncovered systems;Heat;1994;93.0;0.0;69.0;0.0;4.0;0.0
1265;Solar thermal, uncovered systems;Heat;1995;100.0;0.0;74.0;0.0;4.0;0.0
1266;Solar thermal, uncovered systems;Heat;1996;104.0;0.0;76.0;0.0;4.0;0.0
1267;Solar thermal, uncovered systems;Heat;1997;108.0;0.01;79.0;0.0;5.0;0.0
1268;Solar thermal, uncovered systems;Heat;1998;117.0;0.01;86.0;0.0;5.0;0.0
1269;Solar thermal, uncovered systems;Heat;1999;125.0;0.01;92.0;0.0;5.0;0.0
1270;Solar thermal, uncovered systems;Heat;2000;129.0;0.01;95.0;0.0;5.0;0.0
1271;Solar thermal, uncovered systems;Heat;2001;131.0;0.01;97.0;0.0;5.0;0.0
1272;Solar thermal, uncovered systems;Heat;2002;135.0;0.01;99.0;0.0;6.0;0.0
1273;Solar thermal, uncovered systems;Heat;2003;134.0;0.01;99.0;0.0;6.0;0.0
1274;Solar thermal, uncovered systems;Heat;2004;137.0;0.01;101.0;0.0;6.0;0.0
1275;Solar thermal, uncovered systems;Heat;2005;145.0;0.01;107.0;0.0;6.0;0.0
1276;Solar thermal, uncovered systems;Heat;2006;152.0;0.01;112.0;0.0;6.0;0.0
1277;Solar thermal, uncovered systems;Heat;2007;160.0;0.01;118.0;0.0;7.0;0.0
1278;Solar thermal, uncovered systems;Heat;2008;164.0;0.01;121.0;0.0;7.0;0.0
1279;Solar thermal, uncovered systems;Heat;2009;166.0;0.01;122.0;0.0;7.0;0.0
1280;Solar thermal, uncovered systems;Heat;2010;162.0;0.01;119.0;0.0;7.0;0.0
1281;Solar thermal, uncovered systems;Heat;2011;158.0;0.01;117.0;0.0;7.0;0.0
1282;Solar thermal, uncovered systems;Heat;2012;149.0;0.01;110.0;0.0;6.0;0.0
1283;Solar thermal, uncovered systems;Heat;2013;144.0;0.01;106.0;0.0;6.0;0.0
1284;Solar thermal, uncovered systems;Heat;2014;138.0;0.01;102.0;0.0;6.0;0.0
1285;Solar thermal, uncovered systems;Heat;2015;132.0;0.01;97.0;0.0;5.0;0.0
1286;Solar thermal, uncovered systems;Heat;2016;127.0;0.01;93.0;0.0;5.0;0.0
1287;Solar thermal, uncovered systems;Heat;2017;120.0;0.01;88.0;0.0;5.0;0.0
1288;Solar thermal, uncovered systems;Heat;2018;110.0;0.01;81.0;0.0;5.0;0.0
1289;Solar thermal, uncovered systems;Heat;2019;104.0;0.0;76.0;0.0;4.0;0.0
1290;Solar thermal, uncovered systems;Transport;1990;;;;;;
1291;Solar thermal, uncovered systems;Transport;1991;;;;;;
1292;Solar thermal, uncovered systems;Transport;1992;;;;;;
1293;Solar thermal, uncovered systems;Transport;1993;;;;;;
1294;Solar thermal, uncovered systems;Transport;1994;;;;;;
1295;Solar thermal, uncovered systems;Transport;1995;;;;;;
1296;Solar thermal, uncovered systems;Transport;1996;;;;;;
1297;Solar thermal, uncovered systems;Transport;1997;;;;;;
1298;Solar thermal, uncovered systems;Transport;1998;;;;;;
1299;Solar thermal, uncovered systems;Transport;1999;;;;;;
1300;Solar thermal, uncovered systems;Transport;2000;;;;;;
1301;Solar thermal, uncovered systems;Transport;2001;;;;;;
1302;Solar thermal, uncovered systems;Transport;2002;;;;;;
1303;Solar thermal, uncovered systems;Transport;2003;;;;;;
1304;Solar thermal, uncovered systems;Transport;2004;;;;;;
1305;Solar thermal, uncovered systems;Transport;2005;;;;;;
1306;Solar thermal, uncovered systems;Transport;2006;;;;;;
1307;Solar thermal, uncovered systems;Transport;2007;;;;;;
1308;Solar thermal, uncovered systems;Transport;2008;;;;;;
1309;Solar thermal, uncovered systems;Transport;2009;;;;;;
1310;Solar thermal, uncovered systems;Transport;2010;;;;;;
1311;Solar thermal, uncovered systems;Transport;2011;;;;;;
1312;Solar thermal, uncovered systems;Transport;2012;;;;;;
1313;Solar thermal, uncovered systems;Transport;2013;;;;;;
1314;Solar thermal, uncovered systems;Transport;2014;;;;;;
1315;Solar thermal, uncovered systems;Transport;2015;;;;;;
1316;Solar thermal, uncovered systems;Transport;2016;;;;;;
1317;Solar thermal, uncovered systems;Transport;2017;;;;;;
1318;Solar thermal, uncovered systems;Transport;2018;;;;;;
1319;Solar thermal, uncovered systems;Transport;2019;;;;;;
1320;Total geothermal energy;Total energy applications;1990;;;4.0;0.0;0.0;0.0
1321;Total geothermal energy;Total energy applications;1991;;;5.0;0.0;0.0;0.0
1322;Total geothermal energy;Total energy applications;1992;;;9.0;0.0;1.0;0.0
1323;Total geothermal energy;Total energy applications;1993;;;14.0;0.0;1.0;0.0
1324;Total geothermal energy;Total energy applications;1994;28.0;0.0;40.0;0.0;2.0;0.0
1325;Total geothermal energy;Total energy applications;1995;31.0;0.0;56.0;0.0;3.0;0.0
1326;Total geothermal energy;Total energy applications;1996;36.0;0.0;79.0;0.0;5.0;0.0
1327;Total geothermal energy;Total energy applications;1997;56.0;0.0;118.0;0.0;7.0;0.0
1328;Total geothermal energy;Total energy applications;1998;90.0;0.0;174.0;0.01;10.0;0.01
1329;Total geothermal energy;Total energy applications;1999;117.0;0.01;229.0;0.01;13.0;0.01
1330;Total geothermal energy;Total energy applications;2000;156.0;0.01;286.0;0.01;17.0;0.01
1331;Total geothermal energy;Total energy applications;2001;187.0;0.01;354.0;0.01;21.0;0.01
1332;Total geothermal energy;Total energy applications;2002;244.0;0.01;453.0;0.01;26.0;0.01
1333;Total geothermal energy;Total energy applications;2003;311.0;0.01;549.0;0.02;32.0;0.02
1334;Total geothermal energy;Total energy applications;2004;452.0;0.02;670.0;0.02;37.0;0.02
1335;Total geothermal energy;Total energy applications;2005;628.0;0.03;848.0;0.03;46.0;0.03
1336;Total geothermal energy;Total energy applications;2006;840.0;0.04;1085.0;0.03;58.0;0.03
1337;Total geothermal energy;Total energy applications;2007;1141.0;0.05;1305.0;0.04;68.0;0.04
1338;Total geothermal energy;Total energy applications;2008;1584.0;0.07;1710.0;0.05;89.0;0.05
1339;Total geothermal energy;Total energy applications;2009;1983.0;0.09;2110.0;0.07;110.0;0.06
1340;Total geothermal energy;Total energy applications;2010;2501.0;0.11;2699.0;0.08;142.0;0.08
1341;Total geothermal energy;Total energy applications;2011;2854.0;0.13;2932.0;0.09;153.0;0.09
1342;Total geothermal energy;Total energy applications;2012;3347.0;0.15;3332.0;0.1;168.0;0.1
1343;Total geothermal energy;Total energy applications;2013;4140.0;0.19;4083.0;0.13;203.0;0.12
1344;Total geothermal energy;Total energy applications;2014;4906.0;0.24;4637.0;0.15;227.0;0.14
1345;Total geothermal energy;Total energy applications;2015;6082.0;0.29;5667.0;0.18;266.0;0.16
1346;Total geothermal energy;Total energy applications;2016;6699.0;0.32;6429.0;0.2;324.0;0.19
1347;Total geothermal energy;Total energy applications;2017;7127.0;0.34;6986.0;0.22;358.0;0.22
1348;Total geothermal energy;Total energy applications;2018;8114.0;0.38;7907.0;0.25;414.0;0.26
1349;Total geothermal energy;Total energy applications;2019;10278.0;0.49;9965.0;0.32;524.0;0.34
1350;Total geothermal energy;Electricity;1990;;;;;;
1351;Total geothermal energy;Electricity;1991;;;;;;
1352;Total geothermal energy;Electricity;1992;;;;;;
1353;Total geothermal energy;Electricity;1993;;;;;;
1354;Total geothermal energy;Electricity;1994;;;;;;
1355;Total geothermal energy;Electricity;1995;;;;;;
1356;Total geothermal energy;Electricity;1996;;;;;;
1357;Total geothermal energy;Electricity;1997;;;;;;
1358;Total geothermal energy;Electricity;1998;;;;;;
1359;Total geothermal energy;Electricity;1999;;;;;;
1360;Total geothermal energy;Electricity;2000;;;;;;
1361;Total geothermal energy;Electricity;2001;;;;;;
1362;Total geothermal energy;Electricity;2002;;;;;;
1363;Total geothermal energy;Electricity;2003;;;;;;
1364;Total geothermal energy;Electricity;2004;;;;;;
1365;Total geothermal energy;Electricity;2005;;;;;;
1366;Total geothermal energy;Electricity;2006;;;;;;
1367;Total geothermal energy;Electricity;2007;;;;;;
1368;Total geothermal energy;Electricity;2008;;;;;;
1369;Total geothermal energy;Electricity;2009;;;;;;
1370;Total geothermal energy;Electricity;2010;;;;;;
1371;Total geothermal energy;Electricity;2011;;;;;;
1372;Total geothermal energy;Electricity;2012;;;;;;
1373;Total geothermal energy;Electricity;2013;;;;;;
1374;Total geothermal energy;Electricity;2014;;;;;;
1375;Total geothermal energy;Electricity;2015;;;;;;
1376;Total geothermal energy;Electricity;2016;;;;;;
1377;Total geothermal energy;Electricity;2017;;;;;;
1378;Total geothermal energy;Electricity;2018;;;;;;
1379;Total geothermal energy;Electricity;2019;;;;;;
1380;Total geothermal energy;Heat;1990;;;4.0;0.0;0.0;0.0
1381;Total geothermal energy;Heat;1991;;;5.0;0.0;0.0;0.0
1382;Total geothermal energy;Heat;1992;;;9.0;0.0;1.0;0.0
1383;Total geothermal energy;Heat;1993;;;14.0;0.0;1.0;0.0
1384;Total geothermal energy;Heat;1994;28.0;0.0;40.0;0.0;2.0;0.0
1385;Total geothermal energy;Heat;1995;31.0;0.0;56.0;0.0;3.0;0.0
1386;Total geothermal energy;Heat;1996;36.0;0.0;79.0;0.0;5.0;0.0
1387;Total geothermal energy;Heat;1997;56.0;0.0;118.0;0.0;7.0;0.0
1388;Total geothermal energy;Heat;1998;90.0;0.0;174.0;0.01;10.0;0.01
1389;Total geothermal energy;Heat;1999;117.0;0.01;229.0;0.01;13.0;0.01
1390;Total geothermal energy;Heat;2000;156.0;0.01;286.0;0.01;17.0;0.01
1391;Total geothermal energy;Heat;2001;187.0;0.01;354.0;0.01;21.0;0.01
1392;Total geothermal energy;Heat;2002;244.0;0.01;453.0;0.01;26.0;0.01
1393;Total geothermal energy;Heat;2003;311.0;0.01;549.0;0.02;32.0;0.02
1394;Total geothermal energy;Heat;2004;452.0;0.02;670.0;0.02;37.0;0.02
1395;Total geothermal energy;Heat;2005;628.0;0.03;848.0;0.03;46.0;0.03
1396;Total geothermal energy;Heat;2006;840.0;0.04;1085.0;0.03;58.0;0.03
1397;Total geothermal energy;Heat;2007;1141.0;0.05;1305.0;0.04;68.0;0.04
1398;Total geothermal energy;Heat;2008;1584.0;0.07;1710.0;0.05;89.0;0.05
1399;Total geothermal energy;Heat;2009;1983.0;0.09;2110.0;0.07;110.0;0.06
1400;Total geothermal energy;Heat;2010;2501.0;0.11;2699.0;0.08;142.0;0.08
1401;Total geothermal energy;Heat;2011;2854.0;0.13;2932.0;0.09;153.0;0.09
1402;Total geothermal energy;Heat;2012;3347.0;0.15;3332.0;0.1;168.0;0.1
1403;Total geothermal energy;Heat;2013;4140.0;0.19;4083.0;0.13;203.0;0.12
