ID;Geslacht;Leeftijd;Herkomst;Generatie;BurgerlijkeStaat;Perioden;AantalPersonen_1;OpgebouwdeJaarlijkseAanspraken_2;TeBereikenJaarlijkseAanspraken_3;Vervangingspercentage_4;OpgebouwdeJaarlijkseAanspraken_5;TeBereikenJaarlijkseAanspraken_6;Vervangingspercentage_7;Vermogen_8;OpgebouwdeJaarlijkseAanspraken_9;TeBereikenJaarlijkseAanspraken_10;Vervangingspercentage_11
109;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Tweede generatie allochtonen;Gehuwd;2010;306650.0;5500.0;9300.0;28.0;4800.0;10800.0;32.0;50.0;10300.0;20100.0;60.0
110;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Tweede generatie allochtonen;Gehuwd;2011;305050.0;5600.0;9400.0;27.0;4500.0;10500.0;30.0;48.0;10100.0;19900.0;57.0
111;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Tweede generatie allochtonen;Gehuwd;2012;304000.0;5600.0;9600.0;27.0;4100.0;9900.0;28.0;46.0;9700.0;19500.0;55.0
112;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Tweede generatie allochtonen;Ongehuwd;2005;477200.0;2200.0;10700.0;81.0;900.0;4500.0;34.0;12.0;3100.0;15200.0;115.0
113;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Tweede generatie allochtonen;Ongehuwd;2006;495400.0;2300.0;10800.0;76.0;900.0;5200.0;37.0;12.0;3200.0;16000.0;113.0
114;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Tweede generatie allochtonen;Ongehuwd;2007;512450.0;2400.0;11200.0;75.0;1100.0;5900.0;40.0;12.0;3500.0;17100.0;115.0
115;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Tweede generatie allochtonen;Ongehuwd;2008;530550.0;2500.0;11500.0;74.0;1100.0;6100.0;39.0;14.0;3600.0;17600.0;113.0
116;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Tweede generatie allochtonen;Ongehuwd;2009;549850.0;2600.0;12100.0;78.0;900.0;4400.0;28.0;11.0;3500.0;16500.0;106.0
117;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Tweede generatie allochtonen;Ongehuwd;2010;568400.0;2700.0;12200.0;79.0;900.0;4200.0;27.0;11.0;3600.0;16400.0;106.0
118;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Tweede generatie allochtonen;Ongehuwd;2011;586900.0;2700.0;12400.0;79.0;800.0;4100.0;26.0;10.0;3500.0;16500.0;105.0
119;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Tweede generatie allochtonen;Ongehuwd;2012;605750.0;2800.0;12600.0;80.0;700.0;3800.0;24.0;9.0;3500.0;16400.0;104.0
120;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Tweede generatie allochtonen;Gescheiden;2005;56950.0;6400.0;10100.0;40.0;3800.0;7800.0;31.0;35.0;10200.0;17900.0;71.0
121;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Tweede generatie allochtonen;Gescheiden;2006;58500.0;6500.0;10300.0;38.0;3900.0;8800.0;32.0;36.0;10400.0;19100.0;70.0
122;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Tweede generatie allochtonen;Gescheiden;2007;62700.0;6700.0;10600.0;37.0;4400.0;10100.0;35.0;37.0;11100.0;20700.0;72.0
123;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Tweede generatie allochtonen;Gescheiden;2008;64200.0;7000.0;11000.0;37.0;4600.0;10600.0;35.0;39.0;11600.0;21600.0;72.0
124;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Tweede generatie allochtonen;Gescheiden;2009;65550.0;7300.0;11500.0;38.0;4300.0;9000.0;29.0;34.0;11600.0;20500.0;67.0
125;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Tweede generatie allochtonen;Gescheiden;2010;66800.0;7500.0;11600.0;38.0;4100.0;8600.0;28.0;34.0;11600.0;20200.0;66.0
126;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Tweede generatie allochtonen;Gescheiden;2011;67650.0;7600.0;11900.0;38.0;4000.0;8400.0;26.0;32.0;11600.0;20300.0;64.0
127;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Tweede generatie allochtonen;Gescheiden;2012;68850.0;7800.0;12000.0;38.0;3600.0;7800.0;24.0;30.0;11400.0;19800.0;62.0
128;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Tweede generatie allochtonen;Verweduwd;2005;8550.0;8800.0;10700.0;36.0;5000.0;6400.0;22.0;63.0;13800.0;17100.0;58.0
129;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Tweede generatie allochtonen;Verweduwd;2006;8300.0;9000.0;10800.0;36.0;4900.0;6600.0;22.0;63.0;13900.0;17400.0;58.0
130;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Tweede generatie allochtonen;Verweduwd;2007;8100.0;9300.0;11200.0;34.0;5400.0;7300.0;23.0;64.0;14700.0;18500.0;57.0
131;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Tweede generatie allochtonen;Verweduwd;2008;7950.0;9600.0;11500.0;34.0;6000.0;8000.0;24.0;66.0;15600.0;19500.0;58.0
132;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Tweede generatie allochtonen;Verweduwd;2009;7750.0;10100.0;12100.0;42.0;5500.0;7400.0;26.0;63.0;15600.0;19500.0;68.0
133;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Tweede generatie allochtonen;Verweduwd;2010;7650.0;10200.0;12300.0;41.0;5300.0;7200.0;24.0;64.0;15500.0;19500.0;65.0
134;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Tweede generatie allochtonen;Verweduwd;2011;7250.0;10400.0;12500.0;39.0;5300.0;7400.0;23.0;63.0;15700.0;19900.0;62.0
135;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Tweede generatie allochtonen;Verweduwd;2012;6850.0;10500.0;12700.0;38.0;5000.0;7200.0;22.0;59.0;15500.0;19900.0;60.0
136;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Tweede generatie allochtonen;Niet gehuwd;2005;542700.0;2800.0;10600.0;72.0;1300.0;4800.0;33.0;15.0;4100.0;15400.0;105.0
137;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Tweede generatie allochtonen;Niet gehuwd;2006;562200.0;2800.0;10800.0;68.0;1300.0;5600.0;35.0;16.0;4100.0;16400.0;103.0
138;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Tweede generatie allochtonen;Niet gehuwd;2007;583250.0;2900.0;11100.0;67.0;1500.0;6400.0;38.0;16.0;4400.0;17500.0;105.0
139;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Tweede generatie allochtonen;Niet gehuwd;2008;602700.0;3000.0;11500.0;66.0;1500.0;6600.0;38.0;18.0;4500.0;18100.0;104.0
140;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Tweede generatie allochtonen;Niet gehuwd;2009;623100.0;3200.0;12000.0;70.0;1300.0;4900.0;29.0;14.0;4500.0;16900.0;99.0
141;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Tweede generatie allochtonen;Niet gehuwd;2010;642850.0;3300.0;12200.0;71.0;1300.0;4700.0;27.0;14.0;4600.0;16900.0;98.0
142;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Tweede generatie allochtonen;Niet gehuwd;2011;661800.0;3300.0;12400.0;71.0;1200.0;4500.0;26.0;13.0;4500.0;16900.0;97.0
143;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Tweede generatie allochtonen;Niet gehuwd;2012;681450.0;3400.0;12500.0;72.0;1100.0;4200.0;24.0;12.0;4500.0;16700.0;96.0
144;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Autochtonen;Totaal burgerlijke staat;2005;8811050.0;4400.0;9200.0;39.0;3500.0;8600.0;37.0;50.0;7900.0;17800.0;76.0
145;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Autochtonen;Totaal burgerlijke staat;2006;8806100.0;4500.0;9300.0;37.0;3500.0;9600.0;38.0;51.0;8000.0;18900.0;75.0
146;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Autochtonen;Totaal burgerlijke staat;2007;8796750.0;4700.0;9600.0;36.0;4100.0;10600.0;40.0;51.0;8800.0;20200.0;76.0
147;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Autochtonen;Totaal burgerlijke staat;2008;8775000.0;4900.0;9900.0;36.0;4200.0;11000.0;40.0;51.0;9100.0;20900.0;76.0
148;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Autochtonen;Totaal burgerlijke staat;2009;8752050.0;5100.0;10400.0;37.0;4100.0;10700.0;38.0;46.0;9200.0;21100.0;75.0
149;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Autochtonen;Totaal burgerlijke staat;2010;8733150.0;5200.0;10600.0;37.0;4000.0;10400.0;36.0;45.0;9200.0;21000.0;73.0
150;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Autochtonen;Totaal burgerlijke staat;2011;8651500.0;5300.0;10800.0;37.0;3800.0;10300.0;35.0;44.0;9100.0;21100.0;72.0
151;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Autochtonen;Totaal burgerlijke staat;2012;8582550.0;5400.0;10900.0;37.0;3500.0;9800.0;33.0;42.0;8900.0;20700.0;70.0
152;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Autochtonen;Gehuwd;2005;4652350.0;5200.0;8100.0;30.0;4800.0;10300.0;38.0;72.0;10000.0;18400.0;68.0
153;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Autochtonen;Gehuwd;2006;4598100.0;5300.0;8200.0;28.0;4900.0;11400.0;39.0;73.0;10200.0;19600.0;67.0
154;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Autochtonen;Gehuwd;2007;4531450.0;5500.0;8500.0;28.0;5700.0;12600.0;41.0;73.0;11200.0;21100.0;69.0
155;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Autochtonen;Gehuwd;2008;4467350.0;5700.0;8700.0;27.0;5800.0;13000.0;40.0;72.0;11500.0;21700.0;67.0
156;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Autochtonen;Gehuwd;2009;4401400.0;6000.0;9200.0;28.0;5800.0;12700.0;39.0;66.0;11800.0;21900.0;67.0
157;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Autochtonen;Gehuwd;2010;4342650.0;6100.0;9300.0;28.0;5600.0;12400.0;37.0;65.0;11700.0;21700.0;65.0
158;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Autochtonen;Gehuwd;2011;4232700.0;6200.0;9400.0;27.0;5400.0;12400.0;36.0;63.0;11600.0;21800.0;63.0
159;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Autochtonen;Gehuwd;2012;4128650.0;6300.0;9500.0;27.0;5000.0;11900.0;34.0;62.0;11300.0;21400.0;61.0
160;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Autochtonen;Ongehuwd;2005;3406250.0;2800.0;10400.0;58.0;1400.0;6500.0;36.0;21.0;4200.0;16900.0;94.0
161;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Autochtonen;Ongehuwd;2006;3445600.0;2900.0;10600.0;55.0;1500.0;7500.0;39.0;22.0;4400.0;18100.0;94.0
162;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Autochtonen;Ongehuwd;2007;3458050.0;3000.0;10900.0;54.0;1800.0;8300.0;42.0;23.0;4800.0;19200.0;96.0
163;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Autochtonen;Ongehuwd;2008;3494000.0;3100.0;11200.0;53.0;1800.0;8700.0;41.0;24.0;4900.0;19900.0;94.0
164;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Autochtonen;Ongehuwd;2009;3536650.0;3300.0;11700.0;55.0;1800.0;8300.0;39.0;21.0;5100.0;20000.0;94.0
165;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Autochtonen;Ongehuwd;2010;3573250.0;3400.0;11900.0;55.0;1800.0;8000.0;37.0;21.0;5200.0;19900.0;92.0
166;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Autochtonen;Ongehuwd;2011;3609400.0;3500.0;12100.0;55.0;1700.0;8000.0;36.0;20.0;5200.0;20100.0;91.0
167;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Autochtonen;Ongehuwd;2012;3648300.0;3600.0;12200.0;56.0;1600.0;7600.0;35.0;19.0;5200.0;19800.0;91.0
168;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Autochtonen;Gescheiden;2005;619300.0;6800.0;10200.0;40.0;4200.0;8200.0;32.0;42.0;11000.0;18400.0;72.0
169;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Autochtonen;Gescheiden;2006;630600.0;7000.0;10300.0;37.0;4300.0;9000.0;33.0;44.0;11300.0;19300.0;70.0
170;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Autochtonen;Gescheiden;2007;677200.0;7200.0;10700.0;36.0;4900.0;10300.0;35.0;46.0;12100.0;21000.0;71.0
171;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Autochtonen;Gescheiden;2008;686300.0;7500.0;11000.0;36.0;5100.0;10800.0;35.0;48.0;12600.0;21800.0;71.0
172;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Autochtonen;Gescheiden;2009;689350.0;7900.0;11500.0;37.0;5100.0;10500.0;34.0;43.0;13000.0;22000.0;71.0
173;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Autochtonen;Gescheiden;2010;694700.0;8100.0;11600.0;36.0;5000.0;10200.0;32.0;43.0;13100.0;21800.0;68.0
174;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Autochtonen;Gescheiden;2011;693600.0;8300.0;11900.0;36.0;4900.0;10200.0;31.0;43.0;13200.0;22100.0;67.0
175;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Autochtonen;Gescheiden;2012;695350.0;8400.0;12000.0;36.0;4500.0;9600.0;29.0;41.0;12900.0;21600.0;65.0
176;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Autochtonen;Verweduwd;2005;133150.0;8900.0;10800.0;37.0;4800.0;6100.0;21.0;67.0;13700.0;16900.0;58.0
177;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Autochtonen;Verweduwd;2006;131800.0;9100.0;11000.0;36.0;4600.0;6200.0;21.0;68.0;13700.0;17200.0;57.0
178;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Autochtonen;Verweduwd;2007;130100.0;9400.0;11300.0;35.0;5300.0;7100.0;22.0;69.0;14700.0;18400.0;57.0
179;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Autochtonen;Verweduwd;2008;127300.0;9800.0;11700.0;35.0;6100.0;8000.0;24.0;71.0;15900.0;19700.0;59.0
180;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Autochtonen;Verweduwd;2009;124600.0;10300.0;12300.0;44.0;5500.0;7400.0;26.0;68.0;15800.0;19700.0;70.0
181;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Autochtonen;Verweduwd;2010;122550.0;10500.0;12400.0;42.0;5300.0;7200.0;25.0;69.0;15800.0;19600.0;67.0
182;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Autochtonen;Verweduwd;2011;115850.0;10600.0;12600.0;41.0;5500.0;7400.0;24.0;69.0;16100.0;20000.0;65.0
183;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Autochtonen;Verweduwd;2012;110200.0;10700.0;12800.0;40.0;5100.0;7100.0;22.0;65.0;15800.0;19900.0;62.0
184;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Autochtonen;Niet gehuwd;2005;4158700.0;3600.0;10400.0;53.0;2000.0;6700.0;34.0;26.0;5600.0;17100.0;87.0
185;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Autochtonen;Niet gehuwd;2006;4208000.0;3700.0;10500.0;50.0;2000.0;7700.0;37.0;27.0;5700.0;18200.0;87.0
186;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Autochtonen;Niet gehuwd;2007;4265300.0;3900.0;10900.0;50.0;2400.0;8600.0;39.0;28.0;6300.0;19500.0;89.0
187;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Autochtonen;Niet gehuwd;2008;4307650.0;4000.0;11200.0;49.0;2500.0;9000.0;39.0;29.0;6500.0;20200.0;88.0
188;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Autochtonen;Niet gehuwd;2009;4350600.0;4200.0;11700.0;51.0;2400.0;8600.0;37.0;26.0;6600.0;20300.0;88.0
189;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Autochtonen;Niet gehuwd;2010;4390500.0;4300.0;11800.0;51.0;2400.0;8300.0;36.0;26.0;6700.0;20100.0;87.0
190;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Autochtonen;Niet gehuwd;2011;4418800.0;4400.0;12000.0;51.0;2300.0;8300.0;35.0;25.0;6700.0;20300.0;86.0
191;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Totaal allochtonen en autochtonen;Autochtonen;Niet gehuwd;2012;4453850.0;4500.0;12200.0;51.0;2100.0;7900.0;33.0;23.0;6600.0;20100.0;84.0
192;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Autochtonen;Totaal alle generaties;Totaal burgerlijke staat;2005;8811050.0;4400.0;9200.0;39.0;3500.0;8600.0;37.0;50.0;7900.0;17800.0;76.0
193;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Autochtonen;Totaal alle generaties;Totaal burgerlijke staat;2006;8806100.0;4500.0;9300.0;37.0;3500.0;9600.0;38.0;51.0;8000.0;18900.0;75.0
194;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Autochtonen;Totaal alle generaties;Totaal burgerlijke staat;2007;8796750.0;4700.0;9600.0;36.0;4100.0;10600.0;40.0;51.0;8800.0;20200.0;76.0
195;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Autochtonen;Totaal alle generaties;Totaal burgerlijke staat;2008;8775000.0;4900.0;9900.0;36.0;4200.0;11000.0;40.0;51.0;9100.0;20900.0;76.0
196;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Autochtonen;Totaal alle generaties;Totaal burgerlijke staat;2009;8752050.0;5100.0;10400.0;37.0;4100.0;10700.0;38.0;46.0;9200.0;21100.0;75.0
197;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Autochtonen;Totaal alle generaties;Totaal burgerlijke staat;2010;8733150.0;5200.0;10600.0;37.0;4000.0;10400.0;36.0;45.0;9200.0;21000.0;73.0
198;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Autochtonen;Totaal alle generaties;Totaal burgerlijke staat;2011;8651500.0;5300.0;10800.0;37.0;3800.0;10300.0;35.0;44.0;9100.0;21100.0;72.0
199;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Autochtonen;Totaal alle generaties;Totaal burgerlijke staat;2012;8688300.0;5400.0;10900.0;37.0;3500.0;9800.0;33.0;41.0;8900.0;20700.0;70.0
200;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Autochtonen;Totaal alle generaties;Gehuwd;2005;4652350.0;5200.0;8100.0;30.0;4800.0;10300.0;38.0;72.0;10000.0;18400.0;68.0
201;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Autochtonen;Totaal alle generaties;Gehuwd;2006;4598100.0;5300.0;8200.0;28.0;4900.0;11400.0;39.0;73.0;10200.0;19600.0;67.0
202;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Autochtonen;Totaal alle generaties;Gehuwd;2007;4531450.0;5500.0;8500.0;28.0;5700.0;12600.0;41.0;73.0;11200.0;21100.0;69.0
203;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Autochtonen;Totaal alle generaties;Gehuwd;2008;4467350.0;5700.0;8700.0;27.0;5800.0;13000.0;40.0;72.0;11500.0;21700.0;67.0
204;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Autochtonen;Totaal alle generaties;Gehuwd;2009;4401400.0;6000.0;9200.0;28.0;5800.0;12700.0;39.0;66.0;11800.0;21900.0;67.0
205;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Autochtonen;Totaal alle generaties;Gehuwd;2010;4342650.0;6100.0;9300.0;28.0;5600.0;12400.0;37.0;65.0;11700.0;21700.0;65.0
206;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Autochtonen;Totaal alle generaties;Gehuwd;2011;4232700.0;6200.0;9400.0;27.0;5400.0;12400.0;36.0;63.0;11600.0;21800.0;63.0
207;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Autochtonen;Totaal alle generaties;Gehuwd;2012;4149650.0;6300.0;9500.0;27.0;5000.0;11900.0;33.0;62.0;11300.0;21400.0;60.0
208;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Autochtonen;Totaal alle generaties;Ongehuwd;2005;3406250.0;2800.0;10400.0;58.0;1400.0;6500.0;36.0;21.0;4200.0;16900.0;94.0
209;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Autochtonen;Totaal alle generaties;Ongehuwd;2006;3445600.0;2900.0;10600.0;55.0;1500.0;7500.0;39.0;22.0;4400.0;18100.0;94.0
210;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Autochtonen;Totaal alle generaties;Ongehuwd;2007;3458050.0;3000.0;10900.0;54.0;1800.0;8300.0;42.0;23.0;4800.0;19200.0;96.0
211;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Autochtonen;Totaal alle generaties;Ongehuwd;2008;3494000.0;3100.0;11200.0;53.0;1800.0;8700.0;41.0;24.0;4900.0;19900.0;94.0
212;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Autochtonen;Totaal alle generaties;Ongehuwd;2009;3536650.0;3300.0;11700.0;55.0;1800.0;8300.0;39.0;21.0;5100.0;20000.0;94.0
213;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Autochtonen;Totaal alle generaties;Ongehuwd;2010;3573250.0;3400.0;11900.0;55.0;1800.0;8000.0;37.0;21.0;5200.0;19900.0;92.0
214;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Autochtonen;Totaal alle generaties;Ongehuwd;2011;3609400.0;3500.0;12100.0;55.0;1700.0;8000.0;36.0;20.0;5200.0;20100.0;91.0
215;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Autochtonen;Totaal alle generaties;Ongehuwd;2012;3723050.0;3500.0;12200.0;56.0;1600.0;7500.0;34.0;18.0;5100.0;19700.0;90.0
216;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Autochtonen;Totaal alle generaties;Gescheiden;2005;619300.0;6800.0;10200.0;40.0;4200.0;8200.0;32.0;42.0;11000.0;18400.0;72.0
217;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Autochtonen;Totaal alle generaties;Gescheiden;2006;630600.0;7000.0;10300.0;37.0;4300.0;9000.0;33.0;44.0;11300.0;19300.0;70.0
218;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Autochtonen;Totaal alle generaties;Gescheiden;2007;677200.0;7200.0;10700.0;36.0;4900.0;10300.0;35.0;46.0;12100.0;21000.0;71.0
219;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Autochtonen;Totaal alle generaties;Gescheiden;2008;686300.0;7500.0;11000.0;36.0;5100.0;10800.0;35.0;48.0;12600.0;21800.0;71.0
220;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Autochtonen;Totaal alle generaties;Gescheiden;2009;689350.0;7900.0;11500.0;37.0;5100.0;10500.0;34.0;43.0;13000.0;22000.0;71.0
221;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Autochtonen;Totaal alle generaties;Gescheiden;2010;694700.0;8100.0;11600.0;36.0;5000.0;10200.0;32.0;43.0;13100.0;21800.0;68.0
222;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Autochtonen;Totaal alle generaties;Gescheiden;2011;693600.0;8300.0;11900.0;36.0;4900.0;10200.0;31.0;43.0;13200.0;22100.0;67.0
223;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Autochtonen;Totaal alle generaties;Gescheiden;2012;704850.0;8400.0;12000.0;36.0;4500.0;9600.0;29.0;41.0;12900.0;21600.0;65.0
