ID;Geslacht;Leeftijd;BurgerlijkeStaat;KerkelijkeGezindte;Regio;Bewoners_1
205;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Remonstrant;Overijssel;435
206;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Remonstrant;Gelderland;2577
207;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Remonstrant;Utrecht (provincie);2675
208;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Remonstrant;Noord-Holland;6792
209;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Remonstrant;Zuid-Holland;13921
210;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Remonstrant;Zeeland;114
211;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Remonstrant;Noord-Brabant;373
212;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Remonstrant;Limburg;94
213;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Remonstrant;Gemeenten met meer dan 100000 inwoners;15838
214;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Remonstrant;Gemeenten met 50001 - 100000 inwoners;4149
215;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Remonstrant;Gemeenten met 20001 - 50000 inwoners;3134
216;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Remonstrant;Gemeenten met 10001 - 20000 inwoners;3546
217;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Remonstrant;Gemeenten met 5001 - 10000 inwoners;1683
218;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Remonstrant;Gemeenten met 2001 - 5000 inwoners;1178
219;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Remonstrant;Gemeenten met 1001 - 2000 inwoners;133
220;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Remonstrant;Gemeenten met 501 - 1000 inwoners;54
221;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Remonstrant;Gemeenten met 500 of minder inwoners;4
222;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Remonstrant;Amsterdam;4004
223;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Remonstrant;Rotterdam;4457
224;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Remonstrant;'s-Gravenhage;3679
225;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Remonstrant;Utrecht;1431
226;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Remonstrant;Haarlem;887
227;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Remonstrant;Groningen;1380
228;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Remonstrant;Eindhoven;104
229;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Remonstrant;Nijmegen;233
230;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Remonstrant;Tilburg;25
231;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Remonstrant;Arnhem;667
232;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Remonstrant;Leiden;1090
233;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Remonstrant;Maastricht;27
234;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Remonstrant;Apeldoorn;165
235;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Remonstrant;Hilversum;399
236;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Remonstrant;Dordrecht;630
237;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Remonstrant;Schiedam;183
238;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Remonstrant;Enschede;52
239;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Remonstrant;Delft;574
240;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Remonstrant;Leeuwarden;68
241;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Remonstrant;Heerlen;27
242;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Remonstrant;Breda;89
243;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Remonstrant;'s-Hertogenbosch;14
244;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Remonstrant;Velsen;70
245;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Remonstrant;Emmen;31
246;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Remonstrant;Zwolle;66
247;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Remonstrant;Amersfoort;448
248;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Remonstrant;Kerkrade;6
249;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Remonstrant;Deventer;79
250;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Remonstrant;Hengelo (O.);73
251;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Remonstrant;Zaandam;50
252;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Remonstrant;Almelo;26
253;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Remonstrant;Lonneker;9
254;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Remonstrant;Ede;78
255;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Remonstrant;Helder (Den);47
256;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Remonstrant;Gouda;447
257;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Remonstrant;Alkmaar;207
258;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Remonstrant;Vlaardingen;609
259;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Remonstrant;Haarlemmermeer;35
260;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Remonstrant;Helmond;10
261;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Remonstrant;Bussum;193
262;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Remonstrant;Zeist;238
263;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Remonstrant;Rheden;164
264;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Remonstrant;Venlo;1
265;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Remonstrant;Roosendaal en Nispen;7
266;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Remonstrant;Vlissingen;20
267;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Remonstrant;Bergen op Zoom;22
268;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Christelijk Gereformeerd;Nederland;50230
269;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Christelijk Gereformeerd;Groningen (provincie);3702
270;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Christelijk Gereformeerd;Friesland;4190
271;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Christelijk Gereformeerd;Drenthe;1838
272;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Christelijk Gereformeerd;Overijssel;3547
273;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Christelijk Gereformeerd;Gelderland;3549
274;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Christelijk Gereformeerd;Utrecht (provincie);3916
275;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Christelijk Gereformeerd;Noord-Holland;8339
276;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Christelijk Gereformeerd;Zuid-Holland;17636
277;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Christelijk Gereformeerd;Zeeland;1924
278;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Christelijk Gereformeerd;Noord-Brabant;1225
279;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Christelijk Gereformeerd;Limburg;364
280;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Christelijk Gereformeerd;Gemeenten met meer dan 100000 inwoners;11947
281;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Christelijk Gereformeerd;Gemeenten met 50001 - 100000 inwoners;5346
282;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Christelijk Gereformeerd;Gemeenten met 20001 - 50000 inwoners;6806
283;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Christelijk Gereformeerd;Gemeenten met 10001 - 20000 inwoners;9536
284;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Christelijk Gereformeerd;Gemeenten met 5001 - 10000 inwoners;8072
285;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Christelijk Gereformeerd;Gemeenten met 2001 - 5000 inwoners;6220
286;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Christelijk Gereformeerd;Gemeenten met 1001 - 2000 inwoners;1341
287;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Christelijk Gereformeerd;Gemeenten met 501 - 1000 inwoners;927
288;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Christelijk Gereformeerd;Gemeenten met 500 of minder inwoners;35
289;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Christelijk Gereformeerd;Amsterdam;2911
290;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Christelijk Gereformeerd;Rotterdam;3866
291;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Christelijk Gereformeerd;'s-Gravenhage;2218
292;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Christelijk Gereformeerd;Utrecht;943
293;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Christelijk Gereformeerd;Haarlem;866
294;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Christelijk Gereformeerd;Groningen;1143
295;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Christelijk Gereformeerd;Eindhoven;223
296;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Christelijk Gereformeerd;Nijmegen;63
297;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Christelijk Gereformeerd;Tilburg;16
298;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Christelijk Gereformeerd;Arnhem;300
299;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Christelijk Gereformeerd;Leiden;531
300;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Christelijk Gereformeerd;Maastricht;14
301;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Christelijk Gereformeerd;Apeldoorn;769
302;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Christelijk Gereformeerd;Hilversum;747
303;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Christelijk Gereformeerd;Dordrecht;1176
304;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Christelijk Gereformeerd;Schiedam;441
305;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Christelijk Gereformeerd;Enschede;842
306;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Christelijk Gereformeerd;Delft;224
307;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Christelijk Gereformeerd;Leeuwarden;688
308;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Christelijk Gereformeerd;Heerlen;84
309;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Christelijk Gereformeerd;Breda;31
310;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Christelijk Gereformeerd;'s-Hertogenbosch;15
311;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Christelijk Gereformeerd;Velsen;487
312;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Christelijk Gereformeerd;Emmen;447
313;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Christelijk Gereformeerd;Zwolle;491
314;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Christelijk Gereformeerd;Amersfoort;320
315;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Christelijk Gereformeerd;Kerkrade;51
316;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Christelijk Gereformeerd;Deventer;187
317;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Christelijk Gereformeerd;Hengelo (O.);58
318;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Christelijk Gereformeerd;Zaandam;396
319;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Christelijk Gereformeerd;Almelo;285
320;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Christelijk Gereformeerd;Lonneker;320
321;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Christelijk Gereformeerd;Ede;518
322;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Christelijk Gereformeerd;Helder (Den);222
323;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Christelijk Gereformeerd;Gouda;245
324;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Christelijk Gereformeerd;Alkmaar;34
325;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Christelijk Gereformeerd;Vlaardingen;406
326;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Christelijk Gereformeerd;Haarlemmermeer;548
327;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Christelijk Gereformeerd;Helmond;4
328;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Christelijk Gereformeerd;Bussum;309
329;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Christelijk Gereformeerd;Zeist;338
330;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Christelijk Gereformeerd;Rheden;64
331;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Christelijk Gereformeerd;Venlo;16
332;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Christelijk Gereformeerd;Roosendaal en Nispen;3
333;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Christelijk Gereformeerd;Vlissingen;201
334;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Christelijk Gereformeerd;Bergen op Zoom;38
335;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Doopsgezind;Nederland;62012
336;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Doopsgezind;Groningen (provincie);3797
337;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Doopsgezind;Friesland;12371
338;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Doopsgezind;Drenthe;655
339;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Doopsgezind;Overijssel;3561
340;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Doopsgezind;Gelderland;2695
341;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Doopsgezind;Utrecht (provincie);2199
342;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Doopsgezind;Noord-Holland;28124
343;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Doopsgezind;Zuid-Holland;7284
344;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Doopsgezind;Zeeland;634
345;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Doopsgezind;Noord-Brabant;452
346;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Doopsgezind;Limburg;240
347;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Doopsgezind;Gemeenten met meer dan 100000 inwoners;20555
348;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Doopsgezind;Gemeenten met 50001 - 100000 inwoners;3972
349;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Doopsgezind;Gemeenten met 20001 - 50000 inwoners;7677
350;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Doopsgezind;Gemeenten met 10001 - 20000 inwoners;9492
351;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Doopsgezind;Gemeenten met 5001 - 10000 inwoners;11390
352;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Doopsgezind;Gemeenten met 2001 - 5000 inwoners;6311
353;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Doopsgezind;Gemeenten met 1001 - 2000 inwoners;1699
354;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Doopsgezind;Gemeenten met 501 - 1000 inwoners;808
355;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Doopsgezind;Gemeenten met 500 of minder inwoners;108
356;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Doopsgezind;Amsterdam;9054
357;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Doopsgezind;Rotterdam;1665
358;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Doopsgezind;'s-Gravenhage;3342
359;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Doopsgezind;Utrecht;1007
360;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Doopsgezind;Haarlem;4117
361;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Doopsgezind;Groningen;1370
362;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Doopsgezind;Eindhoven;174
363;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Doopsgezind;Nijmegen;326
364;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Doopsgezind;Tilburg;24
365;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Doopsgezind;Arnhem;569
366;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Doopsgezind;Leiden;514
367;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Doopsgezind;Maastricht;45
