ID;SectorsAssets;CounterpartSectorsLiabilities;BalanceSheetsAndTransactions;Periods;SavingsTransferableAndOtherDeposits_1;ShortTermSecurities_2;LongTermSecurities_3;ShortTermLoans_4;LongTermLoans_5;ListedShares_6;InvestmentFundSharesOrUnits_7
223;Total domestic sectors;Total domestic sectors;Total other changes;2005 4th quarter;359.0;;;712.0;-2485.0;;
224;Total domestic sectors;Total domestic sectors;Total other changes;2005;2223.0;;;-2095.0;-6113.0;;
225;Total domestic sectors;Total domestic sectors;Total other changes;2006 1st quarter;-1001.0;;;-2137.0;-244.0;;
226;Total domestic sectors;Total domestic sectors;Total other changes;2006 2nd quarter;-78.0;;;-736.0;-735.0;;
227;Total domestic sectors;Total domestic sectors;Total other changes;2006 3rd quarter;-245.0;;;-326.0;-611.0;;
228;Total domestic sectors;Total domestic sectors;Total other changes;2006 4th quarter;-377.0;;;-402.0;-428.0;;
229;Total domestic sectors;Total domestic sectors;Total other changes;2006;-1701.0;;;-3601.0;-2018.0;;
230;Total domestic sectors;Total domestic sectors;Total other changes;2007 1st quarter;-35.0;;;319.0;112.0;;
231;Total domestic sectors;Total domestic sectors;Total other changes;2007 2nd quarter;37.0;;;-165.0;-1134.0;;
232;Total domestic sectors;Total domestic sectors;Total other changes;2007 3rd quarter;30.0;;;-191.0;-119.0;;
233;Total domestic sectors;Total domestic sectors;Total other changes;2007 4th quarter;27.0;;;301.0;25.0;;
234;Total domestic sectors;Total domestic sectors;Total other changes;2007;59.0;;;264.0;-1116.0;;
235;Total domestic sectors;Total domestic sectors;Total other changes;2008 1st quarter;-1339.0;;;-579.0;-536.0;;
236;Total domestic sectors;Total domestic sectors;Total other changes;2008 2nd quarter;135.0;;;1099.0;-200.0;;
237;Total domestic sectors;Total domestic sectors;Total other changes;2008 3rd quarter;2025.0;;;2638.0;845.0;;
238;Total domestic sectors;Total domestic sectors;Total other changes;2008 4th quarter;1733.0;;;-2237.0;4321.0;;
239;Total domestic sectors;Total domestic sectors;Total other changes;2008;2554.0;;;921.0;4430.0;;
240;Total domestic sectors;Total domestic sectors;Total other changes;2009 1st quarter;502.0;;;-3590.0;678.0;;
241;Total domestic sectors;Total domestic sectors;Total other changes;2009 2nd quarter;-517.0;;;820.0;-556.0;;
242;Total domestic sectors;Total domestic sectors;Total other changes;2009 3rd quarter;-485.0;;;249.0;-462.0;;
243;Total domestic sectors;Total domestic sectors;Total other changes;2009 4th quarter;267.0;;;23197.0;30598.0;;
244;Total domestic sectors;Total domestic sectors;Total other changes;2009;-233.0;;;20676.0;30258.0;;
245;Total domestic sectors;Total domestic sectors;Total other changes;2010 1st quarter;1029.0;142.0;1676.0;-666.0;489.0;4374.0;25363.0
246;Total domestic sectors;Total domestic sectors;Total other changes;2010 2nd quarter;2100.0;87.0;1355.0;288.0;4023.0;-3846.0;-4841.0
247;Total domestic sectors;Total domestic sectors;Total other changes;2010 3rd quarter;-2033.0;-184.0;2389.0;-3408.0;-1344.0;2776.0;10465.0
248;Total domestic sectors;Total domestic sectors;Total other changes;2010 4th quarter;446.0;32.0;-3745.0;-1051.0;-318.0;5058.0;13840.0
249;Total domestic sectors;Total domestic sectors;Total other changes;2010;1542.0;77.0;1675.0;-4837.0;2850.0;8362.0;44827.0
250;Total domestic sectors;Total domestic sectors;Total other changes;2011 1st quarter;-1143.0;-234.0;-3783.0;-324.0;-1672.0;473.0;-834.0
251;Total domestic sectors;Total domestic sectors;Total other changes;2011 2nd quarter;-294.0;-34.0;2142.0;62.0;533.0;-4511.0;-5187.0
252;Total domestic sectors;Total domestic sectors;Total other changes;2011 3rd quarter;1562.0;292.0;9169.0;4278.0;1240.0;-7825.0;-23056.0
253;Total domestic sectors;Total domestic sectors;Total other changes;2011 4th quarter;749.0;-5.0;2456.0;976.0;1019.0;4692.0;20225.0
254;Total domestic sectors;Total domestic sectors;Total other changes;2011;874.0;19.0;9984.0;4992.0;1120.0;-7171.0;-8852.0
255;Total domestic sectors;Total domestic sectors;Total other changes;2012 1st quarter;-897.0;96.0;-368.0;-1273.0;-566.0;4235.0;25106.0
256;Total domestic sectors;Total domestic sectors;Total other changes;2012 2nd quarter;1564.0;-21.0;1632.0;1322.0;728.0;-2462.0;-1377.0
257;Total domestic sectors;Total domestic sectors;Total other changes;2012 3rd quarter;-488.0;68.0;3576.0;-1157.0;-241.0;1635.0;18232.0
258;Total domestic sectors;Total domestic sectors;Total other changes;2012 4th quarter;-660.0;6.0;2651.0;-1314.0;-657.0;2265.0;5854.0
259;Total domestic sectors;Total domestic sectors;Total other changes;2012;-481.0;149.0;7491.0;-2422.0;-736.0;5673.0;47815.0
260;Total domestic sectors;Total domestic sectors;Total other changes;2013 1st quarter;346.0;-156.0;-2586.0;492.0;-248.0;2570.0;20073.0
261;Total domestic sectors;Total domestic sectors;Total other changes;2013 2nd quarter;-403.0;-103.0;-3410.0;-1375.0;-607.0;-2639.0;-14801.0
262;Total domestic sectors;Total domestic sectors;Total other changes;2013 3rd quarter;-491.0;11.0;-1438.0;-1387.0;-989.0;4304.0;5283.0
263;Total domestic sectors;Total domestic sectors;Total other changes;2013 4th quarter;-5003.0;-54.0;149.0;3236.0;-724.0;985.0;7663.0
264;Total domestic sectors;Total domestic sectors;Total other changes;2013;-5551.0;-302.0;-7285.0;966.0;-2568.0;5220.0;18218.0
265;Total domestic sectors;Total domestic sectors;Total other changes;2014 1st quarter;-136.0;182.0;5148.0;169.0;497.0;2155.0;17510.0
266;Total domestic sectors;Total domestic sectors;Total other changes;2014 2nd quarter;294.0;107.0;4703.0;251.0;-243.0;2122.0;23205.0
267;Total domestic sectors;Total domestic sectors;Total other changes;2014 3rd quarter;1699.0;50.0;4191.0;3273.0;2564.0;622.0;21003.0
268;Total domestic sectors;Total domestic sectors;Total other changes;2014 4th quarter;78095.0;1322.0;6571.0;76392.0;3796.0;-466.0;16883.0
269;Total domestic sectors;Total domestic sectors;Total other changes;2014;79952.0;1661.0;20613.0;80085.0;6614.0;4433.0;78601.0
270;Total domestic sectors;Total domestic sectors;Total other changes;2015 1st quarter;4289.0;64.0;8557.0;7076.0;29703.0;10678.0;69387.0
271;Total domestic sectors;Total domestic sectors;Total other changes;2015 2nd quarter;-1281.0;101.0;-12355.0;291.0;419.0;-3274.0;-30908.0
272;Total domestic sectors;Total domestic sectors;Total other changes;2015 3rd quarter;-295.0;-41.0;1449.0;1435.0;1208.0;-3177.0;-34965.0
273;Total domestic sectors;Total domestic sectors;Total other changes;2015 4th quarter;1078.0;39.0;-1502.0;3086.0;1744.0;3261.0;18153.0
274;Total domestic sectors;Total domestic sectors;Total other changes;2015;3791.0;163.0;-3851.0;11888.0;33074.0;7488.0;21667.0
275;Total domestic sectors;Total domestic sectors;Total other changes;2016 1st quarter;-3107.0;101.0;8005.0;-2348.0;-843.0;389.0;-4032.0
276;Total domestic sectors;Total domestic sectors;Total other changes;2016 2nd quarter;706.0;-202.0;5314.0;666.0;288.0;536.0;22954.0
277;Total domestic sectors;Total domestic sectors;Total other changes;2016 3rd quarter;-332.0;-34.0;134.0;-958.0;58.0;735.0;17180.0
278;Total domestic sectors;Total domestic sectors;Total other changes;2016 4th quarter;2121.0;12.0;-6374.0;2342.0;-202.0;1388.0;18746.0
279;Total domestic sectors;Total domestic sectors;Total other changes;2016;-612.0;-123.0;7079.0;-298.0;-699.0;3048.0;54848.0
280;Total domestic sectors;Total domestic sectors;Total other changes;2017 1st quarter;-507.0;-32.0;-2440.0;-923.0;-711.0;8206.0;13779.0
281;Total domestic sectors;Total domestic sectors;Total other changes;2017 2nd quarter;-2916.0;15.0;-981.0;-3400.0;-772.0;1706.0;-15183.0
282;Total domestic sectors;Total domestic sectors;Total other changes;2017 3rd quarter;-1366.0;38.0;-92.0;-1977.0;-920.0;7203.0;5081.0
283;Total domestic sectors;Total domestic sectors;Total other changes;2017 4th quarter;-625.0;-12.0;-334.0;-1462.0;-475.0;1933.0;21319.0
284;Total domestic sectors;Total domestic sectors;Total other changes;2017;-5414.0;9.0;-3847.0;-7762.0;-2878.0;19048.0;24996.0
285;Total domestic sectors;Total domestic sectors;Price changes and revaluations;1999 1st quarter;;;;;;;
286;Total domestic sectors;Total domestic sectors;Price changes and revaluations;1999 2nd quarter;;;;;;;
287;Total domestic sectors;Total domestic sectors;Price changes and revaluations;1999 3rd quarter;;;;;;;
288;Total domestic sectors;Total domestic sectors;Price changes and revaluations;1999 4th quarter;;;;;;;
289;Total domestic sectors;Total domestic sectors;Price changes and revaluations;1999;;;;;;;
290;Total domestic sectors;Total domestic sectors;Price changes and revaluations;2000 1st quarter;;;;;;;
291;Total domestic sectors;Total domestic sectors;Price changes and revaluations;2000 2nd quarter;;;;;;;
292;Total domestic sectors;Total domestic sectors;Price changes and revaluations;2000 3rd quarter;;;;;;;
293;Total domestic sectors;Total domestic sectors;Price changes and revaluations;2000 4th quarter;;;;;;;
294;Total domestic sectors;Total domestic sectors;Price changes and revaluations;2000;;;;;;;
295;Total domestic sectors;Total domestic sectors;Price changes and revaluations;2001 1st quarter;;;;;;;
296;Total domestic sectors;Total domestic sectors;Price changes and revaluations;2001 2nd quarter;;;;;;;
297;Total domestic sectors;Total domestic sectors;Price changes and revaluations;2001 3rd quarter;;;;;;;
298;Total domestic sectors;Total domestic sectors;Price changes and revaluations;2001 4th quarter;;;;;;;
299;Total domestic sectors;Total domestic sectors;Price changes and revaluations;2001;;;;;;;
300;Total domestic sectors;Total domestic sectors;Price changes and revaluations;2002 1st quarter;;;;;;;
301;Total domestic sectors;Total domestic sectors;Price changes and revaluations;2002 2nd quarter;;;;;;;
302;Total domestic sectors;Total domestic sectors;Price changes and revaluations;2002 3rd quarter;;;;;;;
303;Total domestic sectors;Total domestic sectors;Price changes and revaluations;2002 4th quarter;;;;;;;
304;Total domestic sectors;Total domestic sectors;Price changes and revaluations;2002;;;;;;;
305;Total domestic sectors;Total domestic sectors;Price changes and revaluations;2003 1st quarter;;;;;;;
306;Total domestic sectors;Total domestic sectors;Price changes and revaluations;2003 2nd quarter;;;;;;;
307;Total domestic sectors;Total domestic sectors;Price changes and revaluations;2003 3rd quarter;;;;;;;
308;Total domestic sectors;Total domestic sectors;Price changes and revaluations;2003 4th quarter;;;;;;;
309;Total domestic sectors;Total domestic sectors;Price changes and revaluations;2003;;;;;;;
310;Total domestic sectors;Total domestic sectors;Price changes and revaluations;2004 1st quarter;;;;;;;
311;Total domestic sectors;Total domestic sectors;Price changes and revaluations;2004 2nd quarter;;;;;;;
312;Total domestic sectors;Total domestic sectors;Price changes and revaluations;2004 3rd quarter;;;;;;;
313;Total domestic sectors;Total domestic sectors;Price changes and revaluations;2004 4th quarter;;;;;;;
314;Total domestic sectors;Total domestic sectors;Price changes and revaluations;2004;;;;;;;
315;Total domestic sectors;Total domestic sectors;Price changes and revaluations;2005 1st quarter;;;;;;;
316;Total domestic sectors;Total domestic sectors;Price changes and revaluations;2005 2nd quarter;;;;;;;
317;Total domestic sectors;Total domestic sectors;Price changes and revaluations;2005 3rd quarter;;;;;;;
318;Total domestic sectors;Total domestic sectors;Price changes and revaluations;2005 4th quarter;;;;;;;
319;Total domestic sectors;Total domestic sectors;Price changes and revaluations;2005;;;;;;;
320;Total domestic sectors;Total domestic sectors;Price changes and revaluations;2006 1st quarter;;;;;;;
321;Total domestic sectors;Total domestic sectors;Price changes and revaluations;2006 2nd quarter;;;;;;;
322;Total domestic sectors;Total domestic sectors;Price changes and revaluations;2006 3rd quarter;;;;;;;
323;Total domestic sectors;Total domestic sectors;Price changes and revaluations;2006 4th quarter;;;;;;;
324;Total domestic sectors;Total domestic sectors;Price changes and revaluations;2006;;;;;;;
325;Total domestic sectors;Total domestic sectors;Price changes and revaluations;2007 1st quarter;;;;;;;
326;Total domestic sectors;Total domestic sectors;Price changes and revaluations;2007 2nd quarter;;;;;;;
327;Total domestic sectors;Total domestic sectors;Price changes and revaluations;2007 3rd quarter;;;;;;;
328;Total domestic sectors;Total domestic sectors;Price changes and revaluations;2007 4th quarter;;;;;;;
329;Total domestic sectors;Total domestic sectors;Price changes and revaluations;2007;;;;;;;
330;Total domestic sectors;Total domestic sectors;Price changes and revaluations;2008 1st quarter;;;;;;;
331;Total domestic sectors;Total domestic sectors;Price changes and revaluations;2008 2nd quarter;;;;;;;
332;Total domestic sectors;Total domestic sectors;Price changes and revaluations;2008 3rd quarter;;;;;;;
333;Total domestic sectors;Total domestic sectors;Price changes and revaluations;2008 4th quarter;;;;;;;
334;Total domestic sectors;Total domestic sectors;Price changes and revaluations;2008;;;;;;;
335;Total domestic sectors;Total domestic sectors;Price changes and revaluations;2009 1st quarter;;;;;;;
336;Total domestic sectors;Total domestic sectors;Price changes and revaluations;2009 2nd quarter;;;;;;;
337;Total domestic sectors;Total domestic sectors;Price changes and revaluations;2009 3rd quarter;;;;;;;
338;Total domestic sectors;Total domestic sectors;Price changes and revaluations;2009 4th quarter;;;;;;;
339;Total domestic sectors;Total domestic sectors;Price changes and revaluations;2009;;;;;;;
340;Total domestic sectors;Total domestic sectors;Price changes and revaluations;2010 1st quarter;;;;;;;
341;Total domestic sectors;Total domestic sectors;Price changes and revaluations;2010 2nd quarter;;;;;;;
342;Total domestic sectors;Total domestic sectors;Price changes and revaluations;2010 3rd quarter;;;;;;;
343;Total domestic sectors;Total domestic sectors;Price changes and revaluations;2010 4th quarter;;;;;;;
344;Total domestic sectors;Total domestic sectors;Price changes and revaluations;2010;;;;;;;
345;Total domestic sectors;Total domestic sectors;Price changes and revaluations;2011 1st quarter;;;;;;;
346;Total domestic sectors;Total domestic sectors;Price changes and revaluations;2011 2nd quarter;;;;;;;
347;Total domestic sectors;Total domestic sectors;Price changes and revaluations;2011 3rd quarter;;;;;;;
348;Total domestic sectors;Total domestic sectors;Price changes and revaluations;2011 4th quarter;;;;;;;
349;Total domestic sectors;Total domestic sectors;Price changes and revaluations;2011;;;;;;;
350;Total domestic sectors;Total domestic sectors;Price changes and revaluations;2012 1st quarter;-897.0;96.0;-368.0;-1057.0;-199.0;4235.0;25106.0
351;Total domestic sectors;Total domestic sectors;Price changes and revaluations;2012 2nd quarter;1564.0;-21.0;1632.0;1507.0;941.0;-2462.0;-1377.0
352;Total domestic sectors;Total domestic sectors;Price changes and revaluations;2012 3rd quarter;-488.0;68.0;3576.0;-955.0;16.0;1635.0;18232.0
353;Total domestic sectors;Total domestic sectors;Price changes and revaluations;2012 4th quarter;-660.0;6.0;2651.0;-1074.0;-160.0;2265.0;5854.0
354;Total domestic sectors;Total domestic sectors;Price changes and revaluations;2012;-481.0;149.0;7491.0;-1579.0;598.0;5673.0;47815.0
355;Total domestic sectors;Total domestic sectors;Price changes and revaluations;2013 1st quarter;346.0;-156.0;-2592.0;648.0;222.0;2570.0;20073.0
356;Total domestic sectors;Total domestic sectors;Price changes and revaluations;2013 2nd quarter;-402.0;-103.0;-3410.0;-1188.0;-261.0;-2639.0;-14801.0
357;Total domestic sectors;Total domestic sectors;Price changes and revaluations;2013 3rd quarter;-491.0;11.0;-1438.0;-1144.0;-648.0;4304.0;5283.0
358;Total domestic sectors;Total domestic sectors;Price changes and revaluations;2013 4th quarter;-441.0;-54.0;149.0;-763.0;-343.0;985.0;7663.0
359;Total domestic sectors;Total domestic sectors;Price changes and revaluations;2013;-988.0;-302.0;-7291.0;-2447.0;-1030.0;5220.0;18218.0
360;Total domestic sectors;Total domestic sectors;Price changes and revaluations;2014 1st quarter;42.0;157.0;5142.0;499.0;749.0;1866.0;9210.0
361;Total domestic sectors;Total domestic sectors;Price changes and revaluations;2014 2nd quarter;307.0;107.0;4703.0;527.0;189.0;2122.0;23205.0
362;Total domestic sectors;Total domestic sectors;Price changes and revaluations;2014 3rd quarter;1727.0;50.0;4191.0;2930.0;3100.0;622.0;21003.0
363;Total domestic sectors;Total domestic sectors;Price changes and revaluations;2014 4th quarter;687.0;172.0;6540.0;2840.0;3863.0;-207.0;16883.0
364;Total domestic sectors;Total domestic sectors;Price changes and revaluations;2014;2763.0;486.0;20576.0;6796.0;7901.0;4403.0;70301.0
365;Total domestic sectors;Total domestic sectors;Price changes and revaluations;2015 1st quarter;4434.0;64.0;8575.0;7478.0;4361.0;10678.0;69387.0
366;Total domestic sectors;Total domestic sectors;Price changes and revaluations;2015 2nd quarter;-1281.0;101.0;-12355.0;488.0;757.0;-3274.0;-30908.0
