ID;SectorBranchesSIC2008;Periods;LabourPriceIndex_1;YearOnYearChangePriceOfLabour_2;WageCostsPerHourWorked_3;YearOnYearChangeWageCostsPerHour_4;StructuralEffect_5
1320;L Renting, buying, selling real estate;2008 April - 2009 March;97.1;2.0;91.9;2.2;0.2
1321;L Renting, buying, selling real estate;2008 July - 2009 June;97.2;1.3;92.2;1.7;0.5
1322;L Renting, buying, selling real estate;2008 October - 2009 September;96.4;-0.2;91.7;0.5;0.7
1323;L Renting, buying, selling real estate;2009 January - 2009 December;96.2;-1.0;91.8;0.0;1.0
1324;L Renting, buying, selling real estate;2009 April - 2010 March;96.3;-0.8;92.3;0.5;1.3
1325;L Renting, buying, selling real estate;2009 July - 2010 June;96.6;-0.7;93.0;0.8;1.5
1326;L Renting, buying, selling real estate;2009 October - 2010 September;97.7;1.4;94.4;3.0;1.6
1327;L Renting, buying, selling real estate;2010 January - 2010 December;97.2;1.1;94.3;2.7;1.6
1328;L Renting, buying, selling real estate;2010 April - 2011 March;97.1;0.9;94.4;2.2;1.3
1329;L Renting, buying, selling real estate;2010 July - 2011 June;97.1;0.6;94.6;1.7;1.1
1330;L Renting, buying, selling real estate;2010 October - 2011 September;97.4;-0.3;95.0;0.6;0.9
1331;L Renting, buying, selling real estate;2011 January - 2011 December;98.7;1.5;96.4;2.2;0.7
1332;L Renting, buying, selling real estate;2011 April - 2012 March;99.0;1.9;96.9;2.7;0.8
1333;L Renting, buying, selling real estate;2011 July - 2012 June;99.4;2.3;97.6;3.2;0.9
1334;L Renting, buying, selling real estate;2011 October - 2012 September;100.4;3.1;99.0;4.2;1.1
1335;L Renting, buying, selling real estate;2012 January - 2012 December;101.1;2.5;100.0;3.7;1.2
1336;L Renting, buying, selling real estate;2012 April - 2013 March;102.6;3.7;101.7;5.0;1.3
1337;L Renting, buying, selling real estate;2012 July - 2013 June;102.2;2.9;101.7;4.2;1.3
1338;L Renting, buying, selling real estate;2012 October - 2013 September;101.6;1.2;101.3;2.4;1.1
1339;L Renting, buying, selling real estate;2013 January - 2013 December;101.0;-0.1;101.0;1.0;1.1
1340;L Renting, buying, selling real estate;2013 April - 2014 March;100.5;-2.1;100.6;-1.1;0.9
1341;L Renting, buying, selling real estate;2013 July - 2014 June;100.2;-2.0;100.4;-1.2;0.8
1342;L Renting, buying, selling real estate;2013 October - 2014 September;100.1;-1.5;100.4;-0.9;0.6
1343;L Renting, buying, selling real estate;2014 January - 2014 December;100.4;-0.6;100.7;-0.3;0.4
1344;L Renting, buying, selling real estate;2014 April - 2015 March ;100.2;-0.3;100.4;-0.1;0.2
1345;L Renting, buying, selling real estate;2014 July - 2015 June;100.3;0.0;100.5;0.1;0.1
1346;L Renting, buying, selling real estate;2014 October - 2015 September;100.2;0.1;100.4;0.0;-0.1
1347;L Renting, buying, selling real estate;2015 January - 2015 December;100.0;-0.4;100.0;-0.7;-0.3
1348;L Renting, buying, selling real estate;2015 April - 2016 March;100.1;0.0;100.0;-0.4;-0.4
1349;L Renting, buying, selling real estate;2015 July - 2016 June;99.5;-0.7;99.3;-1.2;-0.5
1350;L Renting, buying, selling real estate;2015 October - 2016 September;100.1;-0.1;99.8;-0.5;-0.5
1351;L Renting, buying, selling real estate;2016 January - 2016 December;100.0;0.0;99.8;-0.2;-0.2
1352;L Renting, buying, selling real estate;2016 April - 2017 March;99.5;-0.6;99.2;-0.8;-0.2
1353;L Renting, buying, selling real estate;2016 July - 2017 June;100.0;0.5;99.6;0.3;-0.2
1354;L Renting, buying, selling real estate;2016 October - 2017 September;100.3;0.2;99.9;0.1;-0.2
1355;L Renting, buying, selling real estate;2017 January - 2017 December;101.4;1.3;100.9;1.1;-0.3
1356;L Renting, buying, selling real estate;2017 April - 2018 March;102.5;3.0;102.1;2.9;0.0
1357;L Renting, buying, selling real estate;2017 July - 2018 June;103.8;3.8;103.6;4.0;0.2
1358;L Renting, buying, selling real estate;2017 October - 2018 September;104.4;4.1;104.3;4.4;0.3
1359;L Renting, buying, selling real estate;2018 January - 2018 December;104.5;3.1;104.4;3.5;0.4
1360;L Renting, buying, selling real estate;2018 April - 2019 March;105.4;2.8;105.3;3.1;0.3
1361;L Renting, buying, selling real estate;2018 July - 2019 June;105.7;1.8;105.6;1.9;0.1
1362;L Renting, buying, selling real estate;2018 October - 2019 September;105.7;1.3;105.7;1.3;0.1
1363;L Renting, buying, selling real estate;2019 January - 2019 December;106.5;2.0;106.6;2.0;0.1
1364;L Renting, buying, selling real estate;2019 April - 2020 March;108.2;2.7;108.3;2.8;0.2
1365;L Renting, buying, selling real estate;2019 July - 2020 June;107.5;1.7;107.8;2.1;0.3
1366;L Renting, buying, selling real estate;2019 October - 2020 September;109.1;3.2;109.4;3.5;0.3
1367;L Renting, buying, selling real estate;2020 January - 2020 December;107.8;1.2;108.2;1.5;0.4
1368;L Renting, buying, selling real estate;2020 April - 2021 March;105.7;-2.3;106.2;-1.9;0.4
1369;L Renting, buying, selling real estate;2020 July - 2021 June;106.7;-0.8;107.2;-0.6;0.2
1370;L Renting, buying, selling real estate;2020 October - 2021 September;107.8;-1.2;108.2;-1.1;0.1
1371;L Renting, buying, selling real estate;2021 January - 2021 December;108.5;0.7;108.9;0.7;0.0
1372;L Renting, buying, selling real estate;2021 April - 2022 March;109.7;3.8;110.0;3.6;-0.2
1373;L Renting, buying, selling real estate;2021 July - 2022 June;110.9;3.9;111.2;3.7;-0.2
1374;L Renting, buying, selling real estate;2021 October - 2022 September;111.3;3.2;111.4;3.0;-0.3
1375;L Renting, buying, selling real estate;2022 January - 2022 December;113.7;4.8;113.8;4.5;-0.3
1376;L Renting, buying, selling real estate;2022 April - 2023 March;114.3;4.2;114.3;3.9;-0.3
1377;L Renting, buying, selling real estate;2022 July - 2023 June;115.7;4.4;115.7;4.1;-0.3
1378;L Renting, buying, selling real estate;2022 October - 2023 September;117.8;5.8;117.6;5.6;-0.3
1379;L Renting, buying, selling real estate;2023 January - 2023 December;118.9;4.6;118.8;4.4;-0.2
1380;M-N Business services;2001;84.8;;79.0;;
1381;M-N Business services;2002;87.2;2.9;82.1;4.0;1.1
1382;M-N Business services;2003;89.4;2.5;85.1;3.7;1.1
1383;M-N Business services;2004;89.2;-0.2;85.8;0.8;1.0
1384;M-N Business services;2005;90.4;1.4;86.9;1.2;-0.2
1385;M-N Business services;2006;90.6;0.2;87.4;0.6;0.4
1386;M-N Business services;2007;93.3;2.9;89.8;2.7;-0.2
1387;M-N Business services;2008;96.1;3.0;92.9;3.4;0.3
1388;M-N Business services;2009;96.3;0.2;95.9;3.3;3.0
1389;M-N Business services;2010;96.8;0.5;96.6;0.8;0.3
1390;M-N Business services;2011;98.8;2.0;98.6;2.0;0.0
1391;M-N Business services;2012;99.8;1.0;100.8;2.2;1.2
1392;M-N Business services;2013;100.4;0.5;101.7;1.0;0.4
1393;M-N Business services;2014;101.1;0.7;102.1;0.4;-0.3
1394;M-N Business services;2015;100.0;-1.1;100.0;-2.1;-1.0
1395;M-N Business services;2016;99.8;-0.2;99.1;-0.9;-0.7
1396;M-N Business services;2017;101.1;1.3;99.1;-0.1;-1.4
1397;M-N Business services;2018;103.8;2.7;101.3;2.3;-0.4
1398;M-N Business services;2019;106.4;2.5;104.4;3.1;0.6
1399;M-N Business services;2020;106.8;0.4;107.8;3.3;2.9
1400;M-N Business services;2021;109.1;2.1;109.3;1.3;-0.8
1401;M-N Business services;2022;116.7;6.9;117.0;7.1;0.1
1402;M-N Business services;2023;124.4;6.6;126.5;8.2;1.4
1403;M-N Business services;2006 January - 2006 December;90.6;0.2;87.4;0.6;0.4
1404;M-N Business services;2006 April - 2007 March;91.3;;87.9;;
1405;M-N Business services;2006 July - 2007 June;91.9;;88.5;;
1406;M-N Business services;2006 October - 2007 September;92.5;;89.1;;
1407;M-N Business services;2007 January - 2007 December;93.3;2.9;89.8;2.7;-0.2
1408;M-N Business services;2007 April - 2008 March;94.6;3.6;91.2;3.7;0.1
1409;M-N Business services;2007 July - 2008 June;95.6;4.1;92.2;4.2;0.1
1410;M-N Business services;2007 October - 2008 September;96.0;3.8;92.6;4.0;0.2
1411;M-N Business services;2008 January - 2008 December;96.1;3.0;92.9;3.4;0.3
1412;M-N Business services;2008 April - 2009 March;96.2;1.8;93.6;2.6;0.9
1413;M-N Business services;2008 July - 2009 June;96.8;1.2;94.8;2.8;1.6
1414;M-N Business services;2008 October - 2009 September;96.8;0.8;95.5;3.2;2.3
1415;M-N Business services;2009 January - 2009 December;96.3;0.2;95.9;3.3;3.0
1416;M-N Business services;2009 April - 2010 March;97.2;1.0;97.3;4.0;3.0
1417;M-N Business services;2009 July - 2010 June;97.1;0.4;97.3;2.7;2.3
1418;M-N Business services;2009 October - 2010 September;96.4;-0.3;96.4;0.9;1.2
1419;M-N Business services;2010 January - 2010 December;96.8;0.5;96.6;0.8;0.3
1420;M-N Business services;2010 April - 2011 March;97.2;-0.1;96.8;-0.5;-0.4
1421;M-N Business services;2010 July - 2011 June;97.5;0.3;97.1;-0.3;-0.6
1422;M-N Business services;2010 October - 2011 September;97.8;1.4;97.5;1.1;-0.3
1423;M-N Business services;2011 January - 2011 December;98.8;2.0;98.6;2.0;0.0
1424;M-N Business services;2011 April - 2012 March;98.5;1.4;98.6;1.9;0.4
1425;M-N Business services;2011 July - 2012 June;98.5;1.1;98.9;1.9;0.8
1426;M-N Business services;2011 October - 2012 September;99.2;1.5;99.8;2.4;0.9
1427;M-N Business services;2012 January - 2012 December;99.8;1.0;100.8;2.2;1.2
1428;M-N Business services;2012 April - 2013 March;100.8;2.3;101.8;3.3;1.0
1429;M-N Business services;2012 July - 2013 June;100.7;2.3;102.0;3.1;0.8
1430;M-N Business services;2012 October - 2013 September;100.7;1.5;102.2;2.4;0.9
1431;M-N Business services;2013 January - 2013 December;100.4;0.5;101.7;1.0;0.4
1432;M-N Business services;2013 April - 2014 March;100.4;-0.4;101.7;-0.1;0.3
1433;M-N Business services;2013 July - 2014 June;100.7;-0.1;102.0;0.0;0.1
1434;M-N Business services;2013 October - 2014 September;100.5;-0.1;101.8;-0.4;-0.3
1435;M-N Business services;2014 January - 2014 December;101.1;0.7;102.1;0.4;-0.3
1436;M-N Business services;2014 April - 2015 March ;101.0;0.6;101.7;0.0;-0.6
1437;M-N Business services;2014 July - 2015 June;101.2;0.5;101.6;-0.4;-0.9
1438;M-N Business services;2014 October - 2015 September;101.0;0.5;101.2;-0.5;-1.0
1439;M-N Business services;2015 January - 2015 December;100.0;-1.1;100.0;-2.1;-1.0
1440;M-N Business services;2015 April - 2016 March;100.1;-0.8;100.0;-1.7;-0.9
1441;M-N Business services;2015 July - 2016 June;99.4;-1.7;99.1;-2.4;-0.7
1442;M-N Business services;2015 October - 2016 September;99.7;-1.3;99.2;-2.0;-0.7
1443;M-N Business services;2016 January - 2016 December;99.8;-0.2;99.1;-0.9;-0.7
1444;M-N Business services;2016 April - 2017 March;99.2;-1.0;98.3;-1.7;-0.8
1445;M-N Business services;2016 July - 2017 June;100.0;0.6;98.7;-0.4;-0.9
1446;M-N Business services;2016 October - 2017 September;100.3;0.6;98.6;-0.6;-1.2
1447;M-N Business services;2017 January - 2017 December;101.1;1.3;99.1;-0.1;-1.4
1448;M-N Business services;2017 April - 2018 March;102.0;2.9;99.7;1.5;-1.3
1449;M-N Business services;2017 July - 2018 June;102.9;2.9;100.4;1.8;-1.2
1450;M-N Business services;2017 October - 2018 September;103.6;3.2;101.0;2.4;-0.8
1451;M-N Business services;2018 January - 2018 December;103.8;2.7;101.3;2.3;-0.4
1452;M-N Business services;2018 April - 2019 March;104.6;2.5;102.1;2.3;-0.2
1453;M-N Business services;2018 July - 2019 June;105.3;2.4;102.9;2.4;0.1
1454;M-N Business services;2018 October - 2019 September;105.5;1.9;103.3;2.3;0.5
1455;M-N Business services;2019 January - 2019 December;106.4;2.5;104.4;3.1;0.6
1456;M-N Business services;2019 April - 2020 March;107.9;3.1;106.3;4.2;1.0
1457;M-N Business services;2019 July - 2020 June;106.1;0.8;105.5;2.6;1.8
1458;M-N Business services;2019 October - 2020 September;107.6;2.0;107.8;4.3;2.3
1459;M-N Business services;2020 January - 2020 December;106.8;0.4;107.8;3.3;2.9
1460;M-N Business services;2020 April - 2021 March;105.3;-2.4;106.6;0.3;2.7
1461;M-N Business services;2020 July - 2021 June;107.4;1.1;108.2;2.5;1.3
1462;M-N Business services;2020 October - 2021 September;108.4;0.7;108.8;0.9;0.3
1463;M-N Business services;2021 January - 2021 December;109.1;2.1;109.3;1.3;-0.8
1464;M-N Business services;2021 April - 2022 March;110.5;4.9;110.5;3.6;-1.2
1465;M-N Business services;2021 July - 2022 June;113.0;5.2;112.9;4.4;-0.8
1466;M-N Business services;2021 October - 2022 September;114.4;5.6;114.5;5.3;-0.3
1467;M-N Business services;2022 January - 2022 December;116.7;6.9;117.0;7.1;0.1
1468;M-N Business services;2022 April - 2023 March;118.3;7.1;119.1;7.8;0.7
1469;M-N Business services;2022 July - 2023 June;120.2;6.4;121.4;7.5;1.0
1470;M-N Business services;2022 October - 2023 September;122.0;6.7;123.6;7.9;1.2
1471;M-N Business services;2023 January - 2023 December;124.4;6.6;126.5;8.2;1.4
1472;M Other specialised business services;2001;85.4;;73.7;;
1473;M Other specialised business services;2002;88.8;4.0;76.8;4.2;0.2
1474;M Other specialised business services;2003;91.5;3.1;80.5;4.8;1.7
1475;M Other specialised business services;2004;90.8;-0.8;80.9;0.5;1.3
1476;M Other specialised business services;2005;92.6;2.0;83.9;3.6;1.6
1477;M Other specialised business services;2006;92.4;-0.2;85.5;2.0;2.2
1478;M Other specialised business services;2007;94.4;2.1;88.1;3.0;0.9
1479;M Other specialised business services;2008;97.9;3.7;91.7;4.0;0.3
1480;M Other specialised business services;2009;97.6;-0.3;92.4;0.8;1.1
1481;M Other specialised business services;2010;98.7;1.1;95.4;3.2;2.1
1482;M Other specialised business services;2011;100.4;1.7;97.9;2.7;0.9
1483;M Other specialised business services;2012;101.3;0.9;99.7;1.9;1.0
1484;M Other specialised business services;2013;102.0;0.7;101.5;1.8;1.1
1485;M Other specialised business services;2014;102.7;0.6;102.7;1.2;0.5
1486;M Other specialised business services;2015;100.0;-2.6;100.0;-2.6;0.0
1487;M Other specialised business services;2016;98.9;-1.1;99.0;-1.0;0.1
1488;M Other specialised business services;2017;101.5;2.6;101.5;2.6;0.0
1489;M Other specialised business services;2018;103.2;1.7;103.1;1.5;-0.1
1490;M Other specialised business services;2019;106.0;2.7;105.8;2.6;-0.1
1491;M Other specialised business services;2020;107.0;0.9;107.1;1.3;0.4
1492;M Other specialised business services;2021;108.8;1.8;109.1;1.8;0.0
1493;M Other specialised business services;2022;115.1;5.8;115.2;5.6;-0.2
1494;M Other specialised business services;2023;121.2;5.2;121.2;5.2;0.0
1495;M Other specialised business services;2006 January - 2006 December;92.4;-0.2;85.5;2.0;2.2
1496;M Other specialised business services;2006 April - 2007 March;92.6;;85.9;;
1497;M Other specialised business services;2006 July - 2007 June;92.9;;86.4;;
1498;M Other specialised business services;2006 October - 2007 September;93.3;;86.9;;
1499;M Other specialised business services;2007 January - 2007 December;94.4;2.1;88.1;3.0;0.9
1500;M Other specialised business services;2007 April - 2008 March;95.8;3.4;89.6;4.3;0.8
1501;M Other specialised business services;2007 July - 2008 June;97.0;4.4;90.7;5.1;0.6
1502;M Other specialised business services;2007 October - 2008 September;97.5;4.5;91.3;5.0;0.5
1503;M Other specialised business services;2008 January - 2008 December;97.9;3.7;91.7;4.0;0.3
1504;M Other specialised business services;2008 April - 2009 March;97.7;2.0;91.6;2.2;0.2
1505;M Other specialised business services;2008 July - 2009 June;98.3;1.3;92.4;1.8;0.5
1506;M Other specialised business services;2008 October - 2009 September;98.3;0.8;92.7;1.6;0.7
1507;M Other specialised business services;2009 January - 2009 December;97.6;-0.3;92.4;0.8;1.1
1508;M Other specialised business services;2009 April - 2010 March;98.4;0.7;93.7;2.4;1.6
1509;M Other specialised business services;2009 July - 2010 June;98.3;0.0;94.1;1.8;1.8
1510;M Other specialised business services;2009 October - 2010 September;98.0;-0.3;94.3;1.7;2.0
1511;M Other specialised business services;2010 January - 2010 December;98.7;1.1;95.4;3.2;2.1
1512;M Other specialised business services;2010 April - 2011 March;98.8;0.4;95.7;2.1;1.7
1513;M Other specialised business services;2010 July - 2011 June;99.1;0.9;96.3;2.3;1.4
1514;M Other specialised business services;2010 October - 2011 September;99.4;1.4;96.7;2.6;1.1
1515;M Other specialised business services;2011 January - 2011 December;100.4;1.7;97.9;2.7;0.9
1516;M Other specialised business services;2011 April - 2012 March;100.2;1.4;97.9;2.3;0.9
1517;M Other specialised business services;2011 July - 2012 June;100.0;0.9;98.0;1.8;0.9
1518;M Other specialised business services;2011 October - 2012 September;100.9;1.5;99.1;2.5;1.0
1519;M Other specialised business services;2012 January - 2012 December;101.3;0.9;99.7;1.9;1.0
1520;M Other specialised business services;2012 April - 2013 March;102.4;2.2;101.1;3.3;1.1
1521;M Other specialised business services;2012 July - 2013 June;102.4;2.4;101.4;3.5;1.1
1522;M Other specialised business services;2012 October - 2013 September;102.1;1.3;101.4;2.4;1.1
1523;M Other specialised business services;2013 January - 2013 December;102.0;0.7;101.5;1.8;1.1
1524;M Other specialised business services;2013 April - 2014 March;102.0;-0.4;101.7;0.5;0.9
1525;M Other specialised business services;2013 July - 2014 June;102.3;-0.1;102.1;0.7;0.8
1526;M Other specialised business services;2013 October - 2014 September;102.2;0.1;102.2;0.7;0.6
1527;M Other specialised business services;2014 January - 2014 December;102.7;0.6;102.7;1.2;0.5
1528;M Other specialised business services;2014 April - 2015 March ;102.5;0.5;102.5;0.8;0.3
1529;M Other specialised business services;2014 July - 2015 June;102.4;0.1;102.3;0.2;0.1
1530;M Other specialised business services;2014 October - 2015 September;101.6;-0.6;101.6;-0.6;0.0
1531;M Other specialised business services;2015 January - 2015 December;100.0;-2.6;100.0;-2.6;0.0
1532;M Other specialised business services;2015 April - 2016 March;99.8;-2.7;99.8;-2.6;0.1
1533;M Other specialised business services;2015 July - 2016 June;98.6;-3.6;98.7;-3.5;0.1
1534;M Other specialised business services;2015 October - 2016 September;98.8;-2.8;98.9;-2.6;0.1
1535;M Other specialised business services;2016 January - 2016 December;98.9;-1.1;99.0;-1.0;0.1
1536;M Other specialised business services;2016 April - 2017 March;98.5;-1.2;98.6;-1.2;0.1
1537;M Other specialised business services;2016 July - 2017 June;99.7;1.1;99.9;1.2;0.1
1538;M Other specialised business services;2016 October - 2017 September;100.5;1.7;100.6;1.7;0.0
1539;M Other specialised business services;2017 January - 2017 December;101.5;2.6;101.5;2.6;0.0
1540;M Other specialised business services;2017 April - 2018 March;102.2;3.7;102.2;3.6;-0.1
1541;M Other specialised business services;2017 July - 2018 June;102.6;2.9;102.6;2.7;-0.2
1542;M Other specialised business services;2017 October - 2018 September;103.2;2.7;103.1;2.5;-0.2
1543;M Other specialised business services;2018 January - 2018 December;103.2;1.7;103.1;1.5;-0.1
1544;M Other specialised business services;2018 April - 2019 March;104.1;1.8;104.0;1.7;-0.1
1545;M Other specialised business services;2018 July - 2019 June;105.2;2.5;105.0;2.4;-0.1
1546;M Other specialised business services;2018 October - 2019 September;105.1;1.9;104.9;1.8;-0.1
1547;M Other specialised business services;2019 January - 2019 December;106.0;2.7;105.8;2.6;-0.1
1548;M Other specialised business services;2019 April - 2020 March;107.3;3.1;107.0;2.9;-0.1
1549;M Other specialised business services;2019 July - 2020 June;106.1;0.9;106.0;0.9;0.0
1550;M Other specialised business services;2019 October - 2020 September;107.7;2.5;107.7;2.6;0.2
1551;M Other specialised business services;2020 January - 2020 December;107.0;0.9;107.1;1.3;0.4
1552;M Other specialised business services;2020 April - 2021 March;105.8;-1.4;106.1;-0.8;0.5
1553;M Other specialised business services;2020 July - 2021 June;107.1;1.0;107.5;1.4;0.4
1554;M Other specialised business services;2020 October - 2021 September;108.1;0.4;108.5;0.7;0.3
1555;M Other specialised business services;2021 January - 2021 December;108.8;1.8;109.1;1.8;0.0
1556;M Other specialised business services;2021 April - 2022 March;110.3;4.2;110.4;4.0;-0.2
1557;M Other specialised business services;2021 July - 2022 June;112.4;4.9;112.5;4.7;-0.2
1558;M Other specialised business services;2021 October - 2022 September;113.5;4.9;113.5;4.7;-0.3
1559;M Other specialised business services;2022 January - 2022 December;115.1;5.8;115.2;5.6;-0.2
1560;M Other specialised business services;2022 April - 2023 March;115.9;5.1;115.9;4.9;-0.2
1561;M Other specialised business services;2022 July - 2023 June;117.6;4.6;117.5;4.5;-0.2
1562;M Other specialised business services;2022 October - 2023 September;119.1;5.0;119.0;4.9;-0.1
1563;M Other specialised business services;2023 January - 2023 December;121.2;5.2;121.2;5.2;0.0
1564;N Renting and other business support;2001;84.2;;79.2;;
1565;N Renting and other business support;2002;85.0;0.9;80.9;2.2;1.3
1566;N Renting and other business support;2003;86.3;1.5;82.1;1.5;0.0
1567;N Renting and other business support;2004;87.0;0.8;83.4;1.5;0.7
1568;N Renting and other business support;2005;87.2;0.3;83.6;0.4;0.0
1569;N Renting and other business support;2006;88.1;0.9;84.7;1.3;0.4
1570;N Renting and other business support;2007;91.8;4.2;88.7;4.6;0.4
1571;N Renting and other business support;2008;93.7;2.0;91.1;2.8;0.7
1572;N Renting and other business support;2009;94.6;1.0;93.4;2.5;1.5
1573;N Renting and other business support;2010;94.1;-0.5;93.2;-0.2;0.3
1574;N Renting and other business support;2011;96.5;2.5;95.7;2.7;0.2
1575;N Renting and other business support;2012;97.7;1.3;97.7;2.1;0.8
1576;N Renting and other business support;2013;97.9;0.2;98.3;0.6;0.4
1577;N Renting and other business support;2014;98.8;0.8;99.0;0.6;-0.2
1578;N Renting and other business support;2015;100.0;1.3;100.0;1.1;-0.2
1579;N Renting and other business support;2016;101.1;1.1;100.7;0.7;-0.4
1580;N Renting and other business support;2017;100.7;-0.4;100.0;-0.7;-0.3
1581;N Renting and other business support;2018;104.6;3.9;103.8;3.8;-0.1
1582;N Renting and other business support;2019;106.9;2.2;106.7;2.8;0.6
1583;N Renting and other business support;2020;106.7;-0.2;107.6;0.8;1.1
1584;N Renting and other business support;2021;109.5;2.7;109.4;1.7;-0.9
1585;N Renting and other business support;2022;118.8;8.5;119.3;9.0;0.5
1586;N Renting and other business support;2023;128.9;8.5;130.4;9.3;0.8
1587;N Renting and other business support;2006 January - 2006 December;88.1;0.9;84.7;1.3;0.4
1588;N Renting and other business support;2006 April - 2007 March;89.3;;85.9;;
1589;N Renting and other business support;2006 July - 2007 June;90.5;;87.2;;
1590;N Renting and other business support;2006 October - 2007 September;91.4;;88.2;;
1591;N Renting and other business support;2007 January - 2007 December;91.8;4.2;88.7;4.6;0.4
1592;N Renting and other business support;2007 April - 2008 March;92.9;4.0;89.9;4.6;0.6
1593;N Renting and other business support;2007 July - 2008 June;93.7;3.6;90.8;4.2;0.6
1594;N Renting and other business support;2007 October - 2008 September;93.8;2.7;91.1;3.3;0.6
1595;N Renting and other business support;2008 January - 2008 December;93.7;2.0;91.1;2.8;0.7
1596;N Renting and other business support;2008 April - 2009 March;94.3;1.5;92.0;2.4;0.9
1597;N Renting and other business support;2008 July - 2009 June;94.6;1.0;92.8;2.2;1.2
1598;N Renting and other business support;2008 October - 2009 September;94.6;0.8;93.1;2.3;1.5
1599;N Renting and other business support;2009 January - 2009 December;94.6;1.0;93.4;2.5;1.5
1600;N Renting and other business support;2009 April - 2010 March;95.6;1.4;94.7;2.8;1.4
1601;N Renting and other business support;2009 July - 2010 June;95.6;1.1;94.8;2.1;1.0
1602;N Renting and other business support;2009 October - 2010 September;94.2;-0.4;93.3;0.2;0.6
1603;N Renting and other business support;2010 January - 2010 December;94.1;-0.5;93.2;-0.2;0.3
1604;N Renting and other business support;2010 April - 2011 March;94.8;-0.8;93.9;-0.9;0.0
1605;N Renting and other business support;2010 July - 2011 June;95.0;-0.6;94.1;-0.7;-0.1
1606;N Renting and other business support;2010 October - 2011 September;95.4;1.3;94.6;1.4;0.1
1607;N Renting and other business support;2011 January - 2011 December;96.5;2.5;95.7;2.7;0.2
1608;N Renting and other business support;2011 April - 2012 March;96.2;1.5;95.6;1.9;0.4
1609;N Renting and other business support;2011 July - 2012 June;96.4;1.5;96.1;2.1;0.6
1610;N Renting and other business support;2011 October - 2012 September;96.8;1.5;96.6;2.1;0.6
1611;N Renting and other business support;2012 January - 2012 December;97.7;1.3;97.7;2.1;0.8
1612;N Renting and other business support;2012 April - 2013 March;98.4;2.3;98.5;3.0;0.7
1613;N Renting and other business support;2012 July - 2013 June;98.4;2.1;98.6;2.7;0.6
1614;N Renting and other business support;2012 October - 2013 September;98.6;1.8;99.0;2.4;0.6
1615;N Renting and other business support;2013 January - 2013 December;97.9;0.2;98.3;0.6;0.4
1616;N Renting and other business support;2013 April - 2014 March;98.0;-0.5;98.4;-0.2;0.3
1617;N Renting and other business support;2013 July - 2014 June;98.3;-0.1;98.7;0.0;0.1
1618;N Renting and other business support;2013 October - 2014 September;98.1;-0.5;98.4;-0.6;-0.1
1619;N Renting and other business support;2014 January - 2014 December;98.8;0.8;99.0;0.6;-0.2
1620;N Renting and other business support;2014 April - 2015 March ;98.7;0.8;98.9;0.6;-0.2
1621;N Renting and other business support;2014 July - 2015 June;99.5;1.1;99.6;1.0;-0.2
1622;N Renting and other business support;2014 October - 2015 September;100.1;2.1;100.2;1.9;-0.2
1623;N Renting and other business support;2015 January - 2015 December;100.0;1.3;100.0;1.1;-0.2
1624;N Renting and other business support;2015 April - 2016 March;100.6;1.9;100.5;1.6;-0.3
1625;N Renting and other business support;2015 July - 2016 June;100.4;1.0;100.2;0.6;-0.4
1626;N Renting and other business support;2015 October - 2016 September;100.9;0.8;100.6;0.3;-0.4
1627;N Renting and other business support;2016 January - 2016 December;101.1;1.1;100.7;0.7;-0.4
1628;N Renting and other business support;2016 April - 2017 March;100.1;-0.6;99.6;-0.9;-0.4
1629;N Renting and other business support;2016 July - 2017 June;100.3;-0.2;99.8;-0.4;-0.3
1630;N Renting and other business support;2016 October - 2017 September;100.2;-0.7;99.5;-1.0;-0.3
1631;N Renting and other business support;2017 January - 2017 December;100.7;-0.4;100.0;-0.7;-0.3
1632;N Renting and other business support;2017 April - 2018 March;101.8;1.7;101.0;1.4;-0.3
1633;N Renting and other business support;2017 July - 2018 June;103.2;2.9;102.4;2.6;-0.3
1634;N Renting and other business support;2017 October - 2018 September;104.1;3.9;103.2;3.7;-0.2
1635;N Renting and other business support;2018 January - 2018 December;104.6;3.9;103.8;3.8;-0.1
1636;N Renting and other business support;2018 April - 2019 March;105.3;3.4;104.5;3.5;0.1
1637;N Renting and other business support;2018 July - 2019 June;105.5;2.2;104.9;2.5;0.2
1638;N Renting and other business support;2018 October - 2019 September;106.0;1.9;105.6;2.3;0.5
1639;N Renting and other business support;2019 January - 2019 December;106.9;2.2;106.7;2.8;0.6
1640;N Renting and other business support;2019 April - 2020 March;108.7;3.2;108.7;4.0;0.7
1641;N Renting and other business support;2019 July - 2020 June;106.2;0.6;106.6;1.6;1.0
1642;N Renting and other business support;2019 October - 2020 September;107.6;1.5;108.3;2.5;1.0
1643;N Renting and other business support;2020 January - 2020 December;106.7;-0.2;107.6;0.8;1.1
1644;N Renting and other business support;2020 April - 2021 March;104.7;-3.6;105.4;-3.0;0.7
1645;N Renting and other business support;2020 July - 2021 June;107.7;1.4;108.0;1.3;-0.2
1646;N Renting and other business support;2020 October - 2021 September;108.7;1.1;108.8;0.4;-0.6
1647;N Renting and other business support;2021 January - 2021 December;109.5;2.7;109.4;1.7;-0.9
1648;N Renting and other business support;2021 April - 2022 March;110.9;5.9;111.0;5.3;-0.6
1649;N Renting and other business support;2021 July - 2022 June;113.8;5.7;114.0;5.6;-0.1
