ID;Geslacht;Onderwijssoort;BedrijstakkenSBI2008;StartkwalificatieOpPeilmoment;Peilmoment;Perioden;AlleSchoolverlatersUurloon_1;ZonderStartkwalificatieUurloon_2;MetStartkwalificatieUurloon_3
166;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Met startkwalificatie;4 jaar na verlaten onderwijs;2008/'09;13.41;12.34;13.43
167;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Met startkwalificatie;4 jaar na verlaten onderwijs;2009/'10;13.24;12.71;13.24
168;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Met startkwalificatie;4 jaar na verlaten onderwijs;2010/'11;13.62;12.74;13.62
169;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Met startkwalificatie;4 jaar na verlaten onderwijs;2011/'12;13.98;12.98;13.99
170;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Met startkwalificatie;4 jaar na verlaten onderwijs;2012/'13;14.02;13.24;14.02
171;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Met startkwalificatie;4 jaar na verlaten onderwijs;2013/'14;14.64;13.4;14.65
172;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Met startkwalificatie;4 jaar na verlaten onderwijs;2014/'15;15.15;13.91;15.15
173;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Met startkwalificatie;4 jaar na verlaten onderwijs;2015/'16;15.8;15.36;15.8
174;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Met startkwalificatie;4 jaar na verlaten onderwijs;2016/'17;16.16;14.85;16.16
175;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Met startkwalificatie;4 jaar na verlaten onderwijs;2017/'18;17.31;16.51;17.31
176;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Met startkwalificatie;4 jaar na verlaten onderwijs;2018/'19;;;
177;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Met startkwalificatie;4 jaar na verlaten onderwijs;2019/'20;;;
178;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Met startkwalificatie;4 jaar na verlaten onderwijs;2020/'21;;;
179;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Met startkwalificatie;4 jaar na verlaten onderwijs;2021/'22;;;
180;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Met startkwalificatie;5 jaar na verlaten onderwijs;2007/'08;14.12;13.06;14.14
181;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Met startkwalificatie;5 jaar na verlaten onderwijs;2008/'09;13.85;12.62;13.86
182;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Met startkwalificatie;5 jaar na verlaten onderwijs;2009/'10;14.25;13.64;14.25
183;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Met startkwalificatie;5 jaar na verlaten onderwijs;2010/'11;14.53;13.79;14.53
184;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Met startkwalificatie;5 jaar na verlaten onderwijs;2011/'12;14.62;13.74;14.63
185;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Met startkwalificatie;5 jaar na verlaten onderwijs;2012/'13;15.17;14.28;15.18
186;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Met startkwalificatie;5 jaar na verlaten onderwijs;2013/'14;15.58;14.55;15.59
187;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Met startkwalificatie;5 jaar na verlaten onderwijs;2014/'15;16.36;15.63;16.36
188;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Met startkwalificatie;5 jaar na verlaten onderwijs;2015/'16;16.75;15.78;16.75
189;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Met startkwalificatie;5 jaar na verlaten onderwijs;2016/'17;17.84;16.25;17.85
190;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Met startkwalificatie;5 jaar na verlaten onderwijs;2017/'18;;;
191;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Met startkwalificatie;5 jaar na verlaten onderwijs;2018/'19;;;
192;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Met startkwalificatie;5 jaar na verlaten onderwijs;2019/'20;;;
193;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Met startkwalificatie;5 jaar na verlaten onderwijs;2020/'21;;;
194;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Met startkwalificatie;5 jaar na verlaten onderwijs;2021/'22;;;
195;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Met startkwalificatie;10 jaar na verlaten onderwijs;2007/'08;17.93;16.78;17.95
196;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Met startkwalificatie;10 jaar na verlaten onderwijs;2008/'09;18.13;16.9;18.15
197;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Met startkwalificatie;10 jaar na verlaten onderwijs;2009/'10;18.69;17.95;18.7
198;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Met startkwalificatie;10 jaar na verlaten onderwijs;2010/'11;18.92;17.75;18.94
199;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Met startkwalificatie;10 jaar na verlaten onderwijs;2011/'12;19.87;18.63;19.88
200;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Met startkwalificatie;10 jaar na verlaten onderwijs;2012/'13;;;
201;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Met startkwalificatie;10 jaar na verlaten onderwijs;2013/'14;;;
202;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Met startkwalificatie;10 jaar na verlaten onderwijs;2014/'15;;;
203;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Met startkwalificatie;10 jaar na verlaten onderwijs;2015/'16;;;
204;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Met startkwalificatie;10 jaar na verlaten onderwijs;2016/'17;;;
205;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Met startkwalificatie;10 jaar na verlaten onderwijs;2017/'18;;;
206;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Met startkwalificatie;10 jaar na verlaten onderwijs;2018/'19;;;
207;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Met startkwalificatie;10 jaar na verlaten onderwijs;2019/'20;;;
208;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Met startkwalificatie;10 jaar na verlaten onderwijs;2020/'21;;;
209;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Met startkwalificatie;10 jaar na verlaten onderwijs;2021/'22;;;
210;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Zonder startkwalificatie;Direct na verlaten onderwijs;2007/'08;7.0;7.0;
211;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Zonder startkwalificatie;Direct na verlaten onderwijs;2008/'09;6.89;6.89;
212;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Zonder startkwalificatie;Direct na verlaten onderwijs;2009/'10;7.12;7.12;
213;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Zonder startkwalificatie;Direct na verlaten onderwijs;2010/'11;7.24;7.24;
214;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Zonder startkwalificatie;Direct na verlaten onderwijs;2011/'12;7.25;7.25;
215;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Zonder startkwalificatie;Direct na verlaten onderwijs;2012/'13;7.19;7.19;
216;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Zonder startkwalificatie;Direct na verlaten onderwijs;2013/'14;7.17;7.17;
217;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Zonder startkwalificatie;Direct na verlaten onderwijs;2014/'15;7.3;7.3;
218;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Zonder startkwalificatie;Direct na verlaten onderwijs;2015/'16;7.38;7.38;
219;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Zonder startkwalificatie;Direct na verlaten onderwijs;2016/'17;7.9;7.9;
220;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Zonder startkwalificatie;Direct na verlaten onderwijs;2017/'18;8.61;8.61;
221;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Zonder startkwalificatie;Direct na verlaten onderwijs;2018/'19;9.38;9.38;
222;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Zonder startkwalificatie;Direct na verlaten onderwijs;2019/'20;9.7;9.7;
223;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Zonder startkwalificatie;Direct na verlaten onderwijs;2020/'21;10.29;10.29;
224;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Zonder startkwalificatie;Direct na verlaten onderwijs;2021/'22;11.54;11.54;
225;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Zonder startkwalificatie;1 jaar na verlaten onderwijs;2007/'08;8.35;8.35;
226;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Zonder startkwalificatie;1 jaar na verlaten onderwijs;2008/'09;8.35;8.35;
227;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Zonder startkwalificatie;1 jaar na verlaten onderwijs;2009/'10;8.52;8.52;
228;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Zonder startkwalificatie;1 jaar na verlaten onderwijs;2010/'11;8.5;8.5;
229;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Zonder startkwalificatie;1 jaar na verlaten onderwijs;2011/'12;8.47;8.47;
230;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Zonder startkwalificatie;1 jaar na verlaten onderwijs;2012/'13;8.45;8.45;
231;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Zonder startkwalificatie;1 jaar na verlaten onderwijs;2013/'14;8.82;8.82;
232;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Zonder startkwalificatie;1 jaar na verlaten onderwijs;2014/'15;8.96;8.96;
233;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Zonder startkwalificatie;1 jaar na verlaten onderwijs;2015/'16;9.57;9.57;
234;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Zonder startkwalificatie;1 jaar na verlaten onderwijs;2016/'17;10.29;10.29;
235;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Zonder startkwalificatie;1 jaar na verlaten onderwijs;2017/'18;11.16;11.16;
236;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Zonder startkwalificatie;1 jaar na verlaten onderwijs;2018/'19;11.62;11.62;
237;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Zonder startkwalificatie;1 jaar na verlaten onderwijs;2019/'20;11.9;11.9;
238;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Zonder startkwalificatie;1 jaar na verlaten onderwijs;2020/'21;12.86;12.86;
239;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Zonder startkwalificatie;1 jaar na verlaten onderwijs;2021/'22;;;
240;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Zonder startkwalificatie;2 jaar na verlaten onderwijs;2007/'08;9.86;9.86;
241;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Zonder startkwalificatie;2 jaar na verlaten onderwijs;2008/'09;9.78;9.78;
242;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Zonder startkwalificatie;2 jaar na verlaten onderwijs;2009/'10;9.7;9.7;
243;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Zonder startkwalificatie;2 jaar na verlaten onderwijs;2010/'11;9.76;9.76;
244;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Zonder startkwalificatie;2 jaar na verlaten onderwijs;2011/'12;9.66;9.66;
245;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Zonder startkwalificatie;2 jaar na verlaten onderwijs;2012/'13;10.1;10.1;
246;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Zonder startkwalificatie;2 jaar na verlaten onderwijs;2013/'14;10.33;10.33;
247;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Zonder startkwalificatie;2 jaar na verlaten onderwijs;2014/'15;10.83;10.83;
248;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Zonder startkwalificatie;2 jaar na verlaten onderwijs;2015/'16;11.31;11.31;
249;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Zonder startkwalificatie;2 jaar na verlaten onderwijs;2016/'17;11.92;11.92;
250;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Zonder startkwalificatie;2 jaar na verlaten onderwijs;2017/'18;12.42;12.42;
251;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Zonder startkwalificatie;2 jaar na verlaten onderwijs;2018/'19;12.8;12.8;
252;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Zonder startkwalificatie;2 jaar na verlaten onderwijs;2019/'20;13.65;13.65;
253;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Zonder startkwalificatie;2 jaar na verlaten onderwijs;2020/'21;;;
254;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Zonder startkwalificatie;2 jaar na verlaten onderwijs;2021/'22;;;
255;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Zonder startkwalificatie;3 jaar na verlaten onderwijs;2007/'08;10.73;10.73;
256;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Zonder startkwalificatie;3 jaar na verlaten onderwijs;2008/'09;10.55;10.55;
257;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Zonder startkwalificatie;3 jaar na verlaten onderwijs;2009/'10;10.61;10.61;
258;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Zonder startkwalificatie;3 jaar na verlaten onderwijs;2010/'11;10.6;10.6;
259;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Zonder startkwalificatie;3 jaar na verlaten onderwijs;2011/'12;10.93;10.93;
260;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Zonder startkwalificatie;3 jaar na verlaten onderwijs;2012/'13;11.22;11.22;
261;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Zonder startkwalificatie;3 jaar na verlaten onderwijs;2013/'14;11.45;11.45;
262;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Zonder startkwalificatie;3 jaar na verlaten onderwijs;2014/'15;11.99;11.99;
263;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Zonder startkwalificatie;3 jaar na verlaten onderwijs;2015/'16;12.5;12.5;
264;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Zonder startkwalificatie;3 jaar na verlaten onderwijs;2016/'17;12.99;12.99;
265;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Zonder startkwalificatie;3 jaar na verlaten onderwijs;2017/'18;13.37;13.37;
266;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Zonder startkwalificatie;3 jaar na verlaten onderwijs;2018/'19;14.33;14.33;
267;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Zonder startkwalificatie;3 jaar na verlaten onderwijs;2019/'20;;;
268;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Zonder startkwalificatie;3 jaar na verlaten onderwijs;2020/'21;;;
269;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Zonder startkwalificatie;3 jaar na verlaten onderwijs;2021/'22;;;
270;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Zonder startkwalificatie;4 jaar na verlaten onderwijs;2007/'08;11.31;11.31;
271;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Zonder startkwalificatie;4 jaar na verlaten onderwijs;2008/'09;11.32;11.32;
272;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Zonder startkwalificatie;4 jaar na verlaten onderwijs;2009/'10;11.26;11.26;
273;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Zonder startkwalificatie;4 jaar na verlaten onderwijs;2010/'11;11.49;11.49;
274;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Zonder startkwalificatie;4 jaar na verlaten onderwijs;2011/'12;11.81;11.81;
275;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Zonder startkwalificatie;4 jaar na verlaten onderwijs;2012/'13;12.02;12.02;
276;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Zonder startkwalificatie;4 jaar na verlaten onderwijs;2013/'14;12.47;12.47;
277;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Zonder startkwalificatie;4 jaar na verlaten onderwijs;2014/'15;12.92;12.92;
278;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Zonder startkwalificatie;4 jaar na verlaten onderwijs;2015/'16;13.41;13.41;
279;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Zonder startkwalificatie;4 jaar na verlaten onderwijs;2016/'17;13.75;13.75;
280;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Zonder startkwalificatie;4 jaar na verlaten onderwijs;2017/'18;14.76;14.76;
281;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Zonder startkwalificatie;4 jaar na verlaten onderwijs;2018/'19;;;
282;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Zonder startkwalificatie;4 jaar na verlaten onderwijs;2019/'20;;;
283;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Zonder startkwalificatie;4 jaar na verlaten onderwijs;2020/'21;;;
284;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Zonder startkwalificatie;4 jaar na verlaten onderwijs;2021/'22;;;
