ID;Kenmerken;Marges;Perioden;ScoreGeluk_1;Ongelukkig_2;NietGelukkigNietOngelukkig_3;Gelukkig_4;ScoreTevredenheidMetHetLeven_5;Ontevreden_6;NietTevredenNietOntevreden_7;Tevreden_8;ScoreTevredenheidFinancieleSituatie_9;Ontevreden_10;NietTevredenNietOntevreden_11;Tevreden_12;ScoreZorgenOverFinancieleToekomst_13;GeenZorgen_14;WeinigZorgen_15;VeelZorgen_16
571;Woningbezit: eigen woning;Waarde;2023;7.8;1.5;8.0;90.5;7.7;1.8;9.9;88.3;7.8;2.6;12.2;85.2;4.2;57.9;19.3;22.8
572;Woningbezit: eigen woning;Ondergrens 95%-interval;2013;7.8;1.2;7.0;89.9;7.6;1.6;9.5;86.6;7.2;5.1;16.8;75.1;4.8;42.4;26.0;27.6
573;Woningbezit: eigen woning;Ondergrens 95%-interval;2014;7.8;1.2;6.4;90.5;7.7;1.7;8.5;87.6;7.3;4.6;15.2;77.3;4.6;47.2;23.7;25.2
574;Woningbezit: eigen woning;Ondergrens 95%-interval;2015;7.8;1.2;6.9;90.0;7.7;1.8;8.6;87.5;7.3;4.2;16.2;76.7;4.6;48.0;23.2;25.0
575;Woningbezit: eigen woning;Ondergrens 95%-interval;2016;7.8;1.2;6.3;90.6;7.7;1.5;8.3;88.1;7.5;3.3;14.3;79.6;4.4;50.7;22.9;22.6
576;Woningbezit: eigen woning;Ondergrens 95%-interval;2017;7.8;1.2;5.9;91.2;7.7;1.5;7.6;88.9;7.6;2.8;12.5;82.1;4.2;53.7;22.1;20.4
577;Woningbezit: eigen woning;Ondergrens 95%-interval;2018;7.7;1.7;6.5;89.9;7.7;1.5;8.1;88.3;7.6;3.0;12.5;82.0;4.1;56.2;20.3;19.8
578;Woningbezit: eigen woning;Ondergrens 95%-interval;2019;7.8;1.4;6.0;90.7;7.7;1.2;7.2;89.6;7.6;3.0;10.7;83.8;4.1;55.0;20.4;20.8
579;Woningbezit: eigen woning;Ondergrens 95%-interval;2020;7.8;1.4;7.1;89.5;7.7;1.4;8.6;87.8;7.8;2.5;9.3;85.8;4.0;58.3;19.0;19.1
580;Woningbezit: eigen woning;Ondergrens 95%-interval;2021;7.7;1.6;7.3;88.9;7.6;1.6;9.6;86.5;7.9;1.7;7.6;88.6;3.7;63.5;15.9;16.8
581;Woningbezit: eigen woning;Ondergrens 95%-interval;2022;7.7;1.4;8.0;88.5;7.6;1.5;9.8;86.5;7.7;2.2;11.6;83.8;4.1;56.7;17.3;22.3
582;Woningbezit: eigen woning;Ondergrens 95%-interval;2023;7.7;1.2;7.2;89.6;7.7;1.5;9.0;87.3;7.7;2.1;11.2;84.2;4.1;56.5;18.2;21.6
583;Woningbezit: eigen woning;Bovengrens 95%-interval;2013;7.9;1.9;8.6;91.6;7.7;2.5;11.3;88.6;7.3;6.5;19.1;77.5;5.0;45.2;28.6;30.2
584;Woningbezit: eigen woning;Bovengrens 95%-interval;2014;7.9;2.0;7.9;92.1;7.7;2.5;10.2;89.5;7.4;5.9;17.4;79.7;4.7;50.0;26.2;27.7
585;Woningbezit: eigen woning;Bovengrens 95%-interval;2015;7.9;1.9;8.5;91.6;7.8;2.6;10.3;89.3;7.4;5.5;18.3;79.1;4.7;50.8;25.7;27.5
586;Woningbezit: eigen woning;Bovengrens 95%-interval;2016;7.9;1.9;7.8;92.3;7.8;2.3;9.9;89.9;7.6;4.5;16.4;81.9;4.5;53.6;25.3;25.0
587;Woningbezit: eigen woning;Bovengrens 95%-interval;2017;7.9;1.9;7.3;92.7;7.8;2.3;9.2;90.6;7.7;3.9;14.4;84.3;4.3;56.5;24.5;22.8
588;Woningbezit: eigen woning;Bovengrens 95%-interval;2018;7.8;2.5;8.0;91.6;7.7;2.2;9.8;90.1;7.7;4.1;14.4;84.2;4.3;59.0;22.6;22.1
589;Woningbezit: eigen woning;Bovengrens 95%-interval;2019;7.9;2.2;7.4;92.4;7.8;2.0;8.8;91.3;7.7;4.2;12.6;85.9;4.3;57.8;22.8;23.2
590;Woningbezit: eigen woning;Bovengrens 95%-interval;2020;7.8;2.2;8.7;91.3;7.8;2.2;10.3;89.7;7.9;3.5;11.1;87.8;4.1;61.0;21.3;21.4
591;Woningbezit: eigen woning;Bovengrens 95%-interval;2021;7.8;2.5;9.0;90.8;7.7;2.5;11.5;88.6;8.0;2.6;9.3;90.5;3.8;66.4;18.3;19.2
592;Woningbezit: eigen woning;Bovengrens 95%-interval;2022;7.8;2.2;9.6;90.3;7.7;2.3;11.6;88.4;7.8;3.1;13.5;85.9;4.3;59.5;19.6;24.7
593;Woningbezit: eigen woning;Bovengrens 95%-interval;2023;7.8;1.9;8.8;91.4;7.7;2.3;10.8;89.2;7.8;3.1;13.2;86.3;4.3;59.3;20.5;24.0
594;Woningbezit: huurwoning met huurtoeslag;Waarde;2013;7.1;6.9;20.0;73.1;6.9;9.2;22.0;68.8;5.5;25.8;39.4;34.8;6.0;25.5;30.2;44.3
595;Woningbezit: huurwoning met huurtoeslag;Waarde;2014;7.3;4.7;18.7;76.6;7.1;6.7;22.0;71.3;5.8;25.0;32.0;43.0;5.8;30.5;25.3;44.2
596;Woningbezit: huurwoning met huurtoeslag;Waarde;2015;7.2;7.6;18.8;73.6;6.9;11.4;21.6;67.1;5.7;25.5;32.8;41.8;5.9;29.7;26.3;43.9
597;Woningbezit: huurwoning met huurtoeslag;Waarde;2016;7.2;8.5;15.4;76.0;7.0;8.4;23.3;68.3;5.8;22.7;35.1;42.2;5.8;29.2;27.1;43.6
598;Woningbezit: huurwoning met huurtoeslag;Waarde;2017;7.2;7.4;18.2;74.4;7.1;9.1;19.2;71.7;5.9;21.7;33.3;45.0;5.8;31.5;25.7;42.8
599;Woningbezit: huurwoning met huurtoeslag;Waarde;2018;7.2;7.0;16.0;77.0;7.2;5.3;21.7;73.0;6.2;19.7;30.4;49.9;5.4;33.5;29.7;36.9
600;Woningbezit: huurwoning met huurtoeslag;Waarde;2019;7.4;4.7;15.9;79.4;7.3;5.3;18.8;76.0;6.1;18.4;31.4;50.2;5.3;36.8;27.9;35.2
601;Woningbezit: huurwoning met huurtoeslag;Waarde;2020;7.0;7.2;22.2;70.6;7.0;6.4;27.1;66.5;6.1;20.1;27.8;52.0;5.5;34.0;27.5;38.5
602;Woningbezit: huurwoning met huurtoeslag;Waarde;2021;7.0;7.6;20.5;71.9;7.0;8.5;22.2;69.3;6.3;19.7;28.3;52.0;5.2;40.1;23.8;36.1
603;Woningbezit: huurwoning met huurtoeslag;Waarde;2022;7.1;7.5;20.0;72.5;6.9;7.6;24.4;68.0;6.1;20.3;31.9;47.8;5.7;31.9;26.9;41.1
604;Woningbezit: huurwoning met huurtoeslag;Waarde;2023;7.1;5.8;23.1;71.0;6.9;8.2;23.0;68.8;6.1;20.7;29.5;49.8;5.9;29.0;25.2;45.9
605;Woningbezit: huurwoning met huurtoeslag;Ondergrens 95%-interval;2013;7.0;5.0;16.8;69.1;6.8;7.0;18.7;64.8;5.4;22.2;35.4;31.0;5.8;22.0;26.5;40.2
606;Woningbezit: huurwoning met huurtoeslag;Ondergrens 95%-interval;2014;7.2;3.3;15.8;73.1;7.0;5.0;18.9;67.6;5.6;21.7;28.4;39.2;5.6;27.1;22.0;40.4
607;Woningbezit: huurwoning met huurtoeslag;Ondergrens 95%-interval;2015;7.0;5.8;16.0;70.2;6.8;9.2;18.7;63.5;5.5;22.4;29.4;38.2;5.7;26.5;23.2;40.3
608;Woningbezit: huurwoning met huurtoeslag;Ondergrens 95%-interval;2016;7.0;6.6;12.8;72.6;6.8;6.5;20.2;64.6;5.7;19.6;31.5;38.4;5.6;25.8;23.8;39.8
609;Woningbezit: huurwoning met huurtoeslag;Ondergrens 95%-interval;2017;7.1;5.6;15.4;71.0;6.9;7.1;16.4;68.1;5.8;18.7;29.8;41.3;5.6;28.2;22.5;39.1
610;Woningbezit: huurwoning met huurtoeslag;Ondergrens 95%-interval;2018;7.0;5.2;13.3;73.5;7.0;3.7;18.7;69.4;6.0;16.8;26.9;46.1;5.2;29.9;26.2;33.2
611;Woningbezit: huurwoning met huurtoeslag;Ondergrens 95%-interval;2019;7.2;3.2;13.2;75.9;7.1;3.7;15.8;72.3;6.0;15.5;27.8;46.2;5.1;33.1;24.5;31.5
612;Woningbezit: huurwoning met huurtoeslag;Ondergrens 95%-interval;2020;6.9;5.3;18.9;66.6;6.8;4.7;23.5;62.4;5.9;17.0;24.3;47.9;5.2;30.3;23.9;34.5
613;Woningbezit: huurwoning met huurtoeslag;Ondergrens 95%-interval;2021;6.9;5.5;17.0;67.5;6.8;6.1;18.6;64.9;6.1;16.2;24.3;47.4;4.9;35.7;20.1;31.8
614;Woningbezit: huurwoning met huurtoeslag;Ondergrens 95%-interval;2022;6.9;5.9;17.4;69.3;6.8;5.9;21.5;64.7;5.9;17.7;28.8;44.4;5.5;28.8;24.0;37.8
615;Woningbezit: huurwoning met huurtoeslag;Ondergrens 95%-interval;2023;7.0;4.4;20.3;67.8;6.8;6.4;20.2;65.4;5.9;18.0;26.5;46.3;5.7;26.0;22.3;42.4
616;Woningbezit: huurwoning met huurtoeslag;Bovengrens 95%-interval;2013;7.3;9.5;23.6;76.7;7.1;12.0;25.7;72.6;5.7;29.7;43.5;38.9;6.2;29.2;34.2;48.5
617;Woningbezit: huurwoning met huurtoeslag;Bovengrens 95%-interval;2014;7.4;6.7;21.9;79.8;7.2;9.1;25.4;74.7;5.9;28.6;35.7;46.9;6.0;34.2;28.8;48.1
618;Woningbezit: huurwoning met huurtoeslag;Bovengrens 95%-interval;2015;7.3;9.9;21.9;76.8;7.0;14.0;24.8;70.5;5.8;28.8;36.3;45.4;6.1;33.2;29.7;47.6
619;Woningbezit: huurwoning met huurtoeslag;Bovengrens 95%-interval;2016;7.3;11.0;18.5;79.2;7.1;10.8;26.8;71.8;6.0;26.1;38.9;46.0;6.0;32.9;30.7;47.5
620;Woningbezit: huurwoning met huurtoeslag;Bovengrens 95%-interval;2017;7.3;9.7;21.3;77.6;7.2;11.6;22.4;75.0;6.1;25.1;37.0;48.7;6.0;35.0;29.1;46.6
621;Woningbezit: huurwoning met huurtoeslag;Bovengrens 95%-interval;2018;7.3;9.3;19.1;80.2;7.3;7.4;25.1;76.3;6.3;23.0;34.1;53.8;5.6;37.2;33.4;40.7
622;Woningbezit: huurwoning met huurtoeslag;Bovengrens 95%-interval;2019;7.5;6.9;19.1;82.5;7.4;7.4;22.1;79.3;6.3;21.8;35.2;54.2;5.5;40.8;31.7;39.1
623;Woningbezit: huurwoning met huurtoeslag;Bovengrens 95%-interval;2020;7.2;9.6;26.0;74.3;7.1;8.8;31.0;70.3;6.3;23.7;31.7;56.2;5.7;38.0;31.4;42.6
624;Woningbezit: huurwoning met huurtoeslag;Bovengrens 95%-interval;2021;7.2;10.4;24.6;75.9;7.1;11.6;26.3;73.4;6.5;23.7;32.6;56.6;5.4;44.7;28.0;40.7
625;Woningbezit: huurwoning met huurtoeslag;Bovengrens 95%-interval;2022;7.2;9.6;22.9;75.5;7.1;9.6;27.5;71.2;6.2;23.2;35.2;51.2;5.9;35.2;30.1;44.6
626;Woningbezit: huurwoning met huurtoeslag;Bovengrens 95%-interval;2023;7.2;7.7;26.2;74.1;7.1;10.4;26.1;72.0;6.2;23.7;32.7;53.2;6.0;32.2;28.3;49.3
627;Woningbezit: huurwoning geen huurtoeslag;Waarde;2013;7.6;3.2;11.4;85.3;7.4;4.9;15.9;79.2;6.7;11.2;27.0;61.8;5.4;35.2;28.5;36.3
628;Woningbezit: huurwoning geen huurtoeslag;Waarde;2014;7.6;3.5;12.7;83.8;7.4;5.2;15.0;79.9;6.7;11.5;25.3;63.3;5.1;40.1;28.3;31.7
629;Woningbezit: huurwoning geen huurtoeslag;Waarde;2015;7.5;3.8;11.2;85.0;7.4;4.8;15.1;80.0;6.8;10.4;25.0;64.6;5.0;41.2;28.4;30.4
630;Woningbezit: huurwoning geen huurtoeslag;Waarde;2016;7.6;2.9;11.6;85.5;7.5;3.5;13.7;82.8;6.9;8.6;24.3;67.1;5.0;41.1;28.6;30.3
631;Woningbezit: huurwoning geen huurtoeslag;Waarde;2017;7.5;3.7;14.5;81.9;7.4;5.2;14.3;80.5;6.9;9.2;23.2;67.6;4.9;44.0;26.3;29.7
632;Woningbezit: huurwoning geen huurtoeslag;Waarde;2018;7.6;2.8;12.5;84.7;7.5;2.6;14.7;82.7;7.0;8.8;20.9;70.4;4.8;46.6;23.4;30.0
633;Woningbezit: huurwoning geen huurtoeslag;Waarde;2019;7.6;3.8;9.8;86.4;7.5;3.1;12.7;84.1;7.0;9.3;21.5;69.2;4.8;45.7;25.9;28.4
634;Woningbezit: huurwoning geen huurtoeslag;Waarde;2020;7.5;3.5;12.4;84.1;7.5;3.8;13.5;82.7;7.2;7.2;20.7;72.1;4.8;48.0;23.4;28.7
635;Woningbezit: huurwoning geen huurtoeslag;Waarde;2021;7.5;4.7;12.5;82.8;7.3;4.2;17.0;78.8;7.3;7.2;18.4;74.3;4.7;47.2;24.2;28.5
636;Woningbezit: huurwoning geen huurtoeslag;Waarde;2022;7.5;3.3;12.8;83.9;7.4;4.1;15.8;80.1;7.0;8.5;22.8;68.7;5.2;40.9;22.9;36.2
637;Woningbezit: huurwoning geen huurtoeslag;Waarde;2023;7.5;2.0;12.7;85.3;7.4;2.5;15.3;82.2;7.0;8.0;21.7;70.3;5.1;42.1;23.7;34.1
638;Woningbezit: huurwoning geen huurtoeslag;Ondergrens 95%-interval;2013;7.5;2.3;9.8;83.2;7.3;3.8;14.0;76.9;6.6;9.5;24.6;59.1;5.3;32.6;26.1;33.6
639;Woningbezit: huurwoning geen huurtoeslag;Ondergrens 95%-interval;2014;7.5;2.6;11.0;81.7;7.3;4.1;13.1;77.6;6.6;9.9;23.0;60.6;5.0;37.4;25.9;29.2
640;Woningbezit: huurwoning geen huurtoeslag;Ondergrens 95%-interval;2015;7.5;2.9;9.7;82.9;7.3;3.8;13.3;77.8;6.7;8.9;22.8;62.0;4.9;38.6;26.0;28.1
641;Woningbezit: huurwoning geen huurtoeslag;Ondergrens 95%-interval;2016;7.6;2.0;9.9;83.4;7.4;2.6;11.9;80.6;6.8;7.1;22.0;64.5;4.8;38.4;26.1;27.8
642;Woningbezit: huurwoning geen huurtoeslag;Ondergrens 95%-interval;2017;7.4;2.7;12.6;79.6;7.3;4.1;12.5;78.2;6.8;7.7;21.0;65.0;4.8;41.3;24.0;27.2
643;Woningbezit: huurwoning geen huurtoeslag;Ondergrens 95%-interval;2018;7.5;2.0;10.7;82.5;7.4;1.8;12.8;80.4;6.9;7.2;18.6;67.7;4.6;43.8;21.1;27.5
644;Woningbezit: huurwoning geen huurtoeslag;Ondergrens 95%-interval;2019;7.5;2.8;8.2;84.2;7.4;2.2;10.9;81.9;6.9;7.7;19.2;66.5;4.7;43.0;23.5;25.9
645;Woningbezit: huurwoning geen huurtoeslag;Ondergrens 95%-interval;2020;7.5;2.5;10.6;81.8;7.4;2.8;11.6;80.3;7.1;5.8;18.5;69.5;4.6;45.1;21.0;26.1
646;Woningbezit: huurwoning geen huurtoeslag;Ondergrens 95%-interval;2021;7.4;3.5;10.6;80.3;7.3;3.1;14.8;76.1;7.2;5.7;16.2;71.5;4.6;44.2;21.7;25.8
647;Woningbezit: huurwoning geen huurtoeslag;Ondergrens 95%-interval;2022;7.5;2.5;11.1;81.8;7.3;3.2;13.9;77.9;6.9;7.1;20.7;66.1;5.1;38.3;20.7;33.7
648;Woningbezit: huurwoning geen huurtoeslag;Ondergrens 95%-interval;2023;7.4;1.4;10.9;83.2;7.4;1.8;13.3;79.9;6.9;6.5;19.5;67.7;4.9;39.4;21.5;31.6
649;Woningbezit: huurwoning geen huurtoeslag;Bovengrens 95%-interval;2013;7.7;4.5;13.3;87.2;7.5;6.3;18.1;81.4;6.8;13.1;29.5;64.5;5.6;37.9;31.1;39.0
650;Woningbezit: huurwoning geen huurtoeslag;Bovengrens 95%-interval;2014;7.6;4.6;14.7;85.7;7.4;6.5;17.0;81.9;6.8;13.3;27.7;65.8;5.2;42.7;30.8;34.3
651;Woningbezit: huurwoning geen huurtoeslag;Bovengrens 95%-interval;2015;7.6;5.0;13.0;86.8;7.4;6.1;17.2;82.1;6.9;12.2;27.4;67.1;5.2;43.8;30.8;32.9
652;Woningbezit: huurwoning geen huurtoeslag;Bovengrens 95%-interval;2016;7.7;4.0;13.6;87.4;7.6;4.7;15.7;84.9;7.0;10.3;26.8;69.7;5.1;43.9;31.1;32.9
653;Woningbezit: huurwoning geen huurtoeslag;Bovengrens 95%-interval;2017;7.6;4.9;16.5;83.9;7.5;6.6;16.4;82.6;7.0;10.9;25.7;70.1;5.0;46.7;28.8;32.2
654;Woningbezit: huurwoning geen huurtoeslag;Bovengrens 95%-interval;2018;7.7;4.0;14.5;86.7;7.6;3.8;16.9;84.8;7.1;10.6;23.3;72.9;4.9;49.4;25.8;32.7
655;Woningbezit: huurwoning geen huurtoeslag;Bovengrens 95%-interval;2019;7.7;5.2;11.7;88.3;7.6;4.3;14.8;86.1;7.1;11.3;23.9;71.8;5.0;48.5;28.4;31.0
656;Woningbezit: huurwoning geen huurtoeslag;Bovengrens 95%-interval;2020;7.6;4.8;14.5;86.2;7.6;5.2;15.7;84.8;7.3;8.8;23.1;74.6;4.9;50.8;25.9;31.4
657;Woningbezit: huurwoning geen huurtoeslag;Bovengrens 95%-interval;2021;7.6;6.2;14.8;85.1;7.4;5.8;19.4;81.2;7.4;9.1;21.0;77.0;4.9;50.3;26.9;31.4
658;Woningbezit: huurwoning geen huurtoeslag;Bovengrens 95%-interval;2022;7.6;4.4;14.7;85.8;7.4;5.4;17.8;82.2;7.1;10.1;25.2;71.1;5.3;43.5;25.2;38.8
659;Woningbezit: huurwoning geen huurtoeslag;Bovengrens 95%-interval;2023;7.6;3.0;14.6;87.2;7.5;3.6;17.4;84.2;7.1;9.6;24.1;72.8;5.2;44.9;26.2;36.8
