ID;Geslacht;Studierichting;Herkomstgroepering;Perioden;Gediplomeerden_1
364;Totaal mannen en vrouwen;0;(voormalige) Nederlandse Antillen, Aruba;2002/'03;713
365;Totaal mannen en vrouwen;0;(voormalige) Nederlandse Antillen, Aruba;2003/'04;836
366;Totaal mannen en vrouwen;0;(voormalige) Nederlandse Antillen, Aruba;2004/'05;943
367;Totaal mannen en vrouwen;0;(voormalige) Nederlandse Antillen, Aruba;2005/'06;1030
368;Totaal mannen en vrouwen;0;(voormalige) Nederlandse Antillen, Aruba;2006/'07;1041
369;Totaal mannen en vrouwen;0;(voormalige) Nederlandse Antillen, Aruba;2007/'08;959
370;Totaal mannen en vrouwen;0;(voormalige) Nederlandse Antillen, Aruba;2008/'09;1016
371;Totaal mannen en vrouwen;0;(voormalige) Nederlandse Antillen, Aruba;2009/'10;971
372;Totaal mannen en vrouwen;0;(voormalige) Nederlandse Antillen, Aruba;2010/'11;969
373;Totaal mannen en vrouwen;0;(voormalige) Nederlandse Antillen, Aruba;2011/'12;1103
374;Totaal mannen en vrouwen;0;(voormalige) Nederlandse Antillen, Aruba;2012/'13;893
375;Totaal mannen en vrouwen;0;(voormalige) Nederlandse Antillen, Aruba;2013/'14;949
376;Totaal mannen en vrouwen;0;(voormalige) Nederlandse Antillen, Aruba;2014/'15;974
377;Totaal mannen en vrouwen;0;(voormalige) Nederlandse Antillen, Aruba;2015/'16;1043
378;Totaal mannen en vrouwen;0;(vm) Ned Antillen, Aruba, 1e generatie;1995/'96;357
379;Totaal mannen en vrouwen;0;(vm) Ned Antillen, Aruba, 1e generatie;1996/'97;388
380;Totaal mannen en vrouwen;0;(vm) Ned Antillen, Aruba, 1e generatie;1997/'98;312
381;Totaal mannen en vrouwen;0;(vm) Ned Antillen, Aruba, 1e generatie;1998/'99;315
382;Totaal mannen en vrouwen;0;(vm) Ned Antillen, Aruba, 1e generatie;1999/'00;293
383;Totaal mannen en vrouwen;0;(vm) Ned Antillen, Aruba, 1e generatie;2000/'01;327
384;Totaal mannen en vrouwen;0;(vm) Ned Antillen, Aruba, 1e generatie;2001/'02;384
385;Totaal mannen en vrouwen;0;(vm) Ned Antillen, Aruba, 1e generatie;2002/'03;405
386;Totaal mannen en vrouwen;0;(vm) Ned Antillen, Aruba, 1e generatie;2003/'04;525
387;Totaal mannen en vrouwen;0;(vm) Ned Antillen, Aruba, 1e generatie;2004/'05;549
388;Totaal mannen en vrouwen;0;(vm) Ned Antillen, Aruba, 1e generatie;2005/'06;626
389;Totaal mannen en vrouwen;0;(vm) Ned Antillen, Aruba, 1e generatie;2006/'07;637
390;Totaal mannen en vrouwen;0;(vm) Ned Antillen, Aruba, 1e generatie;2007/'08;559
391;Totaal mannen en vrouwen;0;(vm) Ned Antillen, Aruba, 1e generatie;2008/'09;553
392;Totaal mannen en vrouwen;0;(vm) Ned Antillen, Aruba, 1e generatie;2009/'10;517
393;Totaal mannen en vrouwen;0;(vm) Ned Antillen, Aruba, 1e generatie;2010/'11;486
394;Totaal mannen en vrouwen;0;(vm) Ned Antillen, Aruba, 1e generatie;2011/'12;557
395;Totaal mannen en vrouwen;0;(vm) Ned Antillen, Aruba, 1e generatie;2012/'13;451
396;Totaal mannen en vrouwen;0;(vm) Ned Antillen, Aruba, 1e generatie;2013/'14;462
397;Totaal mannen en vrouwen;0;(vm) Ned Antillen, Aruba, 1e generatie;2014/'15;461
398;Totaal mannen en vrouwen;0;(vm) Ned Antillen, Aruba, 1e generatie;2015/'16;511
399;Totaal mannen en vrouwen;0;(vm) Ned Antillen, Aruba, 2e generatie;1995/'96;183
400;Totaal mannen en vrouwen;0;(vm) Ned Antillen, Aruba, 2e generatie;1996/'97;186
401;Totaal mannen en vrouwen;0;(vm) Ned Antillen, Aruba, 2e generatie;1997/'98;205
402;Totaal mannen en vrouwen;0;(vm) Ned Antillen, Aruba, 2e generatie;1998/'99;202
403;Totaal mannen en vrouwen;0;(vm) Ned Antillen, Aruba, 2e generatie;1999/'00;200
404;Totaal mannen en vrouwen;0;(vm) Ned Antillen, Aruba, 2e generatie;2000/'01;240
405;Totaal mannen en vrouwen;0;(vm) Ned Antillen, Aruba, 2e generatie;2001/'02;248
406;Totaal mannen en vrouwen;0;(vm) Ned Antillen, Aruba, 2e generatie;2002/'03;308
407;Totaal mannen en vrouwen;0;(vm) Ned Antillen, Aruba, 2e generatie;2003/'04;311
408;Totaal mannen en vrouwen;0;(vm) Ned Antillen, Aruba, 2e generatie;2004/'05;394
409;Totaal mannen en vrouwen;0;(vm) Ned Antillen, Aruba, 2e generatie;2005/'06;404
410;Totaal mannen en vrouwen;0;(vm) Ned Antillen, Aruba, 2e generatie;2006/'07;404
411;Totaal mannen en vrouwen;0;(vm) Ned Antillen, Aruba, 2e generatie;2007/'08;400
412;Totaal mannen en vrouwen;0;(vm) Ned Antillen, Aruba, 2e generatie;2008/'09;463
413;Totaal mannen en vrouwen;0;(vm) Ned Antillen, Aruba, 2e generatie;2009/'10;454
414;Totaal mannen en vrouwen;0;(vm) Ned Antillen, Aruba, 2e generatie;2010/'11;483
415;Totaal mannen en vrouwen;0;(vm) Ned Antillen, Aruba, 2e generatie;2011/'12;546
416;Totaal mannen en vrouwen;0;(vm) Ned Antillen, Aruba, 2e generatie;2012/'13;442
417;Totaal mannen en vrouwen;0;(vm) Ned Antillen, Aruba, 2e generatie;2013/'14;487
418;Totaal mannen en vrouwen;0;(vm) Ned Antillen, Aruba, 2e generatie;2014/'15;513
419;Totaal mannen en vrouwen;0;(vm) Ned Antillen, Aruba, 2e generatie;2015/'16;532
420;Totaal mannen en vrouwen;0;Overige niet-westerse allochtoon;1995/'96;707
421;Totaal mannen en vrouwen;0;Overige niet-westerse allochtoon;1996/'97;823
422;Totaal mannen en vrouwen;0;Overige niet-westerse allochtoon;1997/'98;904
423;Totaal mannen en vrouwen;0;Overige niet-westerse allochtoon;1998/'99;932
424;Totaal mannen en vrouwen;0;Overige niet-westerse allochtoon;1999/'00;1049
425;Totaal mannen en vrouwen;0;Overige niet-westerse allochtoon;2000/'01;1265
426;Totaal mannen en vrouwen;0;Overige niet-westerse allochtoon;2001/'02;1426
427;Totaal mannen en vrouwen;0;Overige niet-westerse allochtoon;2002/'03;1746
428;Totaal mannen en vrouwen;0;Overige niet-westerse allochtoon;2003/'04;2467
429;Totaal mannen en vrouwen;0;Overige niet-westerse allochtoon;2004/'05;2929
430;Totaal mannen en vrouwen;0;Overige niet-westerse allochtoon;2005/'06;3650
431;Totaal mannen en vrouwen;0;Overige niet-westerse allochtoon;2006/'07;3655
432;Totaal mannen en vrouwen;0;Overige niet-westerse allochtoon;2007/'08;3739
433;Totaal mannen en vrouwen;0;Overige niet-westerse allochtoon;2008/'09;3812
434;Totaal mannen en vrouwen;0;Overige niet-westerse allochtoon;2009/'10;3924
435;Totaal mannen en vrouwen;0;Overige niet-westerse allochtoon;2010/'11;4127
436;Totaal mannen en vrouwen;0;Overige niet-westerse allochtoon;2011/'12;4625
437;Totaal mannen en vrouwen;0;Overige niet-westerse allochtoon;2012/'13;4488
438;Totaal mannen en vrouwen;0;Overige niet-westerse allochtoon;2013/'14;4512
439;Totaal mannen en vrouwen;0;Overige niet-westerse allochtoon;2014/'15;4934
440;Totaal mannen en vrouwen;0;Overige niet-westerse allochtoon;2015/'16;5012
441;Totaal mannen en vrouwen;0;Ov niet-westerse allochtoon,1e generatie;1995/'96;493
442;Totaal mannen en vrouwen;0;Ov niet-westerse allochtoon,1e generatie;1996/'97;588
443;Totaal mannen en vrouwen;0;Ov niet-westerse allochtoon,1e generatie;1997/'98;647
444;Totaal mannen en vrouwen;0;Ov niet-westerse allochtoon,1e generatie;1998/'99;635
445;Totaal mannen en vrouwen;0;Ov niet-westerse allochtoon,1e generatie;1999/'00;640
446;Totaal mannen en vrouwen;0;Ov niet-westerse allochtoon,1e generatie;2000/'01;765
447;Totaal mannen en vrouwen;0;Ov niet-westerse allochtoon,1e generatie;2001/'02;844
448;Totaal mannen en vrouwen;0;Ov niet-westerse allochtoon,1e generatie;2002/'03;1081
449;Totaal mannen en vrouwen;0;Ov niet-westerse allochtoon,1e generatie;2003/'04;1657
450;Totaal mannen en vrouwen;0;Ov niet-westerse allochtoon,1e generatie;2004/'05;1929
451;Totaal mannen en vrouwen;0;Ov niet-westerse allochtoon,1e generatie;2005/'06;2430
452;Totaal mannen en vrouwen;0;Ov niet-westerse allochtoon,1e generatie;2006/'07;2398
453;Totaal mannen en vrouwen;0;Ov niet-westerse allochtoon,1e generatie;2007/'08;2377
454;Totaal mannen en vrouwen;0;Ov niet-westerse allochtoon,1e generatie;2008/'09;2413
455;Totaal mannen en vrouwen;0;Ov niet-westerse allochtoon,1e generatie;2009/'10;2398
456;Totaal mannen en vrouwen;0;Ov niet-westerse allochtoon,1e generatie;2010/'11;2494
457;Totaal mannen en vrouwen;0;Ov niet-westerse allochtoon,1e generatie;2011/'12;2788
458;Totaal mannen en vrouwen;0;Ov niet-westerse allochtoon,1e generatie;2012/'13;2660
459;Totaal mannen en vrouwen;0;Ov niet-westerse allochtoon,1e generatie;2013/'14;2715
460;Totaal mannen en vrouwen;0;Ov niet-westerse allochtoon,1e generatie;2014/'15;2747
461;Totaal mannen en vrouwen;0;Ov niet-westerse allochtoon,1e generatie;2015/'16;2728
462;Totaal mannen en vrouwen;0;Ov niet-westerse allochtoon,2e generatie;1995/'96;214
463;Totaal mannen en vrouwen;0;Ov niet-westerse allochtoon,2e generatie;1996/'97;235
464;Totaal mannen en vrouwen;0;Ov niet-westerse allochtoon,2e generatie;1997/'98;257
465;Totaal mannen en vrouwen;0;Ov niet-westerse allochtoon,2e generatie;1998/'99;297
466;Totaal mannen en vrouwen;0;Ov niet-westerse allochtoon,2e generatie;1999/'00;409
467;Totaal mannen en vrouwen;0;Ov niet-westerse allochtoon,2e generatie;2000/'01;500
468;Totaal mannen en vrouwen;0;Ov niet-westerse allochtoon,2e generatie;2001/'02;582
469;Totaal mannen en vrouwen;0;Ov niet-westerse allochtoon,2e generatie;2002/'03;665
470;Totaal mannen en vrouwen;0;Ov niet-westerse allochtoon,2e generatie;2003/'04;810
471;Totaal mannen en vrouwen;0;Ov niet-westerse allochtoon,2e generatie;2004/'05;1000
472;Totaal mannen en vrouwen;0;Ov niet-westerse allochtoon,2e generatie;2005/'06;1220
473;Totaal mannen en vrouwen;0;Ov niet-westerse allochtoon,2e generatie;2006/'07;1257
474;Totaal mannen en vrouwen;0;Ov niet-westerse allochtoon,2e generatie;2007/'08;1362
475;Totaal mannen en vrouwen;0;Ov niet-westerse allochtoon,2e generatie;2008/'09;1399
476;Totaal mannen en vrouwen;0;Ov niet-westerse allochtoon,2e generatie;2009/'10;1526
477;Totaal mannen en vrouwen;0;Ov niet-westerse allochtoon,2e generatie;2010/'11;1633
478;Totaal mannen en vrouwen;0;Ov niet-westerse allochtoon,2e generatie;2011/'12;1837
479;Totaal mannen en vrouwen;0;Ov niet-westerse allochtoon,2e generatie;2012/'13;1828
480;Totaal mannen en vrouwen;0;Ov niet-westerse allochtoon,2e generatie;2013/'14;1797
481;Totaal mannen en vrouwen;0;Ov niet-westerse allochtoon,2e generatie;2014/'15;2187
482;Totaal mannen en vrouwen;0;Ov niet-westerse allochtoon,2e generatie;2015/'16;2284
483;Totaal mannen en vrouwen;0;Herkomst onbekend;1995/'96;1672
484;Totaal mannen en vrouwen;0;Herkomst onbekend;1996/'97;1885
485;Totaal mannen en vrouwen;0;Herkomst onbekend;1997/'98;2251
486;Totaal mannen en vrouwen;0;Herkomst onbekend;1998/'99;3006
487;Totaal mannen en vrouwen;0;Herkomst onbekend;1999/'00;3840
488;Totaal mannen en vrouwen;0;Herkomst onbekend;2000/'01;4397
489;Totaal mannen en vrouwen;0;Herkomst onbekend;2001/'02;4961
490;Totaal mannen en vrouwen;0;Herkomst onbekend;2002/'03;5101
491;Totaal mannen en vrouwen;0;Herkomst onbekend;2003/'04;3035
492;Totaal mannen en vrouwen;0;Herkomst onbekend;2004/'05;2815
493;Totaal mannen en vrouwen;0;Herkomst onbekend;2005/'06;2678
494;Totaal mannen en vrouwen;0;Herkomst onbekend;2006/'07;2248
495;Totaal mannen en vrouwen;0;Herkomst onbekend;2007/'08;2166
496;Totaal mannen en vrouwen;0;Herkomst onbekend;2008/'09;1553
497;Totaal mannen en vrouwen;0;Herkomst onbekend;2009/'10;1556
498;Totaal mannen en vrouwen;0;Herkomst onbekend;2010/'11;1735
499;Totaal mannen en vrouwen;0;Herkomst onbekend;2011/'12;1275
500;Totaal mannen en vrouwen;0;Herkomst onbekend;2012/'13;867
501;Totaal mannen en vrouwen;0;Herkomst onbekend;2013/'14;1024
502;Totaal mannen en vrouwen;0;Herkomst onbekend;2014/'15;71
503;Totaal mannen en vrouwen;0;Herkomst onbekend;2015/'16;13
504;Totaal mannen en vrouwen;1;0;1995/'96;9936
505;Totaal mannen en vrouwen;1;0;1996/'97;9548
506;Totaal mannen en vrouwen;1;0;1997/'98;9609
507;Totaal mannen en vrouwen;1;0;1998/'99;8571
508;Totaal mannen en vrouwen;1;0;1999/'00;8799
509;Totaal mannen en vrouwen;1;0;2000/'01;9282
510;Totaal mannen en vrouwen;1;0;2001/'02;9943
511;Totaal mannen en vrouwen;1;0;2002/'03;10698
512;Totaal mannen en vrouwen;1;0;2003/'04;11311
513;Totaal mannen en vrouwen;1;0;2004/'05;11523
514;Totaal mannen en vrouwen;1;0;2005/'06;11398
515;Totaal mannen en vrouwen;1;0;2006/'07;11376
516;Totaal mannen en vrouwen;1;0;2007/'08;10745
517;Totaal mannen en vrouwen;1;0;2008/'09;10439
518;Totaal mannen en vrouwen;1;0;2009/'10;10526
519;Totaal mannen en vrouwen;1;0;2010/'11;10188
520;Totaal mannen en vrouwen;1;0;2011/'12;10341
521;Totaal mannen en vrouwen;1;0;2012/'13;9317
522;Totaal mannen en vrouwen;1;0;2013/'14;9064
523;Totaal mannen en vrouwen;1;0;2014/'15;8986
524;Totaal mannen en vrouwen;1;0;2015/'16;8705
525;Totaal mannen en vrouwen;1;Autochtoon;1995/'96;8652
526;Totaal mannen en vrouwen;1;Autochtoon;1996/'97;8280
527;Totaal mannen en vrouwen;1;Autochtoon;1997/'98;8362
528;Totaal mannen en vrouwen;1;Autochtoon;1998/'99;7478
529;Totaal mannen en vrouwen;1;Autochtoon;1999/'00;7654
530;Totaal mannen en vrouwen;1;Autochtoon;2000/'01;8101
531;Totaal mannen en vrouwen;1;Autochtoon;2001/'02;8552
532;Totaal mannen en vrouwen;1;Autochtoon;2002/'03;9237
533;Totaal mannen en vrouwen;1;Autochtoon;2003/'04;9862
534;Totaal mannen en vrouwen;1;Autochtoon;2004/'05;9976
535;Totaal mannen en vrouwen;1;Autochtoon;2005/'06;9863
536;Totaal mannen en vrouwen;1;Autochtoon;2006/'07;9895
537;Totaal mannen en vrouwen;1;Autochtoon;2007/'08;9289
538;Totaal mannen en vrouwen;1;Autochtoon;2008/'09;9062
539;Totaal mannen en vrouwen;1;Autochtoon;2009/'10;9159
540;Totaal mannen en vrouwen;1;Autochtoon;2010/'11;8884
541;Totaal mannen en vrouwen;1;Autochtoon;2011/'12;8962
542;Totaal mannen en vrouwen;1;Autochtoon;2012/'13;8117
543;Totaal mannen en vrouwen;1;Autochtoon;2013/'14;7895
544;Totaal mannen en vrouwen;1;Autochtoon;2014/'15;7807
545;Totaal mannen en vrouwen;1;Autochtoon;2015/'16;7530
546;Totaal mannen en vrouwen;1;Westerse allochtoon;1995/'96;694
547;Totaal mannen en vrouwen;1;Westerse allochtoon;1996/'97;735
548;Totaal mannen en vrouwen;1;Westerse allochtoon;1997/'98;674
549;Totaal mannen en vrouwen;1;Westerse allochtoon;1998/'99;570
550;Totaal mannen en vrouwen;1;Westerse allochtoon;1999/'00;538
551;Totaal mannen en vrouwen;1;Westerse allochtoon;2000/'01;530
552;Totaal mannen en vrouwen;1;Westerse allochtoon;2001/'02;640
553;Totaal mannen en vrouwen;1;Westerse allochtoon;2002/'03;645
554;Totaal mannen en vrouwen;1;Westerse allochtoon;2003/'04;719
555;Totaal mannen en vrouwen;1;Westerse allochtoon;2004/'05;784
556;Totaal mannen en vrouwen;1;Westerse allochtoon;2005/'06;743
557;Totaal mannen en vrouwen;1;Westerse allochtoon;2006/'07;715
558;Totaal mannen en vrouwen;1;Westerse allochtoon;2007/'08;679
559;Totaal mannen en vrouwen;1;Westerse allochtoon;2008/'09;648
560;Totaal mannen en vrouwen;1;Westerse allochtoon;2009/'10;647
561;Totaal mannen en vrouwen;1;Westerse allochtoon;2010/'11;620
562;Totaal mannen en vrouwen;1;Westerse allochtoon;2011/'12;644
563;Totaal mannen en vrouwen;1;Westerse allochtoon;2012/'13;562
564;Totaal mannen en vrouwen;1;Westerse allochtoon;2013/'14;557
565;Totaal mannen en vrouwen;1;Westerse allochtoon;2014/'15;529
566;Totaal mannen en vrouwen;1;Westerse allochtoon;2015/'16;497
567;Totaal mannen en vrouwen;1;Westerse allochtoon, 1e generatie;1995/'96;203
568;Totaal mannen en vrouwen;1;Westerse allochtoon, 1e generatie;1996/'97;221
569;Totaal mannen en vrouwen;1;Westerse allochtoon, 1e generatie;1997/'98;205
570;Totaal mannen en vrouwen;1;Westerse allochtoon, 1e generatie;1998/'99;152
571;Totaal mannen en vrouwen;1;Westerse allochtoon, 1e generatie;1999/'00;122
572;Totaal mannen en vrouwen;1;Westerse allochtoon, 1e generatie;2000/'01;120
573;Totaal mannen en vrouwen;1;Westerse allochtoon, 1e generatie;2001/'02;160
574;Totaal mannen en vrouwen;1;Westerse allochtoon, 1e generatie;2002/'03;154
575;Totaal mannen en vrouwen;1;Westerse allochtoon, 1e generatie;2003/'04;183
576;Totaal mannen en vrouwen;1;Westerse allochtoon, 1e generatie;2004/'05;255
577;Totaal mannen en vrouwen;1;Westerse allochtoon, 1e generatie;2005/'06;246
578;Totaal mannen en vrouwen;1;Westerse allochtoon, 1e generatie;2006/'07;202
579;Totaal mannen en vrouwen;1;Westerse allochtoon, 1e generatie;2007/'08;179
580;Totaal mannen en vrouwen;1;Westerse allochtoon, 1e generatie;2008/'09;192
581;Totaal mannen en vrouwen;1;Westerse allochtoon, 1e generatie;2009/'10;204
582;Totaal mannen en vrouwen;1;Westerse allochtoon, 1e generatie;2010/'11;173
583;Totaal mannen en vrouwen;1;Westerse allochtoon, 1e generatie;2011/'12;214
584;Totaal mannen en vrouwen;1;Westerse allochtoon, 1e generatie;2012/'13;186
585;Totaal mannen en vrouwen;1;Westerse allochtoon, 1e generatie;2013/'14;182
586;Totaal mannen en vrouwen;1;Westerse allochtoon, 1e generatie;2014/'15;170
587;Totaal mannen en vrouwen;1;Westerse allochtoon, 1e generatie;2015/'16;167
588;Totaal mannen en vrouwen;1;Westerse allochtoon, 2e generatie;1995/'96;491
589;Totaal mannen en vrouwen;1;Westerse allochtoon, 2e generatie;1996/'97;514
590;Totaal mannen en vrouwen;1;Westerse allochtoon, 2e generatie;1997/'98;469
591;Totaal mannen en vrouwen;1;Westerse allochtoon, 2e generatie;1998/'99;418
592;Totaal mannen en vrouwen;1;Westerse allochtoon, 2e generatie;1999/'00;416
593;Totaal mannen en vrouwen;1;Westerse allochtoon, 2e generatie;2000/'01;410
594;Totaal mannen en vrouwen;1;Westerse allochtoon, 2e generatie;2001/'02;480
595;Totaal mannen en vrouwen;1;Westerse allochtoon, 2e generatie;2002/'03;491
596;Totaal mannen en vrouwen;1;Westerse allochtoon, 2e generatie;2003/'04;536
597;Totaal mannen en vrouwen;1;Westerse allochtoon, 2e generatie;2004/'05;529
598;Totaal mannen en vrouwen;1;Westerse allochtoon, 2e generatie;2005/'06;497
599;Totaal mannen en vrouwen;1;Westerse allochtoon, 2e generatie;2006/'07;513
600;Totaal mannen en vrouwen;1;Westerse allochtoon, 2e generatie;2007/'08;500
601;Totaal mannen en vrouwen;1;Westerse allochtoon, 2e generatie;2008/'09;456
602;Totaal mannen en vrouwen;1;Westerse allochtoon, 2e generatie;2009/'10;443
603;Totaal mannen en vrouwen;1;Westerse allochtoon, 2e generatie;2010/'11;447
604;Totaal mannen en vrouwen;1;Westerse allochtoon, 2e generatie;2011/'12;430
605;Totaal mannen en vrouwen;1;Westerse allochtoon, 2e generatie;2012/'13;376
606;Totaal mannen en vrouwen;1;Westerse allochtoon, 2e generatie;2013/'14;375
607;Totaal mannen en vrouwen;1;Westerse allochtoon, 2e generatie;2014/'15;359
608;Totaal mannen en vrouwen;1;Westerse allochtoon, 2e generatie;2015/'16;330
609;Totaal mannen en vrouwen;1;Niet-westerse allochtoon;1995/'96;348
610;Totaal mannen en vrouwen;1;Niet-westerse allochtoon;1996/'97;327
611;Totaal mannen en vrouwen;1;Niet-westerse allochtoon;1997/'98;392
612;Totaal mannen en vrouwen;1;Niet-westerse allochtoon;1998/'99;326
613;Totaal mannen en vrouwen;1;Niet-westerse allochtoon;1999/'00;363
614;Totaal mannen en vrouwen;1;Niet-westerse allochtoon;2000/'01;383
615;Totaal mannen en vrouwen;1;Niet-westerse allochtoon;2001/'02;473
616;Totaal mannen en vrouwen;1;Niet-westerse allochtoon;2002/'03;532
617;Totaal mannen en vrouwen;1;Niet-westerse allochtoon;2003/'04;665
618;Totaal mannen en vrouwen;1;Niet-westerse allochtoon;2004/'05;685
619;Totaal mannen en vrouwen;1;Niet-westerse allochtoon;2005/'06;738
620;Totaal mannen en vrouwen;1;Niet-westerse allochtoon;2006/'07;724
621;Totaal mannen en vrouwen;1;Niet-westerse allochtoon;2007/'08;735
622;Totaal mannen en vrouwen;1;Niet-westerse allochtoon;2008/'09;687
623;Totaal mannen en vrouwen;1;Niet-westerse allochtoon;2009/'10;674
624;Totaal mannen en vrouwen;1;Niet-westerse allochtoon;2010/'11;657
625;Totaal mannen en vrouwen;1;Niet-westerse allochtoon;2011/'12;719
626;Totaal mannen en vrouwen;1;Niet-westerse allochtoon;2012/'13;630
627;Totaal mannen en vrouwen;1;Niet-westerse allochtoon;2013/'14;603
628;Totaal mannen en vrouwen;1;Niet-westerse allochtoon;2014/'15;649
629;Totaal mannen en vrouwen;1;Niet-westerse allochtoon;2015/'16;678
630;Totaal mannen en vrouwen;1;Niet-westerse allochtoon, 1e generatie;1995/'96;260
631;Totaal mannen en vrouwen;1;Niet-westerse allochtoon, 1e generatie;1996/'97;236
632;Totaal mannen en vrouwen;1;Niet-westerse allochtoon, 1e generatie;1997/'98;273
633;Totaal mannen en vrouwen;1;Niet-westerse allochtoon, 1e generatie;1998/'99;225
634;Totaal mannen en vrouwen;1;Niet-westerse allochtoon, 1e generatie;1999/'00;237
635;Totaal mannen en vrouwen;1;Niet-westerse allochtoon, 1e generatie;2000/'01;253
636;Totaal mannen en vrouwen;1;Niet-westerse allochtoon, 1e generatie;2001/'02;301
637;Totaal mannen en vrouwen;1;Niet-westerse allochtoon, 1e generatie;2002/'03;324
638;Totaal mannen en vrouwen;1;Niet-westerse allochtoon, 1e generatie;2003/'04;388
639;Totaal mannen en vrouwen;1;Niet-westerse allochtoon, 1e generatie;2004/'05;390
640;Totaal mannen en vrouwen;1;Niet-westerse allochtoon, 1e generatie;2005/'06;372
641;Totaal mannen en vrouwen;1;Niet-westerse allochtoon, 1e generatie;2006/'07;356
642;Totaal mannen en vrouwen;1;Niet-westerse allochtoon, 1e generatie;2007/'08;302
643;Totaal mannen en vrouwen;1;Niet-westerse allochtoon, 1e generatie;2008/'09;279
644;Totaal mannen en vrouwen;1;Niet-westerse allochtoon, 1e generatie;2009/'10;249
645;Totaal mannen en vrouwen;1;Niet-westerse allochtoon, 1e generatie;2010/'11;261
646;Totaal mannen en vrouwen;1;Niet-westerse allochtoon, 1e generatie;2011/'12;248
