ID;CompanySize;SectorBranchesSIC2008;Periods;TurnoverIndices_1;TurnoverYearOnYearChange_2
2934;Total 1 or more employed persons;43 Specialised construction activities;2006 September;99.4;4.3
2935;Total 1 or more employed persons;43 Specialised construction activities;2006 3rd quarter;84.5;6.0
2936;Total 1 or more employed persons;43 Specialised construction activities;2006 October;100.3;11.8
2937;Total 1 or more employed persons;43 Specialised construction activities;2006 November;105.0;8.6
2938;Total 1 or more employed persons;43 Specialised construction activities;2006 December;121.0;6.1
2939;Total 1 or more employed persons;43 Specialised construction activities;2006 4th quarter;108.8;8.6
2940;Total 1 or more employed persons;43 Specialised construction activities;2006;90.4;7.5
2941;Total 1 or more employed persons;43 Specialised construction activities;2007 January;66.4;11.3
2942;Total 1 or more employed persons;43 Specialised construction activities;2007 February;84.4;13.1
2943;Total 1 or more employed persons;43 Specialised construction activities;2007 March;109.1;16.3
2944;Total 1 or more employed persons;43 Specialised construction activities;2007 1st quarter;86.7;14.0
2945;Total 1 or more employed persons;43 Specialised construction activities;2007 April;93.4;12.2
2946;Total 1 or more employed persons;43 Specialised construction activities;2007 May;99.2;7.7
2947;Total 1 or more employed persons;43 Specialised construction activities;2007 June;115.3;13.4
2948;Total 1 or more employed persons;43 Specialised construction activities;2007 2nd quarter;102.6;11.1
2949;Total 1 or more employed persons;43 Specialised construction activities;2007 July;97.4;11.7
2950;Total 1 or more employed persons;43 Specialised construction activities;2007 August;74.9;12.2
2951;Total 1 or more employed persons;43 Specialised construction activities;2007 September;107.4;8.1
2952;Total 1 or more employed persons;43 Specialised construction activities;2007 3rd quarter;93.3;10.4
2953;Total 1 or more employed persons;43 Specialised construction activities;2007 October;114.2;13.9
2954;Total 1 or more employed persons;43 Specialised construction activities;2007 November;117.1;11.6
2955;Total 1 or more employed persons;43 Specialised construction activities;2007 December;124.5;2.8
2956;Total 1 or more employed persons;43 Specialised construction activities;2007 4th quarter;118.6;9.0
2957;Total 1 or more employed persons;43 Specialised construction activities;2007;100.3;10.9
2958;Total 1 or more employed persons;43 Specialised construction activities;2008 January;78.2;17.7
2959;Total 1 or more employed persons;43 Specialised construction activities;2008 February;100.2;18.7
2960;Total 1 or more employed persons;43 Specialised construction activities;2008 March;110.9;1.6
2961;Total 1 or more employed persons;43 Specialised construction activities;2008 1st quarter;96.4;11.3
2962;Total 1 or more employed persons;43 Specialised construction activities;2008 April;114.1;22.1
2963;Total 1 or more employed persons;43 Specialised construction activities;2008 May;108.1;8.9
2964;Total 1 or more employed persons;43 Specialised construction activities;2008 June;126.6;9.9
2965;Total 1 or more employed persons;43 Specialised construction activities;2008 2nd quarter;116.3;13.3
2966;Total 1 or more employed persons;43 Specialised construction activities;2008 July;108.7;11.6
2967;Total 1 or more employed persons;43 Specialised construction activities;2008 August;81.2;8.4
2968;Total 1 or more employed persons;43 Specialised construction activities;2008 September;124.0;15.4
2969;Total 1 or more employed persons;43 Specialised construction activities;2008 3rd quarter;104.6;12.2
2970;Total 1 or more employed persons;43 Specialised construction activities;2008 October;127.0;11.2
2971;Total 1 or more employed persons;43 Specialised construction activities;2008 November;119.0;1.6
2972;Total 1 or more employed persons;43 Specialised construction activities;2008 December;133.0;6.8
2973;Total 1 or more employed persons;43 Specialised construction activities;2008 4th quarter;126.3;6.5
2974;Total 1 or more employed persons;43 Specialised construction activities;2008;110.9;10.6
2975;Total 1 or more employed persons;43 Specialised construction activities;2009 January;80.1;2.5
2976;Total 1 or more employed persons;43 Specialised construction activities;2009 February;97.0;-3.2
2977;Total 1 or more employed persons;43 Specialised construction activities;2009 March;118.5;6.9
2978;Total 1 or more employed persons;43 Specialised construction activities;2009 1st quarter;98.5;2.2
2979;Total 1 or more employed persons;43 Specialised construction activities;2009 April;111.2;-2.5
2980;Total 1 or more employed persons;43 Specialised construction activities;2009 May;105.6;-2.3
2981;Total 1 or more employed persons;43 Specialised construction activities;2009 June;118.2;-6.6
2982;Total 1 or more employed persons;43 Specialised construction activities;2009 2nd quarter;111.7;-4.0
2983;Total 1 or more employed persons;43 Specialised construction activities;2009 July;111.1;2.3
2984;Total 1 or more employed persons;43 Specialised construction activities;2009 August;70.4;-13.3
2985;Total 1 or more employed persons;43 Specialised construction activities;2009 September;114.1;-8.0
2986;Total 1 or more employed persons;43 Specialised construction activities;2009 3rd quarter;98.5;-5.8
2987;Total 1 or more employed persons;43 Specialised construction activities;2009 October;114.9;-9.5
2988;Total 1 or more employed persons;43 Specialised construction activities;2009 November;112.4;-5.5
2989;Total 1 or more employed persons;43 Specialised construction activities;2009 December;119.4;-10.2
2990;Total 1 or more employed persons;43 Specialised construction activities;2009 4th quarter;115.6;-8.5
2991;Total 1 or more employed persons;43 Specialised construction activities;2009;106.1;-4.3
2992;Total 1 or more employed persons;43 Specialised construction activities;2010 January;67.1;-16.3
2993;Total 1 or more employed persons;43 Specialised construction activities;2010 February;80.0;-17.5
2994;Total 1 or more employed persons;43 Specialised construction activities;2010 March;107.1;-9.6
2995;Total 1 or more employed persons;43 Specialised construction activities;2010 1st quarter;84.7;-14.0
2996;Total 1 or more employed persons;43 Specialised construction activities;2010 April;101.7;-8.6
2997;Total 1 or more employed persons;43 Specialised construction activities;2010 May;96.1;-9.0
2998;Total 1 or more employed persons;43 Specialised construction activities;2010 June;114.2;-3.4
2999;Total 1 or more employed persons;43 Specialised construction activities;2010 2nd quarter;104.0;-6.9
3000;Total 1 or more employed persons;43 Specialised construction activities;2010 July;103.4;-7.0
3001;Total 1 or more employed persons;43 Specialised construction activities;2010 August;72.6;3.1
3002;Total 1 or more employed persons;43 Specialised construction activities;2010 September;108.2;-5.2
3003;Total 1 or more employed persons;43 Specialised construction activities;2010 3rd quarter;94.7;-3.9
3004;Total 1 or more employed persons;43 Specialised construction activities;2010 October;109.0;-5.1
3005;Total 1 or more employed persons;43 Specialised construction activities;2010 November;110.8;-1.5
3006;Total 1 or more employed persons;43 Specialised construction activities;2010 December;116.6;-2.4
3007;Total 1 or more employed persons;43 Specialised construction activities;2010 4th quarter;112.1;-3.0
3008;Total 1 or more employed persons;43 Specialised construction activities;2010;98.9;-6.8
3009;Total 1 or more employed persons;43 Specialised construction activities;2011 January;74.0;10.4
3010;Total 1 or more employed persons;43 Specialised construction activities;2011 February;90.7;13.5
3011;Total 1 or more employed persons;43 Specialised construction activities;2011 March;109.2;1.9
3012;Total 1 or more employed persons;43 Specialised construction activities;2011 1st quarter;91.3;7.8
3013;Total 1 or more employed persons;43 Specialised construction activities;2011 April;104.8;3.0
3014;Total 1 or more employed persons;43 Specialised construction activities;2011 May;112.3;16.9
3015;Total 1 or more employed persons;43 Specialised construction activities;2011 June;109.8;-3.9
3016;Total 1 or more employed persons;43 Specialised construction activities;2011 2nd quarter;109.0;4.8
3017;Total 1 or more employed persons;43 Specialised construction activities;2011 July;102.8;-0.6
3018;Total 1 or more employed persons;43 Specialised construction activities;2011 August;77.0;6.1
3019;Total 1 or more employed persons;43 Specialised construction activities;2011 September;113.8;5.2
3020;Total 1 or more employed persons;43 Specialised construction activities;2011 3rd quarter;97.9;3.3
3021;Total 1 or more employed persons;43 Specialised construction activities;2011 October;108.5;-0.5
3022;Total 1 or more employed persons;43 Specialised construction activities;2011 November;114.7;3.6
3023;Total 1 or more employed persons;43 Specialised construction activities;2011 December;122.7;5.2
3024;Total 1 or more employed persons;43 Specialised construction activities;2011 4th quarter;115.3;2.8
3025;Total 1 or more employed persons;43 Specialised construction activities;2011;103.4;4.5
3026;Total 1 or more employed persons;43 Specialised construction activities;2012 January;72.5;-2.0
3027;Total 1 or more employed persons;43 Specialised construction activities;2012 February;81.3;-10.4
3028;Total 1 or more employed persons;43 Specialised construction activities;2012 March;99.2;-9.1
3029;Total 1 or more employed persons;43 Specialised construction activities;2012 1st quarter;84.4;-7.6
3030;Total 1 or more employed persons;43 Specialised construction activities;2012 April;94.2;-10.1
3031;Total 1 or more employed persons;43 Specialised construction activities;2012 May;97.1;-13.6
3032;Total 1 or more employed persons;43 Specialised construction activities;2012 June;107.2;-2.4
3033;Total 1 or more employed persons;43 Specialised construction activities;2012 2nd quarter;99.5;-8.7
3034;Total 1 or more employed persons;43 Specialised construction activities;2012 July;95.0;-7.6
3035;Total 1 or more employed persons;43 Specialised construction activities;2012 August;74.8;-2.9
3036;Total 1 or more employed persons;43 Specialised construction activities;2012 September;106.0;-6.9
3037;Total 1 or more employed persons;43 Specialised construction activities;2012 3rd quarter;91.9;-6.1
3038;Total 1 or more employed persons;43 Specialised construction activities;2012 October;102.1;-5.9
3039;Total 1 or more employed persons;43 Specialised construction activities;2012 November;106.2;-7.5
3040;Total 1 or more employed persons;43 Specialised construction activities;2012 December;106.2;-13.4
3041;Total 1 or more employed persons;43 Specialised construction activities;2012 4th quarter;104.8;-9.1
3042;Total 1 or more employed persons;43 Specialised construction activities;2012;95.1;-7.9
3043;Total 1 or more employed persons;43 Specialised construction activities;2013 January;65.1;-10.3
3044;Total 1 or more employed persons;43 Specialised construction activities;2013 February;75.8;-6.8
3045;Total 1 or more employed persons;43 Specialised construction activities;2013 March;89.9;-9.4
3046;Total 1 or more employed persons;43 Specialised construction activities;2013 1st quarter;76.9;-8.8
3047;Total 1 or more employed persons;43 Specialised construction activities;2013 April;90.8;-3.6
3048;Total 1 or more employed persons;43 Specialised construction activities;2013 May;94.6;-2.5
3049;Total 1 or more employed persons;43 Specialised construction activities;2013 June;101.0;-5.8
3050;Total 1 or more employed persons;43 Specialised construction activities;2013 2nd quarter;95.5;-4.0
3051;Total 1 or more employed persons;43 Specialised construction activities;2013 July;95.6;0.7
3052;Total 1 or more employed persons;43 Specialised construction activities;2013 August;75.7;1.1
3053;Total 1 or more employed persons;43 Specialised construction activities;2013 September;100.5;-5.2
3054;Total 1 or more employed persons;43 Specialised construction activities;2013 3rd quarter;90.6;-1.4
3055;Total 1 or more employed persons;43 Specialised construction activities;2013 October;108.6;6.4
3056;Total 1 or more employed persons;43 Specialised construction activities;2013 November;105.6;-0.5
3057;Total 1 or more employed persons;43 Specialised construction activities;2013 December;113.9;7.2
3058;Total 1 or more employed persons;43 Specialised construction activities;2013 4th quarter;109.4;4.3
3059;Total 1 or more employed persons;43 Specialised construction activities;2013;93.1;-2.2
3060;Total 1 or more employed persons;43 Specialised construction activities;2014 January;72.7;11.7
3061;Total 1 or more employed persons;43 Specialised construction activities;2014 February;83.9;10.7
3062;Total 1 or more employed persons;43 Specialised construction activities;2014 March;92.5;2.9
3063;Total 1 or more employed persons;43 Specialised construction activities;2014 1st quarter;83.0;7.9
3064;Total 1 or more employed persons;43 Specialised construction activities;2014 April;95.0;4.6
3065;Total 1 or more employed persons;43 Specialised construction activities;2014 May;93.1;-1.6
