ID;Sex;Age;CountryOfBirth;DutchCaribbean;Periods;PopulationOnJanuary1st_1
1801;Total male and female;Total;St Kitts and Nevis;Caribbean Netherlands;2020;204
1802;Total male and female;Total;St Kitts and Nevis;Caribbean Netherlands;2021;204
1803;Total male and female;Total;St Kitts and Nevis;Caribbean Netherlands;2022;206
1804;Total male and female;Total;St Kitts and Nevis;Caribbean Netherlands;2023;204
1805;Total male and female;Total;St Kitts and Nevis;Caribbean Netherlands;2024;204
1806;Total male and female;Total;St Kitts and Nevis;Bonaire;2011;2
1807;Total male and female;Total;St Kitts and Nevis;Bonaire;2012;2
1808;Total male and female;Total;St Kitts and Nevis;Bonaire;2013;2
1809;Total male and female;Total;St Kitts and Nevis;Bonaire;2014;2
1810;Total male and female;Total;St Kitts and Nevis;Bonaire;2015;2
1811;Total male and female;Total;St Kitts and Nevis;Bonaire;2016;3
1812;Total male and female;Total;St Kitts and Nevis;Bonaire;2017;5
1813;Total male and female;Total;St Kitts and Nevis;Bonaire;2018;5
1814;Total male and female;Total;St Kitts and Nevis;Bonaire;2019;6
1815;Total male and female;Total;St Kitts and Nevis;Bonaire;2020;6
1816;Total male and female;Total;St Kitts and Nevis;Bonaire;2021;6
1817;Total male and female;Total;St Kitts and Nevis;Bonaire;2022;5
1818;Total male and female;Total;St Kitts and Nevis;Bonaire;2023;5
1819;Total male and female;Total;St Kitts and Nevis;Bonaire;2024;6
1820;Total male and female;Total;St Kitts and Nevis;St. Eustatius;2011;223
1821;Total male and female;Total;St Kitts and Nevis;St. Eustatius;2012;223
1822;Total male and female;Total;St Kitts and Nevis;St. Eustatius;2013;226
1823;Total male and female;Total;St Kitts and Nevis;St. Eustatius;2014;228
1824;Total male and female;Total;St Kitts and Nevis;St. Eustatius;2015;225
1825;Total male and female;Total;St Kitts and Nevis;St. Eustatius;2016;218
1826;Total male and female;Total;St Kitts and Nevis;St. Eustatius;2017;218
1827;Total male and female;Total;St Kitts and Nevis;St. Eustatius;2018;210
1828;Total male and female;Total;St Kitts and Nevis;St. Eustatius;2019;189
1829;Total male and female;Total;St Kitts and Nevis;St. Eustatius;2020;182
1830;Total male and female;Total;St Kitts and Nevis;St. Eustatius;2021;183
1831;Total male and female;Total;St Kitts and Nevis;St. Eustatius;2022;184
1832;Total male and female;Total;St Kitts and Nevis;St. Eustatius;2023;182
1833;Total male and female;Total;St Kitts and Nevis;St. Eustatius;2024;182
1834;Total male and female;Total;St Kitts and Nevis;Saba;2011;18
1835;Total male and female;Total;St Kitts and Nevis;Saba;2012;17
1836;Total male and female;Total;St Kitts and Nevis;Saba;2013;17
1837;Total male and female;Total;St Kitts and Nevis;Saba;2014;17
1838;Total male and female;Total;St Kitts and Nevis;Saba;2015;17
1839;Total male and female;Total;St Kitts and Nevis;Saba;2016;17
1840;Total male and female;Total;St Kitts and Nevis;Saba;2017;17
1841;Total male and female;Total;St Kitts and Nevis;Saba;2018;17
1842;Total male and female;Total;St Kitts and Nevis;Saba;2019;16
1843;Total male and female;Total;St Kitts and Nevis;Saba;2020;16
1844;Total male and female;Total;St Kitts and Nevis;Saba;2021;15
1845;Total male and female;Total;St Kitts and Nevis;Saba;2022;17
1846;Total male and female;Total;St Kitts and Nevis;Saba;2023;17
1847;Total male and female;Total;St Kitts and Nevis;Saba;2024;16
1848;Total male and female;Total;Surinam;Caribbean Netherlands;2011;289
1849;Total male and female;Total;Surinam;Caribbean Netherlands;2012;319
1850;Total male and female;Total;Surinam;Caribbean Netherlands;2013;333
1851;Total male and female;Total;Surinam;Caribbean Netherlands;2014;351
1852;Total male and female;Total;Surinam;Caribbean Netherlands;2015;352
1853;Total male and female;Total;Surinam;Caribbean Netherlands;2016;355
1854;Total male and female;Total;Surinam;Caribbean Netherlands;2017;365
1855;Total male and female;Total;Surinam;Caribbean Netherlands;2018;365
1856;Total male and female;Total;Surinam;Caribbean Netherlands;2019;367
1857;Total male and female;Total;Surinam;Caribbean Netherlands;2020;389
1858;Total male and female;Total;Surinam;Caribbean Netherlands;2021;389
1859;Total male and female;Total;Surinam;Caribbean Netherlands;2022;409
1860;Total male and female;Total;Surinam;Caribbean Netherlands;2023;465
1861;Total male and female;Total;Surinam;Caribbean Netherlands;2024;503
1862;Total male and female;Total;Surinam;Bonaire;2011;231
1863;Total male and female;Total;Surinam;Bonaire;2012;259
1864;Total male and female;Total;Surinam;Bonaire;2013;275
1865;Total male and female;Total;Surinam;Bonaire;2014;295
1866;Total male and female;Total;Surinam;Bonaire;2015;292
1867;Total male and female;Total;Surinam;Bonaire;2016;297
1868;Total male and female;Total;Surinam;Bonaire;2017;302
1869;Total male and female;Total;Surinam;Bonaire;2018;307
1870;Total male and female;Total;Surinam;Bonaire;2019;314
1871;Total male and female;Total;Surinam;Bonaire;2020;327
1872;Total male and female;Total;Surinam;Bonaire;2021;323
1873;Total male and female;Total;Surinam;Bonaire;2022;341
1874;Total male and female;Total;Surinam;Bonaire;2023;389
1875;Total male and female;Total;Surinam;Bonaire;2024;420
1876;Total male and female;Total;Surinam;St. Eustatius;2011;42
1877;Total male and female;Total;Surinam;St. Eustatius;2012;49
1878;Total male and female;Total;Surinam;St. Eustatius;2013;47
1879;Total male and female;Total;Surinam;St. Eustatius;2014;44
1880;Total male and female;Total;Surinam;St. Eustatius;2015;46
1881;Total male and female;Total;Surinam;St. Eustatius;2016;46
1882;Total male and female;Total;Surinam;St. Eustatius;2017;53
1883;Total male and female;Total;Surinam;St. Eustatius;2018;47
1884;Total male and female;Total;Surinam;St. Eustatius;2019;42
1885;Total male and female;Total;Surinam;St. Eustatius;2020;43
1886;Total male and female;Total;Surinam;St. Eustatius;2021;42
1887;Total male and female;Total;Surinam;St. Eustatius;2022;46
1888;Total male and female;Total;Surinam;St. Eustatius;2023;49
1889;Total male and female;Total;Surinam;St. Eustatius;2024;56
1890;Total male and female;Total;Surinam;Saba;2011;16
1891;Total male and female;Total;Surinam;Saba;2012;11
1892;Total male and female;Total;Surinam;Saba;2013;11
1893;Total male and female;Total;Surinam;Saba;2014;12
1894;Total male and female;Total;Surinam;Saba;2015;14
1895;Total male and female;Total;Surinam;Saba;2016;12
1896;Total male and female;Total;Surinam;Saba;2017;10
1897;Total male and female;Total;Surinam;Saba;2018;11
1898;Total male and female;Total;Surinam;Saba;2019;11
1899;Total male and female;Total;Surinam;Saba;2020;19
1900;Total male and female;Total;Surinam;Saba;2021;24
1901;Total male and female;Total;Surinam;Saba;2022;22
1902;Total male and female;Total;Surinam;Saba;2023;27
1903;Total male and female;Total;Surinam;Saba;2024;27
1904;Total male and female;Total;The Netherlands;Caribbean Netherlands;2011;1907
1905;Total male and female;Total;The Netherlands;Caribbean Netherlands;2012;2274
1906;Total male and female;Total;The Netherlands;Caribbean Netherlands;2013;2496
1907;Total male and female;Total;The Netherlands;Caribbean Netherlands;2014;2776
1908;Total male and female;Total;The Netherlands;Caribbean Netherlands;2015;2880
1909;Total male and female;Total;The Netherlands;Caribbean Netherlands;2016;2964
1910;Total male and female;Total;The Netherlands;Caribbean Netherlands;2017;3090
1911;Total male and female;Total;The Netherlands;Caribbean Netherlands;2018;3225
1912;Total male and female;Total;The Netherlands;Caribbean Netherlands;2019;3303
1913;Total male and female;Total;The Netherlands;Caribbean Netherlands;2020;3486
1914;Total male and female;Total;The Netherlands;Caribbean Netherlands;2021;3678
1915;Total male and female;Total;The Netherlands;Caribbean Netherlands;2022;3870
1916;Total male and female;Total;The Netherlands;Caribbean Netherlands;2023;4306
1917;Total male and female;Total;The Netherlands;Caribbean Netherlands;2024;4406
1918;Total male and female;Total;The Netherlands;Bonaire;2011;1708
1919;Total male and female;Total;The Netherlands;Bonaire;2012;2050
1920;Total male and female;Total;The Netherlands;Bonaire;2013;2251
1921;Total male and female;Total;The Netherlands;Bonaire;2014;2487
1922;Total male and female;Total;The Netherlands;Bonaire;2015;2574
1923;Total male and female;Total;The Netherlands;Bonaire;2016;2661
1924;Total male and female;Total;The Netherlands;Bonaire;2017;2786
1925;Total male and female;Total;The Netherlands;Bonaire;2018;2917
1926;Total male and female;Total;The Netherlands;Bonaire;2019;2994
1927;Total male and female;Total;The Netherlands;Bonaire;2020;3196
1928;Total male and female;Total;The Netherlands;Bonaire;2021;3368
1929;Total male and female;Total;The Netherlands;Bonaire;2022;3585
1930;Total male and female;Total;The Netherlands;Bonaire;2023;4025
1931;Total male and female;Total;The Netherlands;Bonaire;2024;4145
1932;Total male and female;Total;The Netherlands;St. Eustatius;2011;152
1933;Total male and female;Total;The Netherlands;St. Eustatius;2012;166
1934;Total male and female;Total;The Netherlands;St. Eustatius;2013;180
1935;Total male and female;Total;The Netherlands;St. Eustatius;2014;218
1936;Total male and female;Total;The Netherlands;St. Eustatius;2015;213
1937;Total male and female;Total;The Netherlands;St. Eustatius;2016;196
1938;Total male and female;Total;The Netherlands;St. Eustatius;2017;190
1939;Total male and female;Total;The Netherlands;St. Eustatius;2018;191
1940;Total male and female;Total;The Netherlands;St. Eustatius;2019;190
1941;Total male and female;Total;The Netherlands;St. Eustatius;2020;189
1942;Total male and female;Total;The Netherlands;St. Eustatius;2021;200
1943;Total male and female;Total;The Netherlands;St. Eustatius;2022;179
1944;Total male and female;Total;The Netherlands;St. Eustatius;2023;185
1945;Total male and female;Total;The Netherlands;St. Eustatius;2024;163
1946;Total male and female;Total;The Netherlands;Saba;2011;47
1947;Total male and female;Total;The Netherlands;Saba;2012;58
1948;Total male and female;Total;The Netherlands;Saba;2013;65
1949;Total male and female;Total;The Netherlands;Saba;2014;71
1950;Total male and female;Total;The Netherlands;Saba;2015;93
1951;Total male and female;Total;The Netherlands;Saba;2016;107
1952;Total male and female;Total;The Netherlands;Saba;2017;114
1953;Total male and female;Total;The Netherlands;Saba;2018;117
1954;Total male and female;Total;The Netherlands;Saba;2019;119
1955;Total male and female;Total;The Netherlands;Saba;2020;101
1956;Total male and female;Total;The Netherlands;Saba;2021;110
1957;Total male and female;Total;The Netherlands;Saba;2022;106
1958;Total male and female;Total;The Netherlands;Saba;2023;96
1959;Total male and female;Total;The Netherlands;Saba;2024;98
1960;Total male and female;Total;Trinidad and Tobago;Caribbean Netherlands;2011;131
1961;Total male and female;Total;Trinidad and Tobago;Caribbean Netherlands;2012;131
1962;Total male and female;Total;Trinidad and Tobago;Caribbean Netherlands;2013;136
1963;Total male and female;Total;Trinidad and Tobago;Caribbean Netherlands;2014;139
1964;Total male and female;Total;Trinidad and Tobago;Caribbean Netherlands;2015;137
1965;Total male and female;Total;Trinidad and Tobago;Caribbean Netherlands;2016;62
1966;Total male and female;Total;Trinidad and Tobago;Caribbean Netherlands;2017;65
1967;Total male and female;Total;Trinidad and Tobago;Caribbean Netherlands;2018;65
1968;Total male and female;Total;Trinidad and Tobago;Caribbean Netherlands;2019;62
1969;Total male and female;Total;Trinidad and Tobago;Caribbean Netherlands;2020;62
1970;Total male and female;Total;Trinidad and Tobago;Caribbean Netherlands;2021;59
1971;Total male and female;Total;Trinidad and Tobago;Caribbean Netherlands;2022;57
1972;Total male and female;Total;Trinidad and Tobago;Caribbean Netherlands;2023;71
1973;Total male and female;Total;Trinidad and Tobago;Caribbean Netherlands;2024;74
1974;Total male and female;Total;Trinidad and Tobago;Bonaire;2011;18
1975;Total male and female;Total;Trinidad and Tobago;Bonaire;2012;18
1976;Total male and female;Total;Trinidad and Tobago;Bonaire;2013;16
1977;Total male and female;Total;Trinidad and Tobago;Bonaire;2014;19
1978;Total male and female;Total;Trinidad and Tobago;Bonaire;2015;20
1979;Total male and female;Total;Trinidad and Tobago;Bonaire;2016;20
1980;Total male and female;Total;Trinidad and Tobago;Bonaire;2017;19
1981;Total male and female;Total;Trinidad and Tobago;Bonaire;2018;16
1982;Total male and female;Total;Trinidad and Tobago;Bonaire;2019;18
1983;Total male and female;Total;Trinidad and Tobago;Bonaire;2020;18
1984;Total male and female;Total;Trinidad and Tobago;Bonaire;2021;17
1985;Total male and female;Total;Trinidad and Tobago;Bonaire;2022;14
1986;Total male and female;Total;Trinidad and Tobago;Bonaire;2023;21
1987;Total male and female;Total;Trinidad and Tobago;Bonaire;2024;22
1988;Total male and female;Total;Trinidad and Tobago;St. Eustatius;2011;106
1989;Total male and female;Total;Trinidad and Tobago;St. Eustatius;2012;105
1990;Total male and female;Total;Trinidad and Tobago;St. Eustatius;2013;114
1991;Total male and female;Total;Trinidad and Tobago;St. Eustatius;2014;115
1992;Total male and female;Total;Trinidad and Tobago;St. Eustatius;2015;112
1993;Total male and female;Total;Trinidad and Tobago;St. Eustatius;2016;37
1994;Total male and female;Total;Trinidad and Tobago;St. Eustatius;2017;38
1995;Total male and female;Total;Trinidad and Tobago;St. Eustatius;2018;39
1996;Total male and female;Total;Trinidad and Tobago;St. Eustatius;2019;34
1997;Total male and female;Total;Trinidad and Tobago;St. Eustatius;2020;32
1998;Total male and female;Total;Trinidad and Tobago;St. Eustatius;2021;30
1999;Total male and female;Total;Trinidad and Tobago;St. Eustatius;2022;31
2000;Total male and female;Total;Trinidad and Tobago;St. Eustatius;2023;34
2001;Total male and female;Total;Trinidad and Tobago;St. Eustatius;2024;32
2002;Total male and female;Total;Trinidad and Tobago;Saba;2011;7
2003;Total male and female;Total;Trinidad and Tobago;Saba;2012;8
2004;Total male and female;Total;Trinidad and Tobago;Saba;2013;6
2005;Total male and female;Total;Trinidad and Tobago;Saba;2014;5
2006;Total male and female;Total;Trinidad and Tobago;Saba;2015;5
2007;Total male and female;Total;Trinidad and Tobago;Saba;2016;5
2008;Total male and female;Total;Trinidad and Tobago;Saba;2017;8
2009;Total male and female;Total;Trinidad and Tobago;Saba;2018;10
2010;Total male and female;Total;Trinidad and Tobago;Saba;2019;10
2011;Total male and female;Total;Trinidad and Tobago;Saba;2020;12
2012;Total male and female;Total;Trinidad and Tobago;Saba;2021;12
2013;Total male and female;Total;Trinidad and Tobago;Saba;2022;12
2014;Total male and female;Total;Trinidad and Tobago;Saba;2023;16
2015;Total male and female;Total;Trinidad and Tobago;Saba;2024;20
2016;Total male and female;Total;United States of America;Caribbean Netherlands;2011;782
2017;Total male and female;Total;United States of America;Caribbean Netherlands;2012;943
2018;Total male and female;Total;United States of America;Caribbean Netherlands;2013;1014
2019;Total male and female;Total;United States of America;Caribbean Netherlands;2014;1017
2020;Total male and female;Total;United States of America;Caribbean Netherlands;2015;958
2021;Total male and female;Total;United States of America;Caribbean Netherlands;2016;769
2022;Total male and female;Total;United States of America;Caribbean Netherlands;2017;622
2023;Total male and female;Total;United States of America;Caribbean Netherlands;2018;649
2024;Total male and female;Total;United States of America;Caribbean Netherlands;2019;600
2025;Total male and female;Total;United States of America;Caribbean Netherlands;2020;650
2026;Total male and female;Total;United States of America;Caribbean Netherlands;2021;700
2027;Total male and female;Total;United States of America;Caribbean Netherlands;2022;718
2028;Total male and female;Total;United States of America;Caribbean Netherlands;2023;843
2029;Total male and female;Total;United States of America;Caribbean Netherlands;2024;873
2030;Total male and female;Total;United States of America;Bonaire;2011;287
2031;Total male and female;Total;United States of America;Bonaire;2012;375
