ID;Geslacht;KenmerkenVanPersonen;InkomensgrensHuishouden;DuurInkomenspositie;Perioden;Personen_1;PersonenRelatief_2
200;Totaal mannen en vrouwen;Leeftijd: 0 tot 15 jaar;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2016;144.4;5.5
201;Totaal mannen en vrouwen;Leeftijd: 0 tot 15 jaar;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2017;142.5;5.5
202;Totaal mannen en vrouwen;Leeftijd: 0 tot 15 jaar;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2018;139.3;5.4
203;Totaal mannen en vrouwen;Leeftijd: 0 tot 15 jaar;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2019;139.4;5.5
204;Totaal mannen en vrouwen;Leeftijd: 0 tot 15 jaar;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2020;143.1;5.6
205;Totaal mannen en vrouwen;Leeftijd: 0 tot 15 jaar;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2021;138.4;5.5
206;Totaal mannen en vrouwen;Leeftijd: 0 tot 15 jaar;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2022;128.5;5.1
207;Totaal mannen en vrouwen;Leeftijd: 0 tot 15 jaar;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2023;124.4;4.9
208;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2011;102.3;5.9
209;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2012;120.4;6.9
210;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2013;130.9;7.5
211;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2014;124.7;7.2
212;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2015;116.0;6.7
213;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2016;107.8;6.1
214;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2017;103.8;5.8
215;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2018;100.2;5.5
216;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2019;91.0;5.0
217;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2020;83.8;4.5
218;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2021;72.9;3.9
219;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2022;61.0;3.3
220;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2023;57.4;3.0
221;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2011;20.4;1.3
222;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2012;23.6;1.5
223;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2013;26.7;1.6
224;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2014;26.2;1.6
225;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2015;27.2;1.7
226;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2016;25.9;1.6
227;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2017;23.3;1.4
228;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2018;21.6;1.3
229;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2019;20.2;1.2
230;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2020;18.6;1.1
231;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2021;15.9;0.9
232;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2022;11.4;0.7
233;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2023;8.0;0.5
234;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2011;76.5;4.4
235;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2012;84.8;4.9
236;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2013;86.5;5.0
237;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2014;85.9;4.9
238;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2015;72.0;4.1
239;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2016;65.4;3.7
240;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2017;60.3;3.4
241;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2018;53.9;3.0
242;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2019;49.7;2.7
243;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2020;51.1;2.8
244;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2021;44.2;2.4
245;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2022;39.9;2.1
246;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2023;44.5;2.4
247;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2011;9.8;0.6
248;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2012;11.9;0.7
249;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2013;13.2;0.8
250;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2014;14.0;0.9
251;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2015;12.3;0.8
252;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2016;11.6;0.7
253;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2017;10.7;0.6
254;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2018;9.5;0.6
255;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2019;8.9;0.5
256;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2020;8.8;0.5
257;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2021;8.0;0.5
258;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2022;6.8;0.4
259;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2023;6.7;0.4
260;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2011;112.2;6.4
261;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2012;122.1;7.0
262;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2013;126.2;7.3
263;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2014;125.9;7.3
264;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2015;110.2;6.3
265;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2016;105.6;6.0
266;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2017;99.9;5.6
267;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2018;91.5;5.1
268;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2019;85.9;4.7
269;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2020;85.9;4.6
270;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2021;75.7;4.1
271;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2022;67.9;3.6
272;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2023;72.3;3.8
273;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2011;27.8;1.7
274;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2012;31.9;2.0
275;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2013;35.0;2.2
276;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2014;35.0;2.2
277;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2015;32.2;2.0
278;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2016;31.7;1.9
279;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2017;29.7;1.8
280;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2018;27.2;1.6
281;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2019;26.0;1.5
282;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2020;25.8;1.5
283;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2021;23.8;1.4
284;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2022;20.3;1.2
285;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2023;19.3;1.1
286;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2011;145.4;8.3
287;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2012;156.5;9.0
288;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2013;162.3;9.3
289;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2014;162.3;9.3
290;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2015;144.1;8.3
291;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2016;140.9;8.0
292;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2017;134.3;7.5
293;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2018;125.1;6.9
294;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2019;117.9;6.4
295;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2020;117.9;6.4
296;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2021;106.2;5.7
297;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2022;94.9;5.1
298;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2023;100.4;5.3
299;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2011;48.9;3.1
300;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2012;54.0;3.3
301;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2013;57.9;3.6
302;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2014;57.2;3.5
303;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2015;53.1;3.3
304;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2016;52.8;3.2
305;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2017;50.3;3.0
306;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2018;46.5;2.8
307;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2019;44.8;2.6
308;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2020;44.2;2.6
309;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2021;41.3;2.4
310;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2022;35.5;2.1
311;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2023;33.4;1.9
312;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2011;278.7;6.6
313;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2012;321.4;7.7
314;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2013;352.1;8.5
315;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2014;337.4;8.3
316;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2015;322.5;8.0
317;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2016;298.6;7.5
318;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2017;289.9;7.2
319;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2018;279.8;7.0
320;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2019;259.3;6.4
321;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2020;228.9;5.6
322;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2021;213.7;5.2
323;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2022;145.8;3.5
324;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2023;151.9;3.6
325;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2011;71.8;1.8
326;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2012;80.0;2.0
327;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2013;88.7;2.3
328;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2014;90.1;2.4
329;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2015;100.8;2.7
330;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2016;101.4;2.8
331;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2017;97.7;2.7
332;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2018;95.2;2.6
333;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2019;92.9;2.5
334;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2020;84.9;2.3
335;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2021;79.2;2.1
336;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2022;44.2;1.2
337;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2023;31.8;0.8
338;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2011;216.5;5.1
339;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2012;235.0;5.6
340;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2013;239.0;5.8
341;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2014;236.8;5.8
342;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2015;220.9;5.5
343;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2016;212.5;5.3
344;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2017;201.0;5.0
345;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2018;188.1;4.7
346;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2019;176.6;4.4
347;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2020;175.1;4.3
348;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2021;161.5;3.9
349;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2022;153.5;3.7
350;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2023;171.2;4.0
351;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2011;35.6;0.9
352;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2012;42.3;1.1
353;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2013;46.5;1.2
354;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2014;48.9;1.3
355;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2015;50.7;1.4
356;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2016;51.7;1.4
357;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2017;52.0;1.4
358;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2018;51.3;1.4
359;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2019;50.8;1.4
360;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2020;52.5;1.4
361;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2021;50.1;1.3
362;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2022;46.4;1.2
363;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2023;45.3;1.2
364;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2011;310.6;7.3
365;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2012;330.6;7.9
366;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2013;337.7;8.2
367;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2014;335.0;8.2
368;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2015;317.5;7.9
369;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2016;306.9;7.7
370;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2017;297.7;7.4
371;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2018;282.1;7.0
372;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2019;269.8;6.7
373;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2020;268.4;6.6
374;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2021;253.4;6.1
375;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2022;242.0;5.8
376;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2023;260.8;6.1
377;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2011;86.4;2.2
378;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2012;98.0;2.5
379;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2013;108.0;2.8
380;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2014;107.5;2.8
381;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2015;109.7;2.9
382;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2016;110.6;3.0
