ID;Geslacht;Leeftijd;TypeInstelling;Perioden;AantalUltimoVerslagjaar_1;PercentageUltimoVerslagjaar_2;AantalInVerslagjaar_3;PercentageInVerslagjaar_4;OpnamedagenInVerslagjaar_5
1109;Vrouwen;75 tot 80 jaar;Totaal zorg met verblijf;2009;14400;5.13;22760.0;7.91;4951.0
1110;Vrouwen;75 tot 80 jaar;Verpleging en verzorging;2004;15050;5.58;22700.0;8.16;5227.0
1111;Vrouwen;75 tot 80 jaar;Verpleging en verzorging;2005;15035;5.51;22925.0;8.16;5140.0
1112;Vrouwen;75 tot 80 jaar;Verpleging en verzorging;2006;14760;5.37;22940.0;8.11;5115.0
1113;Vrouwen;75 tot 80 jaar;Verpleging en verzorging;2007;14165;5.09;;;
1114;Vrouwen;75 tot 80 jaar;Verpleging en verzorging;2008;13720;4.92;22025.0;7.69;4696.0
1115;Vrouwen;75 tot 80 jaar;Verpleging en verzorging;2009;13420;4.78;21705.0;7.55;4581.0
1116;Vrouwen;75 tot 80 jaar;Gehandicaptenzorg;2004;470;0.17;520.0;0.19;179.0
1117;Vrouwen;75 tot 80 jaar;Gehandicaptenzorg;2005;515;0.19;560.0;0.2;195.0
1118;Vrouwen;75 tot 80 jaar;Gehandicaptenzorg;2006;555;0.2;605.0;0.21;209.0
1119;Vrouwen;75 tot 80 jaar;Gehandicaptenzorg;2007;570;0.21;;;
1120;Vrouwen;75 tot 80 jaar;Gehandicaptenzorg;2008;565;0.2;640.0;0.22;219.0
1121;Vrouwen;75 tot 80 jaar;Gehandicaptenzorg;2009;590;0.21;645.0;0.22;221.0
1122;Vrouwen;75 tot 80 jaar;Geestelijke gezondheidszorg;2004;480;0.18;605.0;0.22;190.0
1123;Vrouwen;75 tot 80 jaar;Geestelijke gezondheidszorg;2005;470;0.17;590.0;0.21;183.0
1124;Vrouwen;75 tot 80 jaar;Geestelijke gezondheidszorg;2006;485;0.18;575.0;0.2;180.0
1125;Vrouwen;75 tot 80 jaar;Geestelijke gezondheidszorg;2007;435;0.16;;;
1126;Vrouwen;75 tot 80 jaar;Geestelijke gezondheidszorg;2008;425;0.15;500.0;0.18;159.0
1127;Vrouwen;75 tot 80 jaar;Geestelijke gezondheidszorg;2009;390;0.14;480.0;0.17;148.0
1128;Vrouwen;80 tot 85 jaar;Totaal zorg met verblijf;2004;30870;14.24;42975.0;18.71;11065.0
1129;Vrouwen;80 tot 85 jaar;Totaal zorg met verblijf;2005;29770;13.75;42070.0;18.4;10623.0
1130;Vrouwen;80 tot 85 jaar;Totaal zorg met verblijf;2006;28890;13.35;41410.0;18.13;10355.0
1131;Vrouwen;80 tot 85 jaar;Totaal zorg met verblijf;2007;28460;13.13;;;
1132;Vrouwen;80 tot 85 jaar;Totaal zorg met verblijf;2008;27155;12.51;40055.0;17.52;9621.0
1133;Vrouwen;80 tot 85 jaar;Totaal zorg met verblijf;2009;27010;12.37;39620.0;17.29;9424.0
1134;Vrouwen;80 tot 85 jaar;Verpleging en verzorging;2004;30295;13.97;42345.0;18.44;10842.0
1135;Vrouwen;80 tot 85 jaar;Verpleging en verzorging;2005;29230;13.51;41455.0;18.13;10410.0
1136;Vrouwen;80 tot 85 jaar;Verpleging en verzorging;2006;28330;13.09;40790.0;17.85;10142.0
1137;Vrouwen;80 tot 85 jaar;Verpleging en verzorging;2007;27910;12.88;;;
1138;Vrouwen;80 tot 85 jaar;Verpleging en verzorging;2008;26630;12.26;39455.0;17.26;9415.0
1139;Vrouwen;80 tot 85 jaar;Verpleging en verzorging;2009;26435;12.11;38990.0;17.01;9206.0
1140;Vrouwen;80 tot 85 jaar;Gehandicaptenzorg;2004;245;0.11;270.0;0.12;92.0
1141;Vrouwen;80 tot 85 jaar;Gehandicaptenzorg;2005;250;0.12;280.0;0.12;96.0
1142;Vrouwen;80 tot 85 jaar;Gehandicaptenzorg;2006;270;0.12;300.0;0.13;103.0
1143;Vrouwen;80 tot 85 jaar;Gehandicaptenzorg;2007;280;0.13;;;
1144;Vrouwen;80 tot 85 jaar;Gehandicaptenzorg;2008;275;0.13;320.0;0.14;108.0
1145;Vrouwen;80 tot 85 jaar;Gehandicaptenzorg;2009;310;0.14;345.0;0.15;117.0
1146;Vrouwen;80 tot 85 jaar;Geestelijke gezondheidszorg;2004;335;0.15;435.0;0.19;131.0
1147;Vrouwen;80 tot 85 jaar;Geestelijke gezondheidszorg;2005;290;0.13;385.0;0.17;117.0
1148;Vrouwen;80 tot 85 jaar;Geestelijke gezondheidszorg;2006;290;0.13;370.0;0.16;110.0
1149;Vrouwen;80 tot 85 jaar;Geestelijke gezondheidszorg;2007;270;0.13;;;
1150;Vrouwen;80 tot 85 jaar;Geestelijke gezondheidszorg;2008;245;0.11;320.0;0.14;98.0
1151;Vrouwen;80 tot 85 jaar;Geestelijke gezondheidszorg;2009;265;0.12;340.0;0.15;101.0
1152;Vrouwen;85 tot 90 jaar;Totaal zorg met verblijf;2004;33840;29.55;45745.0;35.9;12688.0
1153;Vrouwen;85 tot 90 jaar;Totaal zorg met verblijf;2005;33890;27.96;46505.0;34.55;12708.0
1154;Vrouwen;85 tot 90 jaar;Totaal zorg met verblijf;2006;33730;26.54;47040.0;33.39;12709.0
1155;Vrouwen;85 tot 90 jaar;Totaal zorg met verblijf;2007;35460;26.69;;;
1156;Vrouwen;85 tot 90 jaar;Totaal zorg met verblijf;2008;36135;25.92;50380.0;32.8;13264.0
1157;Vrouwen;85 tot 90 jaar;Totaal zorg met verblijf;2009;36995;25.6;51805.0;32.64;13508.0
1158;Vrouwen;85 tot 90 jaar;Verpleging en verzorging;2004;33620;29.36;45490.0;35.7;12596.0
1159;Vrouwen;85 tot 90 jaar;Verpleging en verzorging;2005;33660;27.77;46230.0;34.35;12615.0
1160;Vrouwen;85 tot 90 jaar;Verpleging en verzorging;2006;33485;26.35;46750.0;33.18;12609.0
1161;Vrouwen;85 tot 90 jaar;Verpleging en verzorging;2007;35210;26.51;;;
1162;Vrouwen;85 tot 90 jaar;Verpleging en verzorging;2008;35865;25.73;50070.0;32.59;13156.0
1163;Vrouwen;85 tot 90 jaar;Verpleging en verzorging;2009;36735;25.42;51505.0;32.45;13405.0
1164;Vrouwen;85 tot 90 jaar;Gehandicaptenzorg;2004;90;0.08;100.0;0.08;35.0
1165;Vrouwen;85 tot 90 jaar;Gehandicaptenzorg;2005;95;0.08;115.0;0.09;38.0
1166;Vrouwen;85 tot 90 jaar;Gehandicaptenzorg;2006;95;0.08;120.0;0.09;39.0
1167;Vrouwen;85 tot 90 jaar;Gehandicaptenzorg;2007;120;0.09;;;
1168;Vrouwen;85 tot 90 jaar;Gehandicaptenzorg;2008;135;0.1;155.0;0.1;53.0
1169;Vrouwen;85 tot 90 jaar;Gehandicaptenzorg;2009;140;0.1;165.0;0.1;54.0
1170;Vrouwen;85 tot 90 jaar;Geestelijke gezondheidszorg;2004;130;0.11;195.0;0.15;58.0
1171;Vrouwen;85 tot 90 jaar;Geestelijke gezondheidszorg;2005;135;0.11;190.0;0.14;56.0
1172;Vrouwen;85 tot 90 jaar;Geestelijke gezondheidszorg;2006;145;0.12;200.0;0.14;61.0
1173;Vrouwen;85 tot 90 jaar;Geestelijke gezondheidszorg;2007;135;0.1;;;
1174;Vrouwen;85 tot 90 jaar;Geestelijke gezondheidszorg;2008;135;0.1;185.0;0.12;56.0
1175;Vrouwen;85 tot 90 jaar;Geestelijke gezondheidszorg;2009;125;0.09;160.0;0.1;49.0
1176;Vrouwen;90 tot 95 jaar;Totaal zorg met verblijf;2004;23090;47.01;32205.0;54.18;9193.0
1177;Vrouwen;90 tot 95 jaar;Totaal zorg met verblijf;2005;22725;45.47;32075.0;53.05;9068.0
1178;Vrouwen;90 tot 95 jaar;Totaal zorg met verblijf;2006;22430;44.09;31900.0;51.86;9047.0
1179;Vrouwen;90 tot 95 jaar;Totaal zorg met verblijf;2007;23545;45.16;;;
1180;Vrouwen;90 tot 95 jaar;Totaal zorg met verblijf;2008;22835;43.49;32450.0;51.54;8940.0
1181;Vrouwen;90 tot 95 jaar;Totaal zorg met verblijf;2009;23150;43.08;32545.0;50.9;8897.0
1182;Vrouwen;90 tot 95 jaar;Verpleging en verzorging;2004;23025;46.88;32125.0;54.05;9164.0
1183;Vrouwen;90 tot 95 jaar;Verpleging en verzorging;2005;22650;45.32;31985.0;52.9;9039.0
1184;Vrouwen;90 tot 95 jaar;Verpleging en verzorging;2006;22365;43.96;31810.0;51.72;9019.0
1185;Vrouwen;90 tot 95 jaar;Verpleging en verzorging;2007;23480;45.04;;;
1186;Vrouwen;90 tot 95 jaar;Verpleging en verzorging;2008;22765;43.36;32360.0;51.41;8911.0
1187;Vrouwen;90 tot 95 jaar;Verpleging en verzorging;2009;23075;42.94;32460.0;50.77;8869.0
1188;Vrouwen;90 tot 95 jaar;Gehandicaptenzorg;2004;20;0.04;25.0;0.04;8.0
1189;Vrouwen;90 tot 95 jaar;Gehandicaptenzorg;2005;25;0.05;30.0;0.05;9.0
1190;Vrouwen;90 tot 95 jaar;Gehandicaptenzorg;2006;25;0.05;30.0;0.05;11.0
1191;Vrouwen;90 tot 95 jaar;Gehandicaptenzorg;2007;35;0.07;;;
1192;Vrouwen;90 tot 95 jaar;Gehandicaptenzorg;2008;35;0.07;45.0;0.07;15.0
1193;Vrouwen;90 tot 95 jaar;Gehandicaptenzorg;2009;40;0.07;50.0;0.08;16.0
1194;Vrouwen;90 tot 95 jaar;Geestelijke gezondheidszorg;2004;45;0.09;70.0;0.12;21.0
1195;Vrouwen;90 tot 95 jaar;Geestelijke gezondheidszorg;2005;50;0.1;65.0;0.11;20.0
1196;Vrouwen;90 tot 95 jaar;Geestelijke gezondheidszorg;2006;40;0.08;65.0;0.1;17.0
1197;Vrouwen;90 tot 95 jaar;Geestelijke gezondheidszorg;2007;30;0.06;;;
1198;Vrouwen;90 tot 95 jaar;Geestelijke gezondheidszorg;2008;30;0.06;50.0;0.08;14.0
1199;Vrouwen;90 tot 95 jaar;Geestelijke gezondheidszorg;2009;35;0.06;45.0;0.07;13.0
1200;Vrouwen;95 jaar of ouder;Totaal zorg met verblijf;2004;7640;63.33;11635.0;69.91;3304.0
1201;Vrouwen;95 jaar of ouder;Totaal zorg met verblijf;2005;7605;61.12;11715.0;67.91;3313.0
1202;Vrouwen;95 jaar of ouder;Totaal zorg met verblijf;2006;7630;59.69;11825.0;66.61;3359.0
1203;Vrouwen;95 jaar of ouder;Totaal zorg met verblijf;2007;8245;60.72;;;
1204;Vrouwen;95 jaar of ouder;Totaal zorg met verblijf;2008;8420;59.18;13085.0;66.96;3568.0
1205;Vrouwen;95 jaar of ouder;Totaal zorg met verblijf;2009;8755;57.92;13485.0;65.84;3648.0
1206;Vrouwen;95 jaar of ouder;Verpleging en verzorging;2004;7625;63.22;11615.0;69.8;3299.0
1207;Vrouwen;95 jaar of ouder;Verpleging en verzorging;2005;7590;61.0;11690.0;67.78;3307.0
1208;Vrouwen;95 jaar of ouder;Verpleging en verzorging;2006;7615;59.58;11800.0;66.48;3352.0
1209;Vrouwen;95 jaar of ouder;Verpleging en verzorging;2007;8225;60.6;;;
1210;Vrouwen;95 jaar of ouder;Verpleging en verzorging;2008;8405;59.08;13070.0;66.87;3562.0
1211;Vrouwen;95 jaar of ouder;Verpleging en verzorging;2009;8745;57.84;13465.0;65.72;3641.0
1212;Vrouwen;95 jaar of ouder;Gehandicaptenzorg;2004;5;0.04;5.0;0.04;2.0
1213;Vrouwen;95 jaar of ouder;Gehandicaptenzorg;2005;5;0.06;10.0;0.05;3.0
1214;Vrouwen;95 jaar of ouder;Gehandicaptenzorg;2006;5;0.04;10.0;0.05;2.0
1215;Vrouwen;95 jaar of ouder;Gehandicaptenzorg;2007;5;0.04;;;
1216;Vrouwen;95 jaar of ouder;Gehandicaptenzorg;2008;5;0.04;5.0;0.04;2.0
1217;Vrouwen;95 jaar of ouder;Gehandicaptenzorg;2009;5;0.04;10.0;0.04;3.0
1218;Vrouwen;95 jaar of ouder;Geestelijke gezondheidszorg;2004;10;0.07;10.0;0.07;4.0
1219;Vrouwen;95 jaar of ouder;Geestelijke gezondheidszorg;2005;10;0.06;15.0;0.08;4.0
1220;Vrouwen;95 jaar of ouder;Geestelijke gezondheidszorg;2006;10;0.08;15.0;0.08;4.0
1221;Vrouwen;95 jaar of ouder;Geestelijke gezondheidszorg;2007;10;0.08;;;
1222;Vrouwen;95 jaar of ouder;Geestelijke gezondheidszorg;2008;10;0.06;10.0;0.06;4.0
1223;Vrouwen;95 jaar of ouder;Geestelijke gezondheidszorg;2009;5;0.04;15.0;0.08;4.0
