ID;TypeGefailleerde;RegioS;Perioden;UitgesprokenFaillissementen_1
2092;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2018 2e kwartaal;189
2093;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2018 juli;69
2094;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2018 augustus;68
2095;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2018 september;59
2096;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2018 3e kwartaal;196
2097;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2018 oktober;90
2098;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2018 november;88
2099;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2018 december;80
2100;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2018 4e kwartaal;258
2101;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2018;833
2102;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2019 januari;76
2103;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2019 februari;77
2104;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2019 maart;90
2105;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2019 1e kwartaal;243
2106;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2019 april;78
2107;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2019 mei;56
2108;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2019 juni;46
2109;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2019 2e kwartaal;180
2110;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2019 juli;80
2111;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2019 augustus;71
2112;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2019 september;73
2113;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2019 3e kwartaal;224
2114;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2019 oktober;82
2115;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2019 november;78
2116;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2019 december;67
2117;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2019 4e kwartaal;227
2118;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2019;874
2119;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2020 januari;87
2120;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2020 februari;60
2121;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2020 maart;76
2122;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2020 1e kwartaal;223
2123;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2020 april;81
2124;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2020 mei;66
2125;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2020 juni;63
2126;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2020 2e kwartaal;210
2127;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2020 juli;45
2128;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2020 augustus;53
2129;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2020 september;58
2130;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2020 3e kwartaal;156
2131;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2020 oktober;40
2132;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2020 november;42
2133;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2020 december;43
2134;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2020 4e kwartaal;125
2135;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2020;714
2136;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2021 januari;37
2137;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2021 februari;23
2138;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2021 maart;37
2139;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2021 1e kwartaal;97
2140;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2021 april;34
2141;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2021 mei;36
2142;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2021 juni;32
2143;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2021 2e kwartaal;102
2144;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2021 juli;19
2145;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2021 augustus;30
2146;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2021 september;29
2147;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2021 3e kwartaal;78
2148;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2021 oktober;27
2149;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2021 november;32
2150;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2021 december;26
2151;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2021 4e kwartaal;85
2152;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2021;362
2153;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2022 januari;29
2154;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2022 februari;53
2155;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2022 maart;33
2156;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2022 1e kwartaal;115
2157;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2022 april;21
2158;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2022 mei;32
2159;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2022 juni;34
2160;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2022 2e kwartaal;87
2161;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2022 juli;36
2162;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2022 augustus;28
2163;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2022 september;28
2164;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2022 3e kwartaal;92
2165;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2022 oktober;39
2166;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2022 november;60
2167;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2022 december;46
2168;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2022 4e kwartaal;145
2169;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2022;439
2170;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2023 januari;51
2171;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2023 februari;50
2172;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2023 maart;45
2173;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2023 1e kwartaal;146
2174;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2023 april;68
2175;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2023 mei;77
2176;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2023 juni;41
2177;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2023 2e kwartaal;186
2178;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2023 juli;55
2179;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2023 augustus;66
2180;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2023 september;89
2181;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2023 3e kwartaal;210
2182;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2023 oktober;97
2183;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2023 november;52
2184;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2023 december;81
2185;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2023 4e kwartaal;230
2186;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2023;771
2187;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2024 januari;117
2188;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2024 februari;86
2189;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2024 maart;91
2190;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2024 1e kwartaal;294
2191;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2024 april;84
2192;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2024 mei;92
2193;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2024 juni;81
2194;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2024 2e kwartaal;257
2195;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2024 juli;96
2196;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2024 augustus;85
2197;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2024 september;71
2198;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2024 3e kwartaal;252
2199;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2024 oktober;82
2200;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2024 november;77
2201;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2024 december;67
2202;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2024 4e kwartaal;226
2203;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2024 ;1029
2204;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2025 januari;62
2205;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2025 februari;73
2206;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2025 maart;49
2207;Bedrijven, instellingen en eenmanszaken;Zuid-Nederland (LD);2025 1e kwartaal;184
2208;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2009 januari;16
2209;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2009 februari;16
2210;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2009 maart;27
2211;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2009 1e kwartaal;59
2212;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2009 april;19
2213;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2009 mei;18
2214;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2009 juni;15
2215;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2009 2e kwartaal;52
2216;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2009 juli;23
2217;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2009 augustus;18
2218;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2009 september;25
2219;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2009 3e kwartaal;66
2220;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2009 oktober;11
2221;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2009 november;31
2222;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2009 december;17
2223;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2009 4e kwartaal;59
2224;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2009;236
2225;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2010 januari;17
2226;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2010 februari;23
2227;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2010 maart;21
2228;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2010 1e kwartaal;61
2229;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2010 april;13
2230;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2010 mei;27
2231;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2010 juni;30
2232;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2010 2e kwartaal;70
2233;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2010 juli;23
2234;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2010 augustus;29
2235;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2010 september;18
2236;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2010 3e kwartaal;70
2237;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2010 oktober;21
2238;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2010 november;18
2239;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2010 december;19
2240;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2010 4e kwartaal;58
2241;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2010;259
2242;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2011 januari;17
2243;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2011 februari;14
2244;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2011 maart;19
2245;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2011 1e kwartaal;50
2246;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2011 april;19
2247;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2011 mei;19
2248;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2011 juni;5
2249;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2011 2e kwartaal;43
2250;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2011 juli;10
2251;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2011 augustus;11
2252;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2011 september;21
2253;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2011 3e kwartaal;42
2254;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2011 oktober;20
2255;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2011 november;22
2256;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2011 december;8
2257;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2011 4e kwartaal;50
2258;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2011;185
2259;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2012 januari;20
2260;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2012 februari;13
2261;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2012 maart;14
2262;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2012 1e kwartaal;47
2263;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2012 april;15
2264;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2012 mei;10
2265;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2012 juni;26
2266;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2012 2e kwartaal;51
2267;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2012 juli;26
2268;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2012 augustus;10
2269;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2012 september;38
2270;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2012 3e kwartaal;74
2271;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2012 oktober;36
2272;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2012 november;15
2273;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2012 december;12
2274;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2012 4e kwartaal;63
2275;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2012;235
2276;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2013 januari;38
2277;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2013 februari;24
2278;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2013 maart;34
2279;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2013 1e kwartaal;96
2280;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2013 april;28
2281;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2013 mei;24
2282;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2013 juni;30
2283;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2013 2e kwartaal;82
2284;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2013 juli;43
2285;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2013 augustus;15
2286;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2013 september;10
2287;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2013 3e kwartaal;68
2288;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2013 oktober;25
2289;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2013 november;22
2290;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2013 december;19
2291;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2013 4e kwartaal;66
2292;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2013;312
2293;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2014 januari;34
2294;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2014 februari;23
2295;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2014 maart;39
2296;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2014 1e kwartaal;96
2297;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2014 april;19
2298;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2014 mei;18
2299;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2014 juni;24
2300;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2014 2e kwartaal;61
2301;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2014 juli;14
2302;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2014 augustus;15
2303;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2014 september;6
2304;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2014 3e kwartaal;35
2305;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2014 oktober;12
2306;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2014 november;12
2307;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2014 december;15
2308;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2014 4e kwartaal;39
2309;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2014;231
2310;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2015 januari;10
2311;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2015 februari;19
2312;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2015 maart;31
2313;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2015 1e kwartaal;60
2314;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2015 april;15
2315;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2015 mei;9
2316;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2015 juni;9
2317;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2015 2e kwartaal;33
2318;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2015 juli;12
2319;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2015 augustus;16
2320;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2015 september;11
2321;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2015 3e kwartaal;39
2322;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2015 oktober;13
2323;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2015 november;8
2324;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2015 december;12
2325;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2015 4e kwartaal;33
2326;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2015;165
2327;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2016 januari;4
2328;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2016 februari;9
2329;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2016 maart;7
2330;Bedrijven, instellingen en eenmanszaken;Groningen (PV);2016 1e kwartaal;20
