ID;Providers;Financing;Periods;ExpenditureOnHealthAndSocialCare_1
463;HP11: General and university hospitals;HF121b: Health Insurance Fund;2009;
464;HP11: General and university hospitals;HF121b: Health Insurance Fund;2010;
465;HP11: General and university hospitals;HF121b: Health Insurance Fund;2011;
466;HP11: General and university hospitals;HF121b: Health Insurance Fund;2012;
467;HP11: General and university hospitals;HF121b: Health Insurance Fund;2013;
468;HP11: General and university hospitals;HF122: Health care insurance act;2005;
469;HP11: General and university hospitals;HF122: Health care insurance act;2006;11183.0
470;HP11: General and university hospitals;HF122: Health care insurance act;2007;11160.0
471;HP11: General and university hospitals;HF122: Health care insurance act;2008;12303.0
472;HP11: General and university hospitals;HF122: Health care insurance act;2009;13158.0
473;HP11: General and university hospitals;HF122: Health care insurance act;2010;14425.0
474;HP11: General and university hospitals;HF122: Health care insurance act;2011;14140.0
475;HP11: General and university hospitals;HF122: Health care insurance act;2012;15786.0
476;HP11: General and university hospitals;HF122: Health care insurance act;2013;17629.0
477;HP11: General and university hospitals;HF2: Private sector;2005;3538.0
478;HP11: General and university hospitals;HF2: Private sector;2006;274.0
479;HP11: General and university hospitals;HF2: Private sector;2007;243.0
480;HP11: General and university hospitals;HF2: Private sector;2008;274.0
481;HP11: General and university hospitals;HF2: Private sector;2009;195.0
482;HP11: General and university hospitals;HF2: Private sector;2010;207.0
483;HP11: General and university hospitals;HF2: Private sector;2011;216.0
484;HP11: General and university hospitals;HF2: Private sector;2012;215.0
485;HP11: General and university hospitals;HF2: Private sector;2013;230.0
486;HP11: General and university hospitals;HF21: Private social insurance;2005;1415.0
487;HP11: General and university hospitals;HF21: Private social insurance;2006;
488;HP11: General and university hospitals;HF21: Private social insurance;2007;
489;HP11: General and university hospitals;HF21: Private social insurance;2008;
490;HP11: General and university hospitals;HF21: Private social insurance;2009;
491;HP11: General and university hospitals;HF21: Private social insurance;2010;
492;HP11: General and university hospitals;HF21: Private social insurance;2011;
493;HP11: General and university hospitals;HF21: Private social insurance;2012;
494;HP11: General and university hospitals;HF21: Private social insurance;2013;
495;HP11: General and university hospitals;HF22: Private insurance;2005;1858.0
496;HP11: General and university hospitals;HF22: Private insurance;2006;0.0
497;HP11: General and university hospitals;HF22: Private insurance;2007;0.0
498;HP11: General and university hospitals;HF22: Private insurance;2008;0.0
499;HP11: General and university hospitals;HF22: Private insurance;2009;0.0
500;HP11: General and university hospitals;HF22: Private insurance;2010;0.0
501;HP11: General and university hospitals;HF22: Private insurance;2011;0.0
502;HP11: General and university hospitals;HF22: Private insurance;2012;0.0
503;HP11: General and university hospitals;HF22: Private insurance;2013;0.0
504;HP11: General and university hospitals;HF23: Out-of-pocket expenditure;2005;37.0
505;HP11: General and university hospitals;HF23: Out-of-pocket expenditure;2006;39.0
506;HP11: General and university hospitals;HF23: Out-of-pocket expenditure;2007;39.0
507;HP11: General and university hospitals;HF23: Out-of-pocket expenditure;2008;59.0
508;HP11: General and university hospitals;HF23: Out-of-pocket expenditure;2009;87.0
509;HP11: General and university hospitals;HF23: Out-of-pocket expenditure;2010;72.0
510;HP11: General and university hospitals;HF23: Out-of-pocket expenditure;2011;77.0
511;HP11: General and university hospitals;HF23: Out-of-pocket expenditure;2012;75.0
512;HP11: General and university hospitals;HF23: Out-of-pocket expenditure;2013;76.0
513;HP11: General and university hospitals;HF24: Non-profit institutions;2005;227.0
514;HP11: General and university hospitals;HF24: Non-profit institutions;2006;236.0
515;HP11: General and university hospitals;HF24: Non-profit institutions;2007;204.0
516;HP11: General and university hospitals;HF24: Non-profit institutions;2008;214.0
517;HP11: General and university hospitals;HF24: Non-profit institutions;2009;107.0
518;HP11: General and university hospitals;HF24: Non-profit institutions;2010;135.0
519;HP11: General and university hospitals;HF24: Non-profit institutions;2011;139.0
520;HP11: General and university hospitals;HF24: Non-profit institutions;2012;141.0
521;HP11: General and university hospitals;HF24: Non-profit institutions;2013;154.0
522;HP11: General and university hospitals;HF25: Enterprises;2005;0.0
523;HP11: General and university hospitals;HF25: Enterprises;2006;0.0
524;HP11: General and university hospitals;HF25: Enterprises;2007;0.0
525;HP11: General and university hospitals;HF25: Enterprises;2008;0.0
526;HP11: General and university hospitals;HF25: Enterprises;2009;0.0
527;HP11: General and university hospitals;HF25: Enterprises;2010;0.0
528;HP11: General and university hospitals;HF25: Enterprises;2011;0.0
529;HP11: General and university hospitals;HF25: Enterprises;2012;0.0
530;HP11: General and university hospitals;HF25: Enterprises;2013;0.0
531;HP11: General and university hospitals;"Rest of the world; exports";2005;37.0
532;HP11: General and university hospitals;"Rest of the world; exports";2006;36.0
533;HP11: General and university hospitals;"Rest of the world; exports";2007;36.0
534;HP11: General and university hospitals;"Rest of the world; exports";2008;37.0
535;HP11: General and university hospitals;"Rest of the world; exports";2009;35.0
536;HP11: General and university hospitals;"Rest of the world; exports";2010;46.0
537;HP11: General and university hospitals;"Rest of the world; exports";2011;44.0
538;HP11: General and university hospitals;"Rest of the world; exports";2012;44.0
539;HP11: General and university hospitals;"Rest of the world; exports";2013;44.0
540;HP12: Mental health institutions,;Total financing of health & social care;2005;3695.0
541;HP12: Mental health institutions,;Total financing of health & social care;2006;3837.0
542;HP12: Mental health institutions,;Total financing of health & social care;2007;4136.0
543;HP12: Mental health institutions,;Total financing of health & social care;2008;4331.0
544;HP12: Mental health institutions,;Total financing of health & social care;2009;4667.0
545;HP12: Mental health institutions,;Total financing of health & social care;2010;4720.0
546;HP12: Mental health institutions,;Total financing of health & social care;2011;4944.0
547;HP12: Mental health institutions,;Total financing of health & social care;2012;5059.0
548;HP12: Mental health institutions,;Total financing of health & social care;2013;5216.0
549;HP12: Mental health institutions,;Total financing of residents;2005;3695.0
550;HP12: Mental health institutions,;Total financing of residents;2006;3837.0
551;HP12: Mental health institutions,;Total financing of residents;2007;4136.0
552;HP12: Mental health institutions,;Total financing of residents;2008;4331.0
553;HP12: Mental health institutions,;Total financing of residents;2009;4667.0
554;HP12: Mental health institutions,;Total financing of residents;2010;4720.0
555;HP12: Mental health institutions,;Total financing of residents;2011;4944.0
556;HP12: Mental health institutions,;Total financing of residents;2012;5059.0
557;HP12: Mental health institutions,;Total financing of residents;2013;5216.0
558;HP12: Mental health institutions,;HF1: General government;2005;3671.0
559;HP12: Mental health institutions,;HF1: General government;2006;3811.0
560;HP12: Mental health institutions,;HF1: General government;2007;4114.0
561;HP12: Mental health institutions,;HF1: General government;2008;4310.0
562;HP12: Mental health institutions,;HF1: General government;2009;4646.0
563;HP12: Mental health institutions,;HF1: General government;2010;4693.0
564;HP12: Mental health institutions,;HF1: General government;2011;4920.0
565;HP12: Mental health institutions,;HF1: General government;2012;5035.0
566;HP12: Mental health institutions,;HF1: General government;2013;5195.0
567;HP12: Mental health institutions,;HF11: Government excl. social security;2005;350.0
568;HP12: Mental health institutions,;HF11: Government excl. social security;2006;380.0
569;HP12: Mental health institutions,;HF11: Government excl. social security;2007;442.0
570;HP12: Mental health institutions,;HF11: Government excl. social security;2008;545.0
571;HP12: Mental health institutions,;HF11: Government excl. social security;2009;644.0
572;HP12: Mental health institutions,;HF11: Government excl. social security;2010;701.0
573;HP12: Mental health institutions,;HF11: Government excl. social security;2011;772.0
574;HP12: Mental health institutions,;HF11: Government excl. social security;2012;828.0
575;HP12: Mental health institutions,;HF11: Government excl. social security;2013;791.0
576;HP12: Mental health institutions,;HF12: Social security funds;2005;3322.0
577;HP12: Mental health institutions,;HF12: Social security funds;2006;3431.0
578;HP12: Mental health institutions,;HF12: Social security funds;2007;3672.0
579;HP12: Mental health institutions,;HF12: Social security funds;2008;3765.0
580;HP12: Mental health institutions,;HF12: Social security funds;2009;4003.0
581;HP12: Mental health institutions,;HF12: Social security funds;2010;3992.0
582;HP12: Mental health institutions,;HF12: Social security funds;2011;4148.0
583;HP12: Mental health institutions,;HF12: Social security funds;2012;4207.0
584;HP12: Mental health institutions,;HF12: Social security funds;2013;4404.0
585;HP12: Mental health institutions,;HF121a: Exceptional Medical Expenses Act;2005;3322.0
586;HP12: Mental health institutions,;HF121a: Exceptional Medical Expenses Act;2006;3431.0
587;HP12: Mental health institutions,;HF121a: Exceptional Medical Expenses Act;2007;3672.0
588;HP12: Mental health institutions,;HF121a: Exceptional Medical Expenses Act;2008;1744.0
589;HP12: Mental health institutions,;HF121a: Exceptional Medical Expenses Act;2009;1863.0
590;HP12: Mental health institutions,;HF121a: Exceptional Medical Expenses Act;2010;2042.0
591;HP12: Mental health institutions,;HF121a: Exceptional Medical Expenses Act;2011;2077.0
592;HP12: Mental health institutions,;HF121a: Exceptional Medical Expenses Act;2012;2285.0
