ID;ProvinciaalGefinancierdeZorg;ZvwGefinancierdeGGZ;IndicatieAWBZGefinancierdeZorg;RegioS;Perioden;JongerenInJeugdzorg_1
156;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Zaanstreek (CR);2011;3805.0
157;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Zaanstreek (CR);2012;4005.0
158;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Zaanstreek (CR);2013;4045.0
159;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Zaanstreek (CR);2014;3450.0
160;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Groot-Amsterdam (CR);2011;27090.0
161;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Groot-Amsterdam (CR);2012;26755.0
162;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Groot-Amsterdam (CR);2013;26820.0
163;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Groot-Amsterdam (CR);2014;22585.0
164;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Het Gooi en Vechtstreek (CR);2011;5370.0
165;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Het Gooi en Vechtstreek (CR);2012;5345.0
166;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Het Gooi en Vechtstreek (CR);2013;5370.0
167;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Het Gooi en Vechtstreek (CR);2014;4595.0
168;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Agglomeratie Leiden en Bollenstreek (CR);2011;8965.0
169;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Agglomeratie Leiden en Bollenstreek (CR);2012;9110.0
170;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Agglomeratie Leiden en Bollenstreek (CR);2013;9050.0
171;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Agglomeratie Leiden en Bollenstreek (CR);2014;8055.0
172;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Agglomeratie 's-Gravenhage (CR);2011;17155.0
173;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Agglomeratie 's-Gravenhage (CR);2012;17345.0
174;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Agglomeratie 's-Gravenhage (CR);2013;17600.0
175;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Agglomeratie 's-Gravenhage (CR);2014;16220.0
176;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Delft en Westland (CR);2011;4630.0
177;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Delft en Westland (CR);2012;4450.0
178;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Delft en Westland (CR);2013;4255.0
179;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Delft en Westland (CR);2014;3650.0
180;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Oost-Zuid-Holland (CR);2011;7000.0
181;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Oost-Zuid-Holland (CR);2012;6865.0
182;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Oost-Zuid-Holland (CR);2013;7005.0
183;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Oost-Zuid-Holland (CR);2014;6150.0
184;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Groot-Rijnmond (CR);2011;30555.0
185;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Groot-Rijnmond (CR);2012;30030.0
186;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Groot-Rijnmond (CR);2013;29485.0
187;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Groot-Rijnmond (CR);2014;26955.0
188;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Zuidoost-Zuid-Holland (CR);2011;9235.0
189;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Zuidoost-Zuid-Holland (CR);2012;9280.0
190;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Zuidoost-Zuid-Holland (CR);2013;9540.0
191;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Zuidoost-Zuid-Holland (CR);2014;8235.0
192;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Zeeuwsch-Vlaanderen (CR);2011;2225.0
193;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Zeeuwsch-Vlaanderen (CR);2012;2225.0
194;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Zeeuwsch-Vlaanderen (CR);2013;2255.0
195;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Zeeuwsch-Vlaanderen (CR);2014;1870.0
196;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Overig Zeeland (CR);2011;5690.0
197;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Overig Zeeland (CR);2012;5915.0
198;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Overig Zeeland (CR);2013;6030.0
199;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Overig Zeeland (CR);2014;5125.0
200;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;West-Noord-Brabant (CR);2011;12995.0
201;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;West-Noord-Brabant (CR);2012;12890.0
202;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;West-Noord-Brabant (CR);2013;12740.0
203;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;West-Noord-Brabant (CR);2014;11005.0
204;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Midden-Noord-Brabant (CR);2011;9965.0
205;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Midden-Noord-Brabant (CR);2012;9945.0
206;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Midden-Noord-Brabant (CR);2013;9690.0
207;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Midden-Noord-Brabant (CR);2014;8565.0
208;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Noordoost-Noord-Brabant (CR);2011;17185.0
209;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Noordoost-Noord-Brabant (CR);2012;16270.0
210;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Noordoost-Noord-Brabant (CR);2013;15650.0
211;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Noordoost-Noord-Brabant (CR);2014;13105.0
212;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Zuidoost-Noord-Brabant (CR);2011;16860.0
213;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Zuidoost-Noord-Brabant (CR);2012;16745.0
214;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Zuidoost-Noord-Brabant (CR);2013;16405.0
215;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Zuidoost-Noord-Brabant (CR);2014;14285.0
216;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Noord-Limburg (CR);2011;5925.0
217;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Noord-Limburg (CR);2012;5985.0
218;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Noord-Limburg (CR);2013;5920.0
219;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Noord-Limburg (CR);2014;5165.0
220;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Midden-Limburg (CR);2011;5310.0
221;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Midden-Limburg (CR);2012;5245.0
222;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Midden-Limburg (CR);2013;5050.0
223;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Midden-Limburg (CR);2014;4280.0
224;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Zuid-Limburg (CR);2011;14680.0
225;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Zuid-Limburg (CR);2012;14130.0
226;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Zuid-Limburg (CR);2013;13620.0
227;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Zuid-Limburg (CR);2014;11940.0
228;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Flevoland (CR);2011;12620.0
229;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Flevoland (CR);2012;12410.0
230;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Flevoland (CR);2013;12125.0
231;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Flevoland (CR);2014;10620.0
232;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Geen stadsgewest (SG);2011;171275.0
233;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Geen stadsgewest (SG);2012;171865.0
234;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Geen stadsgewest (SG);2013;170345.0
235;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Geen stadsgewest (SG);2014;148435.0
236;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Groningen (SG);2011;8260.0
237;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Groningen (SG);2012;8190.0
238;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Groningen (SG);2013;8070.0
239;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Groningen (SG);2014;7270.0
240;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Leeuwarden (SG);2011;3820.0
241;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Leeuwarden (SG);2012;3985.0
242;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Leeuwarden (SG);2013;3850.0
243;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Leeuwarden (SG);2014;3735.0
244;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Zwolle (SG);2011;4165.0
245;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Zwolle (SG);2012;4285.0
246;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Zwolle (SG);2013;4330.0
247;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Zwolle (SG);2014;3915.0
248;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Enschede (SG);2011;6585.0
249;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Enschede (SG);2012;6630.0
250;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Enschede (SG);2013;6580.0
251;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Enschede (SG);2014;5670.0
252;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Apeldoorn (SG);2011;5110.0
253;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Apeldoorn (SG);2012;5110.0
254;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Apeldoorn (SG);2013;5080.0
255;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Apeldoorn (SG);2014;4220.0
256;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Arnhem (SG);2011;8200.0
257;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Arnhem (SG);2012;8130.0
258;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Arnhem (SG);2013;8300.0
259;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Arnhem (SG);2014;7295.0
260;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Nijmegen (SG);2011;6625.0
261;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Nijmegen (SG);2012;6525.0
262;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Nijmegen (SG);2013;6380.0
263;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Nijmegen (SG);2014;5645.0
264;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Amersfoort (SG);2011;7335.0
265;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Amersfoort (SG);2012;7450.0
266;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Amersfoort (SG);2013;7420.0
267;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Amersfoort (SG);2014;6230.0
268;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Utrecht (SG);2011;14200.0
269;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Utrecht (SG);2012;14570.0
270;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Utrecht (SG);2013;14285.0
271;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Utrecht (SG);2014;12015.0
272;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Amsterdam (SG);2011;35460.0
273;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Amsterdam (SG);2012;35215.0
274;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Amsterdam (SG);2013;35250.0
275;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Amsterdam (SG);2014;29755.0
276;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Haarlem (SG);2011;8505.0
277;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Haarlem (SG);2012;8530.0
278;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Haarlem (SG);2013;8460.0
279;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Haarlem (SG);2014;7420.0
280;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Leiden (SG);2011;7590.0
281;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Leiden (SG);2012;7650.0
282;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Leiden (SG);2013;7550.0
283;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Leiden (SG);2014;6705.0
284;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;'s-Gravenhage (SG);2011;21785.0
285;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;'s-Gravenhage (SG);2012;21795.0
286;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;'s-Gravenhage (SG);2013;21855.0
287;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;'s-Gravenhage (SG);2014;19870.0
288;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Rotterdam (SG);2011;25185.0
289;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Rotterdam (SG);2012;24655.0
290;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Rotterdam (SG);2013;24260.0
291;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Rotterdam (SG);2014;22340.0
292;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Dordrecht (SG);2011;6705.0
293;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Dordrecht (SG);2012;6660.0
294;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Dordrecht (SG);2013;6890.0
295;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Dordrecht (SG);2014;5940.0
296;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Breda (SG);2011;6555.0
297;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Breda (SG);2012;6380.0
298;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Breda (SG);2013;6285.0
299;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Breda (SG);2014;5410.0
300;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Tilburg (SG);2011;6630.0
301;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Tilburg (SG);2012;6615.0
302;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Tilburg (SG);2013;6450.0
303;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;Tilburg (SG);2014;5835.0
304;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;Wel of geen indicatie AWBZ-gefin. zorg;'s-Hertogenbosch (SG);2011;5120.0
