ID;EarningGroups;CharacteristicsEmployee;CaribbeanNetherlands;Periods;JobsOfEmployees_1;AverageAnnualWage_2
3041;Gross annual wage: 5,000 to 9,999 do...;Age: 16-18 years;Saba;2016;;
3042;Gross annual wage: 5,000 to 9,999 do...;Age: 16-18 years;Saba;2017;;
3043;Gross annual wage: 5,000 to 9,999 do...;Age: 16-18 years;Saba;2018;;
3044;Gross annual wage: 5,000 to 9,999 do...;Age: 16-18 years;Saba;2019;;
3045;Gross annual wage: 5,000 to 9,999 do...;Age: 16-18 years;Saba;2020;;
3046;Gross annual wage: 5,000 to 9,999 do...;Age: 16-18 years;Saba;2021;;
3047;Gross annual wage: 5,000 to 9,999 do...;Age: 16-18 years;Saba;2022;;
3048;Gross annual wage: 5,000 to 9,999 do...;Age: 16-18 years;Unclassificable;2011;;
3049;Gross annual wage: 5,000 to 9,999 do...;Age: 16-18 years;Unclassificable;2012;;
3050;Gross annual wage: 5,000 to 9,999 do...;Age: 16-18 years;Unclassificable;2013;;
3051;Gross annual wage: 5,000 to 9,999 do...;Age: 16-18 years;Unclassificable;2014;;
3052;Gross annual wage: 5,000 to 9,999 do...;Age: 16-18 years;Unclassificable;2015;;
3053;Gross annual wage: 5,000 to 9,999 do...;Age: 16-18 years;Unclassificable;2016;;
3054;Gross annual wage: 5,000 to 9,999 do...;Age: 16-18 years;Unclassificable;2017;;
3055;Gross annual wage: 5,000 to 9,999 do...;Age: 16-18 years;Unclassificable;2018;;
3056;Gross annual wage: 5,000 to 9,999 do...;Age: 16-18 years;Unclassificable;2019;;
3057;Gross annual wage: 5,000 to 9,999 do...;Age: 16-18 years;Unclassificable;2020;;
3058;Gross annual wage: 5,000 to 9,999 do...;Age: 16-18 years;Unclassificable;2021;;
3059;Gross annual wage: 5,000 to 9,999 do...;Age: 16-18 years;Unclassificable;2022;;
3060;Gross annual wage: 5,000 to 9,999 do...;Age: 19 years;Caribbean Netherlands;2011;30.0;7710.0
3061;Gross annual wage: 5,000 to 9,999 do...;Age: 19 years;Caribbean Netherlands;2012;20.0;7600.0
3062;Gross annual wage: 5,000 to 9,999 do...;Age: 19 years;Caribbean Netherlands;2013;30.0;7460.0
3063;Gross annual wage: 5,000 to 9,999 do...;Age: 19 years;Caribbean Netherlands;2014;20.0;7220.0
3064;Gross annual wage: 5,000 to 9,999 do...;Age: 19 years;Caribbean Netherlands;2015;30.0;7660.0
3065;Gross annual wage: 5,000 to 9,999 do...;Age: 19 years;Caribbean Netherlands;2016;40.0;7520.0
3066;Gross annual wage: 5,000 to 9,999 do...;Age: 19 years;Caribbean Netherlands;2017;30.0;7880.0
3067;Gross annual wage: 5,000 to 9,999 do...;Age: 19 years;Caribbean Netherlands;2018;30.0;7580.0
3068;Gross annual wage: 5,000 to 9,999 do...;Age: 19 years;Caribbean Netherlands;2019;30.0;7680.0
3069;Gross annual wage: 5,000 to 9,999 do...;Age: 19 years;Caribbean Netherlands;2020;40.0;7260.0
3070;Gross annual wage: 5,000 to 9,999 do...;Age: 19 years;Caribbean Netherlands;2021;30.0;7560.0
3071;Gross annual wage: 5,000 to 9,999 do...;Age: 19 years;Caribbean Netherlands;2022;40.0;7640.0
3072;Gross annual wage: 5,000 to 9,999 do...;Age: 19 years;Bonaire;2011;20.0;7960.0
3073;Gross annual wage: 5,000 to 9,999 do...;Age: 19 years;Bonaire;2012;20.0;7590.0
3074;Gross annual wage: 5,000 to 9,999 do...;Age: 19 years;Bonaire;2013;20.0;7440.0
3075;Gross annual wage: 5,000 to 9,999 do...;Age: 19 years;Bonaire;2014;20.0;7210.0
3076;Gross annual wage: 5,000 to 9,999 do...;Age: 19 years;Bonaire;2015;30.0;7710.0
3077;Gross annual wage: 5,000 to 9,999 do...;Age: 19 years;Bonaire;2016;40.0;7550.0
3078;Gross annual wage: 5,000 to 9,999 do...;Age: 19 years;Bonaire;2017;30.0;7870.0
3079;Gross annual wage: 5,000 to 9,999 do...;Age: 19 years;Bonaire;2018;30.0;7620.0
3080;Gross annual wage: 5,000 to 9,999 do...;Age: 19 years;Bonaire;2019;30.0;7670.0
3081;Gross annual wage: 5,000 to 9,999 do...;Age: 19 years;Bonaire;2020;30.0;7340.0
3082;Gross annual wage: 5,000 to 9,999 do...;Age: 19 years;Bonaire;2021;30.0;7350.0
3083;Gross annual wage: 5,000 to 9,999 do...;Age: 19 years;Bonaire;2022;40.0;7670.0
3084;Gross annual wage: 5,000 to 9,999 do...;Age: 19 years;St. Eustatius;2011;;
3085;Gross annual wage: 5,000 to 9,999 do...;Age: 19 years;St. Eustatius;2012;;
3086;Gross annual wage: 5,000 to 9,999 do...;Age: 19 years;St. Eustatius;2013;;
3087;Gross annual wage: 5,000 to 9,999 do...;Age: 19 years;St. Eustatius;2014;;
3088;Gross annual wage: 5,000 to 9,999 do...;Age: 19 years;St. Eustatius;2015;;
3089;Gross annual wage: 5,000 to 9,999 do...;Age: 19 years;St. Eustatius;2016;;
3090;Gross annual wage: 5,000 to 9,999 do...;Age: 19 years;St. Eustatius;2017;;
3091;Gross annual wage: 5,000 to 9,999 do...;Age: 19 years;St. Eustatius;2018;;
3092;Gross annual wage: 5,000 to 9,999 do...;Age: 19 years;St. Eustatius;2019;;
3093;Gross annual wage: 5,000 to 9,999 do...;Age: 19 years;St. Eustatius;2020;;
3094;Gross annual wage: 5,000 to 9,999 do...;Age: 19 years;St. Eustatius;2021;;
3095;Gross annual wage: 5,000 to 9,999 do...;Age: 19 years;St. Eustatius;2022;;
3096;Gross annual wage: 5,000 to 9,999 do...;Age: 19 years;Saba;2011;;
3097;Gross annual wage: 5,000 to 9,999 do...;Age: 19 years;Saba;2012;;
3098;Gross annual wage: 5,000 to 9,999 do...;Age: 19 years;Saba;2013;;
3099;Gross annual wage: 5,000 to 9,999 do...;Age: 19 years;Saba;2014;;
3100;Gross annual wage: 5,000 to 9,999 do...;Age: 19 years;Saba;2015;;
3101;Gross annual wage: 5,000 to 9,999 do...;Age: 19 years;Saba;2016;;
3102;Gross annual wage: 5,000 to 9,999 do...;Age: 19 years;Saba;2017;;
3103;Gross annual wage: 5,000 to 9,999 do...;Age: 19 years;Saba;2018;;
3104;Gross annual wage: 5,000 to 9,999 do...;Age: 19 years;Saba;2019;;
3105;Gross annual wage: 5,000 to 9,999 do...;Age: 19 years;Saba;2020;;
3106;Gross annual wage: 5,000 to 9,999 do...;Age: 19 years;Saba;2021;;
3107;Gross annual wage: 5,000 to 9,999 do...;Age: 19 years;Saba;2022;;
3108;Gross annual wage: 5,000 to 9,999 do...;Age: 19 years;Unclassificable;2011;;
3109;Gross annual wage: 5,000 to 9,999 do...;Age: 19 years;Unclassificable;2012;;
3110;Gross annual wage: 5,000 to 9,999 do...;Age: 19 years;Unclassificable;2013;;
3111;Gross annual wage: 5,000 to 9,999 do...;Age: 19 years;Unclassificable;2014;;
3112;Gross annual wage: 5,000 to 9,999 do...;Age: 19 years;Unclassificable;2015;;
3113;Gross annual wage: 5,000 to 9,999 do...;Age: 19 years;Unclassificable;2016;;
3114;Gross annual wage: 5,000 to 9,999 do...;Age: 19 years;Unclassificable;2017;;
3115;Gross annual wage: 5,000 to 9,999 do...;Age: 19 years;Unclassificable;2018;;
3116;Gross annual wage: 5,000 to 9,999 do...;Age: 19 years;Unclassificable;2019;;
3117;Gross annual wage: 5,000 to 9,999 do...;Age: 19 years;Unclassificable;2020;;
3118;Gross annual wage: 5,000 to 9,999 do...;Age: 19 years;Unclassificable;2021;;
3119;Gross annual wage: 5,000 to 9,999 do...;Age: 19 years;Unclassificable;2022;;
3120;Gross annual wage: 5,000 to 9,999 do...;Age: 20 years;Caribbean Netherlands;2011;30.0;7900.0
3121;Gross annual wage: 5,000 to 9,999 do...;Age: 20 years;Caribbean Netherlands;2012;20.0;8240.0
3122;Gross annual wage: 5,000 to 9,999 do...;Age: 20 years;Caribbean Netherlands;2013;30.0;8130.0
3123;Gross annual wage: 5,000 to 9,999 do...;Age: 20 years;Caribbean Netherlands;2014;20.0;7900.0
3124;Gross annual wage: 5,000 to 9,999 do...;Age: 20 years;Caribbean Netherlands;2015;30.0;7650.0
3125;Gross annual wage: 5,000 to 9,999 do...;Age: 20 years;Caribbean Netherlands;2016;30.0;8020.0
3126;Gross annual wage: 5,000 to 9,999 do...;Age: 20 years;Caribbean Netherlands;2017;30.0;7530.0
3127;Gross annual wage: 5,000 to 9,999 do...;Age: 20 years;Caribbean Netherlands;2018;30.0;7950.0
3128;Gross annual wage: 5,000 to 9,999 do...;Age: 20 years;Caribbean Netherlands;2019;30.0;7100.0
3129;Gross annual wage: 5,000 to 9,999 do...;Age: 20 years;Caribbean Netherlands;2020;20.0;7240.0
3130;Gross annual wage: 5,000 to 9,999 do...;Age: 20 years;Caribbean Netherlands;2021;40.0;7270.0
3131;Gross annual wage: 5,000 to 9,999 do...;Age: 20 years;Caribbean Netherlands;2022;30.0;7440.0
3132;Gross annual wage: 5,000 to 9,999 do...;Age: 20 years;Bonaire;2011;30.0;7920.0
3133;Gross annual wage: 5,000 to 9,999 do...;Age: 20 years;Bonaire;2012;20.0;8310.0
3134;Gross annual wage: 5,000 to 9,999 do...;Age: 20 years;Bonaire;2013;20.0;8170.0
3135;Gross annual wage: 5,000 to 9,999 do...;Age: 20 years;Bonaire;2014;20.0;7930.0
3136;Gross annual wage: 5,000 to 9,999 do...;Age: 20 years;Bonaire;2015;30.0;7700.0
3137;Gross annual wage: 5,000 to 9,999 do...;Age: 20 years;Bonaire;2016;20.0;8050.0
3138;Gross annual wage: 5,000 to 9,999 do...;Age: 20 years;Bonaire;2017;30.0;7600.0
3139;Gross annual wage: 5,000 to 9,999 do...;Age: 20 years;Bonaire;2018;30.0;7970.0
3140;Gross annual wage: 5,000 to 9,999 do...;Age: 20 years;Bonaire;2019;30.0;7090.0
3141;Gross annual wage: 5,000 to 9,999 do...;Age: 20 years;Bonaire;2020;20.0;7240.0
3142;Gross annual wage: 5,000 to 9,999 do...;Age: 20 years;Bonaire;2021;30.0;7280.0
3143;Gross annual wage: 5,000 to 9,999 do...;Age: 20 years;Bonaire;2022;30.0;7410.0
3144;Gross annual wage: 5,000 to 9,999 do...;Age: 20 years;St. Eustatius;2011;;
3145;Gross annual wage: 5,000 to 9,999 do...;Age: 20 years;St. Eustatius;2012;;
3146;Gross annual wage: 5,000 to 9,999 do...;Age: 20 years;St. Eustatius;2013;;
3147;Gross annual wage: 5,000 to 9,999 do...;Age: 20 years;St. Eustatius;2014;;
3148;Gross annual wage: 5,000 to 9,999 do...;Age: 20 years;St. Eustatius;2015;;
3149;Gross annual wage: 5,000 to 9,999 do...;Age: 20 years;St. Eustatius;2016;;
3150;Gross annual wage: 5,000 to 9,999 do...;Age: 20 years;St. Eustatius;2017;;
3151;Gross annual wage: 5,000 to 9,999 do...;Age: 20 years;St. Eustatius;2018;;
3152;Gross annual wage: 5,000 to 9,999 do...;Age: 20 years;St. Eustatius;2019;;
3153;Gross annual wage: 5,000 to 9,999 do...;Age: 20 years;St. Eustatius;2020;;
3154;Gross annual wage: 5,000 to 9,999 do...;Age: 20 years;St. Eustatius;2021;;
3155;Gross annual wage: 5,000 to 9,999 do...;Age: 20 years;St. Eustatius;2022;;
3156;Gross annual wage: 5,000 to 9,999 do...;Age: 20 years;Saba;2011;;
3157;Gross annual wage: 5,000 to 9,999 do...;Age: 20 years;Saba;2012;;
3158;Gross annual wage: 5,000 to 9,999 do...;Age: 20 years;Saba;2013;;
3159;Gross annual wage: 5,000 to 9,999 do...;Age: 20 years;Saba;2014;;
3160;Gross annual wage: 5,000 to 9,999 do...;Age: 20 years;Saba;2015;;
3161;Gross annual wage: 5,000 to 9,999 do...;Age: 20 years;Saba;2016;;
3162;Gross annual wage: 5,000 to 9,999 do...;Age: 20 years;Saba;2017;;
3163;Gross annual wage: 5,000 to 9,999 do...;Age: 20 years;Saba;2018;;
3164;Gross annual wage: 5,000 to 9,999 do...;Age: 20 years;Saba;2019;;
3165;Gross annual wage: 5,000 to 9,999 do...;Age: 20 years;Saba;2020;;
3166;Gross annual wage: 5,000 to 9,999 do...;Age: 20 years;Saba;2021;;
3167;Gross annual wage: 5,000 to 9,999 do...;Age: 20 years;Saba;2022;;
3168;Gross annual wage: 5,000 to 9,999 do...;Age: 20 years;Unclassificable;2011;;
3169;Gross annual wage: 5,000 to 9,999 do...;Age: 20 years;Unclassificable;2012;;
3170;Gross annual wage: 5,000 to 9,999 do...;Age: 20 years;Unclassificable;2013;;
3171;Gross annual wage: 5,000 to 9,999 do...;Age: 20 years;Unclassificable;2014;;
3172;Gross annual wage: 5,000 to 9,999 do...;Age: 20 years;Unclassificable;2015;;
3173;Gross annual wage: 5,000 to 9,999 do...;Age: 20 years;Unclassificable;2016;;
3174;Gross annual wage: 5,000 to 9,999 do...;Age: 20 years;Unclassificable;2017;;
3175;Gross annual wage: 5,000 to 9,999 do...;Age: 20 years;Unclassificable;2018;;
3176;Gross annual wage: 5,000 to 9,999 do...;Age: 20 years;Unclassificable;2019;;
3177;Gross annual wage: 5,000 to 9,999 do...;Age: 20 years;Unclassificable;2020;;
3178;Gross annual wage: 5,000 to 9,999 do...;Age: 20 years;Unclassificable;2021;;
3179;Gross annual wage: 5,000 to 9,999 do...;Age: 20 years;Unclassificable;2022;;
3180;Gross annual wage: 5,000 to 9,999 do...;Age: 21 years or older;Caribbean Netherlands;2011;1020.0;7900.0
3181;Gross annual wage: 5,000 to 9,999 do...;Age: 21 years or older;Caribbean Netherlands;2012;930.0;7910.0
3182;Gross annual wage: 5,000 to 9,999 do...;Age: 21 years or older;Caribbean Netherlands;2013;940.0;7830.0
3183;Gross annual wage: 5,000 to 9,999 do...;Age: 21 years or older;Caribbean Netherlands;2014;950.0;7850.0
3184;Gross annual wage: 5,000 to 9,999 do...;Age: 21 years or older;Caribbean Netherlands;2015;900.0;7770.0
3185;Gross annual wage: 5,000 to 9,999 do...;Age: 21 years or older;Caribbean Netherlands;2016;960.0;7720.0
3186;Gross annual wage: 5,000 to 9,999 do...;Age: 21 years or older;Caribbean Netherlands;2017;910.0;7710.0
3187;Gross annual wage: 5,000 to 9,999 do...;Age: 21 years or older;Caribbean Netherlands;2018;930.0;7690.0
3188;Gross annual wage: 5,000 to 9,999 do...;Age: 21 years or older;Caribbean Netherlands;2019;850.0;7650.0
3189;Gross annual wage: 5,000 to 9,999 do...;Age: 21 years or older;Caribbean Netherlands;2020;960.0;7670.0
3190;Gross annual wage: 5,000 to 9,999 do...;Age: 21 years or older;Caribbean Netherlands;2021;950.0;7630.0
3191;Gross annual wage: 5,000 to 9,999 do...;Age: 21 years or older;Caribbean Netherlands;2022;870.0;7660.0
3192;Gross annual wage: 5,000 to 9,999 do...;Age: 21 years or older;Bonaire;2011;830.0;7870.0
3193;Gross annual wage: 5,000 to 9,999 do...;Age: 21 years or older;Bonaire;2012;770.0;7940.0
3194;Gross annual wage: 5,000 to 9,999 do...;Age: 21 years or older;Bonaire;2013;740.0;7880.0
3195;Gross annual wage: 5,000 to 9,999 do...;Age: 21 years or older;Bonaire;2014;780.0;7880.0
3196;Gross annual wage: 5,000 to 9,999 do...;Age: 21 years or older;Bonaire;2015;740.0;7760.0
3197;Gross annual wage: 5,000 to 9,999 do...;Age: 21 years or older;Bonaire;2016;800.0;7740.0
3198;Gross annual wage: 5,000 to 9,999 do...;Age: 21 years or older;Bonaire;2017;750.0;7720.0
3199;Gross annual wage: 5,000 to 9,999 do...;Age: 21 years or older;Bonaire;2018;760.0;7660.0
3200;Gross annual wage: 5,000 to 9,999 do...;Age: 21 years or older;Bonaire;2019;730.0;7650.0
3201;Gross annual wage: 5,000 to 9,999 do...;Age: 21 years or older;Bonaire;2020;750.0;7680.0
3202;Gross annual wage: 5,000 to 9,999 do...;Age: 21 years or older;Bonaire;2021;800.0;7630.0
3203;Gross annual wage: 5,000 to 9,999 do...;Age: 21 years or older;Bonaire;2022;750.0;7630.0
3204;Gross annual wage: 5,000 to 9,999 do...;Age: 21 years or older;St. Eustatius;2011;110.0;8240.0
3205;Gross annual wage: 5,000 to 9,999 do...;Age: 21 years or older;St. Eustatius;2012;80.0;7780.0
3206;Gross annual wage: 5,000 to 9,999 do...;Age: 21 years or older;St. Eustatius;2013;120.0;7610.0
3207;Gross annual wage: 5,000 to 9,999 do...;Age: 21 years or older;St. Eustatius;2014;100.0;7530.0
3208;Gross annual wage: 5,000 to 9,999 do...;Age: 21 years or older;St. Eustatius;2015;110.0;7840.0
3209;Gross annual wage: 5,000 to 9,999 do...;Age: 21 years or older;St. Eustatius;2016;100.0;7610.0
3210;Gross annual wage: 5,000 to 9,999 do...;Age: 21 years or older;St. Eustatius;2017;100.0;7710.0
3211;Gross annual wage: 5,000 to 9,999 do...;Age: 21 years or older;St. Eustatius;2018;110.0;7870.0
3212;Gross annual wage: 5,000 to 9,999 do...;Age: 21 years or older;St. Eustatius;2019;80.0;7610.0
3213;Gross annual wage: 5,000 to 9,999 do...;Age: 21 years or older;St. Eustatius;2020;150.0;7510.0
3214;Gross annual wage: 5,000 to 9,999 do...;Age: 21 years or older;St. Eustatius;2021;110.0;7580.0
3215;Gross annual wage: 5,000 to 9,999 do...;Age: 21 years or older;St. Eustatius;2022;90.0;7800.0
3216;Gross annual wage: 5,000 to 9,999 do...;Age: 21 years or older;Saba;2011;70.0;7740.0
3217;Gross annual wage: 5,000 to 9,999 do...;Age: 21 years or older;Saba;2012;80.0;7750.0
3218;Gross annual wage: 5,000 to 9,999 do...;Age: 21 years or older;Saba;2013;80.0;7650.0
3219;Gross annual wage: 5,000 to 9,999 do...;Age: 21 years or older;Saba;2014;70.0;7970.0
3220;Gross annual wage: 5,000 to 9,999 do...;Age: 21 years or older;Saba;2015;50.0;7800.0
3221;Gross annual wage: 5,000 to 9,999 do...;Age: 21 years or older;Saba;2016;60.0;7660.0
3222;Gross annual wage: 5,000 to 9,999 do...;Age: 21 years or older;Saba;2017;60.0;7580.0
3223;Gross annual wage: 5,000 to 9,999 do...;Age: 21 years or older;Saba;2018;60.0;7720.0
3224;Gross annual wage: 5,000 to 9,999 do...;Age: 21 years or older;Saba;2019;40.0;7830.0
3225;Gross annual wage: 5,000 to 9,999 do...;Age: 21 years or older;Saba;2020;50.0;8000.0
3226;Gross annual wage: 5,000 to 9,999 do...;Age: 21 years or older;Saba;2021;40.0;7820.0
3227;Gross annual wage: 5,000 to 9,999 do...;Age: 21 years or older;Saba;2022;40.0;7770.0
3228;Gross annual wage: 5,000 to 9,999 do...;Age: 21 years or older;Unclassificable;2011;;
3229;Gross annual wage: 5,000 to 9,999 do...;Age: 21 years or older;Unclassificable;2012;;
3230;Gross annual wage: 5,000 to 9,999 do...;Age: 21 years or older;Unclassificable;2013;;
3231;Gross annual wage: 5,000 to 9,999 do...;Age: 21 years or older;Unclassificable;2014;;
3232;Gross annual wage: 5,000 to 9,999 do...;Age: 21 years or older;Unclassificable;2015;;
3233;Gross annual wage: 5,000 to 9,999 do...;Age: 21 years or older;Unclassificable;2016;;
3234;Gross annual wage: 5,000 to 9,999 do...;Age: 21 years or older;Unclassificable;2017;;
3235;Gross annual wage: 5,000 to 9,999 do...;Age: 21 years or older;Unclassificable;2018;;
3236;Gross annual wage: 5,000 to 9,999 do...;Age: 21 years or older;Unclassificable;2019;;
3237;Gross annual wage: 5,000 to 9,999 do...;Age: 21 years or older;Unclassificable;2020;;
3238;Gross annual wage: 5,000 to 9,999 do...;Age: 21 years or older;Unclassificable;2021;;
3239;Gross annual wage: 5,000 to 9,999 do...;Age: 21 years or older;Unclassificable;2022;;
3240;Gross annual wage: 10,000 to 19,999 d...;Total;Caribbean Netherlands;2011;3020.0;14590.0
3241;Gross annual wage: 10,000 to 19,999 d...;Total;Caribbean Netherlands;2012;2990.0;14750.0
3242;Gross annual wage: 10,000 to 19,999 d...;Total;Caribbean Netherlands;2013;3040.0;14750.0
3243;Gross annual wage: 10,000 to 19,999 d...;Total;Caribbean Netherlands;2014;3350.0;14740.0
3244;Gross annual wage: 10,000 to 19,999 d...;Total;Caribbean Netherlands;2015;3590.0;14770.0
3245;Gross annual wage: 10,000 to 19,999 d...;Total;Caribbean Netherlands;2016;3770.0;14740.0
3246;Gross annual wage: 10,000 to 19,999 d...;Total;Caribbean Netherlands;2017;3760.0;14750.0
3247;Gross annual wage: 10,000 to 19,999 d...;Total;Caribbean Netherlands;2018;3920.0;14820.0
3248;Gross annual wage: 10,000 to 19,999 d...;Total;Caribbean Netherlands;2019;4210.0;14890.0
3249;Gross annual wage: 10,000 to 19,999 d...;Total;Caribbean Netherlands;2020;4310.0;14920.0
3250;Gross annual wage: 10,000 to 19,999 d...;Total;Caribbean Netherlands;2021;4400.0;15070.0
3251;Gross annual wage: 10,000 to 19,999 d...;Total;Caribbean Netherlands;2022;4230.0;15290.0
3252;Gross annual wage: 10,000 to 19,999 d...;Total;Bonaire;2011;2560.0;14570.0
3253;Gross annual wage: 10,000 to 19,999 d...;Total;Bonaire;2012;2550.0;14720.0
3254;Gross annual wage: 10,000 to 19,999 d...;Total;Bonaire;2013;2580.0;14710.0
3255;Gross annual wage: 10,000 to 19,999 d...;Total;Bonaire;2014;2890.0;14710.0
3256;Gross annual wage: 10,000 to 19,999 d...;Total;Bonaire;2015;3110.0;14720.0
3257;Gross annual wage: 10,000 to 19,999 d...;Total;Bonaire;2016;3270.0;14760.0
3258;Gross annual wage: 10,000 to 19,999 d...;Total;Bonaire;2017;3270.0;14750.0
3259;Gross annual wage: 10,000 to 19,999 d...;Total;Bonaire;2018;3360.0;14780.0
3260;Gross annual wage: 10,000 to 19,999 d...;Total;Bonaire;2019;3660.0;14860.0
3261;Gross annual wage: 10,000 to 19,999 d...;Total;Bonaire;2020;3740.0;14870.0
3262;Gross annual wage: 10,000 to 19,999 d...;Total;Bonaire;2021;3900.0;15060.0
3263;Gross annual wage: 10,000 to 19,999 d...;Total;Bonaire;2022;3760.0;15270.0
3264;Gross annual wage: 10,000 to 19,999 d...;Total;St. Eustatius;2011;250.0;14380.0
3265;Gross annual wage: 10,000 to 19,999 d...;Total;St. Eustatius;2012;240.0;14660.0
3266;Gross annual wage: 10,000 to 19,999 d...;Total;St. Eustatius;2013;250.0;14740.0
3267;Gross annual wage: 10,000 to 19,999 d...;Total;St. Eustatius;2014;230.0;14580.0
3268;Gross annual wage: 10,000 to 19,999 d...;Total;St. Eustatius;2015;230.0;14800.0
3269;Gross annual wage: 10,000 to 19,999 d...;Total;St. Eustatius;2016;250.0;14510.0
3270;Gross annual wage: 10,000 to 19,999 d...;Total;St. Eustatius;2017;230.0;14520.0
3271;Gross annual wage: 10,000 to 19,999 d...;Total;St. Eustatius;2018;330.0;15060.0
3272;Gross annual wage: 10,000 to 19,999 d...;Total;St. Eustatius;2019;320.0;15050.0
3273;Gross annual wage: 10,000 to 19,999 d...;Total;St. Eustatius;2020;350.0;15420.0
