ID;SectorsAssets;CounterpartSectorsLiabilities;BalanceSheetsAndTransactions;Periods;SavingsTransferableAndOtherDeposits_1;ShortTermSecurities_2;LongTermSecurities_3;ShortTermLoans_4;LongTermLoans_5;HomeMortgages_6;ListedShares_7;InvestmentFundSharesOrUnits_8
205;Total domestic sectors;Total domestic sectors;Financial transactions;2015 1st quarter;18477.0;-1050.0;-1282.0;36449.0;-2826.0;1338.0;-5.0;-4631.0
206;Total domestic sectors;Total domestic sectors;Financial transactions;2015 2nd quarter;38096.0;-530.0;6929.0;-25823.0;7048.0;1021.0;-4646.0;-1592.0
207;Total domestic sectors;Total domestic sectors;Financial transactions;2015 3rd quarter;13447.0;344.0;2751.0;-30495.0;3639.0;2352.0;395.0;6492.0
208;Total domestic sectors;Total domestic sectors;Financial transactions;2015 4th quarter;-2650.0;-1562.0;-2558.0;-10564.0;6544.0;2383.0;6260.0;1097.0
209;Total domestic sectors;Total domestic sectors;Financial transactions;2015;67370.0;-2798.0;5840.0;-30433.0;14405.0;7094.0;2004.0;1366.0
210;Total domestic sectors;Total domestic sectors;Financial transactions;2016 1st quarter;45176.0;1439.0;-978.0;19651.0;16732.0;2903.0;-7800.0;10638.0
211;Total domestic sectors;Total domestic sectors;Financial transactions;2016 2nd quarter;10423.0;548.0;22785.0;-36316.0;23145.0;3387.0;3397.0;9835.0
212;Total domestic sectors;Total domestic sectors;Financial transactions;2016 3rd quarter;52058.0;-36.0;5749.0;1818.0;18374.0;4377.0;2155.0;6299.0
213;Total domestic sectors;Total domestic sectors;Financial transactions;2016 4th quarter;-26188.0;-167.0;-206.0;-35173.0;3505.0;-620.0;13526.0;-5909.0
214;Total domestic sectors;Total domestic sectors;Financial transactions;2016;81469.0;1784.0;27350.0;-50020.0;61756.0;10047.0;11278.0;20863.0
215;Total domestic sectors;Total domestic sectors;Financial transactions;2017 1st quarter;85646.0;158.0;7011.0;28704.0;14201.0;2365.0;115.0;-5492.0
216;Total domestic sectors;Total domestic sectors;Financial transactions;2017 2nd quarter;-28915.0;-239.0;5571.0;-1221.0;5220.0;3695.0;-4113.0;21035.0
217;Total domestic sectors;Total domestic sectors;Financial transactions;2017 3rd quarter;29294.0;-704.0;-10511.0;1922.0;9213.0;2458.0;-4007.0;17953.0
218;Total domestic sectors;Total domestic sectors;Financial transactions;2017 4th quarter;-45769.0;582.0;4278.0;9071.0;-4756.0;1141.0;-3143.0;-12474.0
219;Total domestic sectors;Total domestic sectors;Financial transactions;2017;40256.0;-203.0;6349.0;38476.0;23878.0;9659.0;-11148.0;21022.0
220;Total domestic sectors;Total domestic sectors;Financial transactions;2018 1st quarter;59641.0;63.0;11747.0;19727.0;5056.0;2874.0;-1184.0;-12697.0
221;Total domestic sectors;Total domestic sectors;Financial transactions;2018 2nd quarter;-22952.0;1535.0;4768.0;-37324.0;-9528.0;3787.0;591.0;-2413.0
222;Total domestic sectors;Total domestic sectors;Financial transactions;2018 3rd quarter;25723.0;-1044.0;-17071.0;-8805.0;-3612.0;3179.0;-1244.0;5940.0
223;Total domestic sectors;Total domestic sectors;Financial transactions;2018 4th quarter;-60794.0;1146.0;-2660.0;-29559.0;-1278.0;2270.0;1364.0;-3654.0
224;Total domestic sectors;Total domestic sectors;Financial transactions;2018;1618.0;1700.0;-3216.0;-55961.0;-9362.0;12110.0;-473.0;-12824.0
225;Total domestic sectors;Total domestic sectors;Financial transactions;2019 1st quarter;25565.0;192.0;-10142.0;19105.0;7427.0;1573.0;-713.0;-21260.0
226;Total domestic sectors;Total domestic sectors;Financial transactions;2019 2nd quarter;-8530.0;185.0;6710.0;-3053.0;7139.0;4100.0;253.0;5789.0
227;Total domestic sectors;Total domestic sectors;Financial transactions;2019 3rd quarter;41474.0;-1423.0;-7456.0;11135.0;1520.0;2526.0;-453.0;11552.0
228;Total domestic sectors;Total domestic sectors;Financial transactions;2019 4th quarter;-54062.0;-603.0;1771.0;-28286.0;3341.0;1153.0;-1172.0;-19635.0
229;Total domestic sectors;Total domestic sectors;Financial transactions;2019;4447.0;-1649.0;-9117.0;-1099.0;19427.0;9352.0;-2085.0;-23554.0
230;Total domestic sectors;Total domestic sectors;Financial transactions;2020 1st quarter;94682.0;906.0;-5536.0;34703.0;15473.0;2913.0;1117.0;-9214.0
231;Total domestic sectors;Total domestic sectors;Financial transactions;2020 2nd quarter;195346.0;14560.0;13478.0;-12668.0;15049.0;4319.0;12524.0;8386.0
232;Total domestic sectors;Total domestic sectors;Financial transactions;2020 3rd quarter;94411.0;6277.0;-4062.0;-54435.0;452.0;4446.0;-210.0;11913.0
233;Total domestic sectors;Total domestic sectors;Financial transactions;2020 4th quarter;-57324.0;-841.0;10299.0;-7593.0;-6232.0;3937.0;-4629.0;8875.0
234;Total domestic sectors;Total domestic sectors;Financial transactions;2020;327115.0;20902.0;14179.0;-39993.0;24742.0;15615.0;8802.0;19960.0
235;Total domestic sectors;Total domestic sectors;Financial transactions;2021 1st quarter;87643.0;-7103.0;5106.0;15937.0;21576.0;7011.0;-561.0;-22645.0
236;Total domestic sectors;Total domestic sectors;Financial transactions;2021 2nd quarter;70319.0;-3298.0;18282.0;10712.0;10419.0;8465.0;-1052.0;-13651.0
237;Total domestic sectors;Total domestic sectors;Financial transactions;2021 3rd quarter;37901.0;-643.0;-2308.0;-61897.0;14717.0;10524.0;4056.0;-36049.0
238;Total domestic sectors;Total domestic sectors;Financial transactions;2021 4th quarter;-46233.0;1239.0;36309.0;-26948.0;13473.0;7605.0;2286.0;-83445.0
239;Total domestic sectors;Total domestic sectors;Financial transactions;2021;149630.0;-9805.0;57389.0;-62196.0;60185.0;33605.0;4729.0;-155790.0
240;Total domestic sectors;Total domestic sectors;Financial transactions;2022 1st quarter;100734.0;-2895.0;-8913.0;-897.0;5180.0;8426.0;-504.0;-29663.0
241;Total domestic sectors;Total domestic sectors;Financial transactions;2022 2nd quarter;15868.0;-1389.0;-6891.0;25866.0;17398.0;10322.0;-691.0;-35221.0
242;Total domestic sectors;Total domestic sectors;Financial transactions;2022 3rd quarter;62616.0;-1084.0;-14987.0;6392.0;10525.0;6490.0;1675.0;-31456.0
243;Total domestic sectors;Total domestic sectors;Financial transactions;2022 4th quarter;-236997.0;5495.0;4880.0;-27394.0;9105.0;2253.0;-11343.0;-74614.0
244;Total domestic sectors;Total domestic sectors;Financial transactions;2022;-57779.0;127.0;-25911.0;3967.0;42208.0;27491.0;-10863.0;-170954.0
245;Total domestic sectors;Total domestic sectors;Financial transactions;2023 1st quarter;56348.0;-5873.0;-2544.0;-3435.0;-5125.0;3325.0;59.0;-1260.0
246;Total domestic sectors;Total domestic sectors;Financial transactions;2023 2nd quarter;-46278.0;964.0;5449.0;234.0;10113.0;3274.0;2691.0;-376.0
247;Total domestic sectors;Total domestic sectors;Financial transactions;2023 3rd quarter;11650.0;-748.0;-8381.0;-4483.0;6933.0;2428.0;4530.0;-3549.0
248;Total domestic sectors;Total domestic sectors;Financial transactions;2023 4th quarter;-127523.0;6034.0;-1817.0;-2611.0;-4197.0;2770.0;-3742.0;-8995.0
249;Total domestic sectors;Total domestic sectors;Financial transactions;2023;-105803.0;377.0;-7293.0;-10295.0;7724.0;11797.0;3538.0;-14180.0
250;Total domestic sectors;Total domestic sectors;Other changes;1999 1st quarter;75.0;;;15.0;-322.0;;;
251;Total domestic sectors;Total domestic sectors;Other changes;1999 2nd quarter;-182.0;;;423.0;-876.0;;;
252;Total domestic sectors;Total domestic sectors;Other changes;1999 3rd quarter;-350.0;;;829.0;717.0;;;
253;Total domestic sectors;Total domestic sectors;Other changes;1999 4th quarter;426.0;;;1172.0;2474.0;;;
254;Total domestic sectors;Total domestic sectors;Other changes;1999;-31.0;;;2439.0;1993.0;;;
255;Total domestic sectors;Total domestic sectors;Other changes;2000 1st quarter;1425.0;;;-163.0;-3240.0;;;
256;Total domestic sectors;Total domestic sectors;Other changes;2000 2nd quarter;7.0;;;457.0;-1852.0;;;
257;Total domestic sectors;Total domestic sectors;Other changes;2000 3rd quarter;5466.0;;;-172.0;-1227.0;;;
258;Total domestic sectors;Total domestic sectors;Other changes;2000 4th quarter;700.0;;;-276.0;-4947.0;;;
259;Total domestic sectors;Total domestic sectors;Other changes;2000;7598.0;;;-154.0;-11266.0;;;
260;Total domestic sectors;Total domestic sectors;Other changes;2001 1st quarter;-271.0;;;-1461.0;1263.0;;;
261;Total domestic sectors;Total domestic sectors;Other changes;2001 2nd quarter;645.0;;;-2494.0;1126.0;;;
262;Total domestic sectors;Total domestic sectors;Other changes;2001 3rd quarter;-429.0;;;-2616.0;644.0;;;
263;Total domestic sectors;Total domestic sectors;Other changes;2001 4th quarter;307.0;;;-2744.0;2526.0;;;
264;Total domestic sectors;Total domestic sectors;Other changes;2001;252.0;;;-9315.0;5559.0;;;
265;Total domestic sectors;Total domestic sectors;Other changes;2002 1st quarter;1928.0;;;-1351.0;601.0;;;
266;Total domestic sectors;Total domestic sectors;Other changes;2002 2nd quarter;-2174.0;;;-1316.0;23.0;;;
267;Total domestic sectors;Total domestic sectors;Other changes;2002 3rd quarter;413.0;;;-963.0;10.0;;;
268;Total domestic sectors;Total domestic sectors;Other changes;2002 4th quarter;-847.0;;;111.0;780.0;;;
269;Total domestic sectors;Total domestic sectors;Other changes;2002;-680.0;;;-3519.0;1414.0;;;
270;Total domestic sectors;Total domestic sectors;Other changes;2003 1st quarter;1829.0;;;954.0;1054.0;;;
271;Total domestic sectors;Total domestic sectors;Other changes;2003 2nd quarter;-1635.0;;;989.0;886.0;;;
272;Total domestic sectors;Total domestic sectors;Other changes;2003 3rd quarter;353.0;;;1047.0;1052.0;;;
273;Total domestic sectors;Total domestic sectors;Other changes;2003 4th quarter;-1711.0;;;1151.0;1018.0;;;
274;Total domestic sectors;Total domestic sectors;Other changes;2003;-1164.0;;;4141.0;4010.0;;;
275;Total domestic sectors;Total domestic sectors;Other changes;2004 1st quarter;3665.0;;;-113.0;-717.0;;;
276;Total domestic sectors;Total domestic sectors;Other changes;2004 2nd quarter;150.0;;;-341.0;-1110.0;;;
277;Total domestic sectors;Total domestic sectors;Other changes;2004 3rd quarter;-5077.0;;;-498.0;-1047.0;;;
278;Total domestic sectors;Total domestic sectors;Other changes;2004 4th quarter;-132.0;;;-585.0;-769.0;;;
279;Total domestic sectors;Total domestic sectors;Other changes;2004;-1394.0;;;-1537.0;-3643.0;;;
280;Total domestic sectors;Total domestic sectors;Other changes;2005 1st quarter;396.0;;;-1674.0;-3142.0;;;
281;Total domestic sectors;Total domestic sectors;Other changes;2005 2nd quarter;660.0;;;9.0;-898.0;;;
282;Total domestic sectors;Total domestic sectors;Other changes;2005 3rd quarter;729.0;;;-1142.0;497.0;;;
283;Total domestic sectors;Total domestic sectors;Other changes;2005 4th quarter;448.0;;;709.0;-2572.0;;;
284;Total domestic sectors;Total domestic sectors;Other changes;2005;2233.0;;;-2098.0;-6115.0;;;
285;Total domestic sectors;Total domestic sectors;Other changes;2006 1st quarter;-1001.0;;;-2137.0;-244.0;;;
286;Total domestic sectors;Total domestic sectors;Other changes;2006 2nd quarter;-78.0;;;-736.0;-732.0;;;
287;Total domestic sectors;Total domestic sectors;Other changes;2006 3rd quarter;-245.0;;;-326.0;-612.0;;;
288;Total domestic sectors;Total domestic sectors;Other changes;2006 4th quarter;-377.0;;;-403.0;-427.0;;;
289;Total domestic sectors;Total domestic sectors;Other changes;2006;-1701.0;;;-3602.0;-2015.0;;;
290;Total domestic sectors;Total domestic sectors;Other changes;2007 1st quarter;-35.0;;;319.0;110.0;;;
291;Total domestic sectors;Total domestic sectors;Other changes;2007 2nd quarter;37.0;;;-166.0;-1128.0;;;
292;Total domestic sectors;Total domestic sectors;Other changes;2007 3rd quarter;30.0;;;-192.0;-125.0;;;
293;Total domestic sectors;Total domestic sectors;Other changes;2007 4th quarter;27.0;;;300.0;26.0;;;
294;Total domestic sectors;Total domestic sectors;Other changes;2007;59.0;;;261.0;-1117.0;;;
295;Total domestic sectors;Total domestic sectors;Other changes;2008 1st quarter;-1359.0;;;-579.0;-517.0;;;
296;Total domestic sectors;Total domestic sectors;Other changes;2008 2nd quarter;136.0;;;1099.0;-204.0;;;
297;Total domestic sectors;Total domestic sectors;Other changes;2008 3rd quarter;2036.0;;;2551.0;984.0;;;
298;Total domestic sectors;Total domestic sectors;Other changes;2008 4th quarter;1739.0;;;-2466.0;4532.0;;;
299;Total domestic sectors;Total domestic sectors;Other changes;2008;2552.0;;;605.0;4795.0;;;
300;Total domestic sectors;Total domestic sectors;Other changes;2009 1st quarter;504.0;;;4085.0;825.0;;;
301;Total domestic sectors;Total domestic sectors;Other changes;2009 2nd quarter;-519.0;;;735.0;-405.0;;;
302;Total domestic sectors;Total domestic sectors;Other changes;2009 3rd quarter;-486.0;;;254.0;-488.0;;;
303;Total domestic sectors;Total domestic sectors;Other changes;2009 4th quarter;267.0;;;2646.0;42240.0;;;
304;Total domestic sectors;Total domestic sectors;Other changes;2009;-234.0;;;7720.0;42172.0;;;
305;Total domestic sectors;Total domestic sectors;Other changes;2010 1st quarter;1037.0;73.0;1678.0;922.0;1659.0;95.0;4595.0;23337.0
306;Total domestic sectors;Total domestic sectors;Other changes;2010 2nd quarter;15172.0;18.0;1356.0;1877.0;-12718.0;51.0;-3029.0;-5690.0
307;Total domestic sectors;Total domestic sectors;Other changes;2010 3rd quarter;-2037.0;-253.0;2391.0;-1870.0;-2347.0;-23.0;3939.0;8796.0
308;Total domestic sectors;Total domestic sectors;Other changes;2010 4th quarter;449.0;-38.0;-3743.0;498.0;41.0;-194.0;3055.0;14867.0
309;Total domestic sectors;Total domestic sectors;Other changes;2010;14621.0;-200.0;1682.0;1427.0;-13365.0;-71.0;8560.0;41310.0
310;Total domestic sectors;Total domestic sectors;Other changes;2011 1st quarter;-1145.0;-314.0;-3820.0;-1641.0;-4199.0;-295.0;1706.0;-511.0
311;Total domestic sectors;Total domestic sectors;Other changes;2011 2nd quarter;-293.0;-114.0;2104.0;-936.0;-94.0;-62.0;-3993.0;-5533.0
312;Total domestic sectors;Total domestic sectors;Other changes;2011 3rd quarter;1567.0;212.0;9132.0;5056.0;473.0;43.0;-11258.0;-24059.0
313;Total domestic sectors;Total domestic sectors;Other changes;2011 4th quarter;714.0;-89.0;2383.0;1006.0;1370.0;-176.0;4909.0;19960.0
314;Total domestic sectors;Total domestic sectors;Other changes;2011;843.0;-305.0;9799.0;3485.0;-2450.0;-490.0;-8636.0;-10143.0
315;Total domestic sectors;Total domestic sectors;Other changes;2012 1st quarter;-903.0;17.0;-422.0;-1676.0;-314.0;-40.0;6777.0;24792.0
316;Total domestic sectors;Total domestic sectors;Other changes;2012 2nd quarter;1584.0;-101.0;1578.0;2718.0;1767.0;-82.0;-3791.0;-2655.0
317;Total domestic sectors;Total domestic sectors;Other changes;2012 3rd quarter;-490.0;-11.0;3522.0;-1409.0;-132.0;-30.0;3441.0;19332.0
318;Total domestic sectors;Total domestic sectors;Other changes;2012 4th quarter;-663.0;-71.0;2593.0;-1506.0;-420.0;-96.0;3358.0;3445.0
319;Total domestic sectors;Total domestic sectors;Other changes;2012;-472.0;-166.0;7271.0;-1873.0;901.0;-248.0;9785.0;44914.0
320;Total domestic sectors;Total domestic sectors;Other changes;2013 1st quarter;349.0;-236.0;-2647.0;503.0;-874.0;-77.0;3476.0;19184.0
321;Total domestic sectors;Total domestic sectors;Other changes;2013 2nd quarter;-405.0;-183.0;-3470.0;-2073.0;-1697.0;-57.0;-3076.0;-15644.0
322;Total domestic sectors;Total domestic sectors;Other changes;2013 3rd quarter;-497.0;-69.0;-1499.0;-2219.0;-2279.0;-181.0;7537.0;5721.0
323;Total domestic sectors;Total domestic sectors;Other changes;2013 4th quarter;-5018.0;-132.0;88.0;2572.0;-1962.0;-152.0;2897.0;7770.0
324;Total domestic sectors;Total domestic sectors;Other changes;2013;-5571.0;-620.0;-7528.0;-1217.0;-6812.0;-467.0;10834.0;17031.0
325;Total domestic sectors;Total domestic sectors;Other changes;2014 1st quarter;-135.0;92.0;5026.0;1258.0;2703.0;16.0;2188.0;17868.0
326;Total domestic sectors;Total domestic sectors;Other changes;2014 2nd quarter;295.0;17.0;4630.0;1466.0;2152.0;-33.0;1264.0;23034.0
327;Total domestic sectors;Total domestic sectors;Other changes;2014 3rd quarter;1706.0;-40.0;4172.0;5768.0;5849.0;53.0;2350.0;19590.0
328;Total domestic sectors;Total domestic sectors;Other changes;2014 4th quarter;-11880.0;1235.0;6580.0;79118.0;-91886.0;2397.0;815.0;15737.0
329;Total domestic sectors;Total domestic sectors;Other changes;2014;-10014.0;1304.0;20408.0;87610.0;-81182.0;2433.0;6617.0;76229.0
330;Total domestic sectors;Total domestic sectors;Other changes;2015 1st quarter;4181.0;74.0;9344.0;8640.0;5416.0;-121.0;15594.0;65466.0
331;Total domestic sectors;Total domestic sectors;Other changes;2015 2nd quarter;-1369.0;25.0;-12788.0;-1239.0;212.0;-106.0;-4154.0;-31614.0
332;Total domestic sectors;Total domestic sectors;Other changes;2015 3rd quarter;-293.0;-74.0;1602.0;894.0;1119.0;-133.0;-6111.0;-35214.0
333;Total domestic sectors;Total domestic sectors;Other changes;2015 4th quarter;1114.0;-6.0;-1614.0;2893.0;2344.0;-121.0;7060.0;18279.0
334;Total domestic sectors;Total domestic sectors;Other changes;2015;3633.0;19.0;-3456.0;11188.0;9091.0;-481.0;12389.0;16917.0
335;Total domestic sectors;Total domestic sectors;Other changes;2016 1st quarter;-3147.0;42.0;6444.0;-1717.0;-2300.0;-113.0;-2194.0;-4812.0
336;Total domestic sectors;Total domestic sectors;Other changes;2016 2nd quarter;750.0;-208.0;6148.0;1188.0;1067.0;-108.0;-1666.0;21611.0
337;Total domestic sectors;Total domestic sectors;Other changes;2016 3rd quarter;-323.0;-6.0;168.0;132.0;-265.0;-91.0;2721.0;14354.0
338;Total domestic sectors;Total domestic sectors;Other changes;2016 4th quarter;4383.0;28.0;-8415.0;4294.0;41489.0;519.0;6286.0;21495.0
339;Total domestic sectors;Total domestic sectors;Other changes;2016;1663.0;-144.0;4345.0;3897.0;39991.0;207.0;5147.0;52648.0
