ID;Zorgfuncties;Zorgaanbieders;Perioden;UitgavenAanGezondheidszorgIngezetenen_1
287;Totaal gezondheidsuitgaven ingezetenen;HP34: Ambulante zorgcentra;2010;586
288;Totaal gezondheidsuitgaven ingezetenen;HP34: Ambulante zorgcentra;2011;708
289;Totaal gezondheidsuitgaven ingezetenen;HP34: Ambulante zorgcentra;2012;761
290;Totaal gezondheidsuitgaven ingezetenen;HP34: Ambulante zorgcentra;2013;764
291;Totaal gezondheidsuitgaven ingezetenen;HP34: Ambulante zorgcentra;2014;804
292;Totaal gezondheidsuitgaven ingezetenen;HP34: Ambulante zorgcentra;2015;1211
293;Totaal gezondheidsuitgaven ingezetenen;HP34: Ambulante zorgcentra;2016;1330
294;Totaal gezondheidsuitgaven ingezetenen;HP34: Ambulante zorgcentra;2017;1496
295;Totaal gezondheidsuitgaven ingezetenen;HP34: Ambulante zorgcentra;2018;1598
296;Totaal gezondheidsuitgaven ingezetenen;HP34: Ambulante zorgcentra;2019;1725
297;Totaal gezondheidsuitgaven ingezetenen;HP34: Ambulante zorgcentra;2020;1852
298;Totaal gezondheidsuitgaven ingezetenen;HP34: Ambulante zorgcentra;2021;2061
299;Totaal gezondheidsuitgaven ingezetenen;HP34: Ambulante zorgcentra;2022;2165
300;Totaal gezondheidsuitgaven ingezetenen;HP33: Overige praktijken gezondheidszorg;1998;1262
301;Totaal gezondheidsuitgaven ingezetenen;HP33: Overige praktijken gezondheidszorg;1999;1376
302;Totaal gezondheidsuitgaven ingezetenen;HP33: Overige praktijken gezondheidszorg;2000;1471
303;Totaal gezondheidsuitgaven ingezetenen;HP33: Overige praktijken gezondheidszorg;2001;1598
304;Totaal gezondheidsuitgaven ingezetenen;HP33: Overige praktijken gezondheidszorg;2002;1716
305;Totaal gezondheidsuitgaven ingezetenen;HP33: Overige praktijken gezondheidszorg;2003;1858
306;Totaal gezondheidsuitgaven ingezetenen;HP33: Overige praktijken gezondheidszorg;2004;1893
307;Totaal gezondheidsuitgaven ingezetenen;HP33: Overige praktijken gezondheidszorg;2005;1974
308;Totaal gezondheidsuitgaven ingezetenen;HP33: Overige praktijken gezondheidszorg;2006;2184
309;Totaal gezondheidsuitgaven ingezetenen;HP33: Overige praktijken gezondheidszorg;2007;2417
310;Totaal gezondheidsuitgaven ingezetenen;HP33: Overige praktijken gezondheidszorg;2008;2622
311;Totaal gezondheidsuitgaven ingezetenen;HP33: Overige praktijken gezondheidszorg;2009;2773
312;Totaal gezondheidsuitgaven ingezetenen;HP33: Overige praktijken gezondheidszorg;2010;2834
313;Totaal gezondheidsuitgaven ingezetenen;HP33: Overige praktijken gezondheidszorg;2011;2996
314;Totaal gezondheidsuitgaven ingezetenen;HP33: Overige praktijken gezondheidszorg;2012;2974
315;Totaal gezondheidsuitgaven ingezetenen;HP33: Overige praktijken gezondheidszorg;2013;3013
316;Totaal gezondheidsuitgaven ingezetenen;HP33: Overige praktijken gezondheidszorg;2014;3066
317;Totaal gezondheidsuitgaven ingezetenen;HP33: Overige praktijken gezondheidszorg;2015;2975
318;Totaal gezondheidsuitgaven ingezetenen;HP33: Overige praktijken gezondheidszorg;2016;3154
319;Totaal gezondheidsuitgaven ingezetenen;HP33: Overige praktijken gezondheidszorg;2017;3188
320;Totaal gezondheidsuitgaven ingezetenen;HP33: Overige praktijken gezondheidszorg;2018;3240
321;Totaal gezondheidsuitgaven ingezetenen;HP33: Overige praktijken gezondheidszorg;2019;3274
322;Totaal gezondheidsuitgaven ingezetenen;HP33: Overige praktijken gezondheidszorg;2020;2985
323;Totaal gezondheidsuitgaven ingezetenen;HP33: Overige praktijken gezondheidszorg;2021;3387
324;Totaal gezondheidsuitgaven ingezetenen;HP33: Overige praktijken gezondheidszorg;2022;3512
325;Totaal gezondheidsuitgaven ingezetenen;HP4: Ondersteunende diensten;1998;319
326;Totaal gezondheidsuitgaven ingezetenen;HP4: Ondersteunende diensten;1999;381
327;Totaal gezondheidsuitgaven ingezetenen;HP4: Ondersteunende diensten;2000;371
328;Totaal gezondheidsuitgaven ingezetenen;HP4: Ondersteunende diensten;2001;479
329;Totaal gezondheidsuitgaven ingezetenen;HP4: Ondersteunende diensten;2002;604
330;Totaal gezondheidsuitgaven ingezetenen;HP4: Ondersteunende diensten;2003;603
331;Totaal gezondheidsuitgaven ingezetenen;HP4: Ondersteunende diensten;2004;648
332;Totaal gezondheidsuitgaven ingezetenen;HP4: Ondersteunende diensten;2005;701
333;Totaal gezondheidsuitgaven ingezetenen;HP4: Ondersteunende diensten;2006;723
334;Totaal gezondheidsuitgaven ingezetenen;HP4: Ondersteunende diensten;2007;787
335;Totaal gezondheidsuitgaven ingezetenen;HP4: Ondersteunende diensten;2008;834
336;Totaal gezondheidsuitgaven ingezetenen;HP4: Ondersteunende diensten;2009;919
337;Totaal gezondheidsuitgaven ingezetenen;HP4: Ondersteunende diensten;2010;953
338;Totaal gezondheidsuitgaven ingezetenen;HP4: Ondersteunende diensten;2011;1006
339;Totaal gezondheidsuitgaven ingezetenen;HP4: Ondersteunende diensten;2012;1036
340;Totaal gezondheidsuitgaven ingezetenen;HP4: Ondersteunende diensten;2013;1051
341;Totaal gezondheidsuitgaven ingezetenen;HP4: Ondersteunende diensten;2014;1096
342;Totaal gezondheidsuitgaven ingezetenen;HP4: Ondersteunende diensten;2015;1114
343;Totaal gezondheidsuitgaven ingezetenen;HP4: Ondersteunende diensten;2016;1109
344;Totaal gezondheidsuitgaven ingezetenen;HP4: Ondersteunende diensten;2017;1124
345;Totaal gezondheidsuitgaven ingezetenen;HP4: Ondersteunende diensten;2018;1204
346;Totaal gezondheidsuitgaven ingezetenen;HP4: Ondersteunende diensten;2019;1241
347;Totaal gezondheidsuitgaven ingezetenen;HP4: Ondersteunende diensten;2020;1481
348;Totaal gezondheidsuitgaven ingezetenen;HP4: Ondersteunende diensten;2021;2119
349;Totaal gezondheidsuitgaven ingezetenen;HP4: Ondersteunende diensten;2022;1815
350;Totaal gezondheidsuitgaven ingezetenen;HP41: Ambulance, ziekenvervoer;1998;135
351;Totaal gezondheidsuitgaven ingezetenen;HP41: Ambulance, ziekenvervoer;1999;137
352;Totaal gezondheidsuitgaven ingezetenen;HP41: Ambulance, ziekenvervoer;2000;143
353;Totaal gezondheidsuitgaven ingezetenen;HP41: Ambulance, ziekenvervoer;2001;160
354;Totaal gezondheidsuitgaven ingezetenen;HP41: Ambulance, ziekenvervoer;2002;182
355;Totaal gezondheidsuitgaven ingezetenen;HP41: Ambulance, ziekenvervoer;2003;209
356;Totaal gezondheidsuitgaven ingezetenen;HP41: Ambulance, ziekenvervoer;2004;210
357;Totaal gezondheidsuitgaven ingezetenen;HP41: Ambulance, ziekenvervoer;2005;205
358;Totaal gezondheidsuitgaven ingezetenen;HP41: Ambulance, ziekenvervoer;2006;218
359;Totaal gezondheidsuitgaven ingezetenen;HP41: Ambulance, ziekenvervoer;2007;221
360;Totaal gezondheidsuitgaven ingezetenen;HP41: Ambulance, ziekenvervoer;2008;233
361;Totaal gezondheidsuitgaven ingezetenen;HP41: Ambulance, ziekenvervoer;2009;280
362;Totaal gezondheidsuitgaven ingezetenen;HP41: Ambulance, ziekenvervoer;2010;297
363;Totaal gezondheidsuitgaven ingezetenen;HP41: Ambulance, ziekenvervoer;2011;300
364;Totaal gezondheidsuitgaven ingezetenen;HP41: Ambulance, ziekenvervoer;2012;313
365;Totaal gezondheidsuitgaven ingezetenen;HP41: Ambulance, ziekenvervoer;2013;346
366;Totaal gezondheidsuitgaven ingezetenen;HP41: Ambulance, ziekenvervoer;2014;357
367;Totaal gezondheidsuitgaven ingezetenen;HP41: Ambulance, ziekenvervoer;2015;349
368;Totaal gezondheidsuitgaven ingezetenen;HP41: Ambulance, ziekenvervoer;2016;365
369;Totaal gezondheidsuitgaven ingezetenen;HP41: Ambulance, ziekenvervoer;2017;378
370;Totaal gezondheidsuitgaven ingezetenen;HP41: Ambulance, ziekenvervoer;2018;404
371;Totaal gezondheidsuitgaven ingezetenen;HP41: Ambulance, ziekenvervoer;2019;434
372;Totaal gezondheidsuitgaven ingezetenen;HP41: Ambulance, ziekenvervoer;2020;505
373;Totaal gezondheidsuitgaven ingezetenen;HP41: Ambulance, ziekenvervoer;2021;528
374;Totaal gezondheidsuitgaven ingezetenen;HP41: Ambulance, ziekenvervoer;2022;549
375;Totaal gezondheidsuitgaven ingezetenen;HP42-49: Laboratoria en ov ondersteunend;1998;184
376;Totaal gezondheidsuitgaven ingezetenen;HP42-49: Laboratoria en ov ondersteunend;1999;245
377;Totaal gezondheidsuitgaven ingezetenen;HP42-49: Laboratoria en ov ondersteunend;2000;227
378;Totaal gezondheidsuitgaven ingezetenen;HP42-49: Laboratoria en ov ondersteunend;2001;319
379;Totaal gezondheidsuitgaven ingezetenen;HP42-49: Laboratoria en ov ondersteunend;2002;421
380;Totaal gezondheidsuitgaven ingezetenen;HP42-49: Laboratoria en ov ondersteunend;2003;394
381;Totaal gezondheidsuitgaven ingezetenen;HP42-49: Laboratoria en ov ondersteunend;2004;438
382;Totaal gezondheidsuitgaven ingezetenen;HP42-49: Laboratoria en ov ondersteunend;2005;496
383;Totaal gezondheidsuitgaven ingezetenen;HP42-49: Laboratoria en ov ondersteunend;2006;505
384;Totaal gezondheidsuitgaven ingezetenen;HP42-49: Laboratoria en ov ondersteunend;2007;566
385;Totaal gezondheidsuitgaven ingezetenen;HP42-49: Laboratoria en ov ondersteunend;2008;601
386;Totaal gezondheidsuitgaven ingezetenen;HP42-49: Laboratoria en ov ondersteunend;2009;639
387;Totaal gezondheidsuitgaven ingezetenen;HP42-49: Laboratoria en ov ondersteunend;2010;656
388;Totaal gezondheidsuitgaven ingezetenen;HP42-49: Laboratoria en ov ondersteunend;2011;706
389;Totaal gezondheidsuitgaven ingezetenen;HP42-49: Laboratoria en ov ondersteunend;2012;723
390;Totaal gezondheidsuitgaven ingezetenen;HP42-49: Laboratoria en ov ondersteunend;2013;705
391;Totaal gezondheidsuitgaven ingezetenen;HP42-49: Laboratoria en ov ondersteunend;2014;738
392;Totaal gezondheidsuitgaven ingezetenen;HP42-49: Laboratoria en ov ondersteunend;2015;765
393;Totaal gezondheidsuitgaven ingezetenen;HP42-49: Laboratoria en ov ondersteunend;2016;745
394;Totaal gezondheidsuitgaven ingezetenen;HP42-49: Laboratoria en ov ondersteunend;2017;746
395;Totaal gezondheidsuitgaven ingezetenen;HP42-49: Laboratoria en ov ondersteunend;2018;800
396;Totaal gezondheidsuitgaven ingezetenen;HP42-49: Laboratoria en ov ondersteunend;2019;807
397;Totaal gezondheidsuitgaven ingezetenen;HP42-49: Laboratoria en ov ondersteunend;2020;976
398;Totaal gezondheidsuitgaven ingezetenen;HP42-49: Laboratoria en ov ondersteunend;2021;1591
399;Totaal gezondheidsuitgaven ingezetenen;HP42-49: Laboratoria en ov ondersteunend;2022;1267
400;Totaal gezondheidsuitgaven ingezetenen;HP5: Leveranciers genees-en hulpmiddelen;1998;4920
401;Totaal gezondheidsuitgaven ingezetenen;HP5: Leveranciers genees-en hulpmiddelen;1999;5327
402;Totaal gezondheidsuitgaven ingezetenen;HP5: Leveranciers genees-en hulpmiddelen;2000;5657
403;Totaal gezondheidsuitgaven ingezetenen;HP5: Leveranciers genees-en hulpmiddelen;2001;6168
404;Totaal gezondheidsuitgaven ingezetenen;HP5: Leveranciers genees-en hulpmiddelen;2002;6630
405;Totaal gezondheidsuitgaven ingezetenen;HP5: Leveranciers genees-en hulpmiddelen;2003;7108
406;Totaal gezondheidsuitgaven ingezetenen;HP5: Leveranciers genees-en hulpmiddelen;2004;7370
407;Totaal gezondheidsuitgaven ingezetenen;HP5: Leveranciers genees-en hulpmiddelen;2005;7596
408;Totaal gezondheidsuitgaven ingezetenen;HP5: Leveranciers genees-en hulpmiddelen;2006;7727
409;Totaal gezondheidsuitgaven ingezetenen;HP5: Leveranciers genees-en hulpmiddelen;2007;8228
410;Totaal gezondheidsuitgaven ingezetenen;HP5: Leveranciers genees-en hulpmiddelen;2008;8501
411;Totaal gezondheidsuitgaven ingezetenen;HP5: Leveranciers genees-en hulpmiddelen;2009;8300
412;Totaal gezondheidsuitgaven ingezetenen;HP5: Leveranciers genees-en hulpmiddelen;2010;8578
413;Totaal gezondheidsuitgaven ingezetenen;HP5: Leveranciers genees-en hulpmiddelen;2011;8880
414;Totaal gezondheidsuitgaven ingezetenen;HP5: Leveranciers genees-en hulpmiddelen;2012;8444
415;Totaal gezondheidsuitgaven ingezetenen;HP5: Leveranciers genees-en hulpmiddelen;2013;8074
416;Totaal gezondheidsuitgaven ingezetenen;HP5: Leveranciers genees-en hulpmiddelen;2014;8110
417;Totaal gezondheidsuitgaven ingezetenen;HP5: Leveranciers genees-en hulpmiddelen;2015;8209
418;Totaal gezondheidsuitgaven ingezetenen;HP5: Leveranciers genees-en hulpmiddelen;2016;8203
419;Totaal gezondheidsuitgaven ingezetenen;HP5: Leveranciers genees-en hulpmiddelen;2017;8332
420;Totaal gezondheidsuitgaven ingezetenen;HP5: Leveranciers genees-en hulpmiddelen;2018;8408
421;Totaal gezondheidsuitgaven ingezetenen;HP5: Leveranciers genees-en hulpmiddelen;2019;8805
422;Totaal gezondheidsuitgaven ingezetenen;HP5: Leveranciers genees-en hulpmiddelen;2020;9000
423;Totaal gezondheidsuitgaven ingezetenen;HP5: Leveranciers genees-en hulpmiddelen;2021;9600
424;Totaal gezondheidsuitgaven ingezetenen;HP5: Leveranciers genees-en hulpmiddelen;2022;9819
425;Totaal gezondheidsuitgaven ingezetenen;HP51: Leveranciers geneesmiddelen;1998;3277
426;Totaal gezondheidsuitgaven ingezetenen;HP51: Leveranciers geneesmiddelen;1999;3593
427;Totaal gezondheidsuitgaven ingezetenen;HP51: Leveranciers geneesmiddelen;2000;3836
428;Totaal gezondheidsuitgaven ingezetenen;HP51: Leveranciers geneesmiddelen;2001;4203
429;Totaal gezondheidsuitgaven ingezetenen;HP51: Leveranciers geneesmiddelen;2002;4550
430;Totaal gezondheidsuitgaven ingezetenen;HP51: Leveranciers geneesmiddelen;2003;4868
431;Totaal gezondheidsuitgaven ingezetenen;HP51: Leveranciers geneesmiddelen;2004;4987
432;Totaal gezondheidsuitgaven ingezetenen;HP51: Leveranciers geneesmiddelen;2005;5187
433;Totaal gezondheidsuitgaven ingezetenen;HP51: Leveranciers geneesmiddelen;2006;5250
434;Totaal gezondheidsuitgaven ingezetenen;HP51: Leveranciers geneesmiddelen;2007;5677
435;Totaal gezondheidsuitgaven ingezetenen;HP51: Leveranciers geneesmiddelen;2008;5573
436;Totaal gezondheidsuitgaven ingezetenen;HP51: Leveranciers geneesmiddelen;2009;5622
437;Totaal gezondheidsuitgaven ingezetenen;HP51: Leveranciers geneesmiddelen;2010;5759
438;Totaal gezondheidsuitgaven ingezetenen;HP51: Leveranciers geneesmiddelen;2011;5827
439;Totaal gezondheidsuitgaven ingezetenen;HP51: Leveranciers geneesmiddelen;2012;5257
440;Totaal gezondheidsuitgaven ingezetenen;HP51: Leveranciers geneesmiddelen;2013;5023
441;Totaal gezondheidsuitgaven ingezetenen;HP51: Leveranciers geneesmiddelen;2014;5021
442;Totaal gezondheidsuitgaven ingezetenen;HP51: Leveranciers geneesmiddelen;2015;5090
443;Totaal gezondheidsuitgaven ingezetenen;HP51: Leveranciers geneesmiddelen;2016;5214
444;Totaal gezondheidsuitgaven ingezetenen;HP51: Leveranciers geneesmiddelen;2017;5371
445;Totaal gezondheidsuitgaven ingezetenen;HP51: Leveranciers geneesmiddelen;2018;5352
446;Totaal gezondheidsuitgaven ingezetenen;HP51: Leveranciers geneesmiddelen;2019;5637
447;Totaal gezondheidsuitgaven ingezetenen;HP51: Leveranciers geneesmiddelen;2020;5768
448;Totaal gezondheidsuitgaven ingezetenen;HP51: Leveranciers geneesmiddelen;2021;5698
449;Totaal gezondheidsuitgaven ingezetenen;HP51: Leveranciers geneesmiddelen;2022;6070
450;Totaal gezondheidsuitgaven ingezetenen;HP52-59: Leveranciers hulpmiddelen;1998;1643
451;Totaal gezondheidsuitgaven ingezetenen;HP52-59: Leveranciers hulpmiddelen;1999;1734
452;Totaal gezondheidsuitgaven ingezetenen;HP52-59: Leveranciers hulpmiddelen;2000;1821
453;Totaal gezondheidsuitgaven ingezetenen;HP52-59: Leveranciers hulpmiddelen;2001;1965
454;Totaal gezondheidsuitgaven ingezetenen;HP52-59: Leveranciers hulpmiddelen;2002;2081
455;Totaal gezondheidsuitgaven ingezetenen;HP52-59: Leveranciers hulpmiddelen;2003;2240
456;Totaal gezondheidsuitgaven ingezetenen;HP52-59: Leveranciers hulpmiddelen;2004;2382
457;Totaal gezondheidsuitgaven ingezetenen;HP52-59: Leveranciers hulpmiddelen;2005;2409
458;Totaal gezondheidsuitgaven ingezetenen;HP52-59: Leveranciers hulpmiddelen;2006;2477
459;Totaal gezondheidsuitgaven ingezetenen;HP52-59: Leveranciers hulpmiddelen;2007;2551
460;Totaal gezondheidsuitgaven ingezetenen;HP52-59: Leveranciers hulpmiddelen;2008;2928
461;Totaal gezondheidsuitgaven ingezetenen;HP52-59: Leveranciers hulpmiddelen;2009;2678
462;Totaal gezondheidsuitgaven ingezetenen;HP52-59: Leveranciers hulpmiddelen;2010;2819
463;Totaal gezondheidsuitgaven ingezetenen;HP52-59: Leveranciers hulpmiddelen;2011;3053
464;Totaal gezondheidsuitgaven ingezetenen;HP52-59: Leveranciers hulpmiddelen;2012;3187
465;Totaal gezondheidsuitgaven ingezetenen;HP52-59: Leveranciers hulpmiddelen;2013;3051
466;Totaal gezondheidsuitgaven ingezetenen;HP52-59: Leveranciers hulpmiddelen;2014;3089
467;Totaal gezondheidsuitgaven ingezetenen;HP52-59: Leveranciers hulpmiddelen;2015;3119
468;Totaal gezondheidsuitgaven ingezetenen;HP52-59: Leveranciers hulpmiddelen;2016;2989
469;Totaal gezondheidsuitgaven ingezetenen;HP52-59: Leveranciers hulpmiddelen;2017;2961
470;Totaal gezondheidsuitgaven ingezetenen;HP52-59: Leveranciers hulpmiddelen;2018;3056
471;Totaal gezondheidsuitgaven ingezetenen;HP52-59: Leveranciers hulpmiddelen;2019;3168
472;Totaal gezondheidsuitgaven ingezetenen;HP52-59: Leveranciers hulpmiddelen;2020;3232
473;Totaal gezondheidsuitgaven ingezetenen;HP52-59: Leveranciers hulpmiddelen;2021;3902
474;Totaal gezondheidsuitgaven ingezetenen;HP52-59: Leveranciers hulpmiddelen;2022;3750
475;Totaal gezondheidsuitgaven ingezetenen;HP6: Aanbieders van preventieve zorg;1998;1189
476;Totaal gezondheidsuitgaven ingezetenen;HP6: Aanbieders van preventieve zorg;1999;1320
477;Totaal gezondheidsuitgaven ingezetenen;HP6: Aanbieders van preventieve zorg;2000;1387
478;Totaal gezondheidsuitgaven ingezetenen;HP6: Aanbieders van preventieve zorg;2001;1468
479;Totaal gezondheidsuitgaven ingezetenen;HP6: Aanbieders van preventieve zorg;2002;1584
480;Totaal gezondheidsuitgaven ingezetenen;HP6: Aanbieders van preventieve zorg;2003;1561
481;Totaal gezondheidsuitgaven ingezetenen;HP6: Aanbieders van preventieve zorg;2004;1578
482;Totaal gezondheidsuitgaven ingezetenen;HP6: Aanbieders van preventieve zorg;2005;1611
483;Totaal gezondheidsuitgaven ingezetenen;HP6: Aanbieders van preventieve zorg;2006;1504
484;Totaal gezondheidsuitgaven ingezetenen;HP6: Aanbieders van preventieve zorg;2007;1609
485;Totaal gezondheidsuitgaven ingezetenen;HP6: Aanbieders van preventieve zorg;2008;1613
486;Totaal gezondheidsuitgaven ingezetenen;HP6: Aanbieders van preventieve zorg;2009;1625
487;Totaal gezondheidsuitgaven ingezetenen;HP6: Aanbieders van preventieve zorg;2010;1677
488;Totaal gezondheidsuitgaven ingezetenen;HP6: Aanbieders van preventieve zorg;2011;1691
489;Totaal gezondheidsuitgaven ingezetenen;HP6: Aanbieders van preventieve zorg;2012;1685
490;Totaal gezondheidsuitgaven ingezetenen;HP6: Aanbieders van preventieve zorg;2013;1647
491;Totaal gezondheidsuitgaven ingezetenen;HP6: Aanbieders van preventieve zorg;2014;1670
492;Totaal gezondheidsuitgaven ingezetenen;HP6: Aanbieders van preventieve zorg;2015;1652
493;Totaal gezondheidsuitgaven ingezetenen;HP6: Aanbieders van preventieve zorg;2016;1697
494;Totaal gezondheidsuitgaven ingezetenen;HP6: Aanbieders van preventieve zorg;2017;1734
495;Totaal gezondheidsuitgaven ingezetenen;HP6: Aanbieders van preventieve zorg;2018;1737
496;Totaal gezondheidsuitgaven ingezetenen;HP6: Aanbieders van preventieve zorg;2019;1886
497;Totaal gezondheidsuitgaven ingezetenen;HP6: Aanbieders van preventieve zorg;2020;2941
498;Totaal gezondheidsuitgaven ingezetenen;HP6: Aanbieders van preventieve zorg;2021;6268
499;Totaal gezondheidsuitgaven ingezetenen;HP6: Aanbieders van preventieve zorg;2022;3939
500;Totaal gezondheidsuitgaven ingezetenen;HP7: Organisaties beheer en financiering;1998;1671
501;Totaal gezondheidsuitgaven ingezetenen;HP7: Organisaties beheer en financiering;1999;1775
502;Totaal gezondheidsuitgaven ingezetenen;HP7: Organisaties beheer en financiering;2000;1861
503;Totaal gezondheidsuitgaven ingezetenen;HP7: Organisaties beheer en financiering;2001;2024
504;Totaal gezondheidsuitgaven ingezetenen;HP7: Organisaties beheer en financiering;2002;2158
505;Totaal gezondheidsuitgaven ingezetenen;HP7: Organisaties beheer en financiering;2003;2231
506;Totaal gezondheidsuitgaven ingezetenen;HP7: Organisaties beheer en financiering;2004;2320
507;Totaal gezondheidsuitgaven ingezetenen;HP7: Organisaties beheer en financiering;2005;2687
508;Totaal gezondheidsuitgaven ingezetenen;HP7: Organisaties beheer en financiering;2006;2928
509;Totaal gezondheidsuitgaven ingezetenen;HP7: Organisaties beheer en financiering;2007;3075
510;Totaal gezondheidsuitgaven ingezetenen;HP7: Organisaties beheer en financiering;2008;2985
511;Totaal gezondheidsuitgaven ingezetenen;HP7: Organisaties beheer en financiering;2009;3002
512;Totaal gezondheidsuitgaven ingezetenen;HP7: Organisaties beheer en financiering;2010;2995
513;Totaal gezondheidsuitgaven ingezetenen;HP7: Organisaties beheer en financiering;2011;3145
514;Totaal gezondheidsuitgaven ingezetenen;HP7: Organisaties beheer en financiering;2012;3098
515;Totaal gezondheidsuitgaven ingezetenen;HP7: Organisaties beheer en financiering;2013;3164
